s,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
 2.4001225E+001, 6.3931416E+001, 3.5062851E+002, 4.5550971E+000, 3.3531132E+000, 2.3260622E+000, 1.4499513E+000, 8.3701384E-001, 5.1518160E-001, 3.2572845E-001, 2.2024721E-001, 1.5025209E-001, 1.0820291E-001
 2.5503287E+001, 6.5372566E+001, 3.4988647E+002, 4.4818377E+000, 3.3374093E+000, 2.3135672E+000, 1.4423213E+000, 8.3452588E-001, 5.1501244E-001, 3.2704598E-001, 2.2257866E-001, 1.5291640E-001, 1.1188469E-001
 2.7005350E+001, 6.7205544E+001, 3.4916010E+002, 4.4843936E+000, 3.3197494E+000, 2.3016722E+000, 1.4371891E+000, 8.3298314E-001, 5.1554459E-001, 3.2893190E-001, 2.2475556E-001, 1.5665212E-001, 1.1633389E-001
 2.8507412E+001, 6.8249977E+001, 3.4851736E+002, 4.4938102E+000, 3.3163743E+000, 2.2930558E+000, 1.4306903E+000, 8.3107793E-001, 5.1589221E-001, 3.2996926E-001, 2.2628926E-001, 1.5936831E-001, 1.1835303E-001
 3.0009474E+001, 6.9658340E+001, 3.4794696E+002, 4.5312490E+000, 3.3181376E+000, 2.2913771E+000, 1.4313563E+000, 8.3304000E-001, 5.1850516E-001, 3.3231553E-001, 2.3302306E-001, 1.6722040E-001, 1.2574203E-001
 3.1511537E+001, 7.1073822E+001, 3.4725345E+002, 4.5079823E+000, 3.3034151E+000, 2.2796719E+000, 1.4235288E+000, 8.2940835E-001, 5.1732987E-001, 3.3172441E-001, 2.3426074E-001, 1.6814096E-001, 1.2786731E-001
 3.3000067E+001, 7.2581108E+001, 3.4664249E+002, 4.5112538E+000, 3.2881451E+000, 2.2689500E+000, 1.4181610E+000, 8.2810837E-001, 5.1812726E-001, 3.3380115E-001, 2.3651992E-001, 1.7037892E-001, 1.3148832E-001
 3.4502129E+001, 7.3924606E+001, 3.4609503E+002, 4.5202961E+000, 3.2924376E+000, 2.2697215E+000, 1.4193408E+000, 8.2998949E-001, 5.1975477E-001, 3.3911827E-001, 2.4132693E-001, 1.7553607E-001, 1.3469155E-001
 3.6004192E+001, 7.4792015E+001, 3.4561081E+002, 4.5214262E+000, 3.2811844E+000, 2.2622545E+000, 1.4159119E+000, 8.2940120E-001, 5.2117538E-001, 3.3891308E-001, 2.4286650E-001, 1.7989923E-001, 1.4297044E-001
 3.7506254E+001, 7.6314667E+001, 3.4515295E+002, 4.5362558E+000, 3.2819006E+000, 2.2591343E+000, 1.4137931E+000, 8.2964975E-001, 5.2212071E-001, 3.4054661E-001, 2.4554564E-001, 1.8288000E-001, 1.4439128E-001
 3.9008316E+001, 7.7081085E+001, 3.4474042E+002, 4.5089741E+000, 3.2720900E+000, 2.2547219E+000, 1.4119147E+000, 8.2924175E-001, 5.2242857E-001, 3.4221324E-001, 2.4719153E-001, 1.8420151E-001, 1.4687572E-001
 4.0510379E+001, 7.7607735E+001, 3.4435040E+002, 4.5229788E+000, 3.2677789E+000, 2.2493098E+000, 1.4087794E+000, 8.2898921E-001, 5.2330869E-001, 3.4716415E-001, 2.5163242E-001, 1.8850654E-001, 1.4934772E-001
 4.2004322E+001, 7.8439072E+001, 3.4402243E+002, 4.5639110E+000, 3.2772472E+000, 2.2570796E+000, 1.4145297E+000, 8.3343911E-001, 5.2698672E-001, 3.5120258E-001, 2.5545871E-001, 1.9154947E-001, 1.5692200E-001
 4.3505067E+001, 7.8035179E+001, 3.4367746E+002, 4.5261316E+000, 3.2610867E+000, 2.2477396E+000, 1.4094385E+000, 8.3168674E-001, 5.2740663E-001, 3.5124767E-001, 2.5655314E-001, 1.9287200E-001, 1.5584251E-001
 4.5006998E+001, 7.8893661E+001, 3.4339902E+002, 4.5326872E+000, 3.2590489E+000, 2.2458766E+000, 1.4091482E+000, 8.3291030E-001, 5.2915043E-001, 3.5030615E-001, 2.5666943E-001, 1.9403975E-001, 1.5599152E-001
 4.6508929E+001, 7.9169197E+001, 3.4309595E+002, 4.5088983E+000, 3.2417035E+000, 2.2362969E+000, 1.4043022E+000, 8.3182865E-001, 5.3006345E-001, 3.5151565E-001, 2.5822896E-001, 1.9639945E-001, 1.6150266E-001
 4.8010860E+001, 7.9915352E+001, 3.4282092E+002, 4.5286970E+000, 3.2516720E+000, 2.2349770E+000, 1.4017565E+000, 8.3077890E-001, 5.2849478E-001, 3.5663989E-001, 2.6098460E-001, 1.9758065E-001, 1.6155857E-001
 4.9512791E+001, 8.0347412E+001, 3.4254153E+002, 4.5036159E+000, 3.2469223E+000, 2.2329094E+000, 1.4013482E+000, 8.3119607E-001, 5.2922702E-001, 3.5861349E-001, 2.6308718E-001, 1.9910564E-001, 1.6180186E-001
 5.1014722E+001, 8.0468849E+001, 3.4232428E+002, 4.5407043E+000, 3.2532330E+000, 2.2288988E+000, 1.3987101E+000, 8.3100039E-001, 5.3003114E-001, 3.6102775E-001, 2.6609468E-001, 2.0217808E-001, 1.6320172E-001
 5.2501929E+001, 8.0813820E+001, 3.4216095E+002, 4.5358748E+000, 3.2520440E+000, 2.2331157E+000, 1.4032246E+000, 8.3438385E-001, 5.3352559E-001, 3.6260942E-001, 2.6943305E-001, 2.0537333E-001, 1.6582657E-001
 5.4003860E+001, 8.0708855E+001, 3.4197775E+002, 4.5580320E+000, 3.2580371E+000, 2.2333388E+000, 1.4025971E+000, 8.3481801E-001, 5.3538638E-001, 3.6021945E-001, 2.6803920E-001, 2.0832960E-001, 1.7555866E-001
 5.5505791E+001, 8.1294937E+001, 3.4178018E+002, 4.5452514E+000, 3.2542770E+000, 2.2297800E+000, 1.3994331E+000, 8.3332682E-001, 5.3519559E-001, 3.6078510E-001, 2.6830989E-001, 2.0749232E-001, 1.7509744E-001
 5.7007722E+001, 8.1384094E+001, 3.4148737E+002, 4.5044975E+000, 3.2440100E+000, 2.2294023E+000, 1.4009657E+000, 8.3464718E-001, 5.3524941E-001, 3.6601046E-001, 2.7577645E-001, 2.1474719E-001, 1.7966563E-001
 5.8509653E+001, 8.2025177E+001, 3.4128491E+002, 4.4877133E+000, 3.2277365E+000, 2.2170839E+000, 1.3937314E+000, 8.3138049E-001, 5.3452194E-001, 3.6444390E-001, 2.7335057E-001, 2.1447861E-001, 1.8309970E-001
 6.0011584E+001, 8.2279526E+001, 3.4109027E+002, 4.5282555E+000, 3.2352357E+000, 2.2158434E+000, 1.3925333E+000, 8.3179879E-001, 5.3128588E-001, 3.6818993E-001, 2.7510181E-001, 2.1453634E-001, 1.7891625E-001
 6.1513515E+001, 8.2876305E+001, 3.4099924E+002, 4.5926089E+000, 3.2503886E+000, 2.2287576E+000, 1.4023613E+000, 8.3892447E-001, 5.3993267E-001, 3.7220332E-001, 2.8298268E-001, 2.2713201E-001, 1.9524787E-001
 6.3000721E+001, 8.2933243E+001, 3.4079684E+002, 4.5571618E+000, 3.2388730E+000, 2.2184918E+000, 1.3952072E+000, 8.3503741E-001, 5.3912085E-001, 3.7002844E-001, 2.8033042E-001, 2.2095263E-001, 1.8451893E-001
 6.4502652E+001, 8.3065292E+001, 3.4070663E+002, 4.5316668E+000, 3.2416868E+000, 2.2209690E+000, 1.3969162E+000, 8.3718830E-001, 5.3778404E-001, 3.7589240E-001, 2.8350922E-001, 2.2172871E-001, 1.8411738E-001
 6.6004583E+001, 8.3663795E+001, 3.4055240E+002, 4.5285053E+000, 3.2339115E+000, 2.2162151E+000, 1.3960510E+000, 8.3800608E-001, 5.3851271E-001, 3.7842232E-001, 2.8710032E-001, 2.2318438E-001, 1.8680574E-001
 6.7506514E+001, 8.4245018E+001, 3.4047589E+002, 4.5731688E+000, 3.2364030E+000, 2.2141130E+000, 1.3942400E+000, 8.3672816E-001, 5.4218948E-001, 3.7121299E-001, 2.8425497E-001, 2.2275652E-001, 1.8590620E-001
 6.9008446E+001, 8.4652222E+001, 3.4034064E+002, 4.6208091E+000, 3.2546144E+000, 2.2246628E+000, 1.4005755E+000, 8.4142554E-001, 5.4136556E-001, 3.7453222E-001, 2.8286418E-001, 2.2397880E-001, 1.8998399E-001
 7.0510377E+001, 8.5266541E+001, 3.4020963E+002, 4.5747066E+000, 3.2467897E+000, 2.2206359E+000, 1.3986186E+000, 8.4025460E-001, 5.4280782E-001, 3.7728879E-001, 2.8606269E-001, 2.2364148E-001, 1.8576813E-001
 7.2012308E+001, 8.5274185E+001, 3.4007874E+002, 4.5823846E+000, 3.2508118E+000, 2.2199996E+000, 1.3976843E+000, 8.4065205E-001, 5.4337233E-001, 3.8106155E-001, 2.8965661E-001, 2.2777028E-001, 1.8892923E-001
 7.3514239E+001, 8.5116623E+001, 3.4004480E+002, 4.5939775E+000, 3.2497432E+000, 2.2212245E+000, 1.3986212E+000, 8.4241265E-001, 5.4697001E-001, 3.7830275E-001, 2.8776768E-001, 2.2941382E-001, 1.9394931E-001
 7.5001445E+001, 8.5602699E+001, 3.3995462E+002, 4.5826087E+000, 3.2490468E+000, 2.2229993E+000, 1.4001646E+000, 8.4318519E-001, 5.4904985E-001, 3.7490487E-001, 2.8833109E-001, 2.2999541E-001, 1.9471398E-001
 7.6503376E+001, 8.5362923E+001, 3.3988419E+002, 4.5858607E+000, 3.2505620E+000, 2.2189200E+000, 1.3972270E+000, 8.4192801E-001, 5.4687089E-001, 3.8415918E-001, 2.9782861E-001, 2.3942392E-001, 2.0214914E-001
 7.8005307E+001, 8.5676529E+001, 3.3978961E+002, 4.6051130E+000, 3.2523358E+000, 2.2215416E+000, 1.3996136E+000, 8.4354031E-001, 5.4702616E-001, 3.8560015E-001, 2.9668269E-001, 2.3618607E-001, 1.9802651E-001
 7.9507238E+001, 8.5787201E+001, 3.3969452E+002, 4.6157908E+000, 3.2500236E+000, 2.2202830E+000, 1.4002140E+000, 8.4552222E-001, 5.5139995E-001, 3.8018751E-001, 2.9394573E-001, 2.4078749E-001, 2.1198471E-001
 8.1009169E+001, 8.6030670E+001, 3.3963794E+002, 4.6224141E+000, 3.2496548E+000, 2.2175124E+000, 1.3973740E+000, 8.4350896E-001, 5.4842228E-001, 3.8969740E-001, 2.9360726E-001, 2.3285685E-001, 2.0634809E-001
 8.2502265E+001, 8.5576614E+001, 3.3954001E+002, 4.6457992E+000, 3.2568798E+000, 2.2251215E+000, 1.4027127E+000, 8.4717959E-001, 5.4914397E-001, 3.8979566E-001, 2.9602134E-001, 2.3527651E-001, 2.0051003E-001
 8.4008614E+001, 8.5353035E+001, 3.3950998E+002, 4.6407871E+000, 3.2406402E+000, 2.2181172E+000, 1.4000310E+000, 8.4629476E-001, 5.5373687E-001, 3.8662255E-001, 3.0140215E-001, 2.4492334E-001, 2.1036322E-001
 8.5514962E+001, 8.5140343E+001, 3.3942520E+002, 4.6543603E+000, 3.2390478E+000, 2.2166600E+000, 1.3994708E+000, 8.4703249E-001, 5.5423450E-001, 3.8900700E-001, 3.0702612E-001, 2.4820465E-001, 2.1118081E-001
 8.7006117E+001, 8.4903549E+001, 3.3931506E+002, 4.6227627E+000, 3.2405920E+000, 2.2174623E+000, 1.4004869E+000, 8.4649181E-001, 5.5178618E-001, 3.9959881E-001, 3.1213415E-001, 2.4906099E-001, 2.1091293E-001
 8.8505416E+001, 8.4498810E+001, 3.3931171E+002, 4.6194816E+000, 3.2502563E+000, 2.2204502E+000, 1.4032713E+000, 8.4983099E-001, 5.5432564E-001, 3.9525911E-001, 3.0660132E-001, 2.4730879E-001, 2.0636998E-001
 9.0014905E+001, 8.5153992E+001, 3.3935324E+002, 4.6386356E+000, 3.2422726E+000, 2.2166822E+000, 1.4016390E+000, 8.5032755E-001, 5.5667150E-001, 3.9384630E-001, 3.0597198E-001, 2.4730292E-001, 2.1262194E-001
 9.1504015E+001, 8.4862587E+001, 3.3925052E+002, 4.6614432E+000, 3.2517393E+000, 2.2196288E+000, 1.4027756E+000, 8.5193294E-001, 5.5793428E-001, 4.0164316E-001, 3.1010070E-001, 2.4903177E-001, 2.1551704E-001
 9.3009136E+001, 8.5584221E+001, 3.3932471E+002, 4.7007489E+000, 3.2792513E+000, 2.2321417E+000, 1.4098289E+000, 8.5675931E-001, 5.6003654E-001, 3.9884734E-001, 3.1120434E-001, 2.5208101E-001, 2.2199328E-001
 9.4514258E+001, 8.5979507E+001, 3.3928824E+002, 4.6967144E+000, 3.2826233E+000, 2.2326415E+000, 1.4072474E+000, 8.5483623E-001, 5.6125730E-001, 3.9445341E-001, 3.0766588E-001, 2.5073779E-001, 2.2290523E-001
 9.6003368E+001, 8.6332932E+001, 3.3927499E+002, 4.6686707E+000, 3.2595017E+000, 2.2214439E+000, 1.4039931E+000, 8.5215282E-001, 5.5803406E-001, 4.0275010E-001, 3.1101838E-001, 2.4837589E-001, 2.1296751E-001
 9.7508490E+001, 8.6070923E+001, 3.3922104E+002, 4.6905742E+000, 3.2656088E+000, 2.2297192E+000, 1.4093895E+000, 8.5573632E-001, 5.6922650E-001, 4.1414917E-001, 3.2297361E-001, 2.5604385E-001, 2.1536942E-001
 9.9013612E+001, 8.6867523E+001, 3.3924310E+002, 4.7059784E+000, 3.2725470E+000, 2.2338369E+000, 1.4105574E+000, 8.5784161E-001, 5.6478304E-001, 4.0220991E-001, 3.1498656E-001, 2.5731635E-001, 2.2448224E-001
 1.0050272E+002, 8.7282669E+001, 3.3916345E+002, 4.6941271E+000, 3.2668808E+000, 2.2326245E+000, 1.4114045E+000, 8.5860515E-001, 5.6044161E-001, 4.0154487E-001, 3.1414384E-001, 2.5819522E-001, 2.2371429E-001
 1.0200609E+002, 8.7731171E+001, 3.3920032E+002, 4.6937089E+000, 3.2805073E+000, 2.2356725E+000, 1.4134588E+000, 8.6061871E-001, 5.6325001E-001, 4.0255266E-001, 3.1335133E-001, 2.5412756E-001, 2.1846716E-001
 1.0350876E+002, 8.8011063E+001, 3.3931967E+002, 4.6887817E+000, 3.2935073E+000, 2.2430792E+000, 1.4184245E+000, 8.6480671E-001, 5.6402934E-001, 4.1097358E-001, 3.2119033E-001, 2.5894406E-001, 2.2337270E-001
 1.0501430E+002, 8.8213913E+001, 3.3939883E+002, 4.7012420E+000, 3.2882986E+000, 2.2423112E+000, 1.4195423E+000, 8.6727303E-001, 5.6590629E-001, 4.1262770E-001, 3.2256126E-001, 2.6187852E-001, 2.2798945E-001
 1.0651020E+002, 8.8397598E+001, 3.3936887E+002, 4.6703382E+000, 3.2632020E+000, 2.2300320E+000, 1.4123856E+000, 8.6197555E-001, 5.6839651E-001, 4.0573817E-001, 3.1824481E-001, 2.5959620E-001, 2.2572340E-001
 1.0800552E+002, 8.8550690E+001, 3.3930579E+002, 4.6910720E+000, 3.2905402E+000, 2.2451220E+000, 1.4197420E+000, 8.6574429E-001, 5.6975728E-001, 4.0987673E-001, 3.2101235E-001, 2.5905535E-001, 2.2360948E-001
 1.0951082E+002, 8.8321518E+001, 3.3941479E+002, 4.7067833E+000, 3.2962837E+000, 2.2456071E+000, 1.4224428E+000, 8.6848569E-001, 5.7117784E-001, 4.1175929E-001, 3.2299894E-001, 2.6322162E-001, 2.2768976E-001
 1.1100044E+002, 8.8054062E+001, 3.3946719E+002, 4.7128000E+000, 3.2927966E+000, 2.2412214E+000, 1.4194318E+000, 8.6762387E-001, 5.7191610E-001, 4.1606700E-001, 3.3063614E-001, 2.6821154E-001, 2.3018283E-001
 1.1250574E+002, 8.8053719E+001, 3.3950296E+002, 4.7064862E+000, 3.3025961E+000, 2.2479815E+000, 1.4206831E+000, 8.6729801E-001, 5.6755018E-001, 4.1459596E-001, 3.2534850E-001, 2.6333934E-001, 2.2667328E-001
 1.1400906E+002, 8.7813210E+001, 3.3950964E+002, 4.7040129E+000, 3.2923403E+000, 2.2493968E+000, 1.4245545E+000, 8.7016320E-001, 5.6956887E-001, 4.1449949E-001, 3.2455355E-001, 2.6290968E-001, 2.2623327E-001
 1.1550283E+002, 8.8280136E+001, 3.3954022E+002, 4.7888651E+000, 3.3123684E+000, 2.2536435E+000, 1.4257768E+000, 8.7174350E-001, 5.7439744E-001, 4.1668597E-001, 3.2797411E-001, 2.6930636E-001, 2.3238838E-001
 1.1701492E+002, 8.8579918E+001, 3.3961209E+002, 4.7829843E+000, 3.3240762E+000, 2.2617025E+000, 1.4294741E+000, 8.7478966E-001, 5.7975560E-001, 4.1303265E-001, 3.2602236E-001, 2.7061671E-001, 2.4102478E-001
 1.1850306E+002, 8.8296524E+001, 3.3959531E+002, 4.6918774E+000, 3.3065131E+000, 2.2533181E+000, 1.4261297E+000, 8.7248486E-001, 5.7838607E-001, 4.1668150E-001, 3.3015728E-001, 2.7229533E-001, 2.3973590E-001
 1.2000670E+002, 8.8361115E+001, 3.3961136E+002, 4.6916809E+000, 3.3001325E+000, 2.2528543E+000, 1.4300771E+000, 8.7645465E-001, 5.7723546E-001, 4.1953349E-001, 3.2817018E-001, 2.7143079E-001, 2.4371316E-001
 1.2151034E+002, 8.8484390E+001, 3.3964661E+002, 4.7056031E+000, 3.2973909E+000, 2.2502561E+000, 1.4292116E+000, 8.7588745E-001, 5.7315427E-001, 4.2217821E-001, 3.3283821E-001, 2.6961672E-001, 2.3400140E-001
 1.2301398E+002, 8.8717003E+001, 3.3981195E+002, 4.8164182E+000, 3.3355324E+000, 2.2708836E+000, 1.4388697E+000, 8.8151568E-001, 5.8116722E-001, 4.2284387E-001, 3.3452672E-001, 2.7199155E-001, 2.3520783E-001
 1.2450211E+002, 8.8967934E+001, 3.3982703E+002, 4.7944775E+000, 3.3238971E+000, 2.2672718E+000, 1.4389049E+000, 8.8227707E-001, 5.8132035E-001, 4.2474872E-001, 3.3569008E-001, 2.7592868E-001, 2.4417007E-001
 1.2600575E+002, 8.9345802E+001, 3.3983536E+002, 4.7769384E+000, 3.3268254E+000, 2.2697072E+000, 1.4392294E+000, 8.8229287E-001, 5.8338016E-001, 4.1902056E-001, 3.2952648E-001, 2.6893422E-001, 2.3437367E-001
 1.2750939E+002, 8.9227509E+001, 3.3994427E+002, 4.7773328E+000, 3.3388226E+000, 2.2764304E+000, 1.4414420E+000, 8.8320577E-001, 5.8682013E-001, 4.1751477E-001, 3.3157688E-001, 2.7674127E-001, 2.4422455E-001
 1.2901303E+002, 8.8992294E+001, 3.4006900E+002, 4.8483367E+000, 3.3540325E+000, 2.2866046E+000, 1.4510379E+000, 8.9030582E-001, 5.9185046E-001, 4.2521206E-001, 3.4031507E-001, 2.8542238E-001, 2.5607896E-001
 1.3050117E+002, 8.8503922E+001, 3.3999579E+002, 4.7267866E+000, 3.3012364E+000, 2.2647307E+000, 1.4404092E+000, 8.8604200E-001, 5.9007913E-001, 4.2515215E-001, 3.3787444E-001, 2.7825645E-001, 2.4606940E-001
 1.3200481E+002, 8.8392250E+001, 3.4000009E+002, 4.7410812E+000, 3.3206778E+000, 2.2715271E+000, 1.4419700E+000, 8.8636059E-001, 5.9090757E-001, 4.2049825E-001, 3.3651543E-001, 2.8041476E-001, 2.5805482E-001
 1.3350844E+002, 8.8620728E+001, 3.4011490E+002, 4.7982140E+000, 3.3490760E+000, 2.2802062E+000, 1.4456472E+000, 8.8715965E-001, 5.8831429E-001, 4.2639402E-001, 3.3866522E-001, 2.8057495E-001, 2.4612552E-001
 1.3501208E+002, 8.8748222E+001, 3.4025504E+002, 4.7943931E+000, 3.3459985E+000, 2.2794058E+000, 1.4469738E+000, 8.8972336E-001, 5.8435649E-001, 4.3251961E-001, 3.4543809E-001, 2.8684297E-001, 2.5120729E-001
 1.3650022E+002, 8.8663246E+001, 3.4035638E+002, 4.8156738E+000, 3.3491166E+000, 2.2823031E+000, 1.4499050E+000, 8.9202815E-001, 5.8887899E-001, 4.3443823E-001, 3.4482878E-001, 2.7912068E-001, 2.4187316E-001
 1.3801270E+002, 8.8565506E+001, 3.4043448E+002, 4.8474536E+000, 3.3564560E+000, 2.2908466E+000, 1.4558907E+000, 8.9569259E-001, 5.9411240E-001, 4.3553185E-001, 3.4690082E-001, 2.9321435E-001, 2.6143020E-001
 1.3950480E+002, 8.8595863E+001, 3.4047363E+002, 4.8118315E+000, 3.3424771E+000, 2.2860410E+000, 1.4532206E+000, 8.9538825E-001, 5.9737688E-001, 4.3387821E-001, 3.4468949E-001, 2.8540987E-001, 2.5167733E-001
 1.4100667E+002, 8.8814308E+001, 3.4051999E+002, 4.8026466E+000, 3.3660457E+000, 2.2944450E+000, 1.4564837E+000, 8.9636147E-001, 5.9769285E-001, 4.2933929E-001, 3.4405324E-001, 2.8742084E-001, 2.4859865E-001
 1.4250853E+002, 8.8967537E+001, 3.4063763E+002, 4.8262820E+000, 3.3773670E+000, 2.2974918E+000, 1.4588832E+000, 8.9774561E-001, 5.9689975E-001, 4.2973614E-001, 3.3793026E-001, 2.7415735E-001, 2.3985843E-001
 1.4401039E+002, 8.9104088E+001, 3.4079523E+002, 4.8380761E+000, 3.3769720E+000, 2.2971833E+000, 1.4582903E+000, 8.9826649E-001, 5.9738445E-001, 4.3442050E-001, 3.4378326E-001, 2.8108349E-001, 2.4160403E-001
 1.4551225E+002, 8.9423157E+001, 3.4087256E+002, 4.8177476E+000, 3.3721912E+000, 2.2978907E+000, 1.4596531E+000, 8.9860463E-001, 5.9787750E-001, 4.3364063E-001, 3.4709808E-001, 2.9023609E-001, 2.4929884E-001
 1.4701411E+002, 8.9785500E+001, 3.4092010E+002, 4.8142223E+000, 3.3792374E+000, 2.3026567E+000, 1.4636663E+000, 9.0194678E-001, 5.9690744E-001, 4.4308895E-001, 3.5408217E-001, 2.9487038E-001, 2.5742316E-001
 1.4850065E+002, 9.0381775E+001, 3.4111264E+002, 4.8656034E+000, 3.3979304E+000, 2.3102024E+000, 1.4667846E+000, 9.0476745E-001, 5.9807825E-001, 4.4408596E-001, 3.5424551E-001, 2.9158512E-001, 2.5387052E-001
 1.5000251E+002, 8.9585670E+001, 3.4122787E+002, 4.8582816E+000, 3.4015424E+000, 2.3179584E+000, 1.4733315E+000, 9.0915197E-001, 6.0668880E-001, 4.3703562E-001, 3.5030565E-001, 2.9275042E-001, 2.5744358E-001
 1.5150437E+002, 8.9190483E+001, 3.4126096E+002, 4.8880115E+000, 3.4036310E+000, 2.3237610E+000, 1.4781297E+000, 9.1245031E-001, 6.1154670E-001, 4.3549252E-001, 3.5395423E-001, 3.0620226E-001, 2.8056592E-001
 1.5300623E+002, 8.9661720E+001, 3.4135028E+002, 4.8725343E+000, 3.3818841E+000, 2.3122547E+000, 1.4719467E+000, 9.1036850E-001, 6.1053467E-001, 4.4120663E-001, 3.5557166E-001, 3.0127302E-001, 2.8076735E-001
 1.5450809E+002, 9.0329582E+001, 3.4134576E+002, 4.8451700E+000, 3.3699446E+000, 2.3031042E+000, 1.4650596E+000, 9.0541971E-001, 6.0576117E-001, 4.4027638E-001, 3.5342327E-001, 2.9502618E-001, 2.5839683E-001
 1.5600995E+002, 9.0679672E+001, 3.4138065E+002, 4.8827338E+000, 3.3875301E+000, 2.3119137E+000, 1.4710720E+000, 9.0840214E-001, 6.0264319E-001, 4.4608796E-001, 3.5875490E-001, 3.0153066E-001, 2.6259482E-001
 1.5751181E+002, 9.1030952E+001, 3.4144028E+002, 4.8940802E+000, 3.4007709E+000, 2.3204749E+000, 1.4768981E+000, 9.1222382E-001, 6.0697460E-001, 4.5468545E-001, 3.6169988E-001, 2.9848668E-001, 2.5866470E-001
