s,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
 3.6012385E+001, 7.8901840E+001, 4.6709079E+002, 8.4036331E+000, 6.3870101E+000, 4.4716067E+000, 2.7851231E+000, 1.6044065E+000, 9.8299861E-001, 6.2405407E-001, 4.2935723E-001, 3.0137140E-001, 2.3068398E-001
 3.7506900E+001, 7.9454247E+001, 4.6580612E+002, 8.3190403E+000, 6.3406577E+000, 4.4392548E+000, 2.7660069E+000, 1.5948120E+000, 9.7380298E-001, 6.2969697E-001, 4.3794435E-001, 3.0795380E-001, 2.2630428E-001
 3.9012966E+001, 8.0292839E+001, 4.6463684E+002, 8.2639151E+000, 6.2949514E+000, 4.4151788E+000, 2.7549310E+000, 1.5911145E+000, 9.7406161E-001, 6.2863886E-001, 4.3860969E-001, 3.2291895E-001, 2.5943980E-001
 4.0500543E+001, 8.1509552E+001, 4.6347675E+002, 8.2644548E+000, 6.2666187E+000, 4.3850856E+000, 2.7327709E+000, 1.5776474E+000, 9.6753764E-001, 6.2491524E-001, 4.4111243E-001, 3.2015806E-001, 2.4352737E-001
 4.2011958E+001, 8.2872650E+001, 4.6241751E+002, 8.2253122E+000, 6.2312179E+000, 4.3635969E+000, 2.7219100E+000, 1.5747392E+000, 9.6958888E-001, 6.2738162E-001, 4.4581705E-001, 3.2641697E-001, 2.4849993E-001
 4.3508316E+001, 8.3821091E+001, 4.6136261E+002, 8.2022390E+000, 6.2191253E+000, 4.3494039E+000, 2.7113585E+000, 1.5687739E+000, 9.6543407E-001, 6.2481254E-001, 4.3970910E-001, 3.1894109E-001, 2.5405911E-001
 4.5002742E+001, 8.4512817E+001, 4.6036920E+002, 8.1220922E+000, 6.1728430E+000, 4.3144875E+000, 2.6919527E+000, 1.5593315E+000, 9.6070451E-001, 6.2020677E-001, 4.3760496E-001, 3.1724963E-001, 2.4933922E-001
 4.6515409E+001, 8.5061920E+001, 4.5938715E+002, 8.1160889E+000, 6.1459084E+000, 4.2974701E+000, 2.6817977E+000, 1.5553266E+000, 9.5932704E-001, 6.2720662E-001, 4.4814914E-001, 3.3173496E-001, 2.5697944E-001
 4.8012641E+001, 8.5964905E+001, 4.5839407E+002, 8.0758944E+000, 6.1123915E+000, 4.2641912E+000, 2.6601491E+000, 1.5438659E+000, 9.5161688E-001, 6.2593609E-001, 4.4559789E-001, 3.2613721E-001, 2.5183800E-001
 4.9500483E+001, 8.6573387E+001, 4.5759552E+002, 8.0276966E+000, 6.1008468E+000, 4.2574253E+000, 2.6538138E+000, 1.5400497E+000, 9.4693011E-001, 6.2701946E-001, 4.4668448E-001, 3.2703608E-001, 2.5720453E-001
 5.1007400E+001, 8.6610672E+001, 4.5669846E+002, 7.9426360E+000, 6.0660009E+000, 4.2280550E+000, 2.6356418E+000, 1.5288076E+000, 9.4951439E-001, 6.3410181E-001, 4.5319405E-001, 3.3216947E-001, 2.6015869E-001
 5.2511553E+001, 8.6972153E+001, 4.5588907E+002, 7.9501295E+000, 6.0351095E+000, 4.2074347E+000, 2.6255751E+000, 1.5227334E+000, 9.6229202E-001, 6.4679193E-001, 4.6649030E-001, 3.4229147E-001, 2.6402828E-001
 5.4001881E+001, 8.7520813E+001, 4.5520502E+002, 7.9780841E+000, 6.0075951E+000, 4.1991792E+000, 2.6226475E+000, 1.5251993E+000, 9.4593579E-001, 6.3337100E-001, 4.5641077E-001, 3.3949745E-001, 2.6745972E-001
 5.5507416E+001, 8.8167931E+001, 4.5428525E+002, 7.9682665E+000, 5.9945049E+000, 4.1779847E+000, 2.6040666E+000, 1.5149699E+000, 9.4954133E-001, 6.4364374E-001, 4.7103047E-001, 3.6036760E-001, 2.8115755E-001
 5.7012951E+001, 8.8663124E+001, 4.5354202E+002, 7.9199939E+000, 5.9831948E+000, 4.1782627E+000, 2.6095090E+000, 1.5187296E+000, 9.4756657E-001, 6.4006722E-001, 4.7011212E-001, 3.6000246E-001, 2.7858093E-001
 5.8503279E+001, 8.9524475E+001, 4.5284570E+002, 7.8938961E+000, 5.9468741E+000, 4.1449709E+000, 2.5890522E+000, 1.5124364E+000, 9.4363767E-001, 6.2665117E-001, 4.5479482E-001, 3.3963829E-001, 2.8199279E-001
 6.0008814E+001, 9.0086258E+001, 4.5210040E+002, 7.8703499E+000, 5.9383378E+000, 4.1341710E+000, 2.5801752E+000, 1.5056496E+000, 9.2925555E-001, 6.3495922E-001, 4.6564355E-001, 3.5071653E-001, 2.8166157E-001
 6.1514349E+001, 8.9952858E+001, 4.5137643E+002, 7.8188391E+000, 5.9167938E+000, 4.1236210E+000, 2.5738351E+000, 1.5023959E+000, 9.3164420E-001, 6.2801778E-001, 4.5945191E-001, 3.4909132E-001, 2.8027207E-001
 6.3005497E+001, 8.9594193E+001, 4.5067883E+002, 7.8563576E+000, 5.8928971E+000, 4.1065555E+000, 2.5642896E+000, 1.4990431E+000, 9.3348533E-001, 6.2357450E-001, 4.5515600E-001, 3.4636661E-001, 2.7834538E-001
 6.4509330E+001, 9.0325737E+001, 4.5007108E+002, 7.8705435E+000, 5.8899531E+000, 4.0972686E+000, 2.5565686E+000, 1.4947768E+000, 9.2835695E-001, 6.2372619E-001, 4.5920736E-001, 3.5180548E-001, 2.8265017E-001
 6.6013163E+001, 9.0969147E+001, 4.4945007E+002, 7.8084173E+000, 5.8543468E+000, 4.0809784E+000, 2.5473700E+000, 1.4891102E+000, 9.1406590E-001, 6.2820929E-001, 4.5979103E-001, 3.4989312E-001, 2.8275397E-001
 6.7501958E+001, 9.0598648E+001, 4.4884262E+002, 7.7526956E+000, 5.8162370E+000, 4.0631189E+000, 2.5405989E+000, 1.4863791E+000, 9.1615045E-001, 6.3023943E-001, 4.6821865E-001, 3.6176437E-001, 2.9011905E-001
 6.9005791E+001, 9.0223610E+001, 4.4824869E+002, 7.7710786E+000, 5.8126388E+000, 4.0496492E+000, 2.5299232E+000, 1.4820390E+000, 9.2003256E-001, 6.3152945E-001, 4.7944134E-001, 3.7576529E-001, 3.0630556E-001
 7.0509624E+001, 9.0802887E+001, 4.4764719E+002, 7.7051144E+000, 5.8316498E+000, 4.0592418E+000, 2.5338607E+000, 1.4838843E+000, 9.2061156E-001, 6.3438690E-001, 4.7841376E-001, 3.7248749E-001, 3.0548528E-001
 7.2013457E+001, 9.1021133E+001, 4.4719196E+002, 7.6916528E+000, 5.8128958E+000, 4.0528736E+000, 2.5327308E+000, 1.4848385E+000, 9.2127311E-001, 6.3073993E-001, 4.6109739E-001, 3.5439092E-001, 2.8590637E-001
 7.3502252E+001, 9.1516678E+001, 4.4652594E+002, 7.7084522E+000, 5.7667732E+000, 4.0222664E+000, 2.5152400E+000, 1.4760944E+000, 9.2347819E-001, 6.3018066E-001, 4.7280228E-001, 3.7586439E-001, 3.1203893E-001
 7.5006086E+001, 9.1757408E+001, 4.4595151E+002, 7.7398124E+000, 5.7644053E+000, 4.0172267E+000, 2.5126343E+000, 1.4748120E+000, 9.1744292E-001, 6.3650119E-001, 4.7686115E-001, 3.7475973E-001, 3.0956036E-001
 7.6509919E+001, 9.2307510E+001, 4.4547778E+002, 7.7205343E+000, 5.7573442E+000, 4.0070043E+000, 2.5047784E+000, 1.4713067E+000, 9.1768152E-001, 6.2749934E-001, 4.6970081E-001, 3.6526290E-001, 3.0234796E-001
 7.8013752E+001, 9.1832222E+001, 4.4501270E+002, 7.6936064E+000, 5.7527490E+000, 4.0069981E+000, 2.5051012E+000, 1.4718112E+000, 9.2270488E-001, 6.2121701E-001, 4.6196806E-001, 3.6259937E-001, 3.0446103E-001
 7.9502547E+001, 9.2050255E+001, 4.4448602E+002, 7.6444697E+000, 5.7236176E+000, 3.9823070E+000, 2.4888577E+000, 1.4642491E+000, 9.1564572E-001, 6.2399042E-001, 4.6187684E-001, 3.5523418E-001, 2.9756066E-001
 8.1006380E+001, 9.2221474E+001, 4.4401062E+002, 7.6636796E+000, 5.7228699E+000, 3.9875383E+000, 2.4909577E+000, 1.4651593E+000, 9.1596407E-001, 6.3689953E-001, 4.7867811E-001, 3.7334964E-001, 2.9833531E-001
 8.2510213E+001, 9.1971397E+001, 4.4360519E+002, 7.6692710E+000, 5.7044134E+000, 3.9754422E+000, 2.4867537E+000, 1.4639509E+000, 9.1563040E-001, 6.3699788E-001, 4.7502899E-001, 3.6707667E-001, 3.0221567E-001
 8.4014046E+001, 9.2581116E+001, 4.4313284E+002, 7.6573238E+000, 5.6931844E+000, 3.9681184E+000, 2.4816444E+000, 1.4635148E+000, 9.1990411E-001, 6.2464660E-001, 4.6344602E-001, 3.6177427E-001, 3.0694512E-001
 8.5502841E+001, 9.2843384E+001, 4.4260962E+002, 7.6446834E+000, 5.6797638E+000, 3.9616785E+000, 2.4777555E+000, 1.4595796E+000, 9.1686076E-001, 6.3312227E-001, 4.8107898E-001, 3.8188004E-001, 3.1318414E-001
 8.7006674E+001, 9.2637863E+001, 4.4212076E+002, 7.6048174E+000, 5.6655045E+000, 3.9457519E+000, 2.4671750E+000, 1.4542875E+000, 9.1275156E-001, 6.2898272E-001, 4.7128311E-001, 3.6790523E-001, 3.0378777E-001
 8.8510507E+001, 9.2595299E+001, 4.4176807E+002, 7.6091609E+000, 5.6606669E+000, 3.9384797E+000, 2.4644942E+000, 1.4539678E+000, 9.0433198E-001, 6.2754422E-001, 4.6758652E-001, 3.6332086E-001, 3.0307111E-001
 9.0014341E+001, 9.3361732E+001, 4.4144672E+002, 7.5983529E+000, 5.6441011E+000, 3.9317851E+000, 2.4624557E+000, 1.4538438E+000, 9.0442097E-001, 6.3825643E-001, 4.8721284E-001, 3.7803483E-001, 3.0303699E-001
 9.1503135E+001, 9.3928192E+001, 4.4100220E+002, 7.5720954E+000, 5.6429920E+000, 3.9359219E+000, 2.4641294E+000, 1.4551972E+000, 9.0718305E-001, 6.3968295E-001, 4.8789755E-001, 3.8794768E-001, 3.2401085E-001
 9.3006969E+001, 9.3744423E+001, 4.4057291E+002, 7.5399694E+000, 5.6318126E+000, 3.9236789E+000, 2.4557807E+000, 1.4515078E+000, 9.0658259E-001, 6.3857245E-001, 4.8322144E-001, 3.8156113E-001, 3.1696963E-001
 9.4510802E+001, 9.3448044E+001, 4.4018079E+002, 7.5325756E+000, 5.6058178E+000, 3.9056740E+000, 2.4462702E+000, 1.4463884E+000, 9.0740883E-001, 6.3600427E-001, 4.8364812E-001, 3.7532684E-001, 3.1267792E-001
 9.6014635E+001, 9.3283440E+001, 4.3983386E+002, 7.5716157E+000, 5.6136899E+000, 3.9083576E+000, 2.4452097E+000, 1.4460546E+000, 9.0741223E-001, 6.3454539E-001, 4.8214966E-001, 3.7193939E-001, 3.0689365E-001
 9.7503430E+001, 9.2637650E+001, 4.3955463E+002, 7.5780916E+000, 5.6100636E+000, 3.9099648E+000, 2.4491732E+000, 1.4504855E+000, 9.1081148E-001, 6.3872582E-001, 4.8911923E-001, 3.9800277E-001, 3.1721693E-001
 9.9007263E+001, 9.2840729E+001, 4.3920514E+002, 7.5457888E+000, 5.5884781E+000, 3.9020400E+000, 2.4476640E+000, 1.4504454E+000, 9.0943414E-001, 6.3512909E-001, 4.8452845E-001, 3.9957994E-001, 3.2941288E-001
 1.0051110E+002, 9.2780533E+001, 4.3878784E+002, 7.5278687E+000, 5.5708914E+000, 3.8977251E+000, 2.4442382E+000, 1.4482046E+000, 9.1474485E-001, 6.3607591E-001, 4.8322794E-001, 3.8552102E-001, 3.4026077E-001
 1.0201493E+002, 9.2821106E+001, 4.3849152E+002, 7.5438318E+000, 5.5737138E+000, 3.8924782E+000, 2.4400864E+000, 1.4473333E+000, 9.1141015E-001, 6.4315361E-001, 4.9504924E-001, 3.9002070E-001, 3.4975332E-001
 1.0350372E+002, 9.2716698E+001, 4.3817383E+002, 7.5634375E+000, 5.5945501E+000, 3.8951755E+000, 2.4413803E+000, 1.4478457E+000, 9.0176433E-001, 6.4235157E-001, 4.8408392E-001, 3.8068360E-001, 3.1266800E-001
 1.0500756E+002, 9.3242226E+001, 4.3787634E+002, 7.5028586E+000, 5.5569344E+000, 3.8735328E+000, 2.4312549E+000, 1.4449381E+000, 9.0881646E-001, 6.4082170E-001, 4.8698798E-001, 3.9787918E-001, 3.5031521E-001
 1.0651139E+002, 9.3605576E+001, 4.3761060E+002, 7.5614104E+000, 5.5741696E+000, 3.8912349E+000, 2.4407842E+000, 1.4486380E+000, 9.0855926E-001, 6.5189081E-001, 5.0892603E-001, 4.1324666E-001, 3.5009202E-001
 1.0800019E+002, 9.4355461E+001, 4.3728125E+002, 7.4981217E+000, 5.5501194E+000, 3.8845270E+000, 2.4374037E+000, 1.4476628E+000, 9.2018384E-001, 6.4705288E-001, 5.0464022E-001, 4.0583095E-001, 3.3675203E-001
 1.0950402E+002, 9.4635956E+001, 4.3694308E+002, 7.5585980E+000, 5.5772152E+000, 3.8897417E+000, 2.4347880E+000, 1.4463744E+000, 9.1244125E-001, 6.3684022E-001, 4.8225424E-001, 3.9083484E-001, 3.3732963E-001
 1.1100785E+002, 9.5106567E+001, 4.3664609E+002, 7.5017982E+000, 5.5521450E+000, 3.8786604E+000, 2.4338925E+000, 1.4465234E+000, 9.1966456E-001, 6.4436132E-001, 4.9934191E-001, 4.0002900E-001, 3.4027243E-001
 1.1251168E+002, 9.5482765E+001, 4.3638452E+002, 7.4641547E+000, 5.4992065E+000, 3.8398581E+000, 2.4141843E+000, 1.4385524E+000, 9.1002142E-001, 6.4315557E-001, 4.8675680E-001, 3.8330564E-001, 3.2491553E-001
 1.1400048E+002, 9.5384804E+001, 4.3609219E+002, 7.4898081E+000, 5.5130682E+000, 3.8413374E+000, 2.4155645E+000, 1.4392799E+000, 9.0927410E-001, 6.5205711E-001, 4.9702379E-001, 3.9759970E-001, 3.3049610E-001
 1.1550431E+002, 9.5171150E+001, 4.3590424E+002, 7.5009074E+000, 5.5267663E+000, 3.8603785E+000, 2.4253585E+000, 1.4445539E+000, 9.0955198E-001, 6.4261174E-001, 4.9011669E-001, 3.8903907E-001, 3.2482973E-001
 1.1700815E+002, 9.5319023E+001, 4.3570190E+002, 7.4884295E+000, 5.5248694E+000, 3.8572931E+000, 2.4224958E+000, 1.4441160E+000, 9.2005926E-001, 6.3633960E-001, 4.8778906E-001, 3.8967931E-001, 3.2392716E-001
 1.1851198E+002, 9.5693550E+001, 4.3546411E+002, 7.4958649E+000, 5.5267186E+000, 3.8521013E+000, 2.4187858E+000, 1.4427865E+000, 9.1618651E-001, 6.4632297E-001, 5.0057888E-001, 4.0354842E-001, 3.3811447E-001
 1.2000077E+002, 9.5905716E+001, 4.3519791E+002, 7.4913735E+000, 5.5294914E+000, 3.8595760E+000, 2.4240985E+000, 1.4460869E+000, 9.1903484E-001, 6.4836395E-001, 5.0019836E-001, 4.0180361E-001, 3.4149924E-001
 1.2150461E+002, 9.5604485E+001, 4.3498764E+002, 7.4773455E+000, 5.5342946E+000, 3.8641493E+000, 2.4256420E+000, 1.4467462E+000, 9.1356283E-001, 6.6037869E-001, 5.1136082E-001, 4.1651234E-001, 3.5752696E-001
 1.2300844E+002, 9.5633148E+001, 4.3477002E+002, 7.4578781E+000, 5.5259728E+000, 3.8614306E+000, 2.4274678E+000, 1.4491301E+000, 9.1329420E-001, 6.5594220E-001, 5.0809717E-001, 4.2329815E-001, 3.6847630E-001
 1.2451227E+002, 9.5445305E+001, 4.3456152E+002, 7.4871416E+000, 5.5148654E+000, 3.8478906E+000, 2.4199038E+000, 1.4450597E+000, 9.2500424E-001, 6.3796425E-001, 4.9367794E-001, 3.9509365E-001, 3.4115025E-001
 1.2600107E+002, 9.5666473E+001, 4.3419644E+002, 7.4426360E+000, 5.4806867E+000, 3.8265746E+000, 2.4063187E+000, 1.4374040E+000, 9.1440070E-001, 6.4483458E-001, 5.0306475E-001, 4.0631726E-001, 3.4524301E-001
 1.2750490E+002, 9.6046280E+001, 4.3396326E+002, 7.4250541E+000, 5.4715285E+000, 3.8235161E+000, 2.4067397E+000, 1.4376544E+000, 9.1051632E-001, 6.5821725E-001, 5.0134194E-001, 3.9659980E-001, 3.3153170E-001
 1.2900873E+002, 9.6372330E+001, 4.3385147E+002, 7.4719157E+000, 5.5099688E+000, 3.8449407E+000, 2.4158092E+000, 1.4437728E+000, 9.2572099E-001, 6.3774854E-001, 5.0410140E-001, 4.0820917E-001, 3.4545931E-001
 1.3051257E+002, 9.6566406E+001, 4.3375500E+002, 7.4578972E+000, 5.4978781E+000, 3.8371556E+000, 2.4148464E+000, 1.4442674E+000, 9.2600554E-001, 6.4228553E-001, 4.9935272E-001, 4.0675902E-001, 3.5145563E-001
 1.3200136E+002, 9.6982681E+001, 4.3351718E+002, 7.4125481E+000, 5.4683871E+000, 3.8285847E+000, 2.4148428E+000, 1.4463775E+000, 9.1610605E-001, 6.5151912E-001, 5.0449580E-001, 4.0893987E-001, 3.5350654E-001
 1.3350520E+002, 9.7650787E+001, 4.3325995E+002, 7.4336977E+000, 5.4722390E+000, 3.8239753E+000, 2.4093063E+000, 1.4455551E+000, 9.2551380E-001, 6.6497236E-001, 5.1731193E-001, 4.2211097E-001, 3.6061278E-001
 1.3500903E+002, 9.7896385E+001, 4.3305981E+002, 7.4622607E+000, 5.4859781E+000, 3.8300121E+000, 2.4128268E+000, 1.4465007E+000, 9.1713309E-001, 6.6573328E-001, 5.1779073E-001, 4.1696954E-001, 3.5945404E-001
 1.3651286E+002, 9.7667656E+001, 4.3287506E+002, 7.4738684E+000, 5.4817128E+000, 3.8405004E+000, 2.4194522E+000, 1.4495389E+000, 9.3200934E-001, 6.4865232E-001, 5.0177890E-001, 4.1037145E-001, 3.6775386E-001
 1.3800166E+002, 9.7524353E+001, 4.3274564E+002, 7.4557629E+000, 5.4689679E+000, 3.8250194E+000, 2.4160025E+000, 1.4497039E+000, 9.3354189E-001, 6.4456785E-001, 4.9784514E-001, 4.0696722E-001, 3.6643049E-001
 1.3950549E+002, 9.7539261E+001, 4.3249741E+002, 7.4300323E+000, 5.4734282E+000, 3.8232443E+000, 2.4124391E+000, 1.4464309E+000, 9.3112320E-001, 6.4872360E-001, 5.0732714E-001, 4.1102442E-001, 3.5779050E-001
 1.4100932E+002, 9.8310791E+001, 4.3233453E+002, 7.4791846E+000, 5.4740829E+000, 3.8151248E+000, 2.4061205E+000, 1.4444908E+000, 9.1792500E-001, 6.6356468E-001, 5.1747137E-001, 4.1603693E-001, 3.4835488E-001
 1.4251316E+002, 9.7808601E+001, 4.3224658E+002, 7.4978690E+000, 5.4797039E+000, 3.8225510E+000, 2.4130735E+000, 1.4497427E+000, 9.2604834E-001, 6.5709805E-001, 5.0608927E-001, 4.1144314E-001, 3.4847546E-001
 1.4400195E+002, 9.7064972E+001, 4.3205771E+002, 7.4470353E+000, 5.4575052E+000, 3.8075554E+000, 2.4041243E+000, 1.4461967E+000, 9.2931300E-001, 6.6602266E-001, 5.1814085E-001, 4.2413864E-001, 3.7131020E-001
 1.4550578E+002, 9.6642906E+001, 4.3196387E+002, 7.4869175E+000, 5.4920092E+000, 3.8326664E+000, 2.4193912E+000, 1.4531527E+000, 9.3036985E-001, 6.6924274E-001, 5.2657002E-001, 4.2741048E-001, 3.6742559E-001
 1.4700962E+002, 9.7279449E+001, 4.3185178E+002, 7.4588280E+000, 5.4738250E+000, 3.8205683E+000, 2.4106584E+000, 1.4492801E+000, 9.3178421E-001, 6.5921569E-001, 5.1700455E-001, 4.2343718E-001, 3.5676670E-001
 1.4851345E+002, 9.8088493E+001, 4.3159506E+002, 7.4912419E+000, 5.4695063E+000, 3.8145249E+000, 2.4099803E+000, 1.4479427E+000, 9.2418694E-001, 6.6254091E-001, 5.3379327E-001, 4.7128233E-001, 3.9754149E-001
 1.5000225E+002, 9.8223938E+001, 4.3145825E+002, 7.4650278E+000, 5.4644728E+000, 3.8169742E+000, 2.4130154E+000, 1.4522296E+000, 9.2841226E-001, 6.6364205E-001, 5.1845175E-001, 4.2769405E-001, 3.7886283E-001
 1.5150608E+002, 9.8009224E+001, 4.3128650E+002, 7.4466538E+000, 5.4730616E+000, 3.8270350E+000, 2.4140346E+000, 1.4504970E+000, 9.2687166E-001, 6.9907755E-001, 5.5774027E-001, 4.5597032E-001, 3.9169195E-001
 1.5300991E+002, 9.8381226E+001, 4.3113373E+002, 7.4342947E+000, 5.4685702E+000, 3.8167391E+000, 2.4124455E+000, 1.4531469E+000, 9.3484700E-001, 6.5895486E-001, 5.2117699E-001, 4.3094850E-001, 3.8311315E-001
 1.5451375E+002, 9.7967018E+001, 4.3098245E+002, 7.4780397E+000, 5.4740925E+000, 3.8044817E+000, 2.4044750E+000, 1.4497766E+000, 9.2192990E-001, 6.6088837E-001, 5.1696706E-001, 4.5646343E-001, 4.0966868E-001
 1.5600254E+002, 9.8040520E+001, 4.3098386E+002, 7.5101280E+000, 5.4742513E+000, 3.8116891E+000, 2.4122195E+000, 1.4554714E+000, 9.3723589E-001, 6.6146046E-001, 5.1696521E-001, 4.2670512E-001, 3.7184983E-001
 1.5750637E+002, 9.8195641E+001, 4.3075562E+002, 7.4649496E+000, 5.4548054E+000, 3.7995536E+000, 2.4074755E+000, 1.4535481E+000, 9.3371278E-001, 6.7497581E-001, 5.3746736E-001, 4.4380635E-001, 3.7857035E-001
