s,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2
 1.6360096E+003, 1.3855418E+002, 5.1170398E+002, 1.0936410E+001, 9.8795013E+000, 7.8317285E+000, 5.1786261E+000, 3.6231594E+000, 2.5664482E+000, 1.8763189E+000, 1.5898004E+000, 1.3411690E+000, 1.1767714E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.2874829E+000, 2.2350419E+000, 2.3813815E+000, 2.4003711E+000, 2.4019551E+000, 2.4020882E+000, 2.4021103E+000, 2.4021115E+000, 2.4021118E+000, 2.4278541E+000, 2.4705663E+000, 2.5081761E+000, 2.5525510E+000, 2.5822442E+000, 2.6072247E+000, 2.6326671E+000, 2.6478548E+000, 2.6640544E+000, 9.6199999E+000
 1.6380076E+003, 1.3836302E+002, 5.1227606E+002, 1.0902205E+001, 9.7700043E+000, 7.8812933E+000, 5.1852741E+000, 3.6219139E+000, 2.5665548E+000, 1.8771238E+000, 1.5914438E+000, 1.3428391E+000, 1.1770298E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.2873313E+000, 2.2347302E+000, 2.3813226E+000, 2.4003644E+000, 2.4019542E+000, 2.4020882E+000, 2.4021103E+000, 2.4021115E+000, 2.4021118E+000, 2.4274440E+000, 2.4701676E+000, 2.5078263E+000, 2.5522623E+000, 2.5819976E+000, 2.6070144E+000, 2.6324968E+000, 2.6477122E+000, 2.6639385E+000, 9.6199999E+000
 1.6400038E+003, 1.3841148E+002, 5.1188354E+002, 1.0924738E+001, 9.7756777E+000, 7.8092227E+000, 5.1923532E+000, 3.6271932E+000, 2.5663090E+000, 1.8737030E+000, 1.5874827E+000, 1.3397852E+000, 1.1754192E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.2871805E+000, 2.2344193E+000, 2.3812640E+000, 2.4003580E+000, 2.4019535E+000, 2.4020879E+000, 2.4021101E+000, 2.4021115E+000, 2.4021118E+000, 2.4270363E+000, 2.4697707E+000, 2.5074775E+000, 2.5519748E+000, 2.5817518E+000, 2.6068048E+000, 2.6323273E+000, 2.6475706E+000, 2.6638236E+000, 9.6199999E+000
 1.6420085E+003, 1.3859435E+002, 5.1222266E+002, 1.0883124E+001, 9.8638983E+000, 7.8682704E+000, 5.1869669E+000, 3.6279702E+000, 2.5678260E+000, 1.8763038E+000, 1.5891745E+000, 1.3397768E+000, 1.1758682E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.2870300E+000, 2.2341084E+000, 2.3812051E+000, 2.4003513E+000, 2.4019527E+000, 2.4020879E+000, 2.4021101E+000, 2.4021115E+000, 2.4021118E+000, 2.4266291E+000, 2.4693735E+000, 2.5071285E+000, 2.5516872E+000, 2.5815063E+000, 2.6065955E+000, 2.6321578E+000, 2.6474290E+000, 2.6637089E+000, 9.6199999E+000
 1.6440125E+003, 1.3851062E+002, 5.1190277E+002, 1.0953927E+001, 9.8799753E+000, 7.8408260E+000, 5.1859832E+000, 3.6242409E+000, 2.5671718E+000, 1.8751043E+000, 1.5894182E+000, 1.3415824E+000, 1.1725911E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.2868793E+000, 2.2337973E+000, 2.3811462E+000, 2.4003446E+000, 2.4019520E+000, 2.4020877E+000, 2.4021101E+000, 2.4021115E+000, 2.4021118E+000, 2.4262226E+000, 2.4689760E+000, 2.5067794E+000, 2.5513995E+000, 2.5812607E+000, 2.6063862E+000, 2.6319885E+000, 2.6472876E+000, 2.6635945E+000, 9.6199999E+000
 1.6460085E+003, 1.3839461E+002, 5.1178174E+002, 1.0873981E+001, 9.8611164E+000, 7.8439865E+000, 5.1834197E+000, 3.6278994E+000, 2.5682282E+000, 1.8744456E+000, 1.5870615E+000, 1.3369492E+000, 1.1731740E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.2867296E+000, 2.2334869E+000, 2.3810873E+000, 2.4003379E+000, 2.4019511E+000, 2.4020875E+000, 2.4021101E+000, 2.4021115E+000, 2.4021118E+000, 2.4258180E+000, 2.4685800E+000, 2.5064316E+000, 2.5511129E+000, 2.5810158E+000, 2.6061776E+000, 2.6318200E+000, 2.6471469E+000, 2.6634805E+000, 9.6199999E+000
 1.6480066E+003, 1.3835712E+002, 5.1218640E+002, 1.0936779E+001, 9.8918533E+000, 7.9087238E+000, 5.1842918E+000, 3.6233330E+000, 2.5664663E+000, 1.8739880E+000, 1.5872730E+000, 1.3384767E+000, 1.1732209E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.2865803E+000, 2.2331772E+000, 2.3810284E+000, 2.4003313E+000, 2.4019504E+000, 2.4020875E+000, 2.4021101E+000, 2.4021115E+000, 2.4021118E+000, 2.4254158E+000, 2.4681852E+000, 2.5060844E+000, 2.5508270E+000, 2.5807719E+000, 2.6059699E+000, 2.6316521E+000, 2.6470070E+000, 2.6633673E+000, 9.6199999E+000
 1.6500088E+003, 1.3838730E+002, 5.1217999E+002, 1.0901391E+001, 9.7566299E+000, 7.8357306E+000, 5.1890068E+000, 3.6299088E+000, 2.5696070E+000, 1.8744544E+000, 1.5870242E+000, 1.3376304E+000, 1.1730080E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.2864312E+000, 2.2328665E+000, 2.3809695E+000, 2.4003246E+000, 2.4019496E+000, 2.4020872E+000, 2.4021101E+000, 2.4021115E+000, 2.4021118E+000, 2.4250140E+000, 2.4677904E+000, 2.5057373E+000, 2.5505412E+000, 2.5805280E+000, 2.6057622E+000, 2.6314847E+000, 2.6468670E+000, 2.6632545E+000, 9.6199999E+000
 1.6520133E+003, 1.3811990E+002, 5.1268903E+002, 1.0961592E+001, 9.8528004E+000, 7.8895798E+000, 5.1879382E+000, 3.6235588E+000, 2.5658236E+000, 1.8727241E+000, 1.5853690E+000, 1.3361081E+000, 1.1707908E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.2862822E+000, 2.2325556E+000, 2.3809106E+000, 2.4003179E+000, 2.4019489E+000, 2.4020870E+000, 2.4021101E+000, 2.4021115E+000, 2.4021118E+000, 2.4246128E+000, 2.4673953E+000, 2.5053902E+000, 2.5502553E+000, 2.5802841E+000, 2.6055548E+000, 2.6313171E+000, 2.6467276E+000, 2.6631417E+000, 9.6199999E+000
 1.6540049E+003, 1.3815627E+002, 5.1205505E+002, 1.0934641E+001, 9.8715553E+000, 7.8290157E+000, 5.1884279E+000, 3.6246512E+000, 2.5646675E+000, 1.8714368E+000, 1.5844542E+000, 1.3356656E+000, 1.1719385E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.2861340E+000, 2.2322457E+000, 2.3808517E+000, 2.4003112E+000, 2.4019480E+000, 2.4020870E+000, 2.4021101E+000, 2.4021115E+000, 2.4021118E+000, 2.4242141E+000, 2.4670019E+000, 2.5050442E+000, 2.5499706E+000, 2.5800414E+000, 2.6053483E+000, 2.6311507E+000, 2.6465888E+000, 2.6630299E+000, 9.6199999E+000
 1.6560017E+003, 1.3834616E+002, 5.1191464E+002, 1.0945436E+001, 9.8909111E+000, 7.8217702E+000, 5.1905456E+000, 3.6292224E+000, 2.5707958E+000, 1.8745264E+000, 1.5869145E+000, 1.3371987E+000, 1.1712239E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.2859868E+000, 2.2319367E+000, 2.3807929E+000, 2.4003046E+000, 2.4019473E+000, 2.4020867E+000, 2.4021101E+000, 2.4021115E+000, 2.4021118E+000, 2.4238176E+000, 2.4666097E+000, 2.5046992E+000, 2.5496869E+000, 2.5797997E+000, 2.6051428E+000, 2.6309850E+000, 2.6464508E+000, 2.6629186E+000, 9.6199999E+000
 1.6580097E+003, 1.3826007E+002, 5.1188828E+002, 1.0961258E+001, 9.7801056E+000, 7.8431492E+000, 5.1831112E+000, 3.6231127E+000, 2.5647602E+000, 1.8704010E+000, 1.5827866E+000, 1.3352239E+000, 1.1667498E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.2858394E+000, 2.2316270E+000, 2.3807340E+000, 2.4002979E+000, 2.4019465E+000, 2.4020865E+000, 2.4021101E+000, 2.4021115E+000, 2.4021118E+000, 2.4234207E+000, 2.4662166E+000, 2.5043535E+000, 2.5494025E+000, 2.5795572E+000, 2.6049368E+000, 2.6308188E+000, 2.6463127E+000, 2.6628072E+000, 9.6199999E+000
 1.6600108E+003, 1.3864549E+002, 5.1189935E+002, 1.0911469E+001, 9.7944727E+000, 7.8472638E+000, 5.1907058E+000, 3.6272597E+000, 2.5670736E+000, 1.8721433E+000, 1.5841075E+000, 1.3336986E+000, 1.1691623E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.2856925E+000, 2.2313175E+000, 2.3806751E+000, 2.4002912E+000, 2.4019456E+000, 2.4020865E+000, 2.4021101E+000, 2.4021115E+000, 2.4021118E+000, 2.4230249E+000, 2.4658234E+000, 2.5040076E+000, 2.5491180E+000, 2.5793152E+000, 2.6047308E+000, 2.6306531E+000, 2.6461749E+000, 2.6626961E+000, 9.6199999E+000
 1.6620115E+003, 1.3918214E+002, 5.1194727E+002, 1.0935523E+001, 9.8109989E+000, 7.8720117E+000, 5.1909103E+000, 3.6238689E+000, 2.5651100E+000, 1.8709660E+000, 1.5835164E+000, 1.3339505E+000, 1.1658007E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.2855462E+000, 2.2310088E+000, 2.3806162E+000, 2.4002845E+000, 2.4019449E+000, 2.4020863E+000, 2.4021101E+000, 2.4021115E+000, 2.4021118E+000, 2.4226308E+000, 2.4654315E+000, 2.5036628E+000, 2.5488348E+000, 2.5790737E+000, 2.6045258E+000, 2.6304879E+000, 2.6460376E+000, 2.6625857E+000, 9.6199999E+000
 1.6640099E+003, 1.3868034E+002, 5.1233710E+002, 1.0949433E+001, 9.8297834E+000, 7.8610735E+000, 5.1829247E+000, 3.6210415E+000, 2.5635080E+000, 1.8698269E+000, 1.5820296E+000, 1.3331202E+000, 1.1684541E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.2854004E+000, 2.2307000E+000, 2.3805573E+000, 2.4002779E+000, 2.4019442E+000, 2.4020860E+000, 2.4021101E+000, 2.4021115E+000, 2.4021118E+000, 2.4222386E+000, 2.4650404E+000, 2.5033188E+000, 2.5485520E+000, 2.5788329E+000, 2.6043215E+000, 2.6303234E+000, 2.6459010E+000, 2.6624761E+000, 9.6199999E+000
 1.6660037E+003, 1.3874602E+002, 5.1251288E+002, 1.0947778E+001, 9.8881903E+000, 7.8290572E+000, 5.1898575E+000, 3.6261525E+000, 2.5677862E+000, 1.8707232E+000, 1.5826337E+000, 1.3324832E+000, 1.1662170E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.2852551E+000, 2.2303920E+000, 2.3804984E+000, 2.4002712E+000, 2.4019434E+000, 2.4020860E+000, 2.4021101E+000, 2.4021115E+000, 2.4021118E+000, 2.4218483E+000, 2.4646506E+000, 2.5029757E+000, 2.5482700E+000, 2.5785930E+000, 2.6041179E+000, 2.6301596E+000, 2.6457651E+000, 2.6623669E+000, 9.6199999E+000
 1.6680143E+003, 1.3855182E+002, 5.1252411E+002, 1.0957895E+001, 9.8288841E+000, 7.8662939E+000, 5.1906886E+000, 3.6230164E+000, 2.5650916E+000, 1.8699630E+000, 1.5818396E+000, 1.3324524E+000, 1.1650159E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.2851099E+000, 2.2300835E+000, 2.3804395E+000, 2.4002645E+000, 2.4019425E+000, 2.4020858E+000, 2.4021101E+000, 2.4021115E+000, 2.4021118E+000, 2.4214582E+000, 2.4642603E+000, 2.5026319E+000, 2.5479877E+000, 2.5783525E+000, 2.6039138E+000, 2.6299958E+000, 2.6456292E+000, 2.6622577E+000, 9.6199999E+000
 1.6700114E+003, 1.3855855E+002, 5.1233105E+002, 1.0960493E+001, 9.8271646E+000, 7.8226867E+000, 5.1903863E+000, 3.6249378E+000, 2.5655859E+000, 1.8703724E+000, 1.5814463E+000, 1.3303088E+000, 1.1650788E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.2849652E+000, 2.2297747E+000, 2.3803806E+000, 2.4002576E+000, 2.4019418E+000, 2.4020855E+000, 2.4021099E+000, 2.4021115E+000, 2.4021118E+000, 2.4210691E+000, 2.4638700E+000, 2.5022881E+000, 2.5477054E+000, 2.5781124E+000, 2.6037102E+000, 2.6298323E+000, 2.6454935E+000, 2.6621490E+000, 9.6199999E+000
 1.6720045E+003, 1.3839073E+002, 5.1224323E+002, 1.0943776E+001, 9.8508530E+000, 7.8093252E+000, 5.1865702E+000, 3.6265740E+000, 2.5692563E+000, 1.8701369E+000, 1.5807672E+000, 1.3296707E+000, 1.1639901E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.2848221E+000, 2.2294681E+000, 2.3803217E+000, 2.4002509E+000, 2.4019411E+000, 2.4020855E+000, 2.4021099E+000, 2.4021115E+000, 2.4021118E+000, 2.4206831E+000, 2.4634821E+000, 2.5019464E+000, 2.5474250E+000, 2.5778737E+000, 2.6035080E+000, 2.6296699E+000, 2.6453588E+000, 2.6620409E+000, 9.6199999E+000
 1.6740131E+003, 1.3819464E+002, 5.1237097E+002, 1.0948503E+001, 9.8596373E+000, 7.8497014E+000, 5.1769891E+000, 3.6184592E+000, 2.5622556E+000, 1.8676993E+000, 1.5792638E+000, 1.3288742E+000, 1.1641489E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.2846793E+000, 2.2291613E+000, 2.3802631E+000, 2.4002442E+000, 2.4019403E+000, 2.4020853E+000, 2.4021099E+000, 2.4021115E+000, 2.4021118E+000, 2.4202974E+000, 2.4630935E+000, 2.5016041E+000, 2.5471439E+000, 2.5776348E+000, 2.6033053E+000, 2.6295075E+000, 2.6452243E+000, 2.6619332E+000, 9.6199999E+000
 1.6760159E+003, 1.3784753E+002, 5.1276434E+002, 1.0945202E+001, 9.8609648E+000, 7.8791556E+000, 5.1884441E+000, 3.6202507E+000, 2.5636864E+000, 1.8683300E+000, 1.5796896E+000, 1.3289800E+000, 1.1631948E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.2845367E+000, 2.2288539E+000, 2.3802040E+000, 2.4002376E+000, 2.4019394E+000, 2.4020851E+000, 2.4021099E+000, 2.4021115E+000, 2.4021118E+000, 2.4199119E+000, 2.4627044E+000, 2.5012612E+000, 2.5468628E+000, 2.5773957E+000, 2.6031029E+000, 2.6293452E+000, 2.6450899E+000, 2.6618254E+000, 9.6199999E+000
 1.6780022E+003, 1.3747769E+002, 5.1327875E+002, 1.0946203E+001, 9.8144627E+000, 7.8808331E+000, 5.1958470E+000, 3.6263812E+000, 2.5685141E+000, 1.8692403E+000, 1.5795364E+000, 1.3282369E+000, 1.1615864E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.2843956E+000, 2.2285480E+000, 2.3801453E+000, 2.4002309E+000, 2.4019387E+000, 2.4020851E+000, 2.4021099E+000, 2.4021115E+000, 2.4021118E+000, 2.4195302E+000, 2.4623182E+000, 2.5009208E+000, 2.5465837E+000, 2.5771585E+000, 2.6029022E+000, 2.6291840E+000, 2.6449566E+000, 2.6617188E+000, 9.6199999E+000
 1.6800023E+003, 1.3724937E+002, 5.1329877E+002, 1.0949279E+001, 9.8426142E+000, 7.8764973E+000, 5.1871190E+000, 3.6221836E+000, 2.5645807E+000, 1.8677653E+000, 1.5776176E+000, 1.3264732E+000, 1.1622001E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.2842549E+000, 2.2282422E+000, 2.3800867E+000, 2.4002242E+000, 2.4019380E+000, 2.4020848E+000, 2.4021099E+000, 2.4021115E+000, 2.4021118E+000, 2.4191499E+000, 2.4619327E+000, 2.5005808E+000, 2.5463052E+000, 2.5769219E+000, 2.6027017E+000, 2.6290236E+000, 2.6448236E+000, 2.6616125E+000, 9.6199999E+000
 1.6820002E+003, 1.3774318E+002, 5.1280560E+002, 1.0947392E+001, 9.8946075E+000, 7.8413959E+000, 5.1965642E+000, 3.6260452E+000, 2.5676811E+000, 1.8683419E+000, 1.5788019E+000, 1.3284063E+000, 1.1617936E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.2841142E+000, 2.2279353E+000, 2.3800278E+000, 2.4002175E+000, 2.4019370E+000, 2.4020846E+000, 2.4021099E+000, 2.4021115E+000, 2.4021118E+000, 2.4187698E+000, 2.4615467E+000, 2.5002403E+000, 2.5460262E+000, 2.5766852E+000, 2.6025014E+000, 2.6288629E+000, 2.6446908E+000, 2.6615064E+000, 9.6199999E+000
 1.6840133E+003, 1.3776077E+002, 5.1272455E+002, 1.0937443E+001, 9.7824459E+000, 7.9076767E+000, 5.1947665E+000, 3.6281250E+000, 2.5673995E+000, 1.8681313E+000, 1.5774608E+000, 1.3257101E+000, 1.1594502E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.2839733E+000, 2.2276278E+000, 2.3799689E+000, 2.4002109E+000, 2.4019363E+000, 2.4020846E+000, 2.4021099E+000, 2.4021115E+000, 2.4021118E+000, 2.4183900E+000, 2.4611599E+000, 2.4998991E+000, 2.5457468E+000, 2.5764480E+000, 2.6023009E+000, 2.6287022E+000, 2.6445580E+000, 2.6614003E+000, 9.6199999E+000
 1.6860126E+003, 1.3756071E+002, 5.1318140E+002, 1.0973125E+001, 9.8236189E+000, 7.8503766E+000, 5.1953516E+000, 3.6242211E+000, 2.5659649E+000, 1.8666821E+000, 1.5767503E+000, 1.3264309E+000, 1.1597978E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.2838327E+000, 2.2273200E+000, 2.3799095E+000, 2.4002042E+000, 2.4019356E+000, 2.4020844E+000, 2.4021099E+000, 2.4021115E+000, 2.4021118E+000, 2.4180114E+000, 2.4607737E+000, 2.4995584E+000, 2.5454679E+000, 2.5762112E+000, 2.6021006E+000, 2.6285419E+000, 2.6444256E+000, 2.6612947E+000, 9.6199999E+000
 1.6880129E+003, 1.3760829E+002, 5.1318243E+002, 1.0995475E+001, 9.7581453E+000, 7.8663545E+000, 5.2009625E+000, 3.6293657E+000, 2.5655622E+000, 1.8652382E+000, 1.5749360E+000, 1.3254871E+000, 1.1566024E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.2836930E+000, 2.2270131E+000, 2.3798506E+000, 2.4001973E+000, 2.4019346E+000, 2.4020841E+000, 2.4021099E+000, 2.4021115E+000, 2.4021118E+000, 2.4176354E+000, 2.4603891E+000, 2.4992189E+000, 2.5451901E+000, 2.5759757E+000, 2.6019015E+000, 2.6283824E+000, 2.6442938E+000, 2.6611898E+000, 9.6199999E+000
 1.6900031E+003, 1.3730006E+002, 5.1319580E+002, 1.0955926E+001, 9.9926968E+000, 7.8759794E+000, 5.1972957E+000, 3.6284959E+000, 2.5669553E+000, 1.8667214E+000, 1.5754317E+000, 1.3221265E+000, 1.1556767E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.2835536E+000, 2.2267072E+000, 2.3797917E+000, 2.4001906E+000, 2.4019339E+000, 2.4020839E+000, 2.4021099E+000, 2.4021115E+000, 2.4021118E+000, 2.4172616E+000, 2.4600060E+000, 2.4988809E+000, 2.5449133E+000, 2.5757411E+000, 2.6017032E+000, 2.6282239E+000, 2.6441629E+000, 2.6610854E+000, 9.6199999E+000
 1.6920071E+003, 1.3730722E+002, 5.1373834E+002, 1.1004248E+001, 9.9250631E+000, 7.8474402E+000, 5.1914692E+000, 3.6217580E+000, 2.5632977E+000, 1.8649358E+000, 1.5755080E+000, 1.3252728E+000, 1.1570277E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.2834144E+000, 2.2264011E+000, 2.3797328E+000, 2.4001839E+000, 2.4019332E+000, 2.4020839E+000, 2.4021099E+000, 2.4021115E+000, 2.4021118E+000, 2.4168890E+000, 2.4596229E+000, 2.4985428E+000, 2.5446370E+000, 2.5755067E+000, 2.6015053E+000, 2.6280656E+000, 2.6440322E+000, 2.6609814E+000, 9.6199999E+000
 1.6940142E+003, 1.3719954E+002, 5.1382764E+002, 1.0949414E+001, 9.9018221E+000, 7.8915310E+000, 5.1852756E+000, 3.6261244E+000, 2.5669906E+000, 1.8654611E+000, 1.5737119E+000, 1.3221202E+000, 1.1566017E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.2832749E+000, 2.2260940E+000, 2.3796735E+000, 2.4001772E+000, 2.4019325E+000, 2.4020836E+000, 2.4021099E+000, 2.4021115E+000, 2.4021118E+000, 2.4165161E+000, 2.4592390E+000, 2.4982035E+000, 2.5443597E+000, 2.5752716E+000, 2.6013069E+000, 2.6279070E+000, 2.6439016E+000, 2.6608775E+000, 9.6199999E+000
 1.6960065E+003, 1.3726935E+002, 5.1369586E+002, 1.0964081E+001, 9.8692808E+000, 7.8727093E+000, 5.1948395E+000, 3.6237395E+000, 2.5634406E+000, 1.8644067E+000, 1.5744019E+000, 1.3242751E+000, 1.1543553E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.2831361E+000, 2.2257874E+000, 2.3796146E+000, 2.4001706E+000, 2.4019315E+000, 2.4020834E+000, 2.4021096E+000, 2.4021115E+000, 2.4021118E+000, 2.4161456E+000, 2.4588566E+000, 2.4978659E+000, 2.5440838E+000, 2.5750380E+000, 2.6011095E+000, 2.6277497E+000, 2.6437716E+000, 2.6607740E+000, 9.6199999E+000
 1.6980102E+003, 1.3694542E+002, 5.1346521E+002, 1.0957629E+001, 9.8756866E+000, 7.8535962E+000, 5.1857867E+000, 3.6147776E+000, 2.5599792E+000, 1.8646649E+000, 1.5737644E+000, 1.3224736E+000, 1.1566647E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.2829983E+000, 2.2254813E+000, 2.3795555E+000, 2.4001639E+000, 2.4019308E+000, 2.4020834E+000, 2.4021096E+000, 2.4021115E+000, 2.4021118E+000, 2.4157772E+000, 2.4584751E+000, 2.4975290E+000, 2.5438087E+000, 2.5748048E+000, 2.6009128E+000, 2.6275928E+000, 2.6436424E+000, 2.6606712E+000, 9.6199999E+000
 1.7000105E+003, 1.3686295E+002, 5.1330334E+002, 1.0987969E+001, 9.8916283E+000, 7.8371668E+000, 5.1941538E+000, 3.6218126E+000, 2.5655348E+000, 1.8653132E+000, 1.5745550E+000, 1.3222581E+000, 1.1560996E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.2828614E+000, 2.2251749E+000, 2.3794963E+000, 2.4001570E+000, 2.4019301E+000, 2.4020832E+000, 2.4021096E+000, 2.4021115E+000, 2.4021118E+000, 2.4154093E+000, 2.4580936E+000, 2.4971917E+000, 2.5435333E+000, 2.5745714E+000, 2.6007161E+000, 2.6274359E+000, 2.6435132E+000, 2.6605685E+000, 9.6199999E+000
 1.7020085E+003, 1.3696996E+002, 5.1316370E+002, 1.0990404E+001, 9.8507156E+000, 7.8407083E+000, 5.1934576E+000, 3.6258488E+000, 2.5686405E+000, 1.8656476E+000, 1.5729419E+000, 1.3203616E+000, 1.1538724E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.2827255E+000, 2.2248695E+000, 2.3794372E+000, 2.4001503E+000, 2.4019291E+000, 2.4020829E+000, 2.4021096E+000, 2.4021115E+000, 2.4021118E+000, 2.4150436E+000, 2.4577131E+000, 2.4968555E+000, 2.5432587E+000, 2.5743389E+000, 2.6005201E+000, 2.6272800E+000, 2.6433845E+000, 2.6604664E+000, 9.6199999E+000
 1.7040116E+003, 1.3701085E+002, 5.1325873E+002, 1.0990642E+001, 9.8482418E+000, 7.8826628E+000, 5.1917171E+000, 3.6183000E+000, 2.5626330E+000, 1.8645167E+000, 1.5732508E+000, 1.3213534E+000, 1.1515510E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.2825904E+000, 2.2245641E+000, 2.3793781E+000, 2.4001436E+000, 2.4019284E+000, 2.4020829E+000, 2.4021096E+000, 2.4021115E+000, 2.4021118E+000, 2.4146791E+000, 2.4573331E+000, 2.4965193E+000, 2.5429845E+000, 2.5741067E+000, 2.6003242E+000, 2.6271241E+000, 2.6432559E+000, 2.6603646E+000, 9.6199999E+000
 1.7060067E+003, 1.3749731E+002, 5.1363690E+002, 1.0996218E+001, 9.7754478E+000, 7.8344917E+000, 5.1992364E+000, 3.6267629E+000, 2.5663640E+000, 1.8643608E+000, 1.5727168E+000, 1.3220085E+000, 1.1555226E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.2824560E+000, 2.2242589E+000, 2.3793190E+000, 2.4001369E+000, 2.4019277E+000, 2.4020827E+000, 2.4021096E+000, 2.4021115E+000, 2.4021118E+000, 2.4143167E+000, 2.4569538E+000, 2.4961839E+000, 2.5427108E+000, 2.5738750E+000, 2.6001289E+000, 2.6269689E+000, 2.6431282E+000, 2.6602631E+000, 9.6199999E+000
 1.7080131E+003, 1.3746744E+002, 5.1323932E+002, 1.0970601E+001, 9.8658123E+000, 7.8610792E+000, 5.2078805E+000, 3.6341801E+000, 2.5683374E+000, 1.8642749E+000, 1.5719321E+000, 1.3199756E+000, 1.1520439E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.2823220E+000, 2.2239540E+000, 2.3792598E+000, 2.4001300E+000, 2.4019268E+000, 2.4020824E+000, 2.4021096E+000, 2.4021115E+000, 2.4021118E+000, 2.4139552E+000, 2.4565747E+000, 2.4958484E+000, 2.5424373E+000, 2.5736434E+000, 2.5999339E+000, 2.6268137E+000, 2.6430006E+000, 2.6601620E+000, 9.6199999E+000
 1.7100130E+003, 1.3697008E+002, 5.1320776E+002, 1.0989124E+001, 9.8208485E+000, 7.8183274E+000, 5.1971650E+000, 3.6232431E+000, 2.5628948E+000, 1.8617059E+000, 1.5701915E+000, 1.3184043E+000, 1.1528562E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.2821885E+000, 2.2236490E+000, 2.3792005E+000, 2.4001234E+000, 2.4019260E+000, 2.4020824E+000, 2.4021096E+000, 2.4021115E+000, 2.4021118E+000, 2.4135952E+000, 2.4561956E+000, 2.4955130E+000, 2.5421636E+000, 2.5734119E+000, 2.5997391E+000, 2.6266589E+000, 2.6428730E+000, 2.6600611E+000, 9.6199999E+000
 1.7120038E+003, 1.3717479E+002, 5.1348657E+002, 1.0984553E+001, 9.8023853E+000, 7.9211702E+000, 5.2015643E+000, 3.6297059E+000, 2.5683265E+000, 1.8637130E+000, 1.5714366E+000, 1.3198743E+000, 1.1508455E+000, 1.2250770E+000, 1.2250770E+000, 1.2250770E+000, 1.2820565E+000, 2.2233455E+000, 2.3791416E+000, 2.4001167E+000, 2.4019253E+000, 2.4020822E+000, 2.4021096E+000, 2.4021115E+000, 2.4021118E+000, 2.4132380E+000, 2.4558187E+000, 2.4951792E+000, 2.5418916E+000, 2.5731816E+000, 2.5995452E+000, 2.6265051E+000, 2.6427467E+000, 2.6599610E+000, 9.6199999E+000
