s,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2
 1.8001391E+001, 1.7067535E+002, 5.6076477E+002, 1.3220459E+001, 1.0972112E+001, 8.6371889E+000, 6.7479196E+000, 4.9862385E+000, 4.0179124E+000, 3.4287951E+000, 3.1741223E+000, 2.9464774E+000, 2.7835875E+000, 2.9915607E+000, 2.9971104E+000, 3.0000873E+000, 3.0021656E+000, 3.0026383E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 2.0001651E+001, 1.8082634E+002, 5.5676318E+002, 1.3045002E+001, 1.0811270E+001, 8.5050840E+000, 6.6478238E+000, 4.9324450E+000, 4.0017734E+000, 3.4553680E+000, 3.2197955E+000, 2.9876850E+000, 2.8243940E+000, 2.9881928E+000, 2.9946792E+000, 2.9983623E+000, 3.0013957E+000, 3.0026331E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 2.2003250E+001, 1.8953632E+002, 5.5312311E+002, 1.2880578E+001, 1.0652777E+001, 8.3688946E+000, 6.5522094E+000, 4.8841853E+000, 3.9732206E+000, 3.4366720E+000, 3.2051136E+000, 2.9856739E+000, 2.8449392E+000, 2.9848104E+000, 2.9920897E+000, 2.9964104E+000, 3.0002825E+000, 3.0026126E+000, 3.0026395E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 2.4001279E+001, 1.9709283E+002, 5.4990851E+002, 1.2669518E+001, 1.0509110E+001, 8.2652121E+000, 6.4968047E+000, 4.8756704E+000, 3.9867475E+000, 3.4585369E+000, 3.2234812E+000, 3.0252130E+000, 2.8922489E+000, 2.9817297E+000, 2.9893939E+000, 2.9942937E+000, 2.9989192E+000, 3.0025456E+000, 3.0026393E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 2.6004674E+001, 2.0333003E+002, 5.4698688E+002, 1.2504897E+001, 1.0408728E+001, 8.1823082E+000, 6.4401026E+000, 4.8526711E+000, 3.9895520E+000, 3.4808519E+000, 3.2496843E+000, 3.0368555E+000, 2.8969097E+000, 2.9789834E+000, 2.9866297E+000, 2.9920440E+000, 2.9973593E+000, 3.0023665E+000, 3.0026386E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 2.8002264E+001, 2.0801193E+002, 5.4441162E+002, 1.2410356E+001, 1.0315682E+001, 8.1129951E+000, 6.3863602E+000, 4.8262415E+000, 3.9749064E+000, 3.4775131E+000, 3.2573950E+000, 3.0432146E+000, 2.9003475E+000, 2.9755490E+000, 2.9838607E+000, 2.9896932E+000, 2.9956458E+000, 3.0020006E+000, 3.0026360E+000, 3.0026395E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 3.0001118E+001, 2.1295079E+002, 5.4199237E+002, 1.2281131E+001, 1.0193979E+001, 8.0209341E+000, 6.3215141E+000, 4.7887130E+000, 3.9465501E+000, 3.4573607E+000, 3.2407694E+000, 3.0377147E+000, 2.9068944E+000, 2.9718676E+000, 2.9812489E+000, 2.9872792E+000, 2.9938159E+000, 3.0014207E+000, 3.0026295E+000, 3.0026395E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 3.2002686E+001, 2.1624286E+002, 5.3947986E+002, 1.2189911E+001, 1.0098337E+001, 7.9539104E+000, 6.2720804E+000, 4.7710676E+000, 3.9462488E+000, 3.4604292E+000, 3.2422440E+000, 3.0453122E+000, 2.9054146E+000, 2.9680510E+000, 2.9789181E+000, 2.9848392E+000, 2.9918942E+000, 3.0006464E+000, 3.0026128E+000, 3.0026393E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 3.4001578E+001, 2.1864922E+002, 5.3705151E+002, 1.2071831E+001, 9.9765205E+000, 7.8658056E+000, 6.2064886E+000, 4.7338896E+000, 3.9217401E+000, 3.4493842E+000, 3.2361250E+000, 3.0399337E+000, 2.9111350E+000, 2.9641497E+000, 2.9761624E+000, 2.9824281E+000, 2.9899039E+000, 2.9997132E+000, 3.0025747E+000, 3.0026388E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 3.6003829E+001, 2.2036674E+002, 5.3510889E+002, 1.1933870E+001, 9.8589029E+000, 7.8015075E+000, 6.1542611E+000, 4.7076674E+000, 3.9087212E+000, 3.4453418E+000, 3.2364330E+000, 3.0404253E+000, 2.9133065E+000, 2.9601970E+000, 2.9731808E+000, 2.9801557E+000, 2.9878595E+000, 2.9986489E+000, 3.0024941E+000, 3.0026376E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 3.8000381E+001, 2.2230270E+002, 5.3327637E+002, 1.1825023E+001, 9.7285337E+000, 7.7355742E+000, 6.1069508E+000, 4.6869040E+000, 3.8958321E+000, 3.4356568E+000, 3.2269771E+000, 3.0342722E+000, 2.9074237E+000, 2.9562201E+000, 2.9700882E+000, 2.9780092E+000, 2.9857781E+000, 2.9974735E+000, 3.0023415E+000, 3.0026350E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 4.0003389E+001, 2.2361214E+002, 5.3150049E+002, 1.1720801E+001, 9.6551619E+000, 7.6782002E+000, 6.0553203E+000, 4.6577373E+000, 3.8818173E+000, 3.4316425E+000, 3.2246540E+000, 3.0324235E+000, 2.9041588E+000, 2.9522455E+000, 2.9669147E+000, 2.9755480E+000, 2.9836757E+000, 2.9962018E+000, 3.0020869E+000, 3.0026295E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 4.2002630E+001, 2.2495950E+002, 5.2967126E+002, 1.1652959E+001, 9.5546951E+000, 7.6145210E+000, 6.0046258E+000, 4.6328053E+000, 3.8634701E+000, 3.4172499E+000, 3.2189164E+000, 3.0349994E+000, 2.9103684E+000, 2.9483290E+000, 2.9636810E+000, 2.9729121E+000, 2.9815814E+000, 2.9948463E+000, 3.0017123E+000, 3.0026188E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 4.4002013E+001, 2.2578696E+002, 5.2808545E+002, 1.1625494E+001, 9.4180412E+000, 7.5505543E+000, 5.9628296E+000, 4.6174464E+000, 3.8643627E+000, 3.4228928E+000, 3.2205045E+000, 3.0339990E+000, 2.9057188E+000, 2.9446263E+000, 2.9604044E+000, 2.9701824E+000, 2.9795430E+000, 2.9934204E+000, 3.0012164E+000, 3.0025980E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 4.6003910E+001, 2.2635295E+002, 5.2646375E+002, 1.1622979E+001, 9.3870897E+000, 7.4988909E+000, 5.9140344E+000, 4.5869627E+000, 3.8394167E+000, 3.4055817E+000, 3.2108331E+000, 3.0330236E+000, 2.9159756E+000, 2.9420877E+000, 2.9571009E+000, 2.9673836E+000, 2.9775825E+000, 2.9919286E+000, 3.0006056E+000, 3.0025597E+000, 3.0026395E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 4.8004804E+001, 2.2698413E+002, 5.2498462E+002, 1.1638071E+001, 9.3521233E+000, 7.4574614E+000, 5.8825665E+000, 4.5748792E+000, 3.8352559E+000, 3.4046600E+000, 3.2077208E+000, 3.0291307E+000, 2.9092350E+000, 2.9404581E+000, 2.9537833E+000, 2.9645290E+000, 2.9755023E+000, 2.9903791E+000, 2.9998915E+000, 3.0024920E+000, 3.0026395E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 5.0001888E+001, 2.2693071E+002, 5.2356042E+002, 1.1563840E+001, 9.2839775E+000, 7.4112525E+000, 5.8436651E+000, 4.5527043E+000, 3.8266909E+000, 3.4001410E+000, 3.2017152E+000, 3.0259507E+000, 2.9096920E+000, 2.9373524E+000, 2.9504786E+000, 2.9616325E+000, 2.9732437E+000, 2.9887800E+000, 2.9990857E+000, 3.0023792E+000, 3.0026395E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 5.2004050E+001, 2.2639850E+002, 5.2216956E+002, 1.1539720E+001, 9.2265368E+000, 7.3669958E+000, 5.8149033E+000, 4.5382714E+000, 3.8161457E+000, 3.3969531E+000, 3.2035484E+000, 3.0276856E+000, 2.9122217E+000, 2.9336433E+000, 2.9472258E+000, 2.9587016E+000, 2.9708912E+000, 2.9871361E+000, 2.9981968E+000, 3.0022047E+000, 3.0026393E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 5.4003730E+001, 2.2682227E+002, 5.2090649E+002, 1.1453309E+001, 9.1662960E+000, 7.3241167E+000, 5.7803283E+000, 4.5186062E+000, 3.8070357E+000, 3.3951504E+000, 3.2035866E+000, 3.0254903E+000, 2.9079800E+000, 2.9297018E+000, 2.9441233E+000, 2.9557416E+000, 2.9684691E+000, 2.9854500E+000, 2.9972308E+000, 3.0019529E+000, 3.0026391E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 5.6001512E+001, 2.2712140E+002, 5.1973688E+002, 1.1395693E+001, 9.0618553E+000, 7.2702270E+000, 5.7404866E+000, 4.4997373E+000, 3.7933323E+000, 3.3823476E+000, 3.1984766E+000, 3.0318513E+000, 2.9230680E+000, 2.9256291E+000, 2.9416890E+000, 2.9527709E+000, 2.9659941E+000, 2.9837313E+000, 2.9961953E+000, 3.0016155E+000, 3.0026386E+000, 3.0026395E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 5.8002092E+001, 2.2794606E+002, 5.1841919E+002, 1.1342492E+001, 8.9977474E+000, 7.2414918E+000, 5.7314730E+000, 4.4967899E+000, 3.8001945E+000, 3.3911200E+000, 3.2003510E+000, 3.0313261E+000, 2.9145803E+000, 2.9214616E+000, 2.9401357E+000, 2.9498024E+000, 2.9634697E+000, 2.9819839E+000, 2.9950938E+000, 3.0011895E+000, 3.0026379E+000, 3.0026395E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 6.0004583E+001, 2.2823738E+002, 5.1721570E+002, 1.1270902E+001, 8.9507866E+000, 7.1972976E+000, 5.6986771E+000, 4.4715080E+000, 3.7786489E+000, 3.3796301E+000, 3.1926548E+000, 3.0256658E+000, 2.9162185E+000, 2.9172056E+000, 2.9375615E+000, 2.9468596E+000, 2.9608970E+000, 2.9802110E+000, 2.9939272E+000, 3.0006742E+000, 3.0026364E+000, 3.0026395E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 6.2002587E+001, 2.2829393E+002, 5.1600732E+002, 1.1220658E+001, 8.9498186E+000, 7.1700048E+000, 5.6891522E+000, 4.4639039E+000, 3.7769766E+000, 3.3758285E+000, 3.1911607E+000, 3.0245986E+000, 2.9152405E+000, 2.9128861E+000, 2.9344323E+000, 2.9440184E+000, 2.9582908E+000, 2.9784286E+000, 2.9927049E+000, 3.0000770E+000, 3.0026340E+000, 3.0026395E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 6.4004303E+001, 2.2809601E+002, 5.1492883E+002, 1.1173844E+001, 8.9716253E+000, 7.1202292E+000, 5.6608863E+000, 4.4447532E+000, 3.7674909E+000, 3.3748479E+000, 3.1932361E+000, 3.0301421E+000, 2.9211860E+000, 2.9085133E+000, 2.9310930E+000, 2.9415159E+000, 2.9556510E+000, 2.9766407E+000, 2.9914269E+000, 2.9994018E+000, 3.0026300E+000, 3.0026393E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 6.6003038E+001, 2.2806039E+002, 5.1402222E+002, 1.1138845E+001, 9.0019197E+000, 7.0848179E+000, 5.6430993E+000, 4.4335670E+000, 3.7615409E+000, 3.3686705E+000, 3.1820302E+000, 3.0160244E+000, 2.9106753E+000, 2.9040856E+000, 2.9276328E+000, 2.9398696E+000, 2.9529884E+000, 2.9748430E+000, 2.9900968E+000, 2.9986534E+000, 3.0026233E+000, 3.0026391E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 6.8001435E+001, 2.2857465E+002, 5.1299451E+002, 1.1082331E+001, 9.0048103E+000, 7.0413709E+000, 5.6232657E+000, 4.4167056E+000, 3.7482502E+000, 3.3616323E+000, 3.1834323E+000, 3.0232058E+000, 2.9136746E+000, 2.8996122E+000, 2.9240837E+000, 2.9377007E+000, 2.9503160E+000, 2.9729965E+000, 2.9887207E+000, 2.9978385E+000, 3.0026126E+000, 3.0026388E+000, 3.0026395E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
 7.0003093E+001, 2.2868468E+002, 5.1214191E+002, 1.1070969E+001, 8.9903851E+000, 7.0245566E+000, 5.6136022E+000, 4.4131446E+000, 3.7535660E+000, 3.3674812E+000, 3.1833832E+000, 3.0187314E+000, 2.9088390E+000, 2.8951025E+000, 2.9204578E+000, 2.9349067E+000, 2.9476404E+000, 2.9710524E+000, 2.9872973E+000, 2.9969585E+000, 3.0025949E+000, 3.0026383E+000, 3.0026395E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000, 3.0026398E+000
