s,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2
 4.5004476E+001, 9.9542786E+001, 5.5866400E+002, 1.2013334E+001, 9.6120825E+000, 6.8738146E+000, 4.4397111E+000, 2.6137919E+000, 1.6542718E+000, 1.0449816E+000, 7.5447762E-001, 5.6503516E-001, 4.3952572E-001, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 5.0009781E+001, 1.0031744E+002, 5.5321600E+002, 1.1730716E+001, 9.3505440E+000, 6.6840653E+000, 4.3143258E+000, 2.5489545E+000, 1.6168705E+000, 1.0257694E+000, 7.5619364E-001, 5.7172203E-001, 4.4466755E-001, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 5.5013705E+001, 1.0132341E+002, 5.4853040E+002, 1.1584863E+001, 9.1978865E+000, 6.5617285E+000, 4.2390995E+000, 2.5073738E+000, 1.5940310E+000, 1.0266972E+000, 7.5322002E-001, 5.6693310E-001, 4.7037065E-001, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 6.0004272E+001, 1.0181988E+002, 5.4422144E+002, 1.1404706E+001, 9.0311108E+000, 6.4235587E+000, 4.1477432E+000, 2.4601438E+000, 1.5689842E+000, 1.0096244E+000, 7.4943829E-001, 5.7856250E-001, 4.6943384E-001, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 6.5008303E+001, 1.0297196E+002, 5.4040350E+002, 1.1256076E+001, 8.8750391E+000, 6.3114424E+000, 4.0766177E+000, 2.4231772E+000, 1.5496682E+000, 9.9675846E-001, 7.5300556E-001, 5.8414805E-001, 4.6768486E-001, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 7.0004523E+001, 1.0404800E+002, 5.3686389E+002, 1.1086422E+001, 8.7553177E+000, 6.2306437E+000, 4.0214162E+000, 2.3923545E+000, 1.5325632E+000, 9.9950171E-001, 7.6219964E-001, 5.9366548E-001, 4.7974584E-001, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 7.5003762E+001, 1.0453571E+002, 5.3366638E+002, 1.0879244E+001, 8.5824366E+000, 6.1115160E+000, 3.9548655E+000, 2.3592565E+000, 1.5170615E+000, 9.7289413E-001, 7.4049497E-001, 5.7675445E-001, 4.7413540E-001, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 8.0010161E+001, 1.0450142E+002, 5.3063367E+002, 1.0779143E+001, 8.4842710E+000, 6.0409474E+000, 3.9083443E+000, 2.3373113E+000, 1.5044128E+000, 9.8696876E-001, 7.5608480E-001, 5.9105456E-001, 4.9544132E-001, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 8.5005296E+001, 1.0560487E+002, 5.2796576E+002, 1.0748716E+001, 8.4339943E+000, 5.9858904E+000, 3.8688514E+000, 2.3158038E+000, 1.4948801E+000, 9.7095412E-001, 7.5428730E-001, 6.0346764E-001, 4.9220091E-001, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 9.0012665E+001, 1.0702226E+002, 5.2550195E+002, 1.0725624E+001, 8.3622036E+000, 5.9143524E+000, 3.8268356E+000, 2.2993701E+000, 1.4886785E+000, 9.8312694E-001, 7.5507575E-001, 5.9590477E-001, 4.8993024E-001, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 9.5003535E+001, 1.0661817E+002, 5.2317938E+002, 1.0627716E+001, 8.2741575E+000, 5.8553138E+000, 3.7944062E+000, 2.2834158E+000, 1.4785999E+000, 9.6319771E-001, 7.5311822E-001, 6.1417866E-001, 5.0621974E-001, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 1.0000549E+002, 1.0738149E+002, 5.2095911E+002, 1.0523379E+001, 8.2124958E+000, 5.8124919E+000, 3.7608232E+000, 2.2676985E+000, 1.4694701E+000, 9.8457515E-001, 7.7073997E-001, 6.1575848E-001, 5.1892066E-001, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 1.0500682E+002, 1.0780408E+002, 5.1908569E+002, 1.0355763E+001, 8.0899067E+000, 5.7508950E+000, 3.7357283E+000, 2.2569830E+000, 1.4663097E+000, 9.8733991E-001, 7.6442623E-001, 6.0687846E-001, 5.1250732E-001, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 1.1000578E+002, 1.0866284E+002, 5.1715051E+002, 1.0455350E+001, 8.1058340E+000, 5.7322669E+000, 3.7141573E+000, 2.2465768E+000, 1.4648064E+000, 9.6728510E-001, 7.5654203E-001, 6.1701411E-001, 5.2895445E-001, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 1.1500258E+002, 1.0951548E+002, 5.1533020E+002, 1.0330373E+001, 8.0316467E+000, 5.6871099E+000, 3.6854362E+000, 2.2317460E+000, 1.4568346E+000, 9.6423084E-001, 7.7815902E-001, 6.2872845E-001, 5.2635419E-001, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 1.2000434E+002, 1.1023986E+002, 5.1373102E+002, 1.0277945E+001, 7.9711952E+000, 5.6458554E+000, 3.6667709E+000, 2.2235920E+000, 1.4541724E+000, 9.5559943E-001, 7.5700474E-001, 6.1855459E-001, 5.4182345E-001, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 1.2500827E+002, 1.0985102E+002, 5.1229669E+002, 1.0234842E+001, 7.9280663E+000, 5.6204753E+000, 3.6529856E+000, 2.2197645E+000, 1.4499985E+000, 9.7783381E-001, 7.8989565E-001, 6.3462412E-001, 5.3782910E-001, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 1.3000034E+002, 1.0997334E+002, 5.1087424E+002, 1.0195344E+001, 7.8891611E+000, 5.5852914E+000, 3.6353667E+000, 2.2128904E+000, 1.4528294E+000, 9.5472538E-001, 7.7410632E-001, 6.2664974E-001, 5.2548134E-001, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 1.3500640E+002, 1.1049126E+002, 5.0951102E+002, 1.0149595E+001, 7.8557229E+000, 5.5607948E+000, 3.6163318E+000, 2.2034647E+000, 1.4495827E+000, 9.5928681E-001, 7.6177990E-001, 6.2893629E-001, 5.3517354E-001, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 1.4000516E+002, 1.1124995E+002, 5.0826749E+002, 1.0249890E+001, 7.8673010E+000, 5.5425358E+000, 3.6027730E+000, 2.1995368E+000, 1.4498583E+000, 9.7204798E-001, 7.7998310E-001, 6.3926661E-001, 5.7338911E-001, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 1.4500799E+002, 1.1126196E+002, 5.0712915E+002, 1.0143144E+001, 7.8263121E+000, 5.5361781E+000, 3.5999000E+000, 2.1992300E+000, 1.4487699E+000, 9.7773528E-001, 7.8059477E-001, 6.4403093E-001, 5.8284193E-001, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 1.5000651E+002, 1.1193138E+002, 5.0610788E+002, 1.0040670E+001, 7.7677155E+000, 5.5022507E+000, 3.5877540E+000, 2.1960270E+000, 1.4514145E+000, 9.7442609E-001, 7.7820623E-001, 6.3872004E-001, 5.4904652E-001, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 1.5500504E+002, 1.1197968E+002, 5.0504767E+002, 1.0050621E+001, 7.7564259E+000, 5.4820132E+000, 3.5736244E+000, 2.1920419E+000, 1.4495151E+000, 9.6391064E-001, 7.8780651E-001, 6.6117996E-001, 5.8126408E-001, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 1.6000026E+002, 1.1173329E+002, 5.0406238E+002, 9.9916353E+000, 7.6999211E+000, 5.4615755E+000, 3.5691557E+000, 2.1898830E+000, 1.4499354E+000, 9.5965445E-001, 7.8117537E-001, 6.5542996E-001, 5.6446373E-001, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 1.6500238E+002, 1.1219166E+002, 5.0301627E+002, 1.0040049E+001, 7.7066555E+000, 5.4472070E+000, 3.5565350E+000, 2.1857417E+000, 1.4502096E+000, 9.7548604E-001, 7.8345984E-001, 6.4872557E-001, 5.5685467E-001, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 1.7000823E+002, 1.1293929E+002, 5.0210828E+002, 9.9366951E+000, 7.6472454E+000, 5.4286437E+000, 3.5475738E+000, 2.1828256E+000, 1.4491347E+000, 9.6728027E-001, 7.9242343E-001, 6.6139746E-001, 5.7601368E-001, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 1.7500620E+002, 1.1322213E+002, 5.0125006E+002, 9.9846382E+000, 7.6688342E+000, 5.4287229E+000, 3.5449085E+000, 2.1839519E+000, 1.4523437E+000, 9.9455667E-001, 7.9847264E-001, 6.6055900E-001, 5.6897581E-001, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
