s,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
 1.9509386E+001, 5.8206310E+001, 4.5596997E+002, 7.8200130E+000, 6.0075769E+000, 4.2414842E+000, 2.6444070E+000, 1.5081015E+000, 9.1207594E-001, 5.5997145E-001, 3.6533180E-001, 2.3762681E-001, 1.5905587E-001
 2.1010661E+001, 6.1396812E+001, 4.5383572E+002, 7.6862974E+000, 5.9127092E+000, 4.1749468E+000, 2.6026421E+000, 1.4849584E+000, 8.9895463E-001, 5.5331218E-001, 3.6236781E-001, 2.3696940E-001, 1.5969950E-001
 2.2511936E+001, 6.3294659E+001, 4.5188101E+002, 7.7320814E+000, 5.8952508E+000, 4.1462264E+000, 2.5807455E+000, 1.4743654E+000, 8.9458513E-001, 5.5264103E-001, 3.6343780E-001, 2.3926641E-001, 1.6468470E-001
 2.4013211E+001, 6.5967720E+001, 4.5007849E+002, 7.6659670E+000, 5.8366604E+000, 4.1014032E+000, 2.5549660E+000, 1.4623907E+000, 8.8877410E-001, 5.5072361E-001, 3.6357361E-001, 2.4103053E-001, 1.6780044E-001
 2.5500838E+001, 6.8823860E+001, 4.4840500E+002, 7.6460543E+000, 5.7962894E+000, 4.0670900E+000, 2.5332925E+000, 1.4501400E+000, 8.8241458E-001, 5.4819351E-001, 3.6361900E-001, 2.4697910E-001, 1.7508467E-001
 2.7002113E+001, 7.1061668E+001, 4.4676987E+002, 7.5777478E+000, 5.7352023E+000, 4.0196533E+000, 2.5017648E+000, 1.4337503E+000, 8.7420315E-001, 5.4312617E-001, 3.6467567E-001, 2.4920465E-001, 1.7816745E-001
 2.8503388E+001, 7.3286415E+001, 4.4527182E+002, 7.5119357E+000, 5.6918130E+000, 3.9947264E+000, 2.4893024E+000, 1.4290732E+000, 8.7320626E-001, 5.4406524E-001, 3.6835408E-001, 2.5327235E-001, 1.8332164E-001
 3.0004663E+001, 7.4740013E+001, 4.4390994E+002, 7.3681412E+000, 5.6169958E+000, 3.9509938E+000, 2.4643753E+000, 1.4176102E+000, 8.6770105E-001, 5.4376054E-001, 3.7350026E-001, 2.6045147E-001, 1.9055483E-001
 3.1508667E+001, 7.6110695E+001, 4.4264493E+002, 7.3575020E+000, 5.5873156E+000, 3.9247756E+000, 2.4519684E+000, 1.4130685E+000, 8.6668003E-001, 5.5091560E-001, 3.8291186E-001, 2.6968452E-001, 1.9646171E-001
 3.3009942E+001, 7.7581818E+001, 4.4153775E+002, 7.3509932E+000, 5.5655622E+000, 3.9050183E+000, 2.4377110E+000, 1.4060936E+000, 8.6437386E-001, 5.4674292E-001, 3.8050354E-001, 2.7011719E-001, 2.0584582E-001
 3.4511217E+001, 7.7632423E+001, 4.4025189E+002, 7.3294487E+000, 5.5494156E+000, 3.8817370E+000, 2.4199450E+000, 1.3960246E+000, 8.5726869E-001, 5.4258478E-001, 3.7588048E-001, 2.6530609E-001, 1.9788758E-001
 3.6012492E+001, 7.8449310E+001, 4.3921011E+002, 7.3348923E+000, 5.5127311E+000, 3.8586895E+000, 2.4075818E+000, 1.3906733E+000, 8.5537159E-001, 5.4713768E-001, 3.8708559E-001, 2.8272706E-001, 2.1700288E-001
 3.7513767E+001, 7.9638168E+001, 4.3809692E+002, 7.3112679E+000, 5.4794226E+000, 3.8355517E+000, 2.3931904E+000, 1.3840194E+000, 8.5129881E-001, 5.5077964E-001, 3.8739133E-001, 2.7754530E-001, 2.0855641E-001
 3.9000029E+001, 8.0079941E+001, 4.3718317E+002, 7.2482529E+000, 5.4446764E+000, 3.8103449E+000, 2.3796837E+000, 1.3788894E+000, 8.5051686E-001, 5.4984003E-001, 3.8744918E-001, 2.8005904E-001, 2.1316703E-001
 4.0501304E+001, 8.0622124E+001, 4.3624677E+002, 7.2510295E+000, 5.4324884E+000, 3.7921722E+000, 2.3673289E+000, 1.3716834E+000, 8.4218854E-001, 5.5178237E-001, 3.8610032E-001, 2.7776539E-001, 2.1290259E-001
 4.2002579E+001, 8.1538803E+001, 4.3537299E+002, 7.2123985E+000, 5.4171629E+000, 3.7800221E+000, 2.3597527E+000, 1.3685957E+000, 8.4151620E-001, 5.5466843E-001, 3.9155322E-001, 2.8100854E-001, 2.1764153E-001
 4.3503854E+001, 8.2339943E+001, 4.3442761E+002, 7.1643710E+000, 5.3854966E+000, 3.7575090E+000, 2.3448734E+000, 1.3609135E+000, 8.3918065E-001, 5.5623567E-001, 3.9450070E-001, 2.8527364E-001, 2.1903720E-001
 4.5005129E+001, 8.3380943E+001, 4.3361710E+002, 7.1633973E+000, 5.3830376E+000, 3.7530563E+000, 2.3411250E+000, 1.3599068E+000, 8.4008449E-001, 5.5127192E-001, 3.9269766E-001, 2.9228020E-001, 2.2825059E-001
 4.6506404E+001, 8.4862114E+001, 4.3290329E+002, 7.1464453E+000, 5.3576016E+000, 3.7288504E+000, 2.3245409E+000, 1.3520759E+000, 8.4072345E-001, 5.4223794E-001, 3.8831002E-001, 2.9002365E-001, 2.3549022E-001
 4.8007679E+001, 8.5154984E+001, 4.3202164E+002, 7.0785108E+000, 5.3201799E+000, 3.7048087E+000, 2.3114295E+000, 1.3451351E+000, 8.3273208E-001, 5.5811614E-001, 4.0270472E-001, 2.9879242E-001, 2.3562336E-001
 4.9508954E+001, 8.5257530E+001, 4.3125513E+002, 7.1088257E+000, 5.3080626E+000, 3.6905923E+000, 2.3058181E+000, 1.3433831E+000, 8.3623117E-001, 5.6004798E-001, 4.0143168E-001, 2.9986635E-001, 2.3985153E-001
 5.1010229E+001, 8.5622192E+001, 4.3059818E+002, 7.1115775E+000, 5.2965808E+000, 3.6903112E+000, 2.3051016E+000, 1.3427666E+000, 8.3802116E-001, 5.6306899E-001, 4.0530422E-001, 3.0240715E-001, 2.3691171E-001
 5.2511504E+001, 8.5146553E+001, 4.2991617E+002, 7.0747199E+000, 5.2682176E+000, 3.6725373E+000, 2.2956440E+000, 1.3403409E+000, 8.3126295E-001, 5.5817997E-001, 4.0668288E-001, 3.0792344E-001, 2.4655560E-001
 5.4012779E+001, 8.5661903E+001, 4.2915726E+002, 7.0881710E+000, 5.2642570E+000, 3.6610975E+000, 2.2848246E+000, 1.3336693E+000, 8.2627249E-001, 5.5336952E-001, 4.0117371E-001, 3.0337232E-001, 2.4708249E-001
 5.5514054E+001, 8.5427193E+001, 4.2852679E+002, 7.0770793E+000, 5.2499733E+000, 3.6531661E+000, 2.2815814E+000, 1.3337287E+000, 8.2761568E-001, 5.5337435E-001, 4.0076229E-001, 3.0045053E-001, 2.3823285E-001
 5.7000316E+001, 8.5741280E+001, 4.2790076E+002, 7.0120521E+000, 5.2195091E+000, 3.6278610E+000, 2.2661505E+000, 1.3260355E+000, 8.2946873E-001, 5.6375575E-001, 4.1049999E-001, 3.0818129E-001, 2.4909382E-001
 5.8501591E+001, 8.5865150E+001, 4.2728769E+002, 6.9439964E+000, 5.2185822E+000, 3.6253395E+000, 2.2666643E+000, 1.3277607E+000, 8.2569307E-001, 5.6102759E-001, 4.1203985E-001, 3.1909454E-001, 2.6150206E-001
 6.0002866E+001, 8.6114479E+001, 4.2673813E+002, 6.9649911E+000, 5.1935472E+000, 3.6062832E+000, 2.2558894E+000, 1.3225315E+000, 8.2570654E-001, 5.5616939E-001, 4.1142973E-001, 3.1956285E-001, 2.6552317E-001
 6.1504140E+001, 8.6290863E+001, 4.2622000E+002, 6.9466815E+000, 5.1986532E+000, 3.6117482E+000, 2.2550426E+000, 1.3204048E+000, 8.2341206E-001, 5.5498296E-001, 4.0948895E-001, 3.1397888E-001, 2.5610283E-001
 6.3005415E+001, 8.6636269E+001, 4.2560934E+002, 6.8732991E+000, 5.1608577E+000, 3.5859802E+000, 2.2429414E+000, 1.3163545E+000, 8.2276249E-001, 5.6392282E-001, 4.1958103E-001, 3.2101753E-001, 2.5402078E-001
 6.4506690E+001, 8.7142380E+001, 4.2506155E+002, 6.9397492E+000, 5.1703577E+000, 3.5785687E+000, 2.2374661E+000, 1.3136480E+000, 8.2815766E-001, 5.7084435E-001, 4.2681563E-001, 3.3147374E-001, 2.7762046E-001
 6.6004085E+001, 8.7788559E+001, 4.2469217E+002, 6.9562392E+000, 5.1675005E+000, 3.5801244E+000, 2.2390068E+000, 1.3168989E+000, 8.2309902E-001, 5.6516993E-001, 4.1771480E-001, 3.2136834E-001, 2.6502594E-001
 6.7505538E+001, 8.8426041E+001, 4.2419180E+002, 6.9405804E+000, 5.1282992E+000, 3.5628386E+000, 2.2301607E+000, 1.3129228E+000, 8.2426405E-001, 5.5358678E-001, 4.0553638E-001, 3.1133237E-001, 2.5478286E-001
 6.9006992E+001, 8.8391045E+001, 4.2357300E+002, 6.9177604E+000, 5.1088948E+000, 3.5470085E+000, 2.2203057E+000, 1.3073260E+000, 8.2132429E-001, 5.6600165E-001, 4.2216825E-001, 3.2136562E-001, 2.6140457E-001
 7.0508445E+001, 8.8663979E+001, 4.2313602E+002, 6.9378910E+000, 5.1387067E+000, 3.5606635E+000, 2.2265663E+000, 1.3097028E+000, 8.2342988E-001, 5.6759703E-001, 4.2186481E-001, 3.3154038E-001, 2.7789026E-001
 7.2001062E+001, 8.8509178E+001, 4.2262848E+002, 6.8596425E+000, 5.1175280E+000, 3.5572472E+000, 2.2283869E+000, 1.3112843E+000, 8.2536006E-001, 5.5302924E-001, 4.1316590E-001, 3.2547998E-001, 2.7104619E-001
 7.3500114E+001, 8.8256584E+001, 4.2211133E+002, 6.8442459E+000, 5.0788174E+000, 3.5286715E+000, 2.2094688E+000, 1.3022485E+000, 8.1419623E-001, 5.5929345E-001, 4.1346878E-001, 3.2182604E-001, 2.8668880E-001
 7.5007351E+001, 8.8486794E+001, 4.2163510E+002, 6.8852444E+000, 5.0825410E+000, 3.5269942E+000, 2.2057133E+000, 1.2989937E+000, 8.2438993E-001, 5.6867081E-001, 4.2833322E-001, 3.3048919E-001, 2.7058035E-001
 7.6514125E+001, 8.8965286E+001, 4.2110675E+002, 6.8454518E+000, 5.0600085E+000, 3.5161269E+000, 2.2052705E+000, 1.3022224E+000, 8.2095307E-001, 5.7276821E-001, 4.3940672E-001, 3.5416794E-001, 2.8906542E-001
 7.8006549E+001, 8.9203041E+001, 4.2071759E+002, 6.8759604E+000, 5.0552506E+000, 3.4999361E+000, 2.1923110E+000, 1.2950189E+000, 8.0969119E-001, 5.6523663E-001, 4.2274660E-001, 3.3455649E-001, 2.7997434E-001
 7.9501843E+001, 8.9252174E+001, 4.2036523E+002, 6.9003830E+000, 5.0695887E+000, 3.5126896E+000, 2.2001450E+000, 1.2995423E+000, 8.2203710E-001, 5.5881441E-001, 4.1985762E-001, 3.2785505E-001, 2.7438921E-001
 8.1001442E+001, 8.9516197E+001, 4.2005637E+002, 6.8544841E+000, 5.0579119E+000, 3.5038157E+000, 2.1943533E+000, 1.2964582E+000, 8.1485653E-001, 5.6277490E-001, 4.2175785E-001, 3.2772484E-001, 2.7199098E-001
 8.2514145E+001, 8.9005898E+001, 4.1964865E+002, 6.8154888E+000, 5.0416226E+000, 3.4976649E+000, 2.1957982E+000, 1.2981529E+000, 8.1511629E-001, 5.6943619E-001, 4.3342131E-001, 3.4835798E-001, 2.8999540E-001
 8.4003953E+001, 8.9447350E+001, 4.1931625E+002, 6.7978520E+000, 5.0143991E+000, 3.4858389E+000, 2.1881301E+000, 1.2946265E+000, 8.1209707E-001, 5.6696206E-001, 4.2793134E-001, 3.3893797E-001, 2.8521141E-001
 8.5507949E+001, 8.9776955E+001, 4.1901712E+002, 6.8517137E+000, 5.0421619E+000, 3.4909163E+000, 2.1848121E+000, 1.2922077E+000, 8.1448042E-001, 5.7300645E-001, 4.2859057E-001, 3.3690819E-001, 2.8319779E-001
 8.7011945E+001, 9.0167885E+001, 4.1863379E+002, 6.8292613E+000, 5.0316143E+000, 3.4899402E+000, 2.1868353E+000, 1.2939988E+000, 8.1782991E-001, 5.5527544E-001, 4.1739732E-001, 3.2538435E-001, 2.7265170E-001
 8.8501753E+001, 9.0575409E+001, 4.1831274E+002, 6.8202729E+000, 5.0155106E+000, 3.4733660E+000, 2.1756995E+000, 1.2899039E+000, 8.1708789E-001, 5.7362384E-001, 4.4460350E-001, 3.5652962E-001, 2.8856236E-001
 9.0011425E+001, 9.0775040E+001, 4.1809821E+002, 6.8705320E+000, 5.0386338E+000, 3.4910917E+000, 2.1884522E+000, 1.2980556E+000, 8.1935936E-001, 5.7726789E-001, 4.3456453E-001, 3.3745921E-001, 2.9243127E-001
 9.1509746E+001, 9.0799255E+001, 4.1766238E+002, 6.7563930E+000, 4.9797974E+000, 3.4588842E+000, 2.1678982E+000, 1.2857584E+000, 8.1919557E-001, 5.6218821E-001, 4.2995036E-001, 3.4237146E-001, 2.9057252E-001
 9.3008067E+001, 9.1321884E+001, 4.1735651E+002, 6.8078589E+000, 4.9961028E+000, 3.4631801E+000, 2.1716931E+000, 1.2904837E+000, 8.1838036E-001, 5.6893504E-001, 4.3426651E-001, 3.4167078E-001, 2.8688270E-001
 9.4506387E+001, 9.1484283E+001, 4.1714047E+002, 6.8314004E+000, 5.0033140E+000, 3.4628408E+000, 2.1718357E+000, 1.2893741E+000, 8.1363446E-001, 5.7446289E-001, 4.3157381E-001, 3.4002453E-001, 2.9490113E-001
 9.6004708E+001, 9.1673927E+001, 4.1684869E+002, 6.8038983E+000, 4.9916811E+000, 3.4594920E+000, 2.1718483E+000, 1.2906927E+000, 8.1700319E-001, 5.7044774E-001, 4.3291518E-001, 3.3872607E-001, 2.8859922E-001
 9.7503029E+001, 9.1398415E+001, 4.1663535E+002, 6.8081679E+000, 4.9865050E+000, 3.4546459E+000, 2.1659586E+000, 1.2879105E+000, 8.1599569E-001, 5.6908613E-001, 4.2994970E-001, 3.4185943E-001, 2.9216012E-001
 9.9003979E+001, 9.1738747E+001, 4.1640646E+002, 6.7786670E+000, 4.9755692E+000, 3.4501891E+000, 2.1702209E+000, 1.2915691E+000, 8.0711126E-001, 5.7843417E-001, 4.4219768E-001, 3.5536286E-001, 3.1761935E-001
 1.0050405E+002, 9.1577110E+001, 4.1606873E+002, 6.7223425E+000, 4.9536080E+000, 3.4402647E+000, 2.1631172E+000, 1.2880369E+000, 8.1685817E-001, 5.7437074E-001, 4.4251907E-001, 3.5217172E-001, 3.0046019E-001
 1.0201114E+002, 9.1470573E+001, 4.1592825E+002, 6.8391833E+000, 4.9998159E+000, 3.4597950E+000, 2.1729913E+000, 1.2948000E+000, 8.3023357E-001, 5.6636095E-001, 4.3576586E-001, 3.5031122E-001, 2.9830018E-001
 1.0350700E+002, 9.1683380E+001, 4.1569608E+002, 6.7431107E+000, 4.9675870E+000, 3.4452410E+000, 2.1625707E+000, 1.2885681E+000, 8.1866050E-001, 5.7518297E-001, 4.3846449E-001, 3.5041106E-001, 3.0675817E-001
 1.0500287E+002, 9.1794960E+001, 4.1532346E+002, 6.6978307E+000, 4.9439487E+000, 3.4337518E+000, 2.1578407E+000, 1.2860596E+000, 8.1472260E-001, 5.7908094E-001, 4.3834248E-001, 3.4774405E-001, 2.9569989E-001
 1.0651416E+002, 9.2426231E+001, 4.1507184E+002, 6.7622280E+000, 4.9422112E+000, 3.4267683E+000, 2.1518321E+000, 1.2839715E+000, 8.1366652E-001, 5.8476138E-001, 4.4588369E-001, 3.5281974E-001, 2.9358441E-001
 1.0801003E+002, 9.2529022E+001, 4.1486987E+002, 6.7847304E+000, 4.9611282E+000, 3.4424953E+000, 2.1637173E+000, 1.2911012E+000, 8.1370318E-001, 5.8179122E-001, 4.4530955E-001, 3.5410112E-001, 3.0515897E-001
 1.0950480E+002, 9.2856155E+001, 4.1471646E+002, 6.7573538E+000, 4.9514060E+000, 3.4300950E+000, 2.1541862E+000, 1.2865479E+000, 8.1471872E-001, 5.8400577E-001, 4.5453075E-001, 3.6243019E-001, 3.0735439E-001
 1.1101468E+002, 9.2890404E+001, 4.1449405E+002, 6.7561388E+000, 4.9606442E+000, 3.4346485E+000, 2.1554785E+000, 1.2879468E+000, 8.2366067E-001, 5.7550627E-001, 4.4069761E-001, 3.5486838E-001, 3.0185956E-001
 1.1250931E+002, 9.2790649E+001, 4.1434595E+002, 6.7511859E+000, 4.9448171E+000, 3.4266441E+000, 2.1549742E+000, 1.2887894E+000, 8.3162469E-001, 6.0665238E-001, 4.7530079E-001, 3.7942481E-001, 3.0615783E-001
 1.1400394E+002, 9.3332420E+001, 4.1416351E+002, 6.7562213E+000, 4.9361391E+000, 3.4265616E+000, 2.1571264E+000, 1.2904285E+000, 8.2632178E-001, 5.9126127E-001, 4.5624188E-001, 3.7244120E-001, 3.2210511E-001
 1.1551382E+002, 9.3009956E+001, 4.1392639E+002, 6.7772269E+000, 4.9512334E+000, 3.4295413E+000, 2.1543269E+000, 1.2888625E+000, 8.2717192E-001, 5.7933468E-001, 4.4778982E-001, 3.6380017E-001, 3.1283110E-001
 1.1700845E+002, 9.3206093E+001, 4.1375571E+002, 6.7586265E+000, 4.9466987E+000, 3.4306343E+000, 2.1563675E+000, 1.2910120E+000, 8.1886560E-001, 5.9230119E-001, 4.6222937E-001, 3.9010981E-001, 3.3719862E-001
 1.1850308E+002, 9.3418327E+001, 4.1356595E+002, 6.7547865E+000, 4.9488363E+000, 3.4354341E+000, 2.1616101E+000, 1.2948338E+000, 8.1702816E-001, 5.9405667E-001, 4.6004573E-001, 3.7529957E-001, 3.2653087E-001
 1.2001296E+002, 9.3585289E+001, 4.1342001E+002, 6.7705054E+000, 4.9410396E+000, 3.4310935E+000, 2.1586213E+000, 1.2927545E+000, 8.1144720E-001, 5.9386891E-001, 4.5964167E-001, 3.7233865E-001, 3.2524008E-001
 1.2150759E+002, 9.3743927E+001, 4.1321539E+002, 6.7598844E+000, 4.9356384E+000, 3.4256651E+000, 2.1534536E+000, 1.2901098E+000, 8.1929010E-001, 5.9028196E-001, 4.5870110E-001, 3.7976700E-001, 3.4563449E-001
 1.2300222E+002, 9.4674782E+001, 4.1308997E+002, 6.7975054E+000, 4.9467516E+000, 3.4401872E+000, 2.1647809E+000, 1.2963165E+000, 8.3010983E-001, 5.8421618E-001, 4.4810024E-001, 3.6585459E-001, 3.1942448E-001
 1.2451210E+002, 9.4951027E+001, 4.1290924E+002, 6.7807798E+000, 4.9464221E+000, 3.4264436E+000, 2.1527767E+000, 1.2922946E+000, 8.3398855E-001, 5.7966793E-001, 4.4759235E-001, 3.6112297E-001, 3.0661613E-001
 1.2600673E+002, 9.5066483E+001, 4.1285403E+002, 6.7872343E+000, 4.9472513E+000, 3.4353321E+000, 2.1627524E+000, 1.2969731E+000, 8.2777089E-001, 5.9340292E-001, 4.6176624E-001, 3.6836159E-001, 3.1019187E-001
 1.2750136E+002, 9.4823090E+001, 4.1268210E+002, 6.7339630E+000, 4.9170542E+000, 3.4204013E+000, 2.1550794E+000, 1.2948427E+000, 8.2961708E-001, 5.8752537E-001, 4.5656058E-001, 3.6646593E-001, 3.1142563E-001
 1.2901124E+002, 9.4256599E+001, 4.1248904E+002, 6.7304311E+000, 4.9156508E+000, 3.4153883E+000, 2.1504397E+000, 1.2898514E+000, 8.2119119E-001, 5.9060466E-001, 4.6325400E-001, 3.7760657E-001, 3.3296007E-001
 1.3050587E+002, 9.4195663E+001, 4.1236304E+002, 6.7581401E+000, 4.9187012E+000, 3.4182997E+000, 2.1543369E+000, 1.2962509E+000, 8.2691634E-001, 5.9689337E-001, 4.5878828E-001, 3.6725962E-001, 3.1455091E-001
 1.3200050E+002, 9.4359299E+001, 4.1216699E+002, 6.7752261E+000, 4.9217305E+000, 3.4208906E+000, 2.1538572E+000, 1.2960507E+000, 8.3147490E-001, 5.9425557E-001, 4.6116042E-001, 3.7230128E-001, 3.1525466E-001
 1.3351038E+002, 9.4823906E+001, 4.1207535E+002, 6.7946076E+000, 4.9552059E+000, 3.4388306E+000, 2.1612241E+000, 1.2999862E+000, 8.3775967E-001, 5.9403574E-001, 4.6045390E-001, 3.7233287E-001, 3.2206234E-001
 1.3500501E+002, 9.4478600E+001, 4.1196872E+002, 6.7605801E+000, 4.9269662E+000, 3.4180140E+000, 2.1541693E+000, 1.2993194E+000, 8.2490420E-001, 6.0683507E-001, 4.7138184E-001, 3.7601632E-001, 3.2397348E-001
 1.3651489E+002, 9.4360741E+001, 4.1182977E+002, 6.7279887E+000, 4.8944759E+000, 3.4101017E+000, 2.1544025E+000, 1.2995008E+000, 8.3501530E-001, 5.9560716E-001, 4.6461231E-001, 3.8389236E-001, 3.3591491E-001
 1.3800952E+002, 9.4211128E+001, 4.1171005E+002, 6.7624183E+000, 4.9024830E+000, 3.4094567E+000, 2.1506071E+000, 1.2958537E+000, 8.3683664E-001, 5.9206498E-001, 4.6395230E-001, 3.7676373E-001, 3.2552338E-001
 1.3950415E+002, 9.4692932E+001, 4.1160596E+002, 6.7589283E+000, 4.9161224E+000, 3.4231174E+000, 2.1578240E+000, 1.2990196E+000, 8.3905917E-001, 5.9105980E-001, 4.6055672E-001, 3.7633133E-001, 3.2384324E-001
 1.4101403E+002, 9.4997826E+001, 4.1147345E+002, 6.7861567E+000, 4.9263849E+000, 3.4210982E+000, 2.1559334E+000, 1.3001817E+000, 8.3237916E-001, 5.9901339E-001, 4.6797451E-001, 3.7999910E-001, 3.1811813E-001
 1.4250866E+002, 9.5139275E+001, 4.1141562E+002, 6.7736378E+000, 4.9282527E+000, 3.4213552E+000, 2.1564684E+000, 1.3009349E+000, 8.3328456E-001, 5.9882462E-001, 4.6607581E-001, 3.8277340E-001, 3.3709973E-001
 1.4400328E+002, 9.5022530E+001, 4.1131140E+002, 6.7203670E+000, 4.9051056E+000, 3.4146979E+000, 2.1529438E+000, 1.3004873E+000, 8.3447385E-001, 6.0333019E-001, 4.7404978E-001, 3.9139605E-001, 3.3799765E-001
 1.4551317E+002, 9.5213120E+001, 4.1123462E+002, 6.7706904E+000, 4.9233694E+000, 3.4282413E+000, 2.1613913E+000, 1.3041799E+000, 8.4258676E-001, 6.0728264E-001, 4.7893411E-001, 3.9257243E-001, 3.3178657E-001
 1.4700779E+002, 9.5145012E+001, 4.1115790E+002, 6.7749987E+000, 4.9276271E+000, 3.4251707E+000, 2.1596301E+000, 1.3036377E+000, 8.4116954E-001, 5.9357488E-001, 4.6239573E-001, 3.8149440E-001, 3.3880141E-001
 1.4850242E+002, 9.5168739E+001, 4.1096530E+002, 6.7606049E+000, 4.9092827E+000, 3.4148424E+000, 2.1570687E+000, 1.3018918E+000, 8.3183384E-001, 6.0184777E-001, 4.6600032E-001, 3.7842238E-001, 3.2451305E-001
 1.5001230E+002, 9.5319778E+001, 4.1094962E+002, 6.7994022E+000, 4.9300756E+000, 3.4210854E+000, 2.1576025E+000, 1.3038309E+000, 8.4264421E-001, 6.0555714E-001, 4.7824591E-001, 3.9403492E-001, 3.3692613E-001
 1.5150693E+002, 9.5752350E+001, 4.1083298E+002, 6.7845035E+000, 4.9307251E+000, 3.4313288E+000, 2.1648271E+000, 1.3072850E+000, 8.4522659E-001, 6.0421330E-001, 4.7643119E-001, 3.9447689E-001, 3.4201717E-001
 1.5300156E+002, 9.5807472E+001, 4.1080322E+002, 6.7757869E+000, 4.9265361E+000, 3.4244990E+000, 2.1625109E+000, 1.3095415E+000, 8.5034567E-001, 6.0312963E-001, 4.7174120E-001, 3.8285229E-001, 3.2905245E-001
 1.5451144E+002, 9.6010452E+001, 4.1060986E+002, 6.7538481E+000, 4.9092712E+000, 3.4188480E+000, 2.1618094E+000, 1.3089054E+000, 8.3953452E-001, 6.1313844E-001, 4.8304722E-001, 4.0553677E-001, 3.4961334E-001
 1.5600607E+002, 9.6296890E+001, 4.1049924E+002, 6.7700195E+000, 4.9108253E+000, 3.4220908E+000, 2.1650045E+000, 1.3113725E+000, 8.5120648E-001, 6.1320651E-001, 4.8842701E-001, 4.0072432E-001, 3.5184652E-001
 1.5750070E+002, 9.6294388E+001, 4.1044812E+002, 6.7778592E+000, 4.9169512E+000, 3.4319141E+000, 2.1697114E+000, 1.3134886E+000, 8.5172188E-001, 6.1340159E-001, 4.9212083E-001, 4.0924990E-001, 3.5217732E-001
