s,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2,kg/m2
 4.5003170E+001, 1.4547061E+002, 4.4124927E+002, 7.7820992E+000, 6.2231722E+000, 4.6844893E+000, 3.3697269E+000, 2.3892775E+000, 1.8677230E+000, 1.5448366E+000, 1.3639017E+000, 1.2432572E+000, 1.1676197E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 5.0009860E+001, 1.4714848E+002, 4.3878107E+002, 7.7457676E+000, 6.1726179E+000, 4.6466932E+000, 3.3480680E+000, 2.3824666E+000, 1.8690434E+000, 1.5516866E+000, 1.3735547E+000, 1.2542235E+000, 1.1794575E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 5.5002604E+001, 1.4943985E+002, 4.3649380E+002, 7.6712089E+000, 6.1163621E+000, 4.6067734E+000, 3.3259063E+000, 2.3757403E+000, 1.8695177E+000, 1.5577695E+000, 1.3835819E+000, 1.2668262E+000, 1.1925682E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 6.0009294E+001, 1.5132904E+002, 4.3455161E+002, 7.6118875E+000, 6.0635138E+000, 4.5700860E+000, 3.3057764E+000, 2.3696601E+000, 1.8694710E+000, 1.5605108E+000, 1.3873641E+000, 1.2718676E+000, 1.2000018E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 6.5002038E+001, 1.5075732E+002, 4.3287921E+002, 7.6159582E+000, 6.0411730E+000, 4.5500097E+000, 3.2930043E+000, 2.3657005E+000, 1.8706161E+000, 1.5661305E+000, 1.3950455E+000, 1.2807461E+000, 1.2084736E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 7.0008729E+001, 1.5118407E+002, 4.3132202E+002, 7.5646853E+000, 5.9946551E+000, 4.5173464E+000, 3.2751734E+000, 2.3603184E+000, 1.8712357E+000, 1.5694317E+000, 1.4002824E+000, 1.2877675E+000, 1.2160984E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 7.5001473E+001, 1.5241351E+002, 4.2992419E+002, 7.5838981E+000, 5.9830880E+000, 4.5026603E+000, 3.2641077E+000, 2.3553798E+000, 1.8715478E+000, 1.5729508E+000, 1.4051232E+000, 1.2932982E+000, 1.2219448E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 8.0008163E+001, 1.5240327E+002, 4.2865836E+002, 7.5641441E+000, 5.9586382E+000, 4.4843702E+000, 3.2550094E+000, 2.3531306E+000, 1.8713835E+000, 1.5761280E+000, 1.4100534E+000, 1.2991321E+000, 1.2284141E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 8.5000907E+001, 1.5265790E+002, 4.2751630E+002, 7.5545268E+000, 5.9406581E+000, 4.4689374E+000, 3.2464688E+000, 2.3519711E+000, 1.8741671E+000, 1.5801523E+000, 1.4146128E+000, 1.3040441E+000, 1.2335745E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 9.0007598E+001, 1.5349588E+002, 4.2652643E+002, 7.5357318E+000, 5.9191561E+000, 4.4563489E+000, 3.2412736E+000, 2.3527660E+000, 1.8767295E+000, 1.5834523E+000, 1.4186857E+000, 1.3091491E+000, 1.2384702E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 9.5000342E+001, 1.5452217E+002, 4.2553415E+002, 7.4910855E+000, 5.8883071E+000, 4.4344196E+000, 3.2298713E+000, 2.3508277E+000, 1.8790987E+000, 1.5875878E+000, 1.4229525E+000, 1.3130596E+000, 1.2431320E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 1.0000703E+002, 1.5529817E+002, 4.2477774E+002, 7.5434694E+000, 5.9041433E+000, 4.4412961E+000, 3.2337644E+000, 2.3535397E+000, 1.8815625E+000, 1.5914763E+000, 1.4277176E+000, 1.3175294E+000, 1.2474370E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 1.0501372E+002, 1.5469713E+002, 4.2407129E+002, 7.5168819E+000, 5.8845906E+000, 4.4275823E+000, 3.2255733E+000, 2.3507743E+000, 1.8819937E+000, 1.5937177E+000, 1.4302313E+000, 1.3210460E+000, 1.2511013E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 1.1000647E+002, 1.5481847E+002, 4.2337604E+002, 7.5052371E+000, 5.8709030E+000, 4.4203086E+000, 3.2240093E+000, 2.3532200E+000, 1.8850590E+000, 1.5970396E+000, 1.4346769E+000, 1.3258253E+000, 1.2565602E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 1.1501316E+002, 1.5508078E+002, 4.2280045E+002, 7.5109916E+000, 5.8701053E+000, 4.4150825E+000, 3.2214401E+000, 2.3534546E+000, 1.8869914E+000, 1.6003739E+000, 1.4381263E+000, 1.3291578E+000, 1.2599552E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 1.2000590E+002, 1.5511684E+002, 4.2226346E+002, 7.5093069E+000, 5.8593383E+000, 4.4075751E+000, 3.2175343E+000, 2.3522441E+000, 1.8857133E+000, 1.5996854E+000, 1.4385971E+000, 1.3298697E+000, 1.2613155E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 1.2501259E+002, 1.5580016E+002, 4.2177130E+002, 7.5152221E+000, 5.8628249E+000, 4.4081078E+000, 3.2186351E+000, 2.3539498E+000, 1.8889748E+000, 1.6021619E+000, 1.4403126E+000, 1.3328267E+000, 1.2644219E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 1.3000534E+002, 1.5604297E+002, 4.2130978E+002, 7.5282044E+000, 5.8626237E+000, 4.4061604E+000, 3.2168398E+000, 2.3538792E+000, 1.8892694E+000, 1.6037117E+000, 1.4425809E+000, 1.3347526E+000, 1.2653631E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 1.3501203E+002, 1.5623018E+002, 4.2094705E+002, 7.5040088E+000, 5.8439069E+000, 4.3968477E+000, 3.2139044E+000, 2.3552246E+000, 1.8925244E+000, 1.6077150E+000, 1.4453715E+000, 1.3365691E+000, 1.2678320E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 1.4000477E+002, 1.5687576E+002, 4.2064273E+002, 7.5680928E+000, 5.8623610E+000, 4.3999109E+000, 3.2136414E+000, 2.3553936E+000, 1.8939207E+000, 1.6095502E+000, 1.4476774E+000, 1.3386265E+000, 1.2690685E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 1.4501146E+002, 1.5576447E+002, 4.2033972E+002, 7.5197768E+000, 5.8501534E+000, 4.3987126E+000, 3.2167318E+000, 2.3593993E+000, 1.8953787E+000, 1.6111051E+000, 1.4501355E+000, 1.3416741E+000, 1.2729787E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 1.5000420E+002, 1.5581647E+002, 4.2007339E+002, 7.4916754E+000, 5.8301167E+000, 4.3875675E+000, 3.2116210E+000, 2.3572562E+000, 1.8962229E+000, 1.6129787E+000, 1.4517434E+000, 1.3431221E+000, 1.2746295E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 1.5501089E+002, 1.5652190E+002, 4.1984998E+002, 7.5580091E+000, 5.8560553E+000, 4.4003787E+000, 3.2180722E+000, 2.3620319E+000, 1.9006277E+000, 1.6145568E+000, 1.4529861E+000, 1.3457074E+000, 1.2771184E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 1.6000364E+002, 1.5752774E+002, 4.1960770E+002, 7.5837340E+000, 5.8655219E+000, 4.4012609E+000, 3.2162399E+000, 2.3619301E+000, 1.9015697E+000, 1.6166251E+000, 1.4536469E+000, 1.3440832E+000, 1.2744243E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 1.6501033E+002, 1.5691110E+002, 4.1942566E+002, 7.5840950E+000, 5.8697705E+000, 4.4053483E+000, 3.2196505E+000, 2.3634455E+000, 1.9004768E+000, 1.6166959E+000, 1.4546691E+000, 1.3466203E+000, 1.2782521E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 1.7000307E+002, 1.5728346E+002, 4.1928659E+002, 7.5912089E+000, 5.8657455E+000, 4.4021950E+000, 3.2184649E+000, 2.3642712E+000, 1.9027889E+000, 1.6190385E+000, 1.4573566E+000, 1.3481318E+000, 1.2786534E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
 1.7500976E+002, 1.5766725E+002, 4.1911819E+002, 7.5607171E+000, 5.8565869E+000, 4.3985186E+000, 3.2176747E+000, 2.3657496E+000, 1.9048501E+000, 1.6201471E+000, 1.4579432E+000, 1.3490881E+000, 1.2795651E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000, 9.6199999E+000
