s,s,s,s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
 4.5010468E+001, 4.2487265E+001, 4.2487265E+001, 4.2487265E+001, 1.3149708E+002, 9.9315989E+001, 7.8906711E+001, 5.8899784E+001, 3.1778927E+001, 2.5339947E+001, 2.4610942E+001, 2.2087378E+001, 7.1243723E+001, 5.1399309E+001, 4.8706681E+001, 4.2142430E+001, 3.1280612E+001, 2.3042246E+001, 2.0131843E+001, 2.0069644E+001
 5.0007267E+001, 4.7486724E+001, 4.7486724E+001, 4.7486724E+001, 1.5605047E+002, 1.1479962E+002, 9.3860738E+001, 6.7938394E+001, 3.4372586E+001, 2.7843642E+001, 2.5455302E+001, 2.2557930E+001, 7.9721410E+001, 5.8982153E+001, 5.5852900E+001, 4.7937410E+001, 3.6281526E+001, 2.3548828E+001, 2.0229654E+001, 2.0092904E+001
 5.5012569E+001, 5.2564871E+001, 5.2564871E+001, 5.2564871E+001, 1.7326658E+002, 1.2953954E+002, 1.1025574E+002, 8.1630665E+001, 4.2647143E+001, 2.8820276E+001, 2.5976646E+001, 2.2903654E+001, 9.2160856E+001, 6.6980999E+001, 6.3078532E+001, 5.4375473E+001, 4.3267417E+001, 2.7507233E+001, 2.1110703E+001, 2.0135428E+001
 6.0011280E+001, 5.7482882E+001, 5.7482882E+001, 5.7482882E+001, 1.9866257E+002, 1.4662455E+002, 1.2604005E+002, 9.0475526E+001, 4.7585307E+001, 3.4328826E+001, 2.7495821E+001, 2.3556801E+001, 1.0374000E+002, 7.5300676E+001, 7.3511276E+001, 6.2373958E+001, 4.9499189E+001, 3.5741618E+001, 2.4112725E+001, 2.0279024E+001
 6.5002228E+001, 6.2579182E+001, 6.2579182E+001, 6.2579182E+001, 2.2708805E+002, 1.6584476E+002, 1.4192497E+002, 9.7547504E+001, 5.6800954E+001, 4.0919919E+001, 2.8370917E+001, 2.4183751E+001, 1.1632887E+002, 8.7586415E+001, 8.2390172E+001, 7.3936173E+001, 5.6615475E+001, 3.7198498E+001, 2.6374212E+001, 2.0586174E+001
 7.0002243E+001, 6.7496399E+001, 6.7496399E+001, 6.7496399E+001, 2.4428872E+002, 1.9449700E+002, 1.6222622E+002, 1.1333994E+002, 6.8105675E+001, 4.7144277E+001, 3.0576278E+001, 2.4557134E+001, 1.3092315E+002, 9.9279660E+001, 9.0929604E+001, 7.9900428E+001, 6.4416124E+001, 4.5139900E+001, 2.8966749E+001, 2.0808510E+001
 7.5014565E+001, 7.2542561E+001, 7.2542561E+001, 7.2542561E+001, 2.8737093E+002, 2.0812895E+002, 1.8446553E+002, 1.2344162E+002, 7.9078499E+001, 5.4792215E+001, 3.4152327E+001, 2.6100153E+001, 1.4026849E+002, 1.1049452E+002, 1.0240195E+002, 8.9512711E+001, 7.4411808E+001, 5.1882049E+001, 3.4640449E+001, 2.1199668E+001
 8.0004227E+001, 7.7532333E+001, 7.7532333E+001, 7.7532333E+001, 3.2504022E+002, 2.3493005E+002, 2.0216435E+002, 1.4696595E+002, 9.0512263E+001, 6.4723434E+001, 3.7398706E+001, 2.7416052E+001, 1.6224671E+002, 1.2152809E+002, 1.1570524E+002, 1.0330966E+002, 8.3346093E+001, 5.9604957E+001, 3.8338248E+001, 2.2527314E+001
 8.5001617E+001, 8.2513725E+001, 8.2513725E+001, 8.2513725E+001, 3.8506325E+002, 2.6000850E+002, 2.2262084E+002, 1.6893419E+002, 1.0878677E+002, 7.3691995E+001, 4.2786089E+001, 2.8640307E+001, 1.7963822E+002, 1.3550980E+002, 1.3143526E+002, 1.1140977E+002, 9.4750011E+001, 7.1470879E+001, 4.4940919E+001, 2.3380774E+001
 9.0007950E+001, 8.7534265E+001, 8.7534265E+001, 8.7534265E+001, 4.1971877E+002, 2.8634118E+002, 2.5061940E+002, 1.9128147E+002, 1.1885286E+002, 8.4521067E+001, 4.8656546E+001, 3.1727048E+001, 1.9772023E+002, 1.4994866E+002, 1.4244819E+002, 1.2426146E+002, 1.0632937E+002, 7.9380929E+001, 5.2591379E+001, 2.6908153E+001
 9.5010818E+001, 9.2532007E+001, 9.2532007E+001, 9.2532007E+001, 4.5836615E+002, 3.0624047E+002, 2.6665728E+002, 2.0769324E+002, 1.3176467E+002, 9.8072853E+001, 5.9551487E+001, 3.4848523E+001, 2.1459082E+002, 1.7244054E+002, 1.6032429E+002, 1.4374590E+002, 1.1953943E+002, 9.1291063E+001, 6.5708168E+001, 2.8744448E+001
 1.0000393E+002, 9.7508544E+001, 9.7508544E+001, 9.7508544E+001, 4.9002981E+002, 3.1270810E+002, 2.8440403E+002, 2.2688836E+002, 1.4565124E+002, 1.0947511E+002, 6.6314444E+001, 3.9525257E+001, 2.3125274E+002, 1.8357707E+002, 1.6787021E+002, 1.5013429E+002, 1.3296702E+002, 1.0481687E+002, 7.1107098E+001, 3.3869059E+001
 1.0500865E+002, 1.0250061E+002, 1.0250061E+002, 1.0250061E+002, 5.2764524E+002, 3.3115657E+002, 3.0020365E+002, 2.4976963E+002, 1.6664552E+002, 1.2141406E+002, 7.6910684E+001, 4.3739380E+001, 2.4616952E+002, 1.9279537E+002, 1.7975328E+002, 1.6459668E+002, 1.4643386E+002, 1.1713135E+002, 8.4505151E+001, 3.8269043E+001
 1.1000977E+002, 1.0754348E+002, 1.0754348E+002, 1.0754348E+002, 5.5318264E+002, 3.4359445E+002, 3.1663071E+002, 2.6654572E+002, 1.8790593E+002, 1.3520813E+002, 9.0981662E+001, 5.2578952E+001, 2.5849116E+002, 2.0116643E+002, 1.9352940E+002, 1.7230974E+002, 1.6092062E+002, 1.3355788E+002, 9.7856944E+001, 4.4200639E+001
 1.1501278E+002, 1.1253273E+002, 1.1253273E+002, 1.1253273E+002, 5.7654973E+002, 3.7345161E+002, 3.3296761E+002, 2.8437278E+002, 1.9902453E+002, 1.5345344E+002, 1.0432840E+002, 5.9688757E+001, 2.7672760E+002, 2.1458481E+002, 2.0514190E+002, 1.8647822E+002, 1.7023780E+002, 1.4564426E+002, 1.1368431E+002, 5.6937003E+001
 1.2000542E+002, 1.1750357E+002, 1.1750357E+002, 1.1750357E+002, 6.2952839E+002, 3.9942713E+002, 3.5454553E+002, 3.0708474E+002, 2.2773368E+002, 1.5953315E+002, 1.2561887E+002, 6.8367965E+001, 2.9080584E+002, 2.2154881E+002, 2.1247377E+002, 1.9298833E+002, 1.8303011E+002, 1.6369011E+002, 1.2235339E+002, 6.9585325E+001
 1.2500372E+002, 1.2248309E+002, 1.2248309E+002, 1.2248309E+002, 6.2501476E+002, 4.0205391E+002, 3.6322051E+002, 3.2635643E+002, 2.5934834E+002, 1.7743488E+002, 1.4328573E+002, 7.8200648E+001, 3.0155666E+002, 2.3205216E+002, 2.2523937E+002, 2.0849426E+002, 1.9191941E+002, 1.7211842E+002, 1.3550279E+002, 8.3438625E+001
 1.3001357E+002, 1.2753089E+002, 1.2753089E+002, 1.2753089E+002, 5.9416548E+002, 3.9751810E+002, 3.7568981E+002, 3.4420447E+002, 2.8894332E+002, 1.9205282E+002, 1.5527349E+002, 8.5319517E+001, 3.1418823E+002, 2.4193945E+002, 2.3396946E+002, 2.2411909E+002, 2.0295602E+002, 1.8404915E+002, 1.5014167E+002, 1.0398717E+002
 1.3500336E+002, 1.3243562E+002, 1.3243562E+002, 1.3243562E+002, 5.0734400E+002, 3.8685222E+002, 3.6152889E+002, 3.3798482E+002, 2.9196463E+002, 1.8677825E+002, 1.5048947E+002, 8.2468799E+001, 2.9919121E+002, 2.4566439E+002, 2.3535701E+002, 2.2251854E+002, 2.1389958E+002, 1.9013517E+002, 1.6229110E+002, 1.1694960E+002
 1.4001247E+002, 1.3738717E+002, 1.3738717E+002, 1.3738717E+002, 3.9967349E+002, 3.2817352E+002, 3.1819923E+002, 3.0670442E+002, 2.6562447E+002, 1.7450155E+002, 1.4112624E+002, 7.0735926E+001, 2.6399916E+002, 2.3942605E+002, 2.2592776E+002, 2.1840465E+002, 1.9888809E+002, 1.8405004E+002, 1.5880698E+002, 1.0972593E+002
 1.4500388E+002, 1.4244393E+002, 1.4244393E+002, 1.4244393E+002, 3.0917880E+002, 2.8288829E+002, 2.7367671E+002, 2.6957561E+002, 2.4828681E+002, 1.8758924E+002, 1.2860450E+002, 6.0258688E+001, 2.3148987E+002, 2.2031262E+002, 2.0814800E+002, 2.0113610E+002, 1.8828171E+002, 1.7543996E+002, 1.5853918E+002, 9.6744602E+001
 1.5000107E+002, 1.4751308E+002, 1.4751308E+002, 1.4751308E+002, 2.7845441E+002, 2.6107507E+002, 2.4551370E+002, 2.3636055E+002, 2.3468173E+002, 2.0406534E+002, 1.1985545E+002, 5.9979362E+001, 2.1675868E+002, 2.0183273E+002, 1.8925179E+002, 1.8281165E+002, 1.7988479E+002, 1.6752081E+002, 1.5246388E+002, 9.5733325E+001
 1.5500117E+002, 1.5240139E+002, 1.5240139E+002, 1.5240139E+002, 2.4725265E+002, 2.3399431E+002, 2.2312097E+002, 2.1842404E+002, 2.1247655E+002, 1.9560314E+002, 1.2224342E+002, 6.5732273E+001, 2.0018341E+002, 1.8582520E+002, 1.7638371E+002, 1.7275535E+002, 1.6797151E+002, 1.5858536E+002, 1.5243576E+002, 1.1731342E+002
 1.6001057E+002, 1.5741290E+002, 1.5741290E+002, 1.5741290E+002, 2.1480025E+002, 2.1556429E+002, 2.0699364E+002, 1.9668477E+002, 1.8916661E+002, 1.7414371E+002, 1.4676741E+002, 7.0489572E+001, 1.8057986E+002, 1.7617173E+002, 1.6682328E+002, 1.6373571E+002, 1.6056383E+002, 1.5647193E+002, 1.5430586E+002, 1.4522511E+002
 1.6501984E+002, 1.6267184E+002, 1.6267184E+002, 1.6267184E+002, 1.8578906E+002, 1.8881806E+002, 1.8150409E+002, 1.8048590E+002, 1.7769227E+002, 1.7540982E+002, 1.7432646E+002, 8.2883037E+001, 1.6159493E+002, 1.6003820E+002, 1.5940448E+002, 1.5884115E+002, 1.5608155E+002, 1.5398597E+002, 1.4997379E+002, 1.5117258E+002
 1.7002849E+002, 1.6759075E+002, 1.6759075E+002, 1.6759075E+002, 1.8524182E+002, 1.8481863E+002, 1.8561116E+002, 1.8744325E+002, 1.8811270E+002, 1.9100984E+002, 2.0058429E+002, 1.1310812E+002, 1.4765411E+002, 1.5087742E+002, 1.5476468E+002, 1.5385466E+002, 1.5106631E+002, 1.4954385E+002, 1.4570342E+002, 1.4338006E+002
 1.7503160E+002, 1.7250236E+002, 1.7250236E+002, 1.7250236E+002, 2.0283252E+002, 1.9420237E+002, 1.9610943E+002, 1.9159690E+002, 1.8843776E+002, 1.8455632E+002, 1.8065832E+002, 1.3561609E+002, 1.5491032E+002, 1.4637170E+002, 1.4475078E+002, 1.4583343E+002, 1.4298458E+002, 1.3610142E+002, 1.3275411E+002, 1.2734369E+002
 1.8001080E+002, 1.7738038E+002, 1.7738038E+002, 1.7738038E+002, 1.9003457E+002, 1.8293831E+002, 1.7747487E+002, 1.7593729E+002, 1.7411623E+002, 1.7296560E+002, 1.7023922E+002, 1.5592382E+002, 1.5785967E+002, 1.4664095E+002, 1.4100464E+002, 1.3900723E+002, 1.3710993E+002, 1.3446709E+002, 1.2664413E+002, 1.2244487E+002
 1.8503764E+002, 1.8245033E+002, 1.8245033E+002, 1.8245033E+002, 1.6586309E+002, 1.6779884E+002, 1.6782195E+002, 1.6531795E+002, 1.6367767E+002, 1.6307617E+002, 1.5767885E+002, 1.4566146E+002, 1.5160887E+002, 1.4295342E+002, 1.3829099E+002, 1.3819799E+002, 1.2846532E+002, 1.2219277E+002, 1.2087735E+002, 1.1746668E+002
 1.9004590E+002, 1.8754227E+002, 1.8754227E+002, 1.8754227E+002, 1.4994367E+002, 1.5783128E+002, 1.5897405E+002, 1.5791085E+002, 1.5567940E+002, 1.5378163E+002, 1.4767564E+002, 1.3212064E+002, 1.4369340E+002, 1.3661092E+002, 1.3224430E+002, 1.2900438E+002, 1.2260244E+002, 1.1875076E+002, 1.1587029E+002, 1.1079077E+002
 1.9504134E+002, 1.9264034E+002, 1.9264034E+002, 1.9264034E+002, 1.4199985E+002, 1.4572312E+002, 1.4680125E+002, 1.4457785E+002, 1.4077927E+002, 1.3896186E+002, 1.3376951E+002, 1.1935046E+002, 1.3375508E+002, 1.3142178E+002, 1.2804836E+002, 1.2337462E+002, 1.1829975E+002, 1.1417930E+002, 1.1113208E+002, 1.0522096E+002
 2.0002953E+002, 1.9740521E+002, 1.9740521E+002, 1.9740521E+002, 1.3406649E+002, 1.3862309E+002, 1.3777902E+002, 1.3300223E+002, 1.3251647E+002, 1.2752781E+002, 1.2312452E+002, 1.2709150E+002, 1.2619889E+002, 1.2566602E+002, 1.2384068E+002, 1.1884569E+002, 1.1459634E+002, 1.1143420E+002, 1.0719560E+002, 9.8919139E+001
 2.0500433E+002, 2.0272100E+002, 2.0272100E+002, 2.0272100E+002, 1.7238735E+002, 1.5678753E+002, 1.5561280E+002, 1.5209485E+002, 1.4876881E+002, 1.4358449E+002, 1.4258135E+002, 1.2477426E+002, 1.1865899E+002, 1.2245083E+002, 1.1940044E+002, 1.1557048E+002, 1.1001330E+002, 1.0606866E+002, 1.0115560E+002, 9.7351019E+001
 2.1000189E+002, 2.0758448E+002, 2.0758448E+002, 2.0758448E+002, 4.6091361E+002, 2.2478239E+002, 1.8263008E+002, 1.7349593E+002, 1.7302811E+002, 1.7444601E+002, 1.5593967E+002, 1.3635580E+002, 1.4150342E+002, 1.1608835E+002, 1.1236400E+002, 1.1000369E+002, 1.0672666E+002, 1.0216565E+002, 9.8656187E+001, 9.5509523E+001
 2.1501202E+002, 2.1251993E+002, 2.1251993E+002, 2.1251993E+002, 6.9212991E+002, 3.6213118E+002, 2.6199095E+002, 2.1237636E+002, 1.9073526E+002, 1.7649417E+002, 1.5495446E+002, 1.1708549E+002, 2.2369358E+002, 1.5580084E+002, 1.4617760E+002, 1.2461579E+002, 1.1656296E+002, 1.0597135E+002, 9.7978543E+001, 9.3873029E+001
 2.2000171E+002, 2.1749831E+002, 2.1749831E+002, 2.1749831E+002, 7.1108591E+002, 4.2162328E+002, 2.9727284E+002, 2.1184426E+002, 2.0147560E+002, 1.7081117E+002, 1.2924275E+002, 1.1246461E+002, 2.4871789E+002, 1.8984105E+002, 1.7773649E+002, 1.5833405E+002, 1.1896623E+002, 1.0810989E+002, 9.9115463E+001, 9.2421924E+001
 2.2500752E+002, 2.2251561E+002, 2.2251561E+002, 2.2251561E+002, 7.3767636E+002, 4.1110931E+002, 3.1158136E+002, 2.3653327E+002, 2.0081750E+002, 1.5702626E+002, 1.3541634E+002, 1.1269900E+002, 2.6148134E+002, 2.0995031E+002, 1.9511655E+002, 1.7239849E+002, 1.3606557E+002, 1.1659536E+002, 1.0149742E+002, 9.0138391E+001
 2.3000356E+002, 2.2749017E+002, 2.2749017E+002, 2.2749017E+002, 7.2575078E+002, 3.8586008E+002, 3.2151663E+002, 2.7083453E+002, 1.8849700E+002, 1.6885463E+002, 1.3224128E+002, 1.0874468E+002, 2.7588121E+002, 2.1424322E+002, 2.0430801E+002, 1.8129653E+002, 1.5078334E+002, 1.2609572E+002, 1.0351174E+002, 9.0862982E+001
 2.3500978E+002, 2.3250680E+002, 2.3250680E+002, 2.3250680E+002, 6.7315805E+002, 3.7979428E+002, 2.9815347E+002, 2.1564200E+002, 1.9771051E+002, 1.7157363E+002, 1.3511033E+002, 1.0690541E+002, 2.8185136E+002, 2.1889623E+002, 2.1422011E+002, 1.8815221E+002, 1.6503867E+002, 1.3592004E+002, 1.1184110E+002, 9.1112701E+001
 2.4000659E+002, 2.3750733E+002, 2.3750733E+002, 2.3750733E+002, 7.0296427E+002, 3.8866733E+002, 3.3306815E+002, 2.2348374E+002, 1.9620015E+002, 1.7437532E+002, 1.3236946E+002, 9.8040316E+001, 2.8578811E+002, 2.2166154E+002, 2.1332177E+002, 1.9002567E+002, 1.6452190E+002, 1.4219473E+002, 1.1759498E+002, 9.5936668E+001
 2.4500877E+002, 2.4255015E+002, 2.4255015E+002, 2.4255015E+002, 7.4475934E+002, 4.2136206E+002, 3.5397358E+002, 2.3451726E+002, 1.9594522E+002, 1.5727797E+002, 1.1941580E+002, 1.0551622E+002, 2.9389804E+002, 2.2425731E+002, 2.1321105E+002, 1.9481025E+002, 1.6387780E+002, 1.4616762E+002, 1.2211495E+002, 9.7260675E+001
 2.5000575E+002, 2.4751043E+002, 2.4751043E+002, 2.4751043E+002, 7.3845288E+002, 4.3096496E+002, 3.4997941E+002, 2.4830109E+002, 1.9820572E+002, 1.7520333E+002, 1.2318283E+002, 9.1163166E+001, 2.9148711E+002, 2.3088882E+002, 2.1590948E+002, 1.9858448E+002, 1.6382256E+002, 1.4307644E+002, 1.2718620E+002, 1.1182920E+002
 2.5500211E+002, 2.5254189E+002, 2.5254189E+002, 2.5254189E+002, 7.8816927E+002, 4.5011123E+002, 3.7969597E+002, 3.0272899E+002, 2.0181178E+002, 2.0002421E+002, 1.5234447E+002, 1.0203756E+002, 3.0573320E+002, 2.3046403E+002, 2.1812893E+002, 2.0274197E+002, 1.6767349E+002, 1.4602170E+002, 1.2698951E+002, 9.5902937E+001
 2.6000583E+002, 2.5752968E+002, 2.5752968E+002, 2.5752968E+002, 8.4875914E+002, 4.5364340E+002, 4.0012026E+002, 3.2611404E+002, 2.2053869E+002, 2.0673723E+002, 1.5202158E+002, 1.1048247E+002, 3.1488393E+002, 2.4399026E+002, 2.2857001E+002, 2.1231380E+002, 1.7665222E+002, 1.4889676E+002, 1.2747911E+002, 9.4000145E+001
 2.6500330E+002, 2.6257038E+002, 2.6257038E+002, 2.6257038E+002, 8.7361436E+002, 4.9131759E+002, 4.1927706E+002, 3.3464946E+002, 2.3589093E+002, 2.1222047E+002, 1.5275571E+002, 1.1332713E+002, 3.1858466E+002, 2.4783107E+002, 2.3819996E+002, 2.1887889E+002, 1.8993678E+002, 1.5736806E+002, 1.2831008E+002, 8.9117907E+001
 2.7000296E+002, 2.6756037E+002, 2.6756037E+002, 2.6756037E+002, 8.9587390E+002, 5.2089360E+002, 4.6244278E+002, 3.8789154E+002, 2.4747300E+002, 2.2458408E+002, 1.6686706E+002, 1.2549132E+002, 3.2383655E+002, 2.6202680E+002, 2.4974892E+002, 2.2420917E+002, 2.0233039E+002, 1.6720002E+002, 1.3752167E+002, 8.6378352E+001
 2.7500006E+002, 2.7252027E+002, 2.7252027E+002, 2.7252027E+002, 8.6140366E+002, 6.0745476E+002, 4.9493038E+002, 4.2820505E+002, 3.3200104E+002, 2.2507012E+002, 1.8413451E+002, 1.4859753E+002, 3.3658644E+002, 2.6908932E+002, 2.5387243E+002, 2.2914707E+002, 2.1109861E+002, 1.8780076E+002, 1.4363734E+002, 9.0348059E+001
 2.8000232E+002, 2.7748958E+002, 2.7748958E+002, 2.7748958E+002, 8.2999219E+002, 6.3482198E+002, 4.9946531E+002, 4.4644927E+002, 3.7418721E+002, 2.4638649E+002, 2.0079305E+002, 1.4745059E+002, 3.5306521E+002, 2.7918494E+002, 2.6212875E+002, 2.4719068E+002, 2.2746026E+002, 1.9846511E+002, 1.5495007E+002, 9.6230353E+001
 2.8500836E+002, 2.8250396E+002, 2.8250396E+002, 2.8250396E+002, 8.1520375E+002, 6.5744975E+002, 4.9199376E+002, 4.4031454E+002, 3.4676465E+002, 2.6777472E+002, 2.0074990E+002, 1.5853289E+002, 3.6295030E+002, 2.9161102E+002, 2.7346697E+002, 2.5480227E+002, 2.3554164E+002, 2.1165961E+002, 1.6918465E+002, 1.0098823E+002
 2.9000528E+002, 2.8747154E+002, 2.8747154E+002, 2.8747154E+002, 8.1965069E+002, 6.4299013E+002, 5.4150526E+002, 5.0185318E+002, 3.4857158E+002, 2.6869827E+002, 2.1580126E+002, 1.6445016E+002, 3.6573199E+002, 2.9324246E+002, 2.8122674E+002, 2.6499704E+002, 2.4308265E+002, 2.2049948E+002, 1.8067672E+002, 1.0927370E+002
 2.9500485E+002, 2.9251649E+002, 2.9251649E+002, 2.9251649E+002, 8.1235123E+002, 6.6170138E+002, 5.6958926E+002, 5.1176212E+002, 3.5675144E+002, 3.0299332E+002, 2.2067192E+002, 1.7724943E+002, 3.7588757E+002, 3.0418351E+002, 2.8632789E+002, 2.7070909E+002, 2.4792134E+002, 2.2958110E+002, 1.8676323E+002, 1.2557588E+002
 3.0000674E+002, 2.9751644E+002, 2.9751644E+002, 2.9751644E+002, 8.4127838E+002, 6.9362468E+002, 6.3683378E+002, 5.4158231E+002, 4.0879128E+002, 3.4108559E+002, 2.4648273E+002, 1.9292668E+002, 4.0014686E+002, 3.2199942E+002, 2.9906932E+002, 2.8087069E+002, 2.6086195E+002, 2.3878424E+002, 1.9912471E+002, 1.3893699E+002
 3.0500546E+002, 3.0254281E+002, 3.0254281E+002, 3.0254281E+002, 8.6460561E+002, 7.1243297E+002, 6.6133631E+002, 5.8017931E+002, 4.5082519E+002, 3.9017732E+002, 2.7378427E+002, 2.0748663E+002, 4.0050032E+002, 3.3486055E+002, 3.0620081E+002, 2.9199517E+002, 2.6965213E+002, 2.4782872E+002, 2.1274684E+002, 1.6422509E+002
 3.1000446E+002, 3.0753063E+002, 3.0753063E+002, 3.0753063E+002, 8.9294269E+002, 7.1611027E+002, 6.6880314E+002, 5.6365328E+002, 4.7619830E+002, 3.7445071E+002, 2.8295970E+002, 2.1872737E+002, 4.0446609E+002, 3.3155799E+002, 3.1955701E+002, 3.0370500E+002, 2.7522077E+002, 2.5203617E+002, 2.2037148E+002, 1.7560234E+002
 3.1500342E+002, 3.1253801E+002, 3.1253801E+002, 3.1253801E+002, 8.5586769E+002, 7.5324075E+002, 6.9712530E+002, 5.9662552E+002, 5.0142206E+002, 4.1561010E+002, 3.2680395E+002, 2.5156523E+002, 4.0248236E+002, 3.4663600E+002, 3.2857600E+002, 3.1935269E+002, 2.9590303E+002, 2.6372354E+002, 2.3765651E+002, 1.9696562E+002
 3.2000198E+002, 3.1750385E+002, 3.1750385E+002, 3.1750385E+002, 8.6002590E+002, 7.5277575E+002, 7.0917395E+002, 6.1392806E+002, 5.3481935E+002, 5.1087080E+002, 3.6826606E+002, 2.7967784E+002, 4.1304233E+002, 3.4837662E+002, 3.4131279E+002, 3.3517749E+002, 3.2055614E+002, 3.0110915E+002, 2.6091574E+002, 2.1769929E+002
 3.2500549E+002, 3.2249314E+002, 3.2249314E+002, 3.2249314E+002, 8.3704081E+002, 7.6448656E+002, 7.4803615E+002, 6.7993023E+002, 5.8408860E+002, 5.6132176E+002, 4.0309762E+002, 3.2166060E+002, 4.2685571E+002, 3.6265085E+002, 3.5529575E+002, 3.4914014E+002, 3.3624843E+002, 3.1711975E+002, 2.7506862E+002, 2.2996373E+002
 3.3000616E+002, 3.2750693E+002, 3.2750693E+002, 3.2750693E+002, 8.0745031E+002, 7.6728928E+002, 7.5343444E+002, 7.1634878E+002, 6.7692573E+002, 6.3562082E+002, 5.1874655E+002, 4.0413768E+002, 4.3681177E+002, 3.8360021E+002, 3.6825429E+002, 3.6185741E+002, 3.5040155E+002, 3.2859826E+002, 2.9261652E+002, 2.5155931E+002
 3.3500500E+002, 3.3251820E+002, 3.3251820E+002, 3.3251820E+002, 7.8512508E+002, 7.6889028E+002, 7.1102060E+002, 6.8045820E+002, 6.6211178E+002, 6.3580482E+002, 5.6712246E+002, 4.4091524E+002, 4.2059629E+002, 3.8087143E+002, 3.7552993E+002, 3.6692439E+002, 3.4970872E+002, 3.3164964E+002, 3.0117232E+002, 2.5731530E+002
