s,C,C,C,C,C,C,C,C,C,C
 2.3001590E+002, 2.0000124E+001, 1.9121153E+002, 1.7587470E+002, 1.5586318E+002, 1.3160023E+002, 7.8800454E+001, 5.2525997E+001, 4.3050047E+001, 3.7430404E+001, 3.6341023E+001
 2.3500546E+002, 2.0000126E+001, 1.8689908E+002, 1.7509204E+002, 1.5073944E+002, 1.3493653E+002, 7.7897632E+001, 5.3859032E+001, 4.3434417E+001, 3.8751965E+001, 3.6437556E+001
 2.4000092E+002, 2.0000126E+001, 1.8316998E+002, 1.7264785E+002, 1.4534343E+002, 1.2890190E+002, 8.2016231E+001, 5.1677013E+001, 4.2391320E+001, 3.8202934E+001, 3.7486760E+001
 2.4501521E+002, 2.0000125E+001, 1.7830783E+002, 1.7192468E+002, 1.5096515E+002, 1.3077080E+002, 7.6774202E+001, 5.3475193E+001, 4.3169488E+001, 3.8050902E+001, 3.6888986E+001
 2.5000716E+002, 2.0000124E+001, 1.7585604E+002, 1.6788808E+002, 1.4915554E+002, 1.2924033E+002, 7.2215344E+001, 5.2063673E+001, 4.0595127E+001, 3.6751757E+001, 3.6386391E+001
 2.5501112E+002, 2.0000122E+001, 1.7204929E+002, 1.6415963E+002, 1.4916504E+002, 1.3147548E+002, 7.7032516E+001, 4.9516805E+001, 3.9584292E+001, 3.6291062E+001, 3.3507708E+001
 2.6000781E+002, 2.0000120E+001, 1.6523138E+002, 1.6251374E+002, 1.4742857E+002, 1.2927581E+002, 6.0243462E+001, 5.0170621E+001, 4.0681799E+001, 3.6887544E+001, 3.5032310E+001
 2.6501169E+002, 2.0000118E+001, 1.6298918E+002, 1.6092683E+002, 1.4445524E+002, 1.2193750E+002, 6.6950275E+001, 5.0865433E+001, 4.0700977E+001, 3.7272043E+001, 3.4017595E+001
 2.7000388E+002, 2.0000114E+001, 1.6307496E+002, 1.6444135E+002, 1.4850657E+002, 1.2229174E+002, 6.6585738E+001, 4.9560443E+001, 4.0819023E+001, 3.6425944E+001, 3.3506554E+001
 2.7500409E+002, 2.0000112E+001, 1.6145528E+002, 1.6000813E+002, 1.4560149E+002, 1.1849636E+002, 7.0505767E+001, 5.1386825E+001, 4.0066552E+001, 3.5503425E+001, 3.5232738E+001
 2.8000858E+002, 2.0000109E+001, 1.6079059E+002, 1.6097487E+002, 1.3457638E+002, 1.1348181E+002, 7.6118168E+001, 4.9050712E+001, 3.8168905E+001, 3.3997907E+001, 3.0275282E+001
 2.8501224E+002, 2.0000106E+001, 1.5867947E+002, 1.5233872E+002, 1.3550871E+002, 1.1878860E+002, 6.1383561E+001, 4.8195183E+001, 3.6166465E+001, 3.4136840E+001, 3.3238448E+001
 2.9000018E+002, 2.0000103E+001, 1.5581000E+002, 1.4732632E+002, 1.2923640E+002, 1.1350376E+002, 6.7087614E+001, 4.9496274E+001, 3.9124445E+001, 3.3686908E+001, 3.3738018E+001
 2.9501361E+002, 2.0000099E+001, 1.5578425E+002, 1.5097545E+002, 1.2889338E+002, 1.0854716E+002, 7.0637471E+001, 4.5433969E+001, 3.8616188E+001, 3.0559497E+001, 3.0800754E+001
 3.0001138E+002, 2.0000096E+001, 1.5348863E+002, 1.4781299E+002, 1.2713081E+002, 1.1476015E+002, 6.6724973E+001, 4.4989396E+001, 3.9201326E+001, 3.2387163E+001, 3.3353470E+001
 3.0500400E+002, 2.0000092E+001, 1.5307687E+002, 1.4383804E+002, 1.3031706E+002, 1.1193377E+002, 6.4714903E+001, 4.7295420E+001, 3.8413458E+001, 3.2480771E+001, 3.3422566E+001
 3.1002087E+002, 2.0000089E+001, 1.5169958E+002, 1.4446802E+002, 1.2733766E+002, 1.1354995E+002, 6.2280226E+001, 4.6009593E+001, 3.7846840E+001, 3.2128797E+001, 2.9641892E+001
 3.1501880E+002, 2.0000086E+001, 1.4787980E+002, 1.4018961E+002, 1.2150387E+002, 1.0948486E+002, 5.9546991E+001, 4.4909448E+001, 3.7700346E+001, 3.1019601E+001, 2.9968077E+001
 3.2000693E+002, 2.0000082E+001, 1.4703909E+002, 1.4137683E+002, 1.2045485E+002, 1.1054413E+002, 6.3509247E+001, 4.5801176E+001, 3.6039410E+001, 3.1946911E+001, 2.9981713E+001
 3.2500720E+002, 2.0000079E+001, 1.4478199E+002, 1.4083609E+002, 1.2256498E+002, 1.0694443E+002, 5.2673402E+001, 4.4528621E+001, 3.5871842E+001, 3.1845025E+001, 2.9455550E+001
 3.3001721E+002, 2.0000076E+001, 1.4143969E+002, 1.3654840E+002, 1.1954228E+002, 1.0136491E+002, 6.2047122E+001, 4.6864664E+001, 3.6289226E+001, 3.1478147E+001, 2.9266601E+001
 3.3501764E+002, 2.0000072E+001, 1.4190264E+002, 1.3718486E+002, 1.2104574E+002, 1.0115736E+002, 5.7396286E+001, 4.4680538E+001, 3.3927761E+001, 3.0614917E+001, 3.0420127E+001
 3.4001703E+002, 2.0000069E+001, 1.3815152E+002, 1.3155677E+002, 1.1341602E+002, 9.6720865E+001, 6.3261928E+001, 4.1926443E+001, 3.4841894E+001, 3.2246670E+001, 2.8266763E+001
 3.4502197E+002, 2.0000066E+001, 1.3893333E+002, 1.3340890E+002, 1.1082879E+002, 9.8581823E+001, 6.2552143E+001, 4.1864492E+001, 3.5326302E+001, 2.9605846E+001, 3.1410757E+001
 3.5002164E+002, 2.0000063E+001, 1.3585843E+002, 1.2886941E+002, 1.1281050E+002, 9.5824057E+001, 5.1275508E+001, 4.1179413E+001, 3.3030775E+001, 3.2180003E+001, 3.2567779E+001
 3.5500095E+002, 2.0000060E+001, 1.3370954E+002, 1.2536761E+002, 1.1077627E+002, 9.1728206E+001, 5.7119768E+001, 4.4646331E+001, 3.4744760E+001, 3.1300813E+001, 2.9816944E+001
 3.6001920E+002, 2.0000058E+001, 1.3351379E+002, 1.2587284E+002, 1.0768877E+002, 9.4520856E+001, 5.2026675E+001, 4.2852068E+001, 3.4755968E+001, 3.0454747E+001, 2.9722406E+001
 3.6500723E+002, 2.0000055E+001, 1.3103436E+002, 1.2315064E+002, 1.0684341E+002, 9.2757034E+001, 5.3596163E+001, 4.4444957E+001, 3.4830839E+001, 3.2819699E+001, 2.8374190E+001
 3.7000073E+002, 2.0000052E+001, 1.2992946E+002, 1.2170284E+002, 1.0615035E+002, 9.1565277E+001, 5.1119877E+001, 3.9627562E+001, 3.3952640E+001, 2.9670321E+001, 2.7482595E+001
 3.7500964E+002, 2.0000049E+001, 1.2580806E+002, 1.1907836E+002, 1.0217548E+002, 8.6004768E+001, 5.5095049E+001, 4.5474640E+001, 3.4038443E+001, 2.9201463E+001, 2.7876227E+001
 3.8001971E+002, 2.0000046E+001, 1.2625777E+002, 1.1764396E+002, 9.8106114E+001, 8.7114284E+001, 5.5155721E+001, 4.4856521E+001, 3.3615316E+001, 3.0329694E+001, 2.6850368E+001
 3.8502371E+002, 2.0000044E+001, 1.2486860E+002, 1.1762928E+002, 1.0011596E+002, 8.7185152E+001, 5.1837065E+001, 4.2699529E+001, 3.3023246E+001, 3.0443503E+001, 2.8395371E+001
 3.9001797E+002, 2.0000043E+001, 1.2320004E+002, 1.1424440E+002, 9.8222433E+001, 8.2057469E+001, 5.0265563E+001, 4.3636539E+001, 3.3105884E+001, 3.1330636E+001, 2.8265184E+001
 3.9502911E+002, 2.0000041E+001, 1.2167255E+002, 1.1114133E+002, 9.6180737E+001, 8.2636003E+001, 5.3717838E+001, 4.3139699E+001, 3.1873815E+001, 2.8771868E+001, 2.7786253E+001
 4.0000409E+002, 2.0000039E+001, 1.2102542E+002, 1.1072528E+002, 9.2786274E+001, 7.8085119E+001, 4.8414532E+001, 4.1666689E+001, 3.2499192E+001, 2.8882017E+001, 3.0350832E+001
