s,s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,mol/mol,mol/mol,C,C,mol/mol,mol/mol,C,C,mol/mol,mol/mol,C,C,mol/mol,mol/mol,C,C,mol/mol,mol/mol
 1.2000610E+002, 1.1753020E+002, 6.8305201E+002, 4.8296735E+002, 4.1981997E+002, 3.8905108E+002, 3.6660153E+002, 3.0976416E+002, 1.5352016E+002, 9.3732507E+001, 5.5314662E+001, 4.5529804E+001, 4.3041846E+001, 4.1558879E+001, 4.2002779E+001, 3.8581639E+001, 2.9546065E+001, 2.4281307E+001, 6.3587805E+001, 4.6585778E+001, 3.9936023E+001, 3.0463264E+001, 2.5138327E+001, 2.0218484E+001, 2.0630116E+001, 2.0523747E+001, 3.7136434E+001, 3.2266882E+001, 2.9341556E+001, 2.6828560E+001, 2.6230506E+001, 2.5686379E+001, 2.5430383E+001, 2.1430907E+001, 3.8908797E+002, 3.9770891E+002, 8.7232090E-004, 9.1632077E-002, 4.2156828E+001, 4.1723667E+001, 9.1923646E-005, 9.6560274E-003, 3.3167065E+001, 3.2981813E+001, 5.4593927E-005, 5.7347644E-003, 2.7745599E+001, 2.7599395E+001, 3.1540139E-005, 3.3131023E-003, 2.0353181E+001, 2.1083862E+001, 9.6234988E-006, 1.0108908E-003
 1.2501212E+002, 1.2248230E+002, 6.8768229E+002, 4.8338671E+002, 4.2675037E+002, 3.9828703E+002, 3.6475084E+002, 3.2816222E+002, 1.5882383E+002, 9.3859957E+001, 5.6137507E+001, 4.5961646E+001, 4.4203819E+001, 4.3845339E+001, 4.2841260E+001, 4.2235553E+001, 3.3448352E+001, 2.5914365E+001, 6.6968161E+001, 4.7326905E+001, 4.0551233E+001, 3.2897347E+001, 2.5586689E+001, 2.0359372E+001, 2.0505533E+001, 2.0575443E+001, 3.6577794E+001, 3.0727711E+001, 3.0596998E+001, 3.0082511E+001, 2.8625735E+001, 2.5880388E+001, 2.2250644E+001, 2.0497689E+001, 4.0167616E+002, 4.0850271E+002, 9.0839041E-004, 9.5420962E-002, 4.4676461E+001, 4.4223736E+001, 1.1186400E-004, 1.1750642E-002, 3.5420092E+001, 3.5184752E+001, 6.6831420E-005, 7.0202396E-003, 3.1010121E+001, 3.0829130E+001, 4.6714459E-005, 4.9070736E-003, 1.9865606E+001, 2.0597190E+001, 6.8852930E-006, 7.2325872E-004
 1.3000076E+002, 1.2752844E+002, 7.0483343E+002, 4.7242432E+002, 4.3131927E+002, 4.0923857E+002, 3.6869258E+002, 3.3429852E+002, 1.6704108E+002, 9.9668073E+001, 5.8786379E+001, 4.6934199E+001, 4.4844600E+001, 4.4533285E+001, 4.3803588E+001, 4.1356247E+001, 3.6589597E+001, 2.8544836E+001, 6.8895615E+001, 4.9144538E+001, 4.0912292E+001, 3.1429284E+001, 2.7208913E+001, 2.0349250E+001, 2.0528220E+001, 2.0545843E+001, 3.9158401E+001, 3.3293605E+001, 3.2838364E+001, 3.0131502E+001, 2.9131955E+001, 2.7153826E+001, 2.1940219E+001, 2.1131204E+001, 4.1350649E+002, 4.1940523E+002, 9.3448512E-004, 9.8162055E-002, 4.5273286E+001, 4.4793577E+001, 1.1904931E-004, 1.2505416E-002, 3.5418800E+001, 3.5199390E+001, 7.3236881E-005, 7.6930950E-003, 3.1174870E+001, 3.0999551E+001, 5.0576283E-005, 5.3127351E-003, 1.7242609E+001, 1.8040316E+001, 6.0505609E-006, 6.3557512E-004
 1.3500293E+002, 1.3250782E+002, 6.8676281E+002, 4.6032262E+002, 4.3710058E+002, 4.1336792E+002, 3.7883147E+002, 2.9829343E+002, 1.6031858E+002, 1.0234468E+002, 5.8047670E+001, 5.0448009E+001, 4.5484281E+001, 4.5296434E+001, 4.3877187E+001, 3.9599938E+001, 3.5801530E+001, 2.8609444E+001, 6.9573392E+001, 4.8013743E+001, 4.0854425E+001, 3.4060306E+001, 2.8755879E+001, 2.0764991E+001, 2.0456160E+001, 2.0611418E+001, 3.8517810E+001, 3.4887601E+001, 3.3580061E+001, 3.1144160E+001, 3.0260295E+001, 2.9099796E+001, 2.6789752E+001, 2.1762040E+001, 4.1567348E+002, 4.2054274E+002, 9.3338921E-004, 9.8046936E-002, 4.5806120E+001, 4.5333444E+001, 1.2701780E-004, 1.3342458E-002, 3.5951920E+001, 3.5711358E+001, 8.0642050E-005, 8.4709635E-003, 3.1983815E+001, 3.1792907E+001, 5.6150325E-005, 5.8982547E-003, 2.1623389E+001, 2.2293574E+001, 4.7112412E-006, 4.9488762E-004
 1.4000508E+002, 1.3750998E+002, 6.9779768E+002, 4.7744996E+002, 4.3569270E+002, 4.0086748E+002, 3.7700269E+002, 3.2410924E+002, 1.4882084E+002, 9.4497900E+001, 5.6542233E+001, 5.0557314E+001, 4.8123222E+001, 4.6227328E+001, 4.5200432E+001, 4.1897888E+001, 3.9168521E+001, 3.1268694E+001, 6.7384736E+001, 4.9893185E+001, 4.1910507E+001, 3.2556720E+001, 2.8295687E+001, 2.0647922E+001, 2.0415763E+001, 2.0506393E+001, 4.5672775E+001, 3.4554228E+001, 3.3369226E+001, 3.2012854E+001, 3.1625250E+001, 3.1088613E+001, 2.8660346E+001, 2.2451021E+001, 4.0799969E+002, 4.1444473E+002, 9.2549344E-004, 9.7217532E-002, 4.6954714E+001, 4.6521333E+001, 1.4122245E-004, 1.4834571E-002, 3.5564143E+001, 3.5342314E+001, 8.0564195E-005, 8.4627853E-003, 3.2591118E+001, 3.2374888E+001, 6.0160664E-005, 6.3195168E-003, 2.0114821E+001, 2.0834921E+001, 5.6849271E-006, 5.9716748E-004
 1.4500725E+002, 1.4251214E+002, 6.7249855E+002, 4.7987635E+002, 4.4522465E+002, 4.1067323E+002, 3.7997590E+002, 3.1037555E+002, 1.5138456E+002, 1.0336167E+002, 6.1115159E+001, 5.1315123E+001, 4.7041214E+001, 4.7313064E+001, 4.7523149E+001, 4.3675513E+001, 3.9772498E+001, 3.2614840E+001, 6.9396089E+001, 5.0518424E+001, 4.2359139E+001, 3.2724271E+001, 2.7926207E+001, 2.1002632E+001, 2.0463070E+001, 2.0579640E+001, 4.3437828E+001, 3.8759583E+001, 3.6577573E+001, 3.3679788E+001, 3.1892729E+001, 3.1047338E+001, 3.0722980E+001, 2.7094883E+001, 4.1815410E+002, 4.2355355E+002, 9.5077887E-004, 9.9873615E-002, 4.7222978E+001, 4.6797766E+001, 1.4260322E-004, 1.4979612E-002, 3.6036423E+001, 3.5797513E+001, 8.7510866E-005, 9.1924914E-003, 3.4877178E+001, 3.4609125E+001, 7.5953991E-005, 7.9785111E-003, 2.0064151E+001, 2.0651311E+001, 1.0247158E-005, 1.0764025E-003
 1.5000327E+002, 1.4752312E+002, 6.8567494E+002, 4.7430120E+002, 4.4582399E+002, 4.0958159E+002, 3.9609543E+002, 3.0734242E+002, 1.4909936E+002, 9.9064138E+001, 5.9786907E+001, 5.2597051E+001, 4.7019408E+001, 4.8284636E+001, 4.8159541E+001, 4.5274728E+001, 3.8673116E+001, 3.3204263E+001, 6.9825117E+001, 5.0255173E+001, 4.3136785E+001, 3.1897925E+001, 2.8343872E+001, 2.0781167E+001, 2.0420777E+001, 2.0592643E+001, 4.4620451E+001, 3.7448431E+001, 3.3872015E+001, 3.3064715E+001, 3.2732608E+001, 3.1767575E+001, 3.0101956E+001, 2.4035102E+001, 4.1713846E+002, 4.2283732E+002, 9.3278173E-004, 9.7983124E-002, 4.8312821E+001, 4.7867681E+001, 1.5308376E-004, 1.6080531E-002, 3.5325172E+001, 3.5088115E+001, 8.4617513E-005, 8.8885621E-003, 3.3530794E+001, 3.3324236E+001, 7.4602977E-005, 7.8365951E-003, 1.9037248E+001, 1.9676896E+001, 7.3175621E-006, 7.6866600E-004
 1.5500606E+002, 1.5254629E+002, 7.0727124E+002, 4.8512283E+002, 4.5054508E+002, 4.1029644E+002, 3.8793280E+002, 3.2515337E+002, 1.6218223E+002, 1.0403362E+002, 6.0348724E+001, 5.3240306E+001, 4.9316576E+001, 4.9207425E+001, 4.8980295E+001, 4.6325181E+001, 4.1049059E+001, 3.5654521E+001, 6.7190825E+001, 5.0933955E+001, 4.4111703E+001, 3.2453157E+001, 2.7349993E+001, 2.0484061E+001, 2.0561948E+001, 2.0717415E+001, 4.2872638E+001, 4.0386831E+001, 3.6367146E+001, 3.3936211E+001, 3.3005163E+001, 3.2317665E+001, 2.9094583E+001, 2.3839956E+001, 4.2478360E+002, 4.2961840E+002, 9.7442621E-004, 1.0235763E-001, 4.9821869E+001, 4.9385278E+001, 1.7284942E-004, 1.8156794E-002, 3.6570522E+001, 3.6284988E+001, 9.4723833E-005, 9.9501703E-003, 3.4587593E+001, 3.4368958E+001, 8.2184771E-005, 8.6330170E-003, 1.6517704E+001, 1.7249889E+001, 8.4813078E-006, 8.9091050E-004
 1.6000374E+002, 1.5751294E+002, 7.0501452E+002, 4.8734563E+002, 4.4715500E+002, 4.0675462E+002, 3.8986210E+002, 3.3835284E+002, 1.5821738E+002, 1.0291359E+002, 6.4743836E+001, 5.0941320E+001, 4.9630665E+001, 4.9028382E+001, 4.8453098E+001, 4.5571010E+001, 4.1888217E+001, 3.5682610E+001, 7.0025354E+001, 4.9924052E+001, 4.3450224E+001, 3.2931307E+001, 2.8788742E+001, 2.0805615E+001, 2.0536564E+001, 2.0826907E+001, 4.3256804E+001, 3.9036285E+001, 3.7363178E+001, 3.6964187E+001, 3.6976126E+001, 3.4741251E+001, 3.2392245E+001, 2.7293363E+001, 4.1024773E+002, 4.1800850E+002, 9.2173062E-004, 9.6822272E-002, 4.9672708E+001, 4.9213976E+001, 1.7726205E-004, 1.8620315E-002, 3.6463615E+001, 3.6198968E+001, 9.6353255E-005, 1.0121331E-002, 3.7565431E+001, 3.7278099E+001, 1.0293086E-004, 1.0812270E-002, 1.8675982E+001, 1.9392541E+001, 1.2218934E-005, 1.2835257E-003
 1.6500594E+002, 1.6252766E+002, 6.9434632E+002, 4.7963134E+002, 4.4754466E+002, 4.1242701E+002, 4.0349917E+002, 3.1856023E+002, 1.4855588E+002, 1.0158619E+002, 5.9900569E+001, 5.2095736E+001, 5.0539020E+001, 4.9826906E+001, 4.9479684E+001, 4.7757449E+001, 4.1890684E+001, 3.6169654E+001, 7.2272358E+001, 5.1159409E+001, 4.4733631E+001, 3.3528432E+001, 2.9783628E+001, 2.1755096E+001, 2.0440092E+001, 2.0764079E+001, 4.3086479E+001, 4.1824996E+001, 3.8253287E+001, 3.7315639E+001, 3.6362887E+001, 3.6765128E+001, 3.3534609E+001, 2.6711899E+001, 4.2101833E+002, 4.2755213E+002, 9.4233812E-004, 9.8986966E-002, 5.0649192E+001, 5.0189586E+001, 1.8700946E-004, 1.9644222E-002, 3.7730395E+001, 3.7451231E+001, 1.0846133E-004, 1.1393212E-002, 3.7706198E+001, 3.7425025E+001, 1.0649664E-004, 1.1186833E-002, 1.5745383E+001, 1.6532947E+001, 8.1815055E-006, 8.5941807E-004
 1.7000330E+002, 1.6750525E+002, 7.0775555E+002, 4.9514982E+002, 4.5492091E+002, 4.1762822E+002, 3.9369644E+002, 3.2034530E+002, 1.6522989E+002, 9.9255503E+001, 6.2348401E+001, 5.2539518E+001, 5.1031319E+001, 5.0851136E+001, 4.9389648E+001, 4.7082445E+001, 4.1955144E+001, 3.5531334E+001, 7.1800854E+001, 5.1358759E+001, 4.4525651E+001, 3.3562323E+001, 3.0308624E+001, 2.1225122E+001, 2.0727658E+001, 2.0897928E+001, 4.2053992E+001, 3.9608480E+001, 4.0586053E+001, 3.7922051E+001, 3.6862292E+001, 3.6059394E+001, 3.3133169E+001, 2.6447870E+001, 4.2915378E+002, 4.3468996E+002, 9.6077499E-004, 1.0092365E-001, 5.1436024E+001, 5.0963335E+001, 1.9989953E-004, 2.0998246E-002, 3.7367046E+001, 3.7144778E+001, 1.1037512E-004, 1.1594244E-002, 3.9227176E+001, 3.8863127E+001, 1.1732631E-004, 1.2324425E-002, 1.7494116E+001, 1.8295793E+001, 7.8076317E-006, 8.2014487E-004
 1.7500366E+002, 1.7250764E+002, 7.2681117E+002, 4.8589356E+002, 4.4695491E+002, 4.2002097E+002, 3.9539764E+002, 3.2739936E+002, 1.6287098E+002, 1.0372791E+002, 6.2243909E+001, 5.3286460E+001, 5.1728263E+001, 5.0659218E+001, 4.9341121E+001, 4.7489997E+001, 4.1315402E+001, 3.5441582E+001, 7.0446849E+001, 5.3301247E+001, 4.5150810E+001, 3.4936814E+001, 3.0211115E+001, 2.1672117E+001, 2.0580584E+001, 2.1044538E+001, 4.3726057E+001, 4.0930408E+001, 4.1576290E+001, 3.8261327E+001, 3.7107668E+001, 3.6476706E+001, 3.4385410E+001, 2.6579163E+001, 4.2096154E+002, 4.2853941E+002, 9.2977296E-004, 9.7667071E-002, 5.1405214E+001, 5.0912549E+001, 2.0008885E-004, 2.1018134E-002, 3.9188096E+001, 3.8922010E+001, 1.3033481E-004, 1.3690889E-002, 3.9799251E+001, 3.9375348E+001, 1.2509151E-004, 1.3140113E-002, 1.6989214E+001, 1.7808561E+001, 3.8757551E-006, 4.0712482E-004
 1.8000446E+002, 1.7750604E+002, 7.1979112E+002, 4.9861145E+002, 4.5459755E+002, 4.1832382E+002, 3.8032357E+002, 3.2789033E+002, 1.6462756E+002, 9.5493108E+001, 6.3564516E+001, 5.3983233E+001, 5.1216784E+001, 5.0732660E+001, 5.0011206E+001, 4.6418226E+001, 4.2484310E+001, 3.6489711E+001, 7.2773897E+001, 5.3546232E+001, 4.5913986E+001, 3.4756065E+001, 2.9753689E+001, 2.1713270E+001, 2.0426786E+001, 2.0973098E+001, 4.4342905E+001, 4.2843485E+001, 3.9268046E+001, 3.8346797E+001, 3.6999169E+001, 3.5017108E+001, 3.3226157E+001, 2.7971317E+001, 4.2349169E+002, 4.3096704E+002, 9.5007123E-004, 9.9799283E-002, 5.1140483E+001, 5.0663773E+001, 2.0222949E-004, 2.1242994E-002, 3.9022672E+001, 3.8767928E+001, 1.3249466E-004, 1.3917769E-002, 3.9181452E+001, 3.8875227E+001, 1.2857696E-004, 1.3506238E-002, 1.6986933E+001, 1.7792256E+001, 1.1175748E-005, 1.1739453E-003
 1.8500883E+002, 1.8254234E+002, 7.3044771E+002, 5.0503827E+002, 4.6269843E+002, 4.2414460E+002, 4.1214724E+002, 3.3028839E+002, 1.5008131E+002, 1.0059420E+002, 6.1969507E+001, 5.3618455E+001, 5.0608780E+001, 4.8883481E+001, 4.9045728E+001, 4.8136113E+001, 4.5419020E+001, 3.9108063E+001, 7.4764139E+001, 5.3876253E+001, 4.6934675E+001, 3.5762979E+001, 3.0406919E+001, 2.3072220E+001, 2.0433970E+001, 2.0737141E+001, 4.5084319E+001, 4.2060190E+001, 4.0135616E+001, 3.8983527E+001, 3.8611044E+001, 3.5894515E+001, 3.4321747E+001, 2.8200603E+001, 4.3023743E+002, 4.3780534E+002, 9.4698026E-004, 9.9474594E-002, 4.9565328E+001, 4.9132244E+001, 1.9457259E-004, 2.0438683E-002, 3.9730491E+001, 3.9460279E+001, 1.4344538E-004, 1.5068076E-002, 3.9815807E+001, 3.9520224E+001, 1.3801652E-004, 1.4497807E-002, 1.5167250E+001, 1.6096264E+001, 6.2346634E-006, 6.5491398E-004
 1.9000432E+002, 1.8753420E+002, 7.0956408E+002, 4.9171561E+002, 4.6433712E+002, 4.2575558E+002, 3.9584356E+002, 3.2051821E+002, 1.6379881E+002, 1.0377119E+002, 6.5496086E+001, 5.3164034E+001, 5.0783675E+001, 5.0138199E+001, 4.9443844E+001, 4.7917919E+001, 4.4131786E+001, 3.7917017E+001, 7.5178945E+001, 5.2389295E+001, 4.5624247E+001, 3.5806783E+001, 3.0184841E+001, 2.3140016E+001, 2.0596553E+001, 2.0850752E+001, 4.6509284E+001, 4.0226738E+001, 3.9442100E+001, 3.8943964E+001, 3.8607939E+001, 3.7332655E+001, 3.5234070E+001, 3.0174247E+001, 4.3217207E+002, 4.3925531E+002, 9.5389583E-004, 1.0020103E-001, 5.0625201E+001, 5.0202640E+001, 2.1847042E-004, 2.2949007E-002, 3.9050227E+001, 3.8810858E+001, 1.4228903E-004, 1.4946609E-002, 3.9596146E+001, 3.9332671E+001, 1.4255884E-004, 1.4974951E-002, 1.7511425E+001, 1.8358424E+001, 8.8461209E-006, 9.2923192E-004
 1.9500307E+002, 1.9251598E+002, 7.2069529E+002, 4.9720769E+002, 4.6670186E+002, 4.3329662E+002, 4.1171044E+002, 3.3280891E+002, 1.6656058E+002, 1.1029689E+002, 6.4583659E+001, 5.3638732E+001, 5.2163110E+001, 5.0557655E+001, 4.9786586E+001, 4.7285655E+001, 4.4986918E+001, 4.0406445E+001, 7.3212877E+001, 5.4017173E+001, 4.6829089E+001, 3.6363023E+001, 3.0917871E+001, 2.2746792E+001, 2.0634192E+001, 2.1302177E+001, 4.7119356E+001, 4.3071328E+001, 4.1189296E+001, 3.9730832E+001, 3.8706916E+001, 3.7701869E+001, 3.6799867E+001, 3.2770507E+001, 4.4098287E+002, 4.4673638E+002, 9.9696162E-004, 1.0472484E-001, 5.1665485E+001, 5.1250776E+001, 2.2681645E-004, 2.3825707E-002, 4.0221577E+001, 3.9958278E+001, 1.5617050E-004, 1.6404774E-002, 4.0246212E+001, 3.9962224E+001, 1.4972552E-004, 1.5727768E-002, 1.7739970E+001, 1.8654616E+001, 6.4023472E-006, 6.7252816E-004
 2.0000684E+002, 1.9749659E+002, 7.1551616E+002, 4.9823754E+002, 4.6916301E+002, 4.3292245E+002, 4.1732931E+002, 3.3145253E+002, 1.7032845E+002, 1.0004711E+002, 6.5700912E+001, 5.2900252E+001, 5.1019681E+001, 5.0144156E+001, 5.0612364E+001, 4.6961189E+001, 4.4351045E+001, 3.9480295E+001, 7.5390808E+001, 5.4724062E+001, 4.6017873E+001, 3.5313461E+001, 3.0633222E+001, 2.2846769E+001, 2.0625102E+001, 2.1105946E+001, 5.0224861E+001, 4.3812032E+001, 4.0963606E+001, 4.0680028E+001, 3.9301612E+001, 3.8587848E+001, 3.5524717E+001, 2.9578438E+001, 4.3842132E+002, 4.4539523E+002, 9.4670876E-004, 9.9446075E-002, 5.1134933E+001, 5.0731548E+001, 2.2584598E-004, 2.3723765E-002, 3.8459071E+001, 3.8245788E+001, 1.4467568E-004, 1.5197312E-002, 4.1338405E+001, 4.1030304E+001, 1.5851505E-004, 1.6651055E-002, 1.7079321E+001, 1.8017809E+001, 8.4127824E-006, 8.8371232E-004
 2.0500897E+002, 2.0248333E+002, 7.3298069E+002, 5.0278822E+002, 4.6216729E+002, 4.3311347E+002, 4.0071703E+002, 3.6979217E+002, 1.7418998E+002, 9.4814382E+001, 6.6015067E+001, 5.5249402E+001, 5.0443876E+001, 5.0891438E+001, 5.0793949E+001, 4.7651691E+001, 4.5189424E+001, 4.1226117E+001, 7.1303472E+001, 5.3467172E+001, 4.7066194E+001, 3.5889501E+001, 3.1576870E+001, 2.3977202E+001, 2.0870541E+001, 2.0990637E+001, 4.6055526E+001, 4.5487251E+001, 4.2677047E+001, 4.1035193E+001, 3.9527709E+001, 3.7544247E+001, 3.5315682E+001, 2.9808077E+001, 4.3732592E+002, 4.4503931E+002, 9.7093654E-004, 1.0199106E-001, 5.1005899E+001, 5.0646685E+001, 2.3155335E-004, 2.4323290E-002, 4.0018930E+001, 3.9775107E+001, 1.6408191E-004, 1.7235820E-002, 4.1825070E+001, 4.1507891E+001, 1.6729384E-004, 1.7573214E-002, 2.0559977E+001, 2.1373311E+001, 1.7562355E-005, 1.8448200E-003
 2.1000421E+002, 2.0751042E+002, 7.4599171E+002, 5.6324485E+002, 4.8955103E+002, 4.5173013E+002, 4.1081300E+002, 3.5551437E+002, 1.7999131E+002, 1.1751740E+002, 6.6768831E+001, 5.6698549E+001, 5.3243474E+001, 5.1740757E+001, 5.1066604E+001, 4.8754972E+001, 4.5811803E+001, 4.0954713E+001, 7.8795482E+001, 5.5073639E+001, 4.7236760E+001, 3.4564863E+001, 2.9925810E+001, 2.4499419E+001, 2.0805471E+001, 2.1449421E+001, 4.6022592E+001, 4.5228476E+001, 4.4056962E+001, 4.2403374E+001, 4.0554041E+001, 3.9459987E+001, 3.6880218E+001, 3.1569012E+001, 4.5135046E+002, 4.5954978E+002, 9.8439377E-004, 1.0340466E-001, 5.2428330E+001, 5.2051614E+001, 2.4796988E-004, 2.6047748E-002, 3.9376971E+001, 3.9165127E+001, 1.5985809E-004, 1.6792134E-002, 4.3275601E+001, 4.2897407E+001, 1.8076319E-004, 1.8988088E-002, 2.1502049E+001, 2.2371766E+001, 1.8619520E-005, 1.9558689E-003
 2.1501016E+002, 2.1248435E+002, 6.9219184E+002, 5.2046031E+002, 4.7551924E+002, 4.4018297E+002, 4.1922295E+002, 3.4935927E+002, 1.8105522E+002, 1.0029237E+002, 7.0514768E+001, 5.6350606E+001, 5.3218848E+001, 5.2075092E+001, 5.0529923E+001, 4.8246326E+001, 4.5319447E+001, 4.0200423E+001, 7.1766674E+001, 5.4548926E+001, 4.7216674E+001, 3.3914126E+001, 3.0421258E+001, 2.3446109E+001, 2.0408110E+001, 2.0785148E+001, 4.6391368E+001, 4.5424110E+001, 4.1899307E+001, 4.0439020E+001, 4.0247479E+001, 3.8236910E+001, 3.6754767E+001, 3.1340852E+001, 4.4339314E+002, 4.5123324E+002, 9.4431965E-004, 9.9195113E-002, 5.3172029E+001, 5.2806121E+001, 2.6029288E-004, 2.7342205E-002, 3.9887805E+001, 3.9647074E+001, 1.6783794E-004, 1.7630368E-002, 4.0829635E+001, 4.0573076E+001, 1.7270885E-004, 1.8142028E-002, 2.1653795E+001, 2.2429244E+001, 1.6331004E-005, 1.7154740E-003
 2.2000278E+002, 2.1752243E+002, 7.6128365E+002, 5.4369710E+002, 4.7178522E+002, 4.3680756E+002, 4.0717414E+002, 3.6113301E+002, 1.7732795E+002, 1.2606336E+002, 6.6044236E+001, 5.6602401E+001, 5.4261667E+001, 5.2768791E+001, 5.2112871E+001, 4.9166388E+001, 4.7119234E+001, 4.1646595E+001, 7.6064454E+001, 5.5197283E+001, 4.7185570E+001, 3.3869999E+001, 3.0226041E+001, 2.3301060E+001, 2.0728066E+001, 2.0900911E+001, 4.9951140E+001, 4.4506127E+001, 4.1304851E+001, 4.0666935E+001, 3.9852401E+001, 3.8905016E+001, 3.7109425E+001, 3.3435802E+001, 4.3735135E+002, 4.4738947E+002, 9.5187171E-004, 9.9988412E-002, 5.3562102E+001, 5.3163321E+001, 2.6392764E-004, 2.7724015E-002, 3.8962206E+001, 3.8770033E+001, 1.6158126E-004, 1.6973142E-002, 4.1243004E+001, 4.0977578E+001, 1.8029806E-004, 1.8939229E-002, 2.2221168E+001, 2.2973873E+001, 1.8873279E-005, 1.9825247E-003
 2.2500790E+002, 2.2256889E+002, 7.2863149E+002, 5.3317503E+002, 4.7494012E+002, 4.4055136E+002, 4.3101359E+002, 3.6063870E+002, 1.6789299E+002, 1.1645677E+002, 6.7382685E+001, 5.7756966E+001, 5.4321533E+001, 5.2685502E+001, 5.1393756E+001, 4.8411698E+001, 4.7053700E+001, 4.0869564E+001, 7.6989665E+001, 5.5202748E+001, 4.7309156E+001, 3.5899634E+001, 3.1852628E+001, 2.1850683E+001, 2.0641129E+001, 2.1009186E+001, 4.9028575E+001, 4.5929667E+001, 4.4626379E+001, 4.2073019E+001, 4.1646698E+001, 4.0791050E+001, 3.9011825E+001, 3.7393764E+001, 4.4485224E+002, 4.5365799E+002, 9.5628343E-004, 1.0045184E-001, 5.3893055E+001, 5.3444997E+001, 2.6826983E-004, 2.8180136E-002, 3.9563347E+001, 3.9352360E+001, 1.7087260E-004, 1.7949142E-002, 4.2950817E+001, 4.2625317E+001, 1.9205567E-004, 2.0174295E-002, 1.9683221E+001, 2.0720199E+001, 1.0336232E-005, 1.0857592E-003
 2.3000639E+002, 2.2747604E+002, 7.4171862E+002, 5.3007366E+002, 4.8302267E+002, 4.4780114E+002, 4.1697610E+002, 3.5115231E+002, 1.9318371E+002, 1.1676648E+002, 6.8588277E+001, 5.8977550E+001, 5.6417374E+001, 5.4452461E+001, 5.2769549E+001, 4.9964806E+001, 4.6929231E+001, 4.2846295E+001, 7.4969182E+001, 5.5120705E+001, 4.6865502E+001, 3.5543493E+001, 3.0756024E+001, 2.2863739E+001, 2.0656630E+001, 2.0800698E+001, 4.7107598E+001, 4.6685861E+001, 4.3327097E+001, 4.1605770E+001, 4.1644718E+001, 4.0639119E+001, 3.8574583E+001, 3.6487230E+001, 4.5302275E+002, 4.6054958E+002, 9.7466738E-004, 1.0238296E-001, 5.5389173E+001, 5.4905733E+001, 2.7344741E-004, 2.8724009E-002, 3.8744006E+001, 3.8565818E+001, 1.6652031E-004, 1.7491959E-002, 4.2247286E+001, 4.1995355E+001, 1.9312346E-004, 2.0286461E-002, 2.1597632E+001, 2.2421582E+001, 1.9956150E-005, 2.0962738E-003
 2.3500191E+002, 2.3250647E+002, 7.4971002E+002, 5.3797087E+002, 4.7221966E+002, 4.5081161E+002, 4.3326937E+002, 3.6918865E+002, 1.8390620E+002, 1.1047457E+002, 7.0493361E+001, 5.9043970E+001, 5.4595206E+001, 5.4892821E+001, 5.3647773E+001, 4.9690855E+001, 4.6313938E+001, 4.2546966E+001, 7.3025889E+001, 5.4926784E+001, 4.8033443E+001, 3.6266913E+001, 3.0335892E+001, 2.4086897E+001, 2.0834982E+001, 2.0907227E+001, 4.9259091E+001, 4.6654216E+001, 4.4785737E+001, 4.2932684E+001, 4.1819439E+001, 4.0270460E+001, 3.7729202E+001, 3.3514533E+001, 4.4786469E+002, 4.5855733E+002, 9.2009739E-004, 9.6650711E-002, 5.4432468E+001, 5.4028256E+001, 2.7419446E-004, 2.8802482E-002, 4.0481444E+001, 4.0276434E+001, 1.8895659E-004, 1.9848756E-002, 4.3910054E+001, 4.3576326E+001, 2.0767702E-004, 2.1815224E-002, 1.9965081E+001, 2.0891157E+001, 1.9880939E-005, 2.0883734E-003
 2.4000740E+002, 2.3754207E+002, 7.3040702E+002, 5.3124286E+002, 4.8287568E+002, 4.5380764E+002, 4.2303244E+002, 3.6848218E+002, 1.9365928E+002, 1.2261791E+002, 6.9365044E+001, 5.9486294E+001, 5.4727827E+001, 5.4602444E+001, 5.3388429E+001, 5.0846767E+001, 4.6704222E+001, 4.2577484E+001, 8.0325341E+001, 5.7049559E+001, 4.7641656E+001, 3.5183668E+001, 3.0303529E+001, 2.5132538E+001, 2.0516564E+001, 2.1218638E+001, 4.9438619E+001, 4.6215775E+001, 4.4063217E+001, 4.2915477E+001, 4.1901316E+001, 3.9813799E+001, 3.6904696E+001, 3.1843141E+001, 4.5760604E+002, 4.6652573E+002, 9.8719304E-004, 1.0369871E-001, 5.5568109E+001, 5.5188399E+001, 2.8445458E-004, 2.9880246E-002, 3.9464139E+001, 3.9304556E+001, 1.7969428E-004, 1.8875806E-002, 4.3790963E+001, 4.3497038E+001, 2.1321772E-004, 2.2397242E-002, 1.8813993E+001, 1.9754882E+001, 1.3255846E-005, 1.3924471E-003
