s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
 1.7320038E+002, 4.7813822E+002, 5.6826958E+002, 5.6466162E+002, 5.2448388E+002, 4.9775637E+002, 3.6240650E+002, 1.1085410E+002, 6.6428982E+001, 2.5782365E+002, 1.8590880E+002, 1.3468781E+002, 6.9809476E+001, 3.0792480E+001, 2.8153774E+001, 2.4505435E+001, 2.2233574E+001
 1.7331366E+002, 4.7919437E+002, 5.6877847E+002, 5.6187964E+002, 5.2710599E+002, 5.0074743E+002, 3.7580863E+002, 1.1315149E+002, 6.5764094E+001, 2.4832410E+002, 1.8469792E+002, 1.3233981E+002, 6.9133699E+001, 3.0541371E+001, 2.8016486E+001, 2.4296701E+001, 2.2258319E+001
 1.7341075E+002, 4.9053415E+002, 5.6500871E+002, 5.5919227E+002, 5.3295503E+002, 5.0666219E+002, 3.8176571E+002, 1.1511059E+002, 6.5304715E+001, 2.4772621E+002, 1.8339060E+002, 1.3036700E+002, 6.8487351E+001, 3.0341164E+001, 2.7870688E+001, 2.4130880E+001, 2.2274455E+001
 1.7350786E+002, 4.8859075E+002, 5.6209362E+002, 5.5680345E+002, 5.4097157E+002, 5.1180800E+002, 3.7920698E+002, 1.1794490E+002, 6.5529777E+001, 2.5211084E+002, 1.8223895E+002, 1.2903549E+002, 6.7723212E+001, 3.0086243E+001, 2.7697020E+001, 2.4030244E+001, 2.2302758E+001
 1.7360495E+002, 4.7861400E+002, 5.6054444E+002, 5.5481741E+002, 5.4944565E+002, 5.1066008E+002, 3.6781961E+002, 1.2116168E+002, 6.5773240E+001, 2.5347026E+002, 1.8112751E+002, 1.2834042E+002, 6.6733602E+001, 2.9830288E+001, 2.7496455E+001, 2.3939795E+001, 2.2298609E+001
 1.7370204E+002, 4.7269716E+002, 5.5928492E+002, 5.5301789E+002, 5.5306910E+002, 5.0346983E+002, 3.5118525E+002, 1.2460876E+002, 6.6142776E+001, 2.5269561E+002, 1.7986245E+002, 1.2827086E+002, 6.5411481E+001, 2.9540738E+001, 2.7284554E+001, 2.3931619E+001, 2.2353049E+001
 1.7381534E+002, 4.6538510E+002, 5.5696113E+002, 5.5065096E+002, 5.4678438E+002, 4.9739809E+002, 3.3597023E+002, 1.2883621E+002, 6.6481174E+001, 2.6777813E+002, 1.7815553E+002, 1.2862070E+002, 6.3568077E+001, 2.9288024E+001, 2.7127247E+001, 2.4021091E+001, 2.2453491E+001
 1.7391243E+002, 4.6659670E+002, 5.5351565E+002, 5.4743431E+002, 5.3656674E+002, 4.9972620E+002, 3.3028982E+002, 1.3306766E+002, 6.6995042E+001, 2.6968123E+002, 1.7597544E+002, 1.2874940E+002, 6.1267903E+001, 2.8994660E+001, 2.6952409E+001, 2.4145318E+001, 2.2565645E+001
 1.7400952E+002, 4.7180650E+002, 5.5033543E+002, 5.4415964E+002, 5.2965655E+002, 5.1305213E+002, 3.3501220E+002, 1.3744246E+002, 6.7351826E+001, 2.5383946E+002, 1.7356590E+002, 1.2801419E+002, 5.8916815E+001, 2.8817391E+001, 2.6840511E+001, 2.4259998E+001, 2.2651602E+001
 1.7410663E+002, 4.7262633E+002, 5.4756453E+002, 5.4166949E+002, 5.2608163E+002, 5.3394897E+002, 3.4760550E+002, 1.4174905E+002, 6.7565007E+001, 2.4975833E+002, 1.7084243E+002, 1.2612639E+002, 5.6471836E+001, 2.8600627E+001, 2.6707917E+001, 2.4340557E+001, 2.2703783E+001
 1.7420372E+002, 4.7437086E+002, 5.4500399E+002, 5.4068636E+002, 5.2703289E+002, 5.4576342E+002, 3.6313725E+002, 1.4704936E+002, 6.7816745E+001, 2.5140349E+002, 1.6794101E+002, 1.2334666E+002, 5.4170735E+001, 2.8385835E+001, 2.6581006E+001, 2.4415026E+001, 2.2722781E+001
 1.7430083E+002, 4.8810400E+002, 5.4350825E+002, 5.4109071E+002, 5.3088261E+002, 5.3353172E+002, 3.7295317E+002, 1.5224433E+002, 6.7719078E+001, 2.4766020E+002, 1.6521538E+002, 1.2029325E+002, 5.2262585E+001, 2.8228152E+001, 2.6498920E+001, 2.4465271E+001, 2.2699599E+001
 1.7441411E+002, 4.9106224E+002, 5.4411183E+002, 5.4279544E+002, 5.3357341E+002, 5.1881116E+002, 3.7243887E+002, 1.5754701E+002, 6.7157928E+001, 2.3599513E+002, 1.6305917E+002, 1.1737076E+002, 5.0734704E+001, 2.8054891E+001, 2.6417960E+001, 2.4505432E+001, 2.2647883E+001
 1.7451120E+002, 4.7579166E+002, 5.4593463E+002, 5.4424926E+002, 5.3393441E+002, 5.0890495E+002, 3.6291646E+002, 1.6191243E+002, 6.6587152E+001, 2.2696066E+002, 1.6230715E+002, 1.1528932E+002, 4.9916248E+001, 2.7949368E+001, 2.6351782E+001, 2.4514227E+001, 2.2548978E+001
 1.7460831E+002, 4.8254689E+002, 5.4842807E+002, 5.4516537E+002, 5.3359370E+002, 5.0531700E+002, 3.4979989E+002, 1.6364691E+002, 6.6360525E+001, 2.2571935E+002, 1.6313102E+002, 1.1431557E+002, 4.9609403E+001, 2.7814782E+001, 2.6295393E+001, 2.4532093E+001, 2.2439928E+001
 1.7470540E+002, 4.9618799E+002, 5.5207217E+002, 5.4670898E+002, 5.3200814E+002, 5.0316656E+002, 3.3601822E+002, 1.5923589E+002, 6.6184942E+001, 2.2783706E+002, 1.6527733E+002, 1.1435209E+002, 4.9613377E+001, 2.7673258E+001, 2.6234256E+001, 2.4551190E+001, 2.2323819E+001
 1.7480251E+002, 5.1169175E+002, 5.5686459E+002, 5.4827976E+002, 5.2992811E+002, 5.0109355E+002, 3.2446329E+002, 1.5234382E+002, 6.6156075E+001, 2.2748167E+002, 1.6845141E+002, 1.1543888E+002, 5.0136936E+001, 2.7598949E+001, 2.6202512E+001, 2.4564201E+001, 2.2181626E+001
 1.7491579E+002, 5.3534666E+002, 5.6099242E+002, 5.5073806E+002, 5.2919666E+002, 5.0126723E+002, 3.1830772E+002, 1.4450263E+002, 6.6054489E+001, 2.2682712E+002, 1.7252723E+002, 1.1765320E+002, 5.1340836E+001, 2.7522554E+001, 2.6184315E+001, 2.4599943E+001, 2.2047541E+001
 1.7501288E+002, 5.3189653E+002, 5.6605689E+002, 5.5573616E+002, 5.3268149E+002, 5.0683397E+002, 3.2118161E+002, 1.3758253E+002, 6.6170801E+001, 2.3298513E+002, 1.7677894E+002, 1.2063850E+002, 5.3270999E+001, 2.7530351E+001, 2.6208647E+001, 2.4633223E+001, 2.1921528E+001
 1.7510999E+002, 5.1523271E+002, 5.7473824E+002, 5.6146439E+002, 5.3935767E+002, 5.1354102E+002, 3.3494534E+002, 1.3218349E+002, 6.6099501E+001, 2.3436176E+002, 1.8034248E+002, 1.2367364E+002, 5.5733042E+001, 2.7569566E+001, 2.6237960E+001, 2.4626224E+001, 2.1824832E+001
 1.7520708E+002, 5.0383122E+002, 5.8071487E+002, 5.6646866E+002, 5.4628527E+002, 5.1462282E+002, 3.6105516E+002, 1.2792681E+002, 6.6042683E+001, 2.2488229E+002, 1.8323670E+002, 1.2656375E+002, 5.8746542E+001, 2.7586836E+001, 2.6236361E+001, 2.4529409E+001, 2.1761585E+001
 1.7530418E+002, 4.9488742E+002, 5.8066704E+002, 5.6877139E+002, 5.5128684E+002, 5.1300272E+002, 3.9485947E+002, 1.2646418E+002, 6.6509690E+001, 2.1699025E+002, 1.8540614E+002, 1.2904389E+002, 6.2179064E+001, 2.7685794E+001, 2.6276910E+001, 2.4331055E+001, 2.1733786E+001
 1.7540128E+002, 4.8876247E+002, 5.7706826E+002, 5.6489646E+002, 5.5533647E+002, 5.2153999E+002, 4.2976052E+002, 1.2633332E+002, 6.7224587E+001, 2.1791989E+002, 1.8694658E+002, 1.3104505E+002, 6.5821820E+001, 2.7753457E+001, 2.6272949E+001, 2.3966281E+001, 2.1710130E+001
 1.7551456E+002, 4.8389338E+002, 5.6800309E+002, 5.6780054E+002, 5.6101161E+002, 5.4183186E+002, 4.6101045E+002, 1.2753874E+002, 6.7773438E+001, 2.2603923E+002, 1.8777484E+002, 1.3288287E+002, 6.9841682E+001, 2.7789611E+001, 2.6262572E+001, 2.3464295E+001, 2.1724958E+001
 1.7561166E+002, 4.8093576E+002, 5.6420528E+002, 6.0366826E+002, 5.6404650E+002, 5.5711444E+002, 4.8440188E+002, 1.2639641E+002, 6.8427684E+001, 2.3429190E+002, 1.8770448E+002, 1.3520210E+002, 7.3813555E+001, 2.7871900E+001, 2.6283096E+001, 2.2889565E+001, 2.1751826E+001
 1.7570876E+002, 4.8101161E+002, 5.8138205E+002, 6.1526299E+002, 5.6223351E+002, 5.5889326E+002, 4.8597424E+002, 1.2290881E+002, 6.8717557E+001, 2.3118397E+002, 1.8659043E+002, 1.3837376E+002, 7.7261695E+001, 2.7909526E+001, 2.6296010E+001, 2.2408605E+001, 2.1779944E+001
 1.7580586E+002, 4.7945492E+002, 6.1421698E+002, 6.1455799E+002, 5.5992767E+002, 5.5645592E+002, 4.6323464E+002, 1.2162543E+002, 6.9147834E+001, 2.2346572E+002, 1.8461277E+002, 1.4229253E+002, 8.0293505E+001, 2.7900253E+001, 2.6278725E+001, 2.2040832E+001, 2.1788558E+001
 1.7590295E+002, 4.7739531E+002, 6.2747743E+002, 6.4571406E+002, 5.5795090E+002, 5.5492789E+002, 4.2060257E+002, 1.2251616E+002, 6.9787382E+001, 2.2050317E+002, 1.8210381E+002, 1.4574114E+002, 8.2685803E+001, 2.7834344E+001, 2.6247189E+001, 2.1857290E+001, 2.1784595E+001
 1.7600006E+002, 4.7726236E+002, 6.1809697E+002, 5.8873699E+002, 5.5573045E+002, 5.5753462E+002, 3.5533198E+002, 1.2511361E+002, 7.0797537E+001, 2.2032097E+002, 1.7950265E+002, 1.4744478E+002, 8.4253058E+001, 2.7714639E+001, 2.6219956E+001, 2.1874251E+001, 2.1777743E+001
 1.7611334E+002, 4.8283103E+002, 5.6729649E+002, 5.8723651E+002, 5.5385187E+002, 5.5961693E+002, 2.8268092E+002, 1.2909353E+002, 7.2017809E+001, 2.1834578E+002, 1.7722418E+002, 1.4672437E+002, 8.4923521E+001, 2.7585019E+001, 2.6202802E+001, 2.2074925E+001, 2.1772548E+001
 1.7621043E+002, 4.8851186E+002, 5.8504111E+002, 5.6994653E+002, 5.5498396E+002, 5.4790108E+002, 2.3315915E+002, 1.3449454E+002, 7.3762031E+001, 2.1342293E+002, 1.7599973E+002, 1.4392787E+002, 8.4458399E+001, 2.7448019E+001, 2.6183241E+001, 2.2358095E+001, 2.1755064E+001
 1.7630754E+002, 4.8521920E+002, 5.7705772E+002, 5.5329024E+002, 5.5728362E+002, 6.3136884E+002, 2.0835848E+002, 1.3867021E+002, 7.5340165E+001, 2.1066216E+002, 1.7606861E+002, 1.4041816E+002, 8.2978584E+001, 2.7322226E+001, 2.6164858E+001, 2.2636824E+001, 2.1757962E+001
 1.7640463E+002, 4.8125533E+002, 5.6016014E+002, 5.4255745E+002, 5.5476585E+002, 6.8841615E+002, 2.1706831E+002, 1.4233880E+002, 7.6478571E+001, 2.1374408E+002, 1.7718599E+002, 1.3705098E+002, 8.0581004E+001, 2.7201661E+001, 2.6125065E+001, 2.2890168E+001, 2.1784639E+001
 1.7650174E+002, 4.7944644E+002, 5.5039037E+002, 5.4163732E+002, 5.4781352E+002, 6.7713656E+002, 2.5571606E+002, 1.4608500E+002, 7.7017942E+001, 2.1353822E+002, 1.7897119E+002, 1.3446710E+002, 7.7367114E+001, 2.7127573E+001, 2.6063167E+001, 2.3107591E+001, 2.1821356E+001
 1.7661502E+002, 4.7452826E+002, 5.4035136E+002, 5.4492092E+002, 5.3921802E+002, 6.0720115E+002, 3.0308634E+002, 1.4494283E+002, 7.6851900E+001, 2.0474773E+002, 1.8103417E+002, 1.3263136E+002, 7.3125613E+001, 2.7079987E+001, 2.5961938E+001, 2.3337094E+001, 2.1872593E+001
 1.7671211E+002, 4.6681249E+002, 5.3576717E+002, 5.4693603E+002, 5.3162405E+002, 5.3346772E+002, 3.2716665E+002, 1.3802153E+002, 7.5886442E+001, 1.9821685E+002, 1.8271347E+002, 1.3122703E+002, 6.8374715E+001, 2.7108880E+001, 2.5851193E+001, 2.3596967E+001, 2.1919053E+001
 1.7680922E+002, 4.6001642E+002, 5.3663263E+002, 5.4723185E+002, 5.2616261E+002, 4.8673808E+002, 3.2537547E+002, 1.3079228E+002, 7.5074595E+001, 2.0236973E+002, 1.8343218E+002, 1.2957962E+002, 6.3673927E+001, 2.7163836E+001, 2.5758589E+001, 2.3875423E+001, 2.1965802E+001
 1.7690631E+002, 4.5518539E+002, 5.3958232E+002, 5.4659291E+002, 5.2352104E+002, 4.6242749E+002, 3.1345247E+002, 1.2338930E+002, 7.4297318E+001, 2.2335994E+002, 1.8296129E+002, 1.2729437E+002, 5.8943963E+001, 2.7253871E+001, 2.5659335E+001, 2.4026574E+001, 2.2007387E+001
 1.7700342E+002, 4.5189211E+002, 5.4220650E+002, 5.4504133E+002, 5.2412530E+002, 4.7258301E+002, 3.0329160E+002, 1.1820575E+002, 7.4051924E+001, 2.2964762E+002, 1.8104164E+002, 1.2454849E+002, 5.4359105E+001, 2.7362616E+001, 2.5622806E+001, 2.3975655E+001, 2.2103871E+001
 1.7710051E+002, 4.5374100E+002, 5.4394579E+002, 5.4269257E+002, 5.2517431E+002, 5.2051080E+002, 3.0155523E+002, 1.1461908E+002, 7.3729402E+001, 2.1026970E+002, 1.7789359E+002, 1.2178013E+002, 5.0115277E+001, 2.7481253E+001, 2.5640198E+001, 2.3696335E+001, 2.2252128E+001
 1.7721379E+002, 4.6035493E+002, 5.4488133E+002, 5.3992149E+002, 5.2640275E+002, 6.0342719E+002, 3.1082823E+002, 1.1267086E+002, 7.2985148E+001, 2.1243929E+002, 1.7391236E+002, 1.1917141E+002, 4.6088146E+001, 2.7618249E+001, 2.5705718E+001, 2.3294719E+001, 2.2417107E+001
 1.7731090E+002, 4.7298907E+002, 5.4509888E+002, 5.3769809E+002, 5.2630801E+002, 6.7784924E+002, 3.2615258E+002, 1.1259523E+002, 7.2214820E+001, 2.2113750E+002, 1.7028519E+002, 1.1706498E+002, 4.2702863E+001, 2.7714498E+001, 2.5829423E+001, 2.3007387E+001, 2.2580067E+001
 1.7740799E+002, 4.6579811E+002, 5.4511901E+002, 5.3646332E+002, 5.2460252E+002, 6.8654955E+002, 3.3294238E+002, 1.1388633E+002, 7.1605339E+001, 2.1462066E+002, 1.6779052E+002, 1.1556513E+002, 4.0274881E+001, 2.7856827E+001, 2.5988488E+001, 2.2916959E+001, 2.2656983E+001
 1.7750510E+002, 4.5441136E+002, 5.4517005E+002, 5.3578325E+002, 5.2182425E+002, 6.7053728E+002, 3.2670802E+002, 1.1622128E+002, 7.1576246E+001, 2.0500082E+002, 1.6624404E+002, 1.1437664E+002, 3.8402035E+001, 2.7941537E+001, 2.6148059E+001, 2.2978197E+001, 2.2705904E+001
 1.7760219E+002, 4.5808017E+002, 5.4490594E+002, 5.3557343E+002, 5.1864754E+002, 6.5453418E+002, 3.1262280E+002, 1.1785131E+002, 7.1510803E+001, 1.9965126E+002, 1.6573678E+002, 1.1353060E+002, 3.7254919E+001, 2.8089492E+001, 2.6265785E+001, 2.3086583E+001, 2.2769164E+001
 1.7771547E+002, 4.8863224E+002, 5.4424573E+002, 5.3571034E+002, 5.1523090E+002, 6.3232018E+002, 2.9883629E+002, 1.1848317E+002, 7.1708036E+001, 1.9706290E+002, 1.6625621E+002, 1.1294263E+002, 3.6555643E+001, 2.8146011E+001, 2.6324855E+001, 2.3243061E+001, 2.2957342E+001
 1.7781258E+002, 4.8256722E+002, 5.4380191E+002, 5.3568908E+002, 5.1282878E+002, 6.3892667E+002, 2.8911873E+002, 1.1769040E+002, 7.2157699E+001, 1.9578827E+002, 1.6779441E+002, 1.1277222E+002, 3.6500205E+001, 2.8247442E+001, 2.6380003E+001, 2.3424603E+001, 2.3243465E+001
 1.7790967E+002, 4.6601808E+002, 5.4330598E+002, 5.3507364E+002, 5.1294950E+002, 6.5298444E+002, 2.8099339E+002, 1.1619511E+002, 7.2311078E+001, 1.9624629E+002, 1.7001387E+002, 1.1296355E+002, 3.7005418E+001, 2.8310679E+001, 2.6406100E+001, 2.3661253E+001, 2.3535645E+001
 1.7800676E+002, 4.6159546E+002, 5.4245747E+002, 5.3471089E+002, 5.1549748E+002, 6.5959276E+002, 2.7113837E+002, 1.1493838E+002, 7.2635988E+001, 1.9737722E+002, 1.7302805E+002, 1.1356106E+002, 3.8055249E+001, 2.8397588E+001, 2.6412648E+001, 2.3991316E+001, 2.3774013E+001
 1.7810387E+002, 4.5890492E+002, 5.4059867E+002, 5.3527684E+002, 5.2011327E+002, 6.4745950E+002, 2.6163902E+002, 1.1439986E+002, 7.2747553E+001, 1.9685254E+002, 1.7680478E+002, 1.1451723E+002, 3.9547655E+001, 2.8421760E+001, 2.6383455E+001, 2.4446036E+001, 2.3894895E+001
 1.7820096E+002, 4.6337206E+002, 5.3759222E+002, 5.3569328E+002, 5.2512756E+002, 6.1524326E+002, 2.5767209E+002, 1.1483394E+002, 7.2490204E+001, 1.9554638E+002, 1.8111862E+002, 1.1587939E+002, 4.1583734E+001, 2.8476017E+001, 2.6362646E+001, 2.4957527E+001, 2.3938159E+001
 1.7831424E+002, 4.7007921E+002, 5.3554032E+002, 5.3477415E+002, 5.2926575E+002, 5.7750946E+002, 2.6120355E+002, 1.1668859E+002, 7.2084074E+001, 1.9639724E+002, 1.8604350E+002, 1.1783591E+002, 4.4261832E+001, 2.8495906E+001, 2.6315691E+001, 2.5446182E+001, 2.3934179E+001
 1.7841135E+002, 4.8118041E+002, 5.3601859E+002, 5.3289794E+002, 5.3353418E+002, 5.5652115E+002, 2.7529314E+002, 1.2037354E+002, 7.1436174E+001, 2.0086528E+002, 1.9065625E+002, 1.2025093E+002, 4.7360892E+001, 2.8506630E+001, 2.6303763E+001, 2.5848889E+001, 2.3948728E+001
 1.7850844E+002, 4.8365342E+002, 5.3575245E+002, 5.3089365E+002, 5.3818369E+002, 5.5039078E+002, 2.9065743E+002, 1.2313957E+002, 7.0792735E+001, 2.0746095E+002, 1.9428649E+002, 1.2285302E+002, 5.0495789E+001, 2.8576116E+001, 2.6329357E+001, 2.6093134E+001, 2.3955008E+001
 1.7860555E+002, 4.7053426E+002, 5.3441354E+002, 5.2919501E+002, 5.4090033E+002, 5.4500026E+002, 2.9039588E+002, 1.2066323E+002, 6.9940308E+001, 2.1256414E+002, 1.9711871E+002, 1.2564697E+002, 5.3581116E+001, 2.8637024E+001, 2.6384435E+001, 2.6213886E+001, 2.3925865E+001
 1.7870264E+002, 4.5854954E+002, 5.3334611E+002, 5.2827616E+002, 5.4136554E+002, 5.3309923E+002, 2.7164607E+002, 1.1760587E+002, 6.9326638E+001, 2.1345770E+002, 1.9919845E+002, 1.2852681E+002, 5.6459947E+001, 2.8643089E+001, 2.6460624E+001, 2.6243603E+001, 2.3898153E+001
 1.7881592E+002, 4.5631741E+002, 5.3294387E+002, 5.2799149E+002, 5.4148333E+002, 5.1473274E+002, 2.4978142E+002, 1.1487868E+002, 6.8970806E+001, 2.1110273E+002, 2.0073397E+002, 1.3159788E+002, 5.9223539E+001, 2.8673669E+001, 2.6515366E+001, 2.6001472E+001, 2.3755914E+001
 1.7891302E+002, 4.5805964E+002, 5.3384391E+002, 5.2806861E+002, 5.3954133E+002, 5.2293223E+002, 2.4324153E+002, 1.1119298E+002, 6.8757129E+001, 2.0788974E+002, 2.0156648E+002, 1.3445695E+002, 6.1291300E+001, 2.8645726E+001, 2.6558730E+001, 2.5466255E+001, 2.3542588E+001
 1.7901012E+002, 4.6362495E+002, 5.3523217E+002, 5.2802656E+002, 5.3637349E+002, 5.6574489E+002, 2.4944731E+002, 1.0696795E+002, 6.8855689E+001, 2.1050819E+002, 2.0170078E+002, 1.3682126E+002, 6.2471886E+001, 2.8608702E+001, 2.6590848E+001, 2.4681763E+001, 2.3288708E+001
 1.7910722E+002, 4.6757898E+002, 5.3651770E+002, 5.2749301E+002, 5.3420444E+002, 6.0898441E+002, 2.5703166E+002, 1.0291181E+002, 6.8893541E+001, 2.2220338E+002, 2.0122942E+002, 1.3885855E+002, 6.2819616E+001, 2.8555807E+001, 2.6584976E+001, 2.3671056E+001, 2.2934493E+001
 1.7920432E+002, 4.6155435E+002, 5.3686256E+002, 5.2622913E+002, 5.3168163E+002, 5.8975350E+002, 2.5409687E+002, 9.8488276E+001, 6.8755325E+001, 2.2747660E+002, 2.0005262E+002, 1.4038092E+002, 6.2314400E+001, 2.8528480E+001, 2.6593376E+001, 2.2608095E+001, 2.2520007E+001
 1.7930142E+002, 4.5429262E+002, 5.3528364E+002, 5.2707548E+002, 5.2889458E+002, 5.5017924E+002, 2.4768773E+002, 9.5125896E+001, 6.8616138E+001, 2.2060133E+002, 1.9823256E+002, 1.4121836E+002, 6.1003108E+001, 2.8476428E+001, 2.6576880E+001, 2.1764732E+001, 2.2129613E+001
 1.7941470E+002, 4.4517171E+002, 5.3286707E+002, 5.2981977E+002, 5.2685283E+002, 5.3846950E+002, 2.5331302E+002, 9.3382827E+001, 6.8718879E+001, 2.1365190E+002, 1.9544073E+002, 1.4114766E+002, 5.8722330E+001, 2.8464234E+001, 2.6582416E+001, 2.1353999E+001, 2.1835001E+001
 1.7951180E+002, 4.4314364E+002, 5.3121296E+002, 5.3208986E+002, 5.2490227E+002, 5.4622974E+002, 2.7184720E+002, 9.2066460E+001, 6.8767499E+001, 2.0982029E+002, 1.9213274E+002, 1.4006713E+002, 5.5772919E+001, 2.8442672E+001, 2.6559123E+001, 2.1456011E+001, 2.1719609E+001
 1.7960890E+002, 4.4156047E+002, 5.3104008E+002, 5.3255882E+002, 5.2286263E+002, 5.3666406E+002, 2.8415741E+002, 9.2016459E+001, 6.8872017E+001, 2.0715532E+002, 1.8907806E+002, 1.3824991E+002, 5.2658327E+001, 2.8393730E+001, 2.6553157E+001, 2.1902152E+001, 2.1804235E+001
 1.7970599E+002, 4.4310354E+002, 5.3068075E+002, 5.3141096E+002, 5.2088560E+002, 5.2142206E+002, 2.8021518E+002, 9.3382478E+001, 6.9326254E+001, 2.0455572E+002, 1.8638217E+002, 1.3595106E+002, 4.9473925E+001, 2.8408495E+001, 2.6531948E+001, 2.2356395E+001, 2.1929193E+001
 1.7980310E+002, 4.4492804E+002, 5.2950242E+002, 5.2978796E+002, 5.1912120E+002, 5.0700724E+002, 2.7747616E+002, 9.4538695E+001, 6.9779687E+001, 2.0580946E+002, 1.8430184E+002, 1.3338985E+002, 4.6424517E+001, 2.8371436E+001, 2.6502363E+001, 2.2695836E+001, 2.2059346E+001
 1.7990019E+002, 4.4629980E+002, 5.2781497E+002, 5.2786762E+002, 5.1776087E+002, 5.0898963E+002, 2.8805433E+002, 9.5315713E+001, 7.0203658E+001, 2.1411091E+002, 1.8266755E+002, 1.3089743E+002, 4.3879217E+001, 2.8375567E+001, 2.6457368E+001, 2.2855257E+001, 2.2108645E+001
 1.8001347E+002, 4.4920336E+002, 5.2607751E+002, 5.2530345E+002, 5.1610899E+002, 5.0850392E+002, 2.9223911E+002, 9.6068728E+001, 7.0624995E+001, 2.2159082E+002, 1.8084034E+002, 1.2857965E+002, 4.1741365E+001, 2.8399430E+001, 2.6405024E+001, 2.2886416E+001, 2.2002990E+001
 1.8011058E+002, 4.6737350E+002, 5.2467515E+002, 5.2273521E+002, 5.1472217E+002, 4.9288170E+002, 2.7804369E+002, 9.7593419E+001, 7.1026106E+001, 2.1948112E+002, 1.7869636E+002, 1.2696077E+002, 4.0251603E+001, 2.8399781E+001, 2.6352025E+001, 2.2902817E+001, 2.1820785E+001
 1.8020767E+002, 4.8052750E+002, 5.2361726E+002, 5.2152771E+002, 5.1432896E+002, 4.7698525E+002, 2.6290325E+002, 9.7140672E+001, 7.1197321E+001, 2.1876228E+002, 1.7670369E+002, 1.2613336E+002, 3.9442198E+001, 2.8372458E+001, 2.6292768E+001, 2.2945787E+001, 2.1640155E+001
 1.8030478E+002, 4.6009367E+002, 5.2359043E+002, 5.2112446E+002, 5.1496408E+002, 4.7426185E+002, 2.5254810E+002, 9.5202869E+001, 7.1057805E+001, 2.2162648E+002, 1.7530682E+002, 1.2573366E+002, 3.9103159E+001, 2.8394230E+001, 2.6270023E+001, 2.3048207E+001, 2.1524841E+001
 1.8040187E+002, 4.6990681E+002, 5.2495564E+002, 5.2058293E+002, 5.1509516E+002, 4.8117556E+002, 2.4635557E+002, 9.5242514E+001, 7.0801186E+001, 2.2183796E+002, 1.7468285E+002, 1.2537446E+002, 3.9167826E+001, 2.8443213E+001, 2.6256517E+001, 2.3186747E+001, 2.1489385E+001
 1.8051515E+002, 4.5329000E+002, 5.2651169E+002, 5.1988374E+002, 5.1450937E+002, 4.9313950E+002, 2.4186237E+002, 9.7868725E+001, 7.0147121E+001, 2.2381458E+002, 1.7430128E+002, 1.2450596E+002, 3.9587524E+001, 2.8487447E+001, 2.6234213E+001, 2.3360085E+001, 2.1524056E+001
 1.8061226E+002, 4.6782985E+002, 5.2750924E+002, 5.1887964E+002, 5.1432434E+002, 5.4351133E+002, 2.3944089E+002, 1.0175819E+002, 6.9765639E+001, 2.2805841E+002, 1.7325049E+002, 1.2284885E+002, 4.0228938E+001, 2.8527210E+001, 2.6214610E+001, 2.3525550E+001, 2.1583165E+001
 1.8070935E+002, 4.8004680E+002, 5.3036636E+002, 5.1797420E+002, 5.1542744E+002, 5.6010721E+002, 2.4071787E+002, 1.0650009E+002, 6.9456659E+001, 2.2600397E+002, 1.7108159E+002, 1.2064383E+002, 4.0950770E+001, 2.8573069E+001, 2.6198308E+001, 2.3693825E+001, 2.1621638E+001
 1.8080646E+002, 4.6260028E+002, 5.3433617E+002, 5.1750963E+002, 5.1761270E+002, 5.4441195E+002, 2.4393214E+002, 1.1044669E+002, 6.8879098E+001, 2.1622449E+002, 1.6794755E+002, 1.1816378E+002, 4.1755213E+001, 2.8611128E+001, 2.6168811E+001, 2.3852815E+001, 2.1639789E+001
 1.8090355E+002, 4.5366429E+002, 5.3764644E+002, 5.1746468E+002, 5.1968726E+002, 5.1765460E+002, 2.4300345E+002, 1.1327688E+002, 6.8463509E+001, 2.0345924E+002, 1.6459298E+002, 1.1582332E+002, 4.2537037E+001, 2.8660634E+001, 2.6156112E+001, 2.4005624E+001, 2.1649470E+001
 1.8100066E+002, 4.4260968E+002, 5.3961702E+002, 5.1781944E+002, 5.2218720E+002, 5.0389664E+002, 2.3290776E+002, 1.1331980E+002, 6.8176477E+001, 1.9302371E+002, 1.6178598E+002, 1.1387075E+002, 4.3166157E+001, 2.8709064E+001, 2.6144484E+001, 2.4124666E+001, 2.1652420E+001
 1.8111394E+002, 4.5098395E+002, 5.3907876E+002, 5.1864147E+002, 5.2646519E+002, 4.9496038E+002, 2.1835400E+002, 1.1186185E+002, 6.7864932E+001, 1.8910319E+002, 1.5982548E+002, 1.1226569E+002, 4.3932430E+001, 2.8734504E+001, 2.6124086E+001, 2.4230624E+001, 2.1676295E+001
 1.8121103E+002, 4.5877865E+002, 5.3674853E+002, 5.1998787E+002, 5.3108155E+002, 5.3556461E+002, 2.0842945E+002, 1.0996547E+002, 6.7674489E+001, 1.9462177E+002, 1.5905954E+002, 1.1118647E+002, 4.4965600E+001, 2.8763166E+001, 2.6121010E+001, 2.4363427E+001, 2.1754102E+001
 1.8130814E+002, 4.6375993E+002, 5.3498742E+002, 5.2155651E+002, 5.3108180E+002, 5.4444513E+002, 2.0867348E+002, 1.0798700E+002, 6.7687587E+001, 2.0306262E+002, 1.5939968E+002, 1.1070927E+002, 4.6247212E+001, 2.8803618E+001, 2.6112802E+001, 2.4489801E+001, 2.1839502E+001
