s,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2
 3.0521408E+002, 6.8386791E+001, 2.1627979E+001, 7.0240560E+001, 6.5715402E+001, 6.6360344E+001, 5.2082850E+001, 3.1677566E+001, 2.4424327E+001, 2.3101578E+001, 2.1339563E+001, 4.0779913E-001, 2.3536797E-001
 3.0540598E+002, 6.8554095E+001, 2.1612381E+001, 7.0836054E+001, 6.5197553E+001, 6.6363402E+001, 5.1109735E+001, 3.1341313E+001, 2.4382427E+001, 2.3036717E+001, 2.1344560E+001, 3.9847241E-001, 2.3277191E-001
 3.0562531E+002, 6.8455151E+001, 2.1608079E+001, 7.1191000E+001, 6.4870555E+001, 6.6338380E+001, 4.9984470E+001, 3.1028216E+001, 2.4353623E+001, 2.3003118E+001, 2.1356960E+001, 3.9811256E-001, 2.3249396E-001
 3.0581720E+002, 6.8124988E+001, 2.1603562E+001, 7.1044856E+001, 6.4899462E+001, 6.6279771E+001, 4.8885034E+001, 3.0775816E+001, 2.4328601E+001, 2.2985086E+001, 2.1369552E+001, 4.0016944E-001, 2.3295795E-001
 3.0600909E+002, 6.7862476E+001, 2.1598671E+001, 7.0340030E+001, 6.5293280E+001, 6.6197957E+001, 4.8001163E+001, 3.0604990E+001, 2.4301202E+001, 2.2970817E+001, 2.1382466E+001, 4.0073946E-001, 2.3325442E-001
 3.0620099E+002, 6.8318636E+001, 2.1588110E+001, 6.9262345E+001, 6.5958511E+001, 6.6108462E+001, 4.7365890E+001, 3.0506300E+001, 2.4270653E+001, 2.2947602E+001, 2.1390971E+001, 4.0070460E-001, 2.3429129E-001
 3.0642029E+002, 7.0485559E+001, 2.1578983E+001, 6.8198378E+001, 6.6747792E+001, 6.6026884E+001, 4.7040209E+001, 3.0486784E+001, 2.4245463E+001, 2.2933229E+001, 2.1403964E+001, 4.0262403E-001, 2.3447991E-001
 3.0661218E+002, 7.3531272E+001, 2.1569560E+001, 6.7923622E+001, 6.7373496E+001, 6.5993344E+001, 4.7097727E+001, 3.0555531E+001, 2.4225280E+001, 2.2918347E+001, 2.1418608E+001, 4.0444562E-001, 2.3489616E-001
 3.0680408E+002, 7.4710194E+001, 2.1548738E+001, 6.8725680E+001, 6.7704006E+001, 6.6013899E+001, 4.7467618E+001, 3.0691549E+001, 2.4206885E+001, 2.2898117E+001, 2.1425928E+001, 4.0320008E-001, 2.3475262E-001
 3.0702338E+002, 7.3744715E+001, 2.1520566E+001, 7.0255471E+001, 6.7847458E+001, 6.6064328E+001, 4.8126034E+001, 3.0906651E+001, 2.4189655E+001, 2.2873990E+001, 2.1430981E+001, 3.9943050E-001, 2.3310829E-001
 3.0721527E+002, 7.2854723E+001, 2.1496778E+001, 7.1546006E+001, 6.7874395E+001, 6.6104805E+001, 4.8988463E+001, 3.1201527E+001, 2.4187301E+001, 2.2852976E+001, 2.1438045E+001, 3.9771995E-001, 2.3256445E-001
 3.0740717E+002, 7.2512412E+001, 2.1467867E+001, 7.2119226E+001, 6.7810688E+001, 6.6100574E+001, 4.9898505E+001, 3.1541790E+001, 2.4191693E+001, 2.2826972E+001, 2.1441746E+001, 3.9245347E-001, 2.3057400E-001
 3.0762650E+002, 7.1782558E+001, 2.1444871E+001, 7.2322634E+001, 6.7616679E+001, 6.6060160E+001, 5.0900591E+001, 3.1971167E+001, 2.4223883E+001, 2.2825669E+001, 2.1449715E+001, 3.9228581E-001, 2.3008223E-001
 3.0781839E+002, 7.1027214E+001, 2.1422584E+001, 7.2374106E+001, 6.7269781E+001, 6.6004398E+001, 5.1861635E+001, 3.2439647E+001, 2.4270811E+001, 2.2826566E+001, 2.1456553E+001, 3.9164734E-001, 2.3053275E-001
 3.0801028E+002, 7.0522437E+001, 2.1402678E+001, 7.2558434E+001, 6.6826136E+001, 6.5953399E+001, 5.2649768E+001, 3.2905639E+001, 2.4330648E+001, 2.2833491E+001, 2.1464997E+001, 3.9122901E-001, 2.3074469E-001
 3.0820218E+002, 6.9358329E+001, 2.1383709E+001, 7.2978038E+001, 6.6331322E+001, 6.5905260E+001, 5.3290054E+001, 3.3366994E+001, 2.4405032E+001, 2.2845607E+001, 2.1475748E+001, 3.9155377E-001, 2.3121299E-001
 3.0842148E+002, 6.7301115E+001, 2.1366792E+001, 7.3436486E+001, 6.5838349E+001, 6.5845541E+001, 5.3778275E+001, 3.3813388E+001, 2.4497003E+001, 2.2859654E+001, 2.1488625E+001, 3.9145115E-001, 2.3153628E-001
 3.0861337E+002, 6.5218500E+001, 2.1347875E+001, 7.3780199E+001, 6.5472073E+001, 6.5763288E+001, 5.4067551E+001, 3.4187311E+001, 2.4590795E+001, 2.2863663E+001, 2.1496220E+001, 3.8741774E-001, 2.3075258E-001
 3.0880527E+002, 6.3990041E+001, 2.1336518E+001, 7.4027240E+001, 6.5294155E+001, 6.5659850E+001, 5.4168044E+001, 3.4457896E+001, 2.4693279E+001, 2.2883022E+001, 2.1507337E+001, 3.8716193E-001, 2.3051030E-001
 3.0902457E+002, 6.3492400E+001, 2.1337487E+001, 7.4186311E+001, 6.5268346E+001, 6.5517360E+001, 5.4118462E+001, 3.4648916E+001, 2.4819286E+001, 2.2924679E+001, 2.1527173E+001, 3.9179139E-001, 2.3153766E-001
 3.0921646E+002, 6.3389907E+001, 2.1333178E+001, 7.4211943E+001, 6.5364304E+001, 6.5333612E+001, 5.3937861E+001, 3.4727410E+001, 2.4933462E+001, 2.2950507E+001, 2.1541850E+001, 3.9285188E-001, 2.3188338E-001
 3.0940836E+002, 6.3433040E+001, 2.1319196E+001, 7.4125028E+001, 6.5518066E+001, 6.5111572E+001, 5.3674205E+001, 3.4699608E+001, 2.5022961E+001, 2.2956439E+001, 2.1545914E+001, 3.9039417E-001, 2.3069881E-001
 3.0960025E+002, 6.3598576E+001, 2.1316466E+001, 7.3940048E+001, 6.5679958E+001, 6.4839515E+001, 5.3354786E+001, 3.4598192E+001, 2.5106690E+001, 2.2979532E+001, 2.1552958E+001, 3.8840731E-001, 2.2952451E-001
 3.0981958E+002, 6.3822891E+001, 2.1305916E+001, 7.3645216E+001, 6.5800247E+001, 6.4484051E+001, 5.2954046E+001, 3.4423564E+001, 2.5162287E+001, 2.2969954E+001, 2.1552100E+001, 3.7967603E-001, 2.2794875E-001
 3.1001147E+002, 6.4046731E+001, 2.1302694E+001, 7.3349125E+001, 6.5822324E+001, 6.4058468E+001, 5.2486021E+001, 3.4210171E+001, 2.5210799E+001, 2.2977715E+001, 2.1555779E+001, 3.7503234E-001, 2.2633823E-001
 3.1020337E+002, 6.4256309E+001, 2.1310333E+001, 7.3241173E+001, 6.5735393E+001, 6.3602829E+001, 5.1990678E+001, 3.3995516E+001, 2.5249154E+001, 2.3005588E+001, 2.1568062E+001, 3.7476743E-001, 2.2664966E-001
 3.1042267E+002, 6.4478897E+001, 2.1320662E+001, 7.3431366E+001, 6.5533457E+001, 6.3061976E+001, 5.1396223E+001, 3.3755638E+001, 2.5274127E+001, 2.3027737E+001, 2.1584354E+001, 3.7662208E-001, 2.2709600E-001
 3.1061456E+002, 6.4689676E+001, 2.1329942E+001, 7.3787543E+001, 6.5245613E+001, 6.2493785E+001, 5.0764589E+001, 3.3508170E+001, 2.5280344E+001, 2.3038093E+001, 2.1599829E+001, 3.7872019E-001, 2.2734581E-001
 3.1080646E+002, 6.4862711E+001, 2.1339537E+001, 7.3876886E+001, 6.4920224E+001, 6.1976662E+001, 5.0193240E+001, 3.3279619E+001, 2.5263362E+001, 2.3044769E+001, 2.1613564E+001, 3.7870815E-001, 2.2768451E-001
 3.1102576E+002, 6.5014679E+001, 2.1348483E+001, 7.3246448E+001, 6.4535325E+001, 6.1478733E+001, 4.9660720E+001, 3.3053567E+001, 2.5223655E+001, 2.3047660E+001, 2.1627357E+001, 3.7834968E-001, 2.2686050E-001
 3.1121765E+002, 6.5126245E+001, 2.1352709E+001, 7.1859251E+001, 6.4136738E+001, 6.1069877E+001, 4.9264091E+001, 3.2856428E+001, 2.5163123E+001, 2.3046580E+001, 2.1637332E+001, 3.7557870E-001, 2.2538132E-001
 3.1140955E+002, 6.5182507E+001, 2.1353904E+001, 7.0280148E+001, 6.3773244E+001, 6.0785980E+001, 4.9059803E+001, 3.2710723E+001, 2.5089592E+001, 2.3047734E+001, 2.1645393E+001, 3.7184628E-001, 2.2534347E-001
 3.1160144E+002, 6.5184779E+001, 2.1360365E+001, 6.8987086E+001, 6.3435422E+001, 6.0621479E+001, 4.9027338E+001, 3.2611639E+001, 2.5012000E+001, 2.3064472E+001, 2.1659114E+001, 3.7152127E-001, 2.2517988E-001
 3.1182077E+002, 6.5142834E+001, 2.1364861E+001, 6.8283756E+001, 6.3120277E+001, 6.0561797E+001, 4.9182489E+001, 3.2557975E+001, 2.4919076E+001, 2.3078277E+001, 2.1668208E+001, 3.7045046E-001, 2.2500003E-001
 3.1201266E+002, 6.5100932E+001, 2.1366170E+001, 6.8278149E+001, 6.2864107E+001, 6.0603902E+001, 4.9500732E+001, 3.2552972E+001, 2.4816592E+001, 2.3083845E+001, 2.1673052E+001, 3.6757453E-001, 2.2422528E-001
 3.1220456E+002, 6.5098662E+001, 2.1368978E+001, 6.8708527E+001, 6.2688343E+001, 6.0717606E+001, 4.9914196E+001, 3.2590490E+001, 2.4725863E+001, 2.3101754E+001, 2.1681380E+001, 3.6860405E-001, 2.2388400E-001
 3.1242386E+002, 6.5133138E+001, 2.1370012E+001, 6.9362706E+001, 6.2572385E+001, 6.0894372E+001, 5.0428138E+001, 3.2652839E+001, 2.4623319E+001, 2.3090164E+001, 2.1691106E+001, 3.6814699E-001, 2.2288397E-001
 3.1261575E+002, 6.5177334E+001, 2.1372996E+001, 6.9987271E+001, 6.2530326E+001, 6.1096631E+001, 5.0975083E+001, 3.2720851E+001, 2.4517988E+001, 2.3048239E+001, 2.1701618E+001, 3.6714328E-001, 2.2240674E-001
 3.1280765E+002, 6.5242373E+001, 2.1373523E+001, 7.0362911E+001, 6.2556365E+001, 6.1282563E+001, 5.1496423E+001, 3.2778505E+001, 2.4419096E+001, 2.3000333E+001, 2.1709895E+001, 3.6506043E-001, 2.2110010E-001
 3.1302695E+002, 6.5462352E+001, 2.1378321E+001, 7.0376228E+001, 6.2645539E+001, 6.1483803E+001, 5.2045418E+001, 3.2826142E+001, 2.4323772E+001, 2.2960970E+001, 2.1716871E+001, 3.6424412E-001, 2.2111315E-001
 3.1321884E+002, 6.5903297E+001, 2.1388217E+001, 6.9936456E+001, 6.2782802E+001, 6.1686845E+001, 5.2566398E+001, 3.2843805E+001, 2.4244279E+001, 2.2936015E+001, 2.1721627E+001, 3.6653934E-001, 2.2233826E-001
 3.1341074E+002, 6.6322180E+001, 2.1391248E+001, 6.9314911E+001, 6.2943801E+001, 6.1877323E+001, 5.3005245E+001, 3.2809496E+001, 2.4167754E+001, 2.2902440E+001, 2.1725453E+001, 3.6595681E-001, 2.2240164E-001
 3.1360263E+002, 6.6582849E+001, 2.1387360E+001, 6.8987526E+001, 6.3133099E+001, 6.2073581E+001, 5.3381575E+001, 3.2710047E+001, 2.4082652E+001, 2.2851330E+001, 2.1728546E+001, 3.6046373E-001, 2.2029318E-001
 3.1382196E+002, 6.6803131E+001, 2.1394420E+001, 6.9366404E+001, 6.3385660E+001, 6.2309267E+001, 5.3712985E+001, 3.2536432E+001, 2.4015577E+001, 2.2823825E+001, 2.1727653E+001, 3.6148153E-001, 2.2009205E-001
 3.1401385E+002, 6.7072519E+001, 2.1401343E+001, 7.0266526E+001, 6.3703019E+001, 6.2570837E+001, 5.3954688E+001, 3.2297615E+001, 2.3955928E+001, 2.2799527E+001, 2.1721722E+001, 3.6206626E-001, 2.2041126E-001
 3.1420575E+002, 6.7374682E+001, 2.1403993E+001, 7.1092090E+001, 6.4049588E+001, 6.2838299E+001, 5.4065474E+001, 3.2004592E+001, 2.3901819E+001, 2.2776932E+001, 2.1718673E+001, 3.6135786E-001, 2.2017400E-001
 3.1442505E+002, 6.7732618E+001, 2.1403620E+001, 7.1473330E+001, 6.4452619E+001, 6.3143469E+001, 5.4023584E+001, 3.1615399E+001, 2.3843205E+001, 2.2750588E+001, 2.1712064E+001, 3.5859936E-001, 2.1848278E-001
 3.1460049E+002, 6.8073609E+001, 2.1409200E+001, 7.1234193E+001, 6.4863067E+001, 6.3444210E+001, 5.3837872E+001, 3.1208875E+001, 2.3795986E+001, 2.2732850E+001, 2.1706063E+001, 3.5735242E-001, 2.1812296E-001
 3.1481158E+002, 6.8354423E+001, 2.1411364E+001, 7.0518340E+001, 6.5295936E+001, 6.3729401E+001, 5.3499159E+001, 3.0799904E+001, 2.3751156E+001, 2.2714028E+001, 2.1695745E+001, 3.5468265E-001, 2.1843026E-001
 3.1502264E+002, 6.8527763E+001, 2.1422485E+001, 6.9603678E+001, 6.5777174E+001, 6.3989852E+001, 5.2943796E+001, 3.0397434E+001, 2.3718667E+001, 2.2713910E+001, 2.1697097E+001, 3.5574804E-001, 2.1865346E-001
 3.1520358E+002, 6.8528938E+001, 2.1435115E+001, 6.8790388E+001, 6.6215062E+001, 6.4166482E+001, 5.2240855E+001, 3.0087047E+001, 2.3696972E+001, 2.2719485E+001, 2.1700680E+001, 3.5647860E-001, 2.1844398E-001
 3.1541467E+002, 6.8372024E+001, 2.1438561E+001, 6.8051111E+001, 6.6608035E+001, 6.4264136E+001, 5.1361846E+001, 2.9858279E+001, 2.3674466E+001, 2.2718242E+001, 2.1701896E+001, 3.5465682E-001, 2.1837577E-001
 3.1561639E+002, 6.8068130E+001, 2.1448887E+001, 6.7393654E+001, 6.6943576E+001, 6.4279001E+001, 5.0295698E+001, 2.9715037E+001, 2.3666756E+001, 2.2731466E+001, 2.1706912E+001, 3.5632916E-001, 2.1844722E-001
 3.1580563E+002, 6.7688351E+001, 2.1453847E+001, 6.6973536E+001, 6.7158599E+001, 6.4210358E+001, 4.9253695E+001, 2.9672554E+001, 2.3659076E+001, 2.2740803E+001, 2.1705079E+001, 3.5539777E-001, 2.1824199E-001
 3.1602188E+002, 6.7212044E+001, 2.1445621E+001, 6.6742558E+001, 6.7282054E+001, 6.4058629E+001, 4.8183369E+001, 2.9726057E+001, 2.3640463E+001, 2.2733810E+001, 2.1694426E+001, 3.5026768E-001, 2.1735752E-001
 3.1622736E+002, 6.6669978E+001, 2.1439420E+001, 6.6665966E+001, 6.7295684E+001, 6.3836998E+001, 4.7207400E+001, 2.9885376E+001, 2.3625315E+001, 2.2734251E+001, 2.1687058E+001, 3.4506332E-001, 2.1549544E-001
 3.1640576E+002, 6.6173739E+001, 2.1440997E+001, 6.6668694E+001, 6.7194234E+001, 6.3603259E+001, 4.6512927E+001, 3.0124942E+001, 2.3619958E+001, 2.2745695E+001, 2.1684303E+001, 3.4352135E-001, 2.1535646E-001
 3.1661392E+002, 6.5780923E+001, 2.1437052E+001, 6.6692029E+001, 6.6973626E+001, 6.3351671E+001, 4.6050890E+001, 3.0439565E+001, 2.3603691E+001, 2.2741904E+001, 2.1685062E+001, 3.3759656E-001, 2.1355052E-001
 3.1682208E+002, 6.5606327E+001, 2.1441888E+001, 6.6720038E+001, 6.6631648E+001, 6.3093774E+001, 4.5828528E+001, 3.0856643E+001, 2.3606312E+001, 2.2767319E+001, 2.1697909E+001, 3.3766695E-001, 2.1354088E-001
 3.1700049E+002, 6.5680861E+001, 2.1455326E+001, 6.6718221E+001, 6.6262024E+001, 6.2879544E+001, 4.5869876E+001, 3.1304043E+001, 2.3624731E+001, 2.2810263E+001, 2.1716795E+001, 3.4254481E-001, 2.1441318E-001
 3.1720865E+002, 6.5968069E+001, 2.1458693E+001, 6.6630274E+001, 6.5898386E+001, 6.2699740E+001, 4.6124388E+001, 3.1793506E+001, 2.3638529E+001, 2.2832795E+001, 2.1731508E+001, 3.4307334E-001, 2.1450326E-001
 3.1741681E+002, 6.6427118E+001, 2.1455931E+001, 6.6407741E+001, 6.5563400E+001, 6.2553441E+001, 4.6569502E+001, 3.2346227E+001, 2.3657026E+001, 2.2840314E+001, 2.1729602E+001, 3.4067687E-001, 2.1360739E-001
 3.1762494E+002, 6.6892827E+001, 2.1449000E+001, 6.6127745E+001, 6.5315878E+001, 6.2466951E+001, 4.7127947E+001, 3.2923736E+001, 2.3691735E+001, 2.2840428E+001, 2.1701190E+001, 3.3921422E-001, 2.1264250E-001
 3.1780338E+002, 6.7203259E+001, 2.1431626E+001, 6.5962907E+001, 6.5174342E+001, 6.2445279E+001, 4.7683500E+001, 3.3458435E+001, 2.3727938E+001, 2.2811542E+001, 2.1657930E+001, 3.3398886E-001, 2.1175814E-001
 3.1801154E+002, 6.7337337E+001, 2.1420197E+001, 6.6009631E+001, 6.5132594E+001, 6.2485157E+001, 4.8222414E+001, 3.3969236E+001, 2.3786185E+001, 2.2786624E+001, 2.1612088E+001, 3.3085100E-001, 2.1022842E-001
 3.1821970E+002, 6.7333594E+001, 2.1406998E+001, 6.6279123E+001, 6.5206827E+001, 6.2601412E+001, 4.8751912E+001, 3.4467467E+001, 2.3870799E+001, 2.2762243E+001, 2.1550616E+001, 3.2982625E-001, 2.0991536E-001
 3.1842783E+002, 6.7269686E+001, 2.1397820E+001, 6.6643429E+001, 6.5398732E+001, 6.2787141E+001, 4.9199500E+001, 3.4876430E+001, 2.3974628E+001, 2.2741617E+001, 2.1485587E+001, 3.2965460E-001, 2.1012067E-001
 3.1860626E+002, 6.7225121E+001, 2.1391862E+001, 6.6937592E+001, 6.5646999E+001, 6.3007220E+001, 4.9532973E+001, 3.5154752E+001, 2.4082994E+001, 2.2722911E+001, 2.1426829E+001, 3.3107093E-001, 2.1000908E-001
 3.1881442E+002, 6.7201288E+001, 2.1385622E+001, 6.7103083E+001, 6.5895517E+001, 6.3259655E+001, 4.9783611E+001, 3.5314865E+001, 2.4196508E+001, 2.2700958E+001, 2.1364994E+001, 3.3262874E-001, 2.1077857E-001
 3.1902255E+002, 6.7138142E+001, 2.1374266E+001, 6.7090379E+001, 6.6072739E+001, 6.3537305E+001, 4.9954382E+001, 3.5348430E+001, 2.4316088E+001, 2.2680085E+001, 2.1299481E+001, 3.3286420E-001, 2.1129684E-001
 3.1920099E+002, 6.7000651E+001, 2.1374280E+001, 6.6946252E+001, 6.6106949E+001, 6.3781121E+001, 5.0028365E+001, 3.5269563E+001, 2.4433490E+001, 2.2682945E+001, 2.1250028E+001, 3.3750901E-001, 2.1193003E-001
 3.1940915E+002, 6.6810841E+001, 2.1363557E+001, 6.6832642E+001, 6.6016625E+001, 6.3987242E+001, 5.0021086E+001, 3.5104546E+001, 2.4532393E+001, 2.2666045E+001, 2.1198501E+001, 3.3847166E-001, 2.1243700E-001
 3.1961731E+002, 6.6604727E+001, 2.1337800E+001, 6.6874219E+001, 6.5825860E+001, 6.4145639E+001, 4.9932846E+001, 3.4865484E+001, 2.4610180E+001, 2.2625827E+001, 2.1146008E+001, 3.3377243E-001, 2.1202027E-001
 3.1982544E+002, 6.6432801E+001, 2.1324724E+001, 6.7077887E+001, 6.5585578E+001, 6.4229396E+001, 4.9776559E+001, 3.4605460E+001, 2.4680385E+001, 2.2603511E+001, 2.1107659E+001, 3.3298899E-001, 2.1120187E-001
 3.2000388E+002, 6.6314245E+001, 2.1312676E+001, 6.7324759E+001, 6.5356226E+001, 6.4251784E+001, 4.9595067E+001, 3.4376180E+001, 2.4735012E+001, 2.2592761E+001, 2.1074267E+001, 3.3364649E-001, 2.1112159E-001
 3.2021204E+002, 6.6234273E+001, 2.1306370E+001, 6.7549511E+001, 6.5142095E+001, 6.4236666E+001, 4.9394930E+001, 3.4174729E+001, 2.4782931E+001, 2.2599710E+001, 2.1049548E+001, 3.3611321E-001, 2.1197203E-001
 3.2042017E+002, 6.6174636E+001, 2.1303415E+001, 6.7735027E+001, 6.4924862E+001, 6.4195576E+001, 4.9165817E+001, 3.3988316E+001, 2.4819363E+001, 2.2606731E+001, 2.1035330E+001, 3.3829487E-001, 2.1212690E-001
 3.2062833E+002, 6.6117148E+001, 2.1301208E+001, 6.7872875E+001, 6.4703634E+001, 6.4150534E+001, 4.8943555E+001, 3.3839315E+001, 2.4841672E+001, 2.2614036E+001, 2.1029177E+001, 3.4232299E-001, 2.1307179E-001
 3.2080676E+002, 6.6037427E+001, 2.1297397E+001, 6.7982741E+001, 6.4473534E+001, 6.4109794E+001, 4.8755557E+001, 3.3727362E+001, 2.4846469E+001, 2.2617489E+001, 2.1024964E+001, 3.4278707E-001, 2.1317531E-001
 3.2101492E+002, 6.5900738E+001, 2.1298449E+001, 6.8096912E+001, 6.4207186E+001, 6.4068912E+001, 4.8598209E+001, 3.3640342E+001, 2.4846651E+001, 2.2630304E+001, 2.1027112E+001, 3.4458548E-001, 2.1397576E-001
 3.2122305E+002, 6.5689001E+001, 2.1297958E+001, 6.8237595E+001, 6.3882477E+001, 6.4012140E+001, 4.8448828E+001, 3.3559205E+001, 2.4829872E+001, 2.2632510E+001, 2.1031638E+001, 3.4502838E-001, 2.1427455E-001
 3.2140149E+002, 6.5511515E+001, 2.1296508E+001, 6.8390444E+001, 6.3557493E+001, 6.3947188E+001, 4.8338419E+001, 3.3489812E+001, 2.4798986E+001, 2.2626316E+001, 2.1037665E+001, 3.4451647E-001, 2.1443981E-001
 3.2160965E+002, 6.5556515E+001, 2.1299753E+001, 6.8560962E+001, 6.3237101E+001, 6.3869702E+001, 4.8270511E+001, 3.3422730E+001, 2.4761987E+001, 2.2629139E+001, 2.1047865E+001, 3.4481828E-001, 2.1462132E-001
 3.2181778E+002, 6.6062769E+001, 2.1309964E+001, 6.8748890E+001, 6.2999559E+001, 6.3770484E+001, 4.8238103E+001, 3.3374159E+001, 2.4723286E+001, 2.2646427E+001, 2.1065856E+001, 3.4774345E-001, 2.1478580E-001
 3.2202594E+002, 6.7015819E+001, 2.1317427E+001, 6.8932581E+001, 6.2883644E+001, 6.3656556E+001, 4.8235489E+001, 3.3351749E+001, 2.4673893E+001, 2.2653418E+001, 2.1084284E+001, 3.4933288E-001, 2.1495730E-001
 3.2220438E+002, 6.7978328E+001, 2.1322334E+001, 6.9103422E+001, 6.2815506E+001, 6.3541156E+001, 4.8250974E+001, 3.3351979E+001, 2.4619608E+001, 2.2653556E+001, 2.1099569E+001, 3.4910130E-001, 2.1511053E-001
 3.2241254E+002, 6.8627242E+001, 2.1334396E+001, 6.9288602E+001, 6.2796194E+001, 6.3424147E+001, 4.8289919E+001, 3.3385233E+001, 2.4575287E+001, 2.2670333E+001, 2.1120814E+001, 3.5382900E-001, 2.1692298E-001
 3.2262067E+002, 6.8790287E+001, 2.1338909E+001, 6.9511941E+001, 6.2840033E+001, 6.3285789E+001, 4.8335306E+001, 3.3439556E+001, 2.4515205E+001, 2.2674470E+001, 2.1139065E+001, 3.5411327E-001, 2.1716996E-001
 3.2282883E+002, 6.8486570E+001, 2.1339204E+001, 6.9758582E+001, 6.2952572E+001, 6.3136423E+001, 4.8375650E+001, 3.3505358E+001, 2.4451707E+001, 2.2671656E+001, 2.1155071E+001, 3.5313873E-001, 2.1668169E-001
 3.2300726E+002, 6.8004327E+001, 2.1335343E+001, 6.9994067E+001, 6.3107387E+001, 6.2989573E+001, 4.8405855E+001, 3.3565395E+001, 2.4397505E+001, 2.2671432E+001, 2.1163841E+001, 3.5284864E-001, 2.1647649E-001
 3.2321539E+002, 6.7534975E+001, 2.1323670E+001, 7.0198920E+001, 6.3291452E+001, 6.2834312E+001, 4.8418762E+001, 3.3602147E+001, 2.4347672E+001, 2.2677123E+001, 2.1166433E+001, 3.5203902E-001, 2.1554500E-001
 3.2342355E+002, 6.7179729E+001, 2.1314123E+001, 7.0305535E+001, 6.3499133E+001, 6.2668315E+001, 4.8413702E+001, 3.3598071E+001, 2.4300290E+001, 2.2680484E+001, 2.1166580E+001, 3.5195048E-001, 2.1479484E-001
 3.2360199E+002, 6.7019008E+001, 2.1309111E+001, 7.0203595E+001, 6.3684479E+001, 6.2528513E+001, 4.8399411E+001, 3.3547871E+001, 2.4272288E+001, 2.2700164E+001, 2.1162432E+001, 3.5639137E-001, 2.1606551E-001
 3.2381015E+002, 6.6992897E+001, 2.1303076E+001, 6.9838371E+001, 6.3850084E+001, 6.2411153E+001, 4.8381051E+001, 3.3450646E+001, 2.4253584E+001, 2.2735662E+001, 2.1158915E+001, 3.6280861E-001, 2.1916271E-001
 3.2401828E+002, 6.7039450E+001, 2.1288890E+001, 6.9218318E+001, 6.3995287E+001, 6.2301625E+001, 4.8346740E+001, 3.3291080E+001, 2.4227925E+001, 2.2759811E+001, 2.1152251E+001, 3.6493981E-001, 2.1939943E-001
 3.2422644E+002, 6.7107597E+001, 2.1261415E+001, 6.8567550E+001, 6.4103826E+001, 6.2218137E+001, 4.8306074E+001, 3.3085552E+001, 2.4197515E+001, 2.2750134E+001, 2.1137579E+001, 3.6388378E-001, 2.1904104E-001
 3.2440488E+002, 6.7157155E+001, 2.1234810E+001, 6.8128709E+001, 6.4173149E+001, 6.2163731E+001, 4.8262645E+001, 3.2861036E+001, 2.4174252E+001, 2.2735356E+001, 2.1122580E+001, 3.6244718E-001, 2.1913762E-001
 3.2461301E+002, 6.7166384E+001, 2.1212693E+001, 6.7934557E+001, 6.4214937E+001, 6.2130639E+001, 4.8233956E+001, 3.2634111E+001, 2.4161282E+001, 2.2736411E+001, 2.1114036E+001, 3.6379173E-001, 2.1907421E-001
 3.2482117E+002, 6.7133456E+001, 2.1188809E+001, 6.7945943E+001, 6.4234067E+001, 6.2111843E+001, 4.8234719E+001, 3.2411728E+001, 2.4149182E+001, 2.2719715E+001, 2.1105158E+001, 3.6466857E-001, 2.1901925E-001
 3.2502933E+002, 6.7056962E+001, 2.1171908E+001, 6.8095179E+001, 6.4228656E+001, 6.2109158E+001, 4.8288469E+001, 3.2239670E+001, 2.4149771E+001, 2.2706437E+001, 2.1101110E+001, 3.6901844E-001, 2.2048548E-001
 3.2520776E+002, 6.6926220E+001, 2.1152250E+001, 6.8280103E+001, 6.4202240E+001, 6.2111746E+001, 4.8390824E+001, 3.2112302E+001, 2.4147015E+001, 2.2686059E+001, 2.1100185E+001, 3.7087225E-001, 2.2119916E-001
 3.2541589E+002, 6.6731845E+001, 2.1140555E+001, 6.8460154E+001, 6.4159058E+001, 6.2116595E+001, 4.8557035E+001, 3.2037798E+001, 2.4151710E+001, 2.2672189E+001, 2.1108219E+001, 3.7521515E-001, 2.2170251E-001
 3.2562405E+002, 6.6468842E+001, 2.1120150E+001, 6.8616510E+001, 6.4100902E+001, 6.2121725E+001, 4.8807770E+001, 3.2014407E+001, 2.4145853E+001, 2.2639494E+001, 2.1114844E+001, 3.7514639E-001, 2.2247220E-001
 3.2580249E+002, 6.6181234E+001, 2.1105095E+001, 6.8705530E+001, 6.4042878E+001, 6.2121444E+001, 4.9102200E+001, 3.2049962E+001, 2.4146259E+001, 2.2625651E+001, 2.1126582E+001, 3.7530770E-001, 2.2281128E-001
 3.2601062E+002, 6.5864379E+001, 2.1097259E+001, 6.8721186E+001, 6.3988183E+001, 6.2113914E+001, 4.9447741E+001, 3.2145359E+001, 2.4153852E+001, 2.2615448E+001, 2.1143515E+001, 3.7714617E-001, 2.2358372E-001
 3.2621878E+002, 6.5532720E+001, 2.1091133E+001, 6.8647098E+001, 6.3936305E+001, 6.2088146E+001, 4.9841067E+001, 3.2302174E+001, 2.4163920E+001, 2.2601003E+001, 2.1163763E+001, 3.7798388E-001, 2.2379098E-001
 3.2642694E+002, 6.5260959E+001, 2.1093637E+001, 6.8482104E+001, 6.3892550E+001, 6.2044793E+001, 5.0234128E+001, 3.2517472E+001, 2.4188890E+001, 2.2602558E+001, 2.1194103E+001, 3.8342824E-001, 2.2523851E-001
