s,s,s,s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
 4.5005852E+001, 4.2548551E+001, 4.2548551E+001, 4.2548551E+001, 1.0953754E+002, 8.1104676E+001, 4.6195048E+001, 2.4097519E+001, 2.3818135E+001, 2.3928956E+001, 2.3212779E+001, 2.1519222E+001, 4.8949868E+001, 3.7070041E+001, 3.0223856E+001, 2.2129902E+001, 2.0095083E+001, 2.0041977E+001, 2.0037305E+001, 2.0030610E+001
 5.0008507E+001, 4.7547795E+001, 4.7547795E+001, 4.7547795E+001, 1.2472847E+002, 9.0294213E+001, 4.7740527E+001, 2.5125898E+001, 2.4731465E+001, 2.4239989E+001, 2.3442807E+001, 2.1695423E+001, 5.3256166E+001, 4.1226375E+001, 3.2317208E+001, 2.2690602E+001, 2.0121116E+001, 2.0052343E+001, 2.0047312E+001, 2.0038783E+001
 5.5001934E+001, 5.2524359E+001, 5.2524359E+001, 5.2524359E+001, 1.3557996E+002, 9.8671072E+001, 5.3336665E+001, 2.5852930E+001, 2.5083238E+001, 2.4445404E+001, 2.3657657E+001, 2.1787303E+001, 5.7427415E+001, 4.5970751E+001, 3.7457795E+001, 2.1041310E+001, 2.0160530E+001, 2.0068597E+001, 2.0061395E+001, 2.0051613E+001
 6.0005081E+001, 5.7578794E+001, 5.7578794E+001, 5.7578794E+001, 1.4324717E+002, 1.0927379E+002, 5.5615687E+001, 2.5861026E+001, 2.5647540E+001, 2.4811564E+001, 2.3741204E+001, 2.2061212E+001, 6.3434543E+001, 5.1109215E+001, 3.7944595E+001, 2.0587856E+001, 2.0162992E+001, 2.0082626E+001, 2.0075690E+001, 2.0066866E+001
 6.5010315E+001, 6.2562196E+001, 6.2562196E+001, 6.2562196E+001, 1.5627546E+002, 1.1673753E+002, 6.0039400E+001, 2.7416951E+001, 2.5369207E+001, 2.5439198E+001, 2.4298190E+001, 2.2399949E+001, 6.8868445E+001, 5.5122371E+001, 4.0871232E+001, 2.0546442E+001, 2.0113989E+001, 2.0105390E+001, 2.0101397E+001, 2.0080363E+001
 7.0003822E+001, 6.7480447E+001, 6.7480447E+001, 6.7480447E+001, 1.6563286E+002, 1.2719233E+002, 6.4410391E+001, 2.7349883E+001, 2.6339632E+001, 2.5639492E+001, 2.4504078E+001, 2.2494392E+001, 7.3556860E+001, 5.9544017E+001, 4.5559024E+001, 2.0523314E+001, 2.0155252E+001, 2.0130727E+001, 2.0122579E+001, 2.0110578E+001
 7.5003220E+001, 7.2533316E+001, 7.2533316E+001, 7.2533316E+001, 1.7790418E+002, 1.3115180E+002, 6.6957049E+001, 2.7861767E+001, 2.7275682E+001, 2.6374830E+001, 2.4574578E+001, 2.2545031E+001, 7.8573002E+001, 6.5382927E+001, 4.9104803E+001, 2.0211133E+001, 2.0192614E+001, 2.0153745E+001, 2.0127575E+001, 2.0122146E+001
 8.0007332E+001, 7.7546608E+001, 7.7546608E+001, 7.7546608E+001, 1.8194021E+002, 1.3604564E+002, 7.5451382E+001, 3.0096146E+001, 2.6977073E+001, 2.6962065E+001, 2.5058606E+001, 2.2745179E+001, 8.1803742E+001, 6.8835518E+001, 4.8009655E+001, 2.0111003E+001, 2.0222449E+001, 2.0176878E+001, 2.0110033E+001, 2.0134180E+001
 8.5010338E+001, 8.2517477E+001, 8.2517477E+001, 8.2517477E+001, 1.9581825E+002, 1.4728135E+002, 7.1159634E+001, 3.0100600E+001, 2.7684584E+001, 2.7077345E+001, 2.5274221E+001, 2.3054320E+001, 8.8583970E+001, 7.3139977E+001, 5.3198859E+001, 2.0248425E+001, 2.0254666E+001, 2.0190295E+001, 2.0131299E+001, 2.0148206E+001
 9.0008316E+001, 8.7547996E+001, 8.7547996E+001, 8.7547996E+001, 2.1225697E+002, 1.5503629E+002, 7.8848051E+001, 2.9092749E+001, 2.8722676E+001, 2.7287769E+001, 2.5567829E+001, 2.3381369E+001, 9.0205214E+001, 7.8529690E+001, 5.5649742E+001, 2.0230931E+001, 2.0273239E+001, 2.0196922E+001, 2.0157337E+001, 2.0144642E+001
 9.5014542E+001, 9.2453547E+001, 9.2453547E+001, 9.2453547E+001, 2.1762183E+002, 1.6034691E+002, 7.8272962E+001, 3.0936366E+001, 2.8520272E+001, 2.7208090E+001, 2.5937917E+001, 2.3638531E+001, 9.9327426E+001, 8.2103451E+001, 5.7994424E+001, 2.0397956E+001, 2.0265178E+001, 2.0202037E+001, 2.0179526E+001, 2.0157334E+001
 1.0000626E+002, 9.7522295E+001, 9.7522295E+001, 9.7522295E+001, 2.2407457E+002, 1.6622821E+002, 7.7657651E+001, 3.0006150E+001, 2.9453635E+001, 2.7005960E+001, 2.5666486E+001, 2.3737886E+001, 1.0062673E+002, 8.5493608E+001, 5.9597241E+001, 2.0415212E+001, 2.0263340E+001, 2.0235687E+001, 2.0214064E+001, 2.0173151E+001
 1.0501219E+002, 1.0251640E+002, 1.0251640E+002, 1.0251640E+002, 2.2048222E+002, 1.6492122E+002, 7.7373176E+001, 3.0000652E+001, 2.9442689E+001, 2.7687513E+001, 2.5569462E+001, 2.3425729E+001, 1.0318390E+002, 8.6913000E+001, 6.3859087E+001, 2.1414802E+001, 2.0294877E+001, 2.0235723E+001, 2.0220082E+001, 2.0193793E+001
 1.1000191E+002, 1.0752748E+002, 1.0752748E+002, 1.0752748E+002, 2.1453544E+002, 1.6499221E+002, 7.3365020E+001, 2.9542277E+001, 2.9055332E+001, 2.7186763E+001, 2.5960573E+001, 2.3402107E+001, 1.0430674E+002, 8.8227698E+001, 6.3339295E+001, 2.0917131E+001, 2.0459853E+001, 2.0272323E+001, 2.0227732E+001, 2.0235601E+001
 1.1500452E+002, 1.1256110E+002, 1.1256110E+002, 1.1256110E+002, 2.0829899E+002, 1.5499573E+002, 7.6100061E+001, 3.2304479E+001, 2.9715232E+001, 2.8384512E+001, 2.5783165E+001, 2.3982017E+001, 1.0499977E+002, 9.0379211E+001, 6.2719641E+001, 2.1191176E+001, 2.0477955E+001, 2.0335238E+001, 2.0194488E+001, 2.0202942E+001
 1.2000879E+002, 1.1751361E+002, 1.1751361E+002, 1.1751361E+002, 2.1564245E+002, 1.6657056E+002, 7.3882700E+001, 3.2312128E+001, 2.8492895E+001, 2.7784289E+001, 2.6013595E+001, 2.4212724E+001, 1.0468914E+002, 9.0837226E+001, 6.4060544E+001, 2.1603189E+001, 2.0411911E+001, 2.0380563E+001, 2.0368810E+001, 2.0187602E+001
 1.2501306E+002, 1.2251788E+002, 1.2251788E+002, 1.2251788E+002, 2.2758854E+002, 1.6570530E+002, 8.0611447E+001, 3.2613150E+001, 2.8896779E+001, 2.7198731E+001, 2.6444704E+001, 2.4149406E+001, 1.0456797E+002, 9.1163291E+001, 6.3512657E+001, 2.1015429E+001, 2.0473277E+001, 2.0397046E+001, 2.0447747E+001, 2.0213447E+001
 1.3000343E+002, 1.2751520E+002, 1.2751520E+002, 1.2751520E+002, 2.3865715E+002, 1.7491811E+002, 8.7248383E+001, 3.4404723E+001, 3.1353962E+001, 2.8186081E+001, 2.6850451E+001, 2.4774772E+001, 1.0725638E+002, 9.2673117E+001, 6.5863464E+001, 2.0840080E+001, 2.0517025E+001, 2.0450623E+001, 2.0437768E+001, 2.0343064E+001
 1.3500771E+002, 1.3251252E+002, 1.3251252E+002, 1.3251252E+002, 2.5920172E+002, 1.8579318E+002, 9.2321901E+001, 3.5453615E+001, 3.1377967E+001, 2.9729752E+001, 2.6662667E+001, 2.4510830E+001, 1.1205498E+002, 9.5317600E+001, 6.7081331E+001, 2.1815853E+001, 2.0581656E+001, 2.0503052E+001, 2.0390550E+001, 2.0406949E+001
 1.4000105E+002, 1.3754021E+002, 1.3754021E+002, 1.3754021E+002, 2.5854632E+002, 1.9041182E+002, 9.3152607E+001, 3.7497266E+001, 3.1025873E+001, 2.9036878E+001, 2.6682476E+001, 2.4262053E+001, 1.1293817E+002, 9.9433734E+001, 6.7056154E+001, 2.1850429E+001, 2.0612392E+001, 2.0549740E+001, 2.0536260E+001, 2.0556210E+001
 1.4500682E+002, 1.4249159E+002, 1.4249159E+002, 1.4249159E+002, 2.4853989E+002, 1.8291517E+002, 8.6124619E+001, 3.4331176E+001, 3.0640806E+001, 2.7995215E+001, 2.6023088E+001, 2.4474580E+001, 1.1336595E+002, 1.0038403E+002, 6.8316209E+001, 2.1551645E+001, 2.0821722E+001, 2.0671243E+001, 2.0569841E+001, 2.0706255E+001
 1.5001306E+002, 1.4754183E+002, 1.4754183E+002, 1.4754183E+002, 2.5101334E+002, 1.6693647E+002, 8.7179492E+001, 3.6898914E+001, 3.1404703E+001, 2.8331018E+001, 2.6804287E+001, 2.4967706E+001, 1.1229794E+002, 1.0062404E+002, 6.4860586E+001, 2.0340501E+001, 2.0807428E+001, 2.0512328E+001, 2.0365228E+001, 2.0516134E+001
 1.5501187E+002, 1.5254608E+002, 1.5254608E+002, 1.5254608E+002, 2.5152399E+002, 1.6506452E+002, 9.7268795E+001, 3.6693272E+001, 3.2174507E+001, 2.8505353E+001, 2.7232799E+001, 2.4857884E+001, 1.1561244E+002, 9.9995646E+001, 6.7447115E+001, 2.0604926E+001, 2.0746732E+001, 2.0483151E+001, 2.0347843E+001, 2.0514333E+001
 1.6000777E+002, 1.5750438E+002, 1.5750438E+002, 1.5750438E+002, 2.5956535E+002, 1.7798741E+002, 9.9140750E+001, 3.5732613E+001, 3.3698099E+001, 3.0371032E+001, 2.7691803E+001, 2.4977774E+001, 1.1608673E+002, 9.9959397E+001, 7.3648568E+001, 2.1141086E+001, 2.0741647E+001, 2.0474924E+001, 2.0625653E+001, 2.0421964E+001
 1.6500961E+002, 1.6250381E+002, 1.6250381E+002, 1.6250381E+002, 2.8634959E+002, 1.9295987E+002, 1.0222759E+002, 3.8772232E+001, 3.6887154E+001, 3.2459264E+001, 2.8494204E+001, 2.5753158E+001, 1.2020749E+002, 1.0143819E+002, 7.6022010E+001, 2.1550526E+001, 2.0698672E+001, 2.0648474E+001, 2.0672638E+001, 2.0472005E+001
 1.7000586E+002, 1.6751775E+002, 1.6751775E+002, 1.6751775E+002, 3.1344953E+002, 2.0175163E+002, 1.0772382E+002, 4.1702338E+001, 3.6228483E+001, 3.1999644E+001, 2.8822788E+001, 2.6792027E+001, 1.2626472E+002, 1.0384322E+002, 7.6384527E+001, 2.0627062E+001, 2.0946775E+001, 2.0799786E+001, 2.0584885E+001, 2.0541827E+001
 1.7501125E+002, 1.7247344E+002, 1.7247344E+002, 1.7247344E+002, 3.2989570E+002, 2.0480050E+002, 1.0706935E+002, 4.2326434E+001, 3.8881151E+001, 3.4895949E+001, 2.9613258E+001, 2.6368274E+001, 1.3017780E+002, 1.0558435E+002, 7.9563740E+001, 2.1394480E+001, 2.1085918E+001, 2.0736504E+001, 2.0582013E+001, 2.0583371E+001
 1.8000151E+002, 1.7751331E+002, 1.7751331E+002, 1.7751331E+002, 3.3714597E+002, 2.2083107E+002, 1.1162445E+002, 4.3534371E+001, 3.8434467E+001, 3.4061542E+001, 3.0690894E+001, 2.7115253E+001, 1.3644487E+002, 1.1038873E+002, 8.2155628E+001, 2.2145973E+001, 2.0995182E+001, 2.0741773E+001, 2.0549642E+001, 2.0628281E+001
 1.8501245E+002, 1.8256984E+002, 1.8256984E+002, 1.8256984E+002, 3.4200800E+002, 2.1460658E+002, 1.1190782E+002, 4.1797298E+001, 3.7193274E+001, 3.3967891E+001, 3.0135231E+001, 2.7147337E+001, 1.4009994E+002, 1.1537484E+002, 8.5298697E+001, 2.3000860E+001, 2.1066960E+001, 2.0912712E+001, 2.0745922E+001, 2.0617710E+001
 1.9001262E+002, 1.8753634E+002, 1.8753634E+002, 1.8753634E+002, 3.1396833E+002, 2.0986436E+002, 1.0336485E+002, 4.1314728E+001, 3.6549295E+001, 3.2200742E+001, 2.8810491E+001, 2.6840568E+001, 1.3829080E+002, 1.1714594E+002, 8.2028093E+001, 2.1878369E+001, 2.1118247E+001, 2.0809798E+001, 2.0841840E+001, 2.0909995E+001
 1.9501035E+002, 1.9252926E+002, 1.9252926E+002, 1.9252926E+002, 3.1297493E+002, 1.9678103E+002, 1.0840006E+002, 4.1471605E+001, 3.5172609E+001, 3.2849572E+001, 2.8778256E+001, 2.6637380E+001, 1.3452892E+002, 1.1615495E+002, 8.3294774E+001, 2.2013779E+001, 2.0844956E+001, 2.0886242E+001, 2.0776569E+001, 2.0843689E+001
 2.0000098E+002, 1.9750723E+002, 1.9750723E+002, 1.9750723E+002, 2.9593615E+002, 1.9966379E+002, 1.0329429E+002, 4.1262044E+001, 3.5633756E+001, 3.3628110E+001, 2.8706554E+001, 2.5033684E+001, 1.3134966E+002, 1.1511601E+002, 8.3011123E+001, 2.1776535E+001, 2.0838983E+001, 2.0744949E+001, 2.0575720E+001, 2.0872630E+001
 2.0501242E+002, 2.0254509E+002, 2.0254509E+002, 2.0254509E+002, 3.2150305E+002, 2.0074275E+002, 1.0930541E+002, 4.6456339E+001, 3.9620092E+001, 3.4176483E+001, 3.0141474E+001, 2.6136084E+001, 1.3115786E+002, 1.1344137E+002, 8.1184977E+001, 2.1883179E+001, 2.0853032E+001, 2.0833282E+001, 2.1045958E+001, 2.1147473E+001
 2.1000114E+002, 2.0751308E+002, 2.0751308E+002, 2.0751308E+002, 3.5625907E+002, 2.1782287E+002, 1.1593335E+002, 4.4541326E+001, 3.9179762E+001, 3.4765758E+001, 3.0514635E+001, 2.5995811E+001, 1.3788911E+002, 1.1477714E+002, 8.8498133E+001, 2.1874725E+001, 2.1076741E+001, 2.1034105E+001, 2.0934135E+001, 2.0831097E+001
 2.1500047E+002, 2.1248984E+002, 2.1248984E+002, 2.1248984E+002, 3.6678283E+002, 2.2006184E+002, 1.2152465E+002, 4.6880954E+001, 3.9289236E+001, 3.5785427E+001, 3.0687131E+001, 2.6254590E+001, 1.3827478E+002, 1.1818522E+002, 9.3403989E+001, 2.0192817E+001, 2.1025018E+001, 2.0946094E+001, 2.0955153E+001, 2.0794031E+001
 2.2000348E+002, 2.1750820E+002, 2.1750820E+002, 2.1750820E+002, 4.2809408E+002, 2.4204981E+002, 1.3060451E+002, 4.8346270E+001, 4.3892097E+001, 3.8981835E+001, 3.3047818E+001, 2.7785403E+001, 1.4872903E+002, 1.2308848E+002, 9.1089804E+001, 2.1839906E+001, 2.1483299E+001, 2.1273068E+001, 2.1141260E+001, 2.1134970E+001
 2.2500648E+002, 2.2251120E+002, 2.2251120E+002, 2.2251120E+002, 4.4432058E+002, 2.5465224E+002, 1.4053958E+002, 4.9716287E+001, 4.4567276E+001, 3.9778118E+001, 3.3618881E+001, 2.9436569E+001, 1.5652127E+002, 1.2584995E+002, 9.6113814E+001, 2.1417791E+001, 2.1591237E+001, 2.1176163E+001, 2.1162693E+001, 2.1149912E+001
 2.3000949E+002, 2.2751421E+002, 2.2751421E+002, 2.2751421E+002, 4.3383531E+002, 2.6317676E+002, 1.4548467E+002, 5.3011763E+001, 4.6947911E+001, 3.6727436E+001, 3.2419509E+001, 2.9547092E+001, 1.6524635E+002, 1.3135253E+002, 9.9003949E+001, 2.3585088E+001, 2.1396272E+001, 2.1184619E+001, 2.1093654E+001, 2.1214264E+001
 2.3500005E+002, 2.3251099E+002, 2.3251099E+002, 2.3251099E+002, 4.6641591E+002, 2.5252105E+002, 1.5526192E+002, 5.8203313E+001, 4.6346111E+001, 3.9084856E+001, 3.3484486E+001, 3.0855656E+001, 1.6554152E+002, 1.3557594E+002, 1.0426453E+002, 2.5317567E+001, 2.1636175E+001, 2.1191879E+001, 2.1135352E+001, 2.1235957E+001
 2.4000305E+002, 2.3750777E+002, 2.3750777E+002, 2.3750777E+002, 4.7874201E+002, 2.6913052E+002, 1.6216971E+002, 5.5956665E+001, 4.5464407E+001, 4.0373108E+001, 3.3790956E+001, 3.0009245E+001, 1.6831573E+002, 1.3907080E+002, 1.1023771E+002, 2.5761331E+001, 2.1774210E+001, 2.1326992E+001, 2.0971984E+001, 2.1122212E+001
 2.4500430E+002, 2.4255351E+002, 2.4255351E+002, 2.4255351E+002, 5.1285459E+002, 2.8328053E+002, 1.6477586E+002, 6.2652269E+001, 5.3512576E+001, 4.2640529E+001, 3.5833668E+001, 3.0327066E+001, 1.7241914E+002, 1.3906790E+002, 1.1130147E+002, 2.5380481E+001, 2.1542957E+001, 2.1375301E+001, 2.1347143E+001, 2.1578198E+001
 2.5001019E+002, 2.4751340E+002, 2.4751340E+002, 2.4751340E+002, 5.7478079E+002, 3.0805219E+002, 1.8822236E+002, 6.5612627E+001, 5.8043878E+001, 4.7521608E+001, 3.8546300E+001, 3.2554987E+001, 1.8272481E+002, 1.4697488E+002, 1.1565438E+002, 2.6479339E+001, 2.1331208E+001, 2.1416604E+001, 2.1213373E+001, 2.1633594E+001
 2.5500378E+002, 2.5251314E+002, 2.5251314E+002, 2.5251314E+002, 5.8838112E+002, 3.1872112E+002, 1.9583525E+002, 6.4651665E+001, 5.6967000E+001, 4.8746260E+001, 4.0075401E+001, 3.4020716E+001, 1.8920532E+002, 1.5045680E+002, 1.1859436E+002, 2.7966864E+001, 2.1604301E+001, 2.1377442E+001, 2.1392776E+001, 2.1588244E+001
 2.6000967E+002, 2.5751288E+002, 2.5751288E+002, 2.5751288E+002, 6.1308774E+002, 3.2539318E+002, 2.0117986E+002, 7.0459612E+001, 6.6251977E+001, 5.1068308E+001, 4.0794019E+001, 3.4915583E+001, 1.9658006E+002, 1.5288388E+002, 1.2306731E+002, 3.0224433E+001, 2.1792664E+001, 2.1598682E+001, 2.1419159E+001, 2.1857486E+001
 2.6500327E+002, 2.6251262E+002, 2.6251262E+002, 2.6251262E+002, 5.7853237E+002, 3.2233004E+002, 2.0448668E+002, 7.1510665E+001, 6.8878192E+001, 5.3939471E+001, 4.6513923E+001, 3.3126101E+001, 1.9855865E+002, 1.5948288E+002, 1.2129757E+002, 2.7951782E+001, 2.2175741E+001, 2.1765107E+001, 2.1461535E+001, 2.2078380E+001
 2.7000916E+002, 2.6751236E+002, 2.6751236E+002, 2.6751236E+002, 5.8231881E+002, 3.3218731E+002, 2.0317848E+002, 7.5056782E+001, 6.3783343E+001, 5.4328715E+001, 4.7460540E+001, 3.3747107E+001, 2.0326169E+002, 1.5786375E+002, 1.3137871E+002, 2.8947139E+001, 2.1947158E+001, 2.1862361E+001, 2.1777744E+001, 2.2277984E+001
 2.7500275E+002, 2.7251210E+002, 2.7251210E+002, 2.7251210E+002, 6.1920680E+002, 3.3653839E+002, 2.2709621E+002, 8.5979341E+001, 6.5652504E+001, 5.9110476E+001, 4.4294562E+001, 3.6285666E+001, 2.0081331E+002, 1.6043602E+002, 1.3211051E+002, 2.8527812E+001, 2.1869492E+001, 2.2088679E+001, 2.2173851E+001, 2.2014386E+001
 2.8000681E+002, 2.7752257E+002, 2.7752257E+002, 2.7752257E+002, 6.0052978E+002, 3.3797373E+002, 2.3476101E+002, 9.1410961E+001, 7.1577689E+001, 5.8695446E+001, 4.5554778E+001, 3.5618752E+001, 2.0023241E+002, 1.6763335E+002, 1.3831365E+002, 3.0659293E+001, 2.2183416E+001, 2.2253798E+001, 2.2422957E+001, 2.2274510E+001
 2.8500305E+002, 2.8251096E+002, 2.8251096E+002, 2.8251096E+002, 6.4696357E+002, 3.4264070E+002, 2.3929390E+002, 9.2997279E+001, 7.4499701E+001, 6.9446170E+001, 4.8160350E+001, 3.5831901E+001, 1.9845279E+002, 1.7306244E+002, 1.4455363E+002, 2.9339494E+001, 2.2813607E+001, 2.2523080E+001, 2.2362413E+001, 2.2519941E+001
 2.9001135E+002, 2.8751323E+002, 2.8751323E+002, 2.8751323E+002, 6.4098366E+002, 3.5006520E+002, 2.4096669E+002, 9.4159394E+001, 7.6614623E+001, 7.0147598E+001, 4.8972846E+001, 3.9262767E+001, 2.0843573E+002, 1.7843965E+002, 1.3739762E+002, 2.6183939E+001, 2.2609630E+001, 2.2730277E+001, 2.1502630E+001, 2.2593824E+001
 2.9500885E+002, 2.9252230E+002, 2.9252230E+002, 2.9252230E+002, 6.5763918E+002, 3.3288386E+002, 2.3025421E+002, 9.4722870E+001, 7.3604342E+001, 6.5691641E+001, 5.0016652E+001, 3.6774609E+001, 2.0776186E+002, 1.7613963E+002, 1.4148173E+002, 3.1884339E+001, 2.2710877E+001, 2.2391057E+001, 2.2488081E+001, 2.2788251E+001
 3.0000107E+002, 2.9751090E+002, 2.9751090E+002, 2.9751090E+002, 7.1191383E+002, 3.5010440E+002, 2.4805507E+002, 1.1092397E+002, 7.7238694E+001, 7.0072846E+001, 5.4158280E+001, 4.0501787E+001, 2.1165399E+002, 1.7833090E+002, 1.4187286E+002, 3.4252693E+001, 2.2679103E+001, 2.2637361E+001, 2.2361294E+001, 2.2942870E+001
 3.0500519E+002, 3.0250907E+002, 3.0250907E+002, 3.0250907E+002, 7.2336301E+002, 3.6087004E+002, 2.5735280E+002, 1.1936075E+002, 8.1555368E+001, 6.9179907E+001, 5.3336280E+001, 4.4740974E+001, 2.1380222E+002, 1.8283737E+002, 1.4448846E+002, 3.4309359E+001, 2.3307113E+001, 2.2820453E+001, 2.2629026E+001, 2.2918834E+001
 3.1000931E+002, 3.0751319E+002, 3.0751319E+002, 3.0751319E+002, 7.7266296E+002, 3.7071815E+002, 2.7093788E+002, 1.3978713E+002, 8.0115302E+001, 7.4115656E+001, 5.6184492E+001, 4.3635336E+001, 2.2146449E+002, 1.9167150E+002, 1.5353901E+002, 3.6768035E+001, 2.3836406E+001, 2.3469755E+001, 2.2164383E+001, 2.3259438E+001
 3.1500153E+002, 3.1251136E+002, 3.1251136E+002, 3.1251136E+002, 8.2733691E+002, 3.8662626E+002, 2.9662086E+002, 1.4710845E+002, 8.0705219E+001, 8.0456612E+001, 6.6238098E+001, 4.3825607E+001, 2.2145056E+002, 2.0577164E+002, 1.5916649E+002, 4.2817244E+001, 2.2953184E+001, 2.3566610E+001, 2.2018545E+001, 2.3222273E+001
 3.2000565E+002, 3.1750953E+002, 3.1750953E+002, 3.1750953E+002, 7.9380083E+002, 3.9684314E+002, 3.0225070E+002, 1.6759590E+002, 8.8883708E+001, 8.3371517E+001, 6.4501937E+001, 4.4220285E+001, 2.3629201E+002, 2.1115463E+002, 1.6049321E+002, 4.6683348E+001, 2.4570765E+001, 2.3828652E+001, 2.3012862E+001, 2.2874407E+001
 3.2500461E+002, 3.2251663E+002, 3.2251663E+002, 3.2251663E+002, 7.7580024E+002, 4.0319711E+002, 3.3605316E+002, 1.9876098E+002, 1.0257401E+002, 9.1548272E+001, 7.0072596E+001, 4.5616035E+001, 2.3978253E+002, 2.1858521E+002, 1.7276348E+002, 4.7906089E+001, 2.4748800E+001, 2.4213445E+001, 2.1996811E+001, 2.2864591E+001
 3.3000275E+002, 3.2751784E+002, 3.2751784E+002, 3.2751784E+002, 9.3329441E+002, 4.9406336E+002, 3.8343331E+002, 2.5306282E+002, 1.2054891E+002, 1.0857440E+002, 8.0012906E+001, 5.2034806E+001, 2.4854850E+002, 2.2119296E+002, 1.9478434E+002, 5.7759802E+001, 2.6593261E+001, 2.5218321E+001, 2.4198133E+001, 2.3877769E+001
 3.3500378E+002, 3.3253270E+002, 3.3253270E+002, 3.3253270E+002, 9.8031559E+002, 5.5936055E+002, 4.1953912E+002, 2.8188245E+002, 1.4613786E+002, 1.2239188E+002, 8.7787004E+001, 6.3607919E+001, 2.4569188E+002, 2.3134206E+002, 2.0206290E+002, 7.0175845E+001, 2.6873006E+001, 2.6031104E+001, 2.4968802E+001, 2.4735036E+001
