s,C,C,C,C,C,C,C,C,C,C
 2.3000684E+002, 2.0000160E+001, 5.1562643E+002, 4.9749664E+002, 4.5230777E+002, 4.1808678E+002, 2.6159360E+002, 1.2678488E+002, 1.2363360E+002, 1.0502058E+002, 8.0735320E+001
 2.3500139E+002, 2.0000160E+001, 5.1239082E+002, 5.0075714E+002, 4.7011194E+002, 4.1786145E+002, 2.4016444E+002, 1.3295846E+002, 1.3072056E+002, 1.1249414E+002, 8.9841150E+001
 2.4000943E+002, 2.0000161E+001, 5.2118920E+002, 5.1434433E+002, 4.8000593E+002, 4.2383976E+002, 2.4271059E+002, 1.3269641E+002, 1.2596814E+002, 1.0793491E+002, 8.6325856E+001
 2.4500104E+002, 2.0000169E+001, 5.3743943E+002, 5.0724020E+002, 4.5560688E+002, 4.2488179E+002, 2.4793092E+002, 1.3116570E+002, 1.2786836E+002, 1.1556660E+002, 8.4240583E+001
 2.5000005E+002, 2.0000156E+001, 5.4971278E+002, 5.2900189E+002, 4.8130342E+002, 4.2552192E+002, 2.5195077E+002, 1.3814089E+002, 1.3272274E+002, 1.1038515E+002, 9.3001500E+001
 2.5500845E+002, 2.0000164E+001, 5.3827955E+002, 5.1954981E+002, 4.5935330E+002, 4.3599103E+002, 2.6319026E+002, 1.3673896E+002, 1.3576427E+002, 1.1172404E+002, 8.9383667E+001
 2.6000479E+002, 2.0000172E+001, 5.3356087E+002, 5.2193725E+002, 4.8577069E+002, 4.5025910E+002, 2.5663055E+002, 1.3938073E+002, 1.3783725E+002, 1.2218285E+002, 1.0010340E+002
 2.6500095E+002, 2.0000160E+001, 5.9218098E+002, 5.5011210E+002, 4.8084971E+002, 4.2582425E+002, 2.7311436E+002, 1.4598849E+002, 1.3843528E+002, 1.0709643E+002, 8.8014527E+001
 2.7000903E+002, 2.0000148E+001, 5.5942233E+002, 5.3845463E+002, 4.8676239E+002, 4.5623412E+002, 2.6025695E+002, 1.4741109E+002, 1.3343991E+002, 1.1418539E+002, 9.1639893E+001
 2.7500510E+002, 2.0000145E+001, 5.6717129E+002, 5.3819977E+002, 4.9593595E+002, 4.4116371E+002, 2.5940898E+002, 1.5338459E+002, 1.3526603E+002, 1.2087421E+002, 1.0060196E+002
 2.8000351E+002, 2.0000144E+001, 5.9270296E+002, 5.5579232E+002, 4.9600416E+002, 4.6949848E+002, 2.6962231E+002, 1.4333267E+002, 1.4207123E+002, 1.3945405E+002, 1.0395321E+002
 2.8500024E+002, 2.0000156E+001, 6.1212659E+002, 5.6600074E+002, 5.0483243E+002, 4.5533330E+002, 2.8005411E+002, 1.5447845E+002, 1.4069176E+002, 1.1471742E+002, 9.6852230E+001
 2.9000372E+002, 2.0000155E+001, 6.0257020E+002, 5.6104283E+002, 5.0705249E+002, 4.5839132E+002, 2.6163062E+002, 1.6706507E+002, 1.4824142E+002, 1.3100258E+002, 9.4588392E+001
 2.9500351E+002, 2.0000174E+001, 5.8096807E+002, 5.5677655E+002, 4.9237111E+002, 4.5947224E+002, 2.9287943E+002, 1.5757064E+002, 1.4291136E+002, 1.2094916E+002, 9.2959334E+001
 3.0000229E+002, 2.0000141E+001, 5.7005153E+002, 5.5803805E+002, 5.2250249E+002, 4.6471505E+002, 2.9035680E+002, 1.6357826E+002, 1.5689766E+002, 1.3111877E+002, 9.6333739E+001
 3.0500488E+002, 2.0000151E+001, 6.2174105E+002, 5.8198648E+002, 5.2165210E+002, 4.6130904E+002, 2.9654908E+002, 1.5937284E+002, 1.3953034E+002, 1.1908544E+002, 1.0384697E+002
 3.1000070E+002, 2.0000152E+001, 6.1715143E+002, 6.0335366E+002, 5.5723448E+002, 4.8711144E+002, 2.8280648E+002, 1.6424377E+002, 1.5359374E+002, 1.3763450E+002, 1.0577846E+002
 3.1500772E+002, 2.0000121E+001, 6.4539523E+002, 6.2555075E+002, 5.6643643E+002, 5.1027035E+002, 3.1891277E+002, 1.6310443E+002, 1.5079396E+002, 1.3619654E+002, 1.0119032E+002
 3.2001001E+002, 2.0000117E+001, 6.8354617E+002, 6.4384092E+002, 5.6406860E+002, 5.3161218E+002, 3.2335365E+002, 1.6978455E+002, 1.6105215E+002, 1.3056202E+002, 1.2926868E+002
 3.2500742E+002, 2.0000124E+001, 6.8515609E+002, 6.5360589E+002, 5.7233597E+002, 5.3206213E+002, 3.0432370E+002, 1.9028274E+002, 1.7181457E+002, 1.4513319E+002, 1.2236442E+002
 3.3000610E+002, 2.0000104E+001, 7.2115796E+002, 6.7683650E+002, 5.8978071E+002, 5.3602251E+002, 3.1909751E+002, 1.8617446E+002, 1.7199382E+002, 1.4030479E+002, 1.2197289E+002
 3.3500040E+002, 2.0000098E+001, 7.5460007E+002, 6.8168865E+002, 5.8646446E+002, 5.3808815E+002, 3.3381112E+002, 1.9410718E+002, 1.8034044E+002, 1.5373931E+002, 1.1037073E+002
 3.4000668E+002, 2.0000108E+001, 6.7835508E+002, 6.4563036E+002, 5.7064300E+002, 5.3365560E+002, 3.1116735E+002, 2.0578512E+002, 1.8041225E+002, 1.6532309E+002, 1.1500039E+002
 3.4500156E+002, 2.0000099E+001, 7.0697413E+002, 6.6514723E+002, 5.7256839E+002, 5.3013673E+002, 3.3387523E+002, 1.8944618E+002, 1.6879719E+002, 1.5832931E+002, 1.0595237E+002
 3.5000366E+002, 2.0000087E+001, 7.0290335E+002, 6.5585743E+002, 5.7245628E+002, 5.2944919E+002, 3.2912207E+002, 1.9199753E+002, 1.8004303E+002, 1.5873177E+002, 1.0837144E+002
 3.5500592E+002, 2.0000084E+001, 6.8309191E+002, 6.4220031E+002, 5.7683708E+002, 5.2558492E+002, 3.2459741E+002, 1.8957841E+002, 1.7056819E+002, 1.4082361E+002, 1.3115559E+002
 3.6000104E+002, 2.0000092E+001, 6.9887769E+002, 6.4834715E+002, 5.6076864E+002, 5.1856474E+002, 3.1542139E+002, 2.0413534E+002, 1.7957963E+002, 1.3470965E+002, 1.2644700E+002
 3.6500046E+002, 2.0000099E+001, 6.6334343E+002, 6.3013705E+002, 5.5038980E+002, 4.9696804E+002, 3.1315783E+002, 2.1048773E+002, 1.6885956E+002, 1.3796190E+002, 1.1882168E+002
 3.7000687E+002, 2.0000088E+001, 6.4436506E+002, 6.0903056E+002, 5.4556445E+002, 4.9637703E+002, 3.0597063E+002, 2.0528594E+002, 1.7014540E+002, 1.6075918E+002, 1.0301344E+002
 3.7500989E+002, 2.0000090E+001, 6.2835236E+002, 5.9538321E+002, 5.3501405E+002, 4.9257832E+002, 3.2583840E+002, 2.0540438E+002, 1.7009776E+002, 1.4066998E+002, 1.1199898E+002
 3.8000433E+002, 2.0000093E+001, 6.1326777E+002, 5.9132902E+002, 5.4999619E+002, 4.9101712E+002, 2.8543671E+002, 1.8399653E+002, 1.6392958E+002, 1.5093516E+002, 1.0910770E+002
 3.8500690E+002, 2.0000082E+001, 6.5707858E+002, 6.1311337E+002, 5.3745759E+002, 4.8384637E+002, 3.1260115E+002, 1.8790580E+002, 1.5904849E+002, 1.3990564E+002, 1.2086391E+002
 3.9000137E+002, 2.0000091E+001, 6.2896341E+002, 5.9634443E+002, 5.2884381E+002, 4.8487561E+002, 2.8077252E+002, 2.1369464E+002, 1.6154548E+002, 1.4197479E+002, 1.1552871E+002
 3.9500131E+002, 2.0000084E+001, 6.4046051E+002, 6.0316486E+002, 5.3540404E+002, 4.7496497E+002, 2.8917183E+002, 1.8290200E+002, 1.5879793E+002, 1.4496038E+002, 1.1028917E+002
 4.0000735E+002, 2.0000097E+001, 6.0485262E+002, 5.7659957E+002, 5.2105009E+002, 4.6542106E+002, 2.9176461E+002, 1.8670193E+002, 1.5359639E+002, 1.3255854E+002, 1.0439031E+002
