s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,s
 3.4218445E+001, 3.6420062E+002, 4.8247682E+002, 4.7162079E+002, 4.4450705E+002, 3.0736872E+002, 1.0729206E+002, 4.9470959E+001, 3.9271401E+001, 4.0736353E+001, 3.2587893E+001, 3.0097496E+001, 2.8245461E+001, 2.3548223E+001, 2.2458086E+001, 2.0847032E+001, 2.0617477E+001, 0.0000000E+000, 3.4177416E+001
 3.4310253E+001, 3.8444362E+002, 4.8155268E+002, 4.7011096E+002, 4.4923474E+002, 3.0936706E+002, 1.0811125E+002, 4.9726470E+001, 3.9390302E+001, 4.0437739E+001, 3.2677906E+001, 2.9872714E+001, 2.7984652E+001, 2.3424280E+001, 2.2437837E+001, 2.0854916E+001, 2.0621492E+001, 0.0000000E+000, 3.4273530E+001
 3.4402061E+001, 4.0614906E+002, 4.7745093E+002, 4.7125589E+002, 4.5355549E+002, 3.1168472E+002, 1.0841725E+002, 5.0011267E+001, 3.9532957E+001, 4.0252213E+001, 3.2747113E+001, 2.9734082E+001, 2.7698426E+001, 2.3304345E+001, 2.2418478E+001, 2.0860644E+001, 2.0623857E+001, 0.0000000E+000, 3.4365337E+001
 3.4512230E+001, 3.9251837E+002, 4.7138017E+002, 4.7182947E+002, 4.5615238E+002, 3.1409998E+002, 1.0794103E+002, 5.0118137E+001, 3.9628578E+001, 4.0120051E+001, 3.2801883E+001, 2.9637987E+001, 2.7355895E+001, 2.3170355E+001, 2.2393514E+001, 2.0863942E+001, 2.0625523E+001, 0.0000000E+000, 3.4466325E+001
 3.4604034E+001, 3.5336788E+002, 4.6572478E+002, 4.7004050E+002, 4.5651067E+002, 3.1490425E+002, 1.0671364E+002, 5.0374336E+001, 3.9812151E+001, 4.0034533E+001, 3.2839958E+001, 2.9566543E+001, 2.6995072E+001, 2.3037681E+001, 2.2367094E+001, 2.0865321E+001, 2.0626500E+001, 0.0000000E+000, 3.4567313E+001
 3.4714207E+001, 3.6017988E+002, 4.6186195E+002, 4.6624397E+002, 4.5616185E+002, 3.1260170E+002, 1.0458424E+002, 5.0722087E+001, 4.0004139E+001, 3.9985098E+001, 3.2863159E+001, 2.9491281E+001, 2.6626246E+001, 2.2913042E+001, 2.2347078E+001, 2.0871463E+001, 2.0629948E+001, 0.0000000E+000, 3.4668301E+001
 3.4806011E+001, 3.7996642E+002, 4.6017958E+002, 4.6213494E+002, 4.5636417E+002, 3.0695539E+002, 1.0248198E+002, 5.0941856E+001, 4.0065140E+001, 3.9971227E+001, 3.2877298E+001, 2.9395583E+001, 2.6264544E+001, 2.2793844E+001, 2.2321212E+001, 2.0872123E+001, 2.0630322E+001, 0.0000000E+000, 3.4769289E+001
 3.4916180E+001, 3.7633780E+002, 4.6005137E+002, 4.5906840E+002, 4.5742196E+002, 2.9955979E+002, 1.0100107E+002, 5.0943786E+001, 4.0024245E+001, 4.0006921E+001, 3.2888348E+001, 2.9267960E+001, 2.5914694E+001, 2.2684050E+001, 2.2296286E+001, 2.0874492E+001, 2.0632585E+001, 0.0000000E+000, 3.4870277E+001
 3.5007988E+001, 3.6898965E+002, 4.6011932E+002, 4.5799031E+002, 4.5850306E+002, 2.9326548E+002, 1.0038560E+002, 5.0924896E+001, 3.9972119E+001, 4.0100172E+001, 3.2904426E+001, 2.9109246E+001, 2.5580118E+001, 2.2582924E+001, 2.2272636E+001, 2.0880168E+001, 2.0636652E+001, 0.0000000E+000, 3.4971265E+001
 3.5118156E+001, 3.6797677E+002, 4.5942881E+002, 4.5909310E+002, 4.5823288E+002, 2.9080654E+002, 1.0021115E+002, 5.0866081E+001, 3.9975656E+001, 4.0251612E+001, 3.2936725E+001, 2.8926302E+001, 2.5271373E+001, 2.2493751E+001, 2.2246481E+001, 2.0883552E+001, 2.0638275E+001, 0.0000000E+000, 3.5072254E+001
 3.5209965E+001, 3.7363933E+002, 4.5789584E+002, 4.6128685E+002, 4.5614782E+002, 2.9237887E+002, 1.0075979E+002, 5.0672662E+001, 3.9914898E+001, 4.0428006E+001, 3.2987755E+001, 2.8732118E+001, 2.4984184E+001, 2.2412486E+001, 2.2222253E+001, 2.0886712E+001, 2.0639775E+001, 0.0000000E+000, 3.5173242E+001
 3.5301773E+001, 3.8750011E+002, 4.5596284E+002, 4.6297740E+002, 4.5297764E+002, 2.9651091E+002, 1.0223803E+002, 5.0655342E+001, 3.9929280E+001, 4.0564027E+001, 3.3056456E+001, 2.8560599E+001, 2.4747500E+001, 2.2347952E+001, 2.2200869E+001, 2.0888604E+001, 2.0641468E+001, 0.0000000E+000, 3.5265049E+001
 3.5411942E+001, 3.9734244E+002, 4.5354145E+002, 4.6367790E+002, 4.4983341E+002, 3.0245447E+002, 1.0424442E+002, 5.0670818E+001, 3.9965413E+001, 4.0624535E+001, 3.3161120E+001, 2.8397053E+001, 2.4519555E+001, 2.2292996E+001, 2.2176496E+001, 2.0891176E+001, 2.0642527E+001, 0.0000000E+000, 3.5366037E+001
 3.5503746E+001, 3.7529669E+002, 4.5117536E+002, 4.6316564E+002, 4.4769106E+002, 3.0804849E+002, 1.0610164E+002, 5.0820572E+001, 4.0115872E+001, 4.0561244E+001, 3.3293127E+001, 2.8276027E+001, 2.4323372E+001, 2.2251795E+001, 2.2156073E+001, 2.0894997E+001, 2.0645146E+001, 0.0000000E+000, 3.5467025E+001
 3.5613918E+001, 3.6716400E+002, 4.4944353E+002, 4.6140272E+002, 4.4570808E+002, 3.1227385E+002, 1.0727357E+002, 5.0889230E+001, 4.0140197E+001, 4.0394615E+001, 3.3455457E+001, 2.8217658E+001, 2.4159499E+001, 2.2222403E+001, 2.2136354E+001, 2.0900507E+001, 2.0650890E+001, 0.0000000E+000, 3.5568013E+001
 3.5705723E+001, 3.9100861E+002, 4.4877460E+002, 4.5845879E+002, 4.4343846E+002, 3.1454570E+002, 1.0742354E+002, 5.0942603E+001, 4.0182239E+001, 4.0219635E+001, 3.3646583E+001, 2.8231149E+001, 2.4025509E+001, 2.2204504E+001, 2.2119960E+001, 2.0908117E+001, 2.0658594E+001, 0.0000000E+000, 3.5669001E+001
 3.5815891E+001, 3.9126976E+002, 4.4897233E+002, 4.5475683E+002, 4.4003825E+002, 3.1549417E+002, 1.0660139E+002, 5.0982600E+001, 4.0158419E+001, 4.0170133E+001, 3.3863012E+001, 2.8330425E+001, 2.3923092E+001, 2.2190065E+001, 2.2105603E+001, 2.0915683E+001, 2.0664922E+001, 0.0000000E+000, 3.5769989E+001
 3.5907700E+001, 3.8589746E+002, 4.4949289E+002, 4.5093855E+002, 4.3468600E+002, 3.1570857E+002, 1.0507541E+002, 5.0932396E+001, 4.0117647E+001, 4.0351497E+001, 3.4099134E+001, 2.8512657E+001, 2.3849181E+001, 2.2177648E+001, 2.2086886E+001, 2.0920643E+001, 2.0669063E+001, 0.0000000E+000, 3.5870977E+001
 3.6017868E+001, 3.7865425E+002, 4.4942825E+002, 4.4729762E+002, 4.2981285E+002, 3.1557987E+002, 1.0327490E+002, 5.0492023E+001, 3.9916520E+001, 4.0823530E+001, 3.4350124E+001, 2.8778502E+001, 2.3807725E+001, 2.2168205E+001, 2.2065829E+001, 2.0925703E+001, 2.0674353E+001, 0.0000000E+000, 3.5971965E+001
 3.6109676E+001, 3.7886362E+002, 4.4860140E+002, 4.4486835E+002, 4.2652477E+002, 3.1530808E+002, 1.0204084E+002, 5.0233146E+001, 3.9776779E+001, 4.1517267E+001, 3.4608892E+001, 2.9109427E+001, 2.3799470E+001, 2.2167942E+001, 2.2049309E+001, 2.0933245E+001, 2.0679114E+001, 0.0000000E+000, 3.6072953E+001
 3.6201485E+001, 3.8576949E+002, 4.4729037E+002, 4.4442835E+002, 4.2540968E+002, 3.1546489E+002, 1.0173427E+002, 5.0253301E+001, 3.9727440E+001, 4.2223479E+001, 3.4844980E+001, 2.9451053E+001, 2.3818779E+001, 2.2168225E+001, 2.2032446E+001, 2.0941150E+001, 2.0685218E+001, 0.0000000E+000, 3.6164760E+001
 3.6300636E+001, 3.8805779E+002, 4.4588885E+002, 4.4479843E+002, 4.2581040E+002, 3.1623911E+002, 1.0189358E+002, 5.0218233E+001, 3.9696021E+001, 4.2890955E+001, 3.5092949E+001, 2.9827268E+001, 2.3871302E+001, 2.2171186E+001, 2.2012638E+001, 2.0948787E+001, 2.0692285E+001, 0.0000000E+000, 3.6260240E+001
 3.6407684E+001, 3.8465472E+002, 4.4468541E+002, 4.4442845E+002, 4.2719576E+002, 3.1716699E+002, 1.0244788E+002, 5.0058236E+001, 3.9678491E+001, 4.3457498E+001, 3.5361757E+001, 3.0227650E+001, 2.3960000E+001, 2.2179837E+001, 2.1993171E+001, 2.0956906E+001, 2.0699259E+001, 0.0000000E+000, 3.6363652E+001
 3.6511166E+001, 3.8064030E+002, 4.4420931E+002, 4.4287145E+002, 4.2881436E+002, 3.1827190E+002, 1.0371082E+002, 4.9829632E+001, 3.9686740E+001, 4.3966767E+001, 3.5639748E+001, 3.0604703E+001, 2.4085004E+001, 2.2191248E+001, 2.1978187E+001, 2.0971752E+001, 2.0711700E+001, 0.0000000E+000, 3.6471293E+001
 3.6609577E+001, 3.7205036E+002, 4.4440917E+002, 4.4113020E+002, 4.2972067E+002, 3.1958602E+002, 1.0614499E+002, 4.9821737E+001, 3.9800589E+001, 4.4618443E+001, 3.5898149E+001, 3.0889429E+001, 2.4235621E+001, 2.2201957E+001, 2.1961382E+001, 2.0984425E+001, 2.0725557E+001, 0.0000000E+000, 3.6570214E+001
 3.6707993E+001, 3.7154455E+002, 4.4466331E+002, 4.3951334E+002, 4.2998388E+002, 3.2141647E+002, 1.0965068E+002, 4.9934359E+001, 3.9882810E+001, 4.5685834E+001, 3.6148406E+001, 3.1097503E+001, 2.4418180E+001, 2.2215196E+001, 2.1943157E+001, 2.0992818E+001, 2.0734421E+001, 0.0000000E+000, 3.6668627E+001
 3.6806404E+001, 3.7782562E+002, 4.4490056E+002, 4.3869397E+002, 4.2893680E+002, 3.2373369E+002, 1.1405907E+002, 4.9938545E+001, 3.9893876E+001, 4.7145098E+001, 3.6390404E+001, 3.1228177E+001, 2.4633321E+001, 2.2235967E+001, 2.1931509E+001, 2.1004750E+001, 2.0745065E+001, 0.0000000E+000, 3.6767040E+001
 3.6904819E+001, 3.8231257E+002, 4.4518608E+002, 4.3923531E+002, 4.2703237E+002, 3.2686265E+002, 1.1862833E+002, 4.9743832E+001, 3.9833266E+001, 4.8603893E+001, 3.6622985E+001, 3.1291910E+001, 2.4875663E+001, 2.2256441E+001, 2.1918675E+001, 2.1017118E+001, 2.0756942E+001, 0.0000000E+000, 3.6865454E+001
 3.7003231E+001, 3.8957000E+002, 4.4516566E+002, 4.4126932E+002, 4.2582069E+002, 3.3053030E+002, 1.2320117E+002, 4.9560255E+001, 3.9861840E+001, 4.9582750E+001, 3.6842798E+001, 3.1315208E+001, 2.5148903E+001, 2.2275221E+001, 2.1905015E+001, 2.1028498E+001, 2.0768449E+001, 0.0000000E+000, 3.6963867E+001
 3.7101646E+001, 3.8688422E+002, 4.4468997E+002, 4.4378738E+002, 4.2518610E+002, 3.3370105E+002, 1.2590268E+002, 4.9284426E+001, 3.9903054E+001, 4.9873703E+001, 3.7046940E+001, 3.1329366E+001, 2.5445462E+001, 2.2303232E+001, 2.1891670E+001, 2.1040345E+001, 2.0781846E+001, 0.0000000E+000, 3.7062281E+001
 3.7200058E+001, 3.6183705E+002, 4.4385820E+002, 4.4520642E+002, 4.2460443E+002, 3.3326814E+002, 1.2546898E+002, 4.8867741E+001, 4.0014108E+001, 4.9555357E+001, 3.7228822E+001, 3.1363035E+001, 2.5746934E+001, 2.2331629E+001, 2.1880673E+001, 2.1054406E+001, 2.0793761E+001, 0.0000000E+000, 3.7160694E+001
 3.7318157E+001, 3.4513884E+002, 4.4312202E+002, 4.4492828E+002, 4.2422666E+002, 3.2505723E+002, 1.2148503E+002, 4.8327097E+001, 4.0052892E+001, 4.8727381E+001, 3.7406922E+001, 3.1453523E+001, 2.6083613E+001, 2.2364130E+001, 2.1864391E+001, 2.1065089E+001, 2.0802214E+001, 0.0000000E+000, 3.7268949E+001
 3.7416569E+001, 3.9766827E+002, 4.4254885E+002, 4.4332069E+002, 4.2397263E+002, 3.1061691E+002, 1.1598457E+002, 4.7959151E+001, 4.0099752E+001, 4.7666270E+001, 3.7555884E+001, 3.1610319E+001, 2.6416884E+001, 2.2404465E+001, 2.1851294E+001, 2.1074684E+001, 2.0808391E+001, 0.0000000E+000, 3.7377204E+001
 3.7514984E+001, 4.1619143E+002, 4.4123398E+002, 4.4143152E+002, 4.2378190E+002, 2.9747536E+002, 1.1070919E+002, 4.7710339E+001, 4.0142389E+001, 4.6680625E+001, 3.7658476E+001, 3.1818241E+001, 2.6708076E+001, 2.2446385E+001, 2.1844566E+001, 2.1085481E+001, 2.0814483E+001, 0.0000000E+000, 3.7475617E+001
 3.7613396E+001, 3.8516150E+002, 4.3945820E+002, 4.3980019E+002, 4.2399529E+002, 2.8816319E+002, 1.0621964E+002, 4.7573864E+001, 4.0118965E+001, 4.5805658E+001, 3.7739042E+001, 3.2078836E+001, 2.6975696E+001, 2.2483323E+001, 2.1838894E+001, 2.1102152E+001, 2.0830339E+001, 0.0000000E+000, 3.7574031E+001
 3.7711811E+001, 3.6370354E+002, 4.3811470E+002, 4.3866150E+002, 4.2350280E+002, 2.8299229E+002, 1.0246132E+002, 4.7675477E+001, 4.0147762E+001, 4.5109474E+001, 3.7796226E+001, 3.2390560E+001, 2.7230546E+001, 2.2529197E+001, 2.1839416E+001, 2.1123393E+001, 2.0851244E+001, 0.0000000E+000, 3.7672444E+001
 3.7810223E+001, 3.7067331E+002, 4.3852899E+002, 4.3781978E+002, 4.2109896E+002, 2.7997241E+002, 9.9199451E+001, 4.7876559E+001, 4.0176148E+001, 4.4625306E+001, 3.7830395E+001, 3.2742156E+001, 2.7461518E+001, 2.2572385E+001, 2.1832394E+001, 2.1134861E+001, 2.0864079E+001, 0.0000000E+000, 3.7770858E+001
 3.7908638E+001, 3.8026148E+002, 4.4170151E+002, 4.3697641E+002, 4.1833376E+002, 2.7834417E+002, 9.6300238E+001, 4.8140347E+001, 4.0124388E+001, 4.4378412E+001, 3.7843014E+001, 3.3120566E+001, 2.7662258E+001, 2.2616043E+001, 2.1825675E+001, 2.1143572E+001, 2.0871100E+001, 0.0000000E+000, 3.7869271E+001
 3.8007050E+001, 3.2132517E+002, 4.4664070E+002, 4.3615947E+002, 4.1591061E+002, 2.7821601E+002, 9.4015311E+001, 4.8491174E+001, 4.0061907E+001, 4.4407953E+001, 3.7839377E+001, 3.3510478E+001, 2.7830372E+001, 2.2657977E+001, 2.1821013E+001, 2.1156623E+001, 2.0882021E+001, 0.0000000E+000, 3.7967685E+001
 3.8105465E+001, 3.4076209E+002, 4.5045488E+002, 4.3543979E+002, 4.1465949E+002, 2.8019547E+002, 9.2683877E+001, 4.8857480E+001, 3.9996041E+001, 4.4755485E+001, 3.7816301E+001, 3.3896098E+001, 2.7964571E+001, 2.2699826E+001, 2.1815428E+001, 2.1167968E+001, 2.0890092E+001, 0.0000000E+000, 3.8066098E+001
 3.8203876E+001, 3.7285818E+002, 4.5123688E+002, 4.3469865E+002, 4.1482006E+002, 2.8467801E+002, 9.2116960E+001, 4.9128332E+001, 3.9926977E+001, 4.5429032E+001, 3.7778469E+001, 3.4264083E+001, 2.8065343E+001, 2.2741103E+001, 2.1808038E+001, 2.1177123E+001, 2.0896154E+001, 0.0000000E+000, 3.8164511E+001
 3.8302292E+001, 3.7015814E+002, 4.5010963E+002, 4.3384528E+002, 4.1649270E+002, 2.9118780E+002, 9.1453964E+001, 4.9179029E+001, 3.9864371E+001, 4.6353459E+001, 3.7730849E+001, 3.4603437E+001, 2.8130184E+001, 2.2779203E+001, 2.1798861E+001, 2.1184564E+001, 2.0900102E+001, 0.0000000E+000, 3.8262925E+001
 3.8400703E+001, 3.6871302E+002, 4.4806380E+002, 4.3272765E+002, 4.1952658E+002, 2.9836746E+002, 9.0921330E+001, 4.8976204E+001, 3.9774715E+001, 4.7366323E+001, 3.7677405E+001, 3.4905576E+001, 2.8163360E+001, 2.2819199E+001, 2.1790301E+001, 2.1190449E+001, 2.0900740E+001, 0.0000000E+000, 3.8361338E+001
 3.8518799E+001, 3.6378632E+002, 4.4503307E+002, 4.3133550E+002, 4.2359014E+002, 3.0513360E+002, 9.1719964E+001, 4.8659144E+001, 3.9729356E+001, 4.8364383E+001, 3.7616779E+001, 3.5181723E+001, 2.8144477E+001, 2.2846439E+001, 2.1782449E+001, 2.1203616E+001, 2.0906921E+001, 0.0000000E+000, 3.8469593E+001
 3.8621151E+001, 3.7271982E+002, 4.4089518E+002, 4.2953195E+002, 4.2716527E+002, 3.0997387E+002, 9.3652704E+001, 4.8494307E+001, 3.9625539E+001, 4.9137420E+001, 3.7562190E+001, 3.5405120E+001, 2.8101656E+001, 2.2882243E+001, 2.1781032E+001, 2.1218729E+001, 2.0911536E+001, 0.0000000E+000, 3.8579029E+001
 3.8707752E+001, 4.1141878E+002, 4.3660360E+002, 4.2812510E+002, 4.2892586E+002, 3.1279657E+002, 9.5991072E+001, 4.8479621E+001, 3.9584729E+001, 4.9630600E+001, 3.7521262E+001, 3.5552582E+001, 2.8044002E+001, 2.2911789E+001, 2.1776615E+001, 2.1226794E+001, 2.0912744E+001, 0.0000000E+000, 3.8675277E+001
 3.8816010E+001, 4.1868675E+002, 4.3294852E+002, 4.2778911E+002, 4.2815696E+002, 3.1440377E+002, 9.8505436E+001, 4.8426412E+001, 3.9511813E+001, 5.0012806E+001, 3.7482278E+001, 3.5655427E+001, 2.7960607E+001, 2.2931073E+001, 2.1771966E+001, 2.1236894E+001, 2.0919158E+001, 0.0000000E+000, 3.8772707E+001
 3.8902611E+001, 3.7174787E+002, 4.3075194E+002, 4.2891071E+002, 4.2622050E+002, 3.1480160E+002, 1.0029530E+002, 4.8216049E+001, 3.9420349E+001, 5.0321718E+001, 3.7456364E+001, 3.5720885E+001, 2.7861151E+001, 2.2943368E+001, 2.1769144E+001, 2.1251174E+001, 2.0932213E+001, 0.0000000E+000, 3.8870136E+001
 3.9010868E+001, 3.8152880E+002, 4.3035627E+002, 4.3098925E+002, 4.2499133E+002, 3.1395616E+002, 1.0143208E+002, 4.7848188E+001, 3.9200082E+001, 5.0523927E+001, 3.7440769E+001, 3.5752047E+001, 2.7754253E+001, 2.2950833E+001, 2.1763483E+001, 2.1263753E+001, 2.0947134E+001, 0.0000000E+000, 3.8967565E+001
 3.9119122E+001, 3.8455809E+002, 4.3078032E+002, 4.3332829E+002, 4.2434963E+002, 3.1195959E+002, 1.0243580E+002, 4.7842849E+001, 3.9106011E+001, 5.0550465E+001, 3.7426252E+001, 3.5756291E+001, 2.7632918E+001, 2.2956448E+001, 2.1755433E+001, 2.1273144E+001, 2.0955620E+001, 0.0000000E+000, 3.9075820E+001
 3.9205727E+001, 3.7360910E+002, 4.3098593E+002, 4.3509828E+002, 4.2157866E+002, 3.0974018E+002, 1.0339576E+002, 4.7862978E+001, 3.9062780E+001, 5.0338157E+001, 3.7416731E+001, 3.5737252E+001, 2.7521250E+001, 2.2952626E+001, 2.1741511E+001, 2.1275106E+001, 2.0955627E+001, 0.0000000E+000, 3.9173249E+001
 3.9313980E+001, 3.6369719E+002, 4.3079531E+002, 4.3689672E+002, 4.1504058E+002, 3.0796055E+002, 1.0505292E+002, 4.7826054E+001, 3.8993161E+001, 4.9871740E+001, 3.7409244E+001, 3.5702530E+001, 2.7407547E+001, 2.2940528E+001, 2.1726029E+001, 2.1275911E+001, 2.0953405E+001, 0.0000000E+000, 3.9270679E+001
 3.9400585E+001, 3.6526466E+002, 4.3057935E+002, 4.3855691E+002, 4.1175623E+002, 3.0686082E+002, 1.0745524E+002, 4.7793256E+001, 3.8924537E+001, 4.9208240E+001, 3.7403210E+001, 3.5662206E+001, 2.7302776E+001, 2.2932249E+001, 2.1718996E+001, 2.1284792E+001, 2.0958820E+001, 0.0000000E+000, 3.9368108E+001
 3.9508839E+001, 3.7499020E+002, 4.3029918E+002, 4.3912730E+002, 4.0811558E+002, 3.0635068E+002, 1.1104473E+002, 4.7941355E+001, 3.8934484E+001, 4.8429669E+001, 3.7398009E+001, 3.5622865E+001, 2.7212626E+001, 2.2925935E+001, 2.1711601E+001, 2.1293208E+001, 2.0961215E+001, 0.0000000E+000, 3.9465537E+001
 3.9617092E+001, 3.7413118E+002, 4.2939652E+002, 4.3804168E+002, 4.0282107E+002, 3.0594255E+002, 1.1570944E+002, 4.8205166E+001, 3.8978473E+001, 4.7595751E+001, 3.7390754E+001, 3.5582721E+001, 2.7105724E+001, 2.2907867E+001, 2.1705061E+001, 2.1306898E+001, 2.0962260E+001, 0.0000000E+000, 3.9573792E+001
 3.9703697E+001, 3.5722365E+002, 4.2821840E+002, 4.3555262E+002, 4.0115509E+002, 3.0542028E+002, 1.1956291E+002, 4.8384974E+001, 3.8979493E+001, 4.7042445E+001, 3.7392081E+001, 3.5556255E+001, 2.7009511E+001, 2.2890284E+001, 2.1701077E+001, 2.1319239E+001, 2.0956294E+001, 0.0000000E+000, 3.9671221E+001
 3.9811954E+001, 3.5006862E+002, 4.2698155E+002, 4.3249912E+002, 4.0365692E+002, 3.0494317E+002, 1.2241277E+002, 4.8618249E+001, 3.8980680E+001, 4.6875702E+001, 3.7407898E+001, 3.5549022E+001, 2.6932880E+001, 2.2883481E+001, 2.1695176E+001, 2.1326202E+001, 2.0945602E+001, 0.0000000E+000, 3.9768651E+001
 3.9920208E+001, 3.4998020E+002, 4.2553428E+002, 4.2901908E+002, 4.0905712E+002, 3.0451006E+002, 1.2382112E+002, 4.8984115E+001, 3.9050264E+001, 4.7209495E+001, 3.7423560E+001, 3.5555395E+001, 2.6835059E+001, 2.2859647E+001, 2.1682933E+001, 2.1331094E+001, 2.0935876E+001, 0.0000000E+000, 3.9876906E+001
 4.0006813E+001, 3.5621541E+002, 4.2439352E+002, 4.2555222E+002, 4.1381389E+002, 3.0421175E+002, 1.2382886E+002, 4.9387272E+001, 3.9138947E+001, 4.7788674E+001, 3.7439576E+001, 3.5577220E+001, 2.6748896E+001, 2.2842921E+001, 2.1675882E+001, 2.1337773E+001, 2.0932665E+001, 0.0000000E+000, 3.9974335E+001
 4.0115067E+001, 3.5905620E+002, 4.2364919E+002, 4.2179423E+002, 4.1747690E+002, 3.0412464E+002, 1.2378533E+002, 4.9787358E+001, 3.9166042E+001, 4.8221491E+001, 3.7466578E+001, 3.5612233E+001, 2.6650773E+001, 2.2814053E+001, 2.1663883E+001, 2.1340383E+001, 2.0928703E+001, 0.0000000E+000, 4.0071764E+001
 4.0201672E+001, 3.5107282E+002, 4.2304558E+002, 4.1819192E+002, 4.1923935E+002, 3.0428701E+002, 1.2441216E+002, 5.0261543E+001, 3.9203974E+001, 4.8319466E+001, 3.7491716E+001, 3.5659666E+001, 2.6554785E+001, 2.2793404E+001, 2.1662305E+001, 2.1353748E+001, 2.0936879E+001, 0.0000000E+000, 4.0169193E+001
 4.0309925E+001, 3.2626631E+002, 4.2219480E+002, 4.1566496E+002, 4.1752067E+002, 3.0459828E+002, 1.2590562E+002, 5.0762386E+001, 3.9320224E+001, 4.8304843E+001, 3.7514525E+001, 3.5718243E+001, 2.6462513E+001, 2.2772667E+001, 2.1648206E+001, 2.1347615E+001, 2.0926471E+001, 0.0000000E+000, 4.0266623E+001
 4.0418179E+001, 3.1607227E+002, 4.2102305E+002, 4.1486454E+002, 4.1395081E+002, 3.0493404E+002, 1.2879554E+002, 5.1087811E+001, 3.9338955E+001, 4.8714056E+001, 3.7538673E+001, 3.5787015E+001, 2.6336231E+001, 2.2736965E+001, 2.1636477E+001, 2.1349046E+001, 2.0923788E+001, 0.0000000E+000, 4.0374878E+001
 4.0504784E+001, 3.5765095E+002, 4.2003124E+002, 4.1574211E+002, 4.1088574E+002, 3.0513315E+002, 1.3211211E+002, 5.1264667E+001, 3.9311527E+001, 4.9785665E+001, 3.7564654E+001, 3.5853519E+001, 2.6221170E+001, 2.2707742E+001, 2.1628678E+001, 2.1350840E+001, 2.0920738E+001, 0.0000000E+000, 4.0472307E+001
 4.0613037E+001, 3.9161977E+002, 4.1905850E+002, 4.1718530E+002, 4.0731947E+002, 3.0527992E+002, 1.3578539E+002, 5.1560822E+001, 3.9297048E+001, 5.1526424E+001, 3.7604926E+001, 3.5923729E+001, 2.6116643E+001, 2.2685064E+001, 2.1616406E+001, 2.1342309E+001, 2.0908038E+001, 0.0000000E+000, 4.0569736E+001
 4.0721294E+001, 4.0145544E+002, 4.1781645E+002, 4.1810591E+002, 4.0251915E+002, 3.0525575E+002, 1.3959797E+002, 5.1785878E+001, 3.9317363E+001, 5.3706834E+001, 3.7648134E+001, 3.5997131E+001, 2.5987750E+001, 2.2654962E+001, 2.1610075E+001, 2.1342111E+001, 2.0904715E+001, 0.0000000E+000, 4.0677991E+001
 4.0807896E+001, 3.6382698E+002, 4.1742162E+002, 4.1772611E+002, 3.9787541E+002, 3.0519838E+002, 1.4174022E+002, 5.1817355E+001, 3.9321207E+001, 5.5272776E+001, 3.7689142E+001, 3.6059135E+001, 2.5873586E+001, 2.2628870E+001, 2.1604815E+001, 2.1343356E+001, 2.0905124E+001, 0.0000000E+000, 4.0775420E+001
 4.0916153E+001, 3.6075253E+002, 4.1929618E+002, 4.1655868E+002, 3.9454550E+002, 3.0534731E+002, 1.4209122E+002, 5.1873013E+001, 3.9364884E+001, 5.5915631E+001, 3.7749360E+001, 3.6120424E+001, 2.5771083E+001, 2.2606793E+001, 2.1595215E+001, 2.1336987E+001, 2.0899400E+001, 0.0000000E+000, 4.0872850E+001
 4.1002754E+001, 3.6754994E+002, 4.2201915E+002, 4.1567464E+002, 3.9378740E+002, 3.0578813E+002, 1.4034561E+002, 5.1995327E+001, 3.9459891E+001, 5.5643050E+001, 3.7809004E+001, 3.6177419E+001, 2.5665100E+001, 2.2582286E+001, 2.1590141E+001, 2.1336347E+001, 2.0899709E+001, 0.0000000E+000, 4.0970279E+001
 4.1111012E+001, 3.6728714E+002, 4.2340147E+002, 4.1635939E+002, 3.9648421E+002, 3.0680548E+002, 1.3723801E+002, 5.1968820E+001, 3.9468153E+001, 5.4794713E+001, 3.7862071E+001, 3.6230121E+001, 2.5566182E+001, 2.2564598E+001, 2.1589885E+001, 2.1342140E+001, 2.0909732E+001, 0.0000000E+000, 4.1067708E+001
 4.1219265E+001, 3.5455255E+002, 4.2391227E+002, 4.1925443E+002, 3.9904446E+002, 3.0874030E+002, 1.3388511E+002, 5.2057564E+001, 3.9567490E+001, 5.3788216E+001, 3.7923084E+001, 3.6285820E+001, 2.5464219E+001, 2.2547899E+001, 2.1586049E+001, 2.1342091E+001, 2.0917499E+001, 0.0000000E+000, 4.1175963E+001
 4.1305870E+001, 3.4421339E+002, 4.2397311E+002, 4.2218813E+002, 3.9881284E+002, 3.1130498E+002, 1.3185963E+002, 5.2221905E+001, 3.9746384E+001, 5.3065524E+001, 3.7970350E+001, 3.6331957E+001, 2.5371372E+001, 2.2533401E+001, 2.1584848E+001, 2.1340409E+001, 2.0917998E+001, 0.0000000E+000, 4.1273392E+001
 4.1414124E+001, 3.6147636E+002, 4.2304639E+002, 4.2297265E+002, 3.9604552E+002, 3.1471838E+002, 1.3132022E+002, 5.2253370E+001, 3.9847698E+001, 5.2513966E+001, 3.8002680E+001, 3.6377265E+001, 2.5285943E+001, 2.2517856E+001, 2.1579267E+001, 2.1336354E+001, 2.0916984E+001, 0.0000000E+000, 4.1370822E+001
