s,C,C,C,C,C,C,C,C,C,C
 2.3000964E+002, 2.0000061E+001, 5.2687844E+002, 5.2213300E+002, 5.0334047E+002, 4.4490215E+002, 2.6791524E+002, 1.4825307E+002, 1.3164112E+002, 1.1400669E+002, 9.0264232E+001
 2.3500038E+002, 2.0000059E+001, 5.2487945E+002, 5.1794057E+002, 4.8294725E+002, 4.2273737E+002, 2.6731054E+002, 1.4210399E+002, 1.3188431E+002, 1.1579381E+002, 8.7460932E+001
 2.4000412E+002, 2.0000072E+001, 5.0332015E+002, 4.9359553E+002, 4.7153679E+002, 4.1939711E+002, 2.6275100E+002, 1.3281134E+002, 1.2809527E+002, 1.1058242E+002, 8.4934185E+001
 2.4500757E+002, 2.0000075E+001, 4.8556034E+002, 4.7728062E+002, 4.4676621E+002, 3.9023364E+002, 2.4990430E+002, 1.2808275E+002, 1.1982039E+002, 9.7770289E+001, 8.0368054E+001
 2.5000154E+002, 2.0000083E+001, 4.8006297E+002, 4.6349485E+002, 4.2829590E+002, 3.7721614E+002, 2.3877207E+002, 1.2831922E+002, 1.2235577E+002, 1.0364730E+002, 7.8544666E+001
 2.5500446E+002, 2.0000088E+001, 4.7797810E+002, 4.5753171E+002, 4.1297872E+002, 3.6867669E+002, 2.3106223E+002, 1.3024658E+002, 1.1094802E+002, 9.6098081E+001, 7.1906398E+001
 2.6000241E+002, 2.0000096E+001, 4.5462770E+002, 4.4374190E+002, 4.0416336E+002, 3.6219046E+002, 2.1480474E+002, 1.2285124E+002, 1.1678256E+002, 9.6833751E+001, 6.9354614E+001
 2.6500912E+002, 2.0000099E+001, 4.4839583E+002, 4.3893086E+002, 4.1071656E+002, 3.4117886E+002, 2.0902969E+002, 1.2459927E+002, 1.0325756E+002, 8.7050969E+001, 6.6063816E+001
 2.7000217E+002, 2.0000111E+001, 4.3648775E+002, 4.1995173E+002, 3.8198387E+002, 3.4835811E+002, 2.0325313E+002, 1.2548229E+002, 1.0978141E+002, 8.7906903E+001, 6.8705656E+001
 2.7500241E+002, 2.0000120E+001, 4.2269770E+002, 4.1719097E+002, 3.9517507E+002, 3.4088701E+002, 1.9761361E+002, 1.1417707E+002, 1.0370867E+002, 9.2249835E+001, 6.3790149E+001
 2.8000455E+002, 2.0000128E+001, 4.1476370E+002, 4.1169873E+002, 3.7160311E+002, 3.3639507E+002, 2.0791555E+002, 1.1385201E+002, 9.7274083E+001, 8.1365408E+001, 7.0818354E+001
 2.8500916E+002, 2.0000139E+001, 4.0855839E+002, 4.0515768E+002, 3.8412330E+002, 3.2881536E+002, 1.8761483E+002, 1.1963900E+002, 1.0031491E+002, 8.5184216E+001, 6.6214382E+001
 2.9000497E+002, 2.0000145E+001, 4.0508059E+002, 4.0439688E+002, 3.7431594E+002, 3.2274470E+002, 1.8064461E+002, 1.1427689E+002, 9.7727971E+001, 8.3143660E+001, 6.3567568E+001
 2.9500540E+002, 2.0000154E+001, 4.0627886E+002, 4.0239259E+002, 3.6061011E+002, 3.2501177E+002, 1.8915197E+002, 1.1004397E+002, 9.3339277E+001, 7.8142479E+001, 6.7208040E+001
 3.0000958E+002, 2.0000163E+001, 4.0283883E+002, 3.9156802E+002, 3.5619523E+002, 3.2132898E+002, 1.8829119E+002, 1.0904685E+002, 9.5521455E+001, 8.0995118E+001, 6.1527719E+001
 3.0500583E+002, 2.0000169E+001, 4.0656476E+002, 3.9593199E+002, 3.5655780E+002, 3.2203087E+002, 1.8761547E+002, 1.1652447E+002, 9.3041619E+001, 7.0033036E+001, 6.4280611E+001
 3.1000171E+002, 2.0000173E+001, 4.1247475E+002, 3.9122858E+002, 3.5716111E+002, 3.2331566E+002, 1.7796818E+002, 1.1094588E+002, 9.3260485E+001, 7.6540856E+001, 6.4192653E+001
 3.1501007E+002, 2.0000183E+001, 3.9989649E+002, 3.8556031E+002, 3.6629979E+002, 3.1759002E+002, 1.8216036E+002, 1.0997635E+002, 8.9672758E+001, 7.2221998E+001, 6.5583832E+001
 3.2000784E+002, 2.0000189E+001, 3.9705631E+002, 3.8610802E+002, 3.5104573E+002, 3.0979193E+002, 1.8147574E+002, 1.1436235E+002, 8.9678874E+001, 7.9382577E+001, 6.5417496E+001
 3.2500223E+002, 2.0000192E+001, 4.0102225E+002, 3.9183686E+002, 3.5142601E+002, 3.1418815E+002, 1.7209445E+002, 1.1140597E+002, 9.3376615E+001, 8.0541353E+001, 6.5307615E+001
 3.3000076E+002, 2.0000192E+001, 3.9414469E+002, 3.7967626E+002, 3.4371538E+002, 3.1638330E+002, 1.8771429E+002, 1.1518421E+002, 8.6225593E+001, 7.2171330E+001, 6.2434662E+001
 3.3500101E+002, 2.0000203E+001, 3.8091791E+002, 3.6960868E+002, 3.3792052E+002, 3.1513698E+002, 1.7167488E+002, 1.0690326E+002, 8.6961306E+001, 7.2865387E+001, 6.3578384E+001
 3.4000137E+002, 2.0000210E+001, 3.7104915E+002, 3.6849962E+002, 3.4142337E+002, 2.9957880E+002, 1.5975124E+002, 1.0703173E+002, 8.6304731E+001, 7.6303731E+001, 5.8214366E+001
 3.4500580E+002, 2.0000218E+001, 3.7788756E+002, 3.7274334E+002, 3.3753180E+002, 2.8284636E+002, 1.7771217E+002, 1.0594644E+002, 7.7332831E+001, 6.9480819E+001, 5.6201818E+001
 3.5000146E+002, 2.0000221E+001, 3.7006706E+002, 3.6014372E+002, 3.3164910E+002, 2.9776853E+002, 1.6267215E+002, 1.0218928E+002, 8.8246192E+001, 7.5440667E+001, 5.4070834E+001
 3.5500381E+002, 2.0000226E+001, 3.6624902E+002, 3.5530417E+002, 3.2964701E+002, 2.8709026E+002, 1.6601611E+002, 1.0082143E+002, 8.5246663E+001, 6.9216038E+001, 5.9257282E+001
 3.6000500E+002, 2.0000230E+001, 3.6588720E+002, 3.5188745E+002, 3.2593686E+002, 2.7451419E+002, 1.5928937E+002, 1.0838601E+002, 7.7636391E+001, 6.7537995E+001, 6.6103809E+001
 3.6500729E+002, 2.0000234E+001, 3.5580006E+002, 3.5309874E+002, 3.3455403E+002, 2.8584838E+002, 1.4491104E+002, 1.1075821E+002, 8.5498058E+001, 7.2667475E+001, 5.3542448E+001
 3.7000812E+002, 2.0000232E+001, 3.5777867E+002, 3.5564556E+002, 3.3266678E+002, 2.7431072E+002, 1.5482253E+002, 9.7659646E+001, 8.0023112E+001, 7.5938837E+001, 5.8407414E+001
 3.7500543E+002, 2.0000238E+001, 3.5020085E+002, 3.4195158E+002, 3.2000102E+002, 2.7843544E+002, 1.5990984E+002, 1.0025918E+002, 8.0655248E+001, 7.4215156E+001, 5.5643889E+001
 3.8000208E+002, 2.0000237E+001, 3.4325621E+002, 3.4027617E+002, 3.1003086E+002, 2.7505265E+002, 1.5328298E+002, 9.6585280E+001, 7.7739377E+001, 6.6546048E+001, 6.0148386E+001
 3.8500763E+002, 2.0000235E+001, 3.4561882E+002, 3.3739809E+002, 3.1033052E+002, 2.7654352E+002, 1.6057858E+002, 9.7357555E+001, 7.7632345E+001, 7.0393340E+001, 5.6695546E+001
 3.9001050E+002, 2.0000242E+001, 3.3106751E+002, 3.2921151E+002, 3.1688225E+002, 2.7035978E+002, 1.5230988E+002, 9.9082396E+001, 7.3956987E+001, 6.5792169E+001, 5.7369025E+001
 3.9500415E+002, 2.0000241E+001, 3.2720845E+002, 3.3088650E+002, 3.2178948E+002, 2.6574201E+002, 1.4636782E+002, 9.7278351E+001, 7.4402290E+001, 6.3752662E+001, 5.4371042E+001
 4.0000043E+002, 2.0000240E+001, 3.2593768E+002, 3.2819989E+002, 3.1604964E+002, 2.5455158E+002, 1.4896532E+002, 9.2006777E+001, 7.6639514E+001, 6.5453681E+001, 5.8676577E+001
