s,C,C,C,C,C,C,C,C,C,C
 2.3000499E+002, 2.0000129E+001, 4.7140548E+002, 4.6485819E+002, 4.3183729E+002, 3.7091446E+002, 2.2838463E+002, 1.1552537E+002, 1.0855457E+002, 9.2927308E+001, 7.8259366E+001
 2.3500859E+002, 2.0000128E+001, 4.6899971E+002, 4.5529984E+002, 4.1655907E+002, 3.8710611E+002, 2.3863179E+002, 1.2176567E+002, 1.0550064E+002, 8.4810502E+001, 7.2396743E+001
 2.4000255E+002, 2.0000133E+001, 4.7471806E+002, 4.6419363E+002, 4.2238246E+002, 3.7164604E+002, 2.2841793E+002, 1.1865361E+002, 1.1656332E+002, 9.9579945E+001, 8.1393838E+001
 2.4500433E+002, 2.0000140E+001, 4.6235588E+002, 4.5997038E+002, 4.3589798E+002, 3.7097573E+002, 2.2920249E+002, 1.1746986E+002, 1.1479234E+002, 9.8122240E+001, 8.1002579E+001
 2.5001001E+002, 2.0000144E+001, 4.6010871E+002, 4.5401485E+002, 4.3121863E+002, 3.6827216E+002, 2.3065480E+002, 1.1768931E+002, 1.1328873E+002, 9.9072880E+001, 8.3303103E+001
 2.5500543E+002, 2.0000149E+001, 4.5042492E+002, 4.5074595E+002, 4.2589587E+002, 3.7918263E+002, 2.2606300E+002, 1.1968432E+002, 1.1566333E+002, 1.0344688E+002, 7.5245634E+001
 2.6000552E+002, 2.0000150E+001, 4.5889823E+002, 4.5716933E+002, 4.3447582E+002, 3.7232014E+002, 2.2296385E+002, 1.1805586E+002, 1.1159984E+002, 9.8019919E+001, 7.0097377E+001
 2.6500763E+002, 2.0000154E+001, 4.5490938E+002, 4.5023142E+002, 4.2775213E+002, 3.6342004E+002, 2.2048994E+002, 1.2302038E+002, 1.0880436E+002, 9.4465024E+001, 7.1669447E+001
 2.7000827E+002, 2.0000160E+001, 4.3921743E+002, 4.4230569E+002, 4.2613472E+002, 3.6523784E+002, 2.1865931E+002, 1.1692381E+002, 1.0177780E+002, 8.7402371E+001, 7.4969002E+001
 2.7500522E+002, 2.0000158E+001, 4.5360650E+002, 4.5292433E+002, 4.2530397E+002, 3.6420348E+002, 2.1014085E+002, 1.1514172E+002, 1.1290233E+002, 9.4933233E+001, 7.4049678E+001
 2.8000766E+002, 2.0000156E+001, 4.5873738E+002, 4.3965759E+002, 3.9954249E+002, 3.7096606E+002, 2.2292673E+002, 1.1968668E+002, 1.0480285E+002, 9.8362376E+001, 7.1655878E+001
 2.8500400E+002, 2.0000163E+001, 4.6034071E+002, 4.5089934E+002, 4.1882325E+002, 3.6960027E+002, 2.0657034E+002, 1.1874245E+002, 1.1402676E+002, 9.2905341E+001, 8.1114286E+001
 2.9000522E+002, 2.0000160E+001, 4.6506461E+002, 4.4333802E+002, 4.0708285E+002, 3.7698613E+002, 2.3048329E+002, 1.2411705E+002, 1.0674599E+002, 9.0531440E+001, 6.6251634E+001
 2.9500174E+002, 2.0000173E+001, 4.6016760E+002, 4.4384954E+002, 4.0619676E+002, 3.6450613E+002, 2.2739087E+002, 1.2160433E+002, 9.6924420E+001, 8.9537984E+001, 7.1451211E+001
 3.0000778E+002, 2.0000178E+001, 4.5091921E+002, 4.4500119E+002, 4.1703818E+002, 3.6044995E+002, 2.1355323E+002, 1.1187346E+002, 9.4424981E+001, 8.6491652E+001, 6.7694666E+001
 3.0500735E+002, 2.0000186E+001, 4.4069425E+002, 4.3556646E+002, 4.1356338E+002, 3.6684734E+002, 2.1825984E+002, 1.1604897E+002, 1.0379128E+002, 9.7032220E+001, 6.2270113E+001
 3.1000296E+002, 2.0000187E+001, 4.4220396E+002, 4.3585765E+002, 4.2280942E+002, 3.5173150E+002, 2.2170499E+002, 1.1732197E+002, 1.0263829E+002, 8.8751455E+001, 6.2584702E+001
 3.1500729E+002, 2.0000189E+001, 4.5596663E+002, 4.3928178E+002, 3.9345112E+002, 3.5834416E+002, 2.1207745E+002, 1.1813421E+002, 1.0695909E+002, 8.7244760E+001, 7.5971443E+001
 3.2000208E+002, 2.0000196E+001, 4.4466459E+002, 4.3173061E+002, 3.9299608E+002, 3.6411463E+002, 2.0179622E+002, 1.1661351E+002, 1.1489587E+002, 8.9572327E+001, 7.7409614E+001
 3.2500220E+002, 2.0000195E+001, 4.4507286E+002, 4.4102820E+002, 4.0476479E+002, 3.5162737E+002, 2.1273390E+002, 1.0903574E+002, 1.1427817E+002, 9.6092800E+001, 6.6845721E+001
 3.3000714E+002, 2.0000189E+001, 4.5541725E+002, 4.4287535E+002, 3.9777290E+002, 3.5334082E+002, 2.1621252E+002, 1.1874064E+002, 1.0865705E+002, 9.2023240E+001, 6.5247758E+001
 3.3500211E+002, 2.0000191E+001, 4.4024785E+002, 4.2630464E+002, 3.9584675E+002, 3.6486077E+002, 2.0363337E+002, 1.1841856E+002, 1.0793584E+002, 9.0555947E+001, 7.0574406E+001
 3.4000439E+002, 2.0000191E+001, 4.3662451E+002, 4.2908695E+002, 4.0732789E+002, 3.6328519E+002, 2.1392742E+002, 1.2196047E+002, 1.0884593E+002, 9.1958826E+001, 7.1794531E+001
 3.4500516E+002, 2.0000199E+001, 4.3847670E+002, 4.2252772E+002, 3.8510344E+002, 3.4735211E+002, 2.1238780E+002, 1.2713058E+002, 1.0396294E+002, 8.0831275E+001, 6.7460019E+001
 3.5000870E+002, 2.0000193E+001, 4.3905803E+002, 4.2831357E+002, 3.9152234E+002, 3.5574278E+002, 2.0799819E+002, 1.2812997E+002, 1.1110101E+002, 8.9721894E+001, 7.6390248E+001
 3.5500565E+002, 2.0000197E+001, 4.3862583E+002, 4.2266408E+002, 4.0020104E+002, 3.4796015E+002, 2.2112415E+002, 1.2146133E+002, 1.1044166E+002, 9.6205339E+001, 7.6144539E+001
 3.6000357E+002, 2.0000200E+001, 4.3137298E+002, 4.2261988E+002, 4.0466470E+002, 3.5270828E+002, 2.1490699E+002, 1.2288908E+002, 1.0366563E+002, 9.0499781E+001, 6.9898740E+001
 3.6500842E+002, 2.0000195E+001, 4.3405216E+002, 4.2215959E+002, 3.8928288E+002, 3.4895503E+002, 2.0975693E+002, 1.1908257E+002, 1.0258467E+002, 8.6597483E+001, 7.4686890E+001
 3.7000342E+002, 2.0000196E+001, 4.3906637E+002, 4.2681355E+002, 3.9473097E+002, 3.5400176E+002, 2.0275600E+002, 1.2230055E+002, 1.0392709E+002, 9.6301887E+001, 7.7055973E+001
 3.7500037E+002, 2.0000190E+001, 4.4110726E+002, 4.2896228E+002, 3.9758054E+002, 3.4245231E+002, 2.1019047E+002, 1.1654282E+002, 9.5392500E+001, 7.9948570E+001, 7.1572064E+001
 3.8000424E+002, 2.0000191E+001, 4.3269554E+002, 4.1893572E+002, 3.8510686E+002, 3.4369451E+002, 2.1024196E+002, 1.2868723E+002, 9.9409268E+001, 8.5697994E+001, 6.9957880E+001
 3.8500357E+002, 2.0000183E+001, 4.5522788E+002, 4.4115713E+002, 3.9273799E+002, 3.4881669E+002, 1.9797576E+002, 1.2531437E+002, 9.8513389E+001, 8.2357256E+001, 7.2537452E+001
 3.9000067E+002, 2.0000174E+001, 4.4525069E+002, 4.2837537E+002, 3.8250077E+002, 3.4934022E+002, 2.1570936E+002, 1.1860323E+002, 9.5406000E+001, 8.3113078E+001, 7.7213442E+001
 3.9500729E+002, 2.0000173E+001, 4.3311805E+002, 4.2361881E+002, 3.9616638E+002, 3.5086053E+002, 1.9676627E+002, 1.1918257E+002, 1.0405078E+002, 9.3664375E+001, 7.2824034E+001
 4.0000342E+002, 2.0000170E+001, 4.2767813E+002, 4.2174211E+002, 3.8575350E+002, 3.3768053E+002, 2.0995493E+002, 1.1679499E+002, 1.0284761E+002, 8.7635209E+001, 7.1090344E+001
