Temperature (C),HRR (W/g)
208.45,2.7449
209.05,2.6578
209.61,2.6379
210.12,2.7469
210.7,2.7161
211.26,2.7762
211.82,2.7797
212.38,2.8445
212.89,2.9076
213.45,2.9147
214.01,3.1421
214.55,3.4137
215.1,3.2354
215.63,3.3337
216.23,3.5663
216.75,3.5618
217.3,3.6813
217.84,3.7232
218.41,3.9839
218.94,4.0634
219.52,4.1876
220.05,4.186
220.6,4.4355
221.12,4.45
221.71,4.602
222.29,4.6126
222.79,4.8009
223.38,4.959
223.91,4.9722
224.43,5.1478
224.99,5.1997
225.52,5.4322
226.07,5.5326
226.58,5.7127
227.15,5.7793
227.7,5.8348
228.26,6.0751
228.79,6.1093
229.31,6.2887
229.82,6.3876
230.45,6.5183
230.93,6.7385
231.51,6.9697
232.04,7.151
232.57,7.3382
233.11,7.4442
233.7,7.5493
234.21,7.7393
234.79,7.8978
235.35,8.1049
235.86,8.2048
236.4,8.3675
236.95,8.4422
237.48,8.6104
238.03,8.7969
238.54,9.0606
239.12,9.3894
239.68,9.5923
240.22,9.7301
240.75,9.9223
241.26,10.042
241.84,10.216
242.35,10.534
242.87,10.845
243.46,10.91
243.96,11.129
244.52,11.281
245.09,11.676
245.61,11.799
246.12,12.077
246.71,12.142
247.22,12.364
247.79,12.73
248.29,12.968
248.83,13.119
249.37,13.316
249.88,13.664
250.46,14.018
250.94,14.241
251.49,14.533
252.01,14.682
252.57,15.042
253.07,15.357
253.63,15.7
254.18,16.001
254.69,16.092
255.26,16.48
255.77,16.657
256.28,16.973
256.82,17.129
257.34,17.527
257.87,17.84
258.41,18.122
258.92,18.564
259.44,19.027
259.97,19.304
260.52,19.74
261.06,20.11
261.55,20.574
262.07,21.028
262.62,21.66
263.12,22.46
263.67,23.131
264.16,24.014
264.69,25.03
265.22,25.98
265.75,27.086
266.31,28.247
266.8,29.439
267.34,30.81
267.85,32.181
268.38,33.712
268.91,35.239
269.39,36.97
269.92,38.715
270.41,40.588
270.96,42.536
271.45,44.613
271.97,46.953
272.44,49.309
273,51.917
273.52,54.602
274.02,57.471
274.53,60.455
275.05,63.446
275.54,66.527
276.03,69.971
276.56,73.35
277.05,76.583
277.61,79.63
278.09,82.198
278.64,84.056
279.14,85.16
279.64,85.982
280.17,86.591
280.64,87.245
281.17,87.717
281.69,88.565
282.19,89.472
282.7,90.576
283.2,91.783
283.72,93.198
284.25,94.68
284.73,96.217
285.24,98.022
285.78,99.698
286.27,101.6
286.81,103.79
287.29,105.93
287.8,108.02
288.32,110.37
288.82,112.58
289.33,114.86
289.82,116.95
290.35,119.03
290.84,121.21
291.37,123.19
291.86,125
292.37,126.96
292.88,128.55
293.36,130.17
293.9,131.56
294.36,133.04
294.91,134.19
295.37,135.46
295.88,136.61
296.42,137.49
296.94,138.25
297.45,139.15
297.93,140.02
298.41,140.66
298.94,141.32
299.4,142.11
299.91,142.76
300.42,143.48
300.93,144.03
301.41,144.55
301.92,145.11
302.39,145.57
302.91,146.06
303.43,146.56
303.92,147.03
304.4,147.36
304.92,147.88
305.4,148.26
305.94,148.67
306.39,149.23
306.9,149.6
307.38,149.86
307.89,150.33
308.38,150.74
308.86,151.17
309.36,151.53
309.84,151.94
310.38,152.34
310.88,152.76
311.37,153.05
311.89,153.33
312.31,153.63
312.82,153.93
313.33,154.36
313.83,154.52
314.34,155.13
314.8,155.73
315.33,156.11
315.81,156.58
316.31,156.9
316.8,157.08
317.3,157.09
317.8,157.22
318.29,157.37
318.78,156.91
319.27,156.73
319.74,156.6
320.26,155.99
320.74,155.48
321.25,154.72
321.75,153.87
322.21,152.78
322.73,151.2
323.23,149.4
323.75,147.53
324.24,145.28
324.75,142.82
325.25,140.23
325.77,137.52
326.26,134.58
326.8,131.14
327.24,127.93
327.76,124.43
328.26,120.82
328.75,116.88
329.27,112.96
329.74,108.88
330.25,104.77
330.76,100.48
331.24,96.326
331.76,91.913
332.31,87.705
332.76,83.396
333.3,79.204
333.74,75.044
334.27,71.005
334.79,66.993
335.32,63.203
335.79,59.758
336.3,56.325
336.8,53.078
337.31,50.264
337.83,47.462
338.34,44.75
338.81,42.121
339.33,39.671
339.82,37.352
340.36,35.038
340.82,32.849
341.36,30.838
341.83,28.981
342.39,27.334
342.83,25.752
343.29,24.201
343.83,22.858
344.37,21.533
344.87,20.417
345.38,19.287
345.84,18.34
346.34,17.35
346.86,16.46
347.36,15.601
347.83,14.906
348.28,14.288
348.84,13.642
349.32,13.097
349.84,12.66
350.38,11.955
350.87,11.591
351.39,11.186
351.88,10.815
352.39,10.409
352.88,10.046
353.37,9.6426
353.89,9.3573
354.41,9.0208
354.92,8.672
355.45,8.3599
355.92,8.1194
356.44,7.8469
356.95,7.6008
357.47,7.3735
358.01,7.1215
358.49,7.0445
358.98,6.9289
359.47,6.7157
359.99,6.6251
360.53,6.555
361.03,6.3514
361.49,6.3331
361.98,6.1675
362.5,6.0641
362.99,5.9641
363.53,5.8637
364.02,5.7622
364.55,5.5826
365.05,5.5598
365.57,5.4464
366.07,5.5127
366.58,5.4017
367.09,5.4437
367.61,5.5533
368.07,5.5717
368.6,5.6731
369.07,5.7086
369.57,5.6758
370.13,5.6927
370.59,5.5196
371.09,5.5578
371.58,5.4985
372.07,5.623
372.58,5.7431
373.12,5.677
373.61,5.8767
374.06,5.8055
374.58,5.8481
375.08,5.9014
375.57,5.9849
376.11,6.0838
376.63,6.0045
377.12,6.0431
377.63,5.9279
378.1,6.1403
378.6,6.0659
379.08,6.2177
379.54,6.1485
380.09,6.3309
380.59,6.2941
381.1,6.4502
381.56,6.5428
382.11,6.5194
382.58,6.6656
383.07,6.8642
383.6,6.9737
384.1,7.0739
384.57,7.2193
385.07,7.4563
385.6,7.6386
386.06,7.5924
386.58,7.838
387.08,7.8653
387.58,7.9186
388.07,8.0421
388.62,8.3218
389.08,8.5265
389.57,8.603
390.07,8.7563
390.57,8.9956
391.09,9.3593
391.56,9.3926
392.03,9.6578
392.55,9.8255
393.03,9.9145
393.57,10.131
393.99,10.29
394.52,10.305
395.03,10.53
395.53,10.864
396.01,11.078
396.49,11.204
397,11.543
397.52,11.755
398.04,11.951
398.51,12.295
398.98,12.496
399.5,12.847
400.02,13.117
400.49,13.357
400.99,13.75
401.5,14.089
401.99,14.341
402.5,14.395
402.99,14.78
403.48,15.111
403.96,15.39
404.5,15.688
404.97,16.127
405.52,16.523
405.99,16.947
406.5,17.337
406.99,17.728
407.45,18.189
408,18.499
408.45,18.97
408.98,19.335
409.46,19.682
409.94,20.232
410.46,20.662
410.95,21.098
411.43,21.438
411.94,22.006
412.42,22.484
412.91,22.859
413.41,23.32
413.88,23.891
414.39,24.224
414.91,24.73
415.39,25.099
415.9,25.645
416.39,25.953
416.89,26.569
417.4,27.056
417.87,27.859
418.38,28.388
418.86,29.085
419.35,29.692
419.89,30.156
420.34,30.708
420.83,31.185
421.33,31.803
421.79,32.3
422.29,33.028
422.82,33.609
423.31,34.212
423.83,34.86
424.31,35.391
424.82,35.98
425.34,36.689
425.84,37.355
426.34,37.92
426.83,38.461
427.34,39.021
427.84,39.57
428.32,40.136
428.82,40.664
429.34,41.255
429.81,41.815
430.28,42.47
430.82,43.186
431.29,43.997
431.78,44.694
432.29,45.581
432.78,46.136
433.27,47.018
433.76,47.634
434.28,48.42
434.79,49.146
435.26,49.822
435.79,50.593
436.27,51.239
436.78,51.819
437.26,52.453
437.78,53.119
438.28,53.74
438.73,54.283
439.24,54.812
439.74,55.375
440.24,55.821
440.76,56.251
441.26,56.804
441.72,57.293
442.24,57.769
442.73,58.165
443.2,58.68
443.73,59.161
444.24,59.484
444.76,59.906
445.24,60.304
445.77,60.625
446.25,60.925
446.73,61.418
447.21,61.755
447.74,61.968
448.22,62.171
448.69,62.244
449.21,62.303
449.71,62.277
450.2,62.162
450.72,62.195
451.23,62.105
451.73,61.99
452.17,61.963
452.7,61.806
453.18,61.757
453.72,61.506
454.21,61.335
454.71,61.025
455.2,60.754
455.7,60.545
456.2,60.465
456.69,60.222
457.2,60.146
457.68,59.891
458.19,59.853
458.71,59.611
459.14,59.271
459.64,59.066
460.15,58.907
460.67,58.589
461.09,58.296
461.63,58.111
462.15,57.806
462.65,57.449
463.16,57.221
463.66,56.793
464.06,56.454
464.65,55.981
465.11,55.57
465.63,55.165
466.12,54.8
466.61,54.456
467.1,54.129
467.64,53.71
468.1,53.267
468.65,53.05
469.1,52.673
469.58,52.26
470.12,52.059
470.64,51.688
471.07,51.371
471.61,51.116
472.08,50.677
472.65,50.508
473.12,50.154
473.6,49.844
474.12,49.513
474.6,49.283
475.13,48.787
475.6,48.521
476.15,47.912
476.59,47.582
477.11,47.258
477.62,46.784
478.12,46.477
478.64,46.043
479.12,45.48
479.64,45.018
480.08,44.769
480.57,44.057
481.1,43.755
481.63,43.236
482.14,42.722
482.63,42.13
483.16,41.804
483.67,41.137
484.15,40.549
484.67,40.021
485.2,39.453
485.68,38.88
486.16,38.411
486.68,37.727
487.17,37.095
487.66,36.636
488.16,35.977
488.65,35.597
489.17,34.883
489.63,34.275
490.16,33.678
490.65,33.028
491.15,32.414
491.66,31.929
492.12,31.218
492.65,30.561
493.18,29.985
493.65,29.354
494.14,28.744
494.67,28.053
495.17,27.612
495.67,26.969
496.19,26.493
496.64,25.828
497.18,25.328
497.66,24.663
498.18,24.27
498.66,23.829
499.13,23.257
499.66,22.65
500.13,22.204
500.6,21.594
501.08,21.052
501.63,20.585
502.12,20.008
502.61,19.406
503.12,18.963
503.61,18.446
504.13,17.806
504.6,17.41
505.12,16.982
505.61,16.503
506.11,16.12
506.63,15.79
507.13,15.353
507.61,14.826
508.09,14.371
508.6,13.991
509.14,13.511
509.6,13.065
510.13,12.83
510.63,12.488
511.14,12.131
511.64,11.825
512.11,11.455
512.61,11.175
513.16,10.898
513.61,10.551
514.14,10.257
514.63,9.9985
515.14,9.7493
515.61,9.4899
516.14,9.2392
516.63,9.1466
517.09,8.7913
517.59,8.7768
518.1,8.3146
518.61,8.0837
519.11,7.8807
519.62,7.7456
520.11,7.4534
520.61,7.2917
521.13,7.1072
521.6,7.0526
522.14,6.7623
522.64,6.5808
523.14,6.4761
523.65,6.2408
524.15,6.1003
524.65,5.8264
525.15,5.7146
525.61,5.5775
526.11,5.4459
526.64,5.3219
527.12,5.1129
527.62,5.0924
528.14,5.0068
528.61,4.8164
529.1,4.6627
529.59,4.6253
530.15,4.5276
530.64,4.5202
531.14,4.4335
531.65,4.2735
532.1,4.1394
532.63,3.9587
533.13,3.993
533.64,3.7198
534.13,3.6726
534.62,3.5902
535.13,3.4741
535.61,3.3981
536.15,3.3641
536.6,3.207
537.13,3.1893
537.62,3.0959
538.11,3.1426
538.6,2.9863
539.06,3.0178
539.61,2.9834
540.14,2.8918
540.61,2.792
541.07,2.7578
541.58,2.7186
542.09,2.4946
542.55,2.6113
543.06,2.4271
543.56,2.4973
544.06,2.4246
544.56,2.3411
545.05,2.3915
545.54,2.2173
546.03,2.206
546.55,2.1505
547.01,2.0522
547.51,1.9443
548.03,1.9999
548.55,1.8754
549.03,1.8074
549.51,1.7475
550,1.6781
550.52,1.7668
551.02,1.5251
551.52,1.6413
552.02,1.5246
552.52,1.465
553.02,1.5381
553.53,1.359
554.02,1.2737
554.52,1.415
555.03,1.363
555.52,1.3036
556,1.2457
556.52,1.2991
557.04,1.1747
557.54,1.1229
558.01,1.1893
558.49,1.1876
559.04,1.0779
559.53,1.1617
560.02,1.1882
560.5,1.1321
561.06,1.1264
561.53,0.98052
562.03,0.93609
562.55,0.93241
563.08,0.8247
563.55,0.89698
564.07,0.75984
564.54,0.79208
565.05,0.78076
565.54,0.73357
566.05,0.68539
566.52,0.65474
567.04,0.64724
567.53,0.46013
568.06,0.42935
568.51,0.40044
569,0.32982
569.55,0.40858
570.03,0.45247
570.51,0.44639
571,0.56299
571.51,0.46288
572.01,0.46731
572.52,0.41316
572.99,0.48176
573.52,0.39162
573.98,0.44561
574.48,0.41271
575.01,0.37007
575.43,0.39023
575.98,0.33563
576.48,0.37288
576.97,0.40369
577.45,0.2234
577.96,0.20258
578.43,0.26271
578.92,0.2486
579.45,0.24164
579.95,0.11006
580.45,0.083168
580.99,0.021997
581.5,-0.093862
581.97,-0.057622
582.51,-0.10579
582.98,-0.25545
583.48,-0.14724
583.99,-0.17602
584.46,-0.18071
584.96,-0.3045
585.47,-0.23471
585.96,-0.22515
586.45,-0.19944
586.93,-0.15752
587.46,-0.16023
587.94,-0.11313
588.45,-0.11313
588.94,-0.0016733
589.4,0.0069913
589.92,-0.011293
590.46,-0.14143
590.89,-0.0377
591.4,-0.12384
591.94,-0.17901
592.44,-0.12948
592.93,-0.11592
593.42,-0.098315
593.89,-0.11815
594.42,-0.10289
594.89,-0.13547
595.4,-0.13458
595.89,-0.19098
596.4,-0.082946
596.86,-0.032387
597.41,-0.16688
597.89,-0.12385
598.38,0
