s,s,s,s,s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
 4.5000420E+001, 4.2473405E+001, 4.2473405E+001, 4.2473405E+001, 4.2473405E+001, 3.3420750E+002, 3.8820989E+002, 3.9136249E+002, 3.8638986E+002, 3.7380212E+002, 2.5499097E+002, 9.3454208E+001, 3.3468445E+002, 3.0534600E+002, 2.4447220E+002, 6.5195232E+001, 2.9462375E+001, 2.8913483E+001, 2.6243105E+001, 1.2627100E+002, 8.8967471E+001, 6.2634973E+001, 4.8396280E+001, 2.7388115E+001, 2.3056683E+001, 2.2470527E+001
 5.0006824E+001, 4.7511802E+001, 4.7511802E+001, 4.7511802E+001, 4.7511802E+001, 2.5349071E+002, 4.2923787E+002, 3.9968130E+002, 3.9902250E+002, 4.0863242E+002, 2.8033808E+002, 1.0785874E+002, 3.0243243E+002, 2.7320051E+002, 2.3054453E+002, 8.5288567E+001, 3.0249578E+001, 2.6384924E+001, 2.5231877E+001, 1.2505116E+002, 9.1392044E+001, 6.7813998E+001, 5.5040748E+001, 2.5086268E+001, 2.2849032E+001, 2.3112774E+001
 5.5011192E+001, 5.2578298E+001, 5.2578298E+001, 5.2578298E+001, 5.2578298E+001, 3.1648488E+002, 4.6223669E+002, 4.1636501E+002, 4.0392242E+002, 3.9627376E+002, 2.9224980E+002, 1.4351138E+002, 2.9460057E+002, 2.7163832E+002, 2.2606705E+002, 9.5933537E+001, 2.9107901E+001, 2.5357199E+001, 2.4899187E+001, 1.1876714E+002, 9.8824956E+001, 7.3020429E+001, 5.1183544E+001, 2.2351740E+001, 2.1905433E+001, 2.1248136E+001
 6.0007969E+001, 5.7517641E+001, 5.7517641E+001, 5.7517641E+001, 5.7517641E+001, 3.7184180E+002, 4.1707615E+002, 4.1147963E+002, 4.2870082E+002, 4.2105537E+002, 2.8679995E+002, 1.1900621E+002, 3.3250355E+002, 2.8598397E+002, 2.4154470E+002, 9.2958221E+001, 3.1683269E+001, 2.7420702E+001, 2.5255014E+001, 1.4641792E+002, 1.0491546E+002, 7.9459788E+001, 5.6807179E+001, 2.5026882E+001, 2.3368950E+001, 2.2564747E+001
 6.5004745E+001, 6.2514417E+001, 6.2514417E+001, 6.2514417E+001, 6.2514417E+001, 3.1803291E+002, 3.9893717E+002, 3.7605220E+002, 3.9399330E+002, 4.0011109E+002, 2.6594943E+002, 1.1301748E+002, 3.4653296E+002, 3.0122809E+002, 2.3552914E+002, 9.1321739E+001, 3.0734329E+001, 2.6930768E+001, 2.6211472E+001, 1.3384624E+002, 1.0812664E+002, 8.3189041E+001, 5.8680949E+001, 2.6832607E+001, 2.2606266E+001, 2.2515141E+001
 7.0001518E+001, 6.7511193E+001, 6.7511193E+001, 6.7511193E+001, 6.7511193E+001, 3.3206678E+002, 4.1118370E+002, 4.0292820E+002, 4.2672570E+002, 4.2059222E+002, 3.0344850E+002, 1.0995725E+002, 3.3494166E+002, 2.8926667E+002, 2.5710304E+002, 9.2571422E+001, 3.3336750E+001, 2.9213805E+001, 2.7107917E+001, 1.4468166E+002, 1.1174909E+002, 8.7286928E+001, 5.4501637E+001, 2.7859293E+001, 2.3939980E+001, 2.2604108E+001
 7.5007767E+001, 7.2514080E+001, 7.2514080E+001, 7.2514080E+001, 7.2514080E+001, 2.9330593E+002, 4.2780140E+002, 4.2917550E+002, 4.2638532E+002, 4.2559372E+002, 2.7772658E+002, 1.1972517E+002, 3.4788061E+002, 3.2002270E+002, 2.3487343E+002, 8.0255131E+001, 3.1668173E+001, 2.8085906E+001, 2.5749113E+001, 1.3551769E+002, 1.1924371E+002, 8.3753286E+001, 5.7379442E+001, 2.5579511E+001, 2.3584021E+001, 2.2590623E+001
 8.0001373E+001, 7.7533424E+001, 7.7533424E+001, 7.7533424E+001, 7.7533424E+001, 3.3402962E+002, 5.0175207E+002, 4.5691466E+002, 4.5229365E+002, 4.2492388E+002, 3.1313293E+002, 1.3187607E+002, 3.3019662E+002, 3.0001371E+002, 2.6687605E+002, 1.0381308E+002, 3.2544757E+001, 2.8681249E+001, 2.7001536E+001, 1.5863997E+002, 1.2949630E+002, 9.0676217E+001, 5.3432674E+001, 2.5056459E+001, 2.4823417E+001, 2.3599145E+001
 8.5015648E+001, 8.2487042E+001, 8.2487042E+001, 8.2487042E+001, 8.2487042E+001, 3.8653456E+002, 4.4572120E+002, 4.5080972E+002, 4.5523546E+002, 4.5251588E+002, 3.1661483E+002, 1.3287493E+002, 3.5547885E+002, 3.1285213E+002, 2.8396634E+002, 1.0572870E+002, 3.2756699E+001, 3.0552749E+001, 2.7225103E+001, 1.6361717E+002, 1.1786661E+002, 9.1835944E+001, 6.8582372E+001, 3.1279214E+001, 2.5569612E+001, 2.3876926E+001
 9.0004166E+001, 8.7517774E+001, 8.7517774E+001, 8.7517774E+001, 8.7517774E+001, 3.5131270E+002, 4.3558311E+002, 4.1759943E+002, 4.3421457E+002, 4.2722546E+002, 2.8327875E+002, 1.2282174E+002, 3.2803968E+002, 2.9602022E+002, 2.5392808E+002, 1.0868198E+002, 3.5384909E+001, 3.0793921E+001, 2.7862200E+001, 1.6027021E+002, 1.2099067E+002, 9.7654783E+001, 6.1920904E+001, 2.9367537E+001, 2.5836905E+001, 2.3622704E+001
 9.5009850E+001, 9.2548690E+001, 9.2548690E+001, 9.2548690E+001, 9.2548690E+001, 3.4843641E+002, 4.2844691E+002, 4.2570092E+002, 4.3852412E+002, 4.5997504E+002, 3.0756222E+002, 1.3180974E+002, 3.6817160E+002, 3.2908410E+002, 2.8266118E+002, 9.5712233E+001, 3.6114210E+001, 3.1498362E+001, 2.8456447E+001, 1.6924756E+002, 1.4022525E+002, 9.7375747E+001, 6.7181827E+001, 3.4040483E+001, 2.6222342E+001, 2.3984506E+001
 1.0001397E+002, 9.7466046E+001, 9.7466046E+001, 9.7466046E+001, 9.7466046E+001, 3.3480086E+002, 4.3812315E+002, 4.3008719E+002, 4.2740702E+002, 4.3053724E+002, 3.0392047E+002, 1.3882425E+002, 3.4742041E+002, 3.0647437E+002, 2.6938118E+002, 1.1460632E+002, 3.6726187E+001, 3.1525329E+001, 2.8014103E+001, 1.6327226E+002, 1.3116770E+002, 9.8727447E+001, 6.1361094E+001, 2.7282521E+001, 2.4985687E+001, 2.4376523E+001
 1.0500119E+002, 1.0252739E+002, 1.0252739E+002, 1.0252739E+002, 1.0252739E+002, 3.4064416E+002, 4.8654650E+002, 4.6211967E+002, 4.6345441E+002, 4.5268099E+002, 3.3030024E+002, 1.6836100E+002, 3.4540600E+002, 3.1455415E+002, 2.7599776E+002, 1.2528642E+002, 3.8433491E+001, 3.0479494E+001, 2.7972387E+001, 1.7337847E+002, 1.4351729E+002, 1.0443112E+002, 7.5894541E+001, 2.8266545E+001, 2.7187065E+001, 2.5139173E+001
 1.1000616E+002, 1.0751066E+002, 1.0751066E+002, 1.0751066E+002, 1.0751066E+002, 3.1667837E+002, 4.5081316E+002, 4.5771429E+002, 4.6796304E+002, 4.5893774E+002, 3.0803692E+002, 1.4302109E+002, 3.5562866E+002, 3.2998111E+002, 2.9192180E+002, 1.0817657E+002, 3.4535638E+001, 3.0432267E+001, 2.7071800E+001, 1.7556113E+002, 1.4315669E+002, 1.0224519E+002, 7.3729363E+001, 3.0535577E+001, 2.5494330E+001, 2.5321380E+001
 1.1501112E+002, 1.1246108E+002, 1.1246108E+002, 1.1246108E+002, 1.1246108E+002, 3.3983999E+002, 4.4942766E+002, 4.4720423E+002, 4.4858932E+002, 4.5822893E+002, 3.5276037E+002, 1.4640570E+002, 3.8463050E+002, 3.3190307E+002, 2.8664717E+002, 1.1821619E+002, 3.7443922E+001, 3.2167074E+001, 2.8454996E+001, 1.7219009E+002, 1.4628425E+002, 1.0851431E+002, 6.9121372E+001, 2.9862278E+001, 2.5595888E+001, 2.4263174E+001
 1.2000136E+002, 1.1750000E+002, 1.1750000E+002, 1.1750000E+002, 1.1750000E+002, 3.0213275E+002, 5.1799182E+002, 4.7815769E+002, 4.7705352E+002, 4.9052003E+002, 3.9259221E+002, 1.7040517E+002, 3.5523112E+002, 3.2986023E+002, 2.9767039E+002, 1.2609083E+002, 3.9916856E+001, 3.1062790E+001, 2.8477281E+001, 1.9561642E+002, 1.4886223E+002, 1.0769488E+002, 7.7472532E+001, 3.4421670E+001, 2.6670341E+001, 2.4047074E+001
 1.2500555E+002, 1.2251845E+002, 1.2251845E+002, 1.2251845E+002, 1.2251845E+002, 3.5077708E+002, 4.6990596E+002, 4.6816108E+002, 4.7889217E+002, 4.9069382E+002, 3.7600728E+002, 1.7663235E+002, 3.6638416E+002, 3.3749605E+002, 3.0573068E+002, 1.5607504E+002, 3.9778152E+001, 3.4908725E+001, 3.2243316E+001, 2.0272143E+002, 1.6011907E+002, 1.2031893E+002, 9.1074757E+001, 3.5536167E+001, 2.8332490E+001, 2.5577991E+001
 1.3001321E+002, 1.2751622E+002, 1.2751622E+002, 1.2751622E+002, 1.2751622E+002, 3.0324519E+002, 4.6468965E+002, 4.5456201E+002, 4.5809507E+002, 4.5312081E+002, 3.7335649E+002, 1.5431614E+002, 3.7351608E+002, 3.4273555E+002, 3.2295162E+002, 1.2540891E+002, 3.7745134E+001, 3.5291964E+001, 3.0779731E+001, 2.1113831E+002, 1.6347319E+002, 1.2391368E+002, 8.8578788E+001, 3.7893122E+001, 2.8987335E+001, 2.6511550E+001
 1.3500720E+002, 1.3251705E+002, 1.3251705E+002, 1.3251705E+002, 1.3251705E+002, 3.5125139E+002, 4.9184225E+002, 4.7878172E+002, 4.9567899E+002, 5.2083045E+002, 4.3638473E+002, 2.1740038E+002, 3.9675939E+002, 3.5681679E+002, 3.2505312E+002, 1.4447745E+002, 4.2347306E+001, 3.5671904E+001, 3.2313304E+001, 2.2499458E+002, 1.7032197E+002, 1.2968321E+002, 8.7082007E+001, 4.0146034E+001, 3.1166372E+001, 2.6849450E+001
 1.4000117E+002, 1.3751103E+002, 1.3751103E+002, 1.3751103E+002, 1.3751103E+002, 3.6669934E+002, 4.9700153E+002, 4.9155721E+002, 4.9800497E+002, 4.8639457E+002, 4.3325508E+002, 2.4395276E+002, 3.9021709E+002, 3.5478989E+002, 3.3183977E+002, 1.5679122E+002, 4.2757585E+001, 3.6760160E+001, 3.1775949E+001, 2.3292426E+002, 1.8704387E+002, 1.2641464E+002, 1.0280519E+002, 3.6456917E+001, 2.9939587E+001, 2.6611477E+001
 1.4500885E+002, 1.4251185E+002, 1.4251185E+002, 1.4251185E+002, 1.4251185E+002, 3.3545009E+002, 5.3868873E+002, 5.3161483E+002, 5.4339513E+002, 5.3158429E+002, 4.7277769E+002, 2.9241619E+002, 3.9001500E+002, 3.6146586E+002, 3.4710546E+002, 1.5400717E+002, 4.3183398E+001, 3.8456613E+001, 3.2733734E+001, 2.5168761E+002, 2.1539311E+002, 1.3709827E+002, 1.0409568E+002, 3.9088133E+001, 2.8381362E+001, 2.7826025E+001
 1.5001242E+002, 1.4750402E+002, 1.4750402E+002, 1.4750402E+002, 1.4750402E+002, 2.9334063E+002, 5.4266196E+002, 5.4978387E+002, 5.8101672E+002, 6.0640193E+002, 4.4673570E+002, 2.2479884E+002, 3.9511201E+002, 3.6661224E+002, 3.2448806E+002, 1.5963864E+002, 4.1375742E+001, 3.6701827E+001, 3.2315596E+001, 2.4759922E+002, 2.2582594E+002, 1.4803171E+002, 1.0391626E+002, 4.5539215E+001, 3.0325599E+001, 2.6594869E+001
 1.5500290E+002, 1.5251442E+002, 1.5251442E+002, 1.5251442E+002, 1.5251442E+002, 3.4527575E+002, 5.3965054E+002, 5.4816960E+002, 5.5966362E+002, 5.1522531E+002, 3.9127509E+002, 2.0854801E+002, 4.1504012E+002, 3.8576643E+002, 3.2382578E+002, 1.2699006E+002, 3.8274454E+001, 3.5588668E+001, 3.0312328E+001, 2.1456353E+002, 1.8328544E+002, 1.3640162E+002, 9.4010037E+001, 3.9857447E+001, 3.0709722E+001, 2.6155572E+001
 1.6000691E+002, 1.5751167E+002, 1.5751167E+002, 1.5751167E+002, 1.5751167E+002, 3.8903276E+002, 5.4756111E+002, 5.2642184E+002, 5.6223993E+002, 5.5452096E+002, 3.8535000E+002, 2.2849167E+002, 3.9037542E+002, 3.6938876E+002, 3.4956432E+002, 1.2079566E+002, 4.0035930E+001, 3.5443059E+001, 3.2210174E+001, 2.3171257E+002, 1.8699220E+002, 1.3147343E+002, 8.0873690E+001, 3.7441747E+001, 3.0808139E+001, 2.6620362E+001
 1.6501093E+002, 1.6251568E+002, 1.6251568E+002, 1.6251568E+002, 1.6251568E+002, 3.2891342E+002, 5.0939471E+002, 5.1455374E+002, 5.2188439E+002, 5.0688696E+002, 4.3833251E+002, 1.8676467E+002, 4.0524329E+002, 3.7939726E+002, 3.5655626E+002, 1.4031521E+002, 4.3735380E+001, 3.5103051E+001, 3.2468535E+001, 2.6486259E+002, 2.0734701E+002, 1.3433042E+002, 9.2625557E+001, 3.9441881E+001, 3.0038531E+001, 2.7577147E+001
 1.7000142E+002, 1.6751293E+002, 1.6751293E+002, 1.6751293E+002, 1.6751293E+002, 3.1361133E+002, 5.3939139E+002, 5.6122256E+002, 5.5662046E+002, 5.2684987E+002, 4.1534215E+002, 2.1082230E+002, 3.8321737E+002, 3.8000985E+002, 3.6720873E+002, 1.7047518E+002, 4.4522026E+001, 3.6714637E+001, 3.6472606E+001, 2.6832266E+002, 2.0701075E+002, 1.4719712E+002, 1.1128595E+002, 4.1557386E+001, 3.2413685E+001, 2.9879324E+001
 1.7500728E+002, 1.7253918E+002, 1.7253918E+002, 1.7253918E+002, 1.7253918E+002, 3.2994558E+002, 5.4069334E+002, 5.1396104E+002, 5.2157513E+002, 5.2152887E+002, 4.0908446E+002, 2.2694557E+002, 4.2442024E+002, 3.8232526E+002, 3.4545846E+002, 1.3861456E+002, 4.3338209E+001, 3.6166303E+001, 3.2390885E+001, 2.3579779E+002, 1.9069210E+002, 1.4994048E+002, 9.9123750E+001, 3.4643395E+001, 3.1603165E+001, 2.9332826E+001
 1.8000407E+002, 1.7750136E+002, 1.7750136E+002, 1.7750136E+002, 1.7750136E+002, 3.5877725E+002, 5.1426246E+002, 4.9343570E+002, 4.9611978E+002, 5.4577400E+002, 4.0736184E+002, 1.9289933E+002, 4.0496879E+002, 3.7152727E+002, 3.5099693E+002, 1.4188785E+002, 4.5027017E+001, 3.5072833E+001, 3.1234411E+001, 2.3951277E+002, 1.8915385E+002, 1.4411399E+002, 8.5875039E+001, 3.7945948E+001, 3.0901744E+001, 2.6883259E+001
 1.8501062E+002, 1.8251404E+002, 1.8251404E+002, 1.8251404E+002, 1.8251404E+002, 3.5419548E+002, 5.3703139E+002, 5.0735815E+002, 5.4241283E+002, 5.5019000E+002, 4.2867897E+002, 2.2335370E+002, 4.1557540E+002, 3.9154403E+002, 3.7110562E+002, 1.5006910E+002, 4.5115366E+001, 3.6915698E+001, 3.2808642E+001, 2.5437145E+002, 2.0668575E+002, 1.3771569E+002, 9.9622278E+001, 4.1362854E+001, 3.1781562E+001, 2.6933114E+001
 1.9001169E+002, 1.8754040E+002, 1.8754040E+002, 1.8754040E+002, 1.8754040E+002, 3.4916962E+002, 5.2947066E+002, 5.0943267E+002, 5.2146443E+002, 5.2880971E+002, 4.9727177E+002, 2.5154075E+002, 4.2314445E+002, 3.9805927E+002, 3.7481312E+002, 1.4670050E+002, 4.7680251E+001, 3.8329007E+001, 3.2439727E+001, 2.6616220E+002, 2.1381876E+002, 1.4270819E+002, 1.0636685E+002, 3.7809604E+001, 3.0351643E+001, 2.7608742E+001
 1.9500888E+002, 1.9255361E+002, 1.9255361E+002, 1.9255361E+002, 1.9255361E+002, 3.5945825E+002, 5.1542543E+002, 5.0231627E+002, 4.9187870E+002, 5.0396940E+002, 4.3333460E+002, 2.9263515E+002, 4.2555877E+002, 3.9646603E+002, 3.7638832E+002, 1.5149574E+002, 4.3026000E+001, 3.9648156E+001, 3.3274803E+001, 2.7227037E+002, 2.0284552E+002, 1.4653791E+002, 1.0767457E+002, 4.1372617E+001, 3.2855386E+001, 2.7890084E+001
 2.0000697E+002, 1.9746540E+002, 1.9746540E+002, 1.9746540E+002, 1.9746540E+002, 3.8148727E+002, 4.9441855E+002, 4.8108911E+002, 4.7696237E+002, 5.1734716E+002, 4.8882774E+002, 2.5702015E+002, 4.1923037E+002, 3.8632827E+002, 3.8004521E+002, 1.3926486E+002, 4.5735032E+001, 3.8879269E+001, 3.0292029E+001, 2.6659915E+002, 2.2584985E+002, 1.5377424E+002, 9.8593398E+001, 4.3251780E+001, 3.6206851E+001, 3.0506875E+001
 2.0500029E+002, 2.0251018E+002, 2.0251018E+002, 2.0251018E+002, 2.0251018E+002, 3.6224043E+002, 5.3700612E+002, 5.0606343E+002, 4.9238294E+002, 5.0517778E+002, 4.8124240E+002, 4.3843815E+002, 4.3345963E+002, 3.9622414E+002, 3.7604600E+002, 1.8790766E+002, 4.9711518E+001, 3.8248992E+001, 3.5350906E+001, 3.0197247E+002, 2.4732586E+002, 1.7131216E+002, 1.0579684E+002, 4.0417610E+001, 3.3878611E+001, 3.0122900E+001
 2.1000671E+002, 2.0751006E+002, 2.0751006E+002, 2.0751006E+002, 2.0751006E+002, 3.3058746E+002, 5.1821228E+002, 5.1302142E+002, 5.0389648E+002, 5.1353167E+002, 4.7440477E+002, 2.7870523E+002, 4.3584360E+002, 4.0391762E+002, 3.8655646E+002, 1.7263786E+002, 5.1094335E+001, 4.0524726E+001, 3.4467433E+001, 3.0685596E+002, 2.3693501E+002, 1.6652239E+002, 1.1384532E+002, 3.8393074E+001, 3.2247077E+001, 2.9423928E+001
 2.1500005E+002, 2.1250993E+002, 2.1250993E+002, 2.1250993E+002, 2.1250993E+002, 3.4513940E+002, 5.3145596E+002, 5.3579053E+002, 5.4301652E+002, 5.1292819E+002, 4.7760100E+002, 3.2338342E+002, 4.3121171E+002, 4.0006596E+002, 3.8196138E+002, 1.5115408E+002, 4.8225443E+001, 3.6906560E+001, 3.2142547E+001, 2.9712306E+002, 2.4280983E+002, 1.6276016E+002, 1.0836750E+002, 4.0575492E+001, 3.2324504E+001, 2.8754637E+001
 2.2000522E+002, 2.1756741E+002, 2.1756741E+002, 2.1756741E+002, 2.1756741E+002, 3.4486641E+002, 5.2080722E+002, 5.0094577E+002, 5.2209902E+002, 5.5086545E+002, 4.7283358E+002, 3.4623828E+002, 4.3490359E+002, 3.9777794E+002, 3.7326487E+002, 1.5374460E+002, 4.7107865E+001, 3.9850543E+001, 3.5496583E+001, 2.8055198E+002, 2.3346323E+002, 1.6583128E+002, 1.0470921E+002, 4.2328874E+001, 3.1766136E+001, 2.8719920E+001
 2.2500688E+002, 2.2246777E+002, 2.2246777E+002, 2.2246777E+002, 2.2246777E+002, 3.4114101E+002, 5.2927894E+002, 5.0580755E+002, 4.9744431E+002, 5.1525438E+002, 4.6819288E+002, 2.7112812E+002, 4.2857394E+002, 4.0037849E+002, 3.8988020E+002, 1.6625333E+002, 4.4371548E+001, 3.9306686E+001, 3.6559531E+001, 2.6547068E+002, 2.3039776E+002, 1.5432410E+002, 1.0528642E+002, 5.1381863E+001, 3.1420083E+001, 2.7766655E+001
 2.3000662E+002, 2.2757883E+002, 2.2757883E+002, 2.2757883E+002, 2.2757883E+002, 3.6045644E+002, 5.3444700E+002, 5.3273585E+002, 5.0863417E+002, 5.1869161E+002, 5.1231586E+002, 4.0107086E+002, 4.4541818E+002, 4.2371192E+002, 3.9784468E+002, 1.6455806E+002, 4.8531869E+001, 4.1813140E+001, 3.9587325E+001, 2.9992316E+002, 2.3871080E+002, 1.7325887E+002, 1.1985985E+002, 4.4917151E+001, 3.5140289E+001, 2.9503568E+001
 2.3500270E+002, 2.3251046E+002, 2.3251046E+002, 2.3251046E+002, 2.3251046E+002, 3.4014143E+002, 5.4112759E+002, 5.4007569E+002, 5.4458293E+002, 5.4498101E+002, 5.1106571E+002, 3.4929292E+002, 4.2883378E+002, 4.0313536E+002, 4.0657835E+002, 1.7476907E+002, 4.8714180E+001, 4.3125607E+001, 3.9908077E+001, 3.1610474E+002, 2.4263118E+002, 1.6966473E+002, 1.1300687E+002, 5.0086291E+001, 3.7737579E+001, 3.2283294E+001
 2.4000574E+002, 2.3745556E+002, 2.3745556E+002, 2.3745556E+002, 2.3745556E+002, 3.3764738E+002, 5.6256699E+002, 5.4400466E+002, 5.4728934E+002, 5.3474848E+002, 4.9397434E+002, 3.5471714E+002, 4.3160457E+002, 4.1124640E+002, 4.0468186E+002, 1.8411522E+002, 5.1673853E+001, 4.0533475E+001, 3.7610971E+001, 3.2051216E+002, 2.5649840E+002, 1.7815640E+002, 1.3069156E+002, 4.5950555E+001, 3.5950291E+001, 3.1494189E+001
 2.4500414E+002, 2.4251131E+002, 2.4251131E+002, 2.4251131E+002, 2.4251131E+002, 3.4756729E+002, 5.3814149E+002, 5.3318469E+002, 4.9857539E+002, 5.0374405E+002, 5.3354979E+002, 3.8164258E+002, 4.4724129E+002, 4.2604323E+002, 3.8397526E+002, 1.6493094E+002, 5.4773077E+001, 4.2399468E+001, 3.7085019E+001, 2.8944384E+002, 2.4151832E+002, 1.6664143E+002, 1.1400038E+002, 4.1371657E+001, 3.3066508E+001, 3.1538170E+001
 2.5000253E+002, 2.4750970E+002, 2.4750970E+002, 2.4750970E+002, 2.4750970E+002, 3.5169633E+002, 5.2037419E+002, 5.1401029E+002, 5.1589951E+002, 5.1724733E+002, 4.9514527E+002, 3.3875141E+002, 4.3845561E+002, 4.1373799E+002, 4.0853919E+002, 1.7667291E+002, 5.1663532E+001, 3.9703839E+001, 3.4174994E+001, 2.9406189E+002, 2.4031796E+002, 1.6945559E+002, 1.1799994E+002, 4.6605462E+001, 3.2472857E+001, 3.1283525E+001
 2.5500418E+002, 2.5245329E+002, 2.5245329E+002, 2.5245329E+002, 2.5245329E+002, 3.7179343E+002, 5.1182471E+002, 5.0146568E+002, 4.7291176E+002, 4.8732109E+002, 4.8197227E+002, 3.9660175E+002, 4.2761942E+002, 4.0494834E+002, 3.9132158E+002, 1.7993340E+002, 5.0738804E+001, 4.1656645E+001, 3.6077391E+001, 2.8211782E+002, 2.2645567E+002, 1.6015163E+002, 1.1309813E+002, 4.3942986E+001, 3.5836534E+001, 3.0457045E+001
