s,s,s,s,s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
 4.5004116E+001, 4.2534714E+001, 4.2534714E+001, 4.2534714E+001, 4.2534714E+001, 2.1213642E+002, 3.2406733E+002, 3.1960400E+002, 3.2004235E+002, 3.5109836E+002, 3.1841228E+002, 2.7719300E+002, 5.2958092E+002, 5.4484185E+002, 5.4726547E+002, 5.3601325E+002, 6.2918362E+002, 1.9078152E+002, 9.8951459E+001, 6.0883524E+002, 6.2506539E+002, 6.0553838E+002, 5.3175722E+002, 3.1050553E+002, 1.0810468E+002, 6.8263445E+001
 5.0007771E+001, 4.7496597E+001, 4.7496597E+001, 4.7496597E+001, 4.7496597E+001, 2.3836056E+002, 3.1238449E+002, 3.0890790E+002, 3.3943836E+002, 3.7290035E+002, 3.4769513E+002, 2.9718925E+002, 5.4368626E+002, 5.5713202E+002, 5.5095104E+002, 6.2311076E+002, 5.8573453E+002, 2.6878857E+002, 1.1744236E+002, 5.9022698E+002, 6.1476662E+002, 6.1330979E+002, 5.5245560E+002, 3.5880148E+002, 1.2161204E+002, 7.1647807E+001
 5.5002880E+001, 5.2543119E+001, 5.2543119E+001, 5.2543119E+001, 5.2543119E+001, 2.4566320E+002, 3.1128057E+002, 3.0344190E+002, 3.2031075E+002, 3.6147900E+002, 3.3625723E+002, 3.0324715E+002, 5.3857993E+002, 5.4609072E+002, 5.3938129E+002, 5.9490890E+002, 6.2018332E+002, 2.5585587E+002, 1.2991288E+002, 5.6892197E+002, 5.9044898E+002, 6.3330318E+002, 5.3960477E+002, 3.7918961E+002, 1.4599458E+002, 7.9687575E+001
 6.0004173E+001, 5.7556591E+001, 5.7556591E+001, 5.7556591E+001, 5.7556591E+001, 2.3381727E+002, 3.1745433E+002, 3.1675787E+002, 3.3584461E+002, 3.7281160E+002, 3.0506754E+002, 2.9338235E+002, 5.5571730E+002, 5.6395472E+002, 5.3457969E+002, 5.8685634E+002, 6.2436436E+002, 3.5875403E+002, 1.5358113E+002, 6.1105948E+002, 6.2771408E+002, 6.7142793E+002, 5.7539020E+002, 4.3031077E+002, 2.0343251E+002, 1.0496175E+002
 6.5019722E+001, 6.2463948E+001, 6.2463948E+001, 6.2463948E+001, 6.2463948E+001, 2.1220760E+002, 3.2632973E+002, 3.2266212E+002, 3.5362293E+002, 3.3043909E+002, 3.1025927E+002, 3.0118345E+002, 5.5394319E+002, 5.4278606E+002, 5.2834984E+002, 5.4386443E+002, 5.9869424E+002, 5.3387680E+002, 2.2492052E+002, 4.9081583E+002, 5.0243873E+002, 4.7088017E+002, 4.3538708E+002, 4.1448396E+002, 3.0752196E+002, 1.5088584E+002
 7.0004059E+001, 6.7632642E+001, 6.7632642E+001, 6.7632642E+001, 6.7632642E+001, 2.2386699E+002, 3.1489621E+002, 3.1128995E+002, 3.2108343E+002, 3.5216066E+002, 3.2955047E+002, 2.9656565E+002, 5.2097810E+002, 5.1748773E+002, 5.3791961E+002, 5.5064593E+002, 5.5301089E+002, 5.3277728E+002, 4.2113125E+002, 4.1347069E+002, 4.1942166E+002, 4.1696789E+002, 3.9574041E+002, 3.7504944E+002, 3.6464437E+002, 3.0542183E+002
 7.5016174E+001, 7.2328080E+001, 7.2328080E+001, 7.2328080E+001, 7.2328080E+001, 2.2592310E+002, 2.9770065E+002, 2.9414262E+002, 3.0225751E+002, 3.1871804E+002, 3.0092710E+002, 2.6786955E+002, 4.0014766E+002, 4.0266314E+002, 3.9256958E+002, 3.8132161E+002, 3.7736080E+002, 3.8028122E+002, 3.8423894E+002, 3.4858568E+002, 3.5615060E+002, 3.5523454E+002, 3.3223377E+002, 3.0621244E+002, 2.9700568E+002, 2.8289014E+002
 8.0023605E+001, 7.7648747E+001, 7.7648747E+001, 7.7648747E+001, 7.7648747E+001, 1.9043063E+002, 2.5834807E+002, 2.5517167E+002, 2.4905319E+002, 2.5823044E+002, 2.3090348E+002, 1.9668413E+002, 2.7965900E+002, 2.8546874E+002, 2.8103825E+002, 2.5836152E+002, 2.4451354E+002, 2.5264092E+002, 2.4787676E+002, 2.6595975E+002, 2.7276002E+002, 2.7505753E+002, 2.7246794E+002, 2.5686199E+002, 2.4128995E+002, 2.2924905E+002
 8.5021118E+001, 8.2744158E+001, 8.2744158E+001, 8.2744158E+001, 8.2744158E+001, 1.7360011E+002, 2.2950562E+002, 2.2750646E+002, 2.1313214E+002, 2.0879680E+002, 1.8019001E+002, 1.5825338E+002, 2.1446255E+002, 2.2068606E+002, 2.1731949E+002, 2.1272112E+002, 2.0253911E+002, 1.9187949E+002, 1.8755439E+002, 2.1753956E+002, 2.2715638E+002, 2.1833591E+002, 2.1442624E+002, 2.1206785E+002, 2.0447644E+002, 1.9217142E+002
 9.0003555E+001, 8.7566971E+001, 8.7566971E+001, 8.7566971E+001, 8.7566971E+001, 1.4807525E+002, 2.1155297E+002, 2.0612663E+002, 1.9800803E+002, 1.8664000E+002, 1.4397267E+002, 1.3945299E+002, 1.8555420E+002, 1.8756701E+002, 1.8126985E+002, 1.7639237E+002, 1.7245488E+002, 1.5865800E+002, 1.5333370E+002, 2.1659134E+002, 2.1187261E+002, 2.0473020E+002, 1.9950145E+002, 1.9568724E+002, 1.8798519E+002, 1.7242842E+002
 9.5005257E+001, 9.2526771E+001, 9.2526771E+001, 9.2526771E+001, 9.2526771E+001, 1.3145580E+002, 1.9707538E+002, 1.8597911E+002, 1.7876652E+002, 1.6724145E+002, 1.2918015E+002, 1.2470927E+002, 1.7109625E+002, 1.7251564E+002, 1.7409061E+002, 1.7196382E+002, 1.6778100E+002, 1.5323109E+002, 1.3807992E+002, 2.1195903E+002, 2.0270152E+002, 1.9505411E+002, 1.8390057E+002, 1.7229317E+002, 1.6090256E+002, 1.5223607E+002
 1.0001474E+002, 9.7528286E+001, 9.7528286E+001, 9.7528286E+001, 9.7528286E+001, 1.2151724E+002, 1.7846533E+002, 1.6998505E+002, 1.6707214E+002, 1.5960668E+002, 1.1396319E+002, 1.1018297E+002, 1.7112288E+002, 1.7191620E+002, 1.7561708E+002, 1.7175010E+002, 1.6509029E+002, 1.4757268E+002, 1.4136365E+002, 1.9780951E+002, 1.9121070E+002, 1.8448116E+002, 1.7829880E+002, 1.6860581E+002, 1.4634523E+002, 1.3807630E+002
 1.0501205E+002, 1.0251160E+002, 1.0251160E+002, 1.0251160E+002, 1.0251160E+002, 1.1615869E+002, 1.7075891E+002, 1.6605725E+002, 1.5657697E+002, 1.5562339E+002, 1.0197495E+002, 1.1585542E+002, 1.5983655E+002, 1.5949341E+002, 1.5605967E+002, 1.4777176E+002, 1.4133547E+002, 1.3873276E+002, 1.3390746E+002, 1.7575751E+002, 1.7628454E+002, 1.7301845E+002, 1.5838167E+002, 1.3986717E+002, 1.3420368E+002, 1.2811072E+002
 1.1000092E+002, 1.0753417E+002, 1.0753417E+002, 1.0753417E+002, 1.0753417E+002, 1.0803422E+002, 1.6481569E+002, 1.5690891E+002, 1.4781288E+002, 1.4266990E+002, 1.0977339E+002, 1.0626976E+002, 1.4689995E+002, 1.4453197E+002, 1.3974746E+002, 1.3569130E+002, 1.2664773E+002, 1.2033942E+002, 1.1921537E+002, 1.7017682E+002, 1.6492213E+002, 1.6137390E+002, 1.4100446E+002, 1.2817025E+002, 1.2456095E+002, 1.1708898E+002
 1.1502956E+002, 1.1249323E+002, 1.1249323E+002, 1.1249323E+002, 1.1249323E+002, 1.0936781E+002, 1.5619573E+002, 1.4286600E+002, 1.3506426E+002, 1.3408903E+002, 1.2043761E+002, 1.0932803E+002, 1.3812127E+002, 1.3553155E+002, 1.3073051E+002, 1.2318250E+002, 1.1967442E+002, 1.1332582E+002, 1.1042700E+002, 1.5098671E+002, 1.4993018E+002, 1.3975999E+002, 1.3032043E+002, 1.1763105E+002, 1.1234635E+002, 1.0591054E+002
 1.2002025E+002, 1.1750925E+002, 1.1750925E+002, 1.1750925E+002, 1.1750925E+002, 1.1109029E+002, 1.4868623E+002, 1.3760427E+002, 1.2792659E+002, 1.2202775E+002, 8.3189487E+001, 9.0828503E+001, 1.2725730E+002, 1.2742062E+002, 1.1960657E+002, 1.1546959E+002, 1.1104355E+002, 1.0959158E+002, 1.0605621E+002, 1.3664975E+002, 1.3757119E+002, 1.2898833E+002, 1.1793369E+002, 1.0840872E+002, 1.0526611E+002, 1.0068394E+002
 1.2501202E+002, 1.2275912E+002, 1.2275912E+002, 1.2275912E+002, 1.2275912E+002, 1.1003607E+002, 1.4288791E+002, 1.2842630E+002, 1.2414720E+002, 1.1993979E+002, 9.2454069E+001, 8.9074057E+001, 1.1615896E+002, 1.1615909E+002, 1.1335526E+002, 1.1041037E+002, 1.0339917E+002, 9.8383455E+001, 9.4811801E+001, 1.2159292E+002, 1.2409876E+002, 1.1835399E+002, 1.0687202E+002, 1.0394235E+002, 1.0012183E+002, 9.3954243E+001
 1.3000131E+002, 1.2763280E+002, 1.2763280E+002, 1.2763280E+002, 1.2763280E+002, 1.0208632E+002, 1.3978799E+002, 1.2417463E+002, 1.2091980E+002, 1.1391958E+002, 6.3450919E+001, 8.5798683E+001, 1.1080221E+002, 1.1021379E+002, 1.0457422E+002, 9.9393176E+001, 9.7967787E+001, 9.3933523E+001, 8.8829837E+001, 1.1278110E+002, 1.1457688E+002, 1.0583732E+002, 1.0289426E+002, 9.7786572E+001, 9.5244085E+001, 9.1910457E+001
 1.3500237E+002, 1.3251068E+002, 1.3251068E+002, 1.3251068E+002, 1.3251068E+002, 9.1863088E+001, 1.3320039E+002, 1.1883950E+002, 1.1409355E+002, 1.0462795E+002, 6.8572565E+001, 7.2691859E+001, 1.0584416E+002, 1.0360706E+002, 9.9128572E+001, 9.5172361E+001, 9.1855157E+001, 8.8618022E+001, 8.6573974E+001, 1.0583014E+002, 1.0580186E+002, 9.9321914E+001, 9.1143704E+001, 9.0347367E+001, 9.4959394E+001, 8.9411146E+001
 1.4001166E+002, 1.3756339E+002, 1.3756339E+002, 1.3756339E+002, 1.3756339E+002, 8.7117393E+001, 1.2790813E+002, 1.1539232E+002, 1.0888465E+002, 9.9886271E+001, 6.7881157E+001, 7.0985477E+001, 1.0172847E+002, 9.9926545E+001, 9.5258117E+001, 9.2567713E+001, 8.9016752E+001, 8.4329880E+001, 8.0108908E+001, 9.9672543E+001, 9.9089003E+001, 9.2897248E+001, 8.8862976E+001, 8.6400992E+001, 8.6057372E+001, 8.8268977E+001
 1.4500334E+002, 1.4253120E+002, 1.4253120E+002, 1.4253120E+002, 1.4253120E+002, 9.1537559E+001, 1.2384755E+002, 1.1151073E+002, 1.0487396E+002, 9.5114456E+001, 7.2043390E+001, 6.7040337E+001, 9.7578140E+001, 9.3691103E+001, 8.9679271E+001, 8.6663924E+001, 8.3359925E+001, 7.8871761E+001, 7.6198148E+001, 9.4501216E+001, 9.4120544E+001, 8.8501671E+001, 8.3948552E+001, 8.2341318E+001, 8.3062013E+001, 8.3150448E+001
 1.5000241E+002, 1.4757342E+002, 1.4757342E+002, 1.4757342E+002, 1.4757342E+002, 9.0967846E+001, 1.2020113E+002, 1.0485379E+002, 9.9452325E+001, 9.2094663E+001, 7.1936343E+001, 6.2738300E+001, 9.1847039E+001, 8.8261552E+001, 8.3902932E+001, 7.9725747E+001, 7.8534624E+001, 7.5363148E+001, 7.4529405E+001, 9.0845478E+001, 9.0517274E+001, 8.5157189E+001, 8.0986496E+001, 8.0642467E+001, 8.0051085E+001, 7.8991341E+001
 1.5501297E+002, 1.5240412E+002, 1.5240412E+002, 1.5240412E+002, 1.5240412E+002, 8.7065242E+001, 1.1804210E+002, 1.0312795E+002, 9.6676023E+001, 8.7628245E+001, 5.9472077E+001, 7.0222997E+001, 8.8975327E+001, 8.6879830E+001, 8.0658871E+001, 7.8089441E+001, 7.3971225E+001, 7.1938155E+001, 7.1384318E+001, 8.7931724E+001, 8.6804810E+001, 8.2593792E+001, 8.0865026E+001, 8.0593577E+001, 7.8679056E+001, 7.6950521E+001
 1.6000592E+002, 1.5752141E+002, 1.5752141E+002, 1.5752141E+002, 1.5752141E+002, 8.1782218E+001, 1.1143342E+002, 1.0001734E+002, 9.3888752E+001, 8.1873354E+001, 6.2078864E+001, 6.5332032E+001, 8.7488797E+001, 8.3210008E+001, 7.8098545E+001, 7.5689753E+001, 7.3372921E+001, 7.1308248E+001, 6.9283625E+001, 8.5388552E+001, 8.3161082E+001, 7.7376498E+001, 7.8103400E+001, 7.9078466E+001, 7.6169762E+001, 7.3827919E+001
 1.6500703E+002, 1.6255067E+002, 1.6255067E+002, 1.6255067E+002, 1.6255067E+002, 7.8615660E+001, 1.1077258E+002, 9.7910360E+001, 9.2996965E+001, 8.4173399E+001, 5.4147070E+001, 6.4084045E+001, 8.4981692E+001, 8.0040835E+001, 7.5627792E+001, 7.3912672E+001, 7.1223205E+001, 6.8307034E+001, 6.7379418E+001, 8.3250389E+001, 8.0447258E+001, 7.4773585E+001, 7.5819520E+001, 7.6189401E+001, 7.2501310E+001, 7.3347706E+001
 1.7001617E+002, 1.6751675E+002, 1.6751675E+002, 1.6751675E+002, 1.6751675E+002, 7.6894633E+001, 1.0781356E+002, 9.5773330E+001, 9.0462866E+001, 7.9338738E+001, 5.3743532E+001, 5.6973437E+001, 8.2874679E+001, 7.7713146E+001, 7.4065113E+001, 7.2492810E+001, 6.7291372E+001, 6.3497355E+001, 6.3561200E+001, 8.0800836E+001, 7.7843308E+001, 7.1798911E+001, 6.8588532E+001, 6.8392451E+001, 6.5925264E+001, 6.5918910E+001
 1.7501135E+002, 1.7249990E+002, 1.7249990E+002, 1.7249990E+002, 1.7249990E+002, 7.7031155E+001, 1.0494894E+002, 9.2794871E+001, 8.7943162E+001, 7.8740785E+001, 5.2325223E+001, 6.1725115E+001, 8.1248866E+001, 7.5422875E+001, 7.4215912E+001, 6.8618952E+001, 6.4754400E+001, 6.1470305E+001, 6.1282977E+001, 7.8403190E+001, 7.3054073E+001, 6.8536744E+001, 7.1110934E+001, 6.4865784E+001, 6.4126486E+001, 6.6426027E+001
 1.8001407E+002, 1.7748263E+002, 1.7748263E+002, 1.7748263E+002, 1.7748263E+002, 7.5098026E+001, 1.0131192E+002, 9.2612838E+001, 8.6022594E+001, 7.6311263E+001, 4.7794492E+001, 5.5213781E+001, 8.0710349E+001, 7.5522596E+001, 7.1669296E+001, 6.6803405E+001, 6.5721626E+001, 6.0369104E+001, 6.0638986E+001, 7.5210645E+001, 7.1937658E+001, 6.8585995E+001, 6.4500373E+001, 6.2503921E+001, 6.5533663E+001, 6.7054919E+001
 1.8501590E+002, 1.8245693E+002, 1.8245693E+002, 1.8245693E+002, 1.8245693E+002, 7.2053552E+001, 9.7854074E+001, 9.0098085E+001, 8.2666358E+001, 7.4999533E+001, 5.3463551E+001, 5.0689065E+001, 7.9614223E+001, 7.5237012E+001, 6.8186085E+001, 6.5012404E+001, 6.0789791E+001, 6.1048343E+001, 5.9925769E+001, 7.3352908E+001, 6.9789035E+001, 6.5628943E+001, 6.3920744E+001, 6.5552035E+001, 6.6496870E+001, 6.5916548E+001
 1.9000458E+002, 1.8754185E+002, 1.8754185E+002, 1.8754185E+002, 1.8754185E+002, 7.1391752E+001, 9.7209926E+001, 8.8850735E+001, 8.2536868E+001, 7.6246802E+001, 5.1111058E+001, 4.8732932E+001, 7.8595000E+001, 7.4403553E+001, 6.9193152E+001, 6.5991841E+001, 6.2081561E+001, 5.7589074E+001, 5.9338473E+001, 7.1707896E+001, 6.8255234E+001, 6.4169580E+001, 6.2629237E+001, 6.2514762E+001, 6.5383881E+001, 6.4452018E+001
 1.9500267E+002, 1.9249697E+002, 1.9249697E+002, 1.9249697E+002, 1.9249697E+002, 6.9513005E+001, 9.6159874E+001, 8.7994162E+001, 8.0767869E+001, 7.2169542E+001, 5.4499744E+001, 5.0938614E+001, 7.6461510E+001, 7.0921998E+001, 6.7906423E+001, 6.4210169E+001, 6.0561555E+001, 5.6879539E+001, 5.8228147E+001, 6.9546443E+001, 6.7203087E+001, 6.4088450E+001, 6.1842856E+001, 6.0817517E+001, 6.2454997E+001, 6.3006340E+001
 2.0000481E+002, 1.9744920E+002, 1.9744920E+002, 1.9744920E+002, 1.9744920E+002, 6.9544843E+001, 9.5041008E+001, 8.5655535E+001, 8.0243725E+001, 7.0718302E+001, 4.9535181E+001, 4.6855886E+001, 7.5979593E+001, 6.9350104E+001, 6.8528827E+001, 6.4254472E+001, 6.0110012E+001, 5.6869668E+001, 5.8265037E+001, 6.8762622E+001, 6.5767092E+001, 6.1879154E+001, 6.0387921E+001, 5.8277084E+001, 5.8734252E+001, 6.1449357E+001
 2.0500928E+002, 2.0257116E+002, 2.0257116E+002, 2.0257116E+002, 2.0257116E+002, 6.8774562E+001, 9.2771908E+001, 8.3667715E+001, 7.8593702E+001, 6.8810866E+001, 4.9915375E+001, 4.4294819E+001, 7.5252577E+001, 6.8075822E+001, 6.5583145E+001, 6.4324336E+001, 6.0377373E+001, 5.7100281E+001, 5.8479532E+001, 6.8028371E+001, 6.5602688E+001, 6.3366693E+001, 5.9947198E+001, 6.0425248E+001, 6.1012821E+001, 6.0108888E+001
 2.1000543E+002, 2.0745251E+002, 2.0745251E+002, 2.0745251E+002, 2.0745251E+002, 6.7842484E+001, 9.1300179E+001, 8.3508226E+001, 7.6858241E+001, 7.0741661E+001, 4.9409509E+001, 4.7692223E+001, 7.3654911E+001, 6.6864879E+001, 6.3949792E+001, 6.2493329E+001, 5.9474128E+001, 5.6803334E+001, 5.9235877E+001, 6.7517039E+001, 6.4794454E+001, 6.3084367E+001, 6.0500613E+001, 6.0013237E+001, 5.7313348E+001, 5.6342794E+001
 2.1500293E+002, 2.1253323E+002, 2.1253323E+002, 2.1253323E+002, 2.1253323E+002, 6.8874723E+001, 8.8919340E+001, 8.2013713E+001, 7.3388593E+001, 7.2220281E+001, 5.1466617E+001, 4.9826366E+001, 7.1479012E+001, 6.6101770E+001, 6.3898123E+001, 6.1622202E+001, 5.9105948E+001, 5.6022054E+001, 5.9347958E+001, 6.5683224E+001, 6.3865216E+001, 6.1528303E+001, 5.7959290E+001, 5.7261463E+001, 5.5586766E+001, 5.5724920E+001
 2.2000632E+002, 2.1757270E+002, 2.1757270E+002, 2.1757270E+002, 2.1757270E+002, 6.7214665E+001, 8.6407605E+001, 8.0000059E+001, 7.1548675E+001, 7.1054156E+001, 5.0476975E+001, 5.2154427E+001, 6.9582783E+001, 6.4864376E+001, 6.0892340E+001, 5.4901351E+001, 5.8426780E+001, 5.7006397E+001, 5.9686801E+001, 6.4760831E+001, 6.3251064E+001, 5.9439639E+001, 5.7798686E+001, 5.6820674E+001, 5.4844482E+001, 5.6078714E+001
 2.2500493E+002, 2.2248636E+002, 2.2248636E+002, 2.2248636E+002, 2.2248636E+002, 6.9336009E+001, 8.5855504E+001, 7.9097261E+001, 7.2107564E+001, 6.9632438E+001, 4.4745473E+001, 5.3129158E+001, 6.9189581E+001, 6.5199981E+001, 5.9619488E+001, 5.5574502E+001, 5.6211866E+001, 5.8184183E+001, 5.8183743E+001, 6.3807018E+001, 6.2069687E+001, 6.0400679E+001, 5.7900966E+001, 5.6365410E+001, 5.5042655E+001, 5.6434291E+001
 2.3000555E+002, 2.2755101E+002, 2.2755101E+002, 2.2755101E+002, 2.2755101E+002, 6.8163420E+001, 8.5801201E+001, 7.6642122E+001, 7.2055278E+001, 7.0843218E+001, 4.8509330E+001, 5.1191091E+001, 7.1501196E+001, 6.5364749E+001, 6.0369218E+001, 5.7757631E+001, 5.0623548E+001, 5.8122611E+001, 5.7574532E+001, 6.4199151E+001, 6.1933355E+001, 5.7321158E+001, 5.6567936E+001, 5.6863101E+001, 5.5324008E+001, 5.5465431E+001
 2.3501096E+002, 2.3247735E+002, 2.3247735E+002, 2.3247735E+002, 2.3247735E+002, 6.7106634E+001, 8.4596300E+001, 7.6420793E+001, 7.2202764E+001, 6.6878925E+001, 4.5957346E+001, 4.8151781E+001, 7.0298141E+001, 6.4724821E+001, 5.9371565E+001, 5.2188598E+001, 5.3821107E+001, 5.7707606E+001, 5.6799556E+001, 6.4392939E+001, 6.1612070E+001, 5.7957734E+001, 5.6334793E+001, 5.6788946E+001, 5.5232948E+001, 5.2989862E+001
 2.4000421E+002, 2.3759413E+002, 2.3759413E+002, 2.3759413E+002, 2.3759413E+002, 6.5726857E+001, 8.5096586E+001, 7.6688304E+001, 7.1614529E+001, 6.8639960E+001, 4.2130831E+001, 4.9057454E+001, 7.0464011E+001, 6.5588485E+001, 5.8260386E+001, 5.4298362E+001, 4.9904877E+001, 5.2543096E+001, 5.5480745E+001, 6.3586366E+001, 6.1676237E+001, 5.9604411E+001, 5.7271965E+001, 5.5968971E+001, 5.3757005E+001, 5.2821888E+001
 2.4501056E+002, 2.4252352E+002, 2.4252352E+002, 2.4252352E+002, 2.4252352E+002, 6.2723325E+001, 8.3284295E+001, 7.4945708E+001, 7.0422289E+001, 6.5339718E+001, 4.7311012E+001, 4.8980338E+001, 6.9474209E+001, 6.4001207E+001, 5.7649616E+001, 5.3443446E+001, 5.0169516E+001, 5.1463656E+001, 5.3793901E+001, 6.3858778E+001, 6.1098360E+001, 5.5784691E+001, 5.4128007E+001, 5.5464379E+001, 5.4011147E+001, 5.2775634E+001
 2.5000262E+002, 2.4759316E+002, 2.4759316E+002, 2.4759316E+002, 2.4759316E+002, 6.2423207E+001, 8.3383793E+001, 7.4437300E+001, 6.9694294E+001, 6.5011418E+001, 4.4862855E+001, 4.7529941E+001, 6.8392893E+001, 6.3110055E+001, 5.7685196E+001, 5.5708603E+001, 5.3903858E+001, 5.1080799E+001, 5.6410466E+001, 8.5985570E+001, 6.4934402E+001, 5.7553536E+001, 5.4572509E+001, 5.4257963E+001, 5.1315029E+001, 5.3157567E+001
 2.5500063E+002, 2.5249602E+002, 2.5249602E+002, 2.5249602E+002, 2.5249602E+002, 6.0623896E+001, 8.2040151E+001, 7.3574582E+001, 6.7844776E+001, 6.5910217E+001, 4.9024000E+001, 5.0371484E+001, 7.3492861E+001, 6.4835909E+001, 5.9115265E+001, 5.6272225E+001, 4.8605972E+001, 4.9842818E+001, 5.4135098E+001, 1.3833198E+002, 1.2182888E+002, 1.0074616E+002, 6.8790273E+001, 5.5505376E+001, 5.2074543E+001, 5.2247012E+001
