s,status,status,status
 8.0500002E+000,-1,-1,-1
 8.1000004E+000,-1, 1,-1
 8.1499996E+000,-1, 1,-1
 8.1999998E+000,-1, 1,-1
 8.2500000E+000,-1, 1,-1
 8.3000002E+000,-1, 1,-1
 8.3500004E+000,-1, 1,-1
 8.3999996E+000,-1, 1,-1
 8.4499998E+000,-1, 1,-1
 8.5000000E+000,-1, 1,-1
 8.5500002E+000,-1, 1,-1
 8.6000004E+000,-1, 1,-1
 8.6499996E+000,-1, 1,-1
 8.6999998E+000,-1, 1,-1
 8.7500000E+000,-1, 1,-1
 8.8000002E+000,-1, 1,-1
 8.8500004E+000,-1, 1,-1
 8.8999996E+000,-1, 1,-1
 8.9499998E+000,-1, 1,-1
 9.0000000E+000,-1, 1,-1
 9.0500002E+000,-1, 1,-1
 9.1000004E+000,-1, 1,-1
 9.1499996E+000,-1, 1,-1
 9.1999998E+000,-1, 1,-1
 9.2500000E+000,-1, 1,-1
 9.3000002E+000,-1, 1,-1
 9.3500004E+000,-1, 1,-1
 9.3999996E+000,-1, 1,-1
 9.4499998E+000,-1, 1,-1
 9.5000000E+000,-1, 1,-1
 9.5500002E+000,-1, 1,-1
 9.6000004E+000,-1, 1,-1
 9.6499996E+000,-1, 1,-1
 9.6999998E+000,-1, 1,-1
 9.7500000E+000,-1, 1,-1
 9.8000002E+000,-1, 1,-1
 9.8500004E+000,-1, 1,-1
 9.8999996E+000,-1, 1,-1
 9.9499998E+000,-1, 1,-1
 1.0000000E+001,-1, 1,-1
 1.0050000E+001,-1, 1,-1
 1.0100000E+001,-1, 1,-1
 1.0150000E+001,-1, 1,-1
 1.0200000E+001,-1, 1,-1
 1.0250000E+001,-1, 1,-1
 1.0300000E+001,-1, 1,-1
 1.0350000E+001,-1, 1,-1
 1.0400000E+001,-1, 1,-1
 1.0450000E+001,-1, 1,-1
 1.0500000E+001,-1, 1,-1
 1.0550000E+001,-1, 1,-1
 1.0600000E+001,-1, 1,-1
 1.0650000E+001,-1, 1,-1
 1.0700000E+001,-1, 1,-1
 1.0750000E+001,-1, 1,-1
 1.0800000E+001,-1, 1,-1
 1.0850000E+001,-1, 1,-1
 1.0900000E+001,-1, 1,-1
 1.0950000E+001,-1, 1,-1
 1.1000000E+001,-1, 1,-1
 1.1050000E+001,-1, 1,-1
 1.1100000E+001,-1, 1,-1
 1.1150000E+001,-1, 1,-1
 1.1200000E+001,-1, 1,-1
 1.1250000E+001,-1, 1,-1
 1.1300000E+001,-1, 1,-1
 1.1350000E+001,-1, 1,-1
 1.1400000E+001,-1, 1,-1
 1.1450000E+001,-1, 1,-1
 1.1500000E+001,-1, 1,-1
 1.1550000E+001,-1, 1,-1
 1.1600000E+001,-1, 1,-1
 1.1650000E+001,-1, 1,-1
 1.1700000E+001,-1, 1,-1
 1.1750000E+001,-1, 1,-1
 1.1800000E+001,-1, 1,-1
 1.1850000E+001,-1, 1,-1
 1.1900000E+001,-1, 1,-1
 1.1950000E+001,-1, 1,-1
 1.2000000E+001, 1, 1, 1
 1.2050000E+001, 1, 1, 1
 1.2100000E+001, 1, 1, 1
 1.2150000E+001, 1, 1, 1
 1.2200000E+001, 1, 1, 1
 1.2250000E+001, 1, 1, 1
 1.2300000E+001, 1, 1, 1
 1.2350000E+001, 1, 1, 1
 1.2400000E+001, 1, 1, 1
 1.2450000E+001, 1, 1, 1
 1.2500000E+001, 1, 1, 1
 1.2550000E+001, 1, 1, 1
 1.2600000E+001, 1, 1, 1
 1.2650000E+001, 1, 1, 1
 1.2700000E+001, 1, 1, 1
 1.2750000E+001, 1, 1, 1
 1.2800000E+001, 1, 1, 1
 1.2850000E+001, 1, 1, 1
 1.2900000E+001, 1, 1, 1
 1.2950000E+001, 1, 1, 1
 1.3000000E+001, 1, 1, 1
 1.3050000E+001, 1, 1, 1
 1.3100000E+001, 1, 1, 1
 1.3150000E+001, 1, 1, 1
 1.3200000E+001, 1, 1, 1
 1.3250000E+001, 1, 1, 1
 1.3300000E+001, 1, 1, 1
 1.3350000E+001, 1, 1, 1
 1.3400000E+001, 1, 1, 1
 1.3450000E+001, 1, 1, 1
 1.3500000E+001, 1, 1, 1
 1.3550000E+001, 1, 1, 1
 1.3600000E+001, 1, 1, 1
 1.3650000E+001, 1, 1, 1
 1.3700000E+001, 1, 1, 1
 1.3750000E+001, 1, 1, 1
 1.3800000E+001, 1, 1, 1
 1.3850000E+001, 1, 1, 1
 1.3900000E+001, 1, 1, 1
 1.3950000E+001, 1, 1, 1
 1.4000000E+001, 1, 1, 1
 1.4050000E+001, 1, 1, 1
 1.4100000E+001, 1, 1, 1
 1.4150000E+001, 1, 1, 1
 1.4200000E+001, 1, 1, 1
 1.4250000E+001, 1, 1, 1
 1.4300000E+001, 1, 1, 1
 1.4350000E+001, 1, 1, 1
 1.4400000E+001, 1, 1, 1
 1.4450000E+001, 1, 1, 1
 1.4500000E+001, 1, 1, 1
 1.4550000E+001, 1, 1, 1
 1.4600000E+001, 1, 1, 1
 1.4650000E+001, 1, 1, 1
 1.4700000E+001, 1, 1, 1
 1.4750000E+001, 1, 1, 1
 1.4800000E+001, 1, 1, 1
 1.4850000E+001, 1, 1, 1
 1.4900000E+001, 1, 1, 1
 1.4950000E+001, 1, 1, 1
 1.5000000E+001, 1, 1, 1
 1.5050000E+001, 1, 1, 1
 1.5100000E+001, 1, 1, 1
 1.5150000E+001, 1, 1, 1
 1.5200000E+001, 1, 1, 1
 1.5250000E+001, 1, 1, 1
 1.5300000E+001, 1, 1, 1
 1.5350000E+001, 1, 1, 1
 1.5400000E+001, 1, 1, 1
 1.5450000E+001, 1, 1, 1
 1.5500000E+001, 1, 1, 1
 1.5550000E+001, 1, 1, 1
 1.5600000E+001, 1, 1, 1
 1.5650000E+001, 1, 1, 1
 1.5700000E+001, 1, 1, 1
 1.5750000E+001, 1, 1, 1
 1.5800000E+001, 1, 1, 1
 1.5850000E+001, 1, 1, 1
 1.5900000E+001, 1, 1, 1
 1.5950000E+001, 1, 1, 1
 1.6000000E+001, 1, 1, 1
 1.6049999E+001, 1, 1, 1
 1.6100000E+001, 1, 1, 1
 1.6150000E+001, 1, 1, 1
 1.6200001E+001, 1, 1, 1
 1.6250000E+001, 1, 1, 1
 1.6299999E+001, 1, 1, 1
 1.6350000E+001, 1, 1, 1
 1.6400000E+001, 1, 1, 1
 1.6450001E+001, 1, 1, 1
 1.6500000E+001, 1, 1, 1
 1.6549999E+001, 1, 1, 1
 1.6600000E+001, 1, 1, 1
 1.6650000E+001, 1, 1, 1
 1.6700001E+001, 1, 1, 1
 1.6750000E+001, 1, 1, 1
 1.6799999E+001, 1, 1, 1
 1.6850000E+001, 1, 1, 1
 1.6900000E+001, 1, 1, 1
 1.6950001E+001, 1, 1, 1
 1.7000000E+001, 1, 1, 1
 1.7049999E+001, 1, 1, 1
 1.7100000E+001, 1, 1, 1
 1.7150000E+001, 1, 1, 1
 1.7200001E+001, 1, 1, 1
 1.7250000E+001, 1, 1, 1
 1.7299999E+001, 1, 1, 1
 1.7350000E+001, 1, 1, 1
 1.7400000E+001, 1, 1, 1
 1.7450001E+001, 1, 1, 1
 1.7500000E+001, 1, 1, 1
 1.7549999E+001, 1, 1, 1
 1.7600000E+001, 1, 1, 1
 1.7650000E+001, 1, 1, 1
 1.7700001E+001, 1, 1, 1
 1.7750000E+001, 1, 1, 1
 1.7799999E+001, 1, 1, 1
 1.7850000E+001, 1, 1, 1
 1.7900000E+001, 1, 1, 1
 1.7950001E+001, 1, 1, 1
 1.8000000E+001, 1, 1, 1
 1.8049999E+001, 1, 1, 1
 1.8100000E+001, 1, 1, 1
 1.8150000E+001, 1, 1, 1
 1.8200001E+001, 1, 1, 1
 1.8250000E+001, 1, 1, 1
 1.8299999E+001, 1, 1, 1
 1.8350000E+001, 1, 1, 1
 1.8400000E+001, 1, 1, 1
 1.8450001E+001, 1, 1, 1
 1.8500000E+001, 1, 1, 1
 1.8549999E+001, 1, 1, 1
 1.8600000E+001, 1, 1, 1
 1.8650000E+001, 1, 1, 1
 1.8700001E+001, 1, 1, 1
 1.8750000E+001, 1, 1, 1
 1.8799999E+001, 1, 1, 1
 1.8850000E+001, 1, 1, 1
 1.8900000E+001, 1, 1, 1
 1.8950001E+001, 1, 1, 1
 1.9000000E+001, 1, 1, 1
 1.9049999E+001, 1, 1, 1
 1.9100000E+001, 1, 1, 1
 1.9150000E+001, 1, 1, 1
 1.9200001E+001, 1, 1, 1
 1.9250000E+001, 1, 1, 1
 1.9299999E+001, 1, 1, 1
 1.9350000E+001, 1, 1, 1
 1.9400000E+001, 1, 1, 1
 1.9450001E+001, 1, 1, 1
 1.9500000E+001, 1, 1, 1
 1.9549999E+001, 1, 1, 1
 1.9600000E+001, 1, 1, 1
 1.9650000E+001, 1, 1, 1
 1.9700001E+001, 1, 1, 1
 1.9750000E+001, 1, 1, 1
 1.9799999E+001, 1, 1, 1
 1.9850000E+001, 1, 1, 1
 1.9900000E+001, 1, 1, 1
 1.9950001E+001, 1, 1, 1
 2.0000000E+001, 1, 1, 1
