s,kW,g/s,Pa,m3/h,m3/h,C,C,C,C,C,%,%,%,%,%,%,%,%
Time,"HRR","MLR","P_L1","DADM_L2","DEXT_L1","TG_L1","TG_L1_SE_105","TG_L1_SE_205","TG_L1_SE_380","TP_L1_WC_350","O2_MEAN","O2_L1_BAS","O2_L1_MILIEU","O2_L1_HAUT","CO2_MEAN","CO2_L1_BAS","CO2_L1_MILIEU","CO2_L1_HAUT"
 3.4900013E+003, 2.0644669E+002, 7.9384615E+000, 3.2954415E+002, 3.0378930E+003, 4.9192977E+003, 1.4348297E+002, 7.4440234E+001, 1.6590969E+002, 2.2050824E+002, 2.7724845E+002, 1.9806049E+001, 2.0483960E+001, 1.9193184E+001, 1.9038404E+001, 8.2880036E-001, 3.6268799E-001, 1.2504512E+000, 1.3569050E+000
 3.5000113E+003, 2.0588979E+002, 7.9259280E+000, 3.3455367E+002, 3.0290367E+003, 4.9229814E+003, 1.4252805E+002, 7.5630727E+001, 1.6414088E+002, 2.1804970E+002, 2.7628532E+002, 1.9831146E+001, 2.0503358E+001, 1.9186858E+001, 1.9132824E+001, 8.1153807E-001, 3.4934630E-001, 1.2548022E+000, 1.2919649E+000
 3.5100097E+003, 1.9744310E+002, 7.5911300E+000, 3.1806220E+002, 3.0580601E+003, 4.8912951E+003, 1.4136703E+002, 7.4388269E+001, 1.6299700E+002, 2.1869975E+002, 2.7537806E+002, 1.9854334E+001, 2.0516047E+001, 1.9256995E+001, 1.9170866E+001, 7.9559556E-001, 3.4061902E-001, 1.2065631E+000, 1.2658006E+000
 3.5200081E+003, 1.9210521E+002, 7.3872325E+000, 3.1491439E+002, 3.0638729E+003, 4.8799594E+003, 1.4022122E+002, 7.1541200E+001, 1.6333035E+002, 2.1700312E+002, 2.7446255E+002, 1.9880256E+001, 2.0536558E+001, 1.9241129E+001, 1.9190023E+001, 7.7777242E-001, 3.2651223E-001, 1.2174753E+000, 1.2526254E+000
 3.5300065E+003, 1.8954008E+002, 7.2916159E+000, 3.1312838E+002, 3.0669459E+003, 4.8729616E+003, 1.3900731E+002, 7.1882856E+001, 1.6021246E+002, 2.1492967E+002, 2.7362224E+002, 1.9907221E+001, 2.0543578E+001, 1.9312939E+001, 1.9195941E+001, 7.5922798E-001, 3.2168371E-001, 1.1680865E+000, 1.2485548E+000
 3.5400048E+003, 1.8730814E+002, 7.2000000E+000, 3.0980521E+002, 3.0728786E+003, 4.8630608E+003, 1.3789105E+002, 7.2045485E+001, 1.5850294E+002, 2.1390207E+002, 2.7279949E+002, 1.9932943E+001, 2.0554006E+001, 1.9322487E+001, 1.9235859E+001, 7.4153917E-001, 3.1451156E-001, 1.1615196E+000, 1.2211002E+000
 3.5500032E+003, 1.8152423E+002, 6.9806169E+000, 3.0891057E+002, 3.0743795E+003, 4.8585449E+003, 1.3685022E+002, 7.1398507E+001, 1.5772345E+002, 2.1238824E+002, 2.7198959E+002, 1.9956809E+001, 2.0562141E+001, 1.9345815E+001, 1.9296131E+001, 7.2513141E-001, 3.0891663E-001, 1.1454752E+000, 1.1796469E+000
 3.5600016E+003, 1.7496338E+002, 6.7281309E+000, 3.0001027E+002, 3.0900014E+003, 4.8410471E+003, 1.3568815E+002, 6.9150197E+001, 1.5506838E+002, 2.1209373E+002, 2.7115091E+002, 1.9982792E+001, 2.0582743E+001, 1.9427962E+001, 1.9275992E+001, 7.0726765E-001, 2.9474699E-001, 1.0889769E+000, 1.1934980E+000
 3.5700116E+003, 1.7118354E+002, 6.5835727E+000, 2.9441988E+002, 3.0997894E+003, 4.8294484E+003, 1.3428328E+002, 6.8802796E+001, 1.5171998E+002, 2.0915634E+002, 2.7033844E+002, 2.0010940E+001, 2.0592069E+001, 1.9391160E+001, 1.9304675E+001, 6.8790976E-001, 2.8833296E-001, 1.1142882E+000, 1.1737701E+000
 3.5800100E+003, 1.6494326E+002, 6.3434837E+000, 2.9179099E+002, 3.1044096E+003, 4.8199640E+003, 1.3273790E+002, 6.9160372E+001, 1.5134307E+002, 2.0871144E+002, 2.6944565E+002, 2.0039461E+001, 2.0602916E+001, 1.9452310E+001, 1.9285122E+001, 6.6829978E-001, 2.8087304E-001, 1.0722310E+000, 1.1872186E+000
 3.5900083E+003, 1.5792031E+002, 6.0724298E+000, 2.8474293E+002, 3.1166338E+003, 4.8044925E+003, 1.3121876E+002, 6.8345524E+001, 1.4467196E+002, 2.0554281E+002, 2.6856221E+002, 2.0070041E+001, 2.0614388E+001, 1.9601180E+001, 1.9371235E+001, 6.4727295E-001, 2.7298240E-001, 9.6984140E-001, 1.1279920E+000
 3.6000000E+003, 1.5511138E+002, 5.9642804E+000, 2.8355179E+002, 3.1187256E+003, 4.7964026E+003, 1.2949987E+002, 6.6354713E+001, 1.4524228E+002, 2.0394323E+002, 2.6769429E+002, 2.0099799E+001, 2.0624391E+001, 1.9660472E+001, 1.9422992E+001, 6.2680902E-001, 2.6610270E-001, 9.2906188E-001, 1.0923948E+000
