s,kW,g/s,Pa,m3/h,m3/h,C,C,C,C,C,%,%,%,%,%,%,%,%
Time,"HRR","MLR","P_L1","DADM_L2","DEXT_L1","TG_L1","TG_L1_SE_105","TG_L1_SE_205","TG_L1_SE_380","TP_L1_WC_350","O2_MEAN","O2_L1_BAS","O2_L1_MILIEU","O2_L1_HAUT","CO2_MEAN","CO2_L1_BAS","CO2_L1_MILIEU","CO2_L1_HAUT"
 1.3300034E+003, 8.2175446E+002, 3.1566735E+001, 5.4075491E+002, 2.6381595E+003, 5.4742242E+003, 2.0353938E+002, 9.1010878E+001, 2.5148035E+002, 3.4035966E+002, 2.4220532E+002, 1.7110085E+001, 1.9619868E+001, 1.5278004E+001, 1.5267181E+001, 2.6813937E+000, 9.5698827E-001, 3.9432137E+000, 3.9506572E+000
 1.3400089E+003, 8.2425966E+002, 3.1755169E+001, 5.4686999E+002, 2.6253156E+003, 5.4812998E+003, 2.0460336E+002, 9.2359770E+001, 2.5227039E+002, 3.3966448E+002, 2.4542065E+002, 1.7087211E+001, 1.9535450E+001, 1.5196072E+001, 1.5357225E+001, 2.6971374E+000, 1.0150489E+000, 3.9995641E+000, 3.8887270E+000
 1.3500045E+003, 8.2889568E+002, 3.1876923E+001, 5.4902773E+002, 2.6209152E+003, 5.4862010E+003, 2.0588869E+002, 9.1520254E+001, 2.5201035E+002, 3.4280776E+002, 2.4741573E+002, 1.7047808E+001, 1.9510216E+001, 1.5198861E+001, 1.5288407E+001, 2.7242640E+000, 1.0324046E+000, 3.9976456E+000, 3.9360586E+000
 1.3600002E+003, 8.2912825E+002, 3.1876923E+001, 5.4847152E+002, 2.6219829E+003, 5.4874587E+003, 2.0683595E+002, 9.2185428E+001, 2.5258703E+002, 3.4150235E+002, 2.4901817E+002, 1.7021500E+001, 1.9467806E+001, 1.5122855E+001, 1.5367859E+001, 2.7422811E+000, 1.0615730E+000, 4.0499209E+000, 3.8814130E+000
 1.3700049E+003, 8.2874490E+002, 3.1935526E+001, 5.4593485E+002, 2.6273955E+003, 5.4892344E+003, 2.0800392E+002, 9.3372096E+001, 2.4884138E+002, 3.3917974E+002, 2.5069289E+002, 1.6984826E+001, 1.9446116E+001, 1.5054236E+001, 1.5302525E+001, 2.7674750E+000, 1.0764908E+000, 4.0971151E+000, 3.9263482E+000
 1.3800062E+003, 8.3469504E+002, 3.2095736E+001, 5.4352171E+002, 2.6318522E+003, 5.4919272E+003, 2.0930602E+002, 1.0063230E+002, 2.5929908E+002, 3.4307641E+002, 2.5309071E+002, 1.6946371E+001, 1.9508498E+001, 1.5093034E+001, 1.5207734E+001, 2.7939667E+000, 1.0335857E+000, 4.0704310E+000, 3.9915436E+000
 1.3900034E+003, 8.3749921E+002, 3.2269461E+001, 5.4244901E+002, 2.6344626E+003, 5.4876744E+003, 2.1016123E+002, 9.7235893E+001, 2.6221195E+002, 3.4228841E+002, 2.5649268E+002, 1.6908061E+001, 1.9432510E+001, 1.5047058E+001, 1.5233745E+001, 2.8203168E+000, 1.0858487E+000, 4.1020521E+000, 3.9736536E+000
 1.4000081E+003, 8.4171125E+002, 3.2369231E+001, 5.5014096E+002, 2.6191359E+003, 5.5081310E+003, 2.1068031E+002, 9.8473701E+001, 2.6244252E+002, 3.5225842E+002, 2.5831443E+002, 1.6875828E+001, 1.9404609E+001, 1.4933882E+001, 1.5076031E+001, 2.8424301E+000, 1.1050379E+000, 4.1798920E+000, 4.0821256E+000
 1.4100059E+003, 8.4483664E+002, 3.2481496E+001, 5.4702138E+002, 2.6248455E+003, 5.5035750E+003, 2.1162468E+002, 9.7594172E+001, 2.6240660E+002, 3.4584683E+002, 2.6125307E+002, 1.6842821E+001, 1.9406338E+001, 1.4904267E+001, 1.5171889E+001, 2.8651033E+000, 1.1038490E+000, 4.2002602E+000, 4.0161964E+000
 1.4200009E+003, 8.4949672E+002, 3.2697281E+001, 5.4956229E+002, 2.6198269E+003, 5.5109867E+003, 2.1215391E+002, 9.6627231E+001, 2.5861442E+002, 3.5170455E+002, 2.6255491E+002, 1.6816010E+001, 1.9440292E+001, 1.4884636E+001, 1.4988181E+001, 2.8835615E+000, 1.0804964E+000, 4.2137621E+000, 4.1425463E+000
 1.4300052E+003, 8.5914100E+002, 3.2985773E+001, 5.7040332E+002, 2.5766137E+003, 5.5420974E+003, 2.1349252E+002, 9.8561931E+001, 2.5567649E+002, 3.5047799E+002, 2.6552104E+002, 1.6797953E+001, 1.9377017E+001, 1.4831661E+001, 1.4971135E+001, 2.8959126E+000, 1.1240153E+000, 4.2501967E+000, 4.1542701E+000
 1.4400058E+003, 8.5824939E+002, 3.3105572E+001, 5.6921834E+002, 2.5786080E+003, 5.5455107E+003, 2.1469288E+002, 1.0370039E+002, 2.6183605E+002, 3.5563386E+002, 2.6741570E+002, 1.6784664E+001, 1.9349907E+001, 1.4840156E+001, 1.5057701E+001, 2.9049834E+000, 1.1426607E+000, 4.2443539E+000, 4.0947324E+000
 1.4500065E+003, 8.6669604E+002, 3.3364483E+001, 5.6990877E+002, 2.5774293E+003, 5.5461907E+003, 2.1632590E+002, 1.0368056E+002, 2.6292665E+002, 3.4561915E+002, 2.6906611E+002, 1.6746279E+001, 1.9302167E+001, 1.4883666E+001, 1.5043751E+001, 2.9314021E+000, 1.1754953E+000, 4.2144293E+000, 4.1043267E+000
 1.4600005E+003, 8.7482807E+002, 3.3601325E+001, 5.7010637E+002, 2.5768763E+003, 5.5502174E+003, 2.1783411E+002, 1.0317556E+002, 2.6919971E+002, 3.5219017E+002, 2.7189177E+002, 1.6702184E+001, 1.9244071E+001, 1.4849636E+001, 1.5071360E+001, 2.9617124E+000, 1.2154521E+000, 4.2378340E+000, 4.0853382E+000
 1.4700073E+003, 8.7494410E+002, 3.3661320E+001, 5.5227921E+002, 2.6134860E+003, 5.5238639E+003, 2.1899843E+002, 1.0821011E+002, 2.7139002E+002, 3.5522870E+002, 2.7490360E+002, 1.6644225E+001, 1.9289902E+001, 1.4864285E+001, 1.4889344E+001, 3.0015276E+000, 1.1839311E+000, 4.2277589E+000, 4.2105238E+000
 1.4800026E+003, 8.7884572E+002, 3.3841076E+001, 5.5826623E+002, 2.6013556E+003, 5.5408478E+003, 2.1962456E+002, 1.0403078E+002, 2.6920531E+002, 3.6018949E+002, 2.7799829E+002, 1.6608014E+001, 1.9259323E+001, 1.4744094E+001, 1.4811911E+001, 3.0264237E+000, 1.2049624E+000, 4.3104230E+000, 4.2637804E+000
 1.4900086E+003, 8.8468641E+002, 3.4030769E+001, 5.6881521E+002, 2.5792068E+003, 5.5529600E+003, 2.2087451E+002, 1.0490980E+002, 2.7208893E+002, 3.5608862E+002, 2.8156437E+002, 1.6562820E+001, 1.9196873E+001, 1.4761167E+001, 1.4874105E+001, 3.0575815E+000, 1.2479142E+000, 4.2986806E+000, 4.2210050E+000
 1.5000011E+003, 8.8409695E+002, 3.4030769E+001, 5.5151478E+002, 2.6145920E+003, 5.5252855E+003, 2.2154704E+002, 1.0812570E+002, 2.7032113E+002, 3.5350860E+002, 2.8292615E+002, 1.6525581E+001, 1.9126206E+001, 1.4648110E+001, 1.4690972E+001, 3.0831427E+000, 1.2965168E+000, 4.3764383E+000, 4.3469590E+000
 1.5100027E+003, 8.8605849E+002, 3.4072424E+001, 5.5364025E+002, 2.6104962E+003, 5.5496916E+003, 2.2206417E+002, 1.0807128E+002, 2.7219576E+002, 3.6428152E+002, 2.8597249E+002, 1.6487905E+001, 1.9132450E+001, 1.4622288E+001, 1.4610669E+001, 3.1090542E+000, 1.2922227E+000, 4.3941986E+000, 4.4021896E+000
 1.5200063E+003, 8.8600628E+002, 3.4153846E+001, 5.5836255E+002, 2.6003107E+003, 5.5369286E+003, 2.2350312E+002, 1.0278250E+002, 2.7256599E+002, 3.5189752E+002, 2.8662535E+002, 1.6455088E+001, 1.9125290E+001, 1.4508983E+001, 1.4620099E+001, 3.1315577E+000, 1.2971470E+000, 4.4721264E+000, 4.3957042E+000
 1.5300051E+003, 8.8884390E+002, 3.4153846E+001, 5.5123984E+002, 2.6148818E+003, 5.5381841E+003, 2.2403720E+002, 1.0331007E+002, 2.7679883E+002, 3.6635906E+002, 2.9043082E+002, 1.6417331E+001, 1.9099350E+001, 1.4521370E+001, 1.4595060E+001, 3.1575077E+000, 1.3149876E+000, 4.4636068E+000, 4.4129249E+000
 1.5400081E+003, 8.8718145E+002, 3.4153846E+001, 5.5929098E+002, 2.5986384E+003, 5.5511515E+003, 2.2445815E+002, 1.0472710E+002, 2.7570790E+002, 3.6307706E+002, 2.9108829E+002, 1.6393119E+001, 1.9084025E+001, 1.4503957E+001, 1.4552473E+001, 3.1741829E+000, 1.3255278E+000, 4.4755837E+000, 4.4422153E+000
 1.5500020E+003, 8.8904047E+002, 3.4153846E+001, 5.5536855E+002, 2.6066450E+003, 5.5469610E+003, 2.2541320E+002, 1.0416629E+002, 2.7621836E+002, 3.6577453E+002, 2.9340851E+002, 1.6365844E+001, 1.9090861E+001, 1.4526753E+001, 1.4531826E+001, 3.1929463E+000, 1.3208263E+000, 4.4599049E+000, 4.4564156E+000
 1.5600037E+003, 8.8881467E+002, 3.4270573E+001, 5.5747943E+002, 2.6017069E+003, 5.5583561E+003, 2.2548292E+002, 1.1059811E+002, 2.7307129E+002, 3.6521278E+002, 2.9531076E+002, 1.6353410E+001, 1.9041486E+001, 1.4370364E+001, 1.4504810E+001, 3.2014605E+000, 1.3547853E+000, 4.5674653E+000, 4.4749966E+000
 1.5700037E+003, 8.9714494E+002, 3.4499263E+001, 5.7473352E+002, 2.5666125E+003, 5.5731608E+003, 2.2697976E+002, 1.0953520E+002, 2.7938825E+002, 3.7303423E+002, 2.9628541E+002, 1.6326272E+001, 1.9036210E+001, 1.4473612E+001, 1.4558887E+001, 3.2199929E+000, 1.3584136E+000, 4.4964539E+000, 4.4378041E+000
 1.5800015E+003, 8.9582123E+002, 3.4531260E+001, 5.6597892E+002, 2.5847418E+003, 5.5776475E+003, 2.2784427E+002, 1.1282589E+002, 2.7477663E+002, 3.6795017E+002, 3.0240656E+002, 1.6286651E+001, 1.9044117E+001, 1.4408708E+001, 1.4389202E+001, 3.2472969E+000, 1.3529759E+000, 4.5410931E+000, 4.5545092E+000
 1.5900078E+003, 9.0225419E+002, 3.4652210E+001, 5.7000372E+002, 2.5759633E+003, 5.5692015E+003, 2.2910795E+002, 1.1305134E+002, 2.7467031E+002, 3.6079477E+002, 3.0089629E+002, 1.6253925E+001, 1.8974975E+001, 1.4380280E+001, 1.4433574E+001, 3.2697625E+000, 1.4005294E+000, 4.5606455E+000, 4.5239914E+000
 1.6000043E+003, 9.1158516E+002, 3.5090793E+001, 5.8075392E+002, 2.5540524E+003, 5.6015186E+003, 2.3004349E+002, 1.1393339E+002, 2.7919103E+002, 3.6278552E+002, 3.0505694E+002, 1.6226484E+001, 1.8995171E+001, 1.4376773E+001, 1.4331113E+001, 3.2886042E+000, 1.3866395E+000, 4.5630575E+000, 4.5944611E+000
 1.6100008E+003, 9.1466922E+002, 3.5146943E+001, 5.7591338E+002, 2.5639195E+003, 5.5879597E+003, 2.3156593E+002, 1.1403692E+002, 2.8186303E+002, 3.6655531E+002, 3.0995002E+002, 1.6181405E+001, 1.8931939E+001, 1.4315251E+001, 1.4410181E+001, 3.3195457E+000, 1.4301285E+000, 4.6053705E+000, 4.5400799E+000
 1.6200070E+003, 9.1556777E+002, 3.5211280E+001, 5.6505050E+002, 2.5857832E+003, 5.5802990E+003, 2.3236104E+002, 1.1727050E+002, 2.8383679E+002, 3.8050917E+002, 3.1318607E+002, 1.6139201E+001, 1.8878020E+001, 1.4191665E+001, 1.4284427E+001, 3.3486420E+000, 1.4672126E+000, 4.6903699E+000, 4.6265706E+000
 1.6300036E+003, 9.2283453E+002, 3.5550707E+001, 5.7354008E+002, 2.5683053E+003, 5.5949105E+003, 2.3322961E+002, 1.1654420E+002, 2.8252612E+002, 3.7422779E+002, 3.1624280E+002, 1.6107540E+001, 1.8866509E+001, 1.4176009E+001, 1.4302753E+001, 3.3703686E+000, 1.4751297E+000, 4.7011377E+000, 4.6139662E+000
 1.6400019E+003, 9.2467087E+002, 3.5569231E+001, 5.7465289E+002, 2.5661391E+003, 5.5941768E+003, 2.3389672E+002, 1.1522397E+002, 2.8259177E+002, 3.7216210E+002, 3.1512991E+002, 1.6078594E+001, 1.8867896E+001, 1.4103692E+001, 1.4279046E+001, 3.3903381E+000, 1.4741761E+000, 4.7508756E+000, 4.6302718E+000
 1.6500094E+003, 9.2499728E+002, 3.5570501E+001, 5.7455233E+002, 2.5664307E+003, 5.6028543E+003, 2.3431777E+002, 1.1277499E+002, 2.8954436E+002, 3.7714598E+002, 3.1781011E+002, 1.6057217E+001, 1.8836067E+001, 1.4099992E+001, 1.4195754E+001, 3.4050018E+000, 1.4960668E+000, 4.7534206E+000, 4.6875577E+000
 1.6600029E+003, 9.2968182E+002, 3.5690317E+001, 5.7481081E+002, 2.5658138E+003, 5.6034617E+003, 2.3507489E+002, 1.1463423E+002, 2.8704043E+002, 3.7745147E+002, 3.1965219E+002, 1.6038035E+001, 1.8791255E+001, 1.3971870E+001, 1.4184414E+001, 3.4182014E+000, 1.5268878E+000, 4.8415397E+000, 4.6953569E+000
 1.6700010E+003, 9.2717548E+002, 3.5692308E+001, 5.7994895E+002, 2.5545690E+003, 5.6030064E+003, 2.3611726E+002, 1.1423092E+002, 2.8672589E+002, 3.7227055E+002, 3.1962702E+002, 1.6008727E+001, 1.8767465E+001, 1.4136061E+001, 1.4127625E+001, 3.4382910E+000, 1.5432495E+000, 4.7286130E+000, 4.7344152E+000
 1.6800033E+003, 9.2640706E+002, 3.5692308E+001, 5.6757342E+002, 2.5805048E+003, 5.6003829E+003, 2.3661420E+002, 1.2147176E+002, 2.8704461E+002, 3.7963402E+002, 3.2693485E+002, 1.5976839E+001, 1.8807000E+001, 1.4052734E+001, 1.4261661E+001, 3.4601964E+000, 1.5160583E+000, 4.7859235E+000, 4.6422282E+000
 1.6900056E+003, 9.2944013E+002, 3.5692308E+001, 5.7296750E+002, 2.5697791E+003, 5.5958099E+003, 2.3721874E+002, 1.2323559E+002, 2.8687367E+002, 3.7842106E+002, 3.2783378E+002, 1.5947421E+001, 1.8793078E+001, 1.3948987E+001, 1.4114301E+001, 3.4804709E+000, 1.5256336E+000, 4.8572781E+000, 4.7435789E+000
 1.7000019E+003, 9.2440065E+002, 3.5692308E+001, 5.7111930E+002, 2.5730285E+003, 5.5965241E+003, 2.3807071E+002, 1.1755939E+002, 2.8868190E+002, 3.7768576E+002, 3.2895646E+002, 1.5925315E+001, 1.8739394E+001, 1.4038769E+001, 1.4035478E+001, 3.4956956E+000, 1.5625567E+000, 4.7955283E+000, 4.7977918E+000
 1.7100025E+003, 9.2880920E+002, 3.5692308E+001, 5.6206703E+002, 2.5918638E+003, 5.5884482E+003, 2.3869071E+002, 1.1975657E+002, 2.8457533E+002, 3.8589509E+002, 3.3188769E+002, 1.5900774E+001, 1.8738866E+001, 1.3962125E+001, 1.4026276E+001, 3.5124765E+000, 1.5629193E+000, 4.8482419E+000, 4.8041202E+000
 1.7200090E+003, 9.2941597E+002, 3.5692308E+001, 5.6952102E+002, 2.5758828E+003, 5.6032605E+003, 2.3920010E+002, 1.1990592E+002, 2.8704431E+002, 3.7145761E+002, 3.3436428E+002, 1.5874092E+001, 1.8719650E+001, 1.3953601E+001, 1.4002201E+001, 3.5308100E+000, 1.5761361E+000, 4.8541044E+000, 4.8206787E+000
 1.7300055E+003, 9.2615486E+002, 3.5706393E+001, 5.7500094E+002, 2.5643554E+003, 5.6073461E+003, 2.4016413E+002, 1.2154231E+002, 2.9031634E+002, 3.8539331E+002, 3.3515161E+002, 1.5854949E+001, 1.8710159E+001, 1.4015399E+001, 1.3974076E+001, 3.5438744E+000, 1.5826636E+000, 4.8116012E+000, 4.8400219E+000
 1.7400061E+003, 9.3352398E+002, 3.5859205E+001, 5.6478908E+002, 2.5857508E+003, 5.6056878E+003, 2.4095768E+002, 1.2166831E+002, 2.8982401E+002, 3.8887293E+002, 3.4036076E+002, 1.5813380E+001, 1.8684006E+001, 1.3880258E+001, 1.4024483E+001, 3.5724797E+000, 1.6006510E+000, 4.9045482E+000, 4.8053535E+000
 1.7500037E+003, 9.3680327E+002, 3.6061538E+001, 5.7182646E+002, 2.5713719E+003, 5.6105169E+003, 2.4100571E+002, 1.2064066E+002, 2.9119673E+002, 3.8862717E+002, 3.4297651E+002, 1.5790553E+001, 1.8659499E+001, 1.3749355E+001, 1.3948738E+001, 3.5881764E+000, 1.6175058E+000, 4.9945797E+000, 4.8574494E+000
 1.7600093E+003, 9.3684888E+002, 3.6075066E+001, 5.8112605E+002, 2.5521463E+003, 5.6299599E+003, 2.4188144E+002, 1.2041758E+002, 2.8796277E+002, 3.9092657E+002, 3.4196517E+002, 1.5768569E+001, 1.8679713E+001, 1.3921393E+001, 1.3900764E+001, 3.6034056E+000, 1.6036036E+000, 4.8762563E+000, 4.8904446E+000
 1.7700047E+003, 9.4361497E+002, 3.6256334E+001, 5.8353282E+002, 2.5466118E+003, 5.6286689E+003, 2.4248309E+002, 1.2861258E+002, 2.9327380E+002, 3.8891430E+002, 3.4324041E+002, 1.5747516E+001, 1.8665743E+001, 1.3827480E+001, 1.3856366E+001, 3.6176996E+000, 1.6132120E+000, 4.9408472E+000, 4.9209805E+000
 1.7800002E+003, 9.4795910E+002, 3.6492308E+001, 5.9294200E+002, 2.5266990E+003, 5.6489984E+003, 2.4392010E+002, 1.2570278E+002, 2.9016790E+002, 3.8470187E+002, 3.4440756E+002, 1.5708194E+001, 1.8619702E+001, 1.3791745E+001, 1.3670401E+001, 3.6447953E+000, 1.6448773E+000, 4.9654246E+000, 5.0488826E+000
 1.7900053E+003, 9.5118104E+002, 3.6492308E+001, 5.8148551E+002, 2.5502341E+003, 5.6287812E+003, 2.4503143E+002, 1.2702926E+002, 2.9229847E+002, 3.8183476E+002, 3.4665146E+002, 1.5697949E+001, 1.8561036E+001, 1.3629650E+001, 1.3787816E+001, 3.6518347E+000, 1.6852263E+000, 5.0769100E+000, 4.9681268E+000
 1.8000007E+003, 9.4941922E+002, 3.6554196E+001, 5.8229594E+002, 2.5490668E+003, 5.6391295E+003, 2.4533554E+002, 1.3013816E+002, 2.9467840E+002, 3.9876622E+002, 3.5256875E+002, 1.5679463E+001, 1.8568614E+001, 1.3640754E+001, 1.3756242E+001, 3.6645667E+000, 1.6800146E+000, 5.0692730E+000, 4.9898431E+000
 1.8100048E+003, 9.5185580E+002, 3.6615385E+001, 5.8213133E+002, 2.5495024E+003, 5.6335296E+003, 2.4626336E+002, 1.2585489E+002, 2.9511557E+002, 3.8956439E+002, 3.5380440E+002, 1.5663428E+001, 1.8573710E+001, 1.3596005E+001, 1.3820844E+001, 3.6755547E+000, 1.6765094E+000, 5.1000496E+000, 4.9454110E+000
 1.8200092E+003, 9.5172928E+002, 3.6615385E+001, 5.7495535E+002, 2.5640065E+003, 5.6299248E+003, 2.4672798E+002, 1.2883007E+002, 2.9367057E+002, 3.9392146E+002, 3.5492997E+002, 1.5627526E+001, 1.8564157E+001, 1.3756527E+001, 1.3787066E+001, 3.7002323E+000, 1.6830801E+000, 4.9896467E+000, 4.9686432E+000
 1.8300049E+003, 9.4859175E+002, 3.6615385E+001, 5.8137575E+002, 2.5506516E+003, 5.6498629E+003, 2.4705522E+002, 1.2895287E+002, 2.9060704E+002, 3.8735813E+002, 3.5673741E+002, 1.5597379E+001, 1.8571596E+001, 1.3691660E+001, 1.3672583E+001, 3.7209375E+000, 1.6779637E+000, 5.0342609E+000, 5.0473818E+000
 1.8400058E+003, 9.5603355E+002, 3.6615385E+001, 5.8508137E+002, 2.5432250E+003, 5.6509217E+003, 2.4788388E+002, 1.2825068E+002, 2.9600768E+002, 3.8428881E+002, 3.5692164E+002, 1.5570637E+001, 1.8458331E+001, 1.3708434E+001, 1.3683674E+001, 3.7391985E+000, 1.7558644E+000, 5.0227242E+000, 5.0397531E+000
 1.8500017E+003, 9.4868157E+002, 3.6615385E+001, 5.7894299E+002, 2.5557066E+003, 5.6424005E+003, 2.4795118E+002, 1.3160597E+002, 2.9863009E+002, 3.9682470E+002, 3.6255566E+002, 1.5557672E+001, 1.8506815E+001, 1.3517795E+001, 1.3691087E+001, 3.7482833E+000, 1.7225182E+000, 5.1538409E+000, 5.0346548E+000
 1.8600021E+003, 9.5414844E+002, 3.6615385E+001, 5.8912053E+002, 2.5338866E+003, 5.6432644E+003, 2.4910547E+002, 1.3445020E+002, 2.9383206E+002, 3.8819820E+002, 3.6323734E+002, 1.5545944E+001, 1.8544704E+001, 1.3623616E+001, 1.3645246E+001, 3.7563084E+000, 1.6964590E+000, 5.0810595E+000, 5.0661829E+000
 1.8700041E+003, 9.4951600E+002, 3.6615385E+001, 5.7672686E+002, 2.5602775E+003, 5.6377249E+003, 2.4957522E+002, 1.2658378E+002, 3.0084298E+002, 3.9585008E+002, 3.6708057E+002, 1.5533978E+001, 1.8451083E+001, 1.3568075E+001, 1.3668621E+001, 3.7645451E+000, 1.7608497E+000, 5.1192593E+000, 5.0501064E+000
 1.8800061E+003, 9.5075414E+002, 3.6615385E+001, 5.8608922E+002, 2.5406076E+003, 5.6542954E+003, 2.5005654E+002, 1.3659039E+002, 2.9597755E+002, 3.9635747E+002, 3.6771973E+002, 1.5513467E+001, 1.8517681E+001, 1.3575010E+001, 1.3661166E+001, 3.7785832E+000, 1.7150450E+000, 5.1144896E+000, 5.0552338E+000
 1.8900034E+003, 9.5288629E+002, 3.6615385E+001, 5.8430935E+002, 2.5442358E+003, 5.6488248E+003, 2.5122027E+002, 1.3918577E+002, 2.9581235E+002, 3.8140729E+002, 3.6591999E+002, 1.5496075E+001, 1.8515273E+001, 1.3473149E+001, 1.3575225E+001, 3.7905683E+000, 1.7167011E+000, 5.1845469E+000, 5.1143419E+000
 1.9000043E+003, 9.5507936E+002, 3.6615385E+001, 5.7380641E+002, 2.5663975E+003, 5.6388146E+003, 2.5129223E+002, 1.3311311E+002, 2.9706857E+002, 3.9416833E+002, 3.6991322E+002, 1.5478177E+001, 1.8457702E+001, 1.3553003E+001, 1.3573890E+001, 3.8028610E+000, 1.7562969E+000, 5.1296254E+000, 5.1152598E+000
 1.9100052E+003, 9.4999100E+002, 3.6632304E+001, 5.7066860E+002, 2.5724796E+003, 5.6321064E+003, 2.5133756E+002, 1.3298113E+002, 2.9761274E+002, 3.9876451E+002, 3.7433993E+002, 1.5464842E+001, 1.8454706E+001, 1.3475420E+001, 1.3595469E+001, 3.8119047E+000, 1.7583579E+000, 5.1829850E+000, 5.1004185E+000
 1.9200059E+003, 9.5157377E+002, 3.6729510E+001, 5.7535247E+002, 2.5627405E+003, 5.6437240E+003, 2.5168278E+002, 1.3673729E+002, 2.9781316E+002, 3.9676845E+002, 3.7688250E+002, 1.5447678E+001, 1.8430926E+001, 1.3427533E+001, 1.3548320E+001, 3.8237794E+000, 1.7747130E+000, 5.2159209E+000, 5.1328462E+000
 1.9300023E+003, 9.5786338E+002, 3.6800000E+001, 5.7762985E+002, 2.5582132E+003, 5.6504324E+003, 2.5248484E+002, 1.3375366E+002, 3.0031260E+002, 3.9500354E+002, 3.7673679E+002, 1.5423548E+001, 1.8386640E+001, 1.3474567E+001, 1.3482913E+001, 3.8403430E+000, 1.8051714E+000, 5.1835722E+000, 5.1778318E+000
 1.9400074E+003, 9.6039058E+002, 3.6800000E+001, 5.9197236E+002, 2.5284169E+003, 5.6647054E+003, 2.5323064E+002, 1.3713616E+002, 3.0271199E+002, 4.0264025E+002, 3.7968985E+002, 1.5409191E+001, 1.8403535E+001, 1.3313287E+001, 1.3385559E+001, 3.8502843E+000, 1.7935521E+000, 5.2944965E+000, 5.2447892E+000
 1.9500072E+003, 9.5802565E+002, 3.6911664E+001, 5.8107344E+002, 2.5508624E+003, 5.6554206E+003, 2.5377227E+002, 1.3030188E+002, 3.0253504E+002, 4.0135926E+002, 3.7876821E+002, 1.5404871E+001, 1.8396803E+001, 1.3261189E+001, 1.3455962E+001, 3.8532760E+000, 1.7981818E+000, 5.3303280E+000, 5.1963683E+000
 1.9600024E+003, 9.5888767E+002, 3.6923077E+001, 5.8359107E+002, 2.5455323E+003, 5.6622325E+003, 2.5378269E+002, 1.3154523E+002, 3.0315987E+002, 3.9409449E+002, 3.8006263E+002, 1.5407144E+001, 1.8341195E+001, 1.3311023E+001, 1.3474114E+001, 3.8516414E+000, 1.8364277E+000, 5.2960531E+000, 5.1838833E+000
 1.9700080E+003, 9.6032812E+002, 3.6923077E+001, 5.8678697E+002, 2.5382367E+003, 5.6631843E+003, 2.5481904E+002, 1.3784877E+002, 3.0199080E+002, 3.9640253E+002, 3.8001391E+002, 1.5392434E+001, 1.8415815E+001, 1.3369458E+001, 1.3417424E+001, 3.8617176E+000, 1.7851057E+000, 5.2558630E+000, 5.2228735E+000
 1.9800047E+003, 9.6281303E+002, 3.6923077E+001, 5.8555969E+002, 2.5418856E+003, 5.6741950E+003, 2.5485040E+002, 1.3535178E+002, 2.9648799E+002, 4.0447327E+002, 3.8519503E+002, 1.5380443E+001, 1.8365551E+001, 1.3320349E+001, 1.3395020E+001, 3.8700364E+000, 1.8196763E+000, 5.2896393E+000, 5.2382821E+000
 1.9900048E+003, 9.5731868E+002, 3.6923077E+001, 6.0184681E+002, 2.5065456E+003, 5.6970364E+003, 2.5558483E+002, 1.3332039E+002, 3.0351617E+002, 4.0163782E+002, 3.8532579E+002, 1.5378217E+001, 1.8349536E+001, 1.3315058E+001, 1.3479515E+001, 3.8716022E+000, 1.8306908E+000, 5.2932779E+000, 5.1801690E+000
 2.0000021E+003, 9.6115078E+002, 3.6923077E+001, 5.8282565E+002, 2.5472789E+003, 5.6588202E+003, 2.5580229E+002, 1.3718676E+002, 3.0462478E+002, 3.9840744E+002, 3.8491083E+002, 1.5374625E+001, 1.8392642E+001, 1.3417197E+001, 1.3412182E+001, 3.8740269E+000, 1.8010435E+000, 5.2230299E+000, 5.2264786E+000
 2.0100069E+003, 9.5774576E+002, 3.6923077E+001, 5.9449380E+002, 2.5222865E+003, 5.6826141E+003, 2.5598052E+002, 1.3442337E+002, 3.0381250E+002, 4.0681529E+002, 3.8918236E+002, 1.5370854E+001, 1.8387721E+001, 1.3307056E+001, 1.3450494E+001, 3.8765868E+000, 1.8044281E+000, 5.2987818E+000, 5.2001288E+000
 2.0200028E+003, 9.6096147E+002, 3.6923077E+001, 5.8483562E+002, 2.5427360E+003, 5.6622919E+003, 2.5673287E+002, 1.3824632E+002, 3.0258620E+002, 4.0603585E+002, 3.8810019E+002, 1.5367016E+001, 1.8390209E+001, 1.3278582E+001, 1.3359940E+001, 3.8792384E+000, 1.8027172E+000, 5.3183652E+000, 5.2624095E+000
 2.0300091E+003, 9.5831019E+002, 3.6923077E+001, 5.9683093E+002, 2.5170979E+003, 5.6849289E+003, 2.5704057E+002, 1.2916412E+002, 3.0357696E+002, 4.0626929E+002, 3.8914249E+002, 1.5371950E+001, 1.8310510E+001, 1.3305945E+001, 1.3374492E+001, 3.8758384E+000, 1.8575318E+000, 5.2995456E+000, 5.2524013E+000
 2.0400006E+003, 9.5957419E+002, 3.6923077E+001, 5.8259239E+002, 2.5472491E+003, 5.6658144E+003, 2.5761018E+002, 1.4037387E+002, 3.0482543E+002, 4.0724131E+002, 3.8885254E+002, 1.5370807E+001, 1.8357621E+001, 1.3391764E+001, 1.3518714E+001, 3.8764853E+000, 1.8251304E+000, 5.2405219E+000, 5.1532087E+000
