s,kW,kg/s,Pa,kg/s,kg/s,C,C,C,C,C,%,%,%,%,%,%,%,%
Time,"HRR","MLR","P_L1","Minlet","Moutlet","TG_L1","TG_L1_SE_105","TG_L1_SE_205","TG_L1_SE_390","TP_L1_WC_350","O2","O2_L1_BAS","O2_L1_MILIEU","O2_L1_HAUT","CO2","CO2_L1_BAS","CO2_L1_MILIEU","CO2_L1_HAUT"
 2.8100149E+003, 0.0000000E+000, 0.0000000E+000,-8.6159037E+001, 1.2261671E+000, 1.2129928E+000, 5.1282343E+001, 4.3077127E+001, 5.1072412E+001, 7.7263082E+001, 1.1755463E+002, 2.0903119E+001, 2.0914264E+001, 2.0898362E+001, 2.0883576E+001, 6.7220296E-002, 6.1109977E-002, 6.9828219E-002, 7.7933983E-002
 2.8200044E+003, 0.0000000E+000, 0.0000000E+000,-8.6190452E+001, 1.2262238E+000, 1.2127427E+000, 5.0807356E+001, 4.3099065E+001, 5.0092988E+001, 7.5747571E+001, 1.1711012E+002, 2.0907486E+001, 2.0917145E+001, 2.0903190E+001, 2.0894157E+001, 6.4826131E-002, 5.9530608E-002, 6.7181213E-002, 7.2133487E-002
 2.8300119E+003, 0.0000000E+000, 0.0000000E+000,-8.5635661E+001, 1.2259692E+000, 1.2140067E+000, 5.0433556E+001, 4.3515196E+001, 4.9110551E+001, 7.7265497E+001, 1.1667448E+002, 2.0911337E+001, 2.0918684E+001, 2.0910593E+001, 2.0884827E+001, 6.2714914E-002, 5.8687064E-002, 6.3122895E-002, 7.7248306E-002
 2.8400013E+003, 0.0000000E+000, 0.0000000E+000,-8.6716270E+001, 1.2265500E+000, 1.2143480E+000, 5.0004797E+001, 4.1121259E+001, 4.7665465E+001, 7.5367042E+001, 1.1620880E+002, 2.0914945E+001, 2.0922976E+001, 2.0914132E+001, 2.0889278E+001, 6.0736627E-002, 5.6334136E-002, 6.1182473E-002, 7.4808163E-002
 2.8500089E+003, 0.0000000E+000, 0.0000000E+000,-8.5427208E+001, 1.2258940E+000, 1.2161964E+000, 4.9677072E+001, 4.2518934E+001, 4.9722917E+001, 7.6978287E+001, 1.1579233E+002, 2.0918190E+001, 2.0925444E+001, 2.0912547E+001, 2.0898471E+001, 5.8958136E-002, 5.4981064E-002, 6.2051346E-002, 6.9768551E-002
 2.8600164E+003, 0.0000000E+000, 0.0000000E+000,-8.6919020E+001, 1.2266342E+000, 1.2155497E+000, 4.9265937E+001, 4.1613637E+001, 4.8727328E+001, 7.6003674E+001, 1.1537728E+002, 2.0921226E+001, 2.0928202E+001, 2.0915831E+001, 2.0906699E+001, 5.7293330E-002, 5.3469231E-002, 6.0251301E-002, 6.5257831E-002
 2.8700058E+003, 0.0000000E+000, 0.0000000E+000,-8.3675833E+001, 1.2251352E+000, 1.2181202E+000, 4.8915781E+001, 4.1361852E+001, 4.7404052E+001, 7.4685884E+001, 1.1494593E+002, 2.0924044E+001, 2.0930307E+001, 2.0921895E+001, 2.0906756E+001, 5.5748570E-002, 5.2315210E-002, 5.6926940E-002, 6.5226081E-002
 2.8800134E+003, 0.0000000E+000, 0.0000000E+000,-8.3704554E+001, 1.2251193E+000, 1.2183638E+000, 4.8574415E+001, 4.0572431E+001, 4.6378004E+001, 7.2054532E+001, 1.1450991E+002, 2.0926686E+001, 2.0932184E+001, 2.0924574E+001, 2.0909584E+001, 5.4300420E-002, 5.1285937E-002, 5.5457765E-002, 6.3675803E-002
 2.8900028E+003, 0.0000000E+000, 0.0000000E+000,-8.5720670E+001, 1.2261493E+000, 1.2186515E+000, 4.8206635E+001, 4.0013297E+001, 4.6317707E+001, 7.3054049E+001, 1.1410014E+002, 2.0929052E+001, 2.0934468E+001, 2.0925879E+001, 2.0910223E+001, 5.3003336E-002, 5.0033827E-002, 5.4742552E-002, 6.3325458E-002
 2.9000103E+003, 0.0000000E+000, 0.0000000E+000,-8.5611621E+001, 1.2260571E+000, 1.2190583E+000, 4.7893022E+001, 4.1886430E+001, 4.6319920E+001, 7.3186322E+001, 1.1367387E+002, 2.0931227E+001, 2.0935663E+001, 2.0927300E+001, 2.0920761E+001, 5.1810714E-002, 4.9378561E-002, 5.3963561E-002, 5.7548579E-002
 2.9100179E+003, 0.0000000E+000, 0.0000000E+000,-8.5820801E+001, 1.2262212E+000, 1.2189165E+000, 4.7509070E+001, 4.1468265E+001, 4.5758063E+001, 7.1882847E+001, 1.1324385E+002, 2.0933241E+001, 2.0937943E+001, 2.0930713E+001, 2.0926936E+001, 5.0706367E-002, 4.8128997E-002, 5.2092540E-002, 5.4163125E-002
 2.9200073E+003, 0.0000000E+000, 0.0000000E+000,-8.6153688E+001, 1.2264113E+000, 1.2195419E+000, 4.7231618E+001, 4.2249110E+001, 4.5668370E+001, 7.1598767E+001, 1.1287006E+002, 2.0934987E+001, 2.0938775E+001, 2.0932220E+001, 2.0926912E+001, 4.9749281E-002, 4.7672486E-002, 5.1266481E-002, 5.4176087E-002
 2.9300148E+003, 0.0000000E+000, 0.0000000E+000,-8.5590434E+001, 1.2261361E+000, 1.2204828E+000, 4.6889023E+001, 4.1541818E+001, 4.7574515E+001, 7.1161106E+001, 1.1245708E+002, 2.0936620E+001, 2.0939719E+001, 2.0933642E+001, 2.0925516E+001, 4.8854146E-002, 4.7154909E-002, 5.0486851E-002, 5.4941406E-002
 2.9400043E+003, 0.0000000E+000, 0.0000000E+000,-8.6293932E+001, 1.2264332E+000, 1.2221261E+000, 4.6608749E+001, 4.0643888E+001, 4.5766770E+001, 6.9500419E+001, 1.1208063E+002, 2.0938104E+001, 2.0941783E+001, 2.0937276E+001, 2.0929094E+001, 4.8040349E-002, 4.6023491E-002, 4.8494352E-002, 5.2980101E-002
 2.9500118E+003, 0.0000000E+000, 0.0000000E+000,-8.3626291E+001, 1.2252179E+000, 1.2231128E+000, 4.6352175E+001, 4.1543799E+001, 4.5761770E+001, 6.9436136E+001, 1.1166038E+002, 2.0939491E+001, 2.0941874E+001, 2.0938713E+001, 2.0928137E+001, 4.7280179E-002, 4.5973885E-002, 4.7706451E-002, 5.3504628E-002
 2.9600013E+003, 0.0000000E+000, 0.0000000E+000,-8.4732761E+001, 1.2257784E+000, 1.2228371E+000, 4.6056093E+001, 3.9495635E+001, 4.4831221E+001, 6.9739101E+001, 1.1127039E+002, 2.0940773E+001, 2.0943378E+001, 2.0939843E+001, 2.0937783E+001, 4.6577244E-002, 4.5149174E-002, 4.7087357E-002, 4.8216468E-002
 2.9700088E+003, 0.0000000E+000, 0.0000000E+000,-8.7526259E+001, 1.2271392E+000, 1.2211689E+000, 4.5759828E+001, 3.8455302E+001, 4.5550622E+001, 6.9115526E+001, 1.1088463E+002, 2.0941937E+001, 2.0944470E+001, 2.0940049E+001, 2.0937574E+001, 4.5939370E-002, 4.4550321E-002, 4.6974243E-002, 4.8330891E-002
 2.9800163E+003, 0.0000000E+000, 0.0000000E+000,-8.7397551E+001, 1.2270996E+000, 1.2218503E+000, 4.5429641E+001, 3.8349046E+001, 4.4926800E+001, 6.7921302E+001, 1.1049749E+002, 2.0942994E+001, 2.0945330E+001, 2.0942248E+001, 2.0939488E+001, 4.5359626E-002, 4.4078967E-002, 4.5768937E-002, 4.7281520E-002
 2.9900058E+003, 0.0000000E+000, 0.0000000E+000,-8.6369736E+001, 1.2266179E+000, 1.2229011E+000, 4.5107209E+001, 3.9123365E+001, 4.6049152E+001, 6.8710345E+001, 1.1007073E+002, 2.0943970E+001, 2.0946113E+001, 2.0942943E+001, 2.0938668E+001, 4.4824813E-002, 4.3649680E-002, 4.5387625E-002, 4.7731311E-002
 3.0000133E+003, 0.0000000E+000, 0.0000000E+000,-8.7130789E+001, 1.2269624E+000, 1.2234301E+000, 4.4873580E+001, 3.9205173E+001, 4.3926904E+001, 6.6747569E+001, 1.0972637E+002, 2.0944849E+001, 2.0946655E+001, 2.0944261E+001, 2.0939718E+001, 4.4342879E-002, 4.3352493E-002, 4.4665286E-002, 4.7155683E-002
 3.0100028E+003, 0.0000000E+000, 0.0000000E+000,-8.6005796E+001, 1.2264193E+000, 1.2249889E+000, 4.4652877E+001, 3.6501717E+001, 4.2857635E+001, 6.6787351E+001, 1.0935676E+002, 2.0945660E+001, 2.0947207E+001, 2.0945263E+001, 2.0941074E+001, 4.3898247E-002, 4.3050200E-002, 4.4115761E-002, 4.6412245E-002
 3.0200103E+003, 0.0000000E+000, 0.0000000E+000,-8.4723762E+001, 1.2258166E+000, 1.2259788E+000, 4.4463366E+001, 3.7612334E+001, 4.1546140E+001, 6.6086706E+001, 1.0900081E+002, 2.0946414E+001, 2.0947985E+001, 2.0945615E+001, 2.0941938E+001, 4.3484563E-002, 4.2623368E-002, 4.3922593E-002, 4.5938462E-002
 3.0300178E+003, 0.0000000E+000, 0.0000000E+000,-8.8328100E+001, 1.2275236E+000, 1.2241014E+000, 4.4267332E+001, 3.8853624E+001, 4.4902773E+001, 6.6513459E+001, 1.0858201E+002, 2.0947099E+001, 2.0948382E+001, 2.0945676E+001, 2.0942113E+001, 4.3109477E-002, 4.2406018E-002, 4.3889149E-002, 4.5842781E-002
 3.0400073E+003, 0.0000000E+000, 0.0000000E+000,-8.6808277E+001, 1.2268733E+000, 1.2258703E+000, 4.3986093E+001, 3.9221678E+001, 4.5113307E+001, 6.6192216E+001, 1.0822866E+002, 2.0947736E+001, 2.0948637E+001, 2.0946795E+001, 2.0943044E+001, 4.2760053E-002, 4.2266282E-002, 4.3276107E-002, 4.5332294E-002
 3.0500148E+003, 0.0000000E+000, 0.0000000E+000,-8.8997110E+001, 1.2279139E+000, 1.2243842E+000, 4.3696232E+001, 3.6682277E+001, 4.2308520E+001, 6.5932662E+001, 1.0789716E+002, 2.0948324E+001, 2.0949470E+001, 2.0947716E+001, 2.0945466E+001, 4.2437515E-002, 4.1809256E-002, 4.2771001E-002, 4.4004420E-002
 3.0600042E+003, 0.0000000E+000, 0.0000000E+000,-8.5503016E+001, 1.2262489E+000, 1.2264616E+000, 4.3516309E+001, 3.6617801E+001, 4.3288500E+001, 6.5199393E+001, 1.0751196E+002, 2.0948837E+001, 2.0949917E+001, 2.0948425E+001, 2.0946234E+001, 4.2156620E-002, 4.1564137E-002, 4.2382550E-002, 4.3583295E-002
 3.0700118E+003, 0.0000000E+000, 0.0000000E+000,-8.4826165E+001, 1.2259952E+000, 1.2277629E+000, 4.3299822E+001, 3.7094020E+001, 4.3067778E+001, 6.5942131E+001, 1.0721042E+002, 2.0949319E+001, 2.0950054E+001, 2.0948660E+001, 2.0947227E+001, 4.1892172E-002, 4.1489231E-002, 4.2253259E-002, 4.3039049E-002
 3.0800012E+003, 0.0000000E+000, 0.0000000E+000,-8.4157603E+001, 1.2256210E+000, 1.2292902E+000, 4.3208047E+001, 3.8466525E+001, 4.2703041E+001, 6.6362189E+001, 1.0685280E+002, 2.0949751E+001, 2.0950550E+001, 2.0949448E+001, 2.0948524E+001, 4.1655100E-002, 4.1217559E-002, 4.1821506E-002, 4.2328194E-002
 3.0900087E+003, 0.0000000E+000, 0.0000000E+000,-8.8870741E+001, 1.2279084E+000, 1.2266734E+000, 4.2996635E+001, 3.7804663E+001, 4.3685129E+001, 6.4705091E+001, 1.0648415E+002, 2.0950145E+001, 2.0950846E+001, 2.0949401E+001, 2.0947568E+001, 4.1439379E-002, 4.1054985E-002, 4.1847006E-002, 4.2852331E-002
 3.1000163E+003, 0.0000000E+000, 0.0000000E+000,-8.9288732E+001, 1.2281245E+000, 1.2265811E+000, 4.2761256E+001, 3.7367595E+001, 4.1335727E+001, 6.4170168E+001, 1.0618553E+002, 2.0950502E+001, 2.0951276E+001, 2.0950107E+001, 2.0948775E+001, 4.1243476E-002, 4.0819139E-002, 4.1460074E-002, 4.2190228E-002
 3.1100057E+003, 0.0000000E+000, 0.0000000E+000,-8.7009427E+001, 1.2270735E+000, 1.2292432E+000, 4.2569053E+001, 3.7925921E+001, 4.2327136E+001, 6.3457107E+001, 1.0585030E+002, 2.0950831E+001, 2.0951472E+001, 2.0950424E+001, 2.0948949E+001, 4.1063130E-002, 4.0711700E-002, 4.1286455E-002, 4.2095205E-002
 3.1200132E+003, 0.0000000E+000, 0.0000000E+000,-8.8882885E+001, 1.2279655E+000, 1.2279482E+000, 4.2288633E+001, 3.7547800E+001, 4.0558568E+001, 6.2421428E+001, 1.0553787E+002, 2.0951148E+001, 2.0951827E+001, 2.0950800E+001, 2.0949079E+001, 4.0889657E-002, 4.0516987E-002, 4.1080099E-002, 4.2023563E-002
 3.1300027E+003, 0.0000000E+000, 0.0000000E+000,-8.9678617E+001, 1.2283179E+000, 1.2272799E+000, 4.2072265E+001, 3.6350936E+001, 4.1246094E+001, 6.1876112E+001, 1.0518216E+002, 2.0951431E+001, 2.0952066E+001, 2.0951269E+001, 2.0949237E+001, 4.0734327E-002, 4.0386200E-002, 4.0823144E-002, 4.1936912E-002
 3.1400102E+003, 0.0000000E+000, 0.0000000E+000,-8.9704534E+001, 1.2284003E+000, 1.2281968E+000, 4.1876469E+001, 3.6097891E+001, 4.2722679E+001, 6.2249449E+001, 1.0486317E+002, 2.0951690E+001, 2.0952229E+001, 2.0951123E+001, 2.0949786E+001, 4.0592421E-002, 4.0296872E-002, 4.0903410E-002, 4.1636353E-002
 3.1500177E+003, 0.0000000E+000, 0.0000000E+000,-8.8769807E+001, 1.2278922E+000, 1.2291550E+000, 4.1717477E+001, 3.5902589E+001, 4.0510849E+001, 6.2130584E+001, 1.0451868E+002, 2.0951924E+001, 2.0952383E+001, 2.0951681E+001, 2.0950231E+001, 4.0464024E-002, 4.0212196E-002, 4.0597478E-002, 4.1392161E-002
 3.1600072E+003, 0.0000000E+000, 0.0000000E+000,-8.9260124E+001, 1.2282754E+000, 1.2293090E+000, 4.1529465E+001, 3.5740597E+001, 4.0756150E+001, 6.0969692E+001, 1.0416608E+002, 2.0952141E+001, 2.0952507E+001, 2.0951939E+001, 2.0950506E+001, 4.0344807E-002, 4.0144607E-002, 4.0455929E-002, 4.1241507E-002
 3.1700147E+003, 0.0000000E+000, 0.0000000E+000,-8.8742987E+001, 1.2279615E+000, 1.2296451E+000, 4.1315432E+001, 3.5938429E+001, 4.1067590E+001, 5.9376574E+001, 1.0384728E+002, 2.0952347E+001, 2.0952782E+001, 2.0952126E+001, 2.0950870E+001, 4.0232382E-002, 3.9993838E-002, 4.0353402E-002, 4.1041758E-002
 3.1800042E+003, 0.0000000E+000, 0.0000000E+000,-9.0484134E+001, 1.2287241E+000, 1.2290653E+000, 4.1107699E+001, 3.6609449E+001, 4.0378019E+001, 6.0427700E+001, 1.0354774E+002, 2.0952531E+001, 2.0952886E+001, 2.0952456E+001, 2.0951245E+001, 4.0131145E-002, 3.9936494E-002, 4.0172328E-002, 4.0836144E-002
 3.1900117E+003, 0.0000000E+000, 0.0000000E+000,-9.0848928E+001, 1.2289878E+000, 1.2296593E+000, 4.0885610E+001, 3.6386834E+001, 4.0804862E+001, 6.0374753E+001, 1.0321199E+002, 2.0952702E+001, 2.0953004E+001, 2.0952439E+001, 2.0951783E+001, 4.0037269E-002, 3.9872057E-002, 4.0181961E-002, 4.0541612E-002
 3.2000012E+003, 0.0000000E+000, 0.0000000E+000,-8.9521331E+001, 1.2283551E+000, 1.2306194E+000, 4.0676333E+001, 3.4451964E+001, 3.9570283E+001, 5.9797296E+001, 1.0290694E+002, 2.0952857E+001, 2.0953190E+001, 2.0952752E+001, 2.0951987E+001, 3.9952454E-002, 3.9770144E-002, 4.0010064E-002, 4.0429375E-002
 3.2100087E+003, 0.0000000E+000, 0.0000000E+000,-8.9974939E+001, 1.2285434E+000, 1.2301544E+000, 4.0447622E+001, 3.4872234E+001, 3.9607846E+001, 5.9153300E+001, 1.0258464E+002, 2.0953002E+001, 2.0953300E+001, 2.0952922E+001, 2.0952021E+001, 3.9872962E-002, 3.9709520E-002, 3.9917127E-002, 4.0410688E-002
 3.2200162E+003, 0.0000000E+000, 0.0000000E+000,-8.9535937E+001, 1.2283115E+000, 1.2309453E+000, 4.0305265E+001, 3.3306129E+001, 3.9824992E+001, 6.0103251E+001, 1.0225045E+002, 2.0953134E+001, 2.0953360E+001, 2.0953010E+001, 2.0952188E+001, 3.9800834E-002, 3.9676664E-002, 3.9868687E-002, 4.0319549E-002
 3.2300057E+003, 0.0000000E+000, 0.0000000E+000,-9.0440940E+001, 1.2287759E+000, 1.2309744E+000, 4.0124705E+001, 3.4798245E+001, 4.0385957E+001, 5.7385066E+001, 1.0195715E+002, 2.0953255E+001, 2.0953469E+001, 2.0953060E+001, 2.0952584E+001, 3.9734473E-002, 3.9617033E-002, 3.9841213E-002, 4.0102040E-002
 3.2400132E+003, 0.0000000E+000, 0.0000000E+000,-8.8773104E+001, 1.2279865E+000, 1.2326847E+000, 4.0010933E+001, 3.4865620E+001, 3.8851338E+001, 5.6506662E+001, 1.0164969E+002, 2.0953363E+001, 2.0953557E+001, 2.0953256E+001, 2.0952675E+001, 3.9675202E-002, 3.9568888E-002, 3.9733672E-002, 4.0052421E-002
 3.2500026E+003, 0.0000000E+000, 0.0000000E+000,-9.0961942E+001, 1.2290675E+000, 1.2318183E+000, 3.9871997E+001, 3.4252585E+001, 3.7808206E+001, 5.8163541E+001, 1.0139739E+002, 2.0953461E+001, 2.0953614E+001, 2.0953406E+001, 2.0952944E+001, 3.9621421E-002, 3.9537579E-002, 3.9651775E-002, 3.9904593E-002
 3.2600102E+003, 0.0000000E+000, 0.0000000E+000,-8.9860468E+001, 1.2285528E+000, 1.2326715E+000, 3.9699715E+001, 3.2815059E+001, 3.8826317E+001, 5.8178351E+001, 1.0108676E+002, 2.0953553E+001, 2.0953734E+001, 2.0953490E+001, 2.0953005E+001, 3.9570943E-002, 3.9471947E-002, 3.9605714E-002, 3.9871439E-002
 3.2700177E+003, 0.0000000E+000, 0.0000000E+000,-9.1058809E+001, 1.2291164E+000, 1.2318841E+000, 3.9548372E+001, 3.5440727E+001, 3.8760857E+001, 5.6712657E+001, 1.0078758E+002, 2.0953637E+001, 2.0953788E+001, 2.0953541E+001, 2.0953269E+001, 3.9524960E-002, 3.9442096E-002, 3.9577785E-002, 3.9726413E-002
 3.2800071E+003, 0.0000000E+000, 0.0000000E+000,-9.0828241E+001, 1.2290198E+000, 1.2322722E+000, 3.9351776E+001, 3.4603890E+001, 3.7746391E+001, 5.6918681E+001, 1.0050803E+002, 2.0953715E+001, 2.0953879E+001, 2.0953650E+001, 2.0953232E+001, 3.9482106E-002, 3.9392094E-002, 3.9518072E-002, 3.9747055E-002
 3.2900147E+003, 0.0000000E+000, 0.0000000E+000,-9.0536429E+001, 1.2289160E+000, 1.2325711E+000, 3.9221035E+001, 3.3092827E+001, 3.7164787E+001, 5.6199796E+001, 1.0020520E+002, 2.0953785E+001, 2.0953933E+001, 2.0953727E+001, 2.0953395E+001, 3.9444062E-002, 3.9362413E-002, 3.9475682E-002, 3.9657850E-002
 3.3000041E+003, 0.0000000E+000, 0.0000000E+000,-9.2377104E+001, 1.2297761E+000, 1.2326051E+000, 3.9023347E+001, 3.4662222E+001, 3.8148508E+001, 5.7311836E+001, 9.9918362E+001, 2.0953848E+001, 2.0953930E+001, 2.0953790E+001, 2.0953545E+001, 3.9409336E-002, 3.9364055E-002, 3.9441308E-002, 3.9575318E-002
 3.3100116E+003, 0.0000000E+000, 0.0000000E+000,-9.2791944E+001, 1.2300635E+000, 1.2328548E+000, 3.8822147E+001, 3.4081288E+001, 3.8490816E+001, 5.7359707E+001, 9.9632602E+001, 2.0953907E+001, 2.0954010E+001, 2.0953844E+001, 2.0953533E+001, 3.9377104E-002, 3.9320437E-002, 3.9411250E-002, 3.9581703E-002
 3.3200011E+003, 0.0000000E+000, 0.0000000E+000,-9.2008431E+001, 1.2296660E+000, 1.2328341E+000, 3.8586167E+001, 3.3610402E+001, 3.7490648E+001, 5.7278374E+001, 9.9341217E+001, 2.0953962E+001, 2.0954063E+001, 2.0953885E+001, 2.0953588E+001, 3.9346681E-002, 3.9291404E-002, 3.9388983E-002, 3.9552066E-002
 3.3300086E+003, 0.0000000E+000, 0.0000000E+000,-9.2625547E+001, 1.2299038E+000, 1.2326622E+000, 3.8426656E+001, 3.4049898E+001, 3.7113313E+001, 5.4041628E+001, 9.9073529E+001, 2.0954012E+001, 2.0954098E+001, 2.0953970E+001, 2.0953784E+001, 3.9319278E-002, 3.9272331E-002, 3.9342195E-002, 3.9444478E-002
 3.3400161E+003, 0.0000000E+000, 0.0000000E+000,-9.2487180E+001, 1.2298586E+000, 1.2333563E+000, 3.8275278E+001, 3.4019633E+001, 3.7059588E+001, 5.6502613E+001, 9.8793566E+001, 2.0954058E+001, 2.0954126E+001, 2.0954049E+001, 2.0953744E+001, 3.9294200E-002, 3.9257121E-002, 3.9298955E-002, 3.9466402E-002
 3.3500056E+003, 0.0000000E+000, 0.0000000E+000,-9.2235535E+001, 1.2297374E+000, 1.2337048E+000, 3.8106082E+001, 3.3535845E+001, 3.5301623E+001, 5.6241739E+001, 9.8519963E+001, 2.0954101E+001, 2.0954161E+001, 2.0954084E+001, 2.0953829E+001, 3.9270515E-002, 3.9237479E-002, 3.9279623E-002, 3.9419719E-002
 3.3600131E+003, 0.0000000E+000, 0.0000000E+000,-9.2988476E+001, 1.2301647E+000, 1.2333193E+000, 3.7971930E+001, 3.3405266E+001, 3.6621146E+001, 5.5539807E+001, 9.8243881E+001, 2.0954141E+001, 2.0954185E+001, 2.0954128E+001, 2.0953901E+001, 3.9248884E-002, 3.9224562E-002, 3.9255913E-002, 3.9380083E-002
 3.3700026E+003, 0.0000000E+000, 0.0000000E+000,-9.1905771E+001, 1.2296884E+000, 1.2344950E+000, 3.7837765E+001, 3.3258603E+001, 3.6965953E+001, 5.5206856E+001, 9.7942106E+001, 2.0954176E+001, 2.0954221E+001, 2.0954140E+001, 2.0953970E+001, 3.9229303E-002, 3.9204668E-002, 3.9248978E-002, 3.9342346E-002
 3.3800101E+003, 0.0000000E+000, 0.0000000E+000,-9.2577546E+001, 1.2299449E+000, 1.2349603E+000, 3.7692189E+001, 3.3861618E+001, 3.6533859E+001, 5.5083386E+001, 9.7671747E+001, 2.0954209E+001, 2.0954245E+001, 2.0954174E+001, 2.0954044E+001, 3.9211350E-002, 3.9191570E-002, 3.9230673E-002, 3.9301759E-002
 3.3900176E+003, 0.0000000E+000, 0.0000000E+000,-9.2037750E+001, 1.2297764E+000, 1.2354171E+000, 3.7504870E+001, 3.2741586E+001, 3.6163246E+001, 5.1264574E+001, 9.7401218E+001, 2.0954240E+001, 2.0954292E+001, 2.0954212E+001, 2.0954089E+001, 3.9194491E-002, 3.9165746E-002, 3.9209438E-002, 3.9277269E-002
 3.4000071E+003, 0.0000000E+000, 0.0000000E+000,-9.3267831E+001, 1.2303097E+000, 1.2343907E+000, 3.7348417E+001, 3.3475626E+001, 3.7434173E+001, 5.1130021E+001, 9.7135367E+001, 2.0954268E+001, 2.0954308E+001, 2.0954219E+001, 2.0954149E+001, 3.9179220E-002, 3.9157211E-002, 3.9205881E-002, 3.9244108E-002
 3.4100146E+003, 0.0000000E+000, 0.0000000E+000,-9.3209121E+001, 1.2303192E+000, 1.2347550E+000, 3.7197725E+001, 3.2818350E+001, 3.6316222E+001, 5.2724010E+001, 9.6868536E+001, 2.0954293E+001, 2.0954324E+001, 2.0954270E+001, 2.0954155E+001, 3.9165174E-002, 3.9148321E-002, 3.9178123E-002, 3.9241092E-002
 3.4200041E+003, 0.0000000E+000, 0.0000000E+000,-9.1507140E+001, 1.2295190E+000, 1.2359183E+000, 3.7077118E+001, 3.2490993E+001, 3.5595273E+001, 5.0612052E+001, 9.6604149E+001, 2.0954317E+001, 2.0954348E+001, 2.0954296E+001, 2.0954184E+001, 3.9152065E-002, 3.9135331E-002, 3.9163480E-002, 3.9225052E-002
 3.4300116E+003, 0.0000000E+000, 0.0000000E+000,-9.2724377E+001, 1.2301077E+000, 1.2354272E+000, 3.6970772E+001, 3.3045396E+001, 3.5417887E+001, 5.3228067E+001, 9.6337357E+001, 2.0954339E+001, 2.0954353E+001, 2.0954332E+001, 2.0954238E+001, 3.9140244E-002, 3.9132305E-002, 3.9143901E-002, 3.9195385E-002
 3.4400010E+003, 0.0000000E+000, 0.0000000E+000,-9.3970820E+001, 1.2306758E+000, 1.2356035E+000, 3.6827976E+001, 3.2328841E+001, 3.5937487E+001, 5.3328771E+001, 9.6083404E+001, 2.0954359E+001, 2.0954382E+001, 2.0954329E+001, 2.0954206E+001, 3.9129316E-002, 3.9116580E-002, 3.9145452E-002, 3.9213161E-002
 3.4500086E+003, 0.0000000E+000, 0.0000000E+000,-9.3329349E+001, 1.2303135E+000, 1.2364960E+000, 3.6701398E+001, 3.1429775E+001, 3.6429329E+001, 5.2793561E+001, 9.5810369E+001, 2.0954377E+001, 2.0954399E+001, 2.0954353E+001, 2.0954258E+001, 3.9119316E-002, 3.9107283E-002, 3.9132500E-002, 3.9184311E-002
 3.4600161E+003, 0.0000000E+000, 0.0000000E+000,-9.3384349E+001, 1.2303722E+000, 1.2366874E+000, 3.6573199E+001, 3.2583120E+001, 3.5649674E+001, 5.1893766E+001, 9.5564682E+001, 2.0954394E+001, 2.0954411E+001, 2.0954369E+001, 2.0954287E+001, 3.9110100E-002, 3.9100830E-002, 3.9123804E-002, 3.9168661E-002
 3.4700055E+003, 0.0000000E+000, 0.0000000E+000,-9.5428378E+001, 1.2313782E+000, 1.2354859E+000, 3.6452747E+001, 3.1225185E+001, 3.6252377E+001, 5.2829972E+001, 9.5315875E+001, 2.0954409E+001, 2.0954433E+001, 2.0954380E+001, 2.0954299E+001, 3.9101755E-002, 3.9088331E-002, 3.9117823E-002, 3.9162136E-002
 3.4800131E+003, 0.0000000E+000, 0.0000000E+000,-9.3081766E+001, 1.2302839E+000, 1.2370715E+000, 3.6355805E+001, 3.1934969E+001, 3.6285349E+001, 5.1664315E+001, 9.5052387E+001, 2.0954423E+001, 2.0954437E+001, 2.0954395E+001, 2.0954330E+001, 3.9094124E-002, 3.9086267E-002, 3.9109621E-002, 3.9144943E-002
 3.4900025E+003, 0.0000000E+000, 0.0000000E+000,-9.4774894E+001, 1.2311972E+000, 1.2358762E+000, 3.6230876E+001, 3.1927855E+001, 3.5617374E+001, 4.6253115E+001, 9.4803216E+001, 2.0954435E+001, 2.0954448E+001, 2.0954421E+001, 2.0954366E+001, 3.9087228E-002, 3.9080423E-002, 3.9095390E-002, 3.9125386E-002
 3.5000100E+003, 0.0000000E+000, 0.0000000E+000,-9.6005529E+001, 1.2316911E+000, 1.2358689E+000, 3.6089920E+001, 3.2946445E+001, 3.5344734E+001, 5.0247448E+001, 9.4571931E+001, 2.0954447E+001, 2.0954461E+001, 2.0954425E+001, 2.0954380E+001, 3.9080926E-002, 3.9073257E-002, 3.9092833E-002, 3.9117657E-002
 3.5100176E+003, 0.0000000E+000, 0.0000000E+000,-9.4606378E+001, 1.2310438E+000, 1.2369519E+000, 3.5925758E+001, 3.1609194E+001, 3.5553419E+001, 4.8814063E+001, 9.4304636E+001, 2.0954458E+001, 2.0954471E+001, 2.0954442E+001, 2.0954402E+001, 3.9075086E-002, 3.9067565E-002, 3.9083563E-002, 3.9105806E-002
 3.5200070E+003, 0.0000000E+000, 0.0000000E+000,-9.4236905E+001, 1.2308745E+000, 1.2376411E+000, 3.5808527E+001, 3.1449064E+001, 3.5550537E+001, 4.9409934E+001, 9.4060677E+001, 2.0954467E+001, 2.0954483E+001, 2.0954459E+001, 2.0954415E+001, 3.9069689E-002, 3.9061045E-002, 3.9074546E-002, 3.9098618E-002
