s,kW,kg/s,Pa,kg/s,kg/s,C,C,C,C,C,%,%,%,%,%,%,%,%
Time,"HRR","MLR","P_L1","Minlet","Moutlet","TG_L1","TG_L1_SE_105","TG_L1_SE_205","TG_L1_SE_390","TP_L1_WC_350","O2","O2_L1_BAS","O2_L1_MILIEU","O2_L1_HAUT","CO2","CO2_L1_BAS","CO2_L1_MILIEU","CO2_L1_HAUT"
 1.3700116E+003, 5.1462407E+002, 4.1212701E-002, 1.0370131E+002, 1.1269365E+000, 1.1395522E+000, 2.1162808E+002, 1.4130439E+002, 2.2904091E+002, 3.0740537E+002, 2.1300286E+002, 1.6251454E+001, 1.7683923E+001, 1.5314810E+001, 1.5035239E+001, 2.6164936E+000, 1.8320677E+000, 3.1308776E+000, 3.2841455E+000
 1.3800057E+003, 5.1955470E+002, 4.1618778E-002, 1.2599013E+002, 1.1153781E+000, 1.1489197E+000, 2.1189698E+002, 1.3771355E+002, 2.3006871E+002, 3.0739144E+002, 2.1213763E+002, 1.6275582E+001, 1.7706340E+001, 1.5409779E+001, 1.5209916E+001, 2.6032408E+000, 1.8197779E+000, 3.0788131E+000, 3.1883834E+000
 1.3900125E+003, 5.1853581E+002, 4.1445138E-002, 1.1398454E+002, 1.1216433E+000, 1.1441739E+000, 2.1197580E+002, 1.4339660E+002, 2.3325671E+002, 2.9915233E+002, 2.1170046E+002, 1.6298788E+001, 1.7649449E+001, 1.5240855E+001, 1.5323933E+001, 2.5904603E+000, 1.8509674E+000, 3.1714214E+000, 3.1258759E+000
 1.4000116E+003, 5.1779903E+002, 4.1409873E-002, 1.0876382E+002, 1.1243610E+000, 1.1420039E+000, 2.1156570E+002, 1.4689908E+002, 2.3549605E+002, 3.0464095E+002, 2.1204189E+002, 1.6319436E+001, 1.7759209E+001, 1.5272579E+001, 1.5264109E+001, 2.5792195E+000, 1.7907940E+000, 3.1540298E+000, 3.1586729E+000
 1.4100107E+003, 5.1035406E+002, 4.0860359E-002, 1.1321169E+002, 1.1219101E+000, 1.1440678E+000, 2.1145416E+002, 1.4207891E+002, 2.3002789E+002, 3.0902603E+002, 2.1171507E+002, 1.6330869E+001, 1.7810338E+001, 1.5469386E+001, 1.5310309E+001, 2.5729552E+000, 1.7627637E+000, 3.0461348E+000, 3.1333449E+000
 1.4200098E+003, 5.1241860E+002, 4.0917407E-002, 1.0741584E+002, 1.1250335E+000, 1.1420330E+000, 2.1110141E+002, 1.4050589E+002, 2.2417864E+002, 3.0703135E+002, 2.1154207E+002, 1.6353763E+001, 1.7835818E+001, 1.5523413E+001, 1.5413635E+001, 2.5604601E+000, 1.7487951E+000, 3.0165160E+000, 3.0766992E+000
 1.4300089E+003, 5.1683793E+002, 4.1409873E-002, 1.2663857E+002, 1.1150744E+000, 1.1515110E+000, 2.1140214E+002, 1.4203730E+002, 2.2897548E+002, 3.0375546E+002, 2.1164544E+002, 1.6363735E+001, 1.7826611E+001, 1.5383379E+001, 1.5426957E+001, 2.5549685E+000, 1.7538427E+000, 3.0932860E+000, 3.0693959E+000
 1.4400080E+003, 5.1149260E+002, 4.0860532E-002, 1.1760870E+002, 1.1197589E+000, 1.1459443E+000, 2.1167478E+002, 1.4040421E+002, 2.3638445E+002, 3.0244371E+002, 2.1124368E+002, 1.6368102E+001, 1.7787089E+001, 1.5430292E+001, 1.5292254E+001, 2.5525570E+000, 1.7755095E+000, 3.0675675E+000, 3.1432432E+000
 1.4500071E+003, 5.1144536E+002, 4.0917233E-002, 1.1308684E+002, 1.1220666E+000, 1.1475983E+000, 2.1143250E+002, 1.4398528E+002, 2.2781162E+002, 3.0502360E+002, 2.1068743E+002, 1.6379078E+001, 1.7810201E+001, 1.5488243E+001, 1.5420988E+001, 2.5465991E+000, 1.7628387E+000, 3.0357971E+000, 3.0726680E+000
 1.4600062E+003, 5.1670523E+002, 4.1404850E-002, 1.2917520E+002, 1.1136601E+000, 1.1518839E+000, 2.1200325E+002, 1.4545842E+002, 2.3356426E+002, 3.0804963E+002, 2.1067079E+002, 1.6374118E+001, 1.7810005E+001, 1.5462112E+001, 1.5330553E+001, 2.5492416E+000, 1.7629462E+000, 3.0501226E+000, 3.1222468E+000
 1.4700053E+003, 5.0870462E+002, 4.0660803E-002, 1.1137716E+002, 1.1230518E+000, 1.1433366E+000, 2.1155425E+002, 1.4445803E+002, 2.3316782E+002, 3.0309105E+002, 2.1025644E+002, 1.6392406E+001, 1.7850856E+001, 1.5669387E+001, 1.5304113E+001, 2.5392799E+000, 1.7405510E+000, 2.9364894E+000, 3.1367421E+000
 1.4800039E+003, 5.0046475E+002, 4.0235258E-002, 1.0453791E+002, 1.1265868E+000, 1.1409389E+000, 2.1057418E+002, 1.5001200E+002, 2.3289320E+002, 3.0042236E+002, 2.1019094E+002, 1.6417587E+001, 1.7747155E+001, 1.5386827E+001, 1.5325148E+001, 2.5253717E+000, 1.7974024E+000, 3.0913962E+000, 3.1252102E+000
 1.4900121E+003, 5.1288922E+002, 4.0800000E-002, 1.3105218E+002, 1.1127653E+000, 1.1507780E+000, 2.1052320E+002, 1.4146893E+002, 2.3565294E+002, 3.0037852E+002, 2.0987197E+002, 1.6432641E+001, 1.7835366E+001, 1.5556774E+001, 1.5516214E+001, 2.5170925E+000, 1.7490428E+000, 2.9982267E+000, 3.0204628E+000
 1.5000022E+003, 4.9751037E+002, 3.9861481E-002, 1.0603724E+002, 1.1257224E+000, 1.1399901E+000, 2.1042391E+002, 1.3986185E+002, 2.3038660E+002, 3.0139346E+002, 2.0924909E+002, 1.6446272E+001, 1.7903719E+001, 1.5564131E+001, 1.5386286E+001, 2.5097426E+000, 1.7115699E+000, 2.9941934E+000, 3.0916924E+000
 1.5100050E+003, 4.8829585E+002, 3.8965728E-002, 9.4221679E+001, 1.1319584E+000, 1.1353605E+000, 2.0895001E+002, 1.4028403E+002, 2.3144325E+002, 2.9621233E+002, 2.0848669E+002, 1.6489994E+001, 1.7873345E+001, 1.5562651E+001, 1.5371896E+001, 2.4857733E+000, 1.7282214E+000, 2.9950047E+000, 3.0995813E+000
 1.5200078E+003, 4.8890821E+002, 3.9200000E-002, 1.0164023E+002, 1.1281255E+000, 1.1381311E+000, 2.0824435E+002, 1.4710239E+002, 2.2815484E+002, 2.9540963E+002, 2.0845896E+002, 1.6522345E+001, 1.7928760E+001, 1.5497268E+001, 1.5482383E+001, 2.4680614E+000, 1.6978417E+000, 3.0308494E+000, 3.0390098E+000
 1.5300105E+003, 4.8105084E+002, 3.8440789E-002, 1.0119041E+002, 1.1283112E+000, 1.1382348E+000, 2.0758252E+002, 1.4036524E+002, 2.2989010E+002, 2.9508419E+002, 2.0784846E+002, 1.6553560E+001, 1.7974899E+001, 1.5475549E+001, 1.5486031E+001, 2.4510039E+000, 1.6725470E+000, 3.0427562E+000, 3.0370096E+000
 1.5400133E+003, 4.7041898E+002, 3.7629110E-002, 8.6548792E+001, 1.1359104E+000, 1.1311290E+000, 2.0636476E+002, 1.4080866E+002, 2.2722040E+002, 2.9390900E+002, 2.0683512E+002, 1.6594977E+001, 1.8055453E+001, 1.5890737E+001, 1.5624597E+001, 2.4283012E+000, 1.6283853E+000, 2.8151394E+000, 2.9610442E+000
 1.5500005E+003, 4.7088768E+002, 3.7664793E-002, 9.8446999E+001, 1.1298202E+000, 1.1376607E+000, 2.0512675E+002, 1.3900500E+002, 2.2261412E+002, 2.9346210E+002, 2.0663469E+002, 1.6636194E+001, 1.8029647E+001, 1.5822372E+001, 1.5685237E+001, 2.4056882E+000, 1.6425327E+000, 2.8526185E+000, 2.9277996E+000
 1.5600033E+003, 4.7291266E+002, 3.7855188E-002, 1.0103955E+002, 1.1285801E+000, 1.1407584E+000, 2.0484229E+002, 1.4263779E+002, 2.2356924E+002, 2.9192170E+002, 2.0620623E+002, 1.6659273E+001, 1.8028742E+001, 1.5756286E+001, 1.5722800E+001, 2.3930684E+000, 1.6430289E+000, 2.8888486E+000, 2.9072069E+000
 1.5700061E+003, 4.7021477E+002, 3.7630008E-002, 1.0841069E+002, 1.1245814E+000, 1.1453079E+000, 2.0477136E+002, 1.3726458E+002, 2.3289890E+002, 2.9232787E+002, 2.0568837E+002, 1.6676833E+001, 1.8064423E+001, 1.5874164E+001, 1.5705688E+001, 2.3834831E+000, 1.6234676E+000, 2.8242250E+000, 2.9165878E+000
 1.5800089E+003, 4.6539141E+002, 3.7160341E-002, 9.6173614E+001, 1.1309991E+000, 1.1394001E+000, 2.0416395E+002, 1.3124116E+002, 2.2859843E+002, 2.8328739E+002, 2.0480701E+002, 1.6712189E+001, 1.8018387E+001, 1.5921853E+001, 1.5864263E+001, 2.3640533E+000, 1.6487057E+000, 2.7980809E+000, 2.8296528E+000
 1.5900117E+003, 4.6295658E+002, 3.7073881E-002, 9.4441534E+001, 1.1318314E+000, 1.1382478E+000, 2.0292266E+002, 1.3696264E+002, 2.1849943E+002, 2.8384197E+002, 2.0438522E+002, 1.6754399E+001, 1.8097658E+001, 1.5866842E+001, 1.5793434E+001, 2.3409424E+000, 1.6052475E+000, 2.8282390E+000, 2.8684833E+000
 1.6000144E+003, 4.7058758E+002, 3.7624984E-002, 1.0741177E+002, 1.1251854E+000, 1.1439870E+000, 2.0235646E+002, 1.3824997E+002, 2.2069344E+002, 2.8476142E+002, 2.0389973E+002, 1.6779516E+001, 1.8161053E+001, 1.5879373E+001, 1.5896064E+001, 2.3271678E+000, 1.5704925E+000, 2.8213692E+000, 2.8122191E+000
 1.6100016E+003, 4.6400778E+002, 3.7127175E-002, 1.0503439E+002, 1.1263808E+000, 1.1443531E+000, 2.0225781E+002, 1.3491552E+002, 2.2212010E+002, 2.8963211E+002, 2.0358402E+002, 1.6798514E+001, 1.8133434E+001, 1.6039865E+001, 1.5920892E+001, 2.3167779E+000, 1.5856341E+000, 2.7333834E+000, 2.7986075E+000
 1.6200044E+003, 4.6010408E+002, 3.6828002E-002, 9.9920598E+001, 1.1291542E+000, 1.1414907E+000, 2.0236371E+002, 1.3736948E+002, 2.2229029E+002, 2.8319645E+002, 2.0303854E+002, 1.6817761E+001, 1.8113498E+001, 1.5975792E+001, 1.5862144E+001, 2.3062358E+000, 1.5965637E+000, 2.7685097E+000, 2.8308148E+000
 1.6300034E+003, 4.7208265E+002, 3.7780376E-002, 1.1273297E+002, 1.1223288E+000, 1.1483629E+000, 2.0226054E+002, 1.4549849E+002, 2.1588653E+002, 2.8368307E+002, 2.0227532E+002, 1.6826545E+001, 1.8065615E+001, 1.5950790E+001, 1.5951854E+001, 2.3013921E+000, 1.6228140E+000, 2.7822167E+000, 2.7816331E+000
 1.6400144E+003, 4.5704698E+002, 3.6500467E-002, 9.6419259E+001, 1.1308057E+000, 1.1415150E+000, 2.0224057E+002, 1.3698877E+002, 2.2140976E+002, 2.8722070E+002, 2.0204037E+002, 1.6829673E+001, 1.8175318E+001, 1.6103510E+001, 1.5944590E+001, 2.2997077E+000, 1.5626722E+000, 2.6984918E+000, 2.7856159E+000
 1.6500118E+003, 4.5039845E+002, 3.5972417E-002, 9.6585830E+001, 1.1308525E+000, 1.1420692E+000, 2.0139273E+002, 1.3713228E+002, 2.1630797E+002, 2.8759804E+002, 2.0169992E+002, 1.6861392E+001, 1.8122354E+001, 1.6112257E+001, 1.5933685E+001, 2.2823671E+000, 1.5917086E+000, 2.6936964E+000, 2.7915943E+000
 1.6600073E+003, 4.5142538E+002, 3.6182540E-002, 9.5902788E+001, 1.1312068E+000, 1.1408719E+000, 2.0087452E+002, 1.4283643E+002, 2.2497523E+002, 2.7989417E+002, 2.0158289E+002, 1.6891132E+001, 1.8173361E+001, 1.6057358E+001, 1.5990442E+001, 2.2660562E+000, 1.5637450E+000, 2.7237935E+000, 2.7604785E+000
 1.6700093E+003, 4.3649654E+002, 3.4900743E-002, 8.2536213E+001, 1.1380369E+000, 1.1364324E+000, 2.0010424E+002, 1.4180019E+002, 2.1526207E+002, 2.8524042E+002, 2.0102019E+002, 1.6915051E+001, 1.8201234E+001, 1.6040589E+001, 1.5884608E+001, 2.2529582E+000, 1.5484646E+000, 2.7329863E+000, 2.8184992E+000
 1.6800095E+003, 4.2975604E+002, 3.4363241E-002, 7.0156557E+001, 1.1445229E+000, 1.1306947E+000, 1.9870540E+002, 1.3392475E+002, 2.1532679E+002, 2.7784892E+002, 2.0042474E+002, 1.6957727E+001, 1.8213958E+001, 1.6096278E+001, 1.6069514E+001, 2.2295502E+000, 1.5414888E+000, 2.7024564E+000, 2.7171290E+000
 1.6900149E+003, 4.2786805E+002, 3.4184173E-002, 7.7043446E+001, 1.1409664E+000, 1.1335884E+000, 1.9709992E+002, 1.3628117E+002, 2.1680981E+002, 2.7576858E+002, 2.0034831E+002, 1.7008449E+001, 1.8329374E+001, 1.6404336E+001, 1.6139034E+001, 2.2017816E+000, 1.4782148E+000, 2.5335711E+000, 2.6790163E+000
 1.7000045E+003, 4.1106090E+002, 3.2899430E-002, 6.3890138E+001, 1.1476405E+000, 1.1277347E+000, 1.9552845E+002, 1.3956202E+002, 2.1699209E+002, 2.7472367E+002, 1.9916502E+002, 1.7052855E+001, 1.8292759E+001, 1.6303334E+001, 1.6150318E+001, 2.1774833E+000, 1.4982878E+000, 2.5889426E+000, 2.6728303E+000
 1.7100030E+003, 4.0745501E+002, 3.2600000E-002, 7.6138301E+001, 1.1415825E+000, 1.1378418E+000, 1.9390921E+002, 1.2882769E+002, 2.1144609E+002, 2.7359298E+002, 1.9818010E+002, 1.7102587E+001, 1.8332610E+001, 1.6537743E+001, 1.6236028E+001, 2.1502395E+000, 1.4764408E+000, 2.4604337E+000, 2.6258417E+000
 1.7200014E+003, 4.0721115E+002, 3.2584815E-002, 7.7999502E+001, 1.1405536E+000, 1.1384867E+000, 1.9335861E+002, 1.2669103E+002, 2.0790526E+002, 2.7286400E+002, 1.9748421E+002, 1.7146535E+001, 1.8341402E+001, 1.6593791E+001, 1.6233245E+001, 2.1261381E+000, 1.4716205E+000, 2.4297064E+000, 2.6273672E+000
 1.7300156E+003, 3.9934732E+002, 3.1928319E-002, 6.2498293E+001, 1.1485488E+000, 1.1339755E+000, 1.9194220E+002, 1.3913033E+002, 2.1395753E+002, 2.6785591E+002, 1.9652205E+002, 1.7187225E+001, 1.8340143E+001, 1.6391396E+001, 1.6274697E+001, 2.1038308E+000, 1.4723109E+000, 2.5406647E+000, 2.6046423E+000
 1.7400140E+003, 4.0246311E+002, 3.2201204E-002, 7.3178469E+001, 1.1431914E+000, 1.1383598E+000, 1.9082880E+002, 1.3081698E+002, 2.1371560E+002, 2.6388213E+002, 1.9610802E+002, 1.7217703E+001, 1.8359672E+001, 1.6490534E+001, 1.6336672E+001, 2.0871298E+000, 1.4616044E+000, 2.4863149E+000, 2.5706661E+000
 1.7500124E+003, 4.0622155E+002, 3.2484517E-002, 9.4550907E+001, 1.1321253E+000, 1.1470748E+000, 1.9069688E+002, 1.3412272E+002, 2.0882513E+002, 2.6490841E+002, 1.9544637E+002, 1.7237311E+001, 1.8384075E+001, 1.6453300E+001, 1.6453862E+001, 2.0763662E+000, 1.4482258E+000, 2.5067278E+000, 2.5064191E+000
 1.7600008E+003, 3.8851634E+002, 3.1066305E-002, 6.4031245E+001, 1.1477499E+000, 1.1350588E+000, 1.8986528E+002, 1.3354805E+002, 2.0640126E+002, 2.6383197E+002, 1.9498114E+002, 1.7274339E+001, 1.8426931E+001, 1.6758230E+001, 1.6468216E+001, 2.0561286E+000, 1.4247313E+000, 2.3395571E+000, 2.4985503E+000
 1.7700033E+003, 3.9340019E+002, 3.1523001E-002, 7.8285937E+001, 1.1404853E+000, 1.1422157E+000, 1.8896961E+002, 1.3286585E+002, 2.1439375E+002, 2.6394492E+002, 1.9434929E+002, 1.7308698E+001, 1.8453849E+001, 1.6501796E+001, 1.6564459E+001, 2.0372797E+000, 1.4099744E+000, 2.4801406E+000, 2.4457870E+000
 1.7800134E+003, 3.9922432E+002, 3.1900321E-002, 9.7017801E+001, 1.1308191E+000, 1.1513014E+000, 1.8891262E+002, 1.3353472E+002, 2.0636528E+002, 2.6303875E+002, 1.9406479E+002, 1.7333299E+001, 1.8488656E+001, 1.6791750E+001, 1.6561533E+001, 2.0237845E+000, 1.3908923E+000, 2.3211805E+000, 2.4473913E+000
 1.7900083E+003, 3.8971127E+002, 3.1200000E-002, 7.7602065E+001, 1.1407223E+000, 1.1434964E+000, 1.8838661E+002, 1.2989748E+002, 2.0498957E+002, 2.5915013E+002, 1.9303475E+002, 1.7365428E+001, 1.8487731E+001, 1.6893147E+001, 1.6625107E+001, 2.0061738E+000, 1.3913991E+000, 2.2655919E+000, 2.4125386E+000
 1.8000031E+003, 3.8514568E+002, 3.0787478E-002, 6.7304460E+001, 1.1461640E+000, 1.1376388E+000, 1.8749443E+002, 1.3307037E+002, 2.0478228E+002, 2.5880836E+002, 1.9226635E+002, 1.7393522E+001, 1.8460408E+001, 1.6728101E+001, 1.6562114E+001, 1.9907792E+000, 1.4063782E+000, 2.3560745E+000, 2.4470726E+000
 1.8100132E+003, 3.7904585E+002, 3.0300145E-002, 6.5982866E+001, 1.1468388E+000, 1.1373934E+000, 1.8663600E+002, 1.3167214E+002, 2.0611946E+002, 2.5676181E+002, 1.9168516E+002, 1.7426008E+001, 1.8513627E+001, 1.6971277E+001, 1.6634073E+001, 1.9729922E+000, 1.3772022E+000, 2.2227588E+000, 2.4076232E+000
 1.8200109E+003, 3.6999736E+002, 2.9600000E-002, 5.9563561E+001, 1.1501184E+000, 1.1381791E+000, 1.8558328E+002, 1.2197371E+002, 2.0643178E+002, 2.6154820E+002, 1.9123085E+002, 1.7464146E+001, 1.8587539E+001, 1.6806981E+001, 1.6683200E+001, 1.9521191E+000, 1.3366820E+000, 2.3128303E+000, 2.3806904E+000
 1.8300104E+003, 3.6237518E+002, 2.8952113E-002, 5.7231671E+001, 1.1513270E+000, 1.1348063E+000, 1.8437758E+002, 1.2927933E+002, 2.0344756E+002, 2.5509799E+002, 1.9029830E+002, 1.7509586E+001, 1.8585911E+001, 1.6844835E+001, 1.6657481E+001, 1.9271862E+000, 1.3375745E+000, 2.2920777E+000, 2.3947900E+000
 1.8400098E+003, 3.5378222E+002, 2.8300504E-002, 5.3080587E+001, 1.1535274E+000, 1.1357840E+000, 1.8295436E+002, 1.2585929E+002, 2.0017437E+002, 2.5592671E+002, 1.8983714E+002, 1.7557569E+001, 1.8618206E+001, 1.7133507E+001, 1.6836968E+001, 1.9009205E+000, 1.3198695E+000, 2.1338204E+000, 2.2963909E+000
 1.8500093E+003, 3.4436581E+002, 2.7600000E-002, 4.3247479E+001, 1.1584157E+000, 1.1312446E+000, 1.8136168E+002, 1.2724585E+002, 2.0030084E+002, 2.5550575E+002, 1.8945342E+002, 1.7610065E+001, 1.8689244E+001, 1.7030117E+001, 1.6860312E+001, 1.8721465E+000, 1.2809245E+000, 2.1905013E+000, 2.2835927E+000
 1.8600139E+003, 3.3720113E+002, 2.6951427E-002, 4.0914805E+001, 1.1596226E+000, 1.1305996E+000, 1.7994710E+002, 1.2483156E+002, 1.9827867E+002, 2.5394041E+002, 1.8921598E+002, 1.7654907E+001, 1.8689246E+001, 1.7112863E+001, 1.6924291E+001, 1.8475578E+000, 1.2809235E+000, 2.1451380E+000, 2.2485177E+000
 1.8700076E+003, 3.2918178E+002, 2.6300234E-002, 4.1042540E+001, 1.1597329E+000, 1.1350669E+000, 1.7835636E+002, 1.2725151E+002, 1.9779703E+002, 2.5272767E+002, 1.8795481E+002, 1.7709477E+001, 1.8687228E+001, 1.7347067E+001, 1.7015470E+001, 1.8176892E+000, 1.2820295E+000, 2.0167412E+000, 2.1985313E+000
 1.8800046E+003, 3.2033967E+002, 2.5600000E-002, 4.2911251E+001, 1.1587817E+000, 1.1361974E+000, 1.7667119E+002, 1.2705513E+002, 1.9612789E+002, 2.4723081E+002, 1.8698118E+002, 1.7770443E+001, 1.8767737E+001, 1.7224098E+001, 1.7071168E+001, 1.7842916E+000, 1.2378927E+000, 2.0841558E+000, 2.1679959E+000
 1.8900094E+003, 3.1518433E+002, 2.5246297E-002, 3.3288540E+001, 1.1635499E+000, 1.1327768E+000, 1.7536737E+002, 1.2616981E+002, 1.8887349E+002, 2.4435661E+002, 1.8609080E+002, 1.7823861E+001, 1.8780955E+001, 1.7386358E+001, 1.7141345E+001, 1.7550035E+000, 1.2306460E+000, 1.9952008E+000, 2.1295230E+000
 1.9000142E+003, 3.1011455E+002, 2.4800000E-002, 2.9973223E+001, 1.1654077E+000, 1.1326342E+000, 1.7349900E+002, 1.3144381E+002, 1.9247428E+002, 2.3985112E+002, 1.8543859E+002, 1.7877871E+001, 1.8785931E+001, 1.7386384E+001, 1.7190351E+001, 1.7253924E+000, 1.2279182E+000, 1.9951863E+000, 2.1026569E+000
 1.9100065E+003, 3.1114721E+002, 2.4889610E-002, 4.7832727E+001, 1.1564450E+000, 1.1445314E+000, 1.7243156E+002, 1.2161708E+002, 1.8894601E+002, 2.4258175E+002, 1.8451691E+002, 1.7924299E+001, 1.8883286E+001, 1.7556231E+001, 1.7230819E+001, 1.6999468E+000, 1.1745454E+000, 1.9020721E+000, 2.0804713E+000
 1.9200144E+003, 3.0693679E+002, 2.4534415E-002, 3.7189620E+001, 1.1616980E+000, 1.1408140E+000, 1.7153540E+002, 1.2477232E+002, 1.8990220E+002, 2.3582124E+002, 1.8364827E+002, 1.7961639E+001, 1.8892233E+001, 1.7562953E+001, 1.7270490E+001, 1.6794733E+000, 1.1696405E+000, 1.8983868E+000, 2.0587224E+000
 1.9300062E+003, 2.9723324E+002, 2.3790665E-002, 2.4292607E+001, 1.1682681E+000, 1.1333762E+000, 1.6962914E+002, 1.2293267E+002, 1.8739346E+002, 2.3616835E+002, 1.8276952E+002, 1.8007930E+001, 1.8888347E+001, 1.7479250E+001, 1.7360416E+001, 1.6540948E+000, 1.1717709E+000, 1.9442750E+000, 2.0094228E+000
 1.9400141E+003, 2.9235987E+002, 2.3431031E-002, 3.1333888E+001, 1.1647376E+000, 1.1382095E+000, 1.6802186E+002, 1.2301792E+002, 1.8468020E+002, 2.3821221E+002, 1.8178696E+002, 1.8057165E+001, 1.8966610E+001, 1.7571488E+001, 1.7435414E+001, 1.6271210E+000, 1.1288650E+000, 1.8937078E+000, 1.9683067E+000
 1.9500068E+003, 2.9373978E+002, 2.3449112E-002, 3.4839565E+001, 1.1630387E+000, 1.1411583E+000, 1.6683017E+002, 1.1946395E+002, 1.7981162E+002, 2.3328463E+002, 1.8067558E+002, 1.8100015E+001, 1.8994988E+001, 1.7756141E+001, 1.7447812E+001, 1.6036164E+000, 1.1133074E+000, 1.7924762E+000, 1.9615099E+000
 1.9600073E+003, 2.8708466E+002, 2.2990813E-002, 3.1158631E+001, 1.1649294E+000, 1.1422266E+000, 1.6599763E+002, 1.2292817E+002, 1.8148323E+002, 2.2923813E+002, 1.8013621E+002, 1.8136284E+001, 1.8936739E+001, 1.7710676E+001, 1.7538803E+001, 1.5837759E+000, 1.1452411E+000, 1.8174012E+000, 1.9116263E+000
 1.9700126E+003, 2.7782344E+002, 2.2194424E-002, 2.4077068E+001, 1.1685265E+000, 1.1399344E+000, 1.6471542E+002, 1.1838707E+002, 1.7964153E+002, 2.2633251E+002, 1.7950880E+002, 1.8179723E+001, 1.9068256E+001, 1.7735693E+001, 1.7559967E+001, 1.5599573E+000, 1.0731399E+000, 1.8036858E+000, 1.9000234E+000
 1.9800018E+003, 2.6819220E+002, 2.1448874E-002, 1.9100353E+001, 1.1710335E+000, 1.1391547E+000, 1.6337856E+002, 1.1657691E+002, 1.7632981E+002, 2.3143688E+002, 1.7853386E+002, 1.8228043E+001, 1.9088277E+001, 1.7909214E+001, 1.7535781E+001, 1.5334858E+000, 1.0621644E+000, 1.7085572E+000, 1.9132831E+000
 1.9900087E+003, 2.6275310E+002, 2.0990829E-002, 1.0392857E+001, 1.1754361E+000, 1.1364017E+000, 1.6162316E+002, 1.1950660E+002, 1.6549542E+002, 2.2834254E+002, 1.7766024E+002, 1.8277554E+001, 1.9096371E+001, 1.8071529E+001, 1.7776417E+001, 1.5063379E+000, 1.0577269E+000, 1.6195719E+000, 1.7813603E+000
 2.0000094E+003, 2.5232045E+002, 2.0194189E-002, 1.3535278E+001, 1.1739149E+000, 1.1391815E+000, 1.6017526E+002, 1.1816209E+002, 1.7282643E+002, 2.2787538E+002, 1.7681406E+002, 1.8326336E+001, 1.9100894E+001, 1.7972969E+001, 1.7704082E+001, 1.4796224E+000, 1.0552473E+000, 1.6736053E+000, 1.8210159E+000
 2.0100072E+003, 2.4325713E+002, 1.9449098E-002, 4.0429154E+000, 1.1786236E+000, 1.1370122E+000, 1.5845404E+002, 1.1698127E+002, 1.7424028E+002, 2.2270003E+002, 1.7570198E+002, 1.8378678E+001, 1.9134137E+001, 1.7984568E+001, 1.7771086E+001, 1.4509311E+000, 1.0370226E+000, 1.6672461E+000, 1.7842829E+000
 2.0200002E+003, 2.3751221E+002, 1.8991210E-002,-1.8347218E+000, 1.1815754E+000, 1.1336400E+000, 1.5638951E+002, 1.1655635E+002, 1.7130407E+002, 2.1539617E+002, 1.7480516E+002, 1.8433337E+001, 1.9194622E+001, 1.8093952E+001, 1.7851612E+001, 1.4209621E+000, 1.0038628E+000, 1.6072793E+000, 1.7401363E+000
 2.0300095E+003, 2.2755893E+002, 1.8194476E-002, 2.0029007E-001, 1.1807101E+000, 1.1365485E+000, 1.5443721E+002, 1.1246454E+002, 1.6895567E+002, 2.1764489E+002, 1.7386079E+002, 1.8489620E+001, 1.9231718E+001, 1.8138323E+001, 1.7887126E+001, 1.3901342E+000, 9.8352614E-001, 1.5829538E+000, 1.7206665E+000
 2.0400025E+003, 2.2025670E+002, 1.7624466E-002, 1.5747962E+000, 1.1799775E+000, 1.1395517E+000, 1.5240501E+002, 1.1322946E+002, 1.6930245E+002, 2.0962302E+002, 1.7291117E+002, 1.8552016E+001, 1.9279536E+001, 1.8325416E+001, 1.7987063E+001, 1.3559398E+000, 9.5731120E-001, 1.4803845E+000, 1.6658785E+000
 2.0500118E+003, 2.1769472E+002, 1.7395193E-002,-2.2353527E+000, 1.1818638E+000, 1.1375111E+000, 1.5072287E+002, 1.1179393E+002, 1.6296930E+002, 2.0607548E+002, 1.7201420E+002, 1.8607812E+001, 1.9319996E+001, 1.8299177E+001, 1.8108461E+001, 1.3253466E+000, 9.3512980E-001, 1.4947695E+000, 1.5993251E+000
 2.0600048E+003, 2.0969237E+002, 1.6794555E-002,-5.8642606E+000, 1.1837522E+000, 1.1398383E+000, 1.4864474E+002, 1.0882178E+002, 1.5822933E+002, 2.0609825E+002, 1.7099473E+002, 1.8661488E+001, 1.9356059E+001, 1.8369668E+001, 1.8099840E+001, 1.2959322E+000, 9.1535885E-001, 1.4561244E+000, 1.6040510E+000
 2.0700141E+003, 2.0488352E+002, 1.6400000E-002,-5.2263801E+000, 1.1835072E+000, 1.1412295E+000, 1.4675835E+002, 1.0637268E+002, 1.5580916E+002, 2.0432022E+002, 1.6979256E+002, 1.8717761E+001, 1.9406008E+001, 1.8438645E+001, 1.8167768E+001, 1.2650736E+000, 8.8797554E-001, 1.4183096E+000, 1.5668110E+000
 2.0800071E+003, 2.0524371E+002, 1.6400000E-002,-3.2148778E+000, 1.1825502E+000, 1.1433986E+000, 1.4516463E+002, 1.0565465E+002, 1.6151487E+002, 2.0311602E+002, 1.6869231E+002, 1.8765900E+001, 1.9441496E+001, 1.8363653E+001, 1.8249471E+001, 1.2386840E+000, 8.6852007E-001, 1.4594219E+000, 1.5220194E+000
