s,mol/mol,mol/mol,mol/mol,mol/mol,C,mg/m3,Pa,kW,kW,kg
 1.2500342E+002, 1.9936171E-001, 2.0738149E-001, 2.0003793E-005, 5.1720104E-003, 8.3149014E+001, 5.0749090E+001, 1.9985667E+002, 2.9421280E-004, 2.9421280E-004, 1.5501543E-002
 1.2601027E+002, 1.9918344E-001, 2.0737909E-001, 2.0439117E-005, 5.2761551E-003, 8.5332472E+001, 4.7789536E+001, 2.0371527E+002, 2.9701989E-004, 2.9701989E-004, 1.5737645E-002
 1.2700840E+002, 1.9872784E-001, 2.0737871E-001, 2.1551624E-005, 5.5423059E-003, 8.8652009E+001, 4.7113416E+001, 2.0603169E+002, 3.0288958E-004, 3.0288958E-004, 1.5974685E-002
 1.2801130E+002, 1.9870666E-001, 2.0737645E-001, 2.1603337E-005, 5.5546775E-003, 8.7946829E+001, 4.8450632E+001, 2.0868044E+002, 2.9994472E-004, 2.9994472E-004, 1.6213668E-002
 1.2900005E+002, 1.9872435E-001, 2.0737165E-001, 2.1560162E-005, 5.5443485E-003, 8.6002491E+001, 4.8927082E+001, 2.0806818E+002, 3.1025839E-004, 3.1025839E-004, 1.6449304E-002
 1.3000670E+002, 1.9871915E-001, 2.0736546E-001, 2.1572859E-005, 5.5473861E-003, 8.5896952E+001, 4.9877732E+001, 2.1357380E+002, 3.0102325E-004, 3.0102325E-004, 1.6690189E-002
 1.3100564E+002, 1.9855547E-001, 2.0735975E-001, 2.1972547E-005, 5.6430054E-003, 8.7666337E+001, 5.1543606E+001, 2.1533910E+002, 3.0756229E-004, 3.0756229E-004, 1.6931766E-002
 1.3201157E+002, 1.9816882E-001, 2.0735546E-001, 2.2916690E-005, 5.8688775E-003, 9.0211203E+001, 5.2203672E+001, 2.1984018E+002, 3.2222945E-004, 3.2222945E-004, 1.7176142E-002
 1.3300905E+002, 1.9765976E-001, 2.0735431E-001, 2.4159759E-005, 6.1662631E-003, 9.4705149E+001, 5.3342949E+001, 2.2302233E+002, 3.1850575E-004, 3.1850575E-004, 1.7421288E-002
 1.3400342E+002, 1.9767704E-001, 2.0735455E-001, 2.4117554E-005, 6.1561662E-003, 9.3904106E+001, 5.5018569E+001, 2.3065691E+002, 3.2179746E-004, 3.2179746E-004, 1.7670979E-002
 1.3501176E+002, 1.9775687E-001, 2.0735937E-001, 2.3922627E-005, 6.1095329E-003, 9.2903535E+001, 5.6375405E+001, 2.3123118E+002, 3.1044796E-004, 3.1044796E-004, 1.7918760E-002
 1.3600985E+002, 1.9774116E-001, 2.0737380E-001, 2.3961007E-005, 6.1187147E-003, 9.0341377E+001, 6.1539523E+001, 2.2666585E+002, 3.2479600E-004, 3.2479600E-004, 1.8163758E-002
 1.3700767E+002, 1.9764677E-001, 2.0738923E-001, 2.4191500E-005, 6.1738566E-003, 9.0320202E+001, 5.9931735E+001, 2.2674817E+002, 3.1894213E-004, 3.1894213E-004, 1.8411277E-002
 1.3800774E+002, 1.9750301E-001, 2.0739679E-001, 2.4542550E-005, 6.2578402E-003, 9.1641339E+001, 5.8719510E+001, 2.3480522E+002, 3.3021403E-004, 3.3021403E-004, 1.8667291E-002
 1.3901152E+002, 1.9739353E-001, 2.0739897E-001, 2.4809871E-005, 6.3217928E-003, 9.2771697E+001, 5.7480089E+001, 2.3753483E+002, 3.2815095E-004, 3.2815095E-004, 1.8921555E-002
 1.4000861E+002, 1.9708932E-001, 2.0739942E-001, 2.5552713E-005, 6.4995065E-003, 9.5869763E+001, 5.7181009E+001, 2.4067381E+002, 3.4064888E-004, 3.4064888E-004, 1.9177048E-002
 1.4100179E+002, 1.9667931E-001, 2.0739924E-001, 2.6553922E-005, 6.7390309E-003, 9.6684221E+001, 5.7471444E+001, 2.4735689E+002, 3.2958325E-004, 3.2958325E-004, 1.9436589E-002
 1.4200152E+002, 1.9635032E-001, 2.0739568E-001, 2.7357273E-005, 6.9312205E-003, 9.9475900E+001, 5.7682823E+001, 2.4441345E+002, 3.3759756E-004, 3.3759756E-004, 1.9690387E-002
 1.4300158E+002, 1.9584738E-001, 2.0738309E-001, 2.8585396E-005, 7.2250306E-003, 1.0321735E+002, 5.8626975E+001, 2.4678985E+002, 3.4123108E-004, 3.4123108E-004, 1.9948428E-002
 1.4400631E+002, 1.9592056E-001, 2.0736231E-001, 2.8406708E-005, 7.1822822E-003, 9.8962903E+001, 6.1029089E+001, 2.5411882E+002, 3.4126476E-004, 3.4126476E-004, 2.0212400E-002
 1.4500360E+002, 1.9578693E-001, 2.0733386E-001, 2.8733003E-005, 7.2603434E-003, 9.9686953E+001, 6.1912443E+001, 2.6087563E+002, 3.4485131E-004, 3.4485131E-004, 2.0476743E-002
 1.4601092E+002, 1.9598072E-001, 2.0723791E-001, 2.8259799E-005, 7.1471363E-003, 9.9015222E+001, 5.6194537E+001, 2.5889931E+002, 3.3956895E-004, 3.3956895E-004, 2.0737457E-002
 1.4700334E+002, 1.9542077E-001, 2.0712464E-001, 2.9627121E-005, 7.4742477E-003, 1.0579121E+002, 5.9371793E+001, 2.5926929E+002, 3.5337000E-004, 3.5337000E-004, 2.1000722E-002
 1.4800743E+002, 1.9503068E-001, 2.0706760E-001, 3.0579661E-005, 7.7021286E-003, 1.0960662E+002, 6.0601273E+001, 2.6675304E+002, 3.5371931E-004, 3.5371931E-004, 2.1272361E-002
 1.4901086E+002, 1.9508252E-001, 2.0704867E-001, 3.0453075E-005, 7.6718448E-003, 1.0879491E+002, 6.1521268E+001, 2.6393276E+002, 3.6286015E-004, 3.6286015E-004, 2.1538883E-002
 1.5000119E+002, 1.9500440E-001, 2.0702690E-001, 3.0643840E-005, 7.7174826E-003, 1.0919559E+002, 6.0548168E+001, 2.7260340E+002, 3.5354154E-004, 3.5354154E-004, 2.1812554E-002
 1.5100247E+002, 1.9500835E-001, 2.0694776E-001, 3.0634186E-005, 7.7151729E-003, 1.0903709E+002, 6.1805075E+001, 2.6703828E+002, 3.4283154E-004, 3.4283154E-004, 2.2075630E-002
 1.5200472E+002, 1.9502154E-001, 2.0674226E-001, 3.0601985E-005, 7.7074693E-003, 1.0858421E+002, 6.2351298E+001, 2.6993993E+002, 3.6770155E-004, 3.6770155E-004, 2.2346801E-002
 1.5300960E+002, 1.9513086E-001, 2.0638543E-001, 3.0335039E-005, 7.6436064E-003, 1.0644698E+002, 6.1200482E+001, 2.7797133E+002, 3.6638022E-004, 3.6638022E-004, 2.2625237E-002
 1.5400793E+002, 1.9507474E-001, 2.0626059E-001, 3.0472111E-005, 7.6763990E-003, 1.0240378E+002, 6.2577149E+001, 2.7896424E+002, 3.6524766E-004, 3.6524766E-004, 2.2900201E-002
 1.5500709E+002, 1.9508933E-001, 2.0629775E-001, 3.0436482E-005, 7.6678752E-003, 1.0256822E+002, 6.2871311E+001, 2.8202035E+002, 3.6220195E-004, 3.6220195E-004, 2.3176736E-002
 1.5600619E+002, 1.9490834E-001, 2.0639471E-001, 3.0878414E-005, 7.7736007E-003, 1.0514384E+002, 6.2763048E+001, 2.7287299E+002, 3.5979537E-004, 3.5979537E-004, 2.3443942E-002
 1.5700753E+002, 1.9432169E-001, 2.0651086E-001, 3.2310943E-005, 8.1163121E-003, 1.1171593E+002, 6.2912230E+001, 2.7969278E+002, 3.7144363E-004, 3.7144363E-004, 2.3723116E-002
 1.5800869E+002, 1.9390205E-001, 2.0662536E-001, 3.3335655E-005, 8.3614590E-003, 1.1621284E+002, 6.4053642E+001, 2.8665140E+002, 3.9661230E-004, 3.9661230E-004, 2.4004491E-002
 1.5900541E+002, 1.9367035E-001, 2.0667775E-001, 3.3901435E-005, 8.4968134E-003, 1.1737530E+002, 6.6246979E+001, 3.0114586E+002, 3.7498475E-004, 3.7498475E-004, 2.4292342E-002
 1.6000770E+002, 1.9371035E-001, 2.0661898E-001, 3.3803763E-005, 8.4734469E-003, 1.1591022E+002, 6.6297170E+001, 2.9813501E+002, 3.7818378E-004, 3.7818378E-004, 2.4571785E-002
 1.6100653E+002, 1.9371737E-001, 2.0641132E-001, 3.3786610E-005, 8.4693433E-003, 1.1472625E+002, 7.0318928E+001, 3.0851669E+002, 3.8313285E-004, 3.8313285E-004, 2.4864728E-002
 1.6200402E+002, 1.9371143E-001, 2.0607809E-001, 3.3801121E-005, 8.4728147E-003, 1.1359537E+002, 6.9841376E+001, 2.9834255E+002, 3.7518050E-004, 3.7518050E-004, 2.5142837E-002
 1.6301088E+002, 1.9346379E-001, 2.0576110E-001, 3.4405874E-005, 8.6174928E-003, 1.0959752E+002, 7.0450046E+001, 2.9765766E+002, 4.0481142E-004, 4.0481142E-004, 2.5429165E-002
 1.6400841E+002, 1.9332478E-001, 2.0544677E-001, 3.4745329E-005, 8.6987023E-003, 1.0975323E+002, 7.0592580E+001, 3.0659953E+002, 3.8375251E-004, 3.8375251E-004, 2.5722192E-002
 1.6500693E+002, 1.9337756E-001, 2.0496439E-001, 3.4616433E-005, 8.6678659E-003, 1.1165164E+002, 7.0092620E+001, 3.0668033E+002, 3.8801487E-004, 3.8801487E-004, 2.6010240E-002
 1.6600470E+002, 1.9331413E-001, 2.0440235E-001, 3.4771317E-005, 8.7049197E-003, 1.1253828E+002, 7.1150726E+001, 3.0950898E+002, 3.9888248E-004, 3.9888248E-004, 2.6301480E-002
 1.6700218E+002, 1.9327981E-001, 2.0411026E-001, 3.4855120E-005, 8.7249684E-003, 1.1331157E+002, 7.1578209E+001, 3.0771176E+002, 3.8971331E-004, 3.8971331E-004, 2.6590305E-002
 1.6800202E+002, 1.9322109E-001, 2.0402231E-001, 3.4998515E-005, 8.7592734E-003, 1.1411699E+002, 7.2082050E+001, 3.0322419E+002, 4.0510921E-004, 4.0510921E-004, 2.6878824E-002
 1.6901056E+002, 1.9307110E-001, 2.0410198E-001, 3.5364765E-005, 8.8468932E-003, 1.1665477E+002, 7.4336798E+001, 3.0631157E+002, 3.9955309E-004, 3.9955309E-004, 2.7174865E-002
 1.7000646E+002, 1.9290854E-001, 2.0436119E-001, 3.5761714E-005, 8.9418574E-003, 1.1772142E+002, 7.1283330E+001, 3.1017741E+002, 4.0788307E-004, 4.0788307E-004, 2.7471302E-002
 1.7100173E+002, 1.9257628E-001, 2.0450896E-001, 3.6573025E-005, 9.1359513E-003, 1.2071762E+002, 7.2633138E+001, 3.1500753E+002, 4.0203099E-004, 4.0203099E-004, 2.7768401E-002
 1.7200755E+002, 1.9236367E-001, 2.0434469E-001, 3.7092200E-005, 9.2601560E-003, 1.2242306E+002, 7.2700874E+001, 3.2777369E+002, 4.2571453E-004, 4.2571453E-004, 2.8076689E-002
 1.7300875E+002, 1.9247678E-001, 2.0380878E-001, 3.6816023E-005, 9.1940850E-003, 1.2258538E+002, 7.1268146E+001, 3.2636422E+002, 4.0054438E-004, 4.0054438E-004, 2.8377256E-002
 1.7400345E+002, 1.9244990E-001, 2.0312919E-001, 3.6881651E-005, 9.2097855E-003, 1.2485636E+002, 7.3695713E+001, 3.1390610E+002, 4.0985157E-004, 4.0985157E-004, 2.8668082E-002
 1.7500371E+002, 1.9246927E-001, 2.0281449E-001, 3.6834343E-005, 9.1984678E-003, 1.2408268E+002, 7.0974829E+001, 3.1941948E+002, 4.0998646E-004, 4.0998646E-004, 2.8970279E-002
 1.7600243E+002, 1.9226675E-001, 2.0306488E-001, 3.7328861E-005, 9.3167737E-003, 1.2522507E+002, 7.2496059E+001, 3.2650619E+002, 4.2897351E-004, 4.2897351E-004, 2.9277077E-002
 1.7700646E+002, 1.9175972E-001, 2.0321389E-001, 3.8566964E-005, 9.6129714E-003, 1.2721003E+002, 7.4393777E+001, 3.3099359E+002, 4.1654609E-004, 4.1654609E-004, 2.9585166E-002
 1.7801170E+002, 1.9152762E-001, 2.0339295E-001, 3.9133740E-005, 9.7485640E-003, 1.2651508E+002, 7.7382527E+001, 3.2958620E+002, 4.1119544E-004, 4.1119544E-004, 2.9889942E-002
 1.7900698E+002, 1.9103618E-001, 2.0393461E-001, 4.0333774E-005, 1.0035654E-002, 1.2943408E+002, 7.4795676E+001, 3.2837555E+002, 4.3431103E-004, 4.3431103E-004, 3.0194444E-002
 1.8001161E+002, 1.9066336E-001, 2.0443950E-001, 4.1244156E-005, 1.0253449E-002, 1.3272937E+002, 7.4414759E+001, 3.3552935E+002, 4.2423508E-004, 4.2423508E-004, 3.0505425E-002
 1.8100871E+002, 1.9107905E-001, 2.0458008E-001, 4.0229096E-005, 1.0010612E-002, 1.2856226E+002, 7.4568695E+001, 3.3700983E+002, 4.3212056E-004, 4.3212056E-004, 3.0814388E-002
 1.8200734E+002, 1.9128279E-001, 2.0422451E-001, 3.9731595E-005, 9.8915919E-003, 1.2643665E+002, 7.4566245E+001, 3.3503373E+002, 4.2893012E-004, 4.2893012E-004, 3.1119967E-002
 1.8301129E+002, 1.9108523E-001, 2.0337068E-001, 4.0214009E-005, 1.0007002E-002, 1.2680172E+002, 7.5374272E+001, 3.4606931E+002, 4.3351369E-004, 4.3351369E-004, 3.1440111E-002
 1.8400724E+002, 1.9077919E-001, 2.0326897E-001, 4.0961354E-005, 1.0185793E-002, 1.2601030E+002, 7.4905304E+001, 3.3567032E+002, 4.3487142E-004, 4.3487142E-004, 3.1745030E-002
 1.8500829E+002, 1.9069780E-001, 2.0342984E-001, 4.1160092E-005, 1.0233339E-002, 1.2652113E+002, 7.8214671E+001, 3.2615333E+002, 4.3639860E-004, 4.3639860E-004, 3.2050935E-002
 1.8600004E+002, 1.9051488E-001, 2.0344598E-001, 4.1606757E-005, 1.0340196E-002, 1.2839870E+002, 8.2552538E+001, 3.2054277E+002, 4.1065613E-004, 4.1065613E-004, 3.2357192E-002
 1.8700993E+002, 1.9031617E-001, 2.0335576E-001, 4.2091975E-005, 1.0456278E-002, 1.3055024E+002, 8.2561410E+001, 3.1726449E+002, 4.4866814E-004, 4.4866814E-004, 3.2667347E-002
 1.8801011E+002, 1.9001358E-001, 2.0305907E-001, 4.2830851E-005, 1.0633043E-002, 1.3293239E+002, 8.0715029E+001, 3.1186478E+002, 4.2145594E-004, 4.2145594E-004, 3.2974440E-002
 1.8900355E+002, 1.8970623E-001, 2.0263852E-001, 4.3581356E-005, 1.0812590E-002, 1.3591170E+002, 8.3902070E+001, 3.0290603E+002, 4.2653865E-004, 4.2653865E-004, 3.3275441E-002
 1.9000395E+002, 1.8934819E-001, 2.0193069E-001, 4.4455658E-005, 1.1021753E-002, 1.3938692E+002, 8.4535658E+001, 3.1450526E+002, 4.4001908E-004, 4.4001908E-004, 3.3592041E-002
 1.9100557E+002, 1.8923688E-001, 2.0125946E-001, 4.4727449E-005, 1.1086775E-002, 1.4026959E+002, 8.5733193E+001, 3.1185650E+002, 4.2450918E-004, 4.2450918E-004, 3.3901112E-002
 1.9201084E+002, 1.8933033E-001, 2.0108017E-001, 4.4499266E-005, 1.1032186E-002, 1.3841051E+002, 8.3854957E+001, 3.1020724E+002, 4.4370199E-004, 4.4370199E-004, 3.4213075E-002
 1.9301039E+002, 1.8899789E-001, 2.0133145E-001, 4.5311056E-005, 1.1226395E-002, 1.3641011E+002, 8.2655592E+001, 2.9956700E+002, 4.1390777E-004, 4.1390777E-004, 3.4517101E-002
 1.9400737E+002, 1.8879302E-001, 2.0162448E-001, 4.5811347E-005, 1.1346082E-002, 1.3569050E+002, 8.1978366E+001, 2.8585613E+002, 4.3505243E-004, 4.3505243E-004, 3.4816288E-002
 1.9500840E+002, 1.8880058E-001, 2.0158147E-001, 4.5792863E-005, 1.1341660E-002, 1.3894863E+002, 8.3770384E+001, 2.9444166E+002, 4.5049640E-004, 4.5049640E-004, 3.5131183E-002
 1.9600322E+002, 1.8854377E-001, 2.0108104E-001, 4.6419957E-005, 1.1491682E-002, 1.4237521E+002, 8.3810929E+001, 2.8357703E+002, 4.2030974E-004, 4.2030974E-004, 3.5431853E-002
 1.9701019E+002, 1.8824233E-001, 2.0036799E-001, 4.7156049E-005, 1.1667781E-002, 1.4267733E+002, 8.4779790E+001, 2.7595253E+002, 4.2795745E-004, 4.2795745E-004, 3.5734966E-002
 1.9800138E+002, 1.8718235E-001, 2.0013691E-001, 4.9744430E-005, 1.2287013E-002, 1.3989453E+002, 8.4701046E+001, 2.8990679E+002, 4.3228519E-004, 4.3228519E-004, 3.6052454E-002
 1.9900755E+002, 1.8700866E-001, 2.0033897E-001, 5.0168559E-005, 1.2388479E-002, 1.3959726E+002, 8.2857495E+001, 2.8820357E+002, 4.3705338E-004, 4.3705338E-004, 3.6360987E-002
 2.0000663E+002, 1.8694612E-001, 2.0047405E-001, 5.0321289E-005, 1.2425018E-002, 1.3900987E+002, 8.4476273E+001, 2.7943217E+002, 4.1088992E-004, 4.1088992E-004, 3.6666349E-002
 2.0101015E+002, 1.8700344E-001, 2.0045034E-001, 5.0181319E-005, 1.2391532E-002, 1.3974165E+002, 8.6014562E+001, 2.7041786E+002, 4.4182345E-004, 4.4182345E-004, 3.6971790E-002
 2.0200273E+002, 1.8676564E-001, 2.0049424E-001, 5.0761960E-005, 1.2530442E-002, 1.4654228E+002, 8.7399123E+001, 2.7611069E+002, 4.3874663E-004, 4.3874663E-004, 3.7286931E-002
 2.0300062E+002, 1.8660552E-001, 2.0035059E-001, 5.1152935E-005, 1.2623977E-002, 1.5387703E+002, 8.8166982E+001, 2.6877556E+002, 4.1954659E-004, 4.1954659E-004, 3.7591241E-002
 2.0400324E+002, 1.8694041E-001, 1.9989056E-001, 5.0335174E-005, 1.2428339E-002, 1.5247684E+002, 9.0242554E+001, 2.5854482E+002, 4.2835631E-004, 4.2835631E-004, 3.7894828E-002
 2.0500474E+002, 1.8686435E-001, 1.9934109E-001, 5.0520902E-005, 1.2472772E-002, 1.5163049E+002, 8.8007585E+001, 2.5622696E+002, 4.1915432E-004, 4.1915432E-004, 3.8203187E-002
 2.0600031E+002, 1.8681896E-001, 1.9898334E-001, 5.0631763E-005, 1.2499294E-002, 1.4836559E+002, 9.0084799E+001, 2.4865285E+002, 4.4108672E-004, 4.4108672E-004, 3.8505568E-002
 2.0700620E+002, 1.8598858E-001, 1.9888360E-001, 5.2659461E-005, 1.2984390E-002, 1.4876993E+002, 8.8495900E+001, 2.5067475E+002, 4.3995515E-004, 4.3995515E-004, 3.8815139E-002
 2.0800349E+002, 1.8552112E-001, 1.9895368E-001, 5.3800964E-005, 1.3257478E-002, 1.4724635E+002, 8.9736808E+001, 2.5127119E+002, 4.2131716E-004, 4.2131716E-004, 3.9124433E-002
 2.0900560E+002, 1.8548429E-001, 1.9902268E-001, 5.3890888E-005, 1.3278991E-002, 1.4608671E+002, 9.2746528E+001, 2.5248346E+002, 4.3513606E-004, 4.3513606E-004, 3.9436039E-002
 2.1000779E+002, 1.8558820E-001, 1.9848781E-001, 5.3637156E-005, 1.3218289E-002, 1.4831112E+002, 9.1801146E+001, 2.4587935E+002, 4.2611031E-004, 4.2611031E-004, 3.9743418E-002
 2.1100938E+002, 1.8528583E-001, 1.9748019E-001, 5.4375479E-005, 1.3394922E-002, 1.5388277E+002, 9.0182260E+001, 2.4166634E+002, 4.3597872E-004, 4.3597872E-004, 4.0050796E-002
 2.1200915E+002, 1.8457871E-001, 1.9747030E-001, 5.6102149E-005, 1.3808002E-002, 1.6369299E+002, 8.8624611E+001, 2.2787815E+002, 4.2030700E-004, 4.2030700E-004, 4.0351721E-002
 2.1300040E+002, 1.8459999E-001, 1.9817833E-001, 5.6050191E-005, 1.3795572E-002, 1.6236702E+002, 8.7015021E+001, 2.2315366E+002, 4.2713421E-004, 4.2713421E-004, 4.0658228E-002
 2.1400411E+002, 1.8467748E-001, 1.9850150E-001, 5.5860974E-005, 1.3750304E-002, 1.6267774E+002, 8.6406721E+001, 2.3063800E+002, 4.5068419E-004, 4.5068419E-004, 4.0975006E-002
 2.1500160E+002, 1.8467894E-001, 1.9812968E-001, 5.5857420E-005, 1.3749454E-002, 1.6140645E+002, 8.7664640E+001, 2.1529311E+002, 4.2549889E-004, 4.2549889E-004, 4.1274777E-002
 2.1601040E+002, 1.8487974E-001, 1.9760293E-001, 5.5367103E-005, 1.3632153E-002, 1.5508630E+002, 9.1104088E+001, 2.2678135E+002, 4.3740600E-004, 4.3740600E-004, 4.1594144E-002
 2.1700538E+002, 1.8470904E-001, 1.9651435E-001, 5.5783925E-005, 1.3731872E-002, 1.5743496E+002, 9.1757140E+001, 2.1791740E+002, 4.1594766E-004, 4.1594766E-004, 4.1897051E-002
 2.1800194E+002, 1.8441613E-001, 1.9564657E-001, 5.6499177E-005, 1.3902985E-002, 1.5632702E+002, 9.1032597E+001, 2.1024318E+002, 4.3790161E-004, 4.3790161E-004, 4.2197719E-002
 2.1900022E+002, 1.8424627E-001, 1.9575112E-001, 5.6913974E-005, 1.4002219E-002, 1.5562126E+002, 9.2001084E+001, 2.1369016E+002, 4.2188100E-004, 4.2188100E-004, 4.2507263E-002
 2.2000585E+002, 1.8418911E-001, 1.9695630E-001, 5.7053553E-005, 1.4035611E-002, 1.5658419E+002, 9.3173795E+001, 2.0939351E+002, 4.4547665E-004, 4.4547665E-004, 4.2815916E-002
 2.2100715E+002, 1.8388616E-001, 1.9854896E-001, 5.7793332E-005, 1.4212592E-002, 1.5268962E+002, 9.5853645E+001, 2.1191669E+002, 4.1528834E-004, 4.1528834E-004, 4.3128671E-002
 2.2200601E+002, 1.8348890E-001, 1.9861946E-001, 5.8763403E-005, 1.4444667E-002, 1.5402839E+002, 9.5549534E+001, 1.9759666E+002, 4.3917671E-004, 4.3917671E-004, 4.3429652E-002
 2.2300086E+002, 1.8359505E-001, 1.9706295E-001, 5.8504189E-005, 1.4382654E-002, 1.5565250E+002, 9.4502238E+001, 1.9907276E+002, 4.2531246E-004, 4.2531246E-004, 4.3739857E-002
 2.2400629E+002, 1.8372512E-001, 1.9592262E-001, 5.8186556E-005, 1.4306665E-002, 1.5667517E+002, 9.8538052E+001, 1.8156737E+002, 4.2693747E-004, 4.2693747E-004, 4.4036760E-002
 2.2500814E+002, 1.8357083E-001, 1.9509264E-001, 5.8563312E-005, 1.4396799E-002, 1.5806485E+002, 9.8098453E+001, 1.9579649E+002, 4.3622129E-004, 4.3622129E-004, 4.4356058E-002
 2.2600160E+002, 1.8333365E-001, 1.9434206E-001, 5.9142474E-005, 1.4535354E-002, 1.6062624E+002, 9.7676512E+001, 1.9903580E+002, 4.2996096E-004, 4.2996096E-004, 4.4667686E-002
 2.2700068E+002, 1.8321912E-001, 1.9390812E-001, 5.9422131E-005, 1.4602258E-002, 1.6159699E+002, 9.6826761E+001, 1.8498278E+002, 4.2060037E-004, 4.2060037E-004, 4.4968694E-002
 2.2800306E+002, 1.8317960E-001, 1.9339427E-001, 5.9518641E-005, 1.4625346E-002, 1.5957937E+002, 9.7884310E+001, 1.8588693E+002, 4.3354448E-004, 4.3354448E-004, 4.5282340E-002
 2.2900287E+002, 1.8314599E-001, 1.9352877E-001, 5.9600724E-005, 1.4644984E-002, 1.5818362E+002, 9.9849033E+001, 1.8036938E+002, 4.2811769E-004, 4.2811769E-004, 4.5590761E-002
 2.3000109E+002, 1.8305229E-001, 1.9423246E-001, 5.9829519E-005, 1.4699720E-002, 1.5868306E+002, 1.0126472E+002, 1.7827603E+002, 4.3295176E-004, 4.3295176E-004, 4.5901956E-002
 2.3100737E+002, 1.8289815E-001, 1.9451990E-001, 6.0205914E-005, 1.4789766E-002, 1.5898502E+002, 9.9821866E+001, 1.8582507E+002, 4.4277074E-004, 4.4277074E-004, 4.6221014E-002
 2.3200092E+002, 1.8269368E-001, 1.9416553E-001, 6.0705194E-005, 1.4909212E-002, 1.6081366E+002, 9.9169363E+001, 1.6750797E+002, 4.1610991E-004, 4.1610991E-004, 4.6518446E-002
 2.3300329E+002, 1.8259166E-001, 1.9363454E-001, 6.0954330E-005, 1.4968814E-002, 1.6304682E+002, 9.8572493E+001, 1.7307338E+002, 4.4538049E-004, 4.4538049E-004, 4.6833583E-002
 2.3400233E+002, 1.8232532E-001, 1.9343471E-001, 6.1604677E-005, 1.5124399E-002, 1.6594169E+002, 1.0007156E+002, 1.6965339E+002, 4.3454731E-004, 4.3454731E-004, 4.7144107E-002
 2.3500577E+002, 1.8184441E-001, 1.9351131E-001, 6.2778987E-005, 1.5405335E-002, 1.7028184E+002, 1.0186937E+002, 1.7194953E+002, 4.3317834E-004, 4.3317834E-004, 4.7459345E-002
 2.3601102E+002, 1.8156963E-001, 1.9341938E-001, 6.3449960E-005, 1.5565856E-002, 1.7378333E+002, 9.8720498E+001, 1.6400192E+002, 4.0361022E-004, 4.0361022E-004, 4.7767014E-002
 2.3700722E+002, 1.8186366E-001, 1.9292723E-001, 6.2731988E-005, 1.5394092E-002, 1.7099728E+002, 1.0195103E+002, 1.4459376E+002, 4.2596644E-004, 4.2596644E-004, 4.8063229E-002
 2.3800893E+002, 1.8217396E-001, 1.9196144E-001, 6.1974290E-005, 1.5212824E-002, 1.6626359E+002, 1.0184636E+002, 1.5550549E+002, 4.3533700E-004, 4.3533700E-004, 4.8378879E-002
 2.3900220E+002, 1.8214692E-001, 1.9123625E-001, 6.2040319E-005, 1.5228620E-002, 1.6386039E+002, 1.0379127E+002, 1.6559566E+002, 4.5134982E-004, 4.5134982E-004, 4.8696468E-002
 2.4000975E+002, 1.8192326E-001, 1.9149112E-001, 6.2586486E-005, 1.5359282E-002, 1.6276517E+002, 1.0464810E+002, 1.6538362E+002, 4.1774138E-004, 4.1774138E-004, 4.9009317E-002
 2.4100266E+002, 1.8173314E-001, 1.9174413E-001, 6.3050732E-005, 1.5470346E-002, 1.6265489E+002, 1.0469768E+002, 1.4870872E+002, 4.2434643E-004, 4.2434643E-004, 4.9310719E-002
 2.4200825E+002, 1.8168602E-001, 1.9157139E-001, 6.3165777E-005, 1.5497869E-002, 1.6528509E+002, 1.0231053E+002, 1.5788187E+002, 4.3466717E-004, 4.3466717E-004, 4.9630733E-002
 2.4300234E+002, 1.8094725E-001, 1.9152450E-001, 6.4969763E-005, 1.5929446E-002, 1.7635907E+002, 1.0263331E+002, 1.4728070E+002, 4.2023471E-004, 4.2023471E-004, 4.9937207E-002
 2.4400718E+002, 1.8110490E-001, 1.9135869E-001, 6.4584802E-005, 1.5837350E-002, 1.7004864E+002, 1.0224566E+002, 1.3891992E+002, 4.3579110E-004, 4.3579110E-004, 5.0245948E-002
 2.4500192E+002, 1.8094652E-001, 1.9043814E-001, 6.4971537E-005, 1.5929870E-002, 1.7124469E+002, 1.0243781E+002, 1.4134123E+002, 4.3738124E-004, 4.3738124E-004, 5.0562137E-002
 2.4600481E+002, 1.8072582E-001, 1.8919893E-001, 6.5510468E-005, 1.6058801E-002, 1.7313831E+002, 1.0204125E+002, 1.4110871E+002, 4.3186733E-004, 4.3186733E-004, 5.0874039E-002
 2.4700903E+002, 1.8038583E-001, 1.8867943E-001, 6.6340673E-005, 1.6257415E-002, 1.7712624E+002, 1.0393339E+002, 1.4291581E+002, 4.3394167E-004, 4.3394167E-004, 5.1189529E-002
 2.4800766E+002, 1.8061248E-001, 1.8899547E-001, 6.5787232E-005, 1.6125013E-002, 1.6929469E+002, 1.0341600E+002, 1.3364856E+002, 4.0855558E-004, 4.0855558E-004, 5.1496353E-002
 2.4901061E+002, 1.8065362E-001, 1.8941381E-001, 6.5686789E-005, 1.6100984E-002, 1.6712503E+002, 1.0477120E+002, 1.2334880E+002, 4.2480869E-004, 4.2480869E-004, 5.1802921E-002
 2.5000785E+002, 1.8067602E-001, 1.8916735E-001, 6.5632086E-005, 1.6087897E-002, 1.6597947E+002, 1.0643525E+002, 1.2589374E+002, 4.4192614E-004, 4.4192614E-004, 5.2118858E-002
