s,mol/mol,mol/mol,mol/mol,mol/mol,C,mg/m3,Pa,kW,kW,kg,kg
 5.3006607E+001, 2.0577582E-001, 2.0755368E-001, 4.3413577E-006, 1.4250073E-003, 4.1784859E+001, 1.3896508E+001, 5.8492429E+001, 1.2536558E-004, 1.2536558E-004, 2.9127314E-003, 1.5311934E-005
 5.4012723E+001, 2.0572676E-001, 2.0755368E-001, 4.4611525E-006, 1.4536664E-003, 4.1995330E+001, 1.3714300E+001, 5.9965688E+001, 1.2699617E-004, 1.2699617E-004, 3.0231480E-003, 1.6204604E-005
 5.5015096E+001, 2.0566575E-001, 2.0755368E-001, 4.6101232E-006, 1.4893054E-003, 4.2490698E+001, 1.4295738E+001, 6.1692636E+001, 1.2978746E-004, 1.2978746E-004, 3.1348471E-003, 1.7116883E-005
 5.6012960E+001, 2.0552303E-001, 2.0755368E-001, 4.9586475E-006, 1.5726846E-003, 4.3485503E+001, 1.5378373E+001, 6.4779399E+001, 1.3258943E-004, 1.3258943E-004, 3.2485699E-003, 1.7990555E-005
 5.7009221E+001, 2.0548176E-001, 2.0755366E-001, 5.0594180E-006, 1.5967924E-003, 4.3671588E+001, 1.5767030E+001, 6.7569179E+001, 1.3422441E-004, 1.3422441E-004, 3.3635439E-003, 1.8882118E-005
 5.8006885E+001, 2.0541771E-001, 2.0755319E-001, 5.2158346E-006, 1.6342128E-003, 4.4200000E+001, 1.5928391E+001, 6.8528175E+001, 1.3597578E-004, 1.3597578E-004, 3.4802375E-003, 1.9877221E-005
 5.9003224E+001, 2.0535602E-001, 2.0755207E-001, 5.3664748E-006, 1.6702512E-003, 4.4896852E+001, 1.5545266E+001, 6.9989354E+001, 1.3911571E-004, 1.3911571E-004, 3.5990667E-003, 2.0874914E-005
 6.0001121E+001, 2.0536192E-001, 2.0755157E-001, 5.3520594E-006, 1.6668025E-003, 4.4853648E+001, 1.5751548E+001, 7.3488566E+001, 1.4116628E-004, 1.4116628E-004, 3.7200532E-003, 2.1839501E-005
 6.1000812E+001, 2.0529002E-001, 2.0755152E-001, 5.5276299E-006, 1.7088051E-003, 4.5380421E+001, 1.5827830E+001, 7.4374435E+001, 1.4410720E-004, 1.4410720E-004, 3.8422414E-003, 2.2794160E-005
 6.2002203E+001, 2.0526230E-001, 2.0755174E-001, 5.5953290E-006, 1.7250011E-003, 4.5662193E+001, 1.6304320E+001, 7.6196701E+001, 1.4760160E-004, 1.4760160E-004, 3.9680609E-003, 2.3817135E-005
 6.3005223E+001, 2.0522294E-001, 2.0755193E-001, 5.6914383E-006, 1.7479939E-003, 4.5930623E+001, 1.7398506E+001, 7.7693115E+001, 1.4816831E-004, 1.4816831E-004, 4.0954204E-003, 2.4877761E-005
 6.4009998E+001, 2.0489840E-001, 2.0755205E-001, 6.4839282E-006, 1.9375852E-003, 4.8349005E+001, 1.8184081E+001, 7.8815546E+001, 1.5048480E-004, 1.5048480E-004, 4.2247382E-003, 2.5960874E-005
 6.5011180E+001, 2.0464819E-001, 2.0755212E-001, 7.0949357E-006, 2.0837596E-003, 5.0036155E+001, 1.9513266E+001, 7.8353780E+001, 1.5356607E-004, 1.5356607E-004, 4.3552035E-003, 2.7181310E-005
 6.6000091E+001, 2.0440822E-001, 2.0755217E-001, 7.6809059E-006, 2.2239442E-003, 5.2317733E+001, 2.0074570E+001, 7.7768912E+001, 1.5605953E-004, 1.5605953E-004, 4.4863565E-003, 2.8477231E-005
 6.7012412E+001, 2.0440186E-001, 2.0755222E-001, 7.6964211E-006, 2.2276560E-003, 5.2630008E+001, 1.9981035E+001, 7.7880190E+001, 1.5881332E-004, 1.5881332E-004, 4.6207393E-003, 2.9845126E-005
 6.8008256E+001, 2.0435324E-001, 2.0755226E-001, 7.8151627E-006, 2.2560632E-003, 5.3130883E+001, 1.9514301E+001, 7.8561936E+001, 1.6046031E-004, 1.6046031E-004, 4.7576973E-003, 3.1349951E-005
 6.9004744E+001, 2.0432249E-001, 2.0755225E-001, 7.8902301E-006, 2.2740219E-003, 5.3269835E+001, 1.8606648E+001, 7.8364785E+001, 1.6270821E-004, 1.6270821E-004, 4.8943929E-003, 3.2957092E-005
 7.0001252E+001, 2.0427895E-001, 2.0755228E-001, 7.9965660E-006, 2.2994612E-003, 5.3473705E+001, 2.1327949E+001, 8.0388421E+001, 1.6674827E-004, 1.6674827E-004, 5.0336113E-003, 3.4581831E-005
 7.1002472E+001, 2.0421060E-001, 2.0755237E-001, 8.1634644E-006, 2.3393891E-003, 5.3850166E+001, 2.1106256E+001, 8.3206660E+001, 1.6819481E-004, 1.6819481E-004, 5.1745653E-003, 3.6283200E-005
 7.2005335E+001, 2.0424175E-001, 2.0755251E-001, 8.0874018E-006, 2.3211923E-003, 5.3510767E+001, 2.2353973E+001, 8.5613917E+001, 1.6962509E-004, 1.6962509E-004, 5.3175305E-003, 3.8036896E-005
 7.3009860E+001, 2.0421297E-001, 2.0755267E-001, 8.1576830E-006, 2.3380060E-003, 5.3694475E+001, 2.2159161E+001, 8.6671299E+001, 1.7284451E-004, 1.7284451E-004, 5.4631104E-003, 3.9854665E-005
 7.4012158E+001, 2.0420647E-001, 2.0755284E-001, 8.1735647E-006, 2.3418055E-003, 5.3675728E+001, 2.1736052E+001, 8.8195309E+001, 1.7646219E-004, 1.7646219E-004, 5.6097552E-003, 4.1687980E-005
 7.5004680E+001, 2.0423221E-001, 2.0755300E-001, 8.1106959E-006, 2.3267650E-003, 5.3378454E+001, 2.3148410E+001, 9.0609530E+001, 1.7610805E-004, 1.7610805E-004, 5.7581698E-003, 4.3499740E-005
 7.6000746E+001, 2.0423691E-001, 2.0755319E-001, 8.0992315E-006, 2.3240224E-003, 5.3262455E+001, 2.3306264E+001, 9.4499633E+001, 1.7872898E-004, 1.7872898E-004, 5.9071115E-003, 4.5339769E-005
 7.7007603E+001, 2.0427333E-001, 2.0755332E-001, 8.0103107E-006, 2.3027494E-003, 5.2889407E+001, 2.4492054E+001, 9.8341394E+001, 1.8249727E-004, 1.8249727E-004, 6.0587424E-003, 4.7184076E-005
 7.8014402E+001, 2.0429585E-001, 2.0755328E-001, 7.9553190E-006, 2.2895935E-003, 5.2602479E+001, 2.6965409E+001, 1.0351455E+002, 1.8409709E-004, 1.8409709E-004, 6.2145506E-003, 4.8975982E-005
 7.9005660E+001, 2.0426625E-001, 2.0755294E-001, 8.0275993E-006, 2.3068854E-003, 5.2759614E+001, 2.6435694E+001, 1.0190935E+002, 1.8814778E-004, 1.8814778E-004, 6.3689184E-003, 5.0833202E-005
 8.0006500E+001, 2.0423322E-001, 2.0755231E-001, 8.1082489E-006, 2.3261796E-003, 5.2923909E+001, 2.6703426E+001, 1.0444841E+002, 1.8951413E-004, 1.8951413E-004, 6.5274516E-003, 5.2667879E-005
 8.1010000E+001, 2.0422532E-001, 2.0755139E-001, 8.1275441E-006, 2.3307957E-003, 5.2889308E+001, 2.6955098E+001, 1.0628287E+002, 1.9255367E-004, 1.9255367E-004, 6.6867484E-003, 5.4630216E-005
 8.2003644E+001, 2.0420297E-001, 2.0755029E-001, 8.1821202E-006, 2.3438523E-003, 5.2931620E+001, 2.6551589E+001, 1.0803842E+002, 1.9284483E-004, 1.9284483E-004, 6.8471050E-003, 5.6662767E-005
 8.3007027E+001, 2.0413057E-001, 2.0754818E-001, 8.3589160E-006, 2.3861480E-003, 5.3338581E+001, 2.7565581E+001, 1.0699660E+002, 1.9445959E-004, 1.9445959E-004, 7.0084061E-003, 5.8814279E-005
 8.4001336E+001, 2.0399808E-001, 2.0754358E-001, 8.6824627E-006, 2.4635517E-003, 5.4319902E+001, 2.9062907E+001, 1.1053158E+002, 1.9766122E-004, 1.9766122E-004, 7.1735338E-003, 6.1049839E-005
 8.5010579E+001, 2.0378927E-001, 2.0754148E-001, 9.1923585E-006, 2.5855367E-003, 5.5654779E+001, 2.8834199E+001, 1.1075935E+002, 2.0220477E-004, 2.0220477E-004, 7.3398991E-003, 6.3324117E-005
 8.6001604E+001, 2.0339672E-001, 2.0754403E-001, 1.0150916E-005, 2.8148571E-003, 5.8894760E+001, 2.9365023E+001, 1.1455483E+002, 2.0453248E-004, 2.0453248E-004, 7.5085848E-003, 6.5597616E-005
 8.7012827E+001, 2.0336324E-001, 2.0754413E-001, 1.0232691E-005, 2.8344207E-003, 5.8437224E+001, 2.9001857E+001, 1.1604092E+002, 2.0372391E-004, 2.0372391E-004, 7.6784149E-003, 6.7875806E-005
 8.8000124E+001, 2.0322474E-001, 2.0753489E-001, 1.0570890E-005, 2.9153296E-003, 5.9395880E+001, 2.7738745E+001, 1.1827339E+002, 2.0627095E-004, 2.0627095E-004, 7.8496887E-003, 7.0130676E-005
 8.9003654E+001, 2.0296150E-001, 2.0751224E-001, 1.1213720E-005, 3.0691173E-003, 6.0301800E+001, 2.7417976E+001, 1.1817437E+002, 2.1557435E-004, 2.1557435E-004, 8.0220383E-003, 7.2549606E-005
 9.0006071E+001, 2.0273662E-001, 2.0748570E-001, 1.1762832E-005, 3.2004839E-003, 6.2778071E+001, 2.8933988E+001, 1.1793810E+002, 2.1379759E-004, 2.1379759E-004, 8.1966325E-003, 7.5170580E-005
 9.1008542E+001, 2.0241980E-001, 2.0748355E-001, 1.2536451E-005, 3.3855607E-003, 6.6053281E+001, 2.9995244E+001, 1.2213100E+002, 2.1350104E-004, 2.1350104E-004, 8.3737905E-003, 7.7765122E-005
 9.2010468E+001, 2.0231082E-001, 2.0751420E-001, 1.2802617E-005, 3.4492371E-003, 6.5755314E+001, 3.0920213E+001, 1.2294215E+002, 2.1755866E-004, 2.1755866E-004, 8.5513691E-003, 8.0494037E-005
 9.3001347E+001, 2.0230384E-001, 2.0752989E-001, 1.2819697E-005, 3.4533233E-003, 6.5267140E+001, 3.2405068E+001, 1.2541725E+002, 2.1826737E-004, 2.1826737E-004, 8.7317954E-003, 8.3451775E-005
 9.4010550E+001, 2.0221764E-001, 2.0753697E-001, 1.3030182E-005, 3.5036786E-003, 6.6011139E+001, 3.0385897E+001, 1.2413738E+002, 2.2130853E-004, 2.2130853E-004, 8.9114773E-003, 8.6434773E-005
 9.5005186E+001, 2.0204252E-001, 2.0754360E-001, 1.3457817E-005, 3.6059840E-003, 6.6674257E+001, 3.0101979E+001, 1.2815889E+002, 2.2832488E-004, 2.2832488E-004, 9.0952912E-003, 8.9400715E-005
 9.6009068E+001, 2.0200666E-001, 2.0754817E-001, 1.3545412E-005, 3.6269397E-003, 6.6351975E+001, 3.3955303E+001, 1.3035118E+002, 2.2962019E-004, 2.2962019E-004, 9.2803246E-003, 9.2485437E-005
 9.7009816E+001, 2.0186560E-001, 2.0754846E-001, 1.3889837E-005, 3.7093383E-003, 6.7608205E+001, 3.6307609E+001, 1.3070348E+002, 2.2823711E-004, 2.2823711E-004, 9.4664431E-003, 9.5738916E-005
 9.8009162E+001, 2.0171479E-001, 2.0754812E-001, 1.4258113E-005, 3.7974427E-003, 6.9120916E+001, 3.5028791E+001, 1.3041013E+002, 2.3159854E-004, 2.3159854E-004, 9.6530116E-003, 9.9049781E-005
 9.9010999E+001, 2.0137294E-001, 2.0754586E-001, 1.5092874E-005, 3.9971469E-003, 7.1468670E+001, 3.5693113E+001, 1.3353708E+002, 2.3541900E-004, 2.3541900E-004, 9.8416101E-003, 1.0245243E-004
 1.0000962E+002, 2.0122067E-001, 2.0753764E-001, 1.5464681E-005, 4.0860959E-003, 7.2724821E+001, 3.6645324E+001, 1.3898422E+002, 2.3867606E-004, 2.3867606E-004, 1.0034353E-002, 1.0590842E-004
 1.0100134E+002, 2.0119290E-001, 2.0752689E-001, 1.5532501E-005, 4.1023209E-003, 7.3055135E+001, 3.4452565E+001, 1.4151081E+002, 2.3573482E-004, 2.3573482E-004, 1.0224842E-002, 1.0939458E-004
 1.0200413E+002, 2.0139921E-001, 2.0752247E-001, 1.5028689E-005, 3.9817914E-003, 7.1966603E+001, 3.2757276E+001, 1.4427398E+002, 2.3794018E-004, 2.3794018E-004, 1.0416983E-002, 1.1284743E-004
 1.0300828E+002, 2.0131182E-001, 2.0752618E-001, 1.5242112E-005, 4.0328498E-003, 7.2173433E+001, 3.3889229E+001, 1.4562155E+002, 2.4342370E-004, 2.4342370E-004, 1.0612933E-002, 1.1638676E-004
 1.0400992E+002, 2.0127186E-001, 2.0753466E-001, 1.5339705E-005, 4.0561975E-003, 7.1564485E+001, 3.8352581E+001, 1.4903852E+002, 2.4638873E-004, 2.4638873E-004, 1.0810463E-002, 1.2000978E-004
 1.0500331E+002, 2.0137307E-001, 2.0753876E-001, 1.5092648E-005, 3.9970927E-003, 6.8999355E+001, 3.8191627E+001, 1.5188149E+002, 2.5201464E-004, 2.5201464E-004, 1.1009398E-002, 1.2369935E-004
 1.0600879E+002, 2.0132939E-001, 2.0754071E-001, 1.5199307E-005, 4.0226093E-003, 6.9014478E+001, 3.7092735E+001, 1.5337858E+002, 2.5091315E-004, 2.5091315E-004, 1.1206661E-002, 1.2741738E-004
 1.0700535E+002, 2.0118053E-001, 2.0753625E-001, 1.5562759E-005, 4.1095597E-003, 7.1235530E+001, 3.9330813E+001, 1.5841989E+002, 2.5760734E-004, 2.5760734E-004, 1.1411860E-002, 1.3112559E-004
 1.0801145E+002, 2.0102944E-001, 2.0748970E-001, 1.5931736E-005, 4.1978319E-003, 7.2213342E+001, 4.0552047E+001, 1.6179429E+002, 2.5717012E-004, 2.5717012E-004, 1.1617555E-002, 1.3513570E-004
 1.0900345E+002, 2.0092334E-001, 2.0740445E-001, 1.6190854E-005, 4.2598221E-003, 7.2277128E+001, 4.0843708E+001, 1.6071702E+002, 2.5335559E-004, 2.5335559E-004, 1.1817695E-002, 1.3901991E-004
 1.1000643E+002, 2.0084225E-001, 2.0734158E-001, 1.6388829E-005, 4.3071846E-003, 7.3046966E+001, 4.1374379E+001, 1.6428534E+002, 2.5962739E-004, 2.5962739E-004, 1.2024447E-002, 1.4285788E-004
 1.1100861E+002, 2.0071856E-001, 2.0732198E-001, 1.6690857E-005, 4.3794403E-003, 7.4192335E+001, 4.0605016E+001, 1.6812382E+002, 2.6620433E-004, 2.6620433E-004, 1.2235410E-002, 1.4692136E-004
 1.1200131E+002, 2.0065481E-001, 2.0733467E-001, 1.6846552E-005, 4.4166881E-003, 7.4516851E+001, 4.0431134E+001, 1.6832456E+002, 2.6392190E-004, 2.6392190E-004, 1.2444441E-002, 1.5121001E-004
 1.1301188E+002, 2.0029274E-001, 2.0736504E-001, 1.7730668E-005, 4.6281997E-003, 7.7634257E+001, 4.2292228E+001, 1.7237561E+002, 2.6919218E-004, 2.6919218E-004, 1.2657247E-002, 1.5552860E-004
 1.1400641E+002, 1.9999765E-001, 2.0738759E-001, 1.8451216E-005, 4.8005799E-003, 7.9799987E+001, 4.3249059E+001, 1.7171680E+002, 2.7080275E-004, 2.7080275E-004, 1.2868443E-002, 1.6004534E-004
