s,mol/mol,mol/mol,mol/mol,mol/mol,C,mg/m3,Pa,kW,kW,kg,kg
 5.3010033E+001, 2.0580817E-001, 2.0755367E-001, 4.2623642E-006, 1.4061094E-003, 4.1394322E+001, 1.4319916E+001, 5.9665570E+001, 3.4541331E+002, 2.3156709E-004, 2.9121185E-003, 1.5652012E-005
 5.4011247E+001, 2.0580905E-001, 2.0755361E-001, 4.2601997E-006, 1.4055916E-003, 4.1166222E+001, 1.4318267E+001, 6.1230134E+001, 3.5230374E+002, 2.3711929E-004, 3.0220522E-003, 1.6561774E-005
 5.5013065E+001, 2.0583049E-001, 2.0755357E-001, 4.2078526E-006, 1.3930683E-003, 4.1051557E+001, 1.4411529E+001, 6.2436929E+001, 3.6011217E+002, 2.9669596E-004, 3.1338566E-003, 1.7460194E-005
 5.6004371E+001, 2.0582689E-001, 2.0755364E-001, 4.2166439E-006, 1.3951715E-003, 4.1324494E+001, 1.3170736E+001, 6.4037837E+001, 3.6562267E+002, 3.1708932E-004, 3.2467746E-003, 1.8389430E-005
 5.7008648E+001, 2.0583961E-001, 2.0755367E-001, 4.1855813E-006, 1.3877402E-003, 4.1215093E+001, 1.2023113E+001, 6.5721514E+001, 3.7131773E+002, 3.4745509E-004, 3.3617916E-003, 1.9312216E-005
 5.8007488E+001, 2.0581612E-001, 2.0755368E-001, 4.2429372E-006, 1.4014618E-003, 4.1233292E+001, 1.3967237E+001, 6.6758051E+001, 3.8027712E+002, 4.0559475E-004, 3.4791091E-003, 2.0251057E-005
 5.9007018E+001, 2.0557421E-001, 2.0755368E-001, 4.8336719E-006, 1.5427863E-003, 4.3224678E+001, 1.6398491E+001, 7.0099060E+001, 3.8682199E+002, 4.3362521E-004, 3.5982846E-003, 2.1185497E-005
 6.0000661E+001, 2.0533016E-001, 2.0755368E-001, 5.4296179E-006, 1.6853577E-003, 4.5168957E+001, 1.6659169E+001, 7.2651155E+001, 3.9048842E+002, 4.0423120E-004, 3.7191305E-003, 2.2151909E-005
 6.1009471E+001, 2.0506784E-001, 2.0755367E-001, 6.0701687E-006, 1.8386000E-003, 4.7348599E+001, 1.6842943E+001, 7.2208450E+001, 4.0092955E+002, 4.5642380E-004, 3.8416984E-003, 2.3229957E-005
 6.2002218E+001, 2.0495973E-001, 2.0755367E-001, 6.3341711E-006, 1.9017588E-003, 4.7935678E+001, 1.7737995E+001, 7.3654847E+001, 4.0268551E+002, 5.0738015E-004, 3.9671035E-003, 2.4359993E-005
 6.3010788E+001, 2.0493973E-001, 2.0755366E-001, 6.3830144E-006, 1.9134438E-003, 4.8046030E+001, 1.8449648E+001, 7.3091241E+001, 4.1536727E+002, 5.6979222E-004, 4.0929501E-003, 2.5557668E-005
 6.4003913E+001, 2.0487918E-001, 2.0755365E-001, 6.5308596E-006, 1.9488136E-003, 4.8659465E+001, 2.0539852E+001, 7.5654917E+001, 4.1760112E+002, 5.7333675E-004, 4.2216487E-003, 2.6777015E-005
 6.5008935E+001, 2.0464729E-001, 2.0755364E-001, 7.0971086E-006, 2.0842804E-003, 5.0459413E+001, 2.1276730E+001, 7.5897807E+001, 4.2616257E+002, 6.4582917E-004, 4.3515369E-003, 2.8022831E-005
 6.6000743E+001, 2.0447466E-001, 2.0755363E-001, 7.5186610E-006, 2.1851307E-003, 5.1799976E+001, 2.1245614E+001, 7.7162198E+001, 4.3185060E+002, 6.9602483E-004, 4.4840039E-003, 2.9332626E-005
 6.7011397E+001, 2.0437425E-001, 2.0755363E-001, 7.7638415E-006, 2.2437867E-003, 5.2579637E+001, 2.0732745E+001, 7.6638263E+001, 4.3616728E+002, 6.9714430E-004, 4.6178415E-003, 3.0742002E-005
 6.8011782E+001, 2.0436425E-001, 2.0755363E-001, 7.7882696E-006, 2.2496308E-003, 5.2629643E+001, 1.9902132E+001, 7.8271524E+001, 4.4803609E+002, 6.5847529E-004, 4.7544319E-003, 3.2287852E-005
 6.9004063E+001, 2.0442024E-001, 2.0755363E-001, 7.6515442E-006, 2.2169212E-003, 5.2154336E+001, 2.0238870E+001, 8.2387544E+001, 4.5200484E+002, 7.1133163E-004, 4.8917845E-003, 3.3812465E-005
 7.0005224E+001, 2.0446726E-001, 2.0755363E-001, 7.5367275E-006, 2.1894530E-003, 5.1775507E+001, 1.9882501E+001, 8.5833466E+001, 4.5849153E+002, 6.6897963E-004, 5.0307237E-003, 3.5300962E-005
 7.1000358E+001, 2.0431460E-001, 2.0755363E-001, 7.9095056E-006, 2.2786349E-003, 5.3058576E+001, 2.1202762E+001, 8.6381723E+001, 4.6022872E+002, 8.4889570E-004, 5.1710910E-003, 3.6919426E-005
 7.2002185E+001, 2.0381999E-001, 2.0755362E-001, 9.1172905E-006, 2.5675803E-003, 5.7046764E+001, 2.1943723E+001, 8.5090832E+001, 4.7545298E+002, 7.9841879E-004, 5.3139982E-003, 3.8629842E-005
 7.3003403E+001, 2.0362453E-001, 2.0755360E-001, 9.5945853E-006, 2.6817663E-003, 5.8550997E+001, 2.1912875E+001, 8.6943667E+001, 4.8117482E+002, 7.8211621E-004, 5.4594163E-003, 4.0431543E-005
 7.4008068E+001, 2.0357637E-001, 2.0755355E-001, 9.7121824E-006, 2.7098998E-003, 5.8781851E+001, 2.1458980E+001, 9.0581317E+001, 4.8700202E+002, 9.8513031E-004, 5.6071748E-003, 4.2223144E-005
 7.5010860E+001, 2.0368744E-001, 2.0755345E-001, 9.4409506E-006, 2.6450115E-003, 5.7731563E+001, 2.0921447E+001, 9.0169533E+001, 4.8795135E+002, 9.2581913E-004, 5.7544484E-003, 4.4088888E-005
 7.6010320E+001, 2.0374676E-001, 2.0755341E-001, 9.2960967E-006, 2.6103572E-003, 5.7228677E+001, 2.1652614E+001, 9.2328295E+001, 5.0282439E+002, 8.7549106E-004, 5.9048063E-003, 4.6058328E-005
 7.7012443E+001, 2.0398769E-001, 2.0755340E-001, 8.7077822E-006, 2.4696113E-003, 5.5390849E+001, 2.5042131E+001, 9.5051377E+001, 4.9609398E+002, 9.1097659E-004, 6.0574135E-003, 4.8108422E-005
 7.8000317E+001, 2.0403458E-001, 2.0755331E-001, 8.5932826E-006, 2.4422189E-003, 5.5022372E+001, 2.5144662E+001, 9.6329231E+001, 5.1545549E+002, 1.1329548E-003, 6.2097177E-003, 5.0105648E-005
 7.9008365E+001, 2.0397744E-001, 2.0754959E-001, 8.7328260E-006, 2.4756027E-003, 5.5381692E+001, 2.5339161E+001, 1.0169077E+002, 5.0780043E+002, 1.0697367E-003, 6.3649931E-003, 5.2041527E-005
 8.0008728E+001, 2.0388808E-001, 2.0750176E-001, 8.9510226E-006, 2.5278032E-003, 5.5914933E+001, 2.6250361E+001, 1.0436335E+002, 5.3244968E+002, 1.0272008E-003, 6.5218719E-003, 5.3995514E-005
 8.1006266E+001, 2.0392410E-001, 2.0741834E-001, 8.8630716E-006, 2.5067620E-003, 5.5423279E+001, 2.7093587E+001, 1.0618254E+002, 5.3265071E+002, 1.1057915E-003, 6.6807268E-003, 5.6086685E-005
 8.2008533E+001, 2.0394894E-001, 2.0736326E-001, 8.8024284E-006, 2.4922538E-003, 5.5097368E+001, 2.5233047E+001, 1.0806035E+002, 5.3620058E+002, 1.1736787E-003, 6.8410991E-003, 5.8227556E-005
 8.3005564E+001, 2.0385566E-001, 2.0734531E-001, 9.0302082E-006, 2.5467470E-003, 5.5806821E+001, 2.4663525E+001, 1.0926560E+002, 5.4730774E+002, 1.1927842E-003, 7.0037686E-003, 6.0457460E-005
 8.4000605E+001, 2.0379796E-001, 2.0735013E-001, 9.1711143E-006, 2.5804567E-003, 5.5975208E+001, 3.0323586E+001, 1.0927439E+002, 5.5040078E+002, 1.1236129E-003, 7.1666625E-003, 6.2698576E-005
 8.5010044E+001, 2.0367809E-001, 2.0738409E-001, 9.4638256E-006, 2.6504838E-003, 5.6702485E+001, 3.0990103E+001, 1.0971994E+002, 5.5608811E+002, 1.2980919E-003, 7.3321679E-003, 6.5019692E-005
 8.6011991E+001, 2.0346214E-001, 2.0743804E-001, 9.9911643E-006, 2.7766423E-003, 5.8101568E+001, 3.0149687E+001, 1.1417335E+002, 5.6790439E+002, 1.2822528E-003, 7.5021755E-003, 6.7413794E-005
 8.7000757E+001, 2.0319632E-001, 2.0748196E-001, 1.0640374E-005, 2.9319559E-003, 5.7175671E+001, 2.7463309E+001, 1.1422373E+002, 5.7164287E+002, 1.3978209E-003, 7.6693729E-003, 6.9825701E-005
 8.8002553E+001, 2.0320205E-001, 2.0751294E-001, 1.0626397E-005, 2.9286120E-003, 5.6868465E+001, 2.7386999E+001, 1.1653789E+002, 5.7497855E+002, 1.3078962E-003, 7.8408319E-003, 7.2294506E-005
 8.9011341E+001, 2.0311974E-001, 2.0753240E-001, 1.0827367E-005, 2.9766915E-003, 5.8264673E+001, 2.9000743E+001, 1.1622123E+002, 5.8545639E+002, 1.3045976E-003, 8.0140293E-003, 7.4975167E-005
 9.0008311E+001, 2.0247430E-001, 2.0753900E-001, 1.2403409E-005, 3.3537379E-003, 6.4171131E+001, 3.0176474E+001, 1.1890011E+002, 5.8849470E+002, 1.2561307E-003, 8.1888605E-003, 7.7725639E-005
 9.1008603E+001, 2.0192106E-001, 2.0753455E-001, 1.3754354E-005, 3.6769330E-003, 6.8692081E+001, 3.0421947E+001, 1.2296111E+002, 5.9248274E+002, 1.6219205E-003, 8.3654838E-003, 8.0492794E-005
 9.2007277E+001, 2.0183102E-001, 2.0752205E-001, 1.3974219E-005, 3.7295328E-003, 6.9386648E+001, 3.0953637E+001, 1.2416130E+002, 6.0469647E+002, 1.7229086E-003, 8.5418137E-003, 8.3328477E-005
 9.3010483E+001, 2.0160229E-001, 2.0751090E-001, 1.4532773E-005, 3.8631589E-003, 7.0667637E+001, 3.0671926E+001, 1.2632349E+002, 6.2224791E+002, 1.3497847E-003, 8.7209889E-003, 8.6133432E-005
 9.4010683E+001, 2.0155037E-001, 2.0751757E-001, 1.4659559E-005, 3.8934907E-003, 7.0886895E+001, 3.2151152E+001, 1.2945058E+002, 6.1162868E+002, 1.4540843E-003, 8.9034802E-003, 8.9114408E-005
 9.5011935E+001, 2.0164266E-001, 2.0752895E-001, 1.4434187E-005, 3.8395736E-003, 7.0351785E+001, 3.3495778E+001, 1.3074916E+002, 6.2385497E+002, 1.6284324E-003, 9.0853267E-003, 9.2135735E-005
 9.6008857E+001, 2.0185372E-001, 2.0753358E-001, 1.3918810E-005, 3.7162767E-003, 6.8772039E+001, 3.3391854E+001, 1.3124562E+002, 6.3310203E+002, 1.8063287E-003, 9.2698096E-003, 9.5235539E-005
 9.7000309E+001, 2.0191209E-001, 2.0752729E-001, 1.3776298E-005, 3.6821827E-003, 6.7987738E+001, 3.4441164E+001, 1.3179270E+002, 6.3289955E+002, 1.6536775E-003, 9.4543752E-003, 9.8431523E-005
 9.8009384E+001, 2.0185343E-001, 2.0752727E-001, 1.3919547E-005, 3.7164529E-003, 6.8076042E+001, 3.4200097E+001, 1.3402824E+002, 6.3527026E+002, 1.6231269E-003, 9.6409052E-003, 1.0176357E-004
 9.9010712E+001, 2.0175816E-001, 2.0753146E-001, 1.4152204E-005, 3.7721131E-003, 6.8241939E+001, 3.5603158E+001, 1.3708760E+002, 6.4822027E+002, 1.4951533E-003, 9.8289636E-003, 1.0509793E-004
 1.0000815E+002, 2.0160805E-001, 2.0753703E-001, 1.4518750E-005, 3.8598039E-003, 6.9020183E+001, 3.6781559E+001, 1.4112598E+002, 6.5028492E+002, 1.6787464E-003, 1.0020361E-002, 1.0843472E-004
 1.0101280E+002, 2.0149748E-001, 2.0754294E-001, 1.4788767E-005, 3.9244018E-003, 6.9217103E+001, 3.6994682E+001, 1.4557156E+002, 6.6605055E+002, 1.8165056E-003, 1.0212930E-002, 1.1182969E-004
 1.0200432E+002, 2.0137329E-001, 2.0754325E-001, 1.5092040E-005, 3.9969556E-003, 7.0138859E+001, 3.7811015E+001, 1.4740304E+002, 6.7371237E+002, 1.7163182E-003, 1.0407763E-002, 1.1507853E-004
 1.0300565E+002, 2.0134372E-001, 2.0754072E-001, 1.5164232E-005, 4.0142265E-003, 7.0332181E+001, 3.9107137E+001, 1.4820279E+002, 6.7806785E+002, 1.9978566E-003, 1.0602666E-002, 1.1855660E-004
 1.0400308E+002, 2.0131866E-001, 2.0753253E-001, 1.5225433E-005, 4.0288681E-003, 7.0688202E+001, 3.9586381E+001, 1.4998224E+002, 6.7738628E+002, 1.7292178E-003, 1.0798933E-002, 1.2210098E-004
 1.0500355E+002, 2.0107361E-001, 2.0751186E-001, 1.5823823E-005, 4.1720246E-003, 7.1997291E+001, 3.8955087E+001, 1.5190564E+002, 6.9080610E+002, 1.6546933E-003, 1.0996600E-002, 1.2574538E-004
 1.0600821E+002, 2.0090180E-001, 2.0747649E-001, 1.6243398E-005, 4.2724021E-003, 7.2388909E+001, 3.8590323E+001, 1.5452295E+002, 6.9681024E+002, 2.2681894E-003, 1.1197432E-002, 1.2958541E-004
 1.0700675E+002, 2.0080407E-001, 2.0743243E-001, 1.6482036E-005, 4.3294930E-003, 7.2961084E+001, 3.8407722E+001, 1.5768002E+002, 7.0409840E+002, 2.0001929E-003, 1.1400052E-002, 1.3352288E-004
 1.0800993E+002, 2.0059011E-001, 2.0739533E-001, 1.7004504E-005, 4.4544866E-003, 7.4954574E+001, 3.8645247E+001, 1.5857702E+002, 7.0665253E+002, 2.0908917E-003, 1.1602864E-002, 1.3744024E-004
 1.0900671E+002, 2.0025733E-001, 2.0737287E-001, 1.7817108E-005, 4.6488913E-003, 7.7549315E+001, 3.9742552E+001, 1.6187492E+002, 7.2397631E+002, 2.1823687E-003, 1.1807736E-002, 1.4136062E-004
 1.1000593E+002, 2.0020397E-001, 2.0736666E-001, 1.7947467E-005, 4.6800779E-003, 7.6899466E+001, 4.0141566E+001, 1.6524407E+002, 7.3076204E+002, 2.1440290E-003, 1.2015480E-002, 1.4547435E-004
 1.1101097E+002, 2.0036837E-001, 2.0737592E-001, 1.7546034E-005, 4.5840403E-003, 7.5414217E+001, 3.8699963E+001, 1.6552172E+002, 7.2152452E+002, 2.4531849E-003, 1.2224062E-002, 1.4987954E-004
 1.1200132E+002, 2.0055556E-001, 2.0740422E-001, 1.7088910E-005, 4.4746794E-003, 7.4289363E+001, 4.0164100E+001, 1.6486181E+002, 7.4076983E+002, 3.0090047E-003, 1.2431493E-002, 1.5429237E-004
 1.1300765E+002, 2.0051243E-001, 2.0743815E-001, 1.7194227E-005, 4.4998751E-003, 7.4615439E+001, 4.0273177E+001, 1.6645496E+002, 7.4868404E+002, 3.3022392E-003, 1.2642337E-002, 1.5897599E-004
 1.1400747E+002, 2.0050640E-001, 2.0745920E-001, 1.7208969E-005, 4.5034019E-003, 7.4479768E+001, 4.1560438E+001, 1.6764259E+002, 7.3683486E+002, 2.9294761E-003, 1.2855124E-002, 1.6383028E-004
