s,m/s,Pa,kg/m/s
 4.8783565E+000, 1.2353940E+000,-7.9606068E-001, 1.0000000E-001
 4.9797220E+000, 1.1612478E+000,-8.1231630E-001, 1.0000000E-001
 5.0912241E+000, 1.0824816E+000,-8.3844346E-001, 1.0000000E-001
 5.1942502E+000, 1.0148243E+000,-8.7335604E-001, 1.0000000E-001
 5.3075789E+000, 9.4848090E-001,-9.1202009E-001, 1.0000000E-001
 5.4125431E+000, 8.9659715E-001,-9.5703042E-001, 1.0000000E-001
 5.5280037E+000, 8.5178345E-001,-9.9957794E-001, 1.0000000E-001
 5.6346159E+000, 8.2295251E-001,-1.0462732E+000, 1.0000000E-001
 5.7518893E+000, 8.0571705E-001,-1.0854419E+000, 1.0000000E-001
 5.8603388E+000, 8.0327547E-001,-1.1264294E+000, 1.0000000E-001
 5.9796333E+000, 8.1493902E-001,-1.1574342E+000, 1.0000000E-001
 6.0900358E+000, 8.3791137E-001,-1.1874118E+000, 1.0000000E-001
 6.2114787E+000, 8.7496114E-001,-1.2073103E+000, 1.0000000E-001
 6.3234400E+000, 9.1782945E-001,-1.2228159E+000, 1.0000000E-001
