Time, u-vel
   1.833,   0.65789
   1.840,   0.65054
   1.847,   0.64327
   1.853,   0.63610
   1.860,   0.62902
   1.867,   0.62203
   1.874,   0.61514
   1.880,   0.60834
   1.887,   0.60164
   1.894,   0.59503
   1.901,   0.58853
   1.907,   0.58212
   1.914,   0.57582
   1.921,   0.56961
   1.928,   0.56351
   1.934,   0.55751
   1.941,   0.55161
   1.948,   0.54582
   1.955,   0.54014
   1.961,   0.53455
   1.968,   0.52908
   1.975,   0.52371
   1.982,   0.51846
   1.988,   0.51331
   1.995,   0.50827
   2.002,   0.50334
   2.009,   0.49852
   2.015,   0.49381
   2.022,   0.48921
   2.029,   0.48473
   2.036,   0.48036
   2.042,   0.47610
   2.049,   0.47196
   2.056,   0.46793
   2.063,   0.46401
   2.069,   0.46022
   2.076,   0.45653
   2.083,   0.45296
   2.090,   0.44951
   2.096,   0.44617
   2.103,   0.44296
   2.110,   0.43985
   2.117,   0.43687
   2.123,   0.43400
   2.130,   0.43125
   2.137,   0.42862
   2.144,   0.42611
   2.150,   0.42371
   2.157,   0.42144
   2.164,   0.41928
   2.171,   0.41724
   2.177,   0.41532
   2.184,   0.41351
   2.191,   0.41183
   2.198,   0.41026
   2.204,   0.40881
   2.211,   0.40749
   2.218,   0.40628
   2.225,   0.40518
   2.231,   0.40421
   2.238,   0.40335
   2.245,   0.40261
   2.252,   0.40199
   2.259,   0.40149
   2.265,   0.40110
   2.272,   0.40083
   2.279,   0.40068
   2.286,   0.40064
   2.292,   0.40072
   2.299,   0.40092
   2.306,   0.40123
   2.313,   0.40165
   2.319,   0.40219
   2.326,   0.40285
   2.333,   0.40362
   2.340,   0.40450
   2.346,   0.40549
   2.353,   0.40660
   2.360,   0.40782
   2.367,   0.40915
   2.373,   0.41059
   2.380,   0.41214
   2.387,   0.41380
   2.394,   0.41556
   2.400,   0.41744
   2.407,   0.41943
   2.414,   0.42152
   2.421,   0.42371
   2.427,   0.42602
   2.434,   0.42843
   2.441,   0.43094
   2.448,   0.43356
   2.454,   0.43627
   2.461,   0.43909
   2.468,   0.44202
   2.475,   0.44504
   2.481,   0.44816
   2.488,   0.45138
   2.495,   0.45470
   2.502,   0.45811
   2.508,   0.46162
   2.515,   0.46522
   2.522,   0.46892
   2.529,   0.47272
   2.535,   0.47660
   2.542,   0.48058
   2.549,   0.48464
   2.556,   0.48880
   2.562,   0.49304
   2.569,   0.49737
   2.576,   0.50179
   2.583,   0.50629
   2.589,   0.51087
   2.596,   0.51554
   2.603,   0.52029
   2.610,   0.52512
   2.616,   0.53004
   2.623,   0.53503
   2.630,   0.54009
   2.637,   0.54523
   2.643,   0.55045
   2.650,   0.55574
   2.657,   0.56111
   2.664,   0.56655
   2.670,   0.57205
   2.677,   0.57763
   2.684,   0.58327
   2.691,   0.58898
   2.697,   0.59476
   2.704,   0.60060
   2.711,   0.60650
   2.718,   0.61247
   2.724,   0.61849
   2.731,   0.62457
   2.738,   0.63072
   2.745,   0.63691
   2.751,   0.64317
   2.758,   0.64948
   2.765,   0.65584
   2.772,   0.66225
   2.778,   0.66871
   2.785,   0.67522
   2.792,   0.68178
   2.799,   0.68838
   2.805,   0.69503
   2.812,   0.70172
   2.819,   0.70845
   2.826,   0.71523
   2.833,   0.72204
   2.839,   0.72889
   2.846,   0.73578
   2.853,   0.74270
   2.860,   0.74966
   2.866,   0.75665
   2.873,   0.76366
   2.880,   0.77071
   2.887,   0.77779
   2.893,   0.78490
   2.900,   0.79202
   2.907,   0.79918
   2.914,   0.80635
   2.920,   0.81355
   2.927,   0.82077
   2.934,   0.82800
   2.941,   0.83526
   2.947,   0.84253
   2.954,   0.84981
   2.961,   0.85710
   2.968,   0.86441
   2.974,   0.87173
   2.981,   0.87906
   2.988,   0.88639
   2.995,   0.89373
   3.001,   0.90107
   3.008,   0.90842
   3.015,   0.91577
   3.022,   0.92312
   3.028,   0.93047
   3.035,   0.93782
   3.042,   0.94516
   3.049,   0.95250
   3.055,   0.95983
   3.062,   0.96716
   3.069,   0.97448
   3.076,   0.98178
   3.082,   0.98908
   3.089,   0.99636
   3.096,   1.00363
   3.103,   1.01088
   3.109,   1.01811
   3.116,   1.02533
   3.123,   1.03253
   3.130,   1.03971
   3.136,   1.04686
   3.143,   1.05399
   3.150,   1.06110
   3.157,   1.06818
   3.163,   1.07524
   3.170,   1.08227
   3.177,   1.08926
   3.184,   1.09623
   3.190,   1.10317
   3.197,   1.11007
   3.204,   1.11694
   3.211,   1.12377
   3.217,   1.13057
   3.224,   1.13733
   3.231,   1.14405
   3.238,   1.15073
   3.244,   1.15737
   3.251,   1.16396
   3.258,   1.17052
   3.265,   1.17703
   3.271,   1.18349
   3.278,   1.18991
   3.285,   1.19628
   3.292,   1.20260
   3.298,   1.20887
   3.305,   1.21509
   3.312,   1.22126
   3.319,   1.22737
   3.325,   1.23344
   3.332,   1.23944
   3.339,   1.24540
   3.346,   1.25129
   3.352,   1.25713
   3.359,   1.26291
   3.366,   1.26863
   3.373,   1.27429
   3.380,   1.27989
   3.386,   1.28542
   3.393,   1.29090
   3.400,   1.29631
   3.407,   1.30165
   3.413,   1.30693
   3.420,   1.31214
   3.427,   1.31729
   3.434,   1.32237
   3.440,   1.32738
   3.447,   1.33232
   3.454,   1.33719
   3.461,   1.34199
   3.467,   1.34672
   3.474,   1.35138
   3.481,   1.35596
   3.488,   1.36047
   3.494,   1.36491
   3.501,   1.36927
   3.508,   1.37356
   3.515,   1.37777
   3.521,   1.38190
   3.528,   1.38596
   3.535,   1.38994
   3.542,   1.39384
   3.548,   1.39767
   3.555,   1.40141
   3.562,   1.40507
   3.569,   1.40866
   3.575,   1.41216
   3.582,   1.41559
   3.589,   1.41893
   3.596,   1.42219
   3.602,   1.42537
   3.609,   1.42846
   3.616,   1.43147
   3.623,   1.43440
   3.629,   1.43725
   3.636,   1.44001
   3.643,   1.44269
   3.650,   1.44528
   3.656,   1.44779
   3.663,   1.45022
   3.670,   1.45256
   3.677,   1.45481
   3.683,   1.45698
   3.690,   1.45906
   3.697,   1.46106
   3.704,   1.46297
   3.710,   1.46479
   3.717,   1.46653
   3.724,   1.46819
   3.731,   1.46975
   3.737,   1.47123
   3.744,   1.47262
   3.751,   1.47393
   3.758,   1.47515
   3.764,   1.47629
   3.771,   1.47733
   3.778,   1.47829
   3.785,   1.47917
   3.791,   1.47996
   3.798,   1.48066
   3.805,   1.48127
   3.812,   1.48180
   3.818,   1.48225
   3.825,   1.48261
   3.832,   1.48288
   3.839,   1.48306
   3.845,   1.48317
   3.852,   1.48318
   3.859,   1.48312
   3.866,   1.48296
   3.872,   1.48273
   3.879,   1.48240
   3.886,   1.48200
   3.893,   1.48151
   3.899,   1.48094
   3.906,   1.48029
   3.913,   1.47955
   3.920,   1.47873
   3.926,   1.47783
   3.933,   1.47685
   3.940,   1.47578
   3.947,   1.47464
   3.954,   1.47342
   3.960,   1.47211
   3.967,   1.47073
   3.974,   1.46927
   3.981,   1.46773
   3.987,   1.46611
   3.994,   1.46441
   4.001,   1.46264
   4.008,   1.46079
   4.014,   1.45887
   4.021,   1.45687
   4.028,   1.45480
   4.035,   1.45265
   4.041,   1.45043
   4.048,   1.44813
   4.055,   1.44576
   4.062,   1.44332
   4.068,   1.44082
   4.075,   1.43824
   4.082,   1.43559
   4.089,   1.43287
   4.095,   1.43008
   4.102,   1.42722
   4.109,   1.42430
   4.116,   1.42131
   4.122,   1.41826
   4.129,   1.41514
   4.136,   1.41196
   4.143,   1.40871
   4.149,   1.40541
   4.156,   1.40204
   4.163,   1.39861
   4.170,   1.39511
   4.176,   1.39156
   4.183,   1.38795
   4.190,   1.38429
   4.197,   1.38056
   4.203,   1.37678
   4.210,   1.37295
   4.217,   1.36906
   4.224,   1.36511
   4.230,   1.36112
   4.237,   1.35707
   4.244,   1.35297
   4.251,   1.34882
   4.257,   1.34463
   4.264,   1.34038
   4.271,   1.33609
   4.278,   1.33175
   4.284,   1.32736
   4.291,   1.32293
   4.298,   1.31846
   4.305,   1.31394
   4.311,   1.30938
   4.318,   1.30478
   4.325,   1.30014
   4.332,   1.29546
   4.338,   1.29075
   4.345,   1.28599
   4.352,   1.28121
   4.359,   1.27638
   4.365,   1.27152
   4.372,   1.26663
   4.379,   1.26171
   4.386,   1.25675
   4.392,   1.25177
   4.399,   1.24675
   4.406,   1.24171
   4.413,   1.23664
   4.419,   1.23155
   4.426,   1.22643
   4.433,   1.22128
   4.440,   1.21611
   4.446,   1.21092
   4.453,   1.20571
   4.460,   1.20048
   4.467,   1.19523
   4.473,   1.18996
   4.480,   1.18468
   4.487,   1.17937
   4.494,   1.17406
   4.501,   1.16873
   4.507,   1.16338
   4.514,   1.15803
   4.521,   1.15266
   4.528,   1.14728
   4.534,   1.14190
   4.541,   1.13650
   4.548,   1.13110
   4.555,   1.12569
   4.561,   1.12028
   4.568,   1.11487
   4.575,   1.10945
   4.582,   1.10403
   4.588,   1.09861
   4.595,   1.09319
   4.602,   1.08776
   4.609,   1.08235
   4.615,   1.07693
   4.622,   1.07152
   4.629,   1.06611
   4.636,   1.06071
   4.642,   1.05532
   4.649,   1.04993
   4.656,   1.04456
   4.663,   1.03919
   4.669,   1.03383
   4.676,   1.02849
   4.683,   1.02316
   4.690,   1.01784
   4.696,   1.01254
   4.703,   1.00725
   4.710,   1.00198
   4.717,   0.99672
   4.723,   0.99149
   4.730,   0.98627
   4.737,   0.98107
   4.744,   0.97590
   4.750,   0.97074
   4.757,   0.96561
   4.764,   0.96051
   4.771,   0.95542
   4.777,   0.95036
   4.784,   0.94533
   4.791,   0.94033
   4.798,   0.93535
   4.804,   0.93040
   4.811,   0.92549
   4.818,   0.92060
   4.825,   0.91574
   4.831,   0.91092
   4.838,   0.90613
   4.845,   0.90137
   4.852,   0.89664
   4.858,   0.89196
   4.865,   0.88730
   4.872,   0.88269
   4.879,   0.87811
   4.885,   0.87357
   4.892,   0.86907
   4.899,   0.86460
   4.906,   0.86018
   4.912,   0.85580
   4.919,   0.85146
   4.926,   0.84717
   4.933,   0.84291
   4.939,   0.83870
   4.946,   0.83454
   4.953,   0.83042
   4.960,   0.82634
   4.966,   0.82231
   4.973,   0.81833
   4.980,   0.81440
   4.987,   0.81051
   4.993,   0.80667
   5.000,   0.80288
   5.007,   0.79914
   5.014,   0.79546
   5.020,   0.79182
   5.027,   0.78823
   5.034,   0.78470
   5.041,   0.78122
   5.048,   0.77779
   5.054,   0.77441
   5.061,   0.77109
   5.068,   0.76782
   5.075,   0.76461
   5.081,   0.76145
   5.088,   0.75835
   5.095,   0.75531
   5.102,   0.75232
   5.108,   0.74939
   5.115,   0.74651
   5.122,   0.74369
   5.129,   0.74093
   5.135,   0.73823
   5.142,   0.73559
   5.149,   0.73301
   5.156,   0.73048
   5.162,   0.72802
   5.169,   0.72561
   5.176,   0.72327
   5.183,   0.72098
   5.189,   0.71876
   5.196,   0.71660
   5.203,   0.71450
   5.210,   0.71246
   5.216,   0.71048
   5.223,   0.70856
   5.230,   0.70671
   5.237,   0.70491
   5.243,   0.70318
   5.250,   0.70152
   5.257,   0.69991
   5.264,   0.69837
   5.270,   0.69689
   5.277,   0.69547
   5.284,   0.69411
   5.291,   0.69282
   5.297,   0.69160
   5.304,   0.69043
   5.311,   0.68933
   5.318,   0.68829
   5.324,   0.68732
   5.331,   0.68640
   5.338,   0.68555
   5.345,   0.68477
   5.351,   0.68405
   5.358,   0.68339
   5.365,   0.68279
   5.372,   0.68226
   5.378,   0.68179
   5.385,   0.68138
   5.392,   0.68104
   5.399,   0.68075
   5.405,   0.68053
   5.412,   0.68038
   5.419,   0.68028
   5.426,   0.68025
   5.432,   0.68028
   5.439,   0.68037
   5.446,   0.68052
   5.453,   0.68074
   5.459,   0.68101
   5.466,   0.68135
   5.473,   0.68174
   5.480,   0.68220
   5.486,   0.68272
   5.493,   0.68330
   5.500,   0.68393
   5.507,   0.68463
   5.513,   0.68539
   5.520,   0.68620
   5.527,   0.68707
   5.534,   0.68801
   5.540,   0.68899
   5.547,   0.69004
   5.554,   0.69114
   5.561,   0.69231
   5.567,   0.69352
   5.574,   0.69479
   5.581,   0.69612
   5.588,   0.69751
   5.594,   0.69895
   5.601,   0.70044
   5.608,   0.70199
   5.615,   0.70359
   5.622,   0.70524
   5.628,   0.70695
   5.635,   0.70871
   5.642,   0.71052
   5.649,   0.71238
   5.655,   0.71429
   5.662,   0.71625
   5.669,   0.71827
   5.676,   0.72033
   5.682,   0.72244
   5.689,   0.72460
   5.696,   0.72680
   5.703,   0.72906
   5.709,   0.73136
   5.716,   0.73371
   5.723,   0.73610
   5.730,   0.73853
   5.736,   0.74102
   5.743,   0.74354
   5.750,   0.74611
   5.757,   0.74872
   5.763,   0.75137
   5.770,   0.75407
   5.777,   0.75680
   5.784,   0.75958
   5.790,   0.76239
   5.797,   0.76525
   5.804,   0.76814
   5.811,   0.77107
   5.817,   0.77403
   5.824,   0.77704
   5.831,   0.78008
   5.838,   0.78315
   5.844,   0.78626
   5.851,   0.78940
   5.858,   0.79258
   5.865,   0.79578
   5.871,   0.79902
   5.878,   0.80229
   5.885,   0.80559
   5.892,   0.80892
   5.898,   0.81228
   5.905,   0.81567
   5.912,   0.81908
   5.919,   0.82253
   5.925,   0.82599
   5.932,   0.82949
   5.939,   0.83300
   5.946,   0.83655
   5.952,   0.84011
   5.959,   0.84370
   5.966,   0.84731
   5.973,   0.85094
   5.979,   0.85459
   5.986,   0.85826
   5.993,   0.86195
   6.000,   0.86566
   6.006,   0.86938
   6.013,   0.87312
   6.020,   0.87688
   6.027,   0.88065
   6.033,   0.88444
   6.040,   0.88824
   6.047,   0.89205
   6.054,   0.89588
   6.060,   0.89972
   6.067,   0.90356
   6.074,   0.90742
   6.081,   0.91129
   6.087,   0.91517
   6.094,   0.91905
   6.101,   0.92294
   6.108,   0.92684
   6.114,   0.93074
   6.121,   0.93465
   6.128,   0.93856
   6.135,   0.94247
   6.141,   0.94639
   6.148,   0.95031
   6.155,   0.95423
   6.162,   0.95815
   6.169,   0.96207
   6.175,   0.96599
   6.182,   0.96991
   6.189,   0.97383
   6.196,   0.97774
   6.202,   0.98165
   6.209,   0.98555
   6.216,   0.98945
   6.223,   0.99335
   6.229,   0.99723
   6.236,   1.00111
   6.243,   1.00498
   6.250,   1.00884
   6.256,   1.01270
   6.263,   1.01654
   6.270,   1.02037
   6.277,   1.02419
   6.283,   1.02800
