Time, u-vel
   3.787,   2.08136
   3.797,   2.08498
   3.809,   2.08845
   3.819,   2.09114
   3.831,   2.09359
   3.841,   2.09535
   3.853,   2.09677
   3.864,   2.09760
   3.875,   2.09800
   3.886,   2.09790
   3.897,   2.09727
   3.908,   2.09623
   3.919,   2.09457
   3.930,   2.09260
   3.942,   2.08992
   3.952,   2.08702
   3.964,   2.08333
   3.974,   2.07951
   3.986,   2.07480
   3.996,   2.07007
   4.008,   2.06436
   4.019,   2.05872
   4.030,   2.05203
   4.041,   2.04550
   4.052,   2.03783
   4.063,   2.03042
   4.074,   2.02179
   4.085,   2.01351
   4.097,   2.00394
   4.107,   1.99482
   4.119,   1.98432
   4.129,   1.97436
   4.141,   1.96296
   4.151,   1.95219
   4.163,   1.93990
   4.173,   1.92834
   4.185,   1.91520
   4.196,   1.90287
   4.207,   1.88890
   4.218,   1.87583
   4.229,   1.86106
   4.240,   1.84728
   4.251,   1.83173
   4.262,   1.81726
   4.274,   1.80098
   4.284,   1.78584
   4.296,   1.76884
   4.306,   1.75308
   4.318,   1.73540
   4.328,   1.71903
   4.340,   1.70070
   4.350,   1.68377
   4.362,   1.66483
   4.373,   1.64736
   4.384,   1.62785
   4.395,   1.60988
   4.406,   1.58984
   4.417,   1.57140
   4.428,   1.55087
   4.439,   1.53200
   4.450,   1.51103
   4.461,   1.49177
   4.473,   1.47039
   4.483,   1.45077
   4.495,   1.42902
   4.505,   1.40908
   4.517,   1.38700
   4.527,   1.36678
   4.539,   1.34441
   4.549,   1.32396
   4.561,   1.30135
   4.571,   1.28070
   4.583,   1.25789
   4.594,   1.23708
   4.605,   1.21412
   4.616,   1.19319
   4.627,   1.17012
   4.638,   1.14912
   4.649,   1.12599
   4.660,   1.10496
   4.671,   1.08181
   4.682,   1.06078
   4.693,   1.03766
   4.704,   1.01667
   4.716,   0.99362
   4.726,   0.97272
   4.738,   0.94980
   4.748,   0.92903
   4.760,   0.90626
   4.770,   0.88566
   4.782,   0.86311
   4.792,   0.84271
   4.804,   0.82041
   4.814,   0.80026
   4.826,   0.77825
   4.837,   0.75838
   4.848,   0.73670
   4.859,   0.71716
   4.870,   0.69587
   4.881,   0.67669
   4.892,   0.65581
   4.903,   0.63703
   4.914,   0.61662
   4.925,   0.59829
   4.937,   0.57838
   4.947,   0.56053
   4.959,   0.54116
   4.969,   0.52381
   4.981,   0.50502
   4.991,   0.48821
   5.003,   0.47003
   5.013,   0.45379
   5.025,   0.43626
   5.035,   0.42063
   5.047,   0.40378
   5.058,   0.38878
   5.069,   0.37264
   5.080,   0.35832
   5.091,   0.34294
   5.102,   0.32931
   5.113,   0.31471
   5.124,   0.30181
   5.135,   0.28802
   5.146,   0.27586
   5.157,   0.26290
   5.168,   0.25151
   5.180,   0.23941
   5.190,   0.22881
   5.202,   0.21759
   5.212,   0.20780
   5.224,   0.19748
   5.234,   0.18852
   5.246,   0.17914
   5.256,   0.17103
   5.268,   0.16259
   5.279,   0.15536
   5.290,   0.14788
   5.301,   0.14152
   5.312,   0.13502
   5.323,   0.12956
   5.334,   0.12405
   5.345,   0.11949
   5.356,   0.11498
   5.367,   0.11133
   5.379,   0.10783
   5.389,   0.10510
   5.401,   0.10262
   5.411,   0.10082
   5.423,   0.09935
   5.433,   0.09848
   5.445,   0.09804
   5.456,   0.09811
   5.467,   0.09870
   5.478,   0.09969
   5.489,   0.10131
   5.500,   0.10323
   5.511,   0.10587
   5.522,   0.10872
   5.534,   0.11237
   5.544,   0.11615
   5.556,   0.12082
   5.566,   0.12551
   5.578,   0.13118
   5.588,   0.13678
   5.600,   0.14343
   5.611,   0.14993
   5.622,   0.15756
   5.633,   0.16494
   5.644,   0.17353
   5.655,   0.18178
   5.666,   0.19133
   5.677,   0.20043
   5.689,   0.21090
   5.699,   0.22083
   5.711,   0.23221
   5.721,   0.24296
   5.733,   0.25522
   5.743,   0.26676
   5.755,   0.27989
   5.766,   0.29220
   5.777,   0.30616
   5.788,   0.31922
   5.799,   0.33399
   5.810,   0.34777
   5.821,   0.36331
   5.832,   0.37779
   5.844,   0.39407
   5.854,   0.40921
   5.866,   0.42622
   5.876,   0.44199
   5.888,   0.45968
   5.898,   0.47606
   5.910,   0.49439
   5.921,   0.51134
   5.932,   0.53029
   5.943,   0.54778
   5.954,   0.56730
   5.965,   0.58529
   5.977,   0.60535
   5.987,   0.62381
   5.999,   0.64436
   6.009,   0.66325
   6.021,   0.68425
   6.031,   0.70353
   6.043,   0.72495
   6.053,   0.74459
   6.065,   0.76637
   6.076,   0.78634
   6.087,   0.80846
   6.098,   0.82870
   6.109,   0.85111
   6.120,   0.87160
   6.131,   0.89424
   6.142,   0.91493
   6.154,   0.93777
   6.164,   0.95862
   6.176,   0.98162
   6.186,   1.00258
   6.198,   1.02568
   6.208,   1.04672
   6.220,   1.06988
   6.231,   1.09096
   6.242,   1.11414
   6.253,   1.13520
   6.264,   1.15836
   6.275,   1.17938
   6.286,   1.20246
