s,m/s,Pa,kg/m/s
 6.3471013E-001, 2.0162215E+000,-2.4063080E+000, 1.0000000E-010
 6.4208174E-001, 2.0198064E+000,-2.3770210E+000, 1.0000000E-010
 6.5019053E-001, 2.0235119E+000,-2.3452436E+000, 1.0000000E-010
 6.5756083E-001, 2.0266540E+000,-2.3158320E+000, 1.0000000E-010
 6.6566819E-001, 2.0298710E+000,-2.2838434E+000, 1.0000000E-010
 6.7303830E-001, 2.0325680E+000,-2.2543336E+000, 1.0000000E-010
 6.8114543E-001, 2.0352940E+000,-2.2221594E+000, 1.0000000E-010
 6.8851703E-001, 2.0375439E+000,-2.1925741E+000, 1.0000000E-010
 6.9662577E-001, 2.0397768E+000,-2.1602377E+000, 1.0000000E-010
 7.0399570E-001, 2.0415764E+000,-2.1306179E+000, 1.0000000E-010
 7.1210265E-001, 2.0433131E+000,-2.0981641E+000, 1.0000000E-010
 7.1947223E-001, 2.0446613E+000,-2.0685347E+000, 1.0000000E-010
 7.2757870E-001, 2.0459006E+000,-2.0359893E+000, 1.0000000E-010
 7.3494929E-001, 2.0467963E+000,-2.0063735E+000, 1.0000000E-010
 7.4305695E-001, 2.0475372E+000,-1.9737618E+000, 1.0000000E-010
 7.5042754E-001, 2.0479794E+000,-1.9441928E+000, 1.0000000E-010
 7.5853521E-001, 2.0482210E+000,-1.9115512E+000, 1.0000000E-010
 7.6590526E-001, 2.0482092E+000,-1.8820600E+000, 1.0000000E-010
 7.7401227E-001, 2.0479512E+000,-1.8494227E+000, 1.0000000E-010
 7.8138298E-001, 2.0474856E+000,-1.8200330E+000, 1.0000000E-010
 7.8949082E-001, 2.0467282E+000,-1.7874268E+000, 1.0000000E-010
 7.9686123E-001, 2.0458091E+000,-1.7581712E+000, 1.0000000E-010
 8.0496871E-001, 2.0445530E+000,-1.7256324E+000, 1.0000000E-010
 8.1233835E-001, 2.0431816E+000,-1.6965410E+000, 1.0000000E-010
 8.2044494E-001, 2.0414282E+000,-1.6641041E+000, 1.0000000E-010
 8.2781494E-001, 2.0396056E+000,-1.6352000E+000, 1.0000000E-010
 8.3592182E-001, 2.0373564E+000,-1.6028926E+000, 1.0000000E-010
 8.4329307E-001, 2.0350840E+000,-1.5741993E+000, 1.0000000E-010
 8.5140139E-001, 2.0323406E+000,-1.5420492E+000, 1.0000000E-010
 8.5877150E-001, 2.0296213E+000,-1.5136052E+000, 1.0000000E-010
 8.6687857E-001, 2.0263872E+000,-1.4816554E+000, 1.0000000E-010
 8.7424880E-001, 2.0232232E+000,-1.4534808E+000, 1.0000000E-010
 8.8235605E-001, 2.0195010E+000,-1.4217578E+000, 1.0000000E-010
 8.8972735E-001, 2.0158949E+000,-1.3938754E+000, 1.0000000E-010
 8.9783585E-001, 2.0116874E+000,-1.3624070E+000, 1.0000000E-010
 9.0520561E-001, 2.0076439E+000,-1.3348556E+000, 1.0000000E-010
 9.1331232E-001, 2.0029569E+000,-1.3036855E+000, 1.0000000E-010
 9.2068201E-001, 1.9984792E+000,-1.2764820E+000, 1.0000000E-010
 9.2878866E-001, 1.9933162E+000,-1.2456351E+000, 1.0000000E-010
 9.3616009E-001, 1.9884074E+000,-1.2187975E+000, 1.0000000E-010
 9.4426870E-001, 1.9827719E+000,-1.1882978E+000, 1.0000000E-010
 9.5163906E-001, 1.9774384E+000,-1.1618657E+000, 1.0000000E-010
 9.5974642E-001, 1.9713380E+000,-1.1317566E+000, 1.0000000E-010
 9.6711648E-001, 1.9655844E+000,-1.1057474E+000, 1.0000000E-010
 9.7522360E-001, 1.9590241E+000,-1.0760559E+000, 1.0000000E-010
 9.8259515E-001, 1.9528546E+000,-1.0504868E+000, 1.0000000E-010
 9.9070388E-001, 1.9458392E+000,-1.0212370E+000, 1.0000000E-010
 9.9807411E-001, 1.9392619E+000,-9.9614498E-001, 1.0000000E-010
 1.0061814E+000, 1.9318006E+000,-9.6737797E-001, 1.0000000E-010
 1.0135512E+000, 1.9248211E+000,-9.4277885E-001, 1.0000000E-010
 1.0216581E+000, 1.9169203E+000,-9.1452076E-001, 1.0000000E-010
 1.0290289E+000, 1.9095440E+000,-8.9043148E-001, 1.0000000E-010
 1.0371367E+000, 1.9012096E+000,-8.6270647E-001, 1.0000000E-010
 1.0445076E+000, 1.8934442E+000,-8.3915366E-001, 1.0000000E-010
 1.0526158E+000, 1.8846851E+000,-8.1199386E-001, 1.0000000E-010
 1.0599861E+000, 1.8765388E+000,-7.8900043E-001, 1.0000000E-010
 1.0680935E+000, 1.8673642E+000,-7.6243666E-001, 1.0000000E-010
 1.0754645E+000, 1.8588434E+000,-7.4001712E-001, 1.0000000E-010
 1.0835726E+000, 1.8492606E+000,-7.1407295E-001, 1.0000000E-010
 1.0909438E+000, 1.8403740E+000,-6.9225039E-001, 1.0000000E-010
 1.0990521E+000, 1.8303927E+000,-6.6695481E-001, 1.0000000E-010
 1.1064223E+000, 1.8211499E+000,-6.4575166E-001, 1.0000000E-010
 1.1145296E+000, 1.8107811E+000,-6.2113452E-001, 1.0000000E-010
 1.1219002E+000, 1.8011897E+000,-6.0056335E-001, 1.0000000E-010
 1.1300077E+000, 1.7904417E+000,-5.7664668E-001, 1.0000000E-010
 1.1373798E+000, 1.7805092E+000,-5.5672204E-001, 1.0000000E-010
 1.1454889E+000, 1.7693904E+000,-5.3352748E-001, 1.0000000E-010
 1.1528596E+000, 1.7591298E+000,-5.1427805E-001, 1.0000000E-010
 1.1609675E+000, 1.7476549E+000,-4.9183831E-001, 1.0000000E-010
 1.1683383E+000, 1.7370742E+000,-4.7327216E-001, 1.0000000E-010
 1.1764462E+000, 1.7252522E+000,-4.5160670E-001, 1.0000000E-010
 1.1838187E+000, 1.7143593E+000,-4.3373594E-001, 1.0000000E-010
 1.1919283E+000, 1.7021989E+000,-4.1286365E-001, 1.0000000E-010
 1.1992991E+000, 1.6910091E+000,-3.9571656E-001, 1.0000000E-010
 1.2074069E+000, 1.6785274E+000,-3.7566856E-001, 1.0000000E-010
 1.2147775E+000, 1.6670490E+000,-3.5924986E-001, 1.0000000E-010
 1.2228851E+000, 1.6542554E+000,-3.4004266E-001, 1.0000000E-010
 1.2302575E+000, 1.6424964E+000,-3.2436201E-001, 1.0000000E-010
 1.2383670E+000, 1.6294000E+000,-3.0601154E-001, 1.0000000E-010
 1.2457383E+000, 1.6173759E+000,-2.9109264E-001, 1.0000000E-010
 1.2538468E+000, 1.6039939E+000,-2.7362499E-001, 1.0000000E-010
 1.2612178E+000, 1.5917151E+000,-2.5947447E-001, 1.0000000E-010
 1.2693260E+000, 1.5780589E+000,-2.4290597E-001, 1.0000000E-010
 1.2766984E+000, 1.5655344E+000,-2.2953162E-001, 1.0000000E-010
 1.2848080E+000, 1.5516141E+000,-2.1387637E-001, 1.0000000E-010
 1.2921795E+000, 1.5388596E+000,-2.0129699E-001, 1.0000000E-010
 1.3002881E+000, 1.5246927E+000,-1.8657619E-001, 1.0000000E-010
 1.3076591E+000, 1.5117196E+000,-1.7479811E-001, 1.0000000E-010
 1.3157673E+000, 1.4973190E+000,-1.6102600E-001, 1.0000000E-010
 1.3231392E+000, 1.4841373E+000,-1.5005582E-001, 1.0000000E-010
 1.3312483E+000, 1.4695140E+000,-1.3724445E-001, 1.0000000E-010
 1.3386204E+000, 1.4561374E+000,-1.2709349E-001, 1.0000000E-010
 1.3467299E+000, 1.4413063E+000,-1.1525735E-001, 1.0000000E-010
 1.3541014E+000, 1.4277490E+000,-1.0593492E-001, 1.0000000E-010
 1.3622102E+000, 1.4127263E+000,-9.5087576E-002, 1.0000000E-010
 1.3695823E+000, 1.3989991E+000,-8.6597872E-002, 1.0000000E-010
 1.3776916E+000, 1.3837966E+000,-7.6748869E-002, 1.0000000E-010
 1.3850641E+000, 1.3699126E+000,-6.9099436E-002, 1.0000000E-010
 1.3931739E+000, 1.3545449E+000,-6.0259065E-002, 1.0000000E-010
 1.4005455E+000, 1.3405199E+000,-5.3458031E-002, 1.0000000E-010
 1.4086542E+000, 1.3250046E+000,-4.5636840E-002, 1.0000000E-010
 1.4160260E+000, 1.3108498E+000,-3.9686289E-002, 1.0000000E-010
 1.4241350E+000, 1.2951991E+000,-3.2890691E-002, 1.0000000E-010
 1.4315083E+000, 1.2809250E+000,-2.7794153E-002, 1.0000000E-010
 1.4396189E+000, 1.2651505E+000,-2.2029990E-002, 1.0000000E-010
 1.4469910E+000, 1.2507763E+000,-1.7795291E-002, 1.0000000E-010
 1.4551002E+000, 1.2348994E+000,-1.3070370E-002, 1.0000000E-010
 1.4624723E+000, 1.2204359E+000,-9.6973178E-003, 1.0000000E-010
 1.4705815E+000, 1.2044684E+000,-6.0148947E-003, 1.0000000E-010
 1.4779555E+000, 1.1899257E+000,-3.5052475E-003, 1.0000000E-010
 1.4860667E+000, 1.1738788E+000,-8.6819469E-004, 1.0000000E-010
 1.4934387E+000, 1.1592778E+000, 7.7375284E-004, 1.0000000E-010
 1.5015479E+000, 1.1431745E+000, 2.3621597E-003, 1.0000000E-010
 1.5089198E+000, 1.1285256E+000, 3.1378517E-003, 1.0000000E-010
 1.5170289E+000, 1.1123775E+000, 3.6774151E-003, 1.0000000E-010
 1.5244023E+000, 1.0976911E+000, 3.5865143E-003, 1.0000000E-010
 1.5325130E+000, 1.0815097E+000, 3.0771497E-003, 1.0000000E-010
 1.5398856E+000, 1.0668043E+000, 2.1198194E-003, 1.0000000E-010
 1.5479956E+000, 1.0506098E+000, 5.6294742E-004, 1.0000000E-010
 1.5553678E+000, 1.0358982E+000,-1.2590487E-003, 1.0000000E-010
 1.5634773E+000, 1.0197050E+000,-3.8608086E-003, 1.0000000E-010
 1.5708507E+000, 1.0049983E+000,-6.5460679E-003, 1.0000000E-010
 1.5789616E+000, 9.8881834E-001,-1.0189887E-002, 1.0000000E-010
 1.5863343E+000, 9.7413431E-001,-1.3734695E-002, 1.0000000E-010
 1.5944444E+000, 9.5798725E-001,-1.8414940E-002, 1.0000000E-010
 1.6018165E+000, 9.4333952E-001,-2.2815900E-002, 1.0000000E-010
 1.6099260E+000, 9.2724041E-001,-2.8526559E-002, 1.0000000E-010
 1.6172990E+000, 9.1264071E-001,-3.3780557E-002, 1.0000000E-010
 1.6254091E+000, 8.9660247E-001,-4.0515685E-002, 1.0000000E-010
 1.6327826E+000, 8.8206529E-001,-4.6617644E-002, 1.0000000E-010
 1.6408933E+000, 8.6610387E-001,-5.4369309E-002, 1.0000000E-010
 1.6482661E+000, 8.5164585E-001,-6.1312182E-002, 1.0000000E-010
 1.6563761E+000, 8.3577952E-001,-7.0069882E-002, 1.0000000E-010
 1.6637492E+000, 8.2141294E-001,-7.7849212E-002, 1.0000000E-010
 1.6718596E+000, 8.0565522E-001,-8.7603884E-002, 1.0000000E-010
 1.6792333E+000, 7.9139390E-001,-9.6212906E-002, 1.0000000E-010
 1.6873444E+000, 7.7575996E-001,-1.0695384E-001, 1.0000000E-010
 1.6947169E+000, 7.6162159E-001,-1.1638167E-001, 1.0000000E-010
 1.7028267E+000, 7.4613082E-001,-1.2809385E-001, 1.0000000E-010
 1.7101994E+000, 7.3212719E-001,-1.3833540E-001, 1.0000000E-010
 1.7183093E+000, 7.1679252E-001,-1.5100735E-001, 1.0000000E-010
 1.7256837E+000, 7.0293464E-001,-1.6205683E-001, 1.0000000E-010
 1.7337956E+000, 6.8776811E-001,-1.7567767E-001, 1.0000000E-010
 1.7411687E+000, 6.7407652E-001,-1.8751688E-001, 1.0000000E-010
 1.7492790E+000, 6.5910054E-001,-2.0206505E-001, 1.0000000E-010
 1.7566519E+000, 6.4558639E-001,-2.1468929E-001, 1.0000000E-010
 1.7647622E+000, 6.3081312E-001,-2.3015117E-001, 1.0000000E-010
 1.7721369E+000, 6.1748685E-001,-2.4355337E-001, 1.0000000E-010
 1.7802492E+000, 6.0292768E-001,-2.5991607E-001, 1.0000000E-010
 1.7876221E+000, 5.8980978E-001,-2.7407306E-001, 1.0000000E-010
 1.7957323E+000, 5.7548691E-001,-2.9130997E-001, 1.0000000E-010
 1.8031049E+000, 5.6258747E-001,-3.0621697E-001, 1.0000000E-010
 1.8112148E+000, 5.4851187E-001,-3.2431266E-001, 1.0000000E-010
 1.8185887E+000, 5.3584112E-001,-3.3996010E-001, 1.0000000E-010
 1.8267002E+000, 5.2202383E-001,-3.5889885E-001, 1.0000000E-010
 1.8340737E+000, 5.0959773E-001,-3.7526595E-001, 1.0000000E-010
 1.8421844E+000, 4.9605598E-001,-3.9502219E-001, 1.0000000E-010
 1.8495575E+000, 4.8388636E-001,-4.1209680E-001, 1.0000000E-010
 1.8576678E+000, 4.7063292E-001,-4.3264922E-001, 1.0000000E-010
 1.8650420E+000, 4.5872926E-001,-4.5042090E-001, 1.0000000E-010
 1.8731534E+000, 4.4577432E-001,-4.7175112E-001, 1.0000000E-010
 1.8805269E+000, 4.3415063E-001,-4.9019748E-001, 1.0000000E-010
 1.8886377E+000, 4.2150924E-001,-5.1227767E-001, 1.0000000E-010
 1.8960105E+000, 4.1017621E-001,-5.3138410E-001, 1.0000000E-010
 1.9041207E+000, 3.9785987E-001,-5.5419033E-001, 1.0000000E-010
 1.9114940E+000, 3.8682616E-001,-5.7394396E-001, 1.0000000E-010
 1.9196048E+000, 3.7484419E-001,-5.9745513E-001, 1.0000000E-010
 1.9269789E+000, 3.6411955E-001,-6.1783839E-001, 1.0000000E-010
 1.9350905E+000, 3.5248241E-001,-6.4203015E-001, 1.0000000E-010
 1.9424639E+000, 3.4207874E-001,-6.6301885E-001, 1.0000000E-010
 1.9505746E+000, 3.3079920E-001,-6.8786013E-001, 1.0000000E-010
 1.9579482E+000, 3.2072409E-001,-7.0944138E-001, 1.0000000E-010
 1.9660592E+000, 3.0981036E-001,-7.3490933E-001, 1.0000000E-010
 1.9734335E+000, 3.0007212E-001,-7.5706474E-001, 1.0000000E-010
 1.9815453E+000, 2.8953313E-001,-7.8313406E-001, 1.0000000E-010
 1.9889183E+000, 2.8014294E-001,-8.0583554E-001, 1.0000000E-010
 1.9970287E+000, 2.6999068E-001,-8.3247164E-001, 1.0000000E-010
 2.0044017E+000, 2.6095491E-001,-8.5570631E-001, 1.0000000E-010
 2.0125122E+000, 2.5119630E-001,-8.8288606E-001, 1.0000000E-010
 2.0198874E+000, 2.4252059E-001,-9.0664026E-001, 1.0000000E-010
 2.0280001E+000, 2.3316177E-001,-9.3434295E-001, 1.0000000E-010
 2.0353734E+000, 2.2485831E-001,-9.5857842E-001, 1.0000000E-010
 2.0434844E+000, 2.1591228E-001,-9.8676155E-001, 1.0000000E-010
 2.0508578E+000, 2.0798650E-001,-1.0114665E+000, 1.0000000E-010
 2.0589685E+000, 1.9945920E-001,-1.0401070E+000, 1.0000000E-010
 2.0663438E+000, 1.9191642E-001,-1.0652658E+000, 1.0000000E-010
 2.0744565E+000, 1.8381361E-001,-1.0943415E+000, 1.0000000E-010
 2.0818298E+000, 1.7666432E-001,-1.1199155E+000, 1.0000000E-010
 2.0899405E+000, 1.6899708E-001,-1.1493835E+000, 1.0000000E-010
 2.0973136E+000, 1.6224608E-001,-1.1753591E+000, 1.0000000E-010
 2.1054242E+000, 1.5501968E-001,-1.2051955E+000, 1.0000000E-010
 2.1127985E+000, 1.4867178E-001,-1.2315549E+000, 1.0000000E-010
 2.1209104E+000, 1.4189135E-001,-1.2617363E+000, 1.0000000E-010
 2.1282842E+000, 1.3595382E-001,-1.2884482E+000, 1.0000000E-010
 2.1363957E+000, 1.2962701E-001,-1.3189384E+000, 1.0000000E-010
 2.1437693E+000, 1.2410510E-001,-1.3459798E+000, 1.0000000E-010
 2.1518803E+000, 1.1823749E-001,-1.3767486E+000, 1.0000000E-010
 2.1592546E+000, 1.1313508E-001,-1.4041014E+000, 1.0000000E-010
 2.1673665E+000, 1.0773077E-001,-1.4351245E+000, 1.0000000E-010
 2.1747406E+000, 1.0305321E-001,-1.4627583E+000, 1.0000000E-010
 2.1828520E+000, 9.8117755E-002,-1.4940007E+000, 1.0000000E-010
 2.1902256E+000, 9.3869007E-002,-1.5218905E+000, 1.0000000E-010
 2.1983364E+000, 8.9406560E-002,-1.5533211E+000, 1.0000000E-010
 2.2057102E+000, 8.5589411E-002,-1.5814467E+000, 1.0000000E-010
 2.2138216E+000, 8.1602902E-002,-1.6130403E+000, 1.0000000E-010
 2.2211964E+000, 7.8220214E-002,-1.6413784E+000, 1.0000000E-010
 2.2293086E+000, 7.4712619E-002,-1.6731071E+000, 1.0000000E-010
 2.2366824E+000, 7.1767894E-002,-1.7016247E+000, 1.0000000E-010
 2.2447937E+000, 6.8742741E-002,-1.7334510E+000, 1.0000000E-010
 2.2521677E+000, 6.6237598E-002,-1.7621280E+000, 1.0000000E-010
 2.2602792E+000, 6.3696660E-002,-1.7940272E+000, 1.0000000E-010
 2.2676544E+000, 6.1632826E-002,-1.8228410E+000, 1.0000000E-010
 2.2757671E+000, 5.9577930E-002,-1.8547870E+000, 1.0000000E-010
 2.2831407E+000, 5.7957786E-002,-1.8837017E+000, 1.0000000E-010
 2.2912519E+000, 5.6391246E-002,-1.9156544E+000, 1.0000000E-010
 2.2986255E+000, 5.5215661E-002,-1.9446500E+000, 1.0000000E-010
 2.3067367E+000, 5.4138531E-002,-1.9765860E+000, 1.0000000E-010
 2.3141124E+000, 5.3408555E-002,-2.0056438E+000, 1.0000000E-010
 2.3222256E+000, 5.2822058E-002,-2.0375419E+000, 1.0000000E-010
 2.3295999E+000, 5.2539275E-002,-2.0666219E+000, 1.0000000E-010
 2.3377113E+000, 5.2444773E-002,-2.0984380E+000, 1.0000000E-010
 2.3450854E+000, 5.2609741E-002,-2.1275187E+000, 1.0000000E-010
 2.3531969E+000, 5.3007981E-002,-2.1592295E+000, 1.0000000E-010
 2.3605723E+000, 5.3621544E-002,-2.1882906E+000, 1.0000000E-010
 2.3686857E+000, 5.4513489E-002,-2.2198744E+000, 1.0000000E-010
 2.3760600E+000, 5.5576035E-002,-2.2488783E+000, 1.0000000E-010
 2.3841715E+000, 5.6961723E-002,-2.2802935E+000, 1.0000000E-010
 2.3915455E+000, 5.8473351E-002,-2.3092162E+000, 1.0000000E-010
 2.3996568E+000, 6.0352909E-002,-2.3404385E+000, 1.0000000E-010
 2.4070318E+000, 6.2313816E-002,-2.3692579E+000, 1.0000000E-010
 2.4151444E+000, 6.4687377E-002,-2.4002650E+000, 1.0000000E-010
 2.4225192E+000, 6.7096777E-002,-2.4289496E+000, 1.0000000E-010
 2.4306316E+000, 6.9963102E-002,-2.4597074E+000, 1.0000000E-010
 2.4380059E+000, 7.2819719E-002,-2.4882283E+000, 1.0000000E-010
 2.4461176E+000, 7.6177149E-002,-2.5187081E+000, 1.0000000E-010
 2.4534926E+000, 7.9479728E-002,-2.5470417E+000, 1.0000000E-010
 2.4616053E+000, 8.3326680E-002,-2.5772209E+000, 1.0000000E-010
 2.4689803E+000, 8.7072600E-002,-2.6053380E+000, 1.0000000E-010
 2.4770930E+000, 9.1405757E-002,-2.6351865E+000, 1.0000000E-010
 2.4844675E+000, 9.5591433E-002,-2.6630569E+000, 1.0000000E-010
 2.4925792E+000, 1.0040645E-001,-2.6925451E+000, 1.0000000E-010
 2.4999540E+000, 1.0502843E-001,-2.7201439E+000, 1.0000000E-010
 2.5080662E+000, 1.1032123E-001,-2.7492497E+000, 1.0000000E-010
 2.5154421E+000, 1.1537538E-001,-2.7765526E+000, 1.0000000E-010
 2.5235555E+000, 1.2114107E-001,-2.8052530E+000, 1.0000000E-010
 2.5309300E+000, 1.2662052E-001,-2.8322274E+000, 1.0000000E-010
 2.5390422E+000, 1.3285103E-001,-2.8604891E+000, 1.0000000E-010
 2.5464172E+000, 1.3875032E-001,-2.8871100E+000, 1.0000000E-010
 2.5545297E+000, 1.4543951E-001,-2.9149130E+000, 1.0000000E-010
 2.5619059E+000, 1.5175295E-001,-2.9411581E+000, 1.0000000E-010
 2.5700197E+000, 1.5889434E-001,-2.9684828E+000, 1.0000000E-010
 2.5773945E+000, 1.6561219E-001,-2.9943194E+000, 1.0000000E-010
 2.5855069E+000, 1.7319464E-001,-3.0211316E+000, 1.0000000E-010
 2.5928814E+000, 1.8031035E-001,-3.0465350E+000, 1.0000000E-010
 2.6009936E+000, 1.8832667E-001,-3.0728170E+000, 1.0000000E-010
 2.6083703E+000, 1.9583418E-001,-3.0977675E+000, 1.0000000E-010
 2.6164844E+000, 2.0427777E-001,-3.1235034E+000, 1.0000000E-010
 2.6238596E+000, 2.1216590E-001,-3.1479702E+000, 1.0000000E-010
 2.6319723E+000, 2.2102415E-001,-3.1731270E+000, 1.0000000E-010
 2.6393473E+000, 2.2928583E-001,-3.1970849E+000, 1.0000000E-010
 2.6474597E+000, 2.3855113E-001,-3.2216453E+000, 1.0000000E-010
 2.6548364E+000, 2.4718023E-001,-3.2450746E+000, 1.0000000E-010
 2.6629505E+000, 2.5684596E-001,-3.2690229E+000, 1.0000000E-010
 2.6703258E+000, 2.6583157E-001,-3.2918962E+000, 1.0000000E-010
 2.6784387E+000, 2.7588559E-001,-3.3152039E+000, 1.0000000E-010
 2.6858137E+000, 2.8522055E-001,-3.3374963E+000, 1.0000000E-010
