Time, u-vel
   1.286,   1.42631
   1.300,   1.40699
   1.312,   1.38927
   1.325,   1.36967
   1.337,   1.35171
   1.350,   1.33187
   1.362,   1.31373
   1.375,   1.29371
   1.387,   1.27543
   1.401,   1.25528
   1.413,   1.23691
   1.426,   1.21669
   1.438,   1.19826
   1.452,   1.17801
   1.464,   1.15959
   1.477,   1.13937
   1.489,   1.12100
   1.503,   1.10087
   1.515,   1.08259
   1.528,   1.06259
   1.540,   1.04445
   1.554,   1.02463
   1.566,   1.00669
   1.580,   0.98710
   1.592,   0.96940
   1.606,   0.95010
   1.618,   0.93268
   1.631,   0.91372
   1.644,   0.89663
   1.657,   0.87805
   1.670,   0.86133
   1.683,   0.84319
   1.696,   0.82689
   1.709,   0.80923
   1.722,   0.79339
   1.735,   0.77625
   1.748,   0.76091
   1.762,   0.74435
   1.774,   0.72955
   1.788,   0.71360
   1.800,   0.69938
   1.814,   0.68409
   1.827,   0.67048
   1.841,   0.65588
   1.853,   0.64293
   1.867,   0.62906
   1.880,   0.61679
   1.893,   0.60370
   1.906,   0.59214
   1.920,   0.57985
   1.933,   0.56904
   1.947,   0.55758
   1.959,   0.54754
   1.973,   0.53694
   1.986,   0.52770
   2.000,   0.51799
   2.013,   0.50957
   2.027,   0.50078
   2.039,   0.49319
   2.053,   0.48533
   2.066,   0.47861
   2.080,   0.47170
   2.093,   0.46585
   2.107,   0.45991
   2.120,   0.45495
   2.134,   0.44999
   2.147,   0.44592
   2.161,   0.44195
   2.174,   0.43879
   2.189,   0.43582
   2.201,   0.43358
   2.216,   0.43161
   2.229,   0.43027
   2.243,   0.42931
   2.256,   0.42888
   2.270,   0.42892
   2.283,   0.42941
   2.298,   0.43044
   2.311,   0.43183
   2.325,   0.43386
   2.338,   0.43614
   2.353,   0.43914
   2.366,   0.44231
   2.380,   0.44628
   2.393,   0.45032
   2.408,   0.45523
   2.421,   0.46013
   2.436,   0.46597
   2.449,   0.47170
   2.463,   0.47844
   2.477,   0.48498
   2.491,   0.49261
   2.504,   0.49994
   2.519,   0.50842
   2.532,   0.51651
   2.547,   0.52580
   2.560,   0.53463
   2.575,   0.54471
   2.588,   0.55424
   2.603,   0.56507
   2.616,   0.57526
   2.631,   0.58681
   2.644,   0.59763
   2.659,   0.60986
   2.673,   0.62127
   2.687,   0.63412
   2.701,   0.64609
   2.716,   0.65953
   2.729,   0.67201
   2.744,   0.68599
   2.758,   0.69893
   2.773,   0.71340
   2.786,   0.72677
   2.801,   0.74168
   2.815,   0.75543
   2.830,   0.77073
   2.843,   0.78481
   2.858,   0.80044
   2.872,   0.81480
   2.887,   0.83072
   2.901,   0.84531
   2.916,   0.86146
   2.929,   0.87624
   2.945,   0.89256
   2.958,   0.90747
   2.973,   0.92390
   2.987,   0.93889
   3.002,   0.95539
   3.016,   0.97041
   3.031,   0.98691
   3.045,   1.00191
   3.060,   1.01836
   3.074,   1.03329
   3.090,   1.04963
   3.103,   1.06444
   3.119,   1.08062
   3.133,   1.09525
   3.148,   1.11121
   3.162,   1.12562
   3.177,   1.14130
   3.191,   1.15544
   3.207,   1.17080
   3.221,   1.18462
   3.236,   1.19960
   3.250,   1.21305
   3.266,   1.22760
   3.280,   1.24064
   3.295,   1.25471
   3.309,   1.26729
   3.325,   1.28085
   3.339,   1.29293
   3.354,   1.30591
   3.369,   1.31745
   3.384,   1.32981
   3.398,   1.34077
   3.414,   1.35249
   3.428,   1.36283
   3.444,   1.37385
   3.458,   1.38355
   3.474,   1.39384
   3.488,   1.40286
   3.504,   1.41238
   3.518,   1.42069
   3.534,   1.42942
   3.548,   1.43699
   3.564,   1.44490
   3.579,   1.45171
   3.594,   1.45877
   3.609,   1.46481
   3.625,   1.47100
   3.639,   1.47623
   3.655,   1.48154
   3.669,   1.48595
   3.685,   1.49036
   3.700,   1.49395
   3.716,   1.49744
   3.730,   1.50020
   3.746,   1.50277
   3.761,   1.50468
   3.777,   1.50633
   3.791,   1.50740
   3.808,   1.50811
   3.822,   1.50834
   3.838,   1.50813
   3.853,   1.50752
   3.869,   1.50640
   3.884,   1.50495
   3.900,   1.50291
   3.915,   1.50065
   3.931,   1.49771
   3.945,   1.49464
   3.962,   1.49082
   3.976,   1.48696
   3.993,   1.48228
   4.008,   1.47764
   4.024,   1.47212
   4.039,   1.46673
   4.055,   1.46040
   4.070,   1.45429
   4.086,   1.44718
   4.101,   1.44036
   4.117,   1.43250
   4.132,   1.42502
   4.149,   1.41644
   4.164,   1.40832
   4.180,   1.39907
   4.195,   1.39035
   4.212,   1.38046
   4.227,   1.37119
   4.243,   1.36070
   4.258,   1.35091
   4.275,   1.33987
   4.290,   1.32960
   4.306,   1.31806
   4.322,   1.30735
   4.338,   1.29537
   4.353,   1.28427
   4.370,   1.27188
   4.385,   1.26044
   4.402,   1.24771
   4.417,   1.23598
   4.434,   1.22294
   4.449,   1.21097
   4.466,   1.19770
   4.481,   1.18553
   4.498,   1.17207
   4.513,   1.15976
   4.530,   1.14618
   4.545,   1.13377
   4.562,   1.12012
   4.577,   1.10767
   4.594,   1.09400
   4.610,   1.08157
   4.627,   1.06794
   4.642,   1.05557
   4.659,   1.04204
   4.674,   1.02979
   4.691,   1.01641
   4.707,   1.00432
   4.724,   0.99115
   4.739,   0.97928
   4.756,   0.96637
   4.772,   0.95475
   4.789,   0.94216
   4.805,   0.93086
   4.822,   0.91862
   4.837,   0.90768
   4.854,   0.89586
   4.870,   0.88532
   4.887,   0.87396
   4.903,   0.86385
   4.920,   0.85301
   4.936,   0.84338
   4.953,   0.83308
   4.969,   0.82398
   4.986,   0.81427
   5.002,   0.80571
   5.019,   0.79663
   5.035,   0.78867
   5.052,   0.78025
   5.068,   0.77290
   5.085,   0.76518
   5.101,   0.75847
   5.119,   0.75147
   5.134,   0.74543
   5.152,   0.73918
   5.168,   0.73383
   5.185,   0.72834
   5.201,   0.72370
   5.219,   0.71900
   5.235,   0.71508
   5.252,   0.71118
   5.268,   0.70800
   5.286,   0.70491
   5.302,   0.70247
   5.319,   0.70020
   5.335,   0.69851
   5.353,   0.69706
   5.369,   0.69612
   5.387,   0.69549
   5.403,   0.69529
   5.420,   0.69548
   5.437,   0.69602
   5.454,   0.69702
   5.471,   0.69830
   5.488,   0.70010
   5.504,   0.70209
   5.522,   0.70467
   5.538,   0.70737
   5.556,   0.71071
   5.573,   0.71409
   5.590,   0.71818
   5.607,   0.72222
   5.625,   0.72702
   5.641,   0.73171
   5.659,   0.73720
   5.675,   0.74249
   5.693,   0.74863
   5.709,   0.75451
   5.727,   0.76127
   5.744,   0.76769
   5.762,   0.77503
   5.778,   0.78197
   5.796,   0.78985
   5.813,   0.79726
   5.831,   0.80564
   5.847,   0.81348
   5.865,   0.82232
   5.882,   0.83055
   5.900,   0.83980
   5.917,   0.84838
   5.935,   0.85798
   5.951,   0.86686
   5.970,   0.87677
   5.986,   0.88591
   6.004,   0.89608
   6.021,   0.90543
   6.039,   0.91580
   6.056,   0.92532
   6.074,   0.93584
   6.091,   0.94547
   6.109,   0.95609
   6.126,   0.96578
   6.144,   0.97645
   6.161,   0.98615
   6.179,   0.99681
   6.196,   1.00649
   6.215,   1.01708
   6.231,   1.02668
   6.250,   1.03716
   6.267,   1.04662
   6.285,   1.05694
