s,m/s,Pa,kg/m/s
 2.6822293E+000, 4.3972474E-001,-3.4193044E+000, 1.0000000E-010
 2.7149013E+000, 4.8303795E-001,-3.4892106E+000, 1.0000000E-010
 2.7445785E+000, 5.2486348E-001,-3.5654280E+000, 1.0000000E-010
 2.7772234E+000, 5.7344157E-001,-3.6251326E+000, 1.0000000E-010
 2.8069681E+000, 6.1987668E-001,-3.6887748E+000, 1.0000000E-010
 2.8396872E+000, 6.7316711E-001,-3.7376907E+000, 1.0000000E-010
 2.8694071E+000, 7.2339791E-001,-3.7880120E+000, 1.0000000E-010
 2.9020990E+000, 7.8046095E-001,-3.8252778E+000, 1.0000000E-010
 2.9317784E+000, 8.3371508E-001,-3.8611989E+000, 1.0000000E-010
 2.9644258E+000, 8.9367688E-001,-3.8862677E+000, 1.0000000E-010
 2.9941356E+000, 9.4930089E-001,-3.9071629E+000, 1.0000000E-010
 3.0268163E+000, 1.0114301E+000,-3.9196706E+000, 1.0000000E-010
 3.0565663E+000, 1.0686375E+000,-3.9251747E+000, 1.0000000E-010
 3.0892912E+000, 1.1320529E+000,-3.9247611E+000, 1.0000000E-010
 3.1189783E+000, 1.1898088E+000,-3.9145615E+000, 1.0000000E-010
 3.1516342E+000, 1.2533612E+000,-3.9010353E+000, 1.0000000E-010
 3.1813297E+000, 1.3109543E+000,-3.8752851E+000, 1.0000000E-010
 3.2139948E+000, 1.3738617E+000,-3.8486369E+000, 1.0000000E-010
 3.2437829E+000, 1.4306028E+000,-3.8076177E+000, 1.0000000E-010
 3.2765497E+000, 1.4921057E+000,-3.7678576E+000, 1.0000000E-010
 3.3062373E+000, 1.5467870E+000,-3.7116654E+000, 1.0000000E-010
 3.3388937E+000, 1.6055808E+000,-3.6593397E+000, 1.0000000E-010
 3.3685738E+000, 1.6575748E+000,-3.5893636E+000, 1.0000000E-010
 3.4012218E+000, 1.7129840E+000,-3.5249038E+000, 1.0000000E-010
 3.4310099E+000, 1.7617084E+000,-3.4420221E+000, 1.0000000E-010
 3.4637768E+000, 1.8131013E+000,-3.3658361E+000, 1.0000000E-010
 3.4934743E+000, 1.8574989E+000,-3.2706001E+000, 1.0000000E-010
 3.5261415E+000, 1.9037739E+000,-3.1840861E+000, 1.0000000E-010
 3.5558187E+000, 1.9433185E+000,-3.0788193E+000, 1.0000000E-010
 3.5884635E+000, 1.9839261E+000,-2.9829526E+000, 1.0000000E-010
 3.6182174E+000, 2.0181525E+000,-2.8690705E+000, 1.0000000E-010
 3.6509467E+000, 2.0526037E+000,-2.7648213E+000, 1.0000000E-010
 3.6806681E+000, 2.0808640E+000,-2.6435735E+000, 1.0000000E-010
 3.7133616E+000, 2.1085160E+000,-2.5328081E+000, 1.0000000E-010
 3.7430463E+000, 2.1304116E+000,-2.4066055E+000, 1.0000000E-010
 3.7756995E+000, 2.1508789E+000,-2.2910233E+000, 1.0000000E-010
 3.8054229E+000, 2.1661465E+000,-2.1618869E+000, 1.0000000E-010
 3.8381187E+000, 2.1791742E+000,-2.0429842E+000, 1.0000000E-010
 3.8678623E+000, 2.1875575E+000,-1.9126122E+000, 1.0000000E-010
 3.9005803E+000, 2.1929219E+000,-1.7923663E+000, 1.0000000E-010
 3.9302702E+000, 2.1942801E+000,-1.6629391E+000, 1.0000000E-010
 3.9629290E+000, 2.1919022E+000,-1.5436391E+000, 1.0000000E-010
 3.9926312E+000, 2.1862311E+000,-1.4174565E+000, 1.0000000E-010
 4.0253037E+000, 2.1761451E+000,-1.3008329E+000, 1.0000000E-010
 4.0550822E+000, 2.1634798E+000,-1.1795636E+000, 1.0000000E-010
 4.0878386E+000, 2.1457653E+000,-1.0673718E+000, 1.0000000E-010
 4.1175261E+000, 2.1263492E+000,-9.5286614E-001, 1.0000000E-010
 4.1501823E+000, 2.1013727E+000,-8.4768814E-001, 1.0000000E-010
 4.1798663E+000, 2.0754638E+000,-7.4212074E-001, 1.0000000E-010
 4.2125188E+000, 2.0435419E+000,-6.4542687E-001, 1.0000000E-010
 4.2423215E+000, 2.0113816E+000,-5.5000615E-001, 1.0000000E-010
 4.2751044E+000, 1.9728073E+000,-4.6312067E-001, 1.0000000E-010
 4.3047980E+000, 1.9351003E+000,-3.7925336E-001, 1.0000000E-010
 4.3374609E+000, 1.8907486E+000,-3.0434376E-001, 1.0000000E-010
 4.3671386E+000, 1.8479801E+000,-2.3356463E-001, 1.0000000E-010
 4.3997840E+000, 1.7984089E+000,-1.7156470E-001, 1.0000000E-010
 4.4295502E+000, 1.7510598E+000,-1.1456501E-001, 1.0000000E-010
 4.4622930E+000, 1.6968215E+000,-6.6298693E-002, 1.0000000E-010
 4.4919948E+000, 1.6458379E+000,-2.3814969E-002, 1.0000000E-010
 4.5246668E+000, 1.5880284E+000, 9.7275423E-003, 1.0000000E-010
 4.5543379E+000, 1.5341401E+000, 3.7095677E-002, 1.0000000E-010
 4.5869761E+000, 1.4735777E+000, 5.5585973E-002, 1.0000000E-010
 4.6167012E+000, 1.4174377E+000, 6.7667991E-002, 1.0000000E-010
 4.6493989E+000, 1.3548497E+000, 7.0984803E-002, 1.0000000E-010
 4.6791198E+000, 1.2973953E+000, 6.7758083E-002, 1.0000000E-010
 4.7118128E+000, 1.2338251E+000, 5.5973221E-002, 1.0000000E-010
 4.7414904E+000, 1.1759778E+000, 3.7624776E-002, 1.0000000E-010
 4.7741359E+000, 1.1124381E+000, 1.1164261E-002, 1.0000000E-010
 4.8038374E+000, 1.0549088E+000,-2.1903846E-002, 1.0000000E-010
 4.8365092E+000, 9.9217552E-001,-6.2469427E-002, 1.0000000E-010
 4.8662611E+000, 9.3574578E-001,-1.0974140E-001, 1.0000000E-010
 4.8989882E+000, 8.7467307E-001,-1.6366223E-001, 1.0000000E-010
 4.9286659E+000, 8.2039052E-001,-2.2435206E-001, 1.0000000E-010
 4.9613112E+000, 7.6210827E-001,-2.9036209E-001, 1.0000000E-010
 4.9909930E+000, 7.1060491E-001,-3.6344445E-001, 1.0000000E-010
 5.0236429E+000, 6.5579653E-001,-4.4047102E-001, 1.0000000E-010
 5.0534265E+000, 6.0766953E-001,-5.2505869E-001, 1.0000000E-010
 5.0861884E+000, 5.5698699E-001,-6.1205208E-001, 1.0000000E-010
 5.1158673E+000, 5.1328874E-001,-7.0700198E-001, 1.0000000E-010
 5.1485142E+000, 4.6783268E-001,-8.0191684E-001, 1.0000000E-010
 5.1781848E+000, 4.2905316E-001,-9.0548241E-001, 1.0000000E-010
 5.2108225E+000, 3.8934383E-001,-1.0070256E+000, 1.0000000E-010
 5.2406005E+000, 3.5594946E-001,-1.1180265E+000, 1.0000000E-010
 5.2733563E+000, 3.2248598E-001,-1.2250059E+000, 1.0000000E-010
 5.3030533E+000, 2.9522574E-001,-1.3421881E+000, 1.0000000E-010
 5.3357201E+000, 2.6874378E-001,-1.4523363E+000, 1.0000000E-010
 5.3653931E+000, 2.4795899E-001,-1.5734559E+000, 1.0000000E-010
 5.3980335E+000, 2.2879079E-001,-1.6853465E+000, 1.0000000E-010
 5.4277769E+000, 2.1475175E-001,-1.8088974E+000, 1.0000000E-010
 5.4604946E+000, 2.0315862E-001,-1.9212967E+000, 1.0000000E-010
 5.4902063E+000, 1.9614807E-001,-2.0459588E+000, 1.0000000E-010
 5.5228892E+000, 1.9235116E-001,-2.1569681E+000, 1.0000000E-010
 5.5525645E+000, 1.9244562E-001,-2.2805817E+000, 1.0000000E-010
 5.5852072E+000, 1.9646299E-001,-2.3887348E+000, 1.0000000E-010
 5.6149223E+000, 2.0364310E-001,-2.5095081E+000, 1.0000000E-010
 5.6476089E+000, 2.1541041E-001,-2.6137052E+000, 1.0000000E-010
 5.6773586E+000, 2.2957340E-001,-2.7302878E+000, 1.0000000E-010
 5.7100832E+000, 2.4891560E-001,-2.8292100E+000, 1.0000000E-010
 5.7397735E+000, 2.6977941E-001,-2.9399951E+000, 1.0000000E-010
 5.7724327E+000, 2.9630697E-001,-3.0321422E+000, 1.0000000E-010
 5.8021332E+000, 3.2356891E-001,-3.1350727E+000, 1.0000000E-010
 5.8348037E+000, 3.5691568E-001,-3.2195773E+000, 1.0000000E-010
 5.8645810E+000, 3.9023992E-001,-3.3134174E+000, 1.0000000E-010
 5.8973360E+000, 4.3000376E-001,-3.3894312E+000, 1.0000000E-010
 5.9270231E+000, 4.6870562E-001,-3.4731557E+000, 1.0000000E-010
 5.9596789E+000, 5.1405758E-001,-3.5393217E+000, 1.0000000E-010
 5.9893633E+000, 5.5764771E-001,-3.6109984E+000, 1.0000000E-010
 6.0220161E+000, 6.0803151E-001,-3.6667449E+000, 1.0000000E-010
 6.0518203E+000, 6.5607131E-001,-3.7255244E+000, 1.0000000E-010
 6.0846049E+000, 7.1098834E-001,-3.7703161E+000, 1.0000000E-010
 6.1143146E+000, 7.6244426E-001,-3.8155649E+000, 1.0000000E-010
 6.1469953E+000, 8.2069850E-001,-3.8483932E+000, 1.0000000E-010
 6.1766858E+000, 8.7492847E-001,-3.8788748E+000, 1.0000000E-010
 6.2093454E+000, 9.3580216E-001,-3.8993890E+000, 1.0000000E-010
 6.2391170E+000, 9.9220240E-001,-3.9147274E+000, 1.0000000E-010
 6.2718657E+000, 1.0550188E+000,-3.9225821E+000, 1.0000000E-010
 6.3015854E+000, 1.1125169E+000,-3.9223957E+000, 1.0000000E-010
