s,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
 1.5750571E+003, 3.9510564E+002, 2.2890032E+002, 1.7602958E+002, 1.5428971E+002, 8.6209095E+001, 5.2062564E+001, 2.9787847E+001, 1.0799580E+001, 5.9326561E+000, 5.2309749E+000, 1.9708882E+000, 7.1383328E-001
 1.5900476E+003, 3.9633612E+002, 2.2975742E+002, 1.7706132E+002, 1.5519282E+002, 8.6597974E+001, 5.2235982E+001, 2.7131550E+001, 9.6313272E+000, 6.3621486E+000, 5.4205821E+000, 1.8650916E+000, 6.1129739E-001
 1.6050489E+003, 3.9752600E+002, 2.3045258E+002, 1.7810464E+002, 1.5610850E+002, 8.6969976E+001, 5.2400383E+001, 2.5808190E+001, 9.5386385E+000, 6.2636567E+000, 5.6254010E+000, 1.9503807E+000, 6.1456339E-001
 1.6200321E+003, 3.9801654E+002, 2.3137649E+002, 1.7900092E+002, 1.5700956E+002, 8.7371860E+001, 5.2568274E+001, 2.4813715E+001, 1.0458448E+001, 5.7757778E+000, 5.1291284E+000, 2.0359594E+000, 6.6658914E-001
 1.6350155E+003, 3.9883851E+002, 2.3241629E+002, 1.8000078E+002, 1.5784796E+002, 8.7796437E+001, 5.2760342E+001, 2.5546948E+001, 1.0880167E+001, 6.1623842E+000, 5.4411157E+000, 2.0022702E+000, 7.1090114E-001
 1.6500178E+003, 3.9972633E+002, 2.3325967E+002, 1.8100345E+002, 1.5874807E+002, 8.8188536E+001, 5.2945811E+001, 2.6668443E+001, 1.0251218E+001, 6.2571001E+000, 5.5563534E+000, 1.9573043E+000, 6.4747895E-001
 1.6650437E+003, 4.0091938E+002, 2.3401584E+002, 1.8189114E+002, 1.5966235E+002, 8.8551784E+001, 5.3109324E+001, 2.7352217E+001, 9.7978778E+000, 6.0076126E+000, 5.7823918E+000, 1.9096052E+000, 6.2214892E-001
 1.6800580E+003, 4.0186173E+002, 2.3507366E+002, 1.8282847E+002, 1.6059892E+002, 8.8960557E+001, 5.3272835E+001, 2.6292188E+001, 1.1365348E+001, 6.3190786E+000, 5.6352307E+000, 2.1524363E+000, 6.3591200E-001
 1.6950889E+003, 4.0343773E+002, 2.3599395E+002, 1.8385336E+002, 1.6143502E+002, 8.9362881E+001, 5.3432982E+001, 2.9786402E+001, 9.9904359E+000, 6.3449567E+000, 5.3014949E+000, 1.9981887E+000, 6.2690432E-001
 1.7100292E+003, 4.0450603E+002, 2.3689273E+002, 1.8479157E+002, 1.6228505E+002, 8.9722178E+001, 5.3615624E+001, 2.7829878E+001, 1.0484194E+001, 6.1465746E+000, 5.6902204E+000, 1.9525257E+000, 7.0600120E-001
 1.7250637E+003, 4.0575683E+002, 2.3771411E+002, 1.8568644E+002, 1.6317641E+002, 9.0098710E+001, 5.3801376E+001, 2.8747336E+001, 1.0349616E+001, 6.1623890E+000, 5.4381804E+000, 1.9191003E+000, 6.8699126E-001
 1.7400584E+003, 4.0733513E+002, 2.3871152E+002, 1.8659839E+002, 1.6392279E+002, 9.0496457E+001, 5.3975355E+001, 2.9486994E+001, 1.0621360E+001, 6.3651905E+000, 5.1110265E+000, 2.1589865E+000, 6.5146226E-001
 1.7550006E+003, 4.0843779E+002, 2.3948464E+002, 1.8751454E+002, 1.6483518E+002, 9.0912442E+001, 5.4145482E+001, 2.7939974E+001, 1.0332429E+001, 6.2976849E+000, 5.8771659E+000, 1.9969935E+000, 6.7827981E-001
 1.7700044E+003, 4.0938376E+002, 2.4031669E+002, 1.8836354E+002, 1.6566938E+002, 9.1291284E+001, 5.4329924E+001, 2.7988618E+001, 1.0266168E+001, 6.1691635E+000, 5.5110230E+000, 1.9694894E+000, 7.1961669E-001
 1.7850559E+003, 4.1068108E+002, 2.4092221E+002, 1.8926734E+002, 1.6650348E+002, 9.1641180E+001, 5.4519840E+001, 2.9112150E+001, 9.5763688E+000, 6.2764592E+000, 5.6902524E+000, 1.8692810E+000, 6.8630206E-001
 1.8000771E+003, 4.1153543E+002, 2.4169408E+002, 1.9012939E+002, 1.6735155E+002, 9.2002798E+001, 5.4680082E+001, 2.6897128E+001, 1.0665263E+001, 6.3938277E+000, 5.7144925E+000, 2.0573985E+000, 6.1736203E-001
 1.8150245E+003, 4.1161112E+002, 2.4255944E+002, 1.9100579E+002, 1.6822877E+002, 9.2371474E+001, 5.4843597E+001, 2.5356970E+001, 1.0677562E+001, 6.3046936E+000, 5.6888547E+000, 2.0082843E+000, 6.6798747E-001
 1.8300565E+003, 4.1210798E+002, 2.4347126E+002, 1.9189122E+002, 1.6907177E+002, 9.2743500E+001, 5.5022551E+001, 2.6696443E+001, 1.0800828E+001, 6.5780271E+000, 5.7427630E+000, 1.9910880E+000, 7.6542228E-001
 1.8450004E+003, 4.1386184E+002, 2.4418564E+002, 1.9279623E+002, 1.6981633E+002, 9.3117900E+001, 5.5209728E+001, 3.1365578E+001, 1.0455201E+001, 6.5091705E+000, 5.3576930E+000, 2.0656132E+000, 6.8341733E-001
 1.8600550E+003, 4.1495730E+002, 2.4479062E+002, 1.9367809E+002, 1.7061976E+002, 9.3483167E+001, 5.5360877E+001, 2.8756576E+001, 1.0002169E+001, 6.4787926E+000, 5.5755839E+000, 2.0248139E+000, 5.7680167E-001
 1.8750057E+003, 4.1554082E+002, 2.4541629E+002, 1.9455233E+002, 1.7144078E+002, 9.3844693E+001, 5.5515019E+001, 2.6923786E+001, 1.0434357E+001, 6.5382304E+000, 5.9175619E+000, 2.0635843E+000, 6.7954523E-001
 1.8900344E+003, 4.1618548E+002, 2.4617627E+002, 1.9535277E+002, 1.7224447E+002, 9.4212908E+001, 5.5684898E+001, 2.7700859E+001, 1.0011192E+001, 6.3393889E+000, 5.5930423E+000, 2.0797527E+000, 7.2326548E-001
 1.9050477E+003, 4.1667730E+002, 2.4676861E+002, 1.9625121E+002, 1.7307851E+002, 9.4590318E+001, 5.5873776E+001, 2.6769177E+001, 9.8244553E+000, 6.7288883E+000, 5.9495970E+000, 2.0088369E+000, 7.3277658E-001
 1.9200660E+003, 4.1765649E+002, 2.4759825E+002, 1.9715064E+002, 1.7385357E+002, 9.4935384E+001, 5.6040717E+001, 2.9818875E+001, 1.1078041E+001, 6.5442427E+000, 5.5576393E+000, 2.0295394E+000, 6.5961143E-001
 1.9350232E+003, 4.1873971E+002, 2.4833283E+002, 1.9787329E+002, 1.7460588E+002, 9.5342607E+001, 5.6213791E+001, 2.8345972E+001, 1.0535417E+001, 6.1677451E+000, 5.6577073E+000, 2.3066419E+000, 6.9002818E-001
 1.9500727E+003, 4.1880337E+002, 2.4895008E+002, 1.9873471E+002, 1.7551377E+002, 9.5723131E+001, 5.6388621E+001, 2.5341935E+001, 9.9964607E+000, 6.9542155E+000, 6.1304027E+000, 2.0551342E+000, 6.7732963E-001
 1.9650387E+003, 4.1929401E+002, 2.4966794E+002, 1.9953457E+002, 1.7632799E+002, 9.6043800E+001, 5.6569376E+001, 2.7500274E+001, 1.0691943E+001, 6.1977613E+000, 5.7900238E+000, 1.8736773E+000, 7.6387404E-001
 1.9800780E+003, 4.1995283E+002, 2.5025829E+002, 2.0035593E+002, 1.7713256E+002, 9.6358823E+001, 5.6732611E+001, 2.8346276E+001, 1.0157602E+001, 6.6898863E+000, 6.1299326E+000, 1.9679918E+000, 6.6723170E-001
 1.9950597E+003, 4.2113104E+002, 2.5103751E+002, 2.0111463E+002, 1.7785488E+002, 9.6686785E+001, 5.6888856E+001, 2.9962638E+001, 1.0796675E+001, 6.4607803E+000, 5.5835883E+000, 2.0187469E+000, 6.7277418E-001
 2.0100824E+003, 4.2143402E+002, 2.5173688E+002, 2.0191677E+002, 1.7865167E+002, 9.7054112E+001, 5.7051561E+001, 2.6001541E+001, 1.0890733E+001, 6.7926871E+000, 5.8877000E+000, 2.1323745E+000, 6.4129656E-001
 2.0250405E+003, 4.2166034E+002, 2.5253268E+002, 2.0268243E+002, 1.7944917E+002, 9.7403766E+001, 5.7220499E+001, 2.6297612E+001, 1.0904922E+001, 6.1287170E+000, 5.7837265E+000, 2.0551391E+000, 7.5552195E-001
 2.0400566E+003, 4.2172753E+002, 2.5316269E+002, 2.0346897E+002, 1.8019523E+002, 9.7739844E+001, 5.7399662E+001, 2.5373693E+001, 9.7985021E+000, 7.0474016E+000, 6.0453465E+000, 2.0550708E+000, 7.0736429E-001
 2.0550718E+003, 4.2202513E+002, 2.5363031E+002, 2.0424918E+002, 1.8100373E+002, 9.8055165E+001, 5.7563743E+001, 2.7965372E+001, 1.0451348E+001, 6.3673236E+000, 5.9485501E+000, 1.9445249E+000, 6.8104675E-001
 2.0700177E+003, 4.2311935E+002, 2.5456940E+002, 2.0487829E+002, 1.8167042E+002, 9.8389577E+001, 5.7719855E+001, 2.9454797E+001, 1.1277721E+001, 6.6870787E+000, 5.7830897E+000, 2.0868916E+000, 6.4931942E-001
 2.0850788E+003, 4.2338285E+002, 2.5520316E+002, 2.0562468E+002, 1.8241549E+002, 9.8729996E+001, 5.7852733E+001, 2.7041163E+001, 1.0823480E+001, 6.6994605E+000, 5.7958696E+000, 2.1231688E+000, 5.9386727E-001
 2.1000614E+003, 4.2416672E+002, 2.5573925E+002, 2.0629970E+002, 1.8308354E+002, 9.9072230E+001, 5.8024753E+001, 2.8159139E+001, 1.0076920E+001, 6.6463753E+000, 5.7476755E+000, 2.1140845E+000, 8.3802589E-001
 2.1150619E+003, 4.2469300E+002, 2.5625375E+002, 2.0709678E+002, 1.8380902E+002, 9.9409584E+001, 5.8213583E+001, 2.9332988E+001, 9.7289859E+000, 6.7791354E+000, 5.8375318E+000, 2.0412219E+000, 7.2595252E-001
 2.1300468E+003, 4.2546044E+002, 2.5657583E+002, 2.0786081E+002, 1.8448751E+002, 9.9709610E+001, 5.8366977E+001, 2.7769721E+001, 9.9539532E+000, 7.1494293E+000, 5.9263879E+000, 2.0549983E+000, 6.4818893E-001
 2.1450855E+003, 4.2550776E+002, 2.5720659E+002, 2.0873842E+002, 1.8521369E+002, 1.0002793E+002, 5.8504356E+001, 2.6619222E+001, 1.0132623E+001, 6.9850783E+000, 5.8969693E+000, 2.1054849E+000, 6.0970037E-001
 2.1600326E+003, 4.2293062E+002, 2.5685479E+002, 2.0909954E+002, 1.8557336E+002, 1.0035017E+002, 5.8658768E+001, 1.0743325E+001, 5.3133128E+000, 4.1118870E+000, 3.5181872E+000, 1.9466290E+000, 7.2557902E-001
 2.1750017E+003, 4.1766073E+002, 2.5570005E+002, 2.0840632E+002, 1.8517855E+002, 1.0051122E+002, 5.8837044E+001, 6.1023120E+000, 3.0387170E+000, 1.7862668E+000, 1.9826190E+000, 1.2880842E+000, 7.3190849E-001
 2.1901211E+003, 4.1248700E+002, 2.5437225E+002, 2.0752848E+002, 1.8463271E+002, 1.0054730E+002, 5.8996393E+001, 5.1274805E+000, 2.4553645E+000, 1.5216363E+000, 1.4949146E+000, 1.0275360E+000, 6.5990475E-001
 2.2051507E+003, 4.0733768E+002, 2.5293485E+002, 2.0658766E+002, 1.8400621E+002, 1.0054974E+002, 5.9134328E+001, 4.8281215E+000, 2.2695579E+000, 1.4090020E+000, 1.3432411E+000, 1.0283696E+000, 5.7821797E-001
 2.2202088E+003, 4.0229216E+002, 2.5145707E+002, 2.0561864E+002, 1.8332519E+002, 1.0052211E+002, 5.9233848E+001, 4.5273664E+000, 2.1243078E+000, 1.3432741E+000, 1.2493937E+000, 9.0409422E-001, 4.9286303E-001
 2.2352205E+003, 3.9729452E+002, 2.4994582E+002, 2.0462774E+002, 1.8261574E+002, 1.0045434E+002, 5.9324408E+001, 4.1952057E+000, 2.0138169E+000, 1.2759287E+000, 1.2039950E+000, 7.7106254E-001, 4.9154378E-001
 2.2500025E+003, 3.9247249E+002, 2.4843793E+002, 2.0362363E+002, 1.8190319E+002, 1.0037171E+002, 5.9422986E+001, 4.1333766E+000, 1.9891843E+000, 1.2493279E+000, 1.1725769E+000, 7.2204438E-001, 5.5676261E-001
 2.2651070E+003, 3.8781927E+002, 2.4690101E+002, 2.0260288E+002, 1.8117132E+002, 1.0027206E+002, 5.9520455E+001, 4.1487267E+000, 1.9199768E+000, 1.2016658E+000, 1.1076333E+000, 6.0423078E-001, 4.9733447E-001
 2.2800200E+003, 3.8323004E+002, 2.4535939E+002, 2.0157933E+002, 1.8041086E+002, 1.0015192E+002, 5.9571290E+001, 3.8883283E+000, 1.8530585E+000, 1.1778538E+000, 1.0613414E+000, 5.2344685E-001, 3.3777493E-001
 2.2952742E+003, 3.7864622E+002, 2.4380204E+002, 2.0055383E+002, 1.7964441E+002, 1.0001099E+002, 5.9604337E+001, 3.5489647E+000, 1.7719087E+000, 1.1386194E+000, 1.0388032E+000, 5.2979630E-001, 3.6235933E-001
 2.3101516E+003, 3.7417395E+002, 2.4225397E+002, 1.9950938E+002, 1.7887878E+002, 9.9861506E+001, 5.9636866E+001, 3.4380139E+000, 1.7138078E+000, 1.1099023E+000, 1.0257320E+000, 5.4096489E-001, 3.5020039E-001
 2.3250850E+003, 3.6986477E+002, 2.4071703E+002, 1.9849053E+002, 1.7812885E+002, 9.9698788E+001, 5.9667840E+001, 3.3117144E+000, 1.6250639E+000, 1.0854718E+000, 1.0222454E+000, 4.9393162E-001, 3.4561114E-001
 2.3402366E+003, 3.6558796E+002, 2.3917240E+002, 1.9746758E+002, 1.7737032E+002, 9.9526423E+001, 5.9694954E+001, 3.1745552E+000, 1.5971090E+000, 1.0620272E+000, 9.7949435E-001, 5.0168682E-001, 3.3571312E-001
 2.3550720E+003, 3.6145201E+002, 2.3764855E+002, 1.9644436E+002, 1.7660070E+002, 9.9352070E+001, 5.9715502E+001, 3.1429286E+000, 1.5855199E+000, 1.0305975E+000, 9.5762454E-001, 5.3785183E-001, 3.3014250E-001
 2.3701135E+003, 3.5743611E+002, 2.3614163E+002, 1.9542064E+002, 1.7583426E+002, 9.9181320E+001, 5.9729076E+001, 3.1239301E+000, 1.5530371E+000, 9.9549854E-001, 9.3197117E-001, 4.9243434E-001, 3.0803615E-001
 2.3853163E+003, 3.5349614E+002, 2.3461201E+002, 1.9438676E+002, 1.7505530E+002, 9.9000623E+001, 5.9736309E+001, 3.1294626E+000, 1.5008560E+000, 9.8251953E-001, 9.1484954E-001, 4.4560493E-001, 2.8454714E-001
 2.4002018E+003, 3.4966307E+002, 2.3310381E+002, 1.9336793E+002, 1.7428185E+002, 9.8814215E+001, 5.9745822E+001, 3.0099945E+000, 1.4792866E+000, 9.8337904E-001, 8.9538627E-001, 4.6914352E-001, 2.9631440E-001
 2.4152365E+003, 3.4590655E+002, 2.3161224E+002, 1.9236487E+002, 1.7351034E+002, 9.8628710E+001, 5.9751992E+001, 2.8682524E+000, 1.4350409E+000, 9.6637401E-001, 8.6738102E-001, 4.5880351E-001, 2.9000493E-001
 2.4301532E+003, 3.4221316E+002, 2.3014073E+002, 1.9136075E+002, 1.7273314E+002, 9.8441716E+001, 5.9756068E+001, 2.7593417E+000, 1.4210016E+000, 9.3202276E-001, 8.3809610E-001, 4.2850230E-001, 2.5577056E-001
 2.4450864E+003, 3.3861903E+002, 2.2871715E+002, 1.9034118E+002, 1.7194978E+002, 9.8248827E+001, 5.9748246E+001, 2.7229289E+000, 1.4476697E+000, 8.7771291E-001, 8.2961363E-001, 4.4601780E-001, 2.4478060E-001
 2.4600694E+003, 3.3513780E+002, 2.2730430E+002, 1.8931337E+002, 1.7116160E+002, 9.8054355E+001, 5.9745096E+001, 2.7766676E+000, 1.4204719E+000, 8.5905814E-001, 8.0088835E-001, 3.9069971E-001, 2.5697718E-001
 2.4750710E+003, 3.3174223E+002, 2.2590104E+002, 1.8827651E+002, 1.7036646E+002, 9.7850752E+001, 5.9743474E+001, 2.7679842E+000, 1.3965756E+000, 8.3313813E-001, 7.8574557E-001, 4.1183452E-001, 2.5424560E-001
 2.4900766E+003, 3.2842228E+002, 2.2449509E+002, 1.8724979E+002, 1.6957941E+002, 9.7649453E+001, 5.9738491E+001, 2.7334897E+000, 1.3561231E+000, 8.3863429E-001, 7.6639270E-001, 3.9886308E-001, 2.4515515E-001
 2.5051575E+003, 3.2517816E+002, 2.2309377E+002, 1.8624190E+002, 1.6878713E+002, 9.7452479E+001, 5.9729694E+001, 2.7196366E+000, 1.3477258E+000, 8.4522072E-001, 7.4594015E-001, 3.8210985E-001, 2.2861855E-001
 2.5201406E+003, 3.2201616E+002, 2.2170986E+002, 1.8524113E+002, 1.6799294E+002, 9.7254837E+001, 5.9723116E+001, 2.7098499E+000, 1.3319429E+000, 8.4274817E-001, 7.2786286E-001, 3.4811607E-001, 2.3845292E-001
 2.5352277E+003, 3.1891510E+002, 2.2034465E+002, 1.8425686E+002, 1.6720617E+002, 9.7052152E+001, 5.9714904E+001, 2.6659139E+000, 1.3077255E+000, 8.3605950E-001, 7.2284416E-001, 3.3991706E-001, 2.5278768E-001
 2.5501875E+003, 3.1587746E+002, 2.1898982E+002, 1.8327642E+002, 1.6642777E+002, 9.6847270E+001, 5.9701992E+001, 2.6080199E+000, 1.2826651E+000, 8.2836795E-001, 7.2091328E-001, 3.4078210E-001, 2.4368624E-001
 2.5651619E+003, 3.1288492E+002, 2.1764826E+002, 1.8230634E+002, 1.6565701E+002, 9.6643843E+001, 5.9685113E+001, 2.5183551E+000, 1.2492381E+000, 7.9727105E-001, 7.1792419E-001, 3.4217142E-001, 2.2164218E-001
 2.5801525E+003, 3.0994456E+002, 2.1631290E+002, 1.8132646E+002, 1.6489353E+002, 9.6442409E+001, 5.9662835E+001, 2.4776674E+000, 1.2238819E+000, 7.6916421E-001, 7.1074692E-001, 3.4197530E-001, 1.8180326E-001
 2.5952169E+003, 3.0705381E+002, 2.1498887E+002, 1.8035815E+002, 1.6413120E+002, 9.6241373E+001, 5.9638477E+001, 2.4076672E+000, 1.2015905E+000, 7.7263881E-001, 7.0094168E-001, 3.4907676E-001, 2.0461232E-001
 2.6100402E+003, 3.0422882E+002, 2.1368337E+002, 1.7940479E+002, 1.6337847E+002, 9.6036210E+001, 5.9612652E+001, 2.3475446E+000, 1.1802612E+000, 7.5847183E-001, 6.8784937E-001, 3.0682315E-001, 2.0915484E-001
 2.6252433E+003, 3.0143632E+002, 2.1238894E+002, 1.7845539E+002, 1.6262768E+002, 9.5820325E+001, 5.9585790E+001, 2.2702845E+000, 1.1684588E+000, 7.4131836E-001, 6.8404200E-001, 2.9867377E-001, 1.9777800E-001
 2.6402513E+003, 2.9866858E+002, 2.1110361E+002, 1.7751379E+002, 1.6187865E+002, 9.5602735E+001, 5.9561948E+001, 2.2146646E+000, 1.1624443E+000, 7.4918341E-001, 6.6308296E-001, 3.2738589E-001, 2.0462429E-001
 2.6551548E+003, 2.9595803E+002, 2.0984290E+002, 1.7659669E+002, 1.6114148E+002, 9.5388370E+001, 5.9538586E+001, 2.1144011E+000, 1.1535920E+000, 7.3709662E-001, 6.7285659E-001, 3.3124184E-001, 1.9728026E-001
 2.6702211E+003, 2.9332187E+002, 2.0858128E+002, 1.7569856E+002, 1.6042058E+002, 9.5174150E+001, 5.9517746E+001, 2.1793344E+000, 1.1219419E+000, 7.5477193E-001, 6.8610816E-001, 3.0901325E-001, 1.9210018E-001
 2.6850816E+003, 2.9074529E+002, 2.0733838E+002, 1.7482121E+002, 1.5970623E+002, 9.4959371E+001, 5.9496527E+001, 2.1335573E+000, 1.1063293E+000, 7.5640821E-001, 6.7363054E-001, 3.0577078E-001, 1.9064197E-001
 2.7002878E+003, 2.8817479E+002, 2.0609830E+002, 1.7394211E+002, 1.5899323E+002, 9.4743755E+001, 5.9473828E+001, 2.0564744E+000, 1.0844501E+000, 7.4814786E-001, 6.6890026E-001, 2.9817137E-001, 2.0644257E-001
 2.7150863E+003, 2.8564908E+002, 2.0487764E+002, 1.7307217E+002, 1.5829155E+002, 9.4525431E+001, 5.9448599E+001, 2.0149571E+000, 1.0798911E+000, 7.4269709E-001, 6.7085126E-001, 3.0575787E-001, 1.9511393E-001
 2.7302924E+003, 2.8317055E+002, 2.0367268E+002, 1.7221056E+002, 1.5759951E+002, 9.4310466E+001, 5.9421864E+001, 1.9934701E+000, 1.0692365E+000, 7.3493837E-001, 6.5967737E-001, 2.8421419E-001, 1.8331676E-001
 2.7451530E+003, 2.8074114E+002, 2.0247405E+002, 1.7135659E+002, 1.5691349E+002, 9.4094145E+001, 5.9392005E+001, 1.9823869E+000, 1.0462507E+000, 7.2734330E-001, 6.6032430E-001, 2.8087877E-001, 1.9170450E-001
 2.7601490E+003, 2.7836734E+002, 2.0129577E+002, 1.7050898E+002, 1.5623549E+002, 9.3876979E+001, 5.9360168E+001, 1.9524661E+000, 1.0384971E+000, 7.1507826E-001, 6.4752934E-001, 2.9900870E-001, 1.8465233E-001
 2.7750096E+003, 2.7603745E+002, 2.0013651E+002, 1.6967107E+002, 1.5555561E+002, 9.3660376E+001, 5.9331559E+001, 1.9317606E+000, 1.0454883E+000, 7.1718095E-001, 6.3525693E-001, 3.0438595E-001, 1.8789979E-001
 2.7900093E+003, 2.7374352E+002, 1.9898792E+002, 1.6884068E+002, 1.5487882E+002, 9.3446845E+001, 5.9301912E+001, 1.8879783E+000, 1.0120000E+000, 7.0283015E-001, 6.2394486E-001, 3.0773476E-001, 1.6687333E-001
 2.8052154E+003, 2.7146833E+002, 1.9782968E+002, 1.6800043E+002, 1.5419866E+002, 9.3231932E+001, 5.9271966E+001, 1.8708826E+000, 9.9313459E-001, 6.8197882E-001, 6.1800050E-001, 3.0246915E-001, 1.7043163E-001
 2.8202071E+003, 2.6923554E+002, 1.9669104E+002, 1.6716576E+002, 1.5352147E+002, 9.3016598E+001, 5.9241769E+001, 1.8494013E+000, 1.0004285E+000, 6.7322770E-001, 6.0341478E-001, 2.9162731E-001, 1.5850799E-001
 2.8353445E+003, 2.6705973E+002, 1.9557299E+002, 1.6634130E+002, 1.5284733E+002, 9.2801219E+001, 5.9212899E+001, 1.8357669E+000, 1.0038287E+000, 6.7053316E-001, 5.9371428E-001, 2.9120506E-001, 1.7740260E-001
 2.8502559E+003, 2.6492819E+002, 1.9446932E+002, 1.6552707E+002, 1.5218012E+002, 9.2591228E+001, 5.9185133E+001, 1.8243035E+000, 9.9412684E-001, 6.6684827E-001, 5.9414491E-001, 2.8702895E-001, 1.7178288E-001
 2.8650616E+003, 2.6285747E+002, 1.9338849E+002, 1.6472693E+002, 1.5152339E+002, 9.2388596E+001, 5.9154913E+001, 1.8447935E+000, 1.0000098E+000, 6.5107304E-001, 5.8772464E-001, 2.7384837E-001, 1.7096504E-001
 2.8800239E+003, 2.6085049E+002, 1.9233803E+002, 1.6392652E+002, 1.5087019E+002, 9.2184755E+001, 5.9126932E+001, 1.8792329E+000, 1.0122394E+000, 6.3593884E-001, 5.6937035E-001, 2.6819235E-001, 1.7935003E-001
 2.8953112E+003, 2.5884834E+002, 1.9127590E+002, 1.6311353E+002, 1.5020173E+002, 9.1975629E+001, 5.9098586E+001, 1.8404277E+000, 9.8988652E-001, 6.1887799E-001, 5.5104748E-001, 2.6483545E-001, 1.5890557E-001
 2.9102243E+003, 2.5687349E+002, 1.9021234E+002, 1.6230533E+002, 1.4953537E+002, 9.1767633E+001, 5.9068642E+001, 1.8278815E+000, 9.7184968E-001, 6.1645420E-001, 5.4944407E-001, 2.6158978E-001, 1.6295959E-001
 2.9252285E+003, 2.5495575E+002, 1.8918215E+002, 1.6151783E+002, 1.4888554E+002, 9.1559986E+001, 5.9037884E+001, 1.8353742E+000, 9.6867329E-001, 6.1460124E-001, 5.4460408E-001, 2.5545374E-001, 1.5680357E-001
 2.9402923E+003, 2.5306712E+002, 1.8814712E+002, 1.6072748E+002, 1.4823377E+002, 9.1350924E+001, 5.9007315E+001, 1.8394964E+000, 9.6297010E-001, 6.0805349E-001, 5.3569798E-001, 2.5059537E-001, 1.4739173E-001
 2.9551529E+003, 2.5122611E+002, 1.8713930E+002, 1.5994835E+002, 1.4758727E+002, 9.1140470E+001, 5.8976043E+001, 1.8341678E+000, 9.5621985E-001, 6.0201104E-001, 5.2321051E-001, 2.4638034E-001, 1.4757014E-001
 2.9700135E+003, 2.4943010E+002, 1.8615138E+002, 1.5918072E+002, 1.4694650E+002, 9.0930189E+001, 5.8944712E+001, 1.8230755E+000, 9.4823292E-001, 5.9833395E-001, 5.2176322E-001, 2.3920566E-001, 1.5238157E-001
 2.9851063E+003, 2.4764622E+002, 1.8516351E+002, 1.5840878E+002, 1.4630597E+002, 9.0715727E+001, 5.8912495E+001, 1.8115980E+000, 9.4098888E-001, 5.9176596E-001, 5.1352639E-001, 2.3810499E-001, 1.5020846E-001
 3.0002677E+003, 2.4587433E+002, 1.8418155E+002, 1.5763989E+002, 1.4566502E+002, 9.0504125E+001, 5.8878472E+001, 1.8054240E+000, 9.4338769E-001, 5.9430715E-001, 5.1861278E-001, 2.4207360E-001, 1.5627402E-001
 3.0151283E+003, 2.4412950E+002, 1.8320866E+002, 1.5688195E+002, 1.4503626E+002, 9.0300094E+001, 5.8845517E+001, 1.7507836E+000, 9.1730202E-001, 5.9089883E-001, 5.1535900E-001, 2.4533722E-001, 1.4656518E-001
 3.0303344E+003, 2.4240843E+002, 1.8224065E+002, 1.5613656E+002, 1.4441485E+002, 9.0094959E+001, 5.8811819E+001, 1.7494025E+000, 9.1818975E-001, 5.9471640E-001, 5.1866689E-001, 2.4224496E-001, 1.4354042E-001
 3.0451950E+003, 2.4072040E+002, 1.8128303E+002, 1.5539929E+002, 1.4380161E+002, 8.9892474E+001, 5.8775000E+001, 1.7356923E+000, 9.1790296E-001, 5.9383913E-001, 5.1756154E-001, 2.4084033E-001, 1.4496263E-001
 3.0600555E+003, 2.3907243E+002, 1.8035013E+002, 1.5467634E+002, 1.4319939E+002, 8.9691287E+001, 5.8739267E+001, 1.7112297E+000, 9.1157744E-001, 5.8834376E-001, 5.0889283E-001, 2.3655396E-001, 1.4199147E-001
 3.0752617E+003, 2.3742499E+002, 1.7941583E+002, 1.5395988E+002, 1.4259804E+002, 8.9487811E+001, 5.8702819E+001, 1.6815634E+000, 9.0301171E-001, 5.9598755E-001, 5.1703609E-001, 2.3444572E-001, 1.4554224E-001
 3.0901222E+003, 2.3579404E+002, 1.7849711E+002, 1.5325518E+002, 1.4200116E+002, 8.9286510E+001, 5.8665942E+001, 1.6385211E+000, 9.0007756E-001, 5.9552154E-001, 5.1193271E-001, 2.3495164E-001, 1.4706955E-001
 3.1050835E+003, 2.3419653E+002, 1.7759726E+002, 1.5255981E+002, 1.4141584E+002, 8.9087607E+001, 5.8628457E+001, 1.6128886E+000, 8.8228619E-001, 5.8298360E-001, 5.1162093E-001, 2.3092298E-001, 1.4774589E-001
 3.1202897E+003, 2.3261284E+002, 1.7669425E+002, 1.5186278E+002, 1.4082855E+002, 8.8884167E+001, 5.8591345E+001, 1.6280009E+000, 8.7777808E-001, 5.7705905E-001, 5.0991774E-001, 2.2759472E-001, 1.4531795E-001
 3.1351502E+003, 2.3105467E+002, 1.7580022E+002, 1.5117337E+002, 1.4024711E+002, 8.8683250E+001, 5.8554229E+001, 1.5928342E+000, 8.5685755E-001, 5.6722999E-001, 4.9566515E-001, 2.2391665E-001, 1.4346866E-001
 3.1500108E+003, 2.2953363E+002, 1.7492253E+002, 1.5049643E+002, 1.3967535E+002, 8.8480399E+001, 5.8518531E+001, 1.5520732E+000, 8.4724951E-001, 5.5787443E-001, 4.9384484E-001, 2.1314260E-001, 1.5334576E-001
 3.1652169E+003, 2.2800445E+002, 1.7403863E+002, 1.4981807E+002, 1.3910209E+002, 8.8273247E+001, 5.8480754E+001, 1.5089185E+000, 8.2546182E-001, 5.4950143E-001, 4.8765048E-001, 2.1091270E-001, 1.4865144E-001
