s,C,C,C,C
 6.7500981E+002, 3.8070085E+001, 4.1582423E+002, 1.2882627E+002, 5.0462357E+002
 6.9000723E+002, 3.8273756E+001, 4.1210794E+002, 1.3228427E+002, 4.7974425E+002
 7.0500065E+002, 3.8511271E+001, 4.0924786E+002, 1.3457728E+002, 4.6909993E+002
 7.2000690E+002, 3.8772469E+001, 4.2275938E+002, 1.3756672E+002, 4.8989081E+002
 7.3501498E+002, 3.9058813E+001, 4.1464699E+002, 1.4007019E+002, 5.1421979E+002
 7.5000508E+002, 3.9392416E+001, 4.1941619E+002, 1.4329632E+002, 5.2975126E+002
 7.6501265E+002, 3.9745662E+001, 4.1831258E+002, 1.4682322E+002, 5.2602562E+002
 7.8000218E+002, 4.0057996E+001, 4.2528007E+002, 1.4986363E+002, 5.3131793E+002
 7.9500498E+002, 4.0356254E+001, 4.3765591E+002, 1.5342304E+002, 5.4231242E+002
 8.1000190E+002, 4.0694589E+001, 4.5522147E+002, 1.6022896E+002, 5.4572402E+002
 8.2500218E+002, 4.1071240E+001, 4.8356855E+002, 1.6764677E+002, 5.4001298E+002
 8.4001194E+002, 4.1471070E+001, 4.9265596E+002, 1.7584656E+002, 5.3332110E+002
 8.5500365E+002, 4.1895037E+001, 5.1156506E+002, 1.8104432E+002, 5.2328382E+002
 8.7000689E+002, 4.2332168E+001, 5.1315152E+002, 1.8660376E+002, 5.3365062E+002
 8.8500547E+002, 4.2788044E+001, 5.0732268E+002, 1.9297141E+002, 5.3142410E+002
 9.0000527E+002, 4.3243224E+001, 5.1085572E+002, 1.9677021E+002, 5.3391873E+002
 9.1500402E+002, 4.3691233E+001, 5.1007597E+002, 2.0043570E+002, 5.4215195E+002
 9.3000052E+002, 4.4143490E+001, 5.0097402E+002, 2.0364266E+002, 5.4104301E+002
 9.4501404E+002, 4.4624726E+001, 5.0693714E+002, 2.0807653E+002, 5.2791228E+002
 9.6001140E+002, 4.5144887E+001, 5.0829403E+002, 2.1279344E+002, 5.4132916E+002
 9.7501133E+002, 4.5657030E+001, 5.2161820E+002, 2.1664768E+002, 5.3966178E+002
 9.9000068E+002, 4.6179267E+001, 5.0567425E+002, 2.1968838E+002, 5.4678219E+002
 1.0050114E+003, 4.6738239E+001, 5.1447978E+002, 2.2410158E+002, 5.4943207E+002
 1.0200013E+003, 4.7279407E+001, 5.4155632E+002, 2.2573549E+002, 5.4644684E+002
 1.0350001E+003, 4.7813034E+001, 5.0249806E+002, 2.2973708E+002, 5.3126566E+002
 1.0500113E+003, 4.8348054E+001, 5.4621884E+002, 2.3258924E+002, 5.4889281E+002
 1.0650092E+003, 4.8898335E+001, 5.0753228E+002, 2.3574358E+002, 5.3691197E+002
 1.0800081E+003, 4.9459742E+001, 5.0356589E+002, 2.4077220E+002, 5.4314491E+002
 1.0950037E+003, 5.0032636E+001, 5.0961098E+002, 2.4520944E+002, 5.4287100E+002
 1.1100043E+003, 5.0605629E+001, 5.2232818E+002, 2.4840694E+002, 5.5130525E+002
 1.1250091E+003, 5.1212044E+001, 5.1707061E+002, 2.4983228E+002, 5.4166294E+002
 1.1400072E+003, 5.1850480E+001, 5.2512649E+002, 2.5121073E+002, 5.5217880E+002
 1.1550082E+003, 5.2500467E+001, 5.0900469E+002, 2.5512031E+002, 5.3729730E+002
 1.1700104E+003, 5.3175686E+001, 5.0143366E+002, 2.5943090E+002, 5.4312274E+002
 1.1850067E+003, 5.3852832E+001, 5.2844776E+002, 2.6169498E+002, 5.3966323E+002
 1.2000012E+003, 5.4527319E+001, 5.1020717E+002, 2.6563659E+002, 5.5837201E+002
 1.2150123E+003, 5.5224902E+001, 5.2726491E+002, 2.6830255E+002, 5.5494847E+002
 1.2300091E+003, 5.5930688E+001, 5.0711892E+002, 2.6955872E+002, 5.4594713E+002
 1.2450078E+003, 5.6657857E+001, 5.1491331E+002, 2.7404865E+002, 5.5428670E+002
 1.2600011E+003, 5.7419667E+001, 5.1257277E+002, 2.7647928E+002, 5.5487394E+002
 1.2750117E+003, 5.8215033E+001, 5.1722670E+002, 2.7808094E+002, 5.4718953E+002
 1.2900004E+003, 5.9015033E+001, 5.1813658E+002, 2.8184144E+002, 5.5061605E+002
 1.3050109E+003, 5.9829087E+001, 5.0686098E+002, 2.8187376E+002, 5.4993824E+002
 1.3200131E+003, 6.0630786E+001, 5.0976493E+002, 2.8504089E+002, 5.4919157E+002
 1.3350122E+003, 6.1485276E+001, 5.2019466E+002, 2.8783504E+002, 5.5625410E+002
 1.3500086E+003, 6.2350713E+001, 5.2123133E+002, 2.9102062E+002, 5.5791619E+002
 1.3650094E+003, 6.3216373E+001, 5.1628787E+002, 2.9177591E+002, 5.3594270E+002
 1.3800114E+003, 6.4137451E+001, 5.0557310E+002, 2.8661597E+002, 4.9721883E+002
 1.3950109E+003, 6.5142216E+001, 4.7319219E+002, 2.7985238E+002, 4.6839400E+002
 1.4100053E+003, 6.6250268E+001, 4.1753149E+002, 2.7156530E+002, 4.2595261E+002
 1.4250180E+003, 6.7646718E+001, 3.6154758E+002, 2.6220337E+002, 3.8410286E+002
 1.4400179E+003, 6.8544527E+001, 3.0674808E+002, 2.5131086E+002, 3.3996146E+002
 1.4550001E+003, 6.8470864E+001, 2.8213699E+002, 2.4261401E+002, 3.1592234E+002
 1.4700050E+003, 6.8966455E+001, 2.6411499E+002, 2.3540007E+002, 2.9457064E+002
 1.4850237E+003, 7.1217105E+001, 2.5128185E+002, 2.2904701E+002, 2.7888240E+002
 1.5000030E+003, 7.3239294E+001, 2.4072091E+002, 2.2334677E+002, 2.6779961E+002
 1.5150345E+003, 7.4219042E+001, 2.3404759E+002, 2.1826143E+002, 2.5937940E+002
 1.5300264E+003, 7.4782394E+001, 2.2741760E+002, 2.1370096E+002, 2.5260171E+002
 1.5450164E+003, 7.5240894E+001, 2.2127286E+002, 2.0955823E+002, 2.4663639E+002
 1.5600274E+003, 7.5276597E+001, 2.1514116E+002, 2.0574247E+002, 2.4097247E+002
 1.5750120E+003, 7.5710841E+001, 2.1204476E+002, 2.0217529E+002, 2.3620471E+002
 1.5900366E+003, 7.6032622E+001, 2.0946484E+002, 1.9888333E+002, 2.3183098E+002
 1.6050179E+003, 7.6022982E+001, 2.0537012E+002, 1.9578986E+002, 2.2758971E+002
 1.6200138E+003, 7.5828987E+001, 2.0074578E+002, 1.9286818E+002, 2.2364621E+002
 1.6350398E+003, 7.6020631E+001, 1.9769779E+002, 1.9010481E+002, 2.1996778E+002
 1.6500088E+003, 7.6318440E+001, 1.9530469E+002, 1.8749943E+002, 2.1660212E+002
 1.6650104E+003, 7.6724668E+001, 1.9146070E+002, 1.8499651E+002, 2.1353005E+002
 1.6800187E+003, 7.7320921E+001, 1.8774072E+002, 1.8259911E+002, 2.1042294E+002
 1.6950047E+003, 7.8197035E+001, 1.8566760E+002, 1.8032958E+002, 2.0773204E+002
 1.7100309E+003, 7.8973012E+001, 1.8301565E+002, 1.7817457E+002, 2.0508890E+002
 1.7250280E+003, 7.9747457E+001, 1.8101528E+002, 1.7608862E+002, 2.0254928E+002
 1.7400519E+003, 8.0717407E+001, 1.7901151E+002, 1.7405269E+002, 2.0007677E+002
 1.7550058E+003, 8.1650930E+001, 1.7783818E+002, 1.7213905E+002, 1.9787329E+002
 1.7700265E+003, 8.2303113E+001, 1.7404851E+002, 1.7026591E+002, 1.9567421E+002
 1.7850189E+003, 8.2822603E+001, 1.7274185E+002, 1.6846066E+002, 1.9367549E+002
 1.8000509E+003, 8.3537374E+001, 1.7155076E+002, 1.6675246E+002, 1.9172664E+002
 1.8150073E+003, 8.4375024E+001, 1.6897063E+002, 1.6509151E+002, 1.8972019E+002
 1.8300175E+003, 8.5204253E+001, 1.6687724E+002, 1.6348462E+002, 1.8788869E+002
 1.8450448E+003, 8.5961042E+001, 1.6519057E+002, 1.6193404E+002, 1.8609546E+002
 1.8600186E+003, 8.6652917E+001, 1.6378318E+002, 1.6042346E+002, 1.8436454E+002
 1.8750247E+003, 8.7425225E+001, 1.6281344E+002, 1.5896879E+002, 1.8269573E+002
 1.8900094E+003, 8.8293749E+001, 1.6123305E+002, 1.5755490E+002, 1.8118234E+002
 1.9050092E+003, 8.9052314E+001, 1.5974804E+002, 1.5618897E+002, 1.7961149E+002
 1.9200566E+003, 8.9861238E+001, 1.5872583E+002, 1.5486347E+002, 1.7813201E+002
 1.9350326E+003, 9.0736746E+001, 1.5747174E+002, 1.5358268E+002, 1.7677096E+002
 1.9500069E+003, 9.1515580E+001, 1.5546140E+002, 1.5232565E+002, 1.7526054E+002
 1.9650008E+003, 9.2247568E+001, 1.5443564E+002, 1.5111395E+002, 1.7390917E+002
 1.9800327E+003, 9.3045575E+001, 1.5380531E+002, 1.4993603E+002, 1.7257314E+002
 1.9950416E+003, 9.3824086E+001, 1.5296615E+002, 1.4878473E+002, 1.7136240E+002
 2.0100289E+003, 9.4631506E+001, 1.5057065E+002, 1.4769442E+002, 1.6998750E+002
 2.0250592E+003, 9.5444211E+001, 1.4890833E+002, 1.4661562E+002, 1.6877345E+002
 2.0400619E+003, 9.6456718E+001, 1.4787216E+002, 1.4557497E+002, 1.6759692E+002
 2.0550054E+003, 9.7554589E+001, 1.4649468E+002, 1.4455545E+002, 1.6631855E+002
 2.0700358E+003, 9.8564269E+001, 1.4564604E+002, 1.4356842E+002, 1.6520734E+002
 2.0850477E+003, 9.9534528E+001, 1.4428472E+002, 1.4258685E+002, 1.6409131E+002
 2.1000235E+003, 1.0050360E+002, 1.4368995E+002, 1.4163811E+002, 1.6305280E+002
 2.1150283E+003, 1.0144182E+002, 1.4275044E+002, 1.4072990E+002, 1.6200118E+002
 2.1300499E+003, 1.0229706E+002, 1.4171621E+002, 1.3982850E+002, 1.6088355E+002
 2.1450498E+003, 1.0314378E+002, 1.4094794E+002, 1.3894922E+002, 1.5990862E+002
 2.1600189E+003, 1.0395677E+002, 1.3994526E+002, 1.3808639E+002, 1.5901011E+002
 2.1750451E+003, 1.0469002E+002, 1.3951044E+002, 1.3723853E+002, 1.5806548E+002
 2.1900656E+003, 1.0532713E+002, 1.3844213E+002, 1.3643146E+002, 1.5708049E+002
 2.2050340E+003, 1.0594981E+002, 1.3757180E+002, 1.3562383E+002, 1.5620388E+002
 2.2200611E+003, 1.0662265E+002, 1.3683813E+002, 1.3483433E+002, 1.5529195E+002
 2.2350127E+003, 1.0734895E+002, 1.3649088E+002, 1.3405856E+002, 1.5455407E+002
 2.2500155E+003, 1.0801592E+002, 1.3545801E+002, 1.3331886E+002, 1.5362954E+002
 2.2650189E+003, 1.0860398E+002, 1.3439447E+002, 1.3257959E+002, 1.5278048E+002
 2.2800575E+003, 1.0918997E+002, 1.3369896E+002, 1.3186325E+002, 1.5199098E+002
 2.2950172E+003, 1.0976410E+002, 1.3296571E+002, 1.3115153E+002, 1.5118519E+002
 2.3100206E+003, 1.1031536E+002, 1.3277010E+002, 1.3047148E+002, 1.5044883E+002
 2.3250681E+003, 1.1088200E+002, 1.3167469E+002, 1.2980181E+002, 1.4964889E+002
 2.3400589E+003, 1.1144437E+002, 1.3098717E+002, 1.2913224E+002, 1.4890054E+002
 2.3550745E+003, 1.1200999E+002, 1.3063961E+002, 1.2849282E+002, 1.4819919E+002
 2.3700368E+003, 1.1259414E+002, 1.2971034E+002, 1.2785821E+002, 1.4760326E+002
 2.3850291E+003, 1.1315486E+002, 1.2894346E+002, 1.2722885E+002, 1.4736863E+002
 2.4000226E+003, 1.1365103E+002, 1.2896360E+002, 1.2662915E+002, 1.4764298E+002
 2.4150404E+003, 1.1415588E+002, 1.2807390E+002, 1.2602905E+002, 1.4799184E+002
 2.4300508E+003, 1.1468058E+002, 1.2750321E+002, 1.2544111E+002, 1.4823325E+002
 2.4450134E+003, 1.1521540E+002, 1.2703399E+002, 1.2486081E+002, 1.4831933E+002
 2.4600285E+003, 1.1574838E+002, 1.2687730E+002, 1.2430419E+002, 1.4833399E+002
 2.4750702E+003, 1.1626362E+002, 1.2589639E+002, 1.2374832E+002, 1.4830963E+002
 2.4900528E+003, 1.1675485E+002, 1.2535152E+002, 1.2319913E+002, 1.4826199E+002
 2.5050589E+003, 1.1724033E+002, 1.2496983E+002, 1.2266231E+002, 1.4818799E+002
 2.5200707E+003, 1.1772049E+002, 1.2476886E+002, 1.2214194E+002, 1.4804598E+002
 2.5350748E+003, 1.1818923E+002, 1.2402429E+002, 1.2162275E+002, 1.4805481E+002
 2.5500576E+003, 1.1864089E+002, 1.2367325E+002, 1.2111799E+002, 1.4810253E+002
 2.5650373E+003, 1.1909053E+002, 1.2320844E+002, 1.2062040E+002, 1.4807783E+002
 2.5800093E+003, 1.1953225E+002, 1.2253717E+002, 1.2013134E+002, 1.4802943E+002
 2.5950509E+003, 1.1996607E+002, 1.2243459E+002, 1.1964170E+002, 1.4798085E+002
 2.6100263E+003, 1.2038391E+002, 1.2186789E+002, 1.1916698E+002, 1.4792077E+002
 2.6250150E+003, 1.2079210E+002, 1.2161801E+002, 1.1871498E+002, 1.4785477E+002
 2.6400361E+003, 1.2118349E+002, 1.2078177E+002, 1.1825002E+002, 1.4773029E+002
 2.6550450E+003, 1.2157623E+002, 1.2045913E+002, 1.1779198E+002, 1.4768393E+002
 2.6700104E+003, 1.2197525E+002, 1.2042495E+002, 1.1735139E+002, 1.4763929E+002
 2.6850052E+003, 1.2237930E+002, 1.1992850E+002, 1.1692361E+002, 1.4755434E+002
 2.7000579E+003, 1.2275974E+002, 1.1940255E+002, 1.1648924E+002, 1.4744956E+002
 2.7150202E+003, 1.2312445E+002, 1.1926542E+002, 1.1606740E+002, 1.4734412E+002
 2.7300064E+003, 1.2347672E+002, 1.1878181E+002, 1.1565608E+002, 1.4724178E+002
 2.7450080E+003, 1.2381616E+002, 1.1811240E+002, 1.1525588E+002, 1.4713496E+002
 2.7600739E+003, 1.2414707E+002, 1.1796787E+002, 1.1484655E+002, 1.4702303E+002
 2.7750439E+003, 1.2446777E+002, 1.1755808E+002, 1.1444200E+002, 1.4690415E+002
 2.7900289E+003, 1.2477886E+002, 1.1747085E+002, 1.1405379E+002, 1.4677420E+002
 2.8050007E+003, 1.2508124E+002, 1.1670063E+002, 1.1367231E+002, 1.4663182E+002
 2.8200642E+003, 1.2537334E+002, 1.1618761E+002, 1.1328716E+002, 1.4647879E+002
 2.8350367E+003, 1.2565657E+002, 1.1631567E+002, 1.1291185E+002, 1.4631234E+002
 2.8500180E+003, 1.2593233E+002, 1.1569087E+002, 1.1254165E+002, 1.4613418E+002
 2.8650183E+003, 1.2620270E+002, 1.1557126E+002, 1.1218626E+002, 1.4594723E+002
 2.8800675E+003, 1.2646902E+002, 1.1505198E+002, 1.1183051E+002, 1.4577740E+002
 2.8950559E+003, 1.2672717E+002, 1.1494332E+002, 1.1147514E+002, 1.4564055E+002
 2.9100589E+003, 1.2698011E+002, 1.1435682E+002, 1.1112631E+002, 1.4549937E+002
 2.9250570E+003, 1.2722801E+002, 1.1427761E+002, 1.1078733E+002, 1.4532507E+002
 2.9400352E+003, 1.2746829E+002, 1.1340980E+002, 1.1044304E+002, 1.4514988E+002
 2.9550102E+003, 1.2770089E+002, 1.1368603E+002, 1.1010499E+002, 1.4497522E+002
 2.9700144E+003, 1.2792633E+002, 1.1310532E+002, 1.0978243E+002, 1.4480360E+002
 2.9850747E+003, 1.2814413E+002, 1.1273683E+002, 1.0945606E+002, 1.4460165E+002
 3.0000260E+003, 1.2835487E+002, 1.1254949E+002, 1.0913322E+002, 1.4438790E+002
 3.0150512E+003, 1.2855858E+002, 1.1236034E+002, 1.0882740E+002, 1.4417641E+002
 3.0300464E+003, 1.2875475E+002, 1.1166858E+002, 1.0851862E+002, 1.4391451E+002
 3.0450607E+003, 1.2894769E+002, 1.1178507E+002, 1.0821238E+002, 1.4361169E+002
 3.0600025E+003, 1.2913584E+002, 1.1149270E+002, 1.0790435E+002, 1.4334789E+002
 3.0750710E+003, 1.2931632E+002, 1.1145253E+002, 1.0760532E+002, 1.4312613E+002
 3.0900300E+003, 1.2948731E+002, 1.1087144E+002, 1.0731330E+002, 1.4291114E+002
 3.1050801E+003, 1.2965081E+002, 1.1039695E+002, 1.0702189E+002, 1.4265989E+002
 3.1200486E+003, 1.2980768E+002, 1.1037951E+002, 1.0673409E+002, 1.4242115E+002
 3.1350657E+003, 1.2996018E+002, 1.1010726E+002, 1.0645778E+002, 1.4220881E+002
 3.1500513E+003, 1.3010651E+002, 1.0951365E+002, 1.0617645E+002, 1.4201210E+002
 3.1650439E+003, 1.3024949E+002, 1.0914239E+002, 1.0590428E+002, 1.4183347E+002
 3.1800678E+003, 1.3039021E+002, 1.0900134E+002, 1.0562670E+002, 1.4162916E+002
 3.1950206E+003, 1.3052991E+002, 1.0884185E+002, 1.0536400E+002, 1.4141464E+002
 3.2100412E+003, 1.3067997E+002, 1.0859686E+002, 1.0510032E+002, 1.4120535E+002
 3.2250295E+003, 1.3084734E+002, 1.0824600E+002, 1.0484372E+002, 1.4101587E+002
 3.2400070E+003, 1.3101175E+002, 1.0776935E+002, 1.0458653E+002, 1.4081462E+002
 3.2550786E+003, 1.3114904E+002, 1.0787893E+002, 1.0432904E+002, 1.4060522E+002
 3.2700681E+003, 1.3126766E+002, 1.0772909E+002, 1.0407964E+002, 1.4043253E+002
 3.2850248E+003, 1.3137800E+002, 1.0769349E+002, 1.0383160E+002, 1.4021974E+002
 3.3000573E+003, 1.3147641E+002, 1.0710675E+002, 1.0358756E+002, 1.3997571E+002
 3.3150161E+003, 1.3156383E+002, 1.0667900E+002, 1.0334239E+002, 1.3972906E+002
 3.3300320E+003, 1.3164128E+002, 1.0654780E+002, 1.0309955E+002, 1.3948688E+002
 3.3450341E+003, 1.3170954E+002, 1.0652383E+002, 1.0286236E+002, 1.3924874E+002
 3.3600038E+003, 1.3176816E+002, 1.0637154E+002, 1.0263066E+002, 1.3901148E+002
 3.3750072E+003, 1.3181852E+002, 1.0567873E+002, 1.0239455E+002, 1.3877762E+002
 3.3900219E+003, 1.3186331E+002, 1.0551086E+002, 1.0216649E+002, 1.3855558E+002
 3.4050067E+003, 1.3190668E+002, 1.0539402E+002, 1.0194697E+002, 1.3832366E+002
 3.4200258E+003, 1.3195077E+002, 1.0496984E+002, 1.0172060E+002, 1.3804072E+002
 3.4350370E+003, 1.3199496E+002, 1.0496778E+002, 1.0149878E+002, 1.3782170E+002
 3.4500691E+003, 1.3203526E+002, 1.0479787E+002, 1.0128425E+002, 1.3756421E+002
 3.4650488E+003, 1.3207025E+002, 1.0473467E+002, 1.0107317E+002, 1.3726162E+002
 3.4800166E+003, 1.3209990E+002, 1.0447041E+002, 1.0086097E+002, 1.3695974E+002
 3.4950550E+003, 1.3212265E+002, 1.0420334E+002, 1.0064511E+002, 1.3670754E+002
 3.5100375E+003, 1.3214132E+002, 1.0395891E+002, 1.0043961E+002, 1.3649491E+002
 3.5250470E+003, 1.3215334E+002, 1.0418227E+002, 1.0022956E+002, 1.3623200E+002
 3.5400719E+003, 1.3215634E+002, 1.0351165E+002, 1.0003206E+002, 1.3575002E+002
 3.5550612E+003, 1.3214168E+002, 1.0310795E+002, 9.9833760E+001, 1.3535828E+002
 3.5700586E+003, 1.3210548E+002, 1.0295658E+002, 9.9630013E+001, 1.3509715E+002
 3.5850376E+003, 1.3206309E+002, 1.0308303E+002, 9.9434062E+001, 1.3488540E+002
 3.6000017E+003, 1.3202167E+002, 1.0292067E+002, 9.9243545E+001, 1.3461936E+002
