s,C,g/g,g/g,g/g,g/g,g/g,1/s,1/s,1/s,1/s,1/s,W/g,W/g,W/g
 2.3280000E+003, 2.1400000E+002, 8.9998955E-001, 8.9998257E-001, 6.9786952E-006, 2.5662415E-013, 0.0000000E+000, 1.1965827E-007, 1.9943042E-007,-7.9772171E-008, 1.0902521E-014, 0.0000000E+000, 1.7934819E-003, 7.5208470E-002, 8.3565935E-002
 2.3400000E+003, 2.1500000E+002, 8.9998800E-001, 8.9998001E-001, 8.0025666E-006, 1.5354402E-013, 0.0000000E+000, 1.3666018E-007, 2.2776695E-007,-9.1106777E-008, 6.6237066E-015, 0.0000000E+000, 2.0483129E-003, 7.5237937E-002, 8.3598822E-002
 2.3520000E+003, 2.1600000E+002, 8.9998627E-001, 8.9997709E-001, 9.1715920E-006, 9.1146519E-014, 0.0000000E+000, 1.5599302E-007, 2.5998835E-007,-1.0399534E-007, 3.9922704E-015, 0.0000000E+000, 2.3380807E-003, 7.5271547E-002, 8.3636329E-002
 2.3640000E+003, 2.1700000E+002, 8.9998424E-001, 8.9997375E-001, 1.0505626E-005, 5.3676068E-014, 0.0000000E+000, 1.7796462E-007, 2.9660771E-007,-1.1864308E-007, 2.3869611E-015, 0.0000000E+000, 2.6673994E-003, 7.5309634E-002, 8.3678834E-002
 2.3760000E+003, 2.1800000E+002, 8.9998198E-001, 8.9996994E-001, 1.2027140E-005, 3.1355672E-014, 0.0000000E+000, 2.0292191E-007, 3.3820317E-007,-1.3528127E-007, 1.4155941E-015, 0.0000000E+000, 3.0414681E-003, 7.5352848E-002, 8.3727069E-002
 2.3880000E+003, 2.1900000E+002, 8.9997935E-001, 8.9996558E-001, 1.3761553E-005, 1.8168016E-014, 0.0000000E+000, 2.3125563E-007, 3.8542603E-007,-1.5417041E-007, 8.3264810E-016, 0.0000000E+000, 3.4661444E-003, 7.5401947E-002, 8.3781861E-002
 2.4000000E+003, 2.2000000E+002, 8.9997637E-001, 8.9996064E-001, 1.5737603E-005, 1.0440367E-014, 0.0000000E+000, 2.6340570E-007, 4.3900948E-007,-1.7560379E-007, 4.8570738E-016, 0.0000000E+000, 3.9480217E-003, 7.5457677E-002, 8.3844066E-002
 2.4120000E+003, 2.2100000E+002, 8.9997303E-001, 8.9995503E-001, 1.7987764E-005, 5.9497890E-015, 0.0000000E+000, 2.9986714E-007, 4.9977854E-007,-1.9991143E-007, 2.8095651E-016, 0.0000000E+000, 4.4945190E-003, 7.5520702E-002, 8.3914407E-002
 2.4240000E+003, 2.2200000E+002, 8.9996916E-001, 8.9994866E-001, 2.0548712E-005, 3.3622136E-015, 0.0000000E+000, 3.4119665E-007, 5.6866111E-007,-2.2746444E-007, 1.6114446E-016, 0.0000000E+000, 5.1139812E-003, 7.5592190E-002, 8.3994195E-002
 2.4360000E+003, 2.2300000E+002, 8.9996481E-001, 8.9994133E-001, 2.3461849E-005, 1.8838538E-015, 0.0000000E+000, 3.8802008E-007, 6.4670013E-007,-2.5868005E-007, 9.1635512E-017, 0.0000000E+000, 5.8157877E-003, 7.5673178E-002, 8.4084593E-002
 2.4480000E+003, 2.2400000E+002, 8.9995986E-001, 8.9993304E-001, 2.6773883E-005, 1.0464709E-015, 0.0000000E+000, 4.4104047E-007, 7.3506743E-007,-2.9402699E-007, 5.1658822E-017, 0.0000000E+000, 6.6104769E-003, 7.5764768E-002, 8.4186830E-002
 2.4600000E+003, 2.2500000E+002, 8.9995420E-001, 8.9992368E-001, 3.0537496E-005, 5.7626849E-016, 0.0000000E+000, 5.0104740E-007, 8.3507899E-007,-3.3403160E-007, 2.8868044E-017, 0.0000000E+000, 7.5098826E-003, 7.5868420E-002, 8.4302537E-002
 2.4720000E+003, 2.2600000E+002, 8.9994776E-001, 8.9991295E-001, 3.4812052E-005, 3.1455736E-016, 0.0000000E+000, 5.6892702E-007, 9.4821166E-007,-3.7928467E-007, 1.5989759E-017, 0.0000000E+000, 8.5272873E-003, 7.5985543E-002, 8.4433287E-002
 2.4840000E+003, 2.2700000E+002, 8.9994049E-001, 8.9990085E-001, 3.9664443E-005, 1.7018110E-016, 0.0000000E+000, 6.4567348E-007, 1.0761224E-006,-4.3044898E-007, 8.7776378E-018, 0.0000000E+000, 9.6775917E-003, 7.6118022E-002, 8.4581174E-002
 2.4960000E+003, 2.2800000E+002, 8.9993227E-001, 8.9988708E-001, 4.5169978E-005, 9.1246929E-017, 0.0000000E+000, 7.3240142E-007, 1.2206691E-006,-4.8826763E-007, 4.7751127E-018, 0.0000000E+000, 1.0977502E-002, 7.6267436E-002, 8.4747970E-002
 2.5080000E+003, 2.2900000E+002, 8.9992291E-001, 8.9987147E-001, 5.1413419E-005, 4.8481873E-017, 0.0000000E+000, 8.3036019E-007, 1.3839336E-006,-5.5357344E-007, 2.5740607E-018, 0.0000000E+000, 1.2445744E-002, 7.6436266E-002, 8.4936462E-002
 2.5200000E+003, 2.3000000E+002, 8.9991224E-001, 8.9985377E-001, 5.8490103E-005, 2.5524264E-017, 0.0000000E+000, 9.4094901E-007, 1.5682484E-006,-6.2729936E-007, 1.3748072E-018, 0.0000000E+000, 1.4103291E-002, 7.6626733E-002, 8.5149117E-002
 2.5320000E+003, 2.3100000E+002, 8.9990026E-001, 8.9983374E-001, 6.6507229E-005, 1.4631766E-017, 0.0000000E+000, 1.0657346E-006, 1.7762245E-006,-7.1048981E-007, 0.0000000E+000, 0.0000000E+000, 1.5973624E-002, 7.6841585E-002, 8.5389011E-002
 2.5440000E+003, 2.3200000E+002, 8.9988661E-001, 8.9981103E-001, 7.5585260E-005, 1.4423955E-017, 0.0000000E+000, 1.2064704E-006, 2.0107839E-006,-8.0431357E-007, 0.0000000E+000, 0.0000000E+000, 1.8083023E-002, 7.7083737E-002, 8.5659392E-002
 2.5560000E+003, 2.3300000E+002, 8.9987123E-001, 8.9978534E-001, 8.5859494E-005, 1.4224142E-017, 0.0000000E+000, 1.3651170E-006, 2.2751951E-006,-9.1007803E-007, 0.0000000E+000, 0.0000000E+000, 2.0460876E-002, 7.7356651E-002, 8.5964136E-002
 2.5680000E+003, 2.3400000E+002, 8.9985377E-001, 8.9975631E-001, 9.7481839E-005, 1.4016337E-017, 0.0000000E+000, 1.5438668E-006, 2.5731115E-006,-1.0292446E-006, 7.9923349E-019, 0.0000000E+000, 2.3140045E-002, 7.7663891E-002, 8.6307228E-002
 2.5800000E+003, 2.3500000E+002, 8.9983404E-001, 8.9972347E-001, 1.1062274E-004, 1.3824523E-017, 0.0000000E+000, 1.7451694E-006, 2.9086154E-006,-1.1634462E-006, 0.0000000E+000, 0.0000000E+000, 2.6157239E-002, 7.8009665E-002, 8.6693391E-002
 2.5920000E+003, 2.3600000E+002, 8.9981180E-001, 8.9968634E-001, 1.2547338E-004, 1.3632713E-017, 0.0000000E+000, 1.9717602E-006, 3.2862670E-006,-1.3145068E-006, 0.0000000E+000, 0.0000000E+000, 2.9553467E-002, 7.8398861E-002, 8.7128066E-002
 2.6040000E+003, 2.3700000E+002, 8.9978665E-001, 8.9964437E-001, 1.4224806E-004, 1.3440908E-017, 0.0000000E+000, 2.2266931E-006, 3.7111552E-006,-1.4844621E-006, 0.0000000E+000, 0.0000000E+000, 3.3374496E-002, 7.8836352E-002, 8.7616719E-002
 2.6160000E+003, 2.3800000E+002, 8.9975822E-001, 8.9959705E-001, 1.6118691E-004, 1.3257100E-017, 0.0000000E+000, 2.5133752E-006, 4.1889589E-006,-1.6755836E-006, 0.0000000E+000, 0.0000000E+000, 3.7671395E-002, 7.9328135E-002, 8.8166058E-002
 2.6280000E+003, 2.3900000E+002, 8.9972615E-001, 8.9954358E-001, 1.8255886E-004, 1.3073299E-017, 0.0000000E+000, 2.8356060E-006, 4.7260100E-006,-1.8904040E-006, 0.0000000E+000, 0.0000000E+000, 4.2501107E-002, 7.9880580E-002, 8.8783212E-002
 2.6400000E+003, 2.4000000E+002, 8.9969003E-001, 8.9948332E-001, 2.0666493E-004, 1.2889505E-017, 0.0000000E+000, 3.1976199E-006, 5.3293666E-006,-2.1317467E-006, 0.0000000E+000, 0.0000000E+000, 4.7927104E-002, 8.0500960E-002, 8.9476332E-002
 2.6520000E+003, 2.4100000E+002, 8.9964926E-001, 8.9941537E-001, 2.3384196E-004, 1.2713709E-017, 0.0000000E+000, 3.6041345E-006, 6.0068910E-006,-2.4027563E-006, 0.0000000E+000, 0.0000000E+000, 5.4020096E-002, 8.1197254E-002, 9.0254351E-002
 2.6640000E+003, 2.4200000E+002, 8.9960331E-001, 8.9933884E-001, 2.6446659E-004, 1.2537921E-017, 0.0000000E+000, 4.0604023E-006, 6.7673373E-006,-2.7069350E-006, 0.0000000E+000, 0.0000000E+000, 6.0858805E-002, 8.1978336E-002, 9.1127209E-002
 2.6760000E+003, 2.4300000E+002, 8.9955157E-001, 8.9925259E-001, 2.9895981E-004, 1.2370134E-017, 0.0000000E+000, 4.5722686E-006, 7.6204478E-006,-3.0481790E-006, 0.0000000E+000, 0.0000000E+000, 6.8530843E-002, 8.2854085E-002, 9.2105985E-002
 2.6880000E+003, 2.4400000E+002, 8.9949334E-001, 8.9915550E-001, 3.3779204E-004, 1.2202355E-017, 0.0000000E+000, 5.1462343E-006, 8.5770580E-006,-3.4308230E-006, 0.0000000E+000, 0.0000000E+000, 7.7133656E-002, 8.3835639E-002, 9.3203187E-002
 2.7000000E+003, 2.4500000E+002, 8.9942777E-001, 8.9904630E-001, 3.8148844E-004, 1.2034590E-017, 0.0000000E+000, 5.7895277E-006, 9.6492122E-006,-3.8596850E-006, 0.0000000E+000, 0.0000000E+000, 8.6775571E-002, 8.4935240E-002, 9.4432533E-002
 2.7120000E+003, 2.4600000E+002, 8.9935404E-001, 8.9892340E-001, 4.3063523E-004, 1.1874825E-017, 0.0000000E+000, 6.5101772E-006, 1.0850295E-005,-4.3401183E-006, 0.0000000E+000, 0.0000000E+000, 9.7576931E-002, 8.6166315E-002, 9.5809117E-002
 2.7240000E+003, 2.4700000E+002, 8.9927119E-001, 8.9878529E-001, 4.8588632E-004, 1.1715073E-017, 0.0000000E+000, 7.3170995E-006, 1.2195166E-005,-4.8780666E-006, 0.0000000E+000, 0.0000000E+000, 1.0967138E-001, 8.7544218E-002, 9.7350188E-002
 2.7360000E+003, 2.4800000E+002, 8.9917803E-001, 8.9863008E-001, 5.4797088E-004, 1.1555338E-017, 1.0919531E-018, 8.2201905E-006, 1.3700317E-005,-5.4801267E-006, 0.0000000E+000,-1.5099420E-019, 1.2320723E-001, 8.9085437E-002, 9.9074304E-002
 2.7480000E+003, 2.4900000E+002, 8.9907342E-001, 8.9845574E-001, 6.1770139E-004, 1.1403605E-017, 3.2528691E-018, 9.2304235E-006, 1.5384039E-005,-6.1536157E-006, 0.0000000E+000,-2.1257119E-019, 1.3834898E-001, 9.0808533E-002, 1.0100236E-001
 2.7600000E+003, 2.5000000E+002, 8.9895600E-001, 8.9826006E-001, 6.9598283E-004, 1.1251891E-017, 6.2929163E-018, 1.0359964E-005, 1.7266606E-005,-6.9066427E-006, 0.0000000E+000,-2.9886728E-019, 1.5527895E-001, 9.2734143E-002, 1.0315759E-001
 2.7720000E+003, 2.5100000E+002, 8.9882427E-001, 8.9804041E-001, 7.8382273E-004, 1.1100199E-017, 1.0564157E-017, 1.1622288E-005, 1.9370480E-005,-7.7481918E-006, 0.0000000E+000,-4.1964770E-019, 1.7419913E-001, 9.4885148E-002, 1.0556585E-001
 2.7840000E+003, 2.5200000E+002, 8.9867651E-001, 8.9779413E-001, 8.8234205E-004, 1.0948530E-017, 1.6557396E-017, 1.3032312E-005, 2.1720522E-005,-8.6882083E-006, 0.0000000E+000,-5.8847268E-019, 1.9533309E-001, 9.7286448E-002, 1.0825525E-001
 2.7960000E+003, 2.5300000E+002, 8.9851081E-001, 8.9751804E-001, 9.9278742E-004, 1.0804870E-017, 2.4955971E-017, 1.4606541E-005, 2.4344235E-005,-9.7376942E-006, 0.0000000E+000,-8.2414791E-019, 2.1892822E-001, 9.9966094E-002, 1.1125753E-001
 2.8080000E+003, 2.5400000E+002, 8.9832520E-001, 8.9720863E-001, 1.1165441E-003, 1.0661237E-017, 3.6710041E-017, 1.6363219E-005, 2.7272032E-005,-1.0908812E-005, 0.0000000E+000,-1.1527198E-018, 2.4525794E-001, 1.0295468E-001, 1.1460736E-001
 2.8200000E+003, 2.5500000E+002, 8.9811724E-001, 8.9686215E-001, 1.2551514E-003, 1.0525614E-017, 5.3139065E-017, 1.8322498E-005, 3.0537500E-005,-1.2215000E-005, 0.0000000E+000,-1.6102164E-018, 2.7462435E-001, 1.0628627E-001, 1.1834342E-001
 2.8320000E+003, 2.5600000E+002, 8.9788455E-001, 8.9647418E-001, 1.4103174E-003, 1.0382046E-017, 7.6072995E-017, 2.0506630E-005, 3.4177716E-005,-1.3671086E-005, 0.0000000E+000,-2.2464083E-018, 3.0736092E-001, 1.0999813E-001, 1.2250810E-001
 2.8440000E+003, 2.5700000E+002, 8.9762408E-001, 8.9604014E-001, 1.5839377E-003, 1.0246494E-017, 1.0804649E-016, 2.2940145E-005, 3.8233575E-005,-1.5293430E-005, 0.0000000E+000,-3.1299619E-018, 3.4383535E-001, 1.1413176E-001, 1.2714873E-001
 2.8560000E+003, 2.5800000E+002, 8.9733285E-001, 8.9555472E-001, 1.7781138E-003, 1.0110983E-017, 1.5256584E-016, 2.5650088E-005, 4.2750147E-005,-1.7100059E-005, 0.0000000E+000,-4.3554906E-018, 3.8445297E-001, 1.1873254E-001, 1.3231717E-001
 2.8680000E+003, 2.5900000E+002, 8.9700723E-001, 8.9501208E-001, 1.9951744E-003, 9.9834860E-018, 2.1447515E-016, 2.8666225E-005, 4.7777045E-005,-1.9110817E-005, 0.0000000E+000,-6.0531907E-018, 4.2965993E-001, 1.2385042E-001, 1.3807070E-001
 2.8800000E+003, 2.6000000E+002, 8.9664346E-001, 8.9440578E-001, 2.2376981E-003, 9.8480724E-018, 3.0045826E-016, 3.2021300E-005, 5.3368836E-005,-2.1347534E-005, 0.0000000E+000,-8.4019936E-018, 4.7994706E-001, 1.2954037E-001, 1.4447255E-001
 2.8920000E+003, 2.6100000E+002, 8.9623719E-001, 8.9372867E-001, 2.5085383E-003, 9.7206791E-018, 4.1972571E-016, 3.5751294E-005, 5.9585491E-005,-2.3834196E-005, 0.0000000E+000,-1.1647488E-017, 5.3585356E-001, 1.3586295E-001, 1.5159263E-001
 2.9040000E+003, 2.6200000E+002, 8.9578372E-001, 8.9297289E-001, 2.8108498E-003, 9.5933471E-018, 5.8495354E-016, 3.9895687E-005, 6.6492808E-005,-2.6597125E-005, 0.0000000E+000,-1.6126315E-017, 5.9797126E-001, 1.4288408E-001, 1.5950733E-001
 2.9160000E+003, 2.6300000E+002, 8.9527780E-001, 8.9212972E-001, 3.1481185E-003, 9.4660829E-018, 8.1356498E-016, 4.4497767E-005, 7.4162941E-005,-2.9665176E-005, 0.0000000E+000,-2.2299327E-017, 6.6694885E-001, 1.5067659E-001, 1.6830148E-001
 2.9280000E+003, 2.6400000E+002, 8.9471370E-001, 8.9118952E-001, 3.5241928E-003, 9.3388956E-018, 1.1294774E-015, 4.9604914E-005, 8.2674858E-005,-3.3069944E-005, 0.0000000E+000,-3.0796589E-017, 7.4349672E-001, 1.5931964E-001, 1.7806774E-001
 2.9400000E+003, 2.6500000E+002, 8.9408505E-001, 8.9014173E-001, 3.9433176E-003, 9.2197369E-018, 1.5654809E-015, 5.5268942E-005, 9.2114904E-005,-3.6845962E-005, 0.0000000E+000,-4.2478385E-017, 8.2839125E-001, 1.6890000E-001, 1.8890820E-001
 2.9520000E+003, 2.6600000E+002, 8.9338475E-001, 8.8897455E-001, 4.4101709E-003, 9.0927283E-018, 2.1664716E-015, 6.1546394E-005, 1.0257732E-004,-4.1030929E-005, 0.0000000E+000,-5.8517781E-017, 9.2247999E-001, 1.7951235E-001, 2.0093510E-001
 2.9640000E+003, 2.6700000E+002, 8.9260513E-001, 8.8767523E-001, 4.9299039E-003, 8.9737582E-018, 2.9938422E-015, 6.8498885E-005, 1.1416481E-004,-4.5665922E-005, 0.0000000E+000,-8.0512215E-017, 1.0266864E+000, 1.9125944E-001, 2.1427105E-001
 2.9760000E+003, 2.6800000E+002, 8.9173776E-001, 8.8622957E-001, 5.5081802E-003, 8.8548973E-018, 4.1314328E-015, 7.6193443E-005, 1.2698906E-004,-5.0795628E-005, 0.0000000E+000,-1.1063412E-016, 1.1420153E+000, 2.0425341E-001, 2.2905098E-001
 2.9880000E+003, 2.6900000E+002, 8.9077318E-001, 8.8462192E-001, 6.1512250E-003, 8.7361580E-018, 5.6935903E-015, 8.4702813E-005, 1.4117136E-004,-5.6468543E-005, 0.0000000E+000,-1.5183383E-016, 1.2695570E+000, 2.1861543E-001, 2.4542211E-001
 3.0000000E+003, 2.7000000E+002, 8.8970119E-001, 8.8283533E-001, 6.8658674E-003, 8.6175552E-018, 7.8360619E-015, 9.4105795E-005, 1.5684300E-004,-6.2737199E-005, 0.0000000E+000,-2.0811273E-016, 1.4104923E+000, 2.3447728E-001, 2.6354611E-001
 3.0120000E+003, 2.7100000E+002, 8.8851058E-001, 8.8085103E-001, 7.6595931E-003, 8.5069967E-018, 1.0770702E-014, 1.0448751E-004, 1.7414585E-004,-6.9658337E-005, 0.0000000E+000,-2.8489008E-016, 1.5660973E+000, 2.5198045E-001, 2.8359869E-001
 3.0240000E+003, 2.7200000E+002, 8.8718909E-001, 8.7864852E-001, 8.5405940E-003, 8.3887049E-018, 1.4785302E-014, 1.1593965E-004, 1.9323276E-004,-7.7293102E-005, 0.0000000E+000,-3.8949508E-016, 1.7377462E+000, 2.7127767E-001, 3.0577210E-001
 3.0360000E+003, 2.7300000E+002, 8.8572329E-001, 8.7620544E-001, 9.5178243E-003, 8.2706034E-018, 2.0270268E-014, 1.2856070E-004, 2.1426783E-004,-8.5707135E-005, 0.0000000E+000,-5.3182594E-016, 1.9269150E+000, 2.9253259E-001, 3.3027539E-001
 3.0480000E+003, 2.7400000E+002, 8.8409841E-001, 8.7349737E-001, 1.0601051E-002, 8.1605644E-018, 2.7754488E-014, 1.4245603E-004, 2.3742674E-004,-9.4970695E-005, 0.0000000E+000,-7.2523072E-016, 2.1351836E+000, 3.1592053E-001, 3.5733640E-001
 3.0600000E+003, 2.7500000E+002, 8.8229865E-001, 8.7049770E-001, 1.1800915E-002, 8.0428913E-018, 3.7953456E-014, 1.5773799E-004, 2.6289665E-004,-1.0515866E-004, 0.0000000E+000,-9.8768287E-016, 2.3642349E+000, 3.4162799E-001, 3.8720223E-001
 3.0720000E+003, 2.7600000E+002, 8.8030654E-001, 8.6717755E-001, 1.3128981E-002, 7.9254780E-018, 5.1833727E-014, 1.7452572E-004, 2.9087620E-004,-1.1635048E-004, 0.0000000E+000,-1.3433477E-015, 2.6158557E+000, 3.6985233E-001, 4.2014042E-001
 3.0840000E+003, 2.7700000E+002, 8.7810332E-001, 8.6350554E-001, 1.4597794E-002, 7.8161495E-018, 7.0699136E-014, 1.9294498E-004, 3.2157497E-004,-1.2863000E-004, 0.0000000E+000,-1.8246638E-015, 2.8919303E+000, 4.0080187E-001, 4.5644045E-001
 3.0960000E+003, 2.7800000E+002, 8.7566859E-001, 8.5944766E-001, 1.6220931E-002, 7.6993169E-018, 9.6305884E-014, 2.1312771E-004, 3.5521286E-004,-1.4208515E-004, 0.0000000E+000,-2.4751074E-015, 3.1944368E+000, 4.3469495E-001, 4.9641490E-001
 3.1080000E+003, 2.7900000E+002, 8.7298042E-001, 8.5496736E-001, 1.8013047E-002, 7.5828308E-018, 1.3101597E-013, 2.3521131E-004, 3.9201885E-004,-1.5680754E-004, 0.0000000E+000,-3.3528505E-015, 3.5254338E+000, 4.7175807E-001, 5.4039937E-001
 3.1200000E+003, 2.8000000E+002, 8.7001514E-001, 8.5002524E-001, 1.9989913E-002, 7.4667253E-018, 1.7800120E-013, 2.5933763E-004, 4.3222940E-004,-1.7289176E-004, 0.0000000E+000,-4.5355967E-015, 3.8870480E+000, 5.1222569E-001, 5.8875495E-001
 3.1320000E+003, 2.8100000E+002, 8.6674732E-001, 8.4457886E-001, 2.2168452E-002, 7.3510375E-018, 2.4151408E-013, 2.8565171E-004, 4.7608616E-004,-1.9043447E-004, 0.0000000E+000,-6.1269582E-015, 4.2814531E+000, 5.5633593E-001, 6.4186633E-001
 3.1440000E+003, 2.8200000E+002, 8.6314988E-001, 8.3858311E-001, 2.4566749E-002, 7.2358046E-018, 3.2724694E-013, 3.1429992E-004, 5.2383321E-004,-2.0953329E-004, 0.0000000E+000,-8.2648393E-015, 4.7108431E+000, 6.0432941E-001, 7.0014423E-001
 3.1560000E+003, 2.8300000E+002, 8.5919392E-001, 8.3198982E-001, 2.7204063E-002, 7.1210664E-018, 4.4280625E-013, 3.4542780E-004, 5.7571300E-004,-2.3028519E-004, 0.0000000E+000,-1.1132442E-014, 5.1773987E+000, 6.5644413E-001, 7.6402324E-001
 3.1680000E+003, 2.8400000E+002, 8.5484880E-001, 8.2474798E-001, 3.0100800E-002, 6.9992690E-018, 5.9833920E-013, 3.7917704E-004, 6.3196174E-004,-2.5278470E-004, 0.0000000E+000,-1.4972666E-014, 5.6832447E+000, 7.1291149E-001, 8.3396208E-001
 3.1800000E+003, 2.8500000E+002, 8.5008228E-001, 8.1680381E-001, 3.3278480E-002, 6.8781309E-018, 8.0735754E-013, 4.1568204E-004, 6.9280341E-004,-2.7712135E-004, 0.0000000E+000,-2.0106899E-014, 6.2303953E+000, 7.7394933E-001, 9.1044050E-001
 3.1920000E+003, 2.8600000E+002, 8.4486055E-001, 8.0810088E-001, 3.6759645E-002, 6.7577041E-018, 1.0878202E-012, 4.5506554E-004, 7.5844256E-004,-3.0337705E-004, 0.0000000E+000,-2.6959458E-014, 6.8206902E+000, 8.3975577E-001, 9.9395782E-001
 3.2040000E+003, 2.8700000E+002, 8.3914834E-001, 7.9858059E-001, 4.0567759E-002, 6.6380392E-018, 1.4635503E-012, 4.9743342E-004, 8.2905567E-004,-3.3162229E-004, 0.0000000E+000,-3.6089299E-014, 7.4557152E+000, 9.1049963E-001, 1.0850282E+000
 3.2160000E+003, 2.8800000E+002, 8.3290941E-001, 7.8818238E-001, 4.4727053E-002, 6.5117887E-018, 1.9660868E-012, 5.4286839E-004, 9.0478064E-004,-3.6191224E-004, 0.0000000E+000,-4.8230988E-014, 8.1367111E+000, 9.8631006E-001, 1.1841744E+000
 3.2280000E+003, 2.8900000E+002, 8.2610655E-001, 7.7684426E-001, 4.9262289E-002, 6.3865188E-018, 2.6370954E-012, 5.9142278E-004, 9.8570460E-004,-3.9428187E-004, 0.0000000E+000,-6.4347473E-014, 8.8644629E+000, 1.0672650E+000, 1.2919217E+000
 3.2400000E+003, 2.9000000E+002, 8.1870222E-001, 7.6450372E-001, 5.4198511E-002, 6.2550153E-018, 3.5314980E-012, 6.4311025E-004, 1.0718504E-003,-4.2874017E-004, 0.0000000E+000,-8.5697739E-014, 9.6391726E+000, 1.1533763E+000, 1.4087861E+000
 3.2520000E+003, 2.9100000E+002, 8.1065899E-001, 7.5109833E-001, 5.9560675E-002, 6.1247468E-018, 4.7215248E-012, 6.9789588E-004, 1.1631597E-003,-4.6526390E-004, 0.0000000E+000,-1.1392328E-013, 1.0460320E+001, 1.2445745E+000, 1.5352627E+000
 3.2640000E+003, 2.9200000E+002, 8.0194014E-001, 7.3656690E-001, 6.5373234E-002, 5.9886545E-018, 6.3019368E-012, 7.5568567E-004, 1.2594762E-003,-5.0379045E-004, 0.0000000E+000,-1.5115792E-013, 1.1326495E+001, 1.3407030E+000, 1.6718242E+000
 3.2760000E+003, 2.9300000E+002, 7.9251057E-001, 7.2085094E-001, 7.1659617E-002, 5.8470465E-018, 8.3967364E-012, 8.1631460E-004, 1.3605243E-003,-5.4420973E-004, 7.0390459E-019,-2.0016692E-013, 1.2235224E+001, 1.4414500E+000, 1.8188400E+000
 3.2880000E+003, 2.9400000E+002, 7.8233761E-001, 7.0389599E-001, 7.8441598E-002, 5.7072067E-018, 1.1167758E-011, 8.7953365E-004, 1.4658894E-003,-5.8635575E-004, 0.0000000E+000,-2.6452186E-013, 1.3182775E+001, 1.5463974E+000, 1.9766370E+000
 3.3000000E+003, 2.9500000E+002, 7.7139211E-001, 6.8565357E-001, 8.5738577E-002, 5.5692081E-018, 1.4825604E-011, 9.4499637E-004, 1.5749939E-003,-6.2999758E-004, 0.0000000E+000,-3.4881944E-013, 1.4163954E+001, 1.6549535E+000, 2.1454115E+000
 3.3120000E+003, 2.9600000E+002, 7.5964987E-001, 6.6608310E-001, 9.3566760E-002, 5.4196158E-018, 1.9643526E-011, 1.0122452E-003, 1.6870752E-003,-6.7483011E-004, 0.0000000E+000,-4.5895357E-013, 1.5171903E+001, 1.7663400E+000, 2.3252029E+000
 3.3240000E+003, 2.9700000E+002, 7.4709272E-001, 6.4515454E-001, 1.0193817E-001, 5.2724116E-018, 2.5974941E-011, 1.0806975E-003, 1.8011625E-003,-7.2046503E-004, 0.0000000E+000,-6.0245119E-013, 1.6197893E+001, 1.8795722E+000, 2.5158486E+000
 3.3360000E+003, 2.9800000E+002, 7.3371047E-001, 6.2285078E-001, 1.1085968E-001, 5.1211447E-018, 3.4275409E-011, 1.1496339E-003, 1.9160565E-003,-7.6642260E-004, 0.0000000E+000,-7.8888388E-013, 1.7231136E+001, 1.9934362E+000, 2.7169249E+000
 3.3480000E+003, 2.9900000E+002, 7.1950233E-001, 5.9917057E-001, 1.2033177E-001, 4.9662373E-018, 4.5130080E-011, 1.2181872E-003, 2.0303119E-003,-8.1212475E-004, 0.0000000E+000,-1.0303681E-012, 1.8258636E+001, 2.1064746E+000, 2.9276826E+000
 3.3600000E+003, 3.0000000E+002, 7.0447892E-001, 5.7413149E-001, 1.3034740E-001, 4.8081321E-018, 5.9287755E-011, 1.2853359E-003, 2.1422263E-003,-8.5689052E-004, 0.0000000E+000,-1.3421676E-012, 1.9265087E+001, 2.2169733E+000, 3.1469691E+000
 3.3720000E+003, 3.0100000E+002, 6.8866396E-001, 5.4777324E-001, 1.4089070E-001, 4.6472876E-018, 7.7702830E-011, 1.3499020E-003, 2.2498367E-003,-8.9993462E-004, 0.0000000E+000,-1.7434132E-012, 2.0232828E+001, 2.3229611E+000, 3.3731418E+000
 3.3840000E+003, 3.0200000E+002, 6.7209625E-001, 5.2016044E-001, 1.5193582E-001, 4.4901465E-018, 1.0158666E-010, 1.4105558E-003, 2.3509264E-003,-9.4037049E-004, 0.0000000E+000,-2.2579512E-012, 2.1141930E+001, 2.4222167E+000, 3.6039729E+000
 3.3960000E+003, 3.0300000E+002, 6.5483153E-001, 4.9138588E-001, 1.6344565E-001, 4.3250958E-018, 1.3246999E-010, 1.4658290E-003, 2.4430482E-003,-9.7721920E-004, 0.0000000E+000,-2.9153353E-012, 2.1970383E+001, 2.5122924E+000, 3.8365476E+000
 3.4080000E+003, 3.0400000E+002, 6.3694370E-001, 4.6157283E-001, 1.7537087E-001, 4.1587419E-018, 1.7227809E-010, 1.5141381E-003, 2.5235636E-003,-1.0094254E-003, 0.0000000E+000,-3.7519688E-012, 2.2694460E+001, 2.5905538E+000, 4.0671630E+000
 3.4200000E+003, 3.0500000E+002, 6.1852628E-001, 4.3087712E-001, 1.8764915E-001, 3.9970653E-018, 2.2342067E-010, 1.5538215E-003, 2.5897024E-003,-1.0358809E-003, 0.0000000E+000,-4.8124083E-012, 2.3289248E+001, 2.6542425E+000, 4.2912364E+000
