rate,2.5 KPM,5 KPM,10 KPM,2.5 KPM,5 KPM,10 KPM,5 KPM,5 KPM
370.0,5.45e-05,0.0005983285071126251,0.00259,8.51e-05,0.000158055,0.0003223333333333333,0.0001538107624292863,0.00015134469222269917
372.0,4.89e-05,0.00048498825519095626,0.00261,8.533116884144129e-05,0.0001582439234634271,0.000318,0.0001553652873905071,0.00014157380543523666
374.0,4.8200000000000006e-05,0.0003841002878662518,0.00258,8.691948054456346e-05,0.00015998174117185388,0.000312,0.0001553679757968823,0.00013803096221177231
376.0,4.61e-05,0.00029711485133291726,0.002476666666666667,8.955720007357568e-05,0.000160486,0.000306,0.00015671560044445152,0.00013526337222855762
378.0,3.77e-05,0.0002173190923271243,0.00235,9.294675331309107e-05,0.000160486,0.00030166666666666666,0.00015824679705399061,0.0001352663966856789
380.0,4.05e-05,0.00016787606882085393,0.00205,9.612337661842608e-05,0.000160486,0.000299,0.00015824948546027548,0.00013749609355173908
382.0,3.9800000000000005e-05,0.00012103826031974638,0.0017900000000000001,9.896955597510282e-05,0.00016170642179950335,0.000293,0.00015825244559999544,0.0001422378924818126
384.0,3.77e-05,8.894885748491427e-05,0.0015266666666666666,0.00010153144466171137,0.000163286905951735,0.0002883333333333333,0.00015855552322764548,0.0001427609752368944
386.0,3.77e-05,7.561112357923099e-05,0.00126,0.00010389231117723216,0.00016486739014333503,0.000285,0.00016048915944803256,0.00014102614663212334
388.0,3.77e-05,6.905242105811303e-05,0.000892,0.00010736133546893592,0.00016535,0.000285,0.00016113351422857798,0.00014276011617363578
390.0,3.49e-05,6.668022211454128e-05,0.0006913333333333334,0.00011174655588652443,0.00016562088285664633,0.000285,0.00016113615936512882,0.00014608095552827316
392.0,3.56e-05,6.6e-05,0.00048800000000000004,0.00011647464201418498,0.00016735870056507312,0.000285,0.0001611395198729849,0.0001524026207261535
394.0,3.77e-05,6.377913960191805e-05,0.00032649999999999997,0.00012146639017246811,0.0001701733433388637,0.0002883333333333333,0.0001611423043047502,0.00015539732695236713
396.0,3.77e-05,6.05e-05,0.000247,0.000126608439914883,0.00017402346536145012,0.00029,0.00016178660671846857,0.00015539984733336506
398.0,3.77e-05,6.040079104648286e-05,0.000205,0.00013133716151741834,0.00018034475225770576,0.00029,0.00016352687934605793,0.00015540282361907405
400.0,3.35e-05,5.818726648254623e-05,0.000183,0.00013584781427333252,0.00018473302861612452,0.0002933333333333333,0.00016402316571423992,0.00015540615064931108
402.0,3.35e-05,5.77e-05,0.0001655,0.00014070670057241997,0.00018856415328307892,0.00029933333333333336,0.00016470982462194888,0.00015540890015582276
404.0,3.49e-05,5.77e-05,0.00015633333333333333,0.00014938091545533758,0.00019330495583368918,0.000308,0.00016645009730217208,0.00015578494563972672
406.0,3.77e-05,5.716529410488209e-05,0.000151,0.00015745613147585493,0.00019921768979378976,0.00031133333333333333,0.0001726216200713994,0.0001573675615878598
408.0,3.77e-05,5.5030823989657444e-05,0.000142,0.00016448727558934336,0.0002053138170352816,0.000313,0.00017937246836330427,0.00015829001083430102
410.0,3.35e-05,5.250686629154448e-05,0.000142,0.00016930317778847978,0.00021052869987484284,0.000313,0.0001832363804260694,0.00015829243039999807
412.0,3.63e-05,5.22e-05,0.000142,0.0001743530970821754,0.00021536234802128676,0.00032166666666666666,0.00018710080636820294,0.00015950304575992687
414.0,3.77e-05,5.22e-05,0.00014120000000000002,0.00017966762615182142,0.0002213613013701211,0.00033066666666666666,0.00019203366510751427,0.00016108566170805995
416.0,3.63e-05,5.145435637642707e-05,0.0001396,0.00018573789931271593,0.0002308429064713416,0.00034,0.00019975880056706551,0.00016266827765619305
418.0,3.35e-05,4.95e-05,0.000138,0.00018680424571436178,0.00024227619362320255,0.000345587001080292,0.0002059612474497273,0.00016429567310249847
420.0,3.35e-05,4.95e-05,0.0001348,0.00018593105715379523,0.0002540812518043968,0.0003524743047027603,0.00021059397598762472,0.00016622930932288555
422.0,3.63e-05,4.71570854935869e-05,0.0001316,0.00018245074857202518,0.00026514269117573845,0.0003614199671104564,0.0002125276122729918,0.00016878045102142344
424.0,3.56e-05,4.67e-05,0.0001292,0.00017793771996206352,0.00027495769084185767,0.00037036620445948435,0.00021760082727499837,0.0001716793932452428
426.0,3.35e-05,4.67e-05,0.00012759999999999998,0.00017203786640291384,0.0002851113275384273,0.0003803658371011947,0.00022377242789066651,0.00017521123222685365
428.0,3.35e-05,4.635187498262955e-05,0.000126,0.0001625600931091163,0.0002972789109259767,0.0003922730943875219,0.00023072565481250867,0.00017948795877703388
430.0,2.93e-05,4.4454522923649476e-05,0.0001244,0.00014714376820740348,0.00030850481295109926,0.00040244051642307954,0.00023738669959023903,0.00018580907424742643
432.0,2.65e-05,4.2076332777575016e-05,0.0001228,0.00012948013533635108,0.0003175907376483,0.0004118650476083879,0.0002450017399014215,0.0001921303819048323
434.0,2.51e-05,4.248648613005089e-05,0.000122,0.00011289943233182447,0.0003223315403529556,0.000420810710016084,0.0002546578234995685,0.00019845204727652726
436.0,2.51e-05,4.2852024452424646e-05,0.000122,9.496151274254195e-05,0.0003293822450607245,0.0004353566957250935,0.0002643139068181243,0.00020477342065860422
438.0,2.51e-05,3.85e-05,0.000122,7.75940000317981e-05,0.000331639373368104,0.00045022321814442383,0.00027541313413830486,0.00021109453612899674
440.0,2.51e-05,3.8532937039531895e-05,0.000122,6.169499979936967e-05,0.0003287418190403752,0.0004650897405637541,0.0002889304413928418,0.00021786601669122275
442.0,2.51e-05,4.043101369736477e-05,0.000122,4.7665942601744466e-05,0.0003203396784735722,0.0004853537740556995,0.00029971127550173094,0.0002247817669261202
444.0,2.3e-05,4.12e-05,0.00012,3.520748556344641e-05,0.000308039059808232,0.0005073017127452026,0.0003104090699360354,0.00023110288239651275
446.0,2.23e-05,4.12e-05,0.000118,2.4794514467792505e-05,0.00028907584898960965,0.0005310360288669899,0.0003219954293115805,0.00023715790310295686
448.0,2.51e-05,,,1.5777257329543885e-05,0.00026076269588486774,0.0005521786196886303,0.0003321440746022352,0.0002423738818543309
450.0,,,,9.230714327229744e-06,0.00022822362792579402,0.0005740228087174218,0.00034130416833809375,0.0002479300057523662
452.0,,,,6.324633332364623e-06,0.0001934586954715728,0.0005977571248392086,0.00034902997615884266,0.0002537248655967549
454.0,,,,4.59928571865357e-06,0.00016021184241208378,0.0006234805483511955,0.0003508163260571952,0.00026126817513315553
456.0,,,,3.617857151293346e-06,0.00013064070270940679,0.0006471206697416843,0.00034693986308875405,0.0002691444435742269
458.0,,,,2.809415873072324e-06,0.00010601804378094964,0.0006679013793805448,0.00033825483201926215,0.0002749387994884685
460.0,,,,2.8016507937444673e-06,8.290685665234239e-05,0.0006802993335659865,0.00032095429279414026,0.00028042014054731785
462.0,,,,3.3640428560171943e-06,6.211525682422275e-05,0.0006871269184086821,0.0002983416618694746,0.0002851619393470153
464.0,,,,4.140794821646563e-06,4.474422831135964e-05,0.000687180404090367,0.0002722805197467563,0.00029262688613112154
466.0,,,,5.716399981092729e-06,3.482763631188319e-05,0.0006654892960043537,0.00023753853056402173,0.00030305521460072433
468.0,,,,4.939683175970288e-06,2.663516885900357e-05,0.000630915310660533,0.00019958654372840838,0.0003074842228970152
470.0,,,,1.7757662633508708e-06,2.0331428661481937e-05,0.0005802894760584745,0.0001590460476918922,0.00031059906770758606
472.0,,,,1.522838095339411e-06,1.4466476257846737e-05,0.0005135334792311038,0.00012663236520622792,0.0003071263859358929
474.0,,,,2.0158337592920574e-06,9.741503317638297e-06,0.00043960386690596043,9.711971395558755e-05,0.00030096994972302017
476.0,,,,,5.7053098802633846e-06,0.00035770989106576176,7.011534492571894e-05,0.0002899158340473251
478.0,,,,,,0.00028657444764460384,5.1423075620233896e-05,0.0002754780219560169
480.0,,,,,,0.00022101668682459897,3.6964622164983074e-05,0.00025810493483447035
482.0,,,,,,0.0001643958390427852,2.7353569373620802e-05,0.00023794505728258483
484.0,,,,,,0.00012302179170211564,2.0106297070949363e-05,0.00021731258642431717
486.0,,,,,,9.163208150888061e-05,1.427990570725644e-05,0.00019520050515594325
488.0,,,,,,6.7910097287071e-05,1.2087174294322334e-05,0.00017254621472405506
490.0,,,,,,6.490727255362032e-05,1.19e-05,0.00014822353055465336
492.0,,,,,,5.871049480379883e-05,1.133461887510077e-05,0.00012708055426837085
494.0,,,,,,5.094318823170709e-05,9.172131951625168e-06,0.00010812820588324003
496.0,,,,,,5.984992490136543e-05,7.228929774358375e-06,8.90330535368833e-05
498.0,,,,,,6.35e-05,,7.049197317042542e-05
500.0,,,,,,6.35e-05,,5.630451957006634e-05
502.0,,,,,,6.35e-05,,4.400952519239472e-05
504.0,,,,,,6.35e-05,,3.609094643870581e-05
506.0,,,,,,6.35e-05,,2.9485458249864588e-05
508.0,,,,,,6.35e-05,,2.428339200124846e-05
510.0,,,,,,6.35e-05,,1.947393244841932e-05
512.0,,,,,,6.35e-05,,1.4759529792188061e-05
514.0,,,,,,6.35e-05,,1.129350193119144e-05
516.0,,,,,,6.35e-05,,8.44982126365747e-06
518.0,,,,,,6.35e-05,,6.719831790280506e-06
520.0,,,,,,6.35e-05,,5.189646667031788e-06
522.0,,,,,,6.35e-05,,3.7429479742198325e-06
524.0,,,,,,6.35e-05,,3.34e-06
526.0,,,,,,6.35e-05,,3.340413028635409e-06
528.0,,,,,,6.35e-05,,3.346461942877986e-06
530.0,,,,,,6.35e-05,,
532.0,,,,,,6.35e-05,,
534.0,,,,,,6.35e-05,,
536.0,,,,,,6.35e-05,,
538.0,,,,,,6.35e-05,,
540.0,,,,,,6.35e-05,,
542.0,,,,,,6.35e-05,,
544.0,,,,,,6.35e-05,,
546.0,,,,,,6.35e-05,,
548.0,,,,,,6.35e-05,,
