s,kW/m2,C,kg/m2/s,kW/m2,m
 8.3431000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.3521002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.3610999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.3701001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.3790997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.3881000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.3971002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.4060999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.4151001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.4240997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.4331000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.4421002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.4510999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.4601001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.4690997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.4781000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.4871002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.4960999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.5051001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.5140997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.5231000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.5321002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.5410999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.5501001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.5590997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.5681000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.5771002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.5860999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.5951001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.6040997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.6131000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.6221002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.6310999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.6401001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.6490997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.6581000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.6671002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.6760999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.6851001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.6940997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.7031000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.7121002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.7210999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.7301001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.7390997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.7481000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.7571002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.7660999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.7751001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.7840997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.7931000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.8021002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.8110999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.8201001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.8290997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.8381000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.8471002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.8560999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.8651001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.8740997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.8831000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.8921002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.9010999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.9101001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.9190997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.9281000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.9371002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.9460999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.9551001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.9640997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.9731000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.9821002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.9910999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 9.0001001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
