Temperature (C),HRR (W/g)
152.87,0.24452
153.35,0.076925
153.88,0.26149
154.38,0.20761
154.94,0.22971
155.4,0.19551
155.92,0.23923
156.46,0.2196
157.03,0.22749
157.51,0.205
158.03,0.24478
158.53,0.24088
159.07,0.16836
159.6,0.089979
160.13,0.057492
160.63,0.067503
161.19,0.0037318
161.68,-0.16806
162.22,-0.067673
162.79,-0.049693
163.3,-0.029842
163.85,0.12744
164.36,0.0023973
164.9,0.38268
165.48,0.38246
166.02,0.39589
166.54,0.38267
167.07,0.53509
167.6,0.33475
168.16,0.45483
168.68,0.36758
169.26,0.2752
169.77,0.35518
170.32,0.3855
170.83,0.39238
171.38,0.37963
171.91,0.37423
172.48,0.44414
173,0.52789
173.55,0.35999
174.12,0.37497
174.67,0.40618
175.13,0.44001
175.74,0.58824
176.28,0.63154
176.8,0.56739
177.34,0.44069
177.86,0.33147
178.43,0.52135
178.97,0.42586
179.51,0.48709
180.05,0.53064
180.61,0.79557
181.19,0.70826
181.73,0.65577
182.26,0.68125
182.82,0.63741
183.34,0.74814
183.9,0.71212
184.43,0.64775
185,0.7947
185.48,0.74315
186.05,1.036
186.61,0.70299
187.15,0.7924
187.7,0.79073
188.26,0.82669
188.78,0.81353
189.35,1.0133
189.9,1.0976
190.46,1.1176
191.04,1.3474
191.55,1.2822
192.13,1.211
192.66,1.3305
193.19,1.2411
193.77,1.3468
194.35,1.5046
194.86,1.6394
195.43,1.6754
195.97,1.5628
196.53,1.6878
197.04,1.4977
197.63,1.5572
198.17,1.6127
198.73,1.6348
199.28,1.896
199.81,1.6785
200.41,1.8199
200.97,1.8808
201.48,1.9359
202.06,2.0326
202.6,2.0679
203.17,2.2129
203.72,1.9641
204.32,2.1064
204.87,2.0957
205.38,2.0475
205.94,2.2547
206.5,2.3577
207.05,2.3069
207.62,2.2567
208.16,2.3371
208.69,2.3948
209.22,2.3923
209.78,2.5504
210.39,2.5425
210.88,2.6399
211.44,2.7219
212.03,2.8645
212.59,3.0154
213.13,3.114
213.64,3.2699
214.26,3.3929
214.8,3.3462
215.34,3.5517
215.88,3.5781
216.42,3.6675
216.97,3.6837
217.5,3.6612
218.02,3.991
218.61,4.0545
219.18,4.3184
219.72,4.3908
220.26,4.5703
220.76,4.6164
221.34,4.6431
221.88,4.8005
222.46,5.0572
222.98,5.2029
223.52,5.4603
224.05,5.5099
224.62,5.7448
225.16,5.6981
225.7,5.8596
226.21,6.1835
226.77,6.3075
227.3,6.3662
227.86,6.5463
228.44,6.7409
228.95,6.9158
229.51,7.19
230.07,7.225
230.6,7.4486
231.13,7.4611
231.67,7.5415
232.21,7.9889
232.73,8.0347
233.27,8.5731
233.8,8.6808
234.37,8.9716
234.91,9.224
235.48,9.4229
235.99,9.5847
236.54,9.8399
237.07,10.159
237.65,10.302
238.17,10.589
238.69,10.759
239.23,11.095
239.76,11.368
240.28,11.626
240.82,11.885
241.36,12.103
241.89,12.467
242.42,12.619
242.97,12.872
243.51,13.127
244.04,13.445
244.55,13.909
245.11,14.081
245.67,14.357
246.18,14.631
246.76,14.969
247.27,15.074
247.83,15.397
248.38,15.689
248.9,15.979
249.41,16.069
249.95,16.287
250.48,16.539
250.99,17.007
251.56,17.031
252.07,17.314
252.59,17.675
253.13,18.093
253.67,18.216
254.16,18.453
254.71,18.743
255.23,19.005
255.75,19.576
256.29,19.792
256.8,20.136
257.34,20.637
257.86,20.862
258.41,21.233
258.89,21.679
259.41,21.892
259.95,22.185
260.47,22.501
261.03,22.804
261.55,23.116
262.07,23.519
262.58,23.837
263.13,23.985
263.63,24.346
264.15,24.795
264.67,24.768
265.24,25.214
265.75,25.177
266.29,25.32
266.8,25.089
267.33,25.052
267.86,24.929
268.37,24.684
268.88,24.414
269.4,24.389
269.89,24.389
270.41,24.789
270.94,24.921
271.47,26.042
271.97,27.761
272.48,31.027
273,35.354
273.52,41.229
274.04,48.072
274.56,55.968
275.09,64.735
275.54,74.699
276.05,86.27
276.55,99.314
277.07,113.87
277.61,129.38
278.09,145.18
278.61,160.29
279.11,174.11
279.62,185.77
280.12,195.54
280.62,203.15
281.12,208.68
281.61,212.71
282.1,215.28
282.64,216.6
283.13,217.6
283.61,217.34
284.13,216.84
284.66,215.79
285.13,214.39
285.65,212.74
286.16,210.93
286.66,208.9
287.15,206.79
287.67,205.02
288.17,202.97
288.64,201.14
289.18,199.43
289.66,197.78
290.18,196.21
290.66,194.71
291.2,193.24
291.67,191.79
292.16,190.21
292.66,188.83
293.14,187.22
293.61,185.39
294.12,183.88
294.63,182.59
295.15,180.86
295.62,179.32
296.14,177.69
296.67,175.74
297.13,173.79
297.64,171.69
298.11,169.61
298.61,167.4
299.13,165.02
299.6,162.55
300.11,159.85
300.57,157.49
301.09,154.74
301.58,151.78
302.12,148.73
302.58,145.52
303.11,142.31
303.56,138.95
304.06,135.66
304.53,132.11
305.06,128.78
305.57,125.03
306.07,121.18
306.54,117.3
306.99,113.23
307.5,109.17
308.08,105.04
308.54,101.21
309.03,97.339
309.52,93.492
310.02,89.674
310.53,86.169
311.02,82.919
311.55,79.581
312.03,76.443
312.56,73.759
313.02,71.092
313.54,68.405
314.02,66.153
314.54,63.952
315.06,61.504
315.54,59.611
316.07,57.423
316.56,55.6
317.01,54.061
317.54,52.51
318.06,51.208
318.59,49.726
319.07,48.528
319.6,47.554
320.05,46.566
320.56,45.774
321.1,45.018
321.61,44.121
322.05,43.388
322.55,42.664
323.05,41.821
323.56,40.798
324.07,39.835
324.57,39.102
325.09,38.068
325.57,37.032
326.15,35.895
326.64,34.97
327.14,33.868
327.63,33.039
328.14,32.004
328.64,30.969
329.11,29.826
329.65,28.718
330.15,27.691
330.63,26.734
331.13,25.497
331.64,24.47
332.15,23.435
332.68,22.65
333.15,21.843
333.66,20.838
334.2,19.943
334.72,19.204
335.17,18.543
335.69,17.901
336.21,17.136
336.74,16.333
337.25,15.803
337.69,15.077
338.23,14.306
338.71,13.666
339.22,13.244
339.74,12.83
340.22,12.324
340.74,11.75
341.21,11.185
341.74,10.774
342.21,10.35
342.71,9.9298
343.2,9.5431
343.76,9.1813
344.22,9.039
344.76,8.7965
345.24,8.7099
345.71,8.4046
346.23,8.2374
346.73,7.8935
347.19,7.4992
347.7,7.2902
348.21,7.1151
348.71,6.7262
349.19,6.6568
349.68,6.3591
350.2,6.3358
350.71,6.2707
351.19,6.0541
351.69,6.1124
352.19,5.9075
352.68,5.9298
353.21,5.6474
353.7,5.7305
354.2,5.5106
354.73,5.5463
355.17,5.3454
355.69,5.3702
356.2,5.2932
356.74,5.3395
357.2,5.3184
357.69,5.3348
358.18,5.301
358.69,5.216
359.21,5.0286
359.71,5.0388
360.22,4.8378
360.69,4.9995
361.17,4.8228
361.67,4.892
362.14,4.7876
362.68,4.7611
363.15,4.6816
363.67,4.7685
364.14,4.7671
364.66,4.7879
365.19,4.6734
365.69,4.7186
366.23,4.665
366.72,4.7552
367.24,4.8041
367.71,4.6087
368.23,4.6536
368.69,4.6473
369.21,4.583
369.7,4.6163
370.23,4.787
370.73,4.686
371.19,4.7928
371.71,4.8647
372.21,4.9997
372.69,4.8981
373.19,5.1694
373.7,5.2062
374.22,5.349
374.69,5.2437
375.26,5.4087
375.73,5.4332
376.22,5.4046
376.7,5.3209
377.19,5.1683
377.7,5.1632
378.25,5.2275
378.7,5.1634
379.2,5.1096
379.68,5.0891
380.23,5.1053
380.71,5.2198
381.21,5.3738
381.73,5.3206
382.2,5.5803
382.77,5.7122
383.23,5.724
383.68,5.987
384.23,6.0592
384.67,5.9804
385.21,6.1919
385.65,6.1319
386.17,6.3368
386.65,6.4982
387.15,6.6253
387.67,6.5511
388.15,6.8925
388.65,6.9557
389.15,7.1868
389.68,7.3185
390.16,7.4258
390.64,7.4104
391.15,7.5802
391.66,7.6892
392.1,7.8854
392.63,8.042
393.14,8.046
393.63,8.3153
394.13,8.4474
394.62,8.6186
395.1,8.7741
395.62,9.0058
396.1,9.2684
396.63,9.216
397.09,9.5717
397.6,9.6136
398.06,9.9605
398.62,10.091
399.07,10.345
399.58,10.384
400.04,10.703
400.56,10.848
401.03,10.866
401.54,10.979
402.07,11.298
402.51,11.634
403.01,11.762
403.52,11.959
404.05,12.206
404.56,12.395
405.03,12.595
405.57,12.915
406.08,12.983
406.57,13.379
407.08,13.802
407.55,14.015
408.05,14.342
408.54,14.572
409.06,14.864
409.53,15.084
410.03,15.54
410.53,15.784
411,15.995
411.49,16.412
412.01,16.786
412.55,17
413.02,17.506
413.48,17.908
414,18.122
414.48,18.445
414.98,18.921
415.5,19.291
415.96,19.808
416.48,20.153
416.97,20.71
417.47,20.872
417.96,21.386
418.46,21.93
418.93,22.167
419.44,22.814
419.93,23.304
420.45,23.713
420.91,24.285
421.42,24.791
421.91,25.27
422.41,25.819
422.92,26.263
423.44,26.855
423.88,27.331
424.44,27.96
424.92,28.341
425.45,29.146
425.93,29.843
426.47,30.319
426.93,31.145
427.43,31.691
427.92,32.234
428.42,32.898
428.88,33.533
429.41,34.276
429.91,35.178
430.42,35.712
430.87,36.483
431.36,37.286
431.85,38.108
432.35,38.649
432.82,39.62
433.33,40.216
433.87,40.941
434.35,41.692
434.84,42.538
435.34,43.25
435.84,44.043
436.32,44.968
436.79,45.684
437.3,46.376
437.77,47.145
438.31,47.997
438.77,48.751
439.25,49.499
439.75,50.261
440.26,51.018
440.73,51.65
441.24,52.324
441.73,52.972
442.23,53.854
442.7,54.524
443.21,55.501
443.71,56.375
444.26,57.121
444.73,57.953
445.23,58.502
445.74,59.176
446.19,60.136
446.71,60.724
447.19,61.428
447.69,62.241
448.16,62.751
448.67,62.984
449.17,63.5
449.64,63.828
450.16,64.127
450.64,64.385
451.12,64.632
451.65,65.025
452.1,65.219
452.62,65.287
453.08,65.42
453.61,65.553
454.13,65.718
454.64,65.772
455.09,65.727
455.55,65.689
456.09,65.321
456.55,65.187
457.05,65.059
457.54,64.853
458.04,64.676
458.54,64.672
459.03,64.249
459.53,63.993
460.02,63.868
460.54,63.706
460.99,63.268
461.51,62.91
461.99,62.555
462.46,61.877
462.98,61.432
463.48,60.802
463.94,60.106
464.44,59.752
464.93,59.161
465.44,58.509
465.93,58.067
466.44,57.534
466.91,56.916
467.38,56.421
467.88,55.807
468.39,55.25
468.88,54.692
469.36,54.092
469.85,53.555
470.39,52.794
470.88,52.233
471.38,51.725
471.87,50.987
472.37,50.452
472.88,49.769
473.38,49.261
473.87,48.443
474.35,48.003
474.85,47.342
475.33,46.763
475.85,46.155
476.34,45.276
476.86,44.637
477.32,44.114
477.85,43.325
478.31,42.914
478.82,42.118
479.32,41.526
479.8,40.637
480.28,39.899
480.82,39.318
481.31,38.596
481.79,38.053
482.32,37.411
482.85,36.866
483.33,36.155
483.83,35.621
484.36,35.053
484.81,34.496
485.35,34.031
485.85,33.289
486.34,32.846
486.82,32.156
487.34,31.471
487.81,30.84
488.3,30.276
488.83,29.584
489.34,29.144
489.83,28.439
490.31,27.951
490.82,27.311
491.29,26.708
491.81,26.097
492.31,25.518
492.83,25.164
493.31,24.581
493.82,24.152
494.33,23.456
494.81,22.897
495.31,22.41
495.8,21.851
496.3,21.432
496.77,20.826
497.29,20.256
497.77,19.819
498.27,19.409
498.77,18.945
499.25,18.465
499.76,17.957
500.23,17.52
500.74,17.11
501.23,16.771
501.73,16.125
502.21,15.893
502.7,15.316
503.21,15.144
503.72,14.727
504.2,14.411
504.68,13.96
505.2,13.537
505.67,13.222
506.18,13.031
506.71,12.567
507.2,12.378
507.7,11.906
508.19,11.621
508.7,11.308
509.21,11.048
509.69,10.864
510.18,10.801
510.68,10.544
511.18,10.382
511.68,10.311
512.19,9.885
512.68,9.5822
513.17,9.4035
513.69,9.0693
514.2,8.8393
514.69,8.5996
515.15,8.3593
515.66,8.0762
516.17,7.9333
516.67,7.9663
517.2,7.678
517.67,7.5716
518.2,7.5802
518.72,7.356
519.22,7.2791
519.68,7.1699
520.18,7.09
520.66,6.8354
521.19,6.7931
521.72,6.7146
522.21,6.4599
522.72,6.3279
523.24,6.2296
523.75,6.0846
524.23,5.987
524.75,5.9618
525.23,5.6333
525.76,5.432
526.24,5.4194
526.7,5.4042
527.26,5.3212
527.7,5.1084
528.26,5.0064
528.74,4.9609
529.23,4.7482
529.73,4.5353
530.23,4.3585
530.71,4.279
531.21,4.167
531.71,4.0082
532.24,3.9157
532.72,3.7672
533.23,3.6432
533.75,3.624
534.2,3.4838
534.72,3.4606
535.23,3.3376
535.7,3.4463
536.23,3.2178
536.71,3.3813
537.21,3.3735
537.71,3.1455
538.19,3.234
538.71,3.1819
539.2,3.01
539.74,2.9694
540.22,2.8949
540.7,2.7794
541.2,2.6076
541.68,2.5379
542.17,2.6063
542.68,2.4952
543.18,2.5064
543.64,2.5591
544.18,2.6216
544.72,2.624
545.16,2.5562
545.66,2.5223
546.16,2.4684
546.7,2.4439
547.16,2.3317
547.68,2.3624
548.17,2.3087
548.64,2.2294
549.14,2.1526
549.66,2.0433
550.13,1.9399
550.65,1.8506
551.15,1.8448
551.62,1.9375
552.13,1.8223
552.6,1.7781
553.13,1.6486
553.62,1.5939
554.09,1.7206
554.58,1.6938
555.08,1.389
555.57,1.5333
556.11,1.4947
556.57,1.4705
557.07,1.4937
557.57,1.4617
558.07,1.5519
558.57,1.528
559.05,1.4834
559.57,1.5002
560.08,1.4232
560.58,1.4723
561.1,1.29
561.6,1.2621
562.14,1.3836
562.61,1.3222
563.07,1.4241
563.6,1.3617
564.11,1.4095
564.59,1.3191
565.12,1.2057
565.55,1.1019
566.08,0.96264
566.57,1.0308
567.07,0.91399
567.57,0.93216
568.09,0.81983
568.55,0.97675
569.05,1.0538
569.54,1.0811
570.05,1.02
570.52,0.89259
571.06,0.73614
571.57,0.68295
572.09,0.71382
572.6,0.76565
573.06,0.90357
573.56,0.79769
574.07,0.86064
574.55,0.74605
575.04,0.86732
575.56,0.75614
576.04,0.81261
576.55,0.63455
577.03,0.69008
577.54,0.55594
578.02,0.39836
578.54,0.21225
579.01,0.015794
579.54,-0.1075
580.03,0.090779
580.55,0.049506
581.06,0.1475
581.56,-0.1624
582.02,-0.23861
582.55,-0.11713
583.06,-0.076175
583.54,-0.12967
584.08,-0.098189
584.57,-0.10697
585.07,0.022241
585.56,-0.12854
586.02,-0.18876
586.55,-0.15214
587.05,0.010065
587.55,0.17211
588.06,0.048015
588.51,0.075003
589.03,-0.020093
589.53,-0.097047
590.01,-0.18159
590.51,-0.29139
590.98,-0.21584
591.5,-0.090956
591.99,-0.1758
592.45,-0.09994
593,-0.082675
593.5,-0.12556
593.97,-0.18196
594.49,-0.23511
594.92,-0.36582
595.41,-0.29656
595.95,-0.2361
596.43,-0.40765
596.91,-0.047174
597.42,-0.093306
597.92,-0.072064
598.42,0
