#FILE:                        13WaT18 20 K min N2 7.2.2007.dsu
#FORMAT:                      NETZSCH4                        
#IDENTITY:                    13WaT18 20 K min N2             
#DECIMAL:                     POINT                           
#SEPARATOR:                   SEMICOLON                       
#MTYPE:                       TG                              
#INSTRUMENT:                  NETZSCH STA 449C                
#PROJECT:                     vtt                             
#DATE/TIME:                   7.2.2007 14:10:03               
#CORR. FILE:                  correction 20K min N2 800 C.bsu 
#LABORATORY:                  EO                              
#OPERATOR:                    TL                              
#REMARK:                                                      
#SAMPLE:                      13WaT18                         
#SAMPLE MASS /mg:             12.208                          
#MATERIAL:                    Empty crucibles                 
#REFERENCE:                   al2o3                           
#REFERENCE MASS /mg:          40.312                          
#TYPE OF CRUCIBLE:            DSC/TG pan Al2O3                
#SAMPLE CRUCIBLE MASS /mg:    0.000                           
#REFERENCE CRUCIBLE MASS /mg: 0.000                           
#PROTECTIVE GAS:              N2                              
#PURGE GAS 1:                 air                             
#FLOW RATE 1 /(ml/min):       40                              
#PURGE GAS 2:                                                 
#FLOW RATE 2:                                                 
#DSC RANGE /æm:               5000                            
#TG RANGE /æm:                5000                            
#CORR. CODE:                  020                             
#EXO:                         +1                              
#RANGE:                       20.0/20.00(K/min)/800.0         
#SEGMENT:                     S1/2                            

##Temp./øC,Mass/%
126.05544, 98.46301
127.05544, 98.45944
128.05544, 98.45490
129.05544, 98.45016
130.05544, 98.44441
131.05544, 98.43978
132.05544, 98.43400
133.05544, 98.43011
134.05544, 98.42590
135.05544, 98.42132
136.05544, 98.41620
137.05544, 98.41159
138.05544, 98.40884
139.05544, 98.40596
140.05544, 98.40452
141.05544, 98.40358
142.05544, 98.40351
143.05544, 98.40355
144.05544, 98.40267
145.05544, 98.40117
146.05544, 98.39938
147.05544, 98.39788
148.05544, 98.39592
149.05544, 98.39459
150.05544, 98.39173
151.05544, 98.38873
152.05544, 98.38716
153.05544, 98.38556
154.05544, 98.38396
155.05544, 98.38139
156.05544, 98.37930
157.05544, 98.37801
158.05544, 98.37563
159.05544, 98.37454
160.05544, 98.37253
161.05544, 98.37056
162.05544, 98.36914
163.05544, 98.36669
164.05544, 98.36502
165.05544, 98.36193
166.05544, 98.36046
167.05544, 98.35849
168.05544, 98.35803
169.05544, 98.35601
170.05544, 98.35454
171.05544, 98.35248
172.05544, 98.35024
173.05544, 98.34650
174.05544, 98.34270
175.05544, 98.33799
176.05544, 98.33592
177.05544, 98.33458
178.05544, 98.33236
179.05544, 98.32943
180.05544, 98.32719
181.05544, 98.32661
182.05544, 98.32386
183.05544, 98.31827
184.05544, 98.31459
185.05544, 98.31032
186.05544, 98.30511
187.05544, 98.30132
188.05544, 98.29622
189.05544, 98.29192
190.05544, 98.28743
191.05544, 98.28431
192.05544, 98.28120
193.05544, 98.27589
194.05544, 98.26781
195.05544, 98.25807
196.05544, 98.25112
197.05544, 98.24686
198.05544, 98.24074
199.05544, 98.23377
200.05544, 98.22769
201.05544, 98.22042
202.05544, 98.21117
203.05544, 98.20028
204.05544, 98.19179
205.05544, 98.18701
206.05544, 98.18187
207.05544, 98.17414
208.05544, 98.15827
209.05544, 98.14741
210.05544, 98.13949
211.05544, 98.13084
212.05544, 98.11955
213.05544, 98.10755
214.05544, 98.09421
215.05544, 98.07777
216.05544, 98.06669
217.05544, 98.05664
218.05544, 98.04679
219.05544, 98.03161
220.05544, 98.01777
221.05544, 98.00411
222.05544, 97.98969
223.05544, 97.97317
224.05544, 97.95868
225.05544, 97.94015
226.05544, 97.92578
227.05544, 97.90877
228.05544, 97.88900
229.05544, 97.87165
230.05544, 97.85541
231.05544, 97.83750
232.05544, 97.81631
233.05544, 97.79516
234.05544, 97.77417
235.05544, 97.75294
236.05544, 97.72622
237.05544, 97.69958
238.05544, 97.67167
239.05544, 97.64599
240.05544, 97.61659
241.05544, 97.58604
242.05544, 97.55144
243.05544, 97.51637
244.05544, 97.47882
245.05544, 97.44157
246.05544, 97.40250
247.05544, 97.35989
248.05544, 97.31571
249.05544, 97.25080
250.05544, 97.20435
251.05544, 97.15708
252.05544, 97.09832
253.05544, 97.04309
254.05544, 96.97477
255.05544, 96.92229
256.05544, 96.85064
257.05544, 96.79057
258.05544, 96.71425
259.05544, 96.63698
260.05544, 96.56434
261.05544, 96.47850
262.05544, 96.39541
263.05544, 96.31077
264.05544, 96.21928
265.05544, 96.12571
266.05544, 96.02041
267.05544, 95.91717
268.05544, 95.80469
269.05544, 95.68960
270.05544, 95.56799
271.05544, 95.43723
272.05544, 95.30194
273.05544, 95.15523
274.05544, 95.00582
275.05544, 94.70575
276.05544, 94.52856
277.05544, 94.38108
278.05544, 94.21431
279.05544, 93.87226
280.05544, 93.72251
281.05544, 93.54559
282.05544, 93.34022
283.05544, 92.96089
284.05544, 92.74604
285.05544, 92.53275
286.05544, 92.08777
287.05544, 91.86694
288.05544, 91.62874
289.05544, 91.11037
290.05544, 90.75150
291.05544, 90.50379
292.05544, 90.22984
293.05544, 89.76687
294.05544, 89.47840
295.05544, 88.88412
296.05544, 88.47640
297.05544, 88.09355
298.05544, 87.64955
299.05544, 87.23404
300.05544, 86.79238
301.05544, 86.36724
302.05544, 85.88110
303.05544, 85.47050
304.05544, 84.96722
305.05544, 84.53474
306.05544, 84.01207
307.05544, 83.55445
308.05544, 83.03837
309.05544, 82.58839
310.05544, 82.09310
311.05544, 81.61546
312.05544, 81.12714
313.05544, 80.61360
314.05544, 80.15828
315.05544, 79.64419
316.05544, 79.18054
317.05544, 78.70972
318.05544, 78.17110
319.05544, 77.71334
320.05544, 77.20817
321.05544, 76.75023
322.05544, 76.25411
323.05544, 75.77873
324.05544, 75.28874
325.05544, 74.80490
326.05544, 74.33508
327.05544, 73.83436
328.05544, 73.37672
329.05544, 72.83317
330.05544, 72.37605
331.05544, 71.88187
332.05544, 71.41262
333.05544, 70.93238
334.05544, 70.42685
335.05544, 69.97080
336.05544, 69.46945
337.05544, 69.01715
338.05544, 68.51621
339.05544, 68.05835
340.05544, 67.51072
341.05544, 67.06496
342.05544, 66.55003
343.05544, 66.05417
344.05544, 65.57676
345.05544, 65.07101
346.05544, 64.59013
347.05544, 64.08267
348.05544, 63.59668
349.05544, 63.07089
350.05544, 62.58283
351.05544, 62.04727
352.05544, 61.53625
353.05544, 60.97015
354.05544, 60.42969
355.05544, 59.85664
356.05544, 59.30248
357.05544, 58.72018
358.05544, 58.09785
359.05544, 57.51748
360.05544, 56.84362
361.05544, 56.21604
362.05544, 55.55542
363.05544, 54.81223
364.05544, 54.13590
365.05544, 53.35889
366.05544, 52.57283
367.05544, 51.79167
368.05544, 50.91155
369.05544, 50.04973
370.05544, 49.09922
371.05544, 48.21107
372.05544, 47.20213
373.05544, 46.25881
374.05544, 45.21793
375.05544, 44.20473
376.05544, 43.11607
377.05544, 42.04982
378.05544, 40.93746
379.05544, 39.85281
380.05544, 38.72846
381.05544, 37.60838
382.05544, 36.51029
383.05544, 35.41243
384.05544, 34.31813
385.05544, 33.24773
386.05544, 32.29838
387.05544, 31.31415
388.05544, 30.45143
389.05544, 29.57107
390.05544, 28.82882
391.05544, 28.08225
392.05544, 27.46072
393.05544, 26.87508
394.05544, 26.39546
395.05544, 25.92546
396.05544, 25.61276
397.05544, 25.36270
398.05544, 25.16341
399.05544, 24.95156
400.05544, 24.83356
401.05544, 24.50790
402.05544, 24.41858
403.05544, 24.32037
404.05544, 24.25062
405.05544, 24.16454
406.05544, 24.07146
407.05544, 23.98578
408.05544, 23.89837
409.05544, 23.82126
410.05544, 23.73530
411.05544, 23.66673
412.05544, 23.58113
413.05544, 23.51285
414.05544, 23.43576
415.05544, 23.36575
416.05544, 23.29407
417.05544, 23.21785
418.05544, 23.15648
419.05544, 23.08324
420.05544, 23.01005
421.05544, 22.95031
422.05544, 22.87195
423.05544, 22.81393
424.05544, 22.74195
425.05544, 22.66612
426.05544, 22.61070
427.05544, 22.54013
428.05544, 22.47035
429.05544, 22.41394
430.05544, 22.34224
431.05544, 22.28913
432.05544, 22.21819
433.05544, 22.16175
434.05544, 22.10467
435.05544, 22.03310
436.05544, 21.97506
437.05544, 21.92074
438.05544, 21.86343
439.05544, 21.80576
440.05544, 21.74434
441.05544, 21.68725
442.05544, 21.62441
443.05544, 21.57189
444.05544, 21.51508
445.05544, 21.46009
446.05544, 21.40102
447.05544, 21.35240
448.05544, 21.29640
449.05544, 21.24752
450.05544, 21.19947
451.05544, 21.14405
452.05544, 21.10056
453.05544, 21.05177
454.05544, 21.00222
455.05544, 20.95220
456.05544, 20.90454
457.05544, 20.85062
458.05544, 20.81826
459.05544, 20.77221
460.05544, 20.72364
461.05544, 20.68441
462.05544, 20.64284
463.05544, 20.60091
464.05544, 20.55931
465.05544, 20.51750
466.05544, 20.47430
467.05544, 20.43954
468.05544, 20.40293
469.05544, 20.36509
470.05544, 20.33026
471.05544, 20.29319
472.05544, 20.25765
473.05544, 20.21919
474.05544, 20.18791
475.05544, 20.15753
476.05544, 20.12239
477.05544, 20.09002
478.05544, 20.05535
479.05544, 20.02539
480.05544, 19.99444
481.05544, 19.96375
482.05544, 19.93226
483.05544, 19.90257
484.05544, 19.87368
485.05544, 19.84549
486.05544, 19.81466
487.05544, 19.78385
488.05544, 19.75450
489.05544, 19.72402
490.05544, 19.69843
491.05544, 19.67021
492.05544, 19.64201
493.05544, 19.61527
494.05544, 19.59112
495.05544, 19.56298
496.05544, 19.53821
497.05544, 19.51121
498.05544, 19.48827
499.05544, 19.46348
500.05544, 19.43739
501.05544, 19.41229
502.05544, 19.38821
503.05544, 19.36357
504.05544, 19.34096
505.05544, 19.31655
506.05544, 19.29330
507.05544, 19.26803
508.05544, 19.24620
509.05544, 19.22011
510.05544, 19.20019
511.05544, 19.17640
512.05544, 19.15564
513.05544, 19.13093
514.05544, 19.11035
515.05544, 19.08494
516.05544, 19.06430
517.05544, 19.04146
518.05544, 19.02152
519.05544, 18.99958
520.05544, 18.97640
521.05544, 18.95176
522.05544, 18.93157
523.05544, 18.91020
524.05544, 18.89362
525.05544, 18.87539
526.05544, 18.85507
527.05544, 18.83310
528.05544, 18.81222
529.05544, 18.79138
530.05544, 18.77275
531.05544, 18.75293
532.05544, 18.73343
533.05544, 18.71330
534.05544, 18.69437
535.05544, 18.67417
536.05544, 18.65440
537.05544, 18.63245
538.05544, 18.61419
539.05544, 18.59179
540.05544, 18.57171
541.05544, 18.55241
542.05544, 18.53299
543.05544, 18.51510
544.05544, 18.49573
545.05544, 18.47885
546.05544, 18.46359
547.05544, 18.44516
548.05544, 18.42698
549.05544, 18.40972
550.05544, 18.39382
551.05544, 18.37537
552.05544, 18.35689
553.05544, 18.33804
554.05544, 18.31914
555.05544, 18.30405
556.05544, 18.28730
557.05544, 18.26910
558.05544, 18.25087
559.05544, 18.23289
560.05544, 18.21533
561.05544, 18.20021
562.05544, 18.18294
563.05544, 18.16591
564.05544, 18.15049
565.05544, 18.13435
566.05544, 18.12003
567.05544, 18.10573
568.05544, 18.08898
569.05544, 18.07224
570.05544, 18.05659
571.05544, 18.04227
572.05544, 18.02689
573.05544, 18.01020
574.05544, 17.99417
575.05544, 17.97863
576.05544, 17.96340
577.05544, 17.94842
578.05544, 17.93386
579.05544, 17.92034
580.05544, 17.90390
581.05544, 17.88955
582.05544, 17.87366
583.05544, 17.85901
584.05544, 17.84320
585.05544, 17.82704
586.05544, 17.81326
587.05544, 17.79951
588.05544, 17.78636
589.05544, 17.77036
590.05544, 17.75672
591.05544, 17.74184
592.05544, 17.72699
593.05544, 17.71226
594.05544, 17.69617
595.05544, 17.68220
596.05544, 17.66980
597.05544, 17.65665
598.05544, 17.64381
599.05544, 17.62869
600.05544, 17.61510
601.05544, 17.60201
602.05544, 17.59122
603.05544, 17.57669
604.05544, 17.56417
605.05544, 17.54972
606.05544, 17.53493
607.05544, 17.52357
608.05544, 17.51051
609.05544, 17.49901
610.05544, 17.48762
611.05544, 17.47448
612.05544, 17.46142
613.05544, 17.45083
614.05544, 17.43937
615.05544, 17.42626
616.05544, 17.41486
617.05544, 17.40180
618.05544, 17.39032
619.05544, 17.37894
620.05544, 17.36993
621.05544, 17.36001
622.05544, 17.34875
623.05544, 17.33812
624.05544, 17.32653
625.05544, 17.31691
626.05544, 17.30717
627.05544, 17.29482
628.05544, 17.28436
629.05544, 17.27497
630.05544, 17.26296
631.05544, 17.25306
632.05544, 17.24175
633.05544, 17.23197
634.05544, 17.22081
635.05544, 17.21146
636.05544, 17.19899
637.05544, 17.18630
638.05544, 17.17773
639.05544, 17.16416
640.05544, 17.15629
641.05544, 17.14619
642.05544, 17.13709
643.05544, 17.12686
644.05544, 17.12127
645.05544, 17.11314
646.05544, 17.10369
647.05544, 17.09598
648.05544, 17.08558
649.05544, 17.07685
650.05544, 17.06874
651.05544, 17.06000
652.05544, 17.05217
653.05544, 17.04663
654.05544, 17.03867
655.05544, 17.03043
656.05544, 17.02289
657.05544, 17.01510
658.05544, 17.00506
659.05544, 16.99740
660.05544, 16.99089
661.05544, 16.98196
662.05544, 16.97526
663.05544, 16.96863
664.05544, 16.96287
665.05544, 16.95943
666.05544, 16.95151
667.05544, 16.94245
668.05544, 16.93593
669.05544, 16.92779
670.05544, 16.92037
671.05544, 16.91448
672.05544, 16.91125
673.05544, 16.90482
674.05544, 16.89662
675.05544, 16.88998
676.05544, 16.88011
677.05544, 16.87510
678.05544, 16.86855
679.05544, 16.86123
680.05544, 16.85624
681.05544, 16.84966
682.05544, 16.84475
683.05544, 16.84060
684.05544, 16.83734
685.05544, 16.83322
686.05544, 16.82500
687.05544, 16.81678
688.05544, 16.80865
689.05544, 16.80451
690.05544, 16.80042
691.05544, 16.79140
692.05544, 16.78478
693.05544, 16.78160
694.05544, 16.77827
695.05544, 16.77412
696.05544, 16.76755
697.05544, 16.75850
698.05544, 16.75128
699.05544, 16.74537
700.05544, 16.74387
701.05544, 16.74080
702.05544, 16.73550
703.05544, 16.72833
704.05544, 16.72478
705.05544, 16.72088
706.05544, 16.71549
707.05544, 16.70998
708.05544, 16.70414
709.05544, 16.69853
710.05544, 16.69178
711.05544, 16.68819
712.05544, 16.68522
713.05544, 16.67659
714.05544, 16.67028
715.05544, 16.66547
716.05544, 16.65864
717.05544, 16.64667
718.05544, 16.63904
719.05544, 16.63660
720.05544, 16.63157
721.05544, 16.62796
722.05544, 16.62467
723.05544, 16.61617
724.05544, 16.61066
725.05544, 16.60739
726.05544, 16.60333
727.05544, 16.60008
728.05544, 16.59590
729.05544, 16.58851
730.05544, 16.58105
731.05544, 16.57767
732.05544, 16.57519
733.05544, 16.57269
734.05544, 16.56935
735.05544, 16.56115
736.05544, 16.55698
737.05544, 16.55372
738.05544, 16.54784
739.05544, 16.54191
740.05544, 16.53656
741.05544, 16.53213
742.05544, 16.52740
743.05544, 16.52292
744.05544, 16.51594
745.05544, 16.51051
746.05544, 16.50730
747.05544, 16.50553
748.05544, 16.50244
749.05544, 16.49469
750.05544, 16.48884
751.05544, 16.48531
752.05544, 16.47899
753.05544, 16.47446
754.05544, 16.47121
755.05544, 16.46624
756.05544, 16.46295
757.05544, 16.46039
758.05544, 16.45532
759.05544, 16.45038
760.05544, 16.44686
761.05544, 16.44583
762.05544, 16.44387
763.05544, 16.44093
764.05544, 16.43725
765.05544, 16.43346
766.05544, 16.42683
767.05544, 16.42289
768.05544, 16.42089
769.05544, 16.41571
770.05544, 16.40988
771.05544, 16.40727
772.05544, 16.40642
773.05544, 16.40311
774.05544, 16.39817
775.05544, 16.39230
776.05544, 16.38592
777.05544, 16.38134
778.05544, 16.37815
779.05544, 16.37421
780.05544, 16.36970
781.05544, 16.36666
782.05544, 16.36473
783.05544, 16.35891
784.05544, 16.35108
785.05544, 16.34747
786.05544, 16.34429
787.05544, 16.34090
788.05544, 16.33350
789.05544, 16.32954
790.05544, 16.32839
791.05544, 16.32178
792.05544, 16.31287
793.05544, 16.30923
794.05544, 16.30619
795.05544, 16.30345
796.05544, 16.29628
