s,C
 4.4999999E-001, 6.0342117E+001
 4.6000001E-001, 6.0949459E+001
 4.6500000E-001, 6.1554523E+001
 4.7000000E-001, 6.1956379E+001
 4.7999999E-001, 6.2556880E+001
 4.8500001E-001, 6.3155097E+001
 4.9500000E-001, 6.3750456E+001
 5.0000000E-001, 6.4343526E+001
 5.0500000E-001, 6.4737378E+001
 5.1499999E-001, 6.5325864E+001
 5.1999998E-001, 6.5912055E+001
 5.2499998E-001, 6.6301319E+001
 5.3500003E-001, 6.6882917E+001
 5.4000002E-001, 6.7462216E+001
 5.5000001E-001, 6.8038639E+001
 5.5500001E-001, 6.8612761E+001
 5.6000000E-001, 6.8993973E+001
 5.6999999E-001, 6.9563488E+001
 5.7499999E-001, 7.0130698E+001
 5.8499998E-001, 7.0695027E+001
 5.8999997E-001, 7.1257049E+001
 5.9500003E-001, 7.1630192E+001
 6.0500002E-001, 7.2187600E+001
 6.1000001E-001, 7.2742700E+001
 6.2000000E-001, 7.3294915E+001
 6.2500000E-001, 7.3844821E+001
 6.3000000E-001, 7.4209887E+001
 6.3999999E-001, 7.4755177E+001
 6.4499998E-001, 7.5298159E+001
 6.5499997E-001, 7.5838256E+001
 6.6000003E-001, 7.6376045E+001
 6.6500002E-001, 7.6733033E+001
 6.7500001E-001, 7.7266209E+001
 6.8000001E-001, 7.7797079E+001
 6.9000000E-001, 7.8325067E+001
 6.9499999E-001, 7.8850751E+001
 6.9999999E-001, 7.9199672E+001
 7.0999998E-001, 7.9720750E+001
 7.1499997E-001, 8.0239528E+001
 7.2500002E-001, 8.0889746E+001
 7.3000002E-001, 8.2630462E+001
 7.3500001E-001, 8.4070001E+001
 7.4500000E-001, 8.6176249E+001
 7.5000000E-001, 8.8230308E+001
 7.5999999E-001, 9.0220456E+001
 7.6499999E-001, 9.2160542E+001
 7.6999998E-001, 9.3421153E+001
 7.7999997E-001, 9.5263978E+001
 7.8500003E-001, 9.7059608E+001
 7.9500002E-001, 9.8797593E+001
 8.0000001E-001, 1.0049054E+002
 8.0500001E-001, 1.0158974E+002
 8.1500000E-001, 1.0319546E+002
 8.1999999E-001, 1.0475900E+002
 8.2999998E-001, 1.0627111E+002
 8.3499998E-001, 1.0774314E+002
 8.3999997E-001, 1.0869834E+002
 8.5000002E-001, 1.1009294E+002
 8.5500002E-001, 1.1145019E+002
 8.6500001E-001, 1.1276199E+002
 8.7000000E-001, 1.1403843E+002
 8.7500000E-001, 1.1486636E+002
 8.8499999E-001, 1.1607465E+002
 8.8999999E-001, 1.1725013E+002
 8.9999998E-001, 1.1838575E+002
 9.0499997E-001, 1.1949041E+002
 9.1000003E-001, 1.2020670E+002
 9.2000002E-001, 1.2125178E+002
 9.2500001E-001, 1.2226823E+002
 9.3500000E-001, 1.2324995E+002
 9.4000000E-001, 1.2420470E+002
 9.4499999E-001, 1.2482367E+002
 9.5499998E-001, 1.2572663E+002
 9.5999998E-001, 1.2660473E+002
 9.7000003E-001, 1.2745270E+002
 9.7500002E-001, 1.2827730E+002
 9.8000002E-001, 1.2881185E+002
 9.9000001E-001, 1.2959161E+002
 9.9500000E-001, 1.3034988E+002
 1.0050000E+000, 1.3108210E+002
 1.0100000E+000, 1.3179414E+002
 1.0200000E+000, 1.3248175E+002
 1.0250000E+000, 1.3315041E+002
 1.0300000E+000, 1.3358390E+002
 1.0400000E+000, 1.3421627E+002
 1.0450000E+000, 1.3483125E+002
 1.0549999E+000, 1.3542519E+002
 1.0599999E+000, 1.3600283E+002
 1.0650001E+000, 1.3637735E+002
 1.0750000E+000, 1.3692376E+002
 1.0800000E+000, 1.3745522E+002
 1.0900000E+000, 1.3796859E+002
 1.0950000E+000, 1.3846795E+002
 1.1000000E+000, 1.3879176E+002
 1.1100000E+000, 1.3926429E+002
 1.1150000E+000, 1.3972396E+002
 1.1250000E+000, 1.4016810E+002
 1.1300000E+000, 1.4060021E+002
 1.1350000E+000, 1.4088047E+002
 1.1450000E+000, 1.4128953E+002
 1.1500000E+000, 1.4168756E+002
 1.1600000E+000, 1.4207225E+002
 1.1650000E+000, 1.4244660E+002
 1.1700000E+000, 1.4268947E+002
 1.1799999E+000, 1.4304404E+002
 1.1849999E+000, 1.4338913E+002
 1.1950001E+000, 1.4372277E+002
 1.2000000E+000, 1.4404754E+002
 1.2050000E+000, 1.4425829E+002
 1.2150000E+000, 1.4456606E+002
 1.2200000E+000, 1.4486569E+002
 1.2300000E+000, 1.4515549E+002
 1.2350000E+000, 1.4543765E+002
 1.2400000E+000, 1.4562082E+002
 1.2500000E+000, 1.4588838E+002
 1.2550000E+000, 1.4614895E+002
 1.2650000E+000, 1.4640105E+002
 1.2700000E+000, 1.4664660E+002
 1.2750000E+000, 1.4680604E+002
 1.2850000E+000, 1.4703903E+002
 1.2900000E+000, 1.4726599E+002
 1.3000000E+000, 1.4748568E+002
 1.3049999E+000, 1.4769972E+002
 1.3099999E+000, 1.4783875E+002
 1.3200001E+000, 1.4804197E+002
 1.3250000E+000, 1.4824001E+002
 1.3350000E+000, 1.4843178E+002
 1.3400000E+000, 1.4861867E+002
 1.3450000E+000, 1.4874012E+002
 1.3550000E+000, 1.4891769E+002
 1.3600000E+000, 1.4909079E+002
 1.3700000E+000, 1.4925848E+002
 1.3750000E+000, 1.4942196E+002
 1.3800000E+000, 1.4952823E+002
 1.3900000E+000, 1.4968367E+002
 1.3950000E+000, 1.4983524E+002
 1.4050000E+000, 1.4998213E+002
 1.4100000E+000, 1.5012540E+002
 1.4150000E+000, 1.5021855E+002
 1.4250000E+000, 1.5035486E+002
 1.4299999E+000, 1.5048782E+002
 1.4400001E+000, 1.5061673E+002
 1.4450001E+000, 1.5074250E+002
 1.4500000E+000, 1.5082431E+002
 1.4600000E+000, 1.5094405E+002
 1.4650000E+000, 1.5106090E+002
 1.4750000E+000, 1.5117423E+002
 1.4800000E+000, 1.5128485E+002
 1.4850000E+000, 1.5135682E+002
 1.4950000E+000, 1.5146220E+002
 1.5000000E+000, 1.5156506E+002
 1.5100000E+000, 1.5166489E+002
 1.5150000E+000, 1.5176234E+002
 1.5200000E+000, 1.5182577E+002
 1.5300000E+000, 1.5191868E+002
 1.5350000E+000, 1.5200940E+002
 1.5450000E+000, 1.5209748E+002
 1.5500000E+000, 1.5218349E+002
 1.5549999E+000, 1.5223950E+002
 1.5650001E+000, 1.5232155E+002
 1.5700001E+000, 1.5240171E+002
 1.5800000E+000, 1.5247956E+002
 1.5850000E+000, 1.5255561E+002
 1.5900000E+000, 1.5260514E+002
 1.6000000E+000, 1.5267774E+002
 1.6050000E+000, 1.5274868E+002
 1.6150000E+000, 1.5281761E+002
 1.6200000E+000, 1.5288497E+002
 1.6250000E+000, 1.5292886E+002
 1.6350000E+000, 1.5299320E+002
 1.6400000E+000, 1.5305610E+002
 1.6500000E+000, 1.5311723E+002
 1.6550000E+000, 1.5317699E+002
 1.6600000E+000, 1.5321594E+002
 1.6700000E+000, 1.5327307E+002
 1.6750000E+000, 1.5332892E+002
 1.6849999E+000, 1.5338323E+002
 1.6900001E+000, 1.5343634E+002
 1.6950001E+000, 1.5347097E+002
 1.7050000E+000, 1.5352177E+002
 1.7100000E+000, 1.5357146E+002
 1.7200000E+000, 1.5361979E+002
 1.7250000E+000, 1.5366707E+002
 1.7300000E+000, 1.5369790E+002
 1.7400000E+000, 1.5374315E+002
 1.7450000E+000, 1.5378742E+002
 1.7550000E+000, 1.5383050E+002
 1.7600000E+000, 1.5387266E+002
 1.7650000E+000, 1.5390016E+002
 1.7750000E+000, 1.5394053E+002
 1.7800000E+000, 1.5398004E+002
 1.7900000E+000, 1.5401850E+002
 1.7950000E+000, 1.5405615E+002
 1.8000000E+000, 1.5408071E+002
 1.8099999E+000, 1.5411679E+002
 1.8150001E+000, 1.5415210E+002
 1.8250000E+000, 1.5418649E+002
 1.8300000E+000, 1.5422016E+002
 1.8350000E+000, 1.5424214E+002
 1.8450000E+000, 1.5427443E+002
 1.8500000E+000, 1.5430604E+002
 1.8600000E+000, 1.5433684E+002
 1.8650000E+000, 1.5436700E+002
 1.8700000E+000, 1.5438670E+002
 1.8800000E+000, 1.5441563E+002
 1.8850000E+000, 1.5444398E+002
 1.8950000E+000, 1.5447160E+002
 1.9000000E+000, 1.5449866E+002
 1.9050000E+000, 1.5451633E+002
 1.9150000E+000, 1.5454231E+002
 1.9200000E+000, 1.5456775E+002
 1.9299999E+000, 1.5459256E+002
 1.9349999E+000, 1.5461688E+002
 1.9400001E+000, 1.5463276E+002
 1.9500000E+000, 1.5465611E+002
 1.9550000E+000, 1.5467899E+002
 1.9650000E+000, 1.5470131E+002
 1.9700000E+000, 1.5472318E+002
 1.9750000E+000, 1.5473747E+002
 1.9850000E+000, 1.5475849E+002
 1.9900000E+000, 1.5477909E+002
 2.0000000E+000, 1.5479920E+002
 2.0050001E+000, 1.5481890E+002
 2.0100000E+000, 1.5483178E+002
 2.0200000E+000, 1.5485073E+002
 2.0250001E+000, 1.5486931E+002
 2.0350001E+000, 1.5488744E+002
 2.0400000E+000, 1.5490522E+002
 2.0450001E+000, 1.5491684E+002
 2.0550001E+000, 1.5493394E+002
 2.0599999E+000, 1.5495072E+002
 2.0699999E+000, 1.5496709E+002
 2.0750000E+000, 1.5498315E+002
 2.0799999E+000, 1.5499366E+002
 2.0899999E+000, 1.5500911E+002
 2.0950000E+000, 1.5502428E+002
 2.1050000E+000, 1.5503909E+002
 2.1099999E+000, 1.5505362E+002
 2.1150000E+000, 1.5506312E+002
 2.1250000E+000, 1.5507711E+002
 2.1300001E+000, 1.5509083E+002
 2.1400001E+000, 1.5510424E+002
 2.1450000E+000, 1.5511740E+002
 2.1500001E+000, 1.5512601E+002
 2.1600001E+000, 1.5513869E+002
 2.1650000E+000, 1.5515113E+002
 2.1750000E+000, 1.5516329E+002
 2.1800001E+000, 1.5517522E+002
 2.1849999E+000, 1.5518303E+002
 2.1949999E+000, 1.5519453E+002
 2.2000000E+000, 1.5520582E+002
 2.2100000E+000, 1.5521685E+002
 2.2149999E+000, 1.5522769E+002
 2.2200000E+000, 1.5523478E+002
 2.2300000E+000, 1.5524522E+002
 2.2349999E+000, 1.5525548E+002
 2.2449999E+000, 1.5526551E+002
 2.2500000E+000, 1.5527536E+002
 2.2550001E+000, 1.5528181E+002
 2.2650001E+000, 1.5529131E+002
 2.2700000E+000, 1.5530064E+002
 2.2800000E+000, 1.5530976E+002
 2.2850001E+000, 1.5531872E+002
 2.2900000E+000, 1.5532459E+002
 2.3000000E+000, 1.5533324E+002
 2.3050001E+000, 1.5534174E+002
 2.3150001E+000, 1.5535005E+002
 2.3199999E+000, 1.5535822E+002
 2.3250000E+000, 1.5536357E+002
 2.3350000E+000, 1.5537145E+002
 2.3399999E+000, 1.5537920E+002
 2.3499999E+000, 1.5538678E+002
 2.3550000E+000, 1.5539422E+002
 2.3599999E+000, 1.5539910E+002
 2.3699999E+000, 1.5540630E+002
 2.3750000E+000, 1.5541337E+002
 2.3850000E+000, 1.5542029E+002
 2.3900001E+000, 1.5542709E+002
 2.3950000E+000, 1.5543154E+002
 2.4050000E+000, 1.5543811E+002
 2.4100001E+000, 1.5544457E+002
 2.4200001E+000, 1.5545090E+002
 2.4250000E+000, 1.5545711E+002
 2.4300001E+000, 1.5546119E+002
 2.4400001E+000, 1.5546719E+002
 2.4449999E+000, 1.5547310E+002
 2.4549999E+000, 1.5547889E+002
 2.4600000E+000, 1.5548457E+002
 2.4649999E+000, 1.5548830E+002
 2.4749999E+000, 1.5549380E+002
 2.4800000E+000, 1.5549921E+002
 2.4900000E+000, 1.5550451E+002
 2.4949999E+000, 1.5550972E+002
 2.5000000E+000, 1.5551313E+002
 2.5100000E+000, 1.5551817E+002
 2.5150001E+000, 1.5552313E+002
 2.5250001E+000, 1.5552799E+002
 2.5300000E+000, 1.5553276E+002
 2.5350001E+000, 1.5553589E+002
 2.5450001E+000, 1.5554052E+002
 2.5500000E+000, 1.5554506E+002
 2.5599999E+000, 1.5554952E+002
 2.5650001E+000, 1.5555390E+002
 2.5699999E+000, 1.5555678E+002
 2.5799999E+000, 1.5556102E+002
 2.5850000E+000, 1.5556519E+002
 2.5950000E+000, 1.5556929E+002
 2.5999999E+000, 1.5557331E+002
 2.6050000E+000, 1.5557595E+002
 2.6150000E+000, 1.5557985E+002
 2.6199999E+000, 1.5558369E+002
 2.6300001E+000, 1.5558745E+002
 2.6350000E+000, 1.5559115E+002
 2.6400001E+000, 1.5559358E+002
 2.6500001E+000, 1.5559717E+002
 2.6550000E+000, 1.5560070E+002
 2.6650000E+000, 1.5560416E+002
 2.6700001E+000, 1.5560757E+002
 2.6750000E+000, 1.5560980E+002
 2.6849999E+000, 1.5561310E+002
 2.6900001E+000, 1.5561635E+002
 2.7000000E+000, 1.5561954E+002
 2.7049999E+000, 1.5562268E+002
 2.7100000E+000, 1.5562474E+002
 2.7200000E+000, 1.5562778E+002
 2.7249999E+000, 1.5563078E+002
 2.7349999E+000, 1.5563372E+002
 2.7400000E+000, 1.5563661E+002
 2.7449999E+000, 1.5563851E+002
 2.7550001E+000, 1.5564131E+002
 2.7600000E+000, 1.5564408E+002
 2.7700000E+000, 1.5564679E+002
 2.7750001E+000, 1.5564946E+002
 2.7800000E+000, 1.5565121E+002
 2.7900000E+000, 1.5565380E+002
 2.7950001E+000, 1.5565635E+002
 2.8050001E+000, 1.5565885E+002
 2.8099999E+000, 1.5566131E+002
 2.8150001E+000, 1.5566293E+002
 2.8250000E+000, 1.5566533E+002
 2.8299999E+000, 1.5566768E+002
 2.8399999E+000, 1.5566999E+002
 2.8450000E+000, 1.5567227E+002
 2.8499999E+000, 1.5567377E+002
 2.8599999E+000, 1.5567598E+002
 2.8650000E+000, 1.5567816E+002
 2.8750000E+000, 1.5568030E+002
 2.8800001E+000, 1.5568240E+002
 2.8850000E+000, 1.5568379E+002
 2.8950000E+000, 1.5568583E+002
 2.9000001E+000, 1.5568785E+002
 2.9100001E+000, 1.5568983E+002
 2.9150000E+000, 1.5569178E+002
 2.9200001E+000, 1.5569306E+002
 2.9300001E+000, 1.5569496E+002
 2.9349999E+000, 1.5569682E+002
 2.9449999E+000, 1.5569866E+002
 2.9500000E+000, 1.5570046E+002
 2.9549999E+000, 1.5570165E+002
 2.9649999E+000, 1.5570341E+002
 2.9700000E+000, 1.5570514E+002
 2.9800000E+000, 1.5570684E+002
 2.9849999E+000, 1.5570851E+002
 2.9900000E+000, 1.5570961E+002
 3.0000000E+000, 1.5571124E+002
 3.0050001E+000, 1.5571285E+002
 3.0150001E+000, 1.5571442E+002
 3.0200000E+000, 1.5571598E+002
 3.0250001E+000, 1.5571700E+002
 3.0350001E+000, 1.5571851E+002
 3.0400000E+000, 1.5572000E+002
 3.0500000E+000, 1.5572146E+002
 3.0550001E+000, 1.5572290E+002
 3.0599999E+000, 1.5572385E+002
 3.0699999E+000, 1.5572526E+002
 3.0750000E+000, 1.5572664E+002
 3.0850000E+000, 1.5572800E+002
 3.0899999E+000, 1.5572934E+002
 3.0950000E+000, 1.5573022E+002
 3.1050000E+000, 1.5573153E+002
 3.1099999E+000, 1.5573281E+002
 3.1199999E+000, 1.5573408E+002
 3.1250000E+000, 1.5573532E+002
 3.1300001E+000, 1.5573614E+002
 3.1400001E+000, 1.5573736E+002
 3.1450000E+000, 1.5573855E+002
 3.1550000E+000, 1.5573973E+002
 3.1600001E+000, 1.5574089E+002
 3.1650000E+000, 1.5574165E+002
 3.1750000E+000, 1.5574278E+002
 3.1800001E+000, 1.5574389E+002
 3.1900001E+000, 1.5574499E+002
 3.1949999E+000, 1.5574607E+002
 3.2000000E+000, 1.5574678E+002
 3.2100000E+000, 1.5574783E+002
 3.2149999E+000, 1.5574887E+002
 3.2249999E+000, 1.5574988E+002
 3.2300000E+000, 1.5575089E+002
 3.2349999E+000, 1.5575155E+002
 3.2449999E+000, 1.5575253E+002
 3.2500000E+000, 1.5575350E+002
 3.2600000E+000, 1.5575445E+002
 3.2650001E+000, 1.5575539E+002
 3.2700000E+000, 1.5575600E+002
 3.2800000E+000, 1.5575692E+002
 3.2850001E+000, 1.5575782E+002
 3.2950001E+000, 1.5575871E+002
 3.3000000E+000, 1.5575958E+002
 3.3050001E+000, 1.5576016E+002
 3.3150001E+000, 1.5576101E+002
 3.3199999E+000, 1.5576185E+002
 3.3299999E+000, 1.5576268E+002
 3.3350000E+000, 1.5576349E+002
 3.3399999E+000, 1.5576403E+002
 3.3499999E+000, 1.5576483E+002
 3.3550000E+000, 1.5576561E+002
 3.3650000E+000, 1.5576639E+002
 3.3699999E+000, 1.5576715E+002
 3.3750000E+000, 1.5576765E+002
 3.3850000E+000, 1.5576839E+002
 3.3900001E+000, 1.5576913E+002
 3.4000001E+000, 1.5576985E+002
 3.4050000E+000, 1.5577056E+002
 3.4100001E+000, 1.5577103E+002
 3.4200001E+000, 1.5577173E+002
 3.4250000E+000, 1.5577241E+002
 3.4349999E+000, 1.5577309E+002
 3.4400001E+000, 1.5577375E+002
 3.4449999E+000, 1.5577419E+002
 3.4549999E+000, 1.5577484E+002
 3.4600000E+000, 1.5577549E+002
 3.4700000E+000, 1.5577612E+002
 3.4749999E+000, 1.5577674E+002
 3.4800000E+000, 1.5577715E+002
 3.4900000E+000, 1.5577776E+002
 3.4949999E+000, 1.5577836E+002
 3.5050001E+000, 1.5577895E+002
 3.5100000E+000, 1.5577954E+002
 3.5150001E+000, 1.5577992E+002
 3.5250001E+000, 1.5578049E+002
 3.5300000E+000, 1.5578105E+002
 3.5400000E+000, 1.5578161E+002
 3.5450001E+000, 1.5578215E+002
 3.5500000E+000, 1.5578251E+002
 3.5599999E+000, 1.5578305E+002
 3.5650001E+000, 1.5578357E+002
 3.5750000E+000, 1.5578409E+002
 3.5799999E+000, 1.5578461E+002
 3.5850000E+000, 1.5578494E+002
 3.5950000E+000, 1.5578544E+002
 3.5999999E+000, 1.5578594E+002
 3.6099999E+000, 1.5578643E+002
 3.6150000E+000, 1.5578691E+002
 3.6199999E+000, 1.5578722E+002
 3.6300001E+000, 1.5578769E+002
 3.6350000E+000, 1.5578816E+002
 3.6450000E+000, 1.5578861E+002
 3.6500001E+000, 1.5578906E+002
 3.6550000E+000, 1.5578936E+002
 3.6650000E+000, 1.5578980E+002
 3.6700001E+000, 1.5579024E+002
 3.6800001E+000, 1.5579067E+002
 3.6849999E+000, 1.5579109E+002
 3.6900001E+000, 1.5579137E+002
 3.7000000E+000, 1.5579178E+002
 3.7049999E+000, 1.5579219E+002
 3.7149999E+000, 1.5579259E+002
 3.7200000E+000, 1.5579299E+002
 3.7249999E+000, 1.5579325E+002
 3.7349999E+000, 1.5579364E+002
 3.7400000E+000, 1.5579402E+002
 3.7500000E+000, 1.5579440E+002
 3.7550001E+000, 1.5579478E+002
 3.7600000E+000, 1.5579502E+002
 3.7700000E+000, 1.5579539E+002
 3.7750001E+000, 1.5579575E+002
 3.7850001E+000, 1.5579610E+002
 3.7900000E+000, 1.5579646E+002
 3.7950001E+000, 1.5579669E+002
 3.8050001E+000, 1.5579703E+002
 3.8099999E+000, 1.5579737E+002
 3.8199999E+000, 1.5579771E+002
 3.8250000E+000, 1.5579804E+002
 3.8299999E+000, 1.5579825E+002
 3.8399999E+000, 1.5579858E+002
 3.8450000E+000, 1.5579890E+002
 3.8550000E+000, 1.5579921E+002
 3.8599999E+000, 1.5579952E+002
 3.8650000E+000, 1.5579973E+002
 3.8750000E+000, 1.5580003E+002
 3.8800001E+000, 1.5580033E+002
 3.8900001E+000, 1.5580063E+002
 3.8950000E+000, 1.5580092E+002
 3.9000001E+000, 1.5580111E+002
 3.9100001E+000, 1.5580140E+002
 3.9150000E+000, 1.5580168E+002
 3.9250000E+000, 1.5580196E+002
 3.9300001E+000, 1.5580224E+002
 3.9349999E+000, 1.5580242E+002
 3.9449999E+000, 1.5580269E+002
 3.9500000E+000, 1.5580296E+002
 3.9600000E+000, 1.5580322E+002
 3.9649999E+000, 1.5580348E+002
 3.9700000E+000, 1.5580365E+002
 3.9800000E+000, 1.5580391E+002
 3.9849999E+000, 1.5580416E+002
 3.9949999E+000, 1.5580441E+002
 4.0000000E+000, 1.5580465E+002
 4.0050001E+000, 1.5580481E+002
 4.0149999E+000, 1.5580505E+002
 4.0200000E+000, 1.5580529E+002
 4.0300002E+000, 1.5580552E+002
 4.0349998E+000, 1.5580576E+002
 4.0400000E+000, 1.5580591E+002
 4.0500002E+000, 1.5580614E+002
 4.0549998E+000, 1.5580636E+002
 4.0650001E+000, 1.5580658E+002
 4.0700002E+000, 1.5580680E+002
 4.0749998E+000, 1.5580694E+002
 4.0850000E+000, 1.5580716E+002
 4.0900002E+000, 1.5580737E+002
 4.0999999E+000, 1.5580758E+002
 4.1050000E+000, 1.5580778E+002
 4.1100001E+000, 1.5580792E+002
 4.1199999E+000, 1.5580812E+002
 4.1250000E+000, 1.5580832E+002
 4.1350002E+000, 1.5580852E+002
 4.1399999E+000, 1.5580871E+002
 4.1450000E+000, 1.5580884E+002
 4.1550002E+000, 1.5580903E+002
 4.1599998E+000, 1.5580922E+002
 4.1700001E+000, 1.5580940E+002
 4.1750002E+000, 1.5580959E+002
 4.1799998E+000, 1.5580971E+002
 4.1900001E+000, 1.5580989E+002
 4.1950002E+000, 1.5581007E+002
 4.2049999E+000, 1.5581024E+002
 4.2100000E+000, 1.5581042E+002
 4.2150002E+000, 1.5581053E+002
 4.2249999E+000, 1.5581070E+002
 4.2300000E+000, 1.5581087E+002
 4.2399998E+000, 1.5581104E+002
 4.2449999E+000, 1.5581120E+002
 4.2500000E+000, 1.5581131E+002
 4.2600002E+000, 1.5581147E+002
 4.2649999E+000, 1.5581163E+002
 4.2750001E+000, 1.5581179E+002
 4.2800002E+000, 1.5581194E+002
 4.2849998E+000, 1.5581205E+002
 4.2950001E+000, 1.5581220E+002
 4.3000002E+000, 1.5581235E+002
 4.3099999E+000, 1.5581250E+002
 4.3150001E+000, 1.5581265E+002
 4.3200002E+000, 1.5581274E+002
 4.3299999E+000, 1.5581289E+002
 4.3350000E+000, 1.5581303E+002
 4.3449998E+000, 1.5581317E+002
 4.3499999E+000, 1.5581331E+002
 4.3550000E+000, 1.5581340E+002
 4.3649998E+000, 1.5581354E+002
 4.3699999E+000, 1.5581368E+002
 4.3800001E+000, 1.5581381E+002
 4.3850002E+000, 1.5581394E+002
 4.3899999E+000, 1.5581403E+002
 4.4000001E+000, 1.5581416E+002
 4.4050002E+000, 1.5581429E+002
 4.4150000E+000, 1.5581441E+002
 4.4200001E+000, 1.5581454E+002
 4.4250002E+000, 1.5581462E+002
 4.4349999E+000, 1.5581474E+002
 4.4400001E+000, 1.5581486E+002
 4.4499998E+000, 1.5581498E+002
 4.4549999E+000, 1.5581510E+002
 4.4600000E+000, 1.5581518E+002
 4.4699998E+000, 1.5581530E+002
 4.4749999E+000, 1.5581541E+002
 4.4850001E+000, 1.5581553E+002
 4.4899998E+000, 1.5581564E+002
 4.4949999E+000, 1.5581571E+002
 4.5050001E+000, 1.5581582E+002
 4.5100002E+000, 1.5581593E+002
 4.5200000E+000, 1.5581604E+002
 4.5250001E+000, 1.5581615E+002
 4.5300002E+000, 1.5581622E+002
 4.5400000E+000, 1.5581632E+002
 4.5450001E+000, 1.5581643E+002
 4.5549998E+000, 1.5581653E+002
 4.5599999E+000, 1.5581663E+002
 4.5650001E+000, 1.5581670E+002
 4.5749998E+000, 1.5581680E+002
 4.5799999E+000, 1.5581689E+002
 4.5900002E+000, 1.5581699E+002
 4.5949998E+000, 1.5581709E+002
 4.5999999E+000, 1.5581715E+002
 4.6100001E+000, 1.5581725E+002
 4.6149998E+000, 1.5581734E+002
 4.6250000E+000, 1.5581743E+002
 4.6300001E+000, 1.5581752E+002
 4.6350002E+000, 1.5581758E+002
 4.6450000E+000, 1.5581767E+002
 4.6500001E+000, 1.5581776E+002
 4.6599998E+000, 1.5581785E+002
 4.6650000E+000, 1.5581794E+002
 4.6700001E+000, 1.5581799E+002
 4.6799998E+000, 1.5581808E+002
 4.6849999E+000, 1.5581816E+002
 4.6950002E+000, 1.5581825E+002
 4.6999998E+000, 1.5581833E+002
 4.7049999E+000, 1.5581838E+002
 4.7150002E+000, 1.5581846E+002
 4.7199998E+000, 1.5581854E+002
 4.7300000E+000, 1.5581862E+002
 4.7350001E+000, 1.5581870E+002
 4.7399998E+000, 1.5581875E+002
 4.7500000E+000, 1.5581883E+002
 4.7550001E+000, 1.5581891E+002
 4.7649999E+000, 1.5581898E+002
 4.7700000E+000, 1.5581906E+002
 4.7750001E+000, 1.5581911E+002
 4.7849998E+000, 1.5581918E+002
 4.7900000E+000, 1.5581925E+002
 4.8000002E+000, 1.5581932E+002
 4.8049998E+000, 1.5581939E+002
 4.8099999E+000, 1.5581944E+002
 4.8200002E+000, 1.5581951E+002
 4.8249998E+000, 1.5581958E+002
 4.8350000E+000, 1.5581965E+002
 4.8400002E+000, 1.5581971E+002
 4.8449998E+000, 1.5581976E+002
 4.8550000E+000, 1.5581983E+002
 4.8600001E+000, 1.5581989E+002
 4.8699999E+000, 1.5581996E+002
 4.8750000E+000, 1.5582002E+002
 4.8800001E+000, 1.5582006E+002
