s,C,g/g,1/s,W/g,W/g
Time,Temp,Mass,MLR,MCC,DSC
 5.5080000E+003, 4.7900415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4991840E-003
 5.5200000E+003, 4.8000415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4997502E-003
 5.5320000E+003, 4.8100415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5015807E-003
 5.5440000E+003, 4.8200415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5028673E-003
 5.5560000E+003, 4.8300415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5025740E-003
 5.5680000E+003, 4.8400415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5016818E-003
 5.5800000E+003, 4.8500415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5011011E-003
 5.5920000E+003, 4.8600415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5013870E-003
 5.6040000E+003, 4.8700415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5005288E-003
 5.6160000E+003, 4.8800415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4989423E-003
 5.6280000E+003, 4.8900415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4982485E-003
 5.6400000E+003, 4.9000415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4988864E-003
 5.6520000E+003, 4.9100415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4997181E-003
 5.6640000E+003, 4.9200415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5020664E-003
 5.6760000E+003, 4.9300415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5035956E-003
 5.6880000E+003, 4.9400415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5039915E-003
 5.7000000E+003, 4.9500415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5064157E-003
 5.7120000E+003, 4.9600415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5062439E-003
 5.7240000E+003, 4.9700415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5041596E-003
 5.7360000E+003, 4.9800415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5035928E-003
 5.7480000E+003, 4.9900415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5000231E-003
 5.7600000E+003, 5.0000415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4974945E-003
 5.7720000E+003, 5.0100415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4967220E-003
 5.7840000E+003, 5.0200415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4978741E-003
 5.7960000E+003, 5.0300415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5004864E-003
 5.8080000E+003, 5.0400415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5033242E-003
 5.8200000E+003, 5.0500415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5058113E-003
 5.8320000E+003, 5.0600415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5061889E-003
 5.8440000E+003, 5.0700415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5044767E-003
 5.8560000E+003, 5.0800415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5023882E-003
 5.8680000E+003, 5.0900415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5012152E-003
 5.8800000E+003, 5.1000415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5024180E-003
 5.8920000E+003, 5.1100415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4999546E-003
 5.9040000E+003, 5.1200415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4990382E-003
 5.9160000E+003, 5.1300415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4978349E-003
 5.9280000E+003, 5.1400415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4980855E-003
 5.9400000E+003, 5.1500415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4965358E-003
 5.9520000E+003, 5.1600415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4984468E-003
 5.9640000E+003, 5.1700415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5004929E-003
 5.9760000E+003, 5.1800415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5023756E-003
 5.9880000E+003, 5.1900415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5039342E-003
 6.0000000E+003, 5.2000415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5033195E-003
 6.0120000E+003, 5.2100415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5045028E-003
 6.0240000E+003, 5.2200415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5064948E-003
 6.0360000E+003, 5.2300415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5066099E-003
 6.0480000E+003, 5.2400415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5033684E-003
 6.0600000E+003, 5.2500415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5005479E-003
 6.0720000E+003, 5.2600415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4996110E-003
 6.0840000E+003, 5.2700415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4989008E-003
 6.0960000E+003, 5.2800415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4994638E-003
 6.1080000E+003, 5.2900415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5006969E-003
 6.1200000E+003, 5.3000415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5009842E-003
 6.1320000E+003, 5.3100415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5028049E-003
 6.1440000E+003, 5.3200415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5037935E-003
 6.1560000E+003, 5.3300415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5037805E-003
 6.1680000E+003, 5.3400415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5035677E-003
 6.1800000E+003, 5.3500415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5026634E-003
 6.1920000E+003, 5.3600415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5017297E-003
 6.2040000E+003, 5.3700415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5008799E-003
 6.2160000E+003, 5.3800415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4999993E-003
 6.2280000E+003, 5.3900415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5024166E-003
 6.2400000E+003, 5.4000415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5002578E-003
 6.2520000E+003, 5.4100415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4993274E-003
 6.2640000E+003, 5.4200415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4989744E-003
 6.2760000E+003, 5.4300415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4998117E-003
 6.2880000E+003, 5.4400415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5012953E-003
 6.3000000E+003, 5.4500415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5022927E-003
 6.3120000E+003, 5.4600415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5016808E-003
 6.3240000E+003, 5.4700415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5010927E-003
 6.3360000E+003, 5.4800415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4998508E-003
 6.3480000E+003, 5.4900415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4997814E-003
 6.3600000E+003, 5.5000415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5012925E-003
 6.3720000E+003, 5.5100415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5012822E-003
 6.3840000E+003, 5.5200415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5021689E-003
 6.3960000E+003, 5.5300415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5025256E-003
 6.4080000E+003, 5.5400415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5034224E-003
 6.4200000E+003, 5.5500415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5032385E-003
 6.4320000E+003, 5.5600415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5020762E-003
 6.4440000E+003, 5.5700415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5006080E-003
 6.4560000E+003, 5.5800415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4974824E-003
 6.4680000E+003, 5.5900415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4968012E-003
 6.4800000E+003, 5.6000415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4964827E-003
 6.4920000E+003, 5.6100415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4975965E-003
 6.5040000E+003, 5.6200415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4981292E-003
 6.5160000E+003, 5.6300415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4999430E-003
 6.5280000E+003, 5.6400415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5011039E-003
 6.5400000E+003, 5.6500415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5042373E-003
 6.5520000E+003, 5.6600415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5039705E-003
 6.5640000E+003, 5.6700415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5044823E-003
 6.5760000E+003, 5.6800415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5033703E-003
 6.5880000E+003, 5.6900415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5028338E-003
 6.6000000E+003, 5.7000415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5007234E-003
 6.6120000E+003, 5.7100415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4970694E-003
 6.6240000E+003, 5.7200415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4971686E-003
 6.6360000E+003, 5.7300415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4964286E-003
 6.6480000E+003, 5.7400415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4987313E-003
 6.6600000E+003, 5.7500415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5005805E-003
 6.6720000E+003, 5.7600415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5034341E-003
 6.6840000E+003, 5.7700415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5038713E-003
 6.6960000E+003, 5.7800415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5021572E-003
 6.7080000E+003, 5.7900415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4993274E-003
 6.7200000E+003, 5.8000415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4986485E-003
 6.7320000E+003, 5.8100415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5001055E-003
 6.7440000E+003, 5.8200415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5010187E-003
 6.7560000E+003, 5.8300415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5013363E-003
 6.7680000E+003, 5.8400415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5013763E-003
 6.7800000E+003, 5.8500415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5013898E-003
 6.7920000E+003, 5.8600415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5008101E-003
 6.8040000E+003, 5.8700415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5007854E-003
 6.8160000E+003, 5.8800415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5010983E-003
 6.8280000E+003, 5.8900415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5004520E-003
 6.8400000E+003, 5.9000415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5001847E-003
 6.8520000E+003, 5.9100415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4989833E-003
 6.8640000E+003, 5.9200415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4995341E-003
 6.8760000E+003, 5.9300415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4998354E-003
 6.8880000E+003, 5.9400415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5013409E-003
 6.9000000E+003, 5.9500415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5016506E-003
 6.9120000E+003, 5.9600415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5016548E-003
 6.9240000E+003, 5.9700415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5022909E-003
 6.9360000E+003, 5.9800415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5023062E-003
 6.9480000E+003, 5.9900415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5023458E-003
 6.9600000E+003, 6.0000415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5005553E-003
 6.9720000E+003, 6.0100415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4996073E-003
 6.9840000E+003, 6.0200415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4992641E-003
 6.9960000E+003, 6.0300415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5001307E-003
 7.0080000E+003, 6.0400415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5010280E-003
 7.0200000E+003, 6.0500415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5007323E-003
 7.0320000E+003, 6.0600415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5010424E-003
 7.0440000E+003, 6.0700415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5016804E-003
 7.0560000E+003, 6.0800415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5020222E-003
 7.0680000E+003, 6.0900415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5011262E-003
 7.0800000E+003, 6.1000415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5002173E-003
 7.0920000E+003, 6.1100415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4993055E-003
 7.1040000E+003, 6.1200415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4995882E-003
 7.1160000E+003, 6.1300415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4995639E-003
 7.1280000E+003, 6.1400415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5004073E-003
 7.1400000E+003, 6.1500415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5012999E-003
 7.1520000E+003, 6.1600415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5022913E-003
 7.1640000E+003, 6.1700415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5017488E-003
 7.1760000E+003, 6.1800415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4999346E-003
 7.1880000E+003, 6.1900415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4986522E-003
 7.2000000E+003, 6.2000415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4988794E-003
 7.2120000E+003, 6.2100415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5006452E-003
 7.2240000E+003, 6.2200415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5012655E-003
 7.2360000E+003, 6.2300415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5009507E-003
 7.2480000E+003, 6.2400415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5021796E-003
 7.2600000E+003, 6.2500415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5025623E-003
 7.2720000E+003, 6.2600415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5022564E-003
 7.2840000E+003, 6.2700415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5016776E-003
 7.2960000E+003, 6.2800415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5013945E-003
 7.3080000E+003, 6.2900415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5011151E-003
 7.3200000E+003, 6.3000415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4999244E-003
 7.3320000E+003, 6.3100415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4999234E-003
 7.3440000E+003, 6.3200415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5002201E-003
 7.3560000E+003, 6.3300415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5002052E-003
 7.3680000E+003, 6.3400415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4998741E-003
 7.3800000E+003, 6.3500415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5001223E-003
 7.3920000E+003, 6.3600415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4998294E-003
 7.4040000E+003, 6.3700415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5006960E-003
 7.4160000E+003, 6.3800415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5013144E-003
 7.4280000E+003, 6.3900415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5021935E-003
 7.4400000E+003, 6.4000415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5025726E-003
 7.4520000E+003, 6.4100415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5016678E-003
 7.4640000E+003, 6.4200415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5016850E-003
 7.4760000E+003, 6.4300415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5011416E-003
 7.4880000E+003, 6.4400415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4999043E-003
 7.5000000E+003, 6.4500415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4998289E-003
 7.5120000E+003, 6.4600415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5004394E-003
 7.5240000E+003, 6.4700415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5015966E-003
 7.5360000E+003, 6.4800415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5019626E-003
 7.5480000E+003, 6.4900415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5023216E-003
 7.5600000E+003, 6.5000415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5023370E-003
 7.5720000E+003, 6.5100415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5020371E-003
 7.5840000E+003, 6.5200415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5017302E-003
 7.5960000E+003, 6.5300415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5014173E-003
 7.6080000E+003, 6.5400415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5008156E-003
 7.6200000E+003, 6.5500415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5005335E-003
 7.6320000E+003, 6.5600415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5004915E-003
 7.6440000E+003, 6.5700415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5001716E-003
 7.6560000E+003, 6.5800415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5004841E-003
 7.6680000E+003, 6.5900415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5004939E-003
 7.6800000E+003, 6.6000415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5004841E-003
 7.6920000E+003, 6.6100415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5004729E-003
 7.7040000E+003, 6.6200415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5001823E-003
 7.7160000E+003, 6.6300415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5005013E-003
 7.7280000E+003, 6.6400415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4998745E-003
 7.7400000E+003, 6.6500415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4995476E-003
 7.7520000E+003, 6.6600415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5012985E-003
 7.7640000E+003, 6.6700415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5019235E-003
 7.7760000E+003, 6.6800415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5019351E-003
 7.7880000E+003, 6.6900415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5028520E-003
 7.8000000E+003, 6.7000415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5037945E-003
 7.8120000E+003, 6.7100415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5036655E-003
 7.8240000E+003, 6.7200415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5019607E-003
 7.8360000E+003, 6.7300415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4983295E-003
 7.8480000E+003, 6.7400415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4963919E-003
 7.8600000E+003, 6.7500415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4963267E-003
 7.8720000E+003, 6.7600415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4952859E-003
 7.8840000E+003, 6.7700415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4967248E-003
 7.8960000E+003, 6.7800415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4987714E-003
 7.9080000E+003, 6.7900415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5001940E-003
 7.9200000E+003, 6.8000415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5041931E-003
 7.9320000E+003, 6.8100415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5067361E-003
 7.9440000E+003, 6.8200415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5059924E-003
 7.9560000E+003, 6.8300415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5048390E-003
 7.9680000E+003, 6.8400415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5030657E-003
 7.9800000E+003, 6.8500415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5009176E-003
 7.9920000E+003, 6.8600415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5003211E-003
 8.0040000E+003, 6.8700415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4987611E-003
 8.0160000E+003, 6.8800415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4990014E-003
 8.0280000E+003, 6.8900415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4998680E-003
 8.0400000E+003, 6.9000415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4994904E-003
 8.0520000E+003, 6.9100415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5012822E-003
 8.0640000E+003, 6.9200415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5022387E-003
 8.0760000E+003, 6.9300415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5016287E-003
 8.0880000E+003, 6.9400415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5026513E-003
 8.1000000E+003, 6.9500415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5014806E-003
 8.1120000E+003, 6.9600415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4996990E-003
 8.1240000E+003, 6.9700415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4988133E-003
 8.1360000E+003, 6.9800415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4996641E-003
 8.1480000E+003, 6.9900415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4988329E-003
 8.1600000E+003, 7.0000415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4991700E-003
 8.1720000E+003, 7.0100415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5015761E-003
 8.1840000E+003, 7.0200415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5031207E-003
 8.1960000E+003, 7.0300415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5028660E-003
 8.2080000E+003, 7.0400415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5034843E-003
 8.2200000E+003, 7.0500415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5032161E-003
 8.2320000E+003, 7.0600415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5035984E-003
 8.2440000E+003, 7.0700415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5015300E-003
 8.2560000E+003, 7.0800415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.5009116E-003
 8.2680000E+003, 7.0900415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4999667E-003
 8.2800000E+003, 7.1000415E+002, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 4.4987742E-003
