m,m/s,m,m/s
 1.7618619E+002, 1.9427925E+000, 1.7618619E+002, 1.9529136E+000
 1.7718719E+002, 1.9427925E+000, 1.7718719E+002, 1.9529136E+000
 1.7818819E+002, 2.0021230E+000, 1.7818819E+002, 1.9987267E+000
 1.7918919E+002, 2.0021230E+000, 1.7918919E+002, 1.9987267E+000
 1.8019019E+002, 2.0021230E+000, 1.8019019E+002, 1.9987267E+000
 1.8119119E+002, 2.0021230E+000, 1.8119119E+002, 1.9987267E+000
 1.8219219E+002, 2.0228510E+000, 1.8219219E+002, 2.0408757E+000
 1.8319319E+002, 2.0228510E+000, 1.8319319E+002, 2.0408757E+000
 1.8419419E+002, 2.0228510E+000, 1.8419419E+002, 2.0408757E+000
 1.8519520E+002, 2.0228510E+000, 1.8519520E+002, 2.0408757E+000
 1.8619620E+002, 2.0495759E+000, 1.8619620E+002, 2.0496751E+000
 1.8719720E+002, 2.0495759E+000, 1.8719720E+002, 2.0496751E+000
 1.8819820E+002, 2.0495759E+000, 1.8819820E+002, 2.0496751E+000
 1.8919920E+002, 2.0495759E+000, 1.8919920E+002, 2.0496751E+000
 1.9020020E+002, 2.1035338E+000, 1.9020020E+002, 2.1043599E+000
 1.9120120E+002, 2.1035338E+000, 1.9120120E+002, 2.1043599E+000
 1.9220220E+002, 2.1035338E+000, 1.9220220E+002, 2.1043599E+000
 1.9320320E+002, 2.1035338E+000, 1.9320320E+002, 2.1043599E+000
 1.9420420E+002, 2.1418498E+000, 1.9420420E+002, 2.1691327E+000
 1.9520521E+002, 2.1418498E+000, 1.9520521E+002, 2.1691327E+000
 1.9620621E+002, 2.1418498E+000, 1.9620621E+002, 2.1691327E+000
 1.9720721E+002, 2.1418498E+000, 1.9720721E+002, 2.1691327E+000
 1.9820821E+002, 2.1807937E+000, 1.9820821E+002, 2.1801959E+000
 1.9920921E+002, 2.1807937E+000, 1.9920921E+002, 2.1801959E+000
 2.0021021E+002, 2.1807937E+000, 2.0021021E+002, 2.1801959E+000
 2.0121121E+002, 2.1807937E+000, 2.0121121E+002, 2.1801959E+000
 2.0221221E+002, 2.2215920E+000, 2.0221221E+002, 2.2212568E+000
 2.0321321E+002, 2.2215920E+000, 2.0321321E+002, 2.2212568E+000
 2.0421421E+002, 2.2215920E+000, 2.0421421E+002, 2.2212568E+000
 2.0521522E+002, 2.2215920E+000, 2.0521522E+002, 2.2212568E+000
 2.0621622E+002, 2.2467141E+000, 2.0621622E+002, 2.2668958E+000
 2.0721722E+002, 2.2467141E+000, 2.0721722E+002, 2.2668958E+000
 2.0821822E+002, 2.2467141E+000, 2.0821822E+002, 2.2668958E+000
 2.0921922E+002, 2.2467141E+000, 2.0921922E+002, 2.2668958E+000
 2.1022022E+002, 2.2925800E+000, 2.1022022E+002, 2.3081697E+000
 2.1122122E+002, 2.2925800E+000, 2.1122122E+002, 2.3081697E+000
 2.1222222E+002, 2.2925800E+000, 2.1222222E+002, 2.3081697E+000
 2.1322322E+002, 2.2925800E+000, 2.1322322E+002, 2.3081697E+000
 2.1422422E+002, 2.3450545E+000, 2.1422422E+002, 2.3376975E+000
 2.1522523E+002, 2.3450545E+000, 2.1522523E+002, 2.3376975E+000
 2.1622623E+002, 2.3450545E+000, 2.1622623E+002, 2.3376975E+000
 2.1722723E+002, 2.3450545E+000, 2.1722723E+002, 2.3376975E+000
 2.1822823E+002, 2.3675935E+000, 2.1822823E+002, 2.3920855E+000
 2.1922923E+002, 2.3675935E+000, 2.1922923E+002, 2.3920855E+000
 2.2023023E+002, 2.3675935E+000, 2.2023023E+002, 2.3920855E+000
 2.2123123E+002, 2.3675935E+000, 2.2123123E+002, 2.3920855E+000
 2.2223223E+002, 2.4278692E+000, 2.2223223E+002, 2.4123981E+000
 2.2323323E+002, 2.4278692E+000, 2.2323323E+002, 2.4123981E+000
 2.2423423E+002, 2.4278692E+000, 2.2423423E+002, 2.4123981E+000
 2.2523524E+002, 2.4278692E+000, 2.2523524E+002, 2.4123981E+000
 2.2623624E+002, 2.4388567E+000, 2.2623624E+002, 2.4664780E+000
 2.2723724E+002, 2.4388567E+000, 2.2723724E+002, 2.4664780E+000
 2.2823824E+002, 2.4388567E+000, 2.2823824E+002, 2.4664780E+000
 2.2923924E+002, 2.4388567E+000, 2.2923924E+002, 2.4664780E+000
 2.3024024E+002, 2.4856248E+000, 2.3024024E+002, 2.4987362E+000
 2.3124124E+002, 2.4856248E+000, 2.3124124E+002, 2.4987362E+000
 2.3224224E+002, 2.4856248E+000, 2.3224224E+002, 2.4987362E+000
 2.3324324E+002, 2.4856248E+000, 2.3324324E+002, 2.4987362E+000
 2.3424424E+002, 2.5330030E+000, 2.3424424E+002, 2.5385858E+000
 2.3524525E+002, 2.5330030E+000, 2.3524525E+002, 2.5385858E+000
 2.3624625E+002, 2.5330030E+000, 2.3624625E+002, 2.5385858E+000
 2.3724725E+002, 2.5330030E+000, 2.3724725E+002, 2.5385858E+000
 2.3824825E+002, 2.5650841E+000, 2.3824825E+002, 2.5509909E+000
 2.3924925E+002, 2.5650841E+000, 2.3924925E+002, 2.5509909E+000
 2.4025025E+002, 2.5650841E+000, 2.4025025E+002, 2.5509909E+000
 2.4125125E+002, 2.5650841E+000, 2.4125125E+002, 2.5509909E+000
 2.4225225E+002, 2.6055914E+000, 2.4225225E+002, 2.6349015E+000
 2.4325325E+002, 2.6055914E+000, 2.4325325E+002, 2.6349015E+000
 2.4425425E+002, 2.6055914E+000, 2.4425425E+002, 2.6349015E+000
 2.4525526E+002, 2.6055914E+000, 2.4525526E+002, 2.6349015E+000
 2.4625626E+002, 2.6380734E+000, 2.4625626E+002, 2.6392922E+000
 2.4725726E+002, 2.6380734E+000, 2.4725726E+002, 2.6392922E+000
 2.4825826E+002, 2.6380734E+000, 2.4825826E+002, 2.6392922E+000
 2.4925926E+002, 2.6380734E+000, 2.4925926E+002, 2.6392922E+000
 2.5026026E+002, 2.6955577E+000, 2.5026026E+002, 2.7005543E+000
 2.5126126E+002, 2.6955577E+000, 2.5126126E+002, 2.7005543E+000
 2.5226226E+002, 2.6955577E+000, 2.5226226E+002, 2.7005543E+000
 2.5326326E+002, 2.6955577E+000, 2.5326326E+002, 2.7005543E+000
 2.5426426E+002, 2.7167413E+000, 2.5426426E+002, 2.7077722E+000
 2.5526527E+002, 2.7167413E+000, 2.5526527E+002, 2.7077722E+000
 2.5626627E+002, 2.7167413E+000, 2.5626627E+002, 2.7077722E+000
 2.5726727E+002, 2.7167413E+000, 2.5726727E+002, 2.7077722E+000
 2.5826827E+002, 2.7495584E+000, 2.5826827E+002, 2.7641496E+000
 2.5926927E+002, 2.7495584E+000, 2.5926927E+002, 2.7641496E+000
 2.6027027E+002, 2.7495584E+000, 2.6027027E+002, 2.7641496E+000
 2.6127127E+002, 2.7495584E+000, 2.6127127E+002, 2.7641496E+000
 2.6227227E+002, 2.7988780E+000, 2.6227227E+002, 2.8237585E+000
 2.6327327E+002, 2.7988780E+000, 2.6327327E+002, 2.8237585E+000
 2.6427427E+002, 2.7988780E+000, 2.6427427E+002, 2.8237585E+000
 2.6527528E+002, 2.7988780E+000, 2.6527528E+002, 2.8237585E+000
 2.6627628E+002, 2.8383691E+000, 2.6627628E+002, 2.8255382E+000
 2.6727728E+002, 2.8383691E+000, 2.6727728E+002, 2.8255382E+000
 2.6827828E+002, 2.8383691E+000, 2.6827828E+002, 2.8255382E+000
 2.6927928E+002, 2.8383691E+000, 2.6927928E+002, 2.8255382E+000
 2.7028028E+002, 2.8787356E+000, 2.7028028E+002, 2.8744443E+000
 2.7128128E+002, 2.8787356E+000, 2.7128128E+002, 2.8744443E+000
 2.7228228E+002, 2.8787356E+000, 2.7228228E+002, 2.8744443E+000
 2.7328328E+002, 2.8787356E+000, 2.7328328E+002, 2.8744443E+000
 2.7428428E+002, 2.9114152E+000, 2.7428428E+002, 2.9220611E+000
 2.7528529E+002, 2.9114152E+000, 2.7528529E+002, 2.9220611E+000
 2.7628629E+002, 2.9114152E+000, 2.7628629E+002, 2.9220611E+000
 2.7728729E+002, 2.9114152E+000, 2.7728729E+002, 2.9220611E+000
 2.7828829E+002, 2.9379256E+000, 2.7828829E+002, 2.9557571E+000
 2.7928929E+002, 2.9379256E+000, 2.7928929E+002, 2.9557571E+000
 2.8029029E+002, 2.9379256E+000, 2.8029029E+002, 2.9557571E+000
 2.8129129E+002, 2.9379256E+000, 2.8129129E+002, 2.9557571E+000
 2.8229229E+002, 3.0090557E+000, 2.8229229E+002, 2.9850747E+000
 2.8329329E+002, 3.0090557E+000, 2.8329329E+002, 2.9850747E+000
 2.8429429E+002, 3.0090557E+000, 2.8429429E+002, 2.9850747E+000
 2.8529530E+002, 3.0090557E+000, 2.8529530E+002, 2.9850747E+000
 2.8629630E+002, 3.0148352E+000, 2.8629630E+002, 3.0315010E+000
 2.8729730E+002, 3.0148352E+000, 2.8729730E+002, 3.0315010E+000
 2.8829830E+002, 3.0148352E+000, 2.8829830E+002, 3.0315010E+000
 2.8929930E+002, 3.0148352E+000, 2.8929930E+002, 3.0315010E+000
 2.9030030E+002, 3.0597186E+000, 2.9030030E+002, 3.0720653E+000
 2.9130130E+002, 3.0597186E+000, 2.9130130E+002, 3.0720653E+000
 2.9230230E+002, 3.0597186E+000, 2.9230230E+002, 3.0720653E+000
 2.9330330E+002, 3.0597186E+000, 2.9330330E+002, 3.0720653E+000
 2.9430430E+002, 3.1099680E+000, 2.9430430E+002, 3.0926221E+000
 2.9530531E+002, 3.1099680E+000, 2.9530531E+002, 3.0926221E+000
 2.9630631E+002, 3.1099680E+000, 2.9630631E+002, 3.0926221E+000
 2.9730731E+002, 3.1099680E+000, 2.9730731E+002, 3.0926221E+000
 2.9830831E+002, 3.1277363E+000, 2.9830831E+002, 3.1482237E+000
 2.9930931E+002, 3.1277363E+000, 2.9930931E+002, 3.1482237E+000
 3.0031031E+002, 3.1277363E+000, 3.0031031E+002, 3.1482237E+000
 3.0131131E+002, 3.1277363E+000, 3.0131131E+002, 3.1482237E+000
 3.0231231E+002, 3.1798208E+000, 3.0231231E+002, 3.1895735E+000
 3.0331331E+002, 3.1798208E+000, 3.0331331E+002, 3.1895735E+000
 3.0431431E+002, 3.1798208E+000, 3.0431431E+002, 3.1895735E+000
 3.0531532E+002, 3.1798208E+000, 3.0531532E+002, 3.1895735E+000
 3.0631632E+002, 3.2052220E+000, 3.0631632E+002, 3.2170387E+000
 3.0731732E+002, 3.2052220E+000, 3.0731732E+002, 3.2170387E+000
 3.0831832E+002, 3.2052220E+000, 3.0831832E+002, 3.2170387E+000
 3.0931932E+002, 3.2052220E+000, 3.0931932E+002, 3.2170387E+000
 3.1032032E+002, 3.2880671E+000, 3.1032032E+002, 3.2574199E+000
 3.1132132E+002, 3.2880671E+000, 3.1132132E+002, 3.2574199E+000
 3.1232232E+002, 3.2880671E+000, 3.1232232E+002, 3.2574199E+000
 3.1332332E+002, 3.2880671E+000, 3.1332332E+002, 3.2574199E+000
 3.1432432E+002, 3.2769094E+000, 3.1432432E+002, 3.3100165E+000
 3.1532533E+002, 3.2769094E+000, 3.1532533E+002, 3.3100165E+000
 3.1632633E+002, 3.2769094E+000, 3.1632633E+002, 3.3100165E+000
 3.1732733E+002, 3.2769094E+000, 3.1732733E+002, 3.3100165E+000
 3.1832833E+002, 3.3405405E+000, 3.1832833E+002, 3.3392565E+000
 3.1932933E+002, 3.3405405E+000, 3.1932933E+002, 3.3392565E+000
 3.2033033E+002, 3.3405405E+000, 3.2033033E+002, 3.3392565E+000
 3.2133133E+002, 3.3405405E+000, 3.2133133E+002, 3.3392565E+000
 3.2233233E+002, 3.3784613E+000, 3.2233233E+002, 3.3930389E+000
 3.2333333E+002, 3.3784613E+000, 3.2333333E+002, 3.3930389E+000
 3.2433433E+002, 3.3784613E+000, 3.2433433E+002, 3.3930389E+000
 3.2533534E+002, 3.3784613E+000, 3.2533534E+002, 3.3930389E+000
 3.2633634E+002, 3.4371888E+000, 3.2633634E+002, 3.4373351E+000
 3.2733734E+002, 3.4371888E+000, 3.2733734E+002, 3.4373351E+000
 3.2833834E+002, 3.4371888E+000, 3.2833834E+002, 3.4373351E+000
 3.2933934E+002, 3.4371888E+000, 3.2933934E+002, 3.4373351E+000
 3.3034034E+002, 3.4643330E+000, 3.3034034E+002, 3.4427008E+000
 3.3134134E+002, 3.4643330E+000, 3.3134134E+002, 3.4427008E+000
 3.3234234E+002, 3.4643330E+000, 3.3234234E+002, 3.4427008E+000
 3.3334334E+002, 3.4643330E+000, 3.3334334E+002, 3.4427008E+000
 3.3434434E+002, 3.4999953E+000, 3.3434434E+002, 3.5001983E+000
 3.3534535E+002, 3.4999953E+000, 3.3534535E+002, 3.5001983E+000
 3.3634635E+002, 3.4999953E+000, 3.3634635E+002, 3.5001983E+000
 3.3734735E+002, 3.4999953E+000, 3.3734735E+002, 3.5001983E+000
