s,C,m,kW/m2,1/m,%/m,%/m,%/m,%/m,%/m,%/m,%/m,%/m,%/m,%/m,%/m,%/m
 1.3504108E+002, 2.0004433E+001, 5.1999998E+000, 1.9596545E-003, 6.2261087E-025, 2.7197097E-011, 1.2729467E-011, 0.0000000E+000, 6.7247234E-009, 6.5143795E-013, 0.0000000E+000, 8.6500581E+001, 6.0189636E+001, 2.8807672E+000, 5.1000397E+001, 3.9418827E+001, 0.0000000E+000
 1.5000981E+002, 2.0006430E+001, 5.1999998E+000, 2.8167206E-003, 9.9961570E-024, 1.9687508E-010, 5.4928863E-011, 6.2655195E-014, 2.5154123E-007, 1.2956834E-011, 0.0000000E+000, 8.9747539E+001, 6.9925629E+001, 2.8547727E+001, 6.0560139E+001, 5.3717826E+001, 5.8387775E+000
 1.6504722E+002, 2.0008563E+001, 5.1999998E+000, 3.8508843E-003, 4.2861776E-022, 7.8134727E-010, 9.7720165E-011, 1.3659640E-009, 1.1357812E-006, 2.5034097E-010, 7.4090956E-013, 9.1911495E+001, 8.0385708E+001, 4.7035419E+001, 6.9423060E+001, 6.3462894E+001, 3.8528180E+001
 1.8002439E+002, 2.0069276E+001, 5.1931887E+000, 5.1115074E-003, 1.8581887E-020, 3.7360585E-009, 2.1303093E-010, 6.2552968E-008, 6.3702740E-006, 4.2271958E-006, 7.9270748E-001, 9.4575715E+001, 8.6125335E+001, 6.1533884E+001, 7.7374433E+001, 6.9819591E+001, 5.2175179E+001
 1.9501306E+002, 2.1375300E+001, 5.0298414E+000, 6.5625856E-003, 1.2656832E-018, 1.9411406E-008, 1.0113096E-009, 1.7841166E-006, 1.1210462E-005, 9.3672724E-005, 4.5097739E+000, 9.6162891E+001, 9.0369776E+001, 7.2466449E+001, 8.2767574E+001, 7.7341134E+001, 5.9525086E+001
 2.1000376E+002, 2.3708973E+001, 4.6926429E+000, 8.2136472E-003, 7.4609807E-017, 7.1838465E-008, 2.6498514E-008, 9.6601680E-001, 1.7002681E-005, 1.9951420E-004, 7.6227582E+000, 9.7580576E+001, 9.2272612E+001, 8.1160699E+001, 8.6246857E+001, 8.2895856E+001, 6.7199312E+001
 2.2504668E+002, 2.5506078E+001, 4.4252267E+000, 1.0070483E-002, 5.2715384E-015, 2.8018295E-007, 3.1477266E-007, 9.6148647E+000, 3.0588786E-005, 4.0833447E-004, 1.3970426E+001, 9.8565018E+001, 9.4098844E+001, 8.5412689E+001, 8.9776889E+001, 8.7220037E+001, 7.4288593E+001
 2.4003738E+002, 2.4745078E+001, 4.4244475E+000, 1.2269820E-002, 1.6369912E-013, 1.1231481E-006, 4.0692700E-001, 1.6162713E+001, 2.8523626E-005, 1.5718352E-002, 2.0094866E+001, 9.9122621E+001, 9.5633545E+001, 8.8713827E+001, 9.2600578E+001, 9.0432142E+001, 8.1121349E+001
 2.5504063E+002, 2.5239320E+001, 4.0414660E+000, 1.4588271E-002, 6.5101194E-008, 2.4723596E-006, 8.3411691E+000, 1.4943955E+001, 2.5035619E-005, 1.6080255E+000, 1.8637308E+001, 9.9456947E+001, 9.7085009E+001, 9.0617905E+001, 9.4642290E+001, 9.3398837E+001, 8.6144692E+001
 2.7000969E+002, 2.5728609E+001, 3.9702923E+000, 1.7204099E-002, 4.4886563E-004, 2.8027388E-004, 1.6858114E+001, 1.5865104E+001, 3.0675524E-005, 3.5056660E+000, 2.0456693E+001, 9.9737370E+001, 9.8029876E+001, 9.2763905E+001, 9.5908938E+001, 9.5005898E+001, 8.9226468E+001
 2.8502553E+002, 2.6362637E+001, 3.8654054E+000, 1.9904828E-002, 1.5593380E-003, 1.2445428E-001, 2.4215647E+001, 1.9622506E+001, 7.5241476E-004, 6.2799575E+000, 2.7106609E+001, 9.9847779E+001, 9.8954282E+001, 9.4445439E+001, 9.6997269E+001, 9.6023489E+001, 9.2580075E+001
 3.0003435E+002, 2.7187342E+001, 3.8188577E+000, 2.2564245E-002, 4.1278967E-004, 5.4660675E+000, 2.8512087E+001, 1.9523010E+001, 5.2124018E-002, 6.4783686E+000, 3.5174369E+001, 9.9917088E+001, 9.9362616E+001, 9.6553085E+001, 9.8300004E+001, 9.7147900E+001, 9.3997769E+001
 3.1500058E+002, 2.7727812E+001, 3.8259907E+000, 2.6170766E-002, 1.6954027E-004, 1.5681751E+001, 2.8908843E+001, 2.0963355E+001, 7.6181833E-001, 6.8287557E+000, 3.7852135E+001, 9.9964543E+001, 9.9695218E+001, 9.8078838E+001, 9.9020889E+001, 9.8084359E+001, 9.6154764E+001
 3.3000489E+002, 2.8274846E+001, 3.7818165E+000, 3.0344012E-002, 8.1121515E-005, 1.8471174E+001, 3.2373493E+001, 2.6133647E+001, 6.2673277E+000, 8.4887750E+000, 4.8907814E+001, 9.9980587E+001, 9.9810537E+001, 9.8837076E+001, 9.9345714E+001, 9.9168325E+001, 9.7830145E+001
 3.4500919E+002, 2.8513939E+001, 3.7394109E+000, 3.3461288E-002, 2.9238037E-005, 2.2626650E+001, 3.8111545E+001, 3.5006105E+001, 1.5378549E+001, 9.3845133E+000, 6.8415436E+001, 9.9986298E+001, 9.9895330E+001, 9.9340772E+001, 9.9614908E+001, 9.9548699E+001, 9.8897446E+001
 3.6001626E+002, 2.9255295E+001, 3.6492539E+000, 3.6334024E-002, 1.8034522E-005, 2.7077741E+001, 5.2468570E+001, 4.4723533E+001, 3.0357822E+001, 1.8056389E+001, 7.5547916E+001, 9.9989865E+001, 9.9919946E+001, 9.9633377E+001, 9.9767643E+001, 9.9705628E+001, 9.9337441E+001
 3.7500243E+002, 2.9809553E+001, 3.5779920E+000, 3.9387963E-002, 1.0460142E-005, 3.3644079E+001, 6.9166875E+001, 5.4453273E+001, 4.0373137E+001, 3.6180390E+001, 8.3477054E+001, 9.9990419E+001, 9.9961759E+001, 9.9781401E+001, 9.9873356E+001, 9.9733441E+001, 9.9583530E+001
 3.9002588E+002, 3.0155958E+001, 3.4970750E+000, 4.2867509E-002, 3.3435993E-006, 3.9180469E+001, 7.9022520E+001, 6.3770093E+001, 4.7220137E+001, 4.8705027E+001, 8.9003387E+001, 9.9994653E+001, 9.9974477E+001, 9.9855096E+001, 9.9923592E+001, 9.9845219E+001, 9.9749110E+001
 4.0501204E+002, 3.1217849E+001, 3.4733870E+000, 4.6873553E-002, 3.2379160E-005, 4.2518037E+001, 8.4737411E+001, 7.3769411E+001, 5.6526816E+001, 6.3261964E+001, 9.2819455E+001, 9.9997929E+001, 9.9988855E+001, 9.9931494E+001, 9.9955598E+001, 9.9906632E+001, 9.9837224E+001
 4.2002384E+002, 3.1759837E+001, 3.3991331E+000, 5.0471502E-002, 1.9116731E-004, 4.4029766E+001, 8.9286123E+001, 8.9027902E+001, 6.4680232E+001, 7.5173902E+001, 9.5234668E+001, 9.9998714E+001, 9.9994941E+001, 9.9965891E+001, 9.9970366E+001, 9.9938465E+001, 9.9900185E+001
 4.3501279E+002, 3.1816981E+001, 3.2488517E+000, 5.4384066E-002, 1.5036769E-002, 4.8880666E+001, 9.4032884E+001, 9.4768982E+001, 7.2968644E+001, 8.1961288E+001, 9.7277169E+001, 9.9998499E+001, 9.9996941E+001, 9.9982456E+001, 9.9982956E+001, 9.9963424E+001, 9.9944515E+001
 4.5001084E+002, 3.2769550E+001, 3.1955181E+000, 5.9625701E-002, 8.7337508E-002, 5.3721875E+001, 9.6845171E+001, 9.7935240E+001, 7.8661688E+001, 8.8188114E+001, 9.8050789E+001, 9.9999669E+001, 9.9998039E+001, 9.9990239E+001, 9.9990729E+001, 9.9976660E+001, 9.9971652E+001
 4.6501720E+002, 3.3594037E+001, 3.1651491E+000, 6.4274870E-002, 7.1602029E-002, 6.0865324E+001, 9.8449379E+001, 9.9198025E+001, 8.6296648E+001, 9.1942906E+001, 9.9199801E+001, 9.9999883E+001, 9.9999015E+001, 9.9994606E+001, 9.9994637E+001, 9.9988043E+001, 9.9982313E+001
 4.8001684E+002, 3.4636327E+001, 3.0990929E+000, 6.8587247E-002, 5.0503632E-002, 7.0308724E+001, 9.9305451E+001, 9.9709879E+001, 9.0950899E+001, 9.4767193E+001, 9.9519824E+001, 9.9999922E+001, 9.9999603E+001, 9.9997932E+001, 9.9995981E+001, 9.9993695E+001, 9.9988948E+001
 4.9501910E+002, 3.5814822E+001, 3.0841938E+000, 7.2857853E-002, 3.9702046E-002, 7.5133106E+001, 9.9735922E+001, 9.9859380E+001, 9.4398223E+001, 9.6596644E+001, 9.9663808E+001, 9.9999984E+001, 9.9999765E+001, 9.9998848E+001, 9.9997835E+001, 9.9996883E+001, 9.9994855E+001
 5.1002235E+002, 3.6415074E+001, 2.9817822E+000, 7.6675302E-002, 6.8315287E-002, 8.3070436E+001, 9.9898283E+001, 9.9956143E+001, 9.6842764E+001, 9.8179652E+001, 9.9874123E+001, 9.9999988E+001, 9.9999905E+001, 9.9999393E+001, 9.9998635E+001, 9.9998029E+001, 9.9997261E+001
 5.2502792E+002, 3.8129849E+001, 2.9429989E+000, 8.1387724E-002, 7.9756978E-002, 8.7463077E+001, 9.9960857E+001, 9.9979492E+001, 9.8496639E+001, 9.9095743E+001, 9.9925113E+001, 9.9999997E+001, 9.9999967E+001, 9.9999713E+001, 9.9999347E+001, 9.9998819E+001, 9.9999056E+001
 5.4002594E+002, 3.8534536E+001, 2.8319498E+000, 8.3392681E-002, 1.4816635E-001, 9.2400538E+001, 9.9984950E+001, 9.9994629E+001, 9.9016870E+001, 9.9391702E+001, 9.9965047E+001, 9.9999999E+001, 9.9999978E+001, 9.9999849E+001, 9.9999523E+001, 9.9999565E+001, 9.9999444E+001
 5.5501056E+002, 3.9774032E+001, 2.7819339E+000, 8.7785752E-002, 2.6642571E-001, 9.7597023E+001, 9.9994523E+001, 9.9998075E+001, 9.9608134E+001, 9.9674197E+001, 9.9982814E+001, 9.9999999E+001, 9.9999986E+001, 9.9999912E+001, 9.9999785E+001, 9.9999792E+001, 9.9999781E+001
 5.7001440E+002, 4.1159520E+001, 2.7401247E+000, 9.1924533E-002, 3.5100625E-001, 9.9418689E+001, 9.9998385E+001, 9.9999177E+001, 9.9827602E+001, 9.9822797E+001, 9.9993727E+001, 1.0000000E+002, 9.9999994E+001, 9.9999961E+001, 9.9999896E+001, 9.9999890E+001, 9.9999848E+001
 5.8502474E+002, 4.1946319E+001, 2.6598431E+000, 9.6300035E-002, 5.4159162E-001, 9.9834738E+001, 9.9999354E+001, 9.9999573E+001, 9.9932705E+001, 9.9894991E+001, 9.9997281E+001, 1.0000000E+002, 9.9999997E+001, 9.9999980E+001, 9.9999948E+001, 9.9999947E+001, 9.9999953E+001
 6.0000430E+002, 4.3053457E+001, 2.5827201E+000, 1.0230327E-001, 7.8384355E-001, 9.9973743E+001, 9.9999700E+001, 9.9999789E+001, 9.9969979E+001, 9.9955168E+001, 9.9998793E+001, 1.0000000E+002, 9.9999999E+001, 9.9999993E+001, 9.9999974E+001, 9.9999968E+001, 9.9999979E+001
 6.1500801E+002, 4.4265623E+001, 2.5206681E+000, 1.0802100E-001, 9.5073006E-001, 9.9993556E+001, 9.9999853E+001, 9.9999895E+001, 9.9986777E+001, 9.9976436E+001, 9.9999445E+001, 1.0000000E+002, 9.9999999E+001, 9.9999997E+001, 9.9999990E+001, 9.9999990E+001, 9.9999993E+001
 6.3001208E+002, 4.5837805E+001, 2.4461205E+000, 1.1449919E-001, 1.2002468E+000, 9.9997911E+001, 9.9999924E+001, 9.9999966E+001, 9.9993393E+001, 9.9985606E+001, 9.9999679E+001, 1.0000000E+002, 1.0000000E+002, 9.9999999E+001, 9.9999997E+001, 9.9999996E+001, 9.9999998E+001
 6.4500982E+002, 4.6686617E+001, 2.3537970E+000, 1.2302322E-001, 1.4936308E+000, 9.9999132E+001, 9.9999966E+001, 9.9999986E+001, 9.9996740E+001, 9.9992201E+001, 9.9999927E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 9.9999999E+001, 9.9999999E+001, 9.9999998E+001
 6.6001799E+002, 4.8002004E+001, 2.3039250E+000, 1.3094047E-001, 1.7250787E+000, 9.9999787E+001, 9.9999987E+001, 9.9999994E+001, 9.9998384E+001, 9.9997071E+001, 9.9999978E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 9.9999999E+001, 1.0000000E+002, 9.9999999E+001
 6.7502035E+002, 4.9288716E+001, 2.2674539E+000, 1.4066941E-001, 2.0429132E+000, 9.9999917E+001, 9.9999994E+001, 9.9999998E+001, 9.9999118E+001, 9.9999044E+001, 9.9999993E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 6.9001420E+002, 5.0815117E+001, 2.1993326E+000, 1.5087573E-001, 2.5115216E+000, 9.9999967E+001, 9.9999998E+001, 9.9999999E+001, 9.9999500E+001, 9.9999752E+001, 9.9999998E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 7.0500716E+002, 5.1830340E+001, 2.1254220E+000, 1.6172984E-001, 2.9921199E+000, 9.9999988E+001, 9.9999999E+001, 1.0000000E+002, 9.9999740E+001, 9.9999897E+001, 9.9999999E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 7.2002372E+002, 5.3761515E+001, 2.0983427E+000, 1.7247676E-001, 3.4597355E+000, 9.9999996E+001, 1.0000000E+002, 1.0000000E+002, 9.9999945E+001, 9.9999977E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 7.3500928E+002, 5.4723964E+001, 2.0387945E+000, 1.8305525E-001, 3.8899352E+000, 9.9999999E+001, 1.0000000E+002, 1.0000000E+002, 9.9999972E+001, 9.9999992E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 7.5000368E+002, 5.6298390E+001, 2.0061070E+000, 1.9300286E-001, 4.2952656E+000, 9.9999999E+001, 1.0000000E+002, 1.0000000E+002, 9.9999990E+001, 9.9999997E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 7.6502288E+002, 5.7406098E+001, 1.9661608E+000, 2.0302695E-001, 4.7009992E+000, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 9.9999997E+001, 9.9999999E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 7.8000710E+002, 5.8347997E+001, 1.8931568E+000, 2.1565750E-001, 5.1932131E+000, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 9.9999999E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 7.9501809E+002, 5.9039303E+001, 1.8694458E+000, 2.2413642E-001, 5.5101782E+000, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 8.1000388E+002, 5.9615553E+001, 1.8015679E+000, 2.3339617E-001, 6.1443536E+000, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 8.2501941E+002, 6.0411344E+001, 1.7703657E+000, 2.4031723E-001, 6.4674925E+000, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 8.4000919E+002, 6.1128814E+001, 1.7506994E+000, 2.4447057E-001, 6.9098664E+000, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 8.5501472E+002, 6.1607668E+001, 1.7038931E+000, 2.5434116E-001, 7.5031631E+000, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 8.7002401E+002, 6.1873738E+001, 1.6785013E+000, 2.6078185E-001, 7.7354744E+000, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 8.8501322E+002, 6.2034752E+001, 1.6215075E+000, 2.6785021E-001, 8.1635132E+000, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 9.0002406E+002, 6.2955942E+001, 1.6368753E+000, 2.7001902E-001, 8.6822663E+000, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 9.1500614E+002, 6.3602931E+001, 1.5997940E+000, 2.7846633E-001, 9.4077362E+000, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 9.3001905E+002, 6.4201270E+001, 1.6044971E+000, 2.7890603E-001, 1.0076103E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 9.4500847E+002, 6.4388820E+001, 1.5768436E+000, 2.8505283E-001, 1.0073300E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 9.6000348E+002, 6.4944345E+001, 1.5879947E+000, 2.8661351E-001, 1.0438321E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 9.7501563E+002, 6.4869344E+001, 1.5509571E+000, 2.9082903E-001, 1.1051978E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 9.9002102E+002, 6.5600365E+001, 1.5506047E+000, 2.9705243E-001, 1.1559409E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.0050106E+003, 6.5761782E+001, 1.5404338E+000, 2.9592261E-001, 1.2586350E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.0200016E+003, 6.5893242E+001, 1.5275123E+000, 2.9742922E-001, 1.2745196E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.0350025E+003, 6.6480027E+001, 1.5139403E+000, 3.0478316E-001, 1.3713303E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.0500132E+003, 6.6337288E+001, 1.5084453E+000, 3.0839879E-001, 1.3189184E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.0650094E+003, 6.7625346E+001, 1.5168918E+000, 3.0875421E-001, 1.3394278E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.0800137E+003, 6.7414737E+001, 1.4969063E+000, 3.1424291E-001, 1.4224384E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.0950033E+003, 6.7366233E+001, 1.4913869E+000, 3.1755740E-001, 1.4034578E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.1100103E+003, 6.7958432E+001, 1.5038178E+000, 3.1928272E-001, 1.4589502E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.1250240E+003, 6.7419092E+001, 1.4584206E+000, 3.2241666E-001, 1.5053196E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.1400111E+003, 6.8097881E+001, 1.4782503E+000, 3.2231618E-001, 1.5528746E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.1550229E+003, 6.8369668E+001, 1.4750167E+000, 3.2841287E-001, 1.6779099E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.1700238E+003, 6.8719973E+001, 1.4774642E+000, 3.2829527E-001, 1.7069291E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.1850138E+003, 6.9065065E+001, 1.4715636E+000, 3.3278362E-001, 1.7573392E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
