s,mol/mol,mol/mol,mol/mol,mol/mol,C,mg/m3,Pa,,,,,,,,
 7.6305694E+002, 1.1800930E-001, 1.3286932E-001, 2.1863273E-004, 5.2731600E-002, 1.4805532E+002, 2.4605704E+002,-1.9456117E+001, 2.2682301E-009, 0.0000000E+000, 1.2248506E-013, 1.2248506E-013, 1.2248506E-013, 1.2248506E-013, 1.5044806E-001, 2.3021285E-002
 7.6405293E+002, 1.1803589E-001, 1.3298091E-001, 2.1856780E-004, 5.2716063E-002, 1.4776719E+002, 2.5311030E+002,-1.9294791E+001, 2.2680510E-009, 0.0000000E+000, 1.1742547E-013, 1.1742547E-013, 1.1742547E-013, 1.1742547E-013, 1.5044518E-001, 2.3030921E-002
 7.6504891E+002, 1.1807451E-001, 1.3305124E-001, 2.1847347E-004, 5.2693490E-002, 1.4747852E+002, 2.5841543E+002,-1.9138423E+001, 2.2678372E-009, 0.0000000E+000, 1.1260521E-013, 1.1260521E-013, 1.1260521E-013, 1.1260521E-013, 1.5044225E-001, 2.3040549E-002
 7.6604490E+002, 1.1812106E-001, 1.3309718E-001, 2.1835980E-004, 5.2666284E-002, 1.4721060E+002, 2.5499685E+002,-1.8974498E+001, 2.2676471E-009, 0.0000000E+000, 1.0800736E-013, 1.0800736E-013, 1.0800736E-013, 1.0800736E-013, 1.5043938E-001, 2.3050168E-002
 7.6704089E+002, 1.1841621E-001, 1.3304034E-001, 2.1763915E-004, 5.2493758E-002, 1.4699364E+002, 2.4276220E+002,-1.8804136E+001, 2.2674505E-009, 0.0000000E+000, 1.0360736E-013, 1.0360736E-013, 1.0360736E-013, 1.0360736E-013, 1.5043649E-001, 2.3059776E-002
 7.6803687E+002, 1.1962676E-001, 1.3239810E-001, 2.1468336E-004, 5.1786226E-002, 1.4679686E+002, 2.3224736E+002,-1.8634452E+001, 2.2672741E-009, 0.0000000E+000, 9.9401872E-014, 9.9401872E-014, 9.9401872E-014, 9.9401872E-014, 1.5043369E-001, 2.3069372E-002
 7.6903286E+002, 1.2070947E-001, 1.3141684E-001, 2.1203982E-004, 5.1153488E-002, 1.4655891E+002, 2.3520623E+002,-1.8467737E+001, 2.2671107E-009, 0.0000000E+000, 9.5387858E-014, 9.5387858E-014, 9.5387858E-014, 9.5387858E-014, 1.5043107E-001, 2.3078954E-002
 7.7003948E+002, 1.2078854E-001, 1.3107645E-001, 2.1184676E-004, 5.1107287E-002, 1.4627696E+002, 2.4937447E+002,-1.8300219E+001, 2.2959365E-009, 0.0000000E+000, 8.8172378E-014, 8.8172378E-014, 8.8172378E-014, 8.8172378E-014, 1.5042823E-001, 2.3088622E-002
 7.7101030E+002, 1.2026470E-001, 1.3147676E-001, 2.1312573E-004, 5.1413400E-002, 1.4598432E+002, 2.5552286E+002,-1.8154542E+001, 2.2904266E-009, 0.0000000E+000, 8.5251457E-014, 8.5251457E-014, 8.5251457E-014, 8.5251457E-014, 1.5042549E-001, 2.3098078E-002
 7.7206316E+002, 1.1994170E-001, 1.3224736E-001, 2.1391429E-004, 5.1602146E-002, 1.4569198E+002, 2.5254608E+002,-1.7967419E+001, 2.2782121E-009, 0.0000000E+000, 8.3073183E-014, 8.3073183E-014, 8.3073183E-014, 8.3073183E-014, 1.5042256E-001, 2.3107752E-002
 7.7304081E+002, 1.1992418E-001, 1.3250627E-001, 2.1395700E-004, 5.1612363E-002, 1.4542215E+002, 2.5267866E+002,-1.7803852E+001, 2.2780278E-009, 0.0000000E+000, 7.9708635E-014, 7.9708635E-014, 7.9708635E-014, 7.9708635E-014, 1.5041967E-001, 2.3117462E-002
 7.7402129E+002, 1.1996103E-001, 1.3233563E-001, 2.1386697E-004, 5.1590813E-002, 1.4505492E+002, 2.5325208E+002,-1.7651598E+001, 2.2777017E-009, 0.0000000E+000, 7.6641988E-014, 7.6641988E-014, 7.6641988E-014, 7.6641988E-014, 1.5041702E-001, 2.3126816E-002
 7.7501727E+002, 1.2005860E-001, 1.3215984E-001, 2.1362865E-004, 5.1533760E-002, 1.4454711E+002, 2.5439858E+002,-1.7495829E+001, 2.2661893E-009, 0.0000000E+000, 7.4739064E-014, 7.4739064E-014, 7.4739064E-014, 7.4739064E-014, 1.5041432E-001, 2.3136230E-002
 7.7601326E+002, 1.2021867E-001, 1.3212210E-001, 2.1323780E-004, 5.1440185E-002, 1.4406297E+002, 2.5594969E+002,-1.7349218E+001, 2.2660429E-009, 0.0000000E+000, 7.1827543E-014, 7.1827543E-014, 7.1827543E-014, 7.1827543E-014, 1.5041172E-001, 2.3145723E-002
 7.7700924E+002, 1.2031649E-001, 1.3219019E-001, 2.1299897E-004, 5.1382999E-002, 1.4378384E+002, 2.5296374E+002,-1.7206516E+001, 2.2659098E-009, 0.0000000E+000, 6.9029744E-014, 6.9029744E-014, 6.9029744E-014, 6.9029744E-014, 1.5040915E-001, 2.3155206E-002
 7.7800523E+002, 1.2076319E-001, 1.3232268E-001, 2.1190828E-004, 5.1121926E-002, 1.4383213E+002, 2.5115179E+002,-1.7059786E+001, 2.2658001E-009, 0.0000000E+000, 6.6352868E-014, 6.6352868E-014, 6.6352868E-014, 6.6352868E-014, 1.5040684E-001, 2.3164676E-002
 7.7900121E+002, 1.2205037E-001, 1.3244392E-001, 2.0876538E-004, 5.0369697E-002, 1.4398336E+002, 2.5297675E+002,-1.6916132E+001, 2.2656696E-009, 0.0000000E+000, 6.3792126E-014, 6.3792126E-014, 6.3792126E-014, 6.3792126E-014, 1.5040443E-001, 2.3174134E-002
 7.8007381E+002, 1.2286945E-001, 1.3254221E-001, 2.0676550E-004, 4.9891006E-002, 1.4381407E+002, 2.5440773E+002,-1.6766747E+001, 2.2655489E-009, 0.0000000E+000, 6.1255659E-014, 6.1255659E-014, 6.1255659E-014, 6.1255659E-014, 1.5040180E-001, 2.3183946E-002
 7.8106980E+002, 1.2296601E-001, 1.3259889E-001, 2.0652980E-004, 4.9834557E-002, 1.4340149E+002, 2.5330556E+002,-1.6617345E+001, 2.2654379E-009, 0.0000000E+000, 5.8840908E-014, 5.8840908E-014, 5.8840908E-014, 5.8840908E-014, 1.5039912E-001, 2.3193748E-002
 7.8206578E+002, 1.2273238E-001, 1.3264163E-001, 2.0710030E-004, 4.9971080E-002, 1.4295283E+002, 2.5492143E+002,-1.6470638E+001, 2.2653198E-009, 0.0000000E+000, 5.6626201E-014, 5.6626201E-014, 5.6626201E-014, 5.6626201E-014, 1.5039661E-001, 2.3203166E-002
 7.8306177E+002, 1.2235326E-001, 1.3277379E-001, 2.0802604E-004, 5.0192644E-002, 1.4257180E+002, 2.5867755E+002,-1.6336695E+001, 2.2652234E-009, 0.0000000E+000, 5.4508259E-014, 5.4508259E-014, 5.4508259E-014, 5.4508259E-014, 1.5039416E-001, 2.3212561E-002
 7.8405775E+002, 1.2207311E-001, 1.3298268E-001, 2.0871006E-004, 5.0356358E-002, 1.4221937E+002, 2.6105672E+002,-1.6209535E+001, 2.2651432E-009, 0.0000000E+000, 5.2482713E-014, 5.2482713E-014, 5.2482713E-014, 5.2482713E-014, 1.5039180E-001, 2.3221938E-002
 7.8505374E+002, 1.2215000E-001, 1.3313627E-001, 2.0852228E-004, 5.0311400E-002, 1.4189864E+002, 2.6166750E+002,-1.6080050E+001, 2.2650567E-009, 0.0000000E+000, 5.0540145E-014, 5.0540145E-014, 5.0540145E-014, 5.0540145E-014, 1.5038930E-001, 2.3231303E-002
 7.8604972E+002, 1.2227726E-001, 1.3315812E-001, 2.0821156E-004, 5.0237007E-002, 1.4163361E+002, 2.5948098E+002,-1.5953844E+001, 2.2649462E-009, 0.0000000E+000, 4.8678733E-014, 4.8678733E-014, 4.8678733E-014, 4.8678733E-014, 1.5038674E-001, 2.3240658E-002
 7.8704571E+002, 1.2218299E-001, 1.3309201E-001, 2.0844179E-004, 5.0292105E-002, 1.4143063E+002, 2.5554392E+002,-1.5831201E+001, 2.2648253E-009, 0.0000000E+000, 4.6894503E-014, 4.6894503E-014, 4.6894503E-014, 4.6894503E-014, 1.5038413E-001, 2.3250001E-002
 7.8804169E+002, 1.2205382E-001, 1.3302666E-001, 2.0875720E-004, 5.0367600E-002, 1.4130887E+002, 2.5862183E+002,-1.5713509E+001, 2.2647357E-009, 0.0000000E+000, 4.5186017E-014, 4.5186017E-014, 4.5186017E-014, 4.5186017E-014, 1.5038165E-001, 2.3259332E-002
 7.8903768E+002, 1.2229026E-001, 1.3293558E-001, 2.0817996E-004, 5.0229424E-002, 1.4131711E+002, 2.6405675E+002,-1.5596466E+001, 2.2646659E-009, 0.0000000E+000, 4.3553970E-014, 4.3553970E-014, 4.3553970E-014, 4.3553970E-014, 1.5037950E-001, 2.3268651E-002
 7.9003366E+002, 1.2252642E-001, 1.3285707E-001, 2.0760346E-004, 5.0091403E-002, 1.4126084E+002, 2.5520354E+002,-1.5474743E+001, 2.2645889E-009, 0.0000000E+000, 4.1991049E-014, 4.1991049E-014, 4.1991049E-014, 4.1991049E-014, 1.5037766E-001, 2.3277955E-002
 7.9102965E+002, 1.2234622E-001, 1.3286990E-001, 2.0804346E-004, 5.0196699E-002, 1.4105178E+002, 2.4979724E+002,-1.5346558E+001, 2.2645113E-009, 0.0000000E+000, 4.0484063E-014, 4.0484063E-014, 4.0484063E-014, 4.0484063E-014, 1.5037577E-001, 2.3287244E-002
 7.9202563E+002, 1.2201146E-001, 1.3294500E-001, 2.0886084E-004, 5.0392342E-002, 1.4081146E+002, 2.4675495E+002,-1.5224927E+001, 2.2644254E-009, 0.0000000E+000, 3.9027891E-014, 3.9027891E-014, 3.9027891E-014, 3.9027891E-014, 1.5037361E-001, 2.3296517E-002
 7.9302162E+002, 1.2166411E-001, 1.3316221E-001, 2.0970888E-004, 5.0595351E-002, 1.4056082E+002, 2.4871013E+002,-1.5106942E+001, 2.2643580E-009, 0.0000000E+000, 3.7628568E-014, 3.7628568E-014, 3.7628568E-014, 3.7628568E-014, 1.5037151E-001, 2.3305777E-002
 7.9401760E+002, 1.2122229E-001, 1.3348480E-001, 2.1078754E-004, 5.0853590E-002, 1.4021846E+002, 2.5618931E+002,-1.4993099E+001, 2.2642724E-009, 0.0000000E+000, 3.6285247E-014, 3.6285247E-014, 3.6285247E-014, 3.6285247E-014, 1.5036966E-001, 2.3315027E-002
 7.9501359E+002, 1.2082013E-001, 1.3368718E-001, 2.1176935E-004, 5.1088668E-002, 1.3976697E+002, 2.6121652E+002,-1.4884730E+001, 2.2641805E-009, 0.0000000E+000, 3.4986715E-014, 3.4986715E-014, 3.4986715E-014, 3.4986715E-014, 1.5036753E-001, 2.3324265E-002
 7.9600958E+002, 1.2066256E-001, 1.3382826E-001, 2.1215397E-004, 5.1180791E-002, 1.3935450E+002, 2.6274557E+002,-1.4781641E+001, 2.2641192E-009, 0.0000000E+000, 3.3738569E-014, 3.3738569E-014, 3.3738569E-014, 3.3738569E-014, 1.5036551E-001, 2.3333488E-002
 7.9700556E+002, 1.2064513E-001, 1.3397814E-001, 2.1219645E-004, 5.1190989E-002, 1.3907851E+002, 2.6253514E+002,-1.4679925E+001, 2.2640553E-009, 0.0000000E+000, 3.2539264E-014, 3.2539264E-014, 3.2539264E-014, 3.2539264E-014, 1.5036347E-001, 2.3342699E-002
 7.9800155E+002, 1.2064879E-001, 1.3375723E-001, 2.1218748E-004, 5.1188860E-002, 1.3884889E+002, 2.6020086E+002,-1.4573773E+001, 2.2640140E-009, 0.0000000E+000, 3.1391269E-014, 3.1391269E-014, 3.1391269E-014, 3.1391269E-014, 1.5036160E-001, 2.3351899E-002
 7.9907415E+002, 1.2062164E-001, 1.3336353E-001, 2.1225372E-004, 5.1204738E-002, 1.3860983E+002, 2.5275750E+002,-1.4462311E+001, 2.2639705E-009, 0.0000000E+000, 3.0251019E-014, 3.0251019E-014, 3.0251019E-014, 3.0251019E-014, 1.5035977E-001, 2.3361441E-002
 8.0007013E+002, 1.2056142E-001, 1.3322015E-001, 2.1240078E-004, 5.1239957E-002, 1.3834205E+002, 2.4615776E+002,-1.4352574E+001, 2.2639042E-009, 0.0000000E+000, 2.9156693E-014, 2.9156693E-014, 2.9156693E-014, 2.9156693E-014, 1.5035781E-001, 2.3370971E-002
 8.0106612E+002, 1.2050808E-001, 1.3350858E-001, 2.1253103E-004, 5.1271148E-002, 1.3806361E+002, 2.4349122E+002,-1.4248086E+001, 2.2638326E-009, 0.0000000E+000, 2.8143850E-014, 2.8143850E-014, 2.8143850E-014, 2.8143850E-014, 1.5035572E-001, 2.3380141E-002
 8.0206210E+002, 1.2046676E-001, 1.3402980E-001, 2.1263197E-004, 5.1295318E-002, 1.3779735E+002, 2.4334613E+002,-1.4143782E+001, 2.2637647E-009, 0.0000000E+000, 2.7171495E-014, 2.7171495E-014, 2.7171495E-014, 2.7171495E-014, 1.5035366E-001, 2.3389303E-002
 8.0305809E+002, 1.2042611E-001, 1.3436268E-001, 2.1273122E-004, 5.1319084E-002, 1.3754963E+002, 2.4602032E+002,-1.4046993E+001, 2.2636945E-009, 0.0000000E+000, 2.6239463E-014, 2.6239463E-014, 2.6239463E-014, 2.6239463E-014, 1.5035169E-001, 2.3398458E-002
 8.0405407E+002, 1.2037363E-001, 1.3454428E-001, 2.1285936E-004, 5.1349770E-002, 1.3731083E+002, 2.4641763E+002,-1.3948172E+001, 2.2636287E-009, 0.0000000E+000, 2.5345468E-014, 2.5345468E-014, 2.5345468E-014, 2.5345468E-014, 1.5034970E-001, 2.3407607E-002
 8.0505006E+002, 1.2031230E-001, 1.3470530E-001, 2.1300910E-004, 5.1385624E-002, 1.3707471E+002, 2.4200742E+002,-1.3847757E+001, 2.2635798E-009, 0.0000000E+000, 2.4487165E-014, 2.4487165E-014, 2.4487165E-014, 2.4487165E-014, 1.5034776E-001, 2.3416746E-002
 8.0604604E+002, 1.2025724E-001, 1.3463760E-001, 2.1314352E-004, 5.1417808E-002, 1.3685026E+002, 2.4268455E+002,-1.3754781E+001, 2.2635334E-009, 0.0000000E+000, 2.3661604E-014, 2.3661604E-014, 2.3661604E-014, 2.3661604E-014, 1.5034578E-001, 2.3425873E-002
 8.0704203E+002, 1.2021461E-001, 1.3417567E-001, 2.1324761E-004, 5.1442730E-002, 1.3662309E+002, 2.4552198E+002,-1.3665769E+001, 2.2634893E-009, 0.0000000E+000, 2.2870264E-014, 2.2870264E-014, 2.2870264E-014, 2.2870264E-014, 1.5034396E-001, 2.3434994E-002
 8.0803801E+002, 1.2021516E-001, 1.3381559E-001, 2.1324624E-004, 5.1442408E-002, 1.3637608E+002, 2.4790134E+002,-1.3574867E+001, 2.2634497E-009, 0.0000000E+000, 2.2109103E-014, 2.2109103E-014, 2.2109103E-014, 2.2109103E-014, 1.5034202E-001, 2.3444112E-002
 8.0903400E+002, 1.2028258E-001, 1.3365454E-001, 2.1308160E-004, 5.1403001E-002, 1.3613249E+002, 2.4631095E+002,-1.3481886E+001, 2.2634223E-009, 0.0000000E+000, 2.1379511E-014, 2.1379511E-014, 2.1379511E-014, 2.1379511E-014, 1.5034019E-001, 2.3453225E-002
 8.1002998E+002, 1.2037294E-001, 1.3362329E-001, 2.1286098E-004, 5.1350190E-002, 1.3589663E+002, 2.4829148E+002,-1.3386539E+001, 2.2633758E-009, 0.0000000E+000, 2.0677779E-014, 2.0677779E-014, 2.0677779E-014, 2.0677779E-014, 1.5033826E-001, 2.3462332E-002
 8.1102597E+002, 1.2047778E-001, 1.3361225E-001, 2.1260496E-004, 5.1288908E-002, 1.3566564E+002, 2.4996948E+002,-1.3290430E+001, 2.2633393E-009, 0.0000000E+000, 2.0006036E-014, 2.0006036E-014, 2.0006036E-014, 2.0006036E-014, 1.5033674E-001, 2.3471429E-002
 8.1202195E+002, 1.2059290E-001, 1.3351741E-001, 2.1232386E-004, 5.1221628E-002, 1.3545346E+002, 2.5128850E+002,-1.3192194E+001, 2.2633049E-009, 0.0000000E+000, 1.9357568E-014, 1.9357568E-014, 1.9357568E-014, 1.9357568E-014, 1.5033488E-001, 2.3480511E-002
 8.1301794E+002, 1.2067575E-001, 1.3342876E-001, 2.1212153E-004, 5.1173204E-002, 1.3527415E+002, 2.5020798E+002,-1.3099370E+001, 2.2632677E-009, 0.0000000E+000, 1.8733867E-014, 1.8733867E-014, 1.8733867E-014, 1.8733867E-014, 1.5033296E-001, 2.3489579E-002
 8.1401392E+002, 1.2071488E-001, 1.3329192E-001, 2.1202599E-004, 5.1150335E-002, 1.3513383E+002, 2.4981063E+002,-1.3009849E+001, 2.2632192E-009, 0.0000000E+000, 1.8133220E-014, 1.8133220E-014, 1.8133220E-014, 1.8133220E-014, 1.5033091E-001, 2.3498637E-002
 8.1500991E+002, 1.2073673E-001, 1.3309367E-001, 2.1197263E-004, 5.1137563E-002, 1.3503196E+002, 2.4900453E+002,-1.2926953E+001, 2.2631777E-009, 0.0000000E+000, 1.7556001E-014, 1.7556001E-014, 1.7556001E-014, 1.7556001E-014, 1.5032891E-001, 2.3507687E-002
 8.1600590E+002, 1.2076330E-001, 1.3286099E-001, 2.1190777E-004, 5.1122037E-002, 1.3494389E+002, 2.5052981E+002,-1.2849973E+001, 2.2631494E-009, 0.0000000E+000, 1.7003071E-014, 1.7003071E-014, 1.7003071E-014, 1.7003071E-014, 1.5032723E-001, 2.3516731E-002
 8.1700188E+002, 1.2080081E-001, 1.3275054E-001, 2.1181618E-004, 5.1100105E-002, 1.3484944E+002, 2.5089338E+002,-1.2774911E+001, 2.2630997E-009, 0.0000000E+000, 1.6470460E-014, 1.6470460E-014, 1.6470460E-014, 1.6470460E-014, 1.5032541E-001, 2.3525768E-002
 8.1807448E+002, 1.2085538E-001, 1.3278918E-001, 2.1168294E-004, 5.1068203E-002, 1.3473421E+002, 2.4974528E+002,-1.2695470E+001, 2.2630534E-009, 0.0000000E+000, 1.5938587E-014, 1.5938587E-014, 1.5938587E-014, 1.5938587E-014, 1.5032353E-001, 2.3535143E-002
 8.1907047E+002, 1.2092566E-001, 1.3289654E-001, 2.1151136E-004, 5.1027124E-002, 1.3459073E+002, 2.4991487E+002,-1.2616044E+001, 2.2630028E-009, 0.0000000E+000, 1.5426575E-014, 1.5426575E-014, 1.5426575E-014, 1.5426575E-014, 1.5032161E-001, 2.3544506E-002
 8.2006645E+002, 1.2101120E-001, 1.3303952E-001, 2.1130247E-004, 5.0977116E-002, 1.3441027E+002, 2.4853767E+002,-1.2542667E+001, 2.2629709E-009, 0.0000000E+000, 1.4952572E-014, 1.4952572E-014, 1.4952572E-014, 1.4952572E-014, 1.5031981E-001, 2.3553518E-002
 8.2106244E+002, 1.2112744E-001, 1.3315370E-001, 2.1101866E-004, 5.0909170E-002, 1.3417970E+002, 2.4691783E+002,-1.2462776E+001, 2.2629368E-009, 0.0000000E+000, 1.4496106E-014, 1.4496106E-014, 1.4496106E-014, 1.4496106E-014, 1.5031788E-001, 2.3562528E-002
 8.2205842E+002, 1.2129605E-001, 1.3318020E-001, 2.1060690E-004, 5.0810606E-002, 1.3390815E+002, 2.4951035E+002,-1.2379352E+001, 2.2629075E-009, 0.0000000E+000, 1.4057107E-014, 1.4057107E-014, 1.4057107E-014, 1.4057107E-014, 1.5031606E-001, 2.3571531E-002
 8.2305441E+002, 1.2150406E-001, 1.3317503E-001, 2.1009892E-004, 5.0689010E-002, 1.3359661E+002, 2.5348214E+002,-1.2300582E+001, 2.2628779E-009, 0.0000000E+000, 1.3633450E-014, 1.3633450E-014, 1.3633450E-014, 1.3633450E-014, 1.5031428E-001, 2.3580527E-002
 8.2405039E+002, 1.2168260E-001, 1.3331202E-001, 2.0966295E-004, 5.0584642E-002, 1.3326788E+002, 2.5291398E+002,-1.2223443E+001, 2.2628362E-009, 0.0000000E+000, 1.3224127E-014, 1.3224127E-014, 1.3224127E-014, 1.3224127E-014, 1.5031240E-001, 2.3589515E-002
 8.2504638E+002, 1.2181869E-001, 1.3355213E-001, 2.0933065E-004, 5.0505078E-002, 1.3293903E+002, 2.5024115E+002,-1.2147658E+001, 2.2628133E-009, 0.0000000E+000, 1.2828874E-014, 1.2828874E-014, 1.2828874E-014, 1.2828874E-014, 1.5031049E-001, 2.3598495E-002
 8.2604236E+002, 1.2192334E-001, 1.3366100E-001, 2.0907517E-004, 5.0443900E-002, 1.3261624E+002, 2.5185861E+002,-1.2076620E+001, 2.2628009E-009, 0.0000000E+000, 1.2447892E-014, 1.2447892E-014, 1.2447892E-014, 1.2447892E-014, 1.5030863E-001, 2.3607467E-002
 8.2703835E+002, 1.2201145E-001, 1.3357098E-001, 2.0886004E-004, 5.0392381E-002, 1.3232774E+002, 2.5150815E+002,-1.2005206E+001, 2.2627896E-009, 0.0000000E+000, 1.2080799E-014, 1.2080799E-014, 1.2080799E-014, 1.2080799E-014, 1.5030684E-001, 2.3616431E-002
 8.2803433E+002, 1.2208819E-001, 1.3331205E-001, 2.0867271E-004, 5.0347517E-002, 1.3207526E+002, 2.4946771E+002,-1.1930943E+001, 2.2627865E-009, 0.0000000E+000, 1.1727796E-014, 1.1727796E-014, 1.1727796E-014, 1.1727796E-014, 1.5030534E-001, 2.3625387E-002
 8.2903032E+002, 1.2216900E-001, 1.3321331E-001, 2.0847544E-004, 5.0300272E-002, 1.3184343E+002, 2.4963197E+002,-1.1859650E+001, 2.2627605E-009, 0.0000000E+000, 1.1386225E-014, 1.1386225E-014, 1.1386225E-014, 1.1386225E-014, 1.5030366E-001, 2.3634332E-002
 8.3002630E+002, 1.2225631E-001, 1.3334076E-001, 2.0826230E-004, 5.0249228E-002, 1.3162661E+002, 2.5213195E+002,-1.1792029E+001, 2.2627137E-009, 0.0000000E+000, 1.1056167E-014, 1.1056167E-014, 1.1056167E-014, 1.1056167E-014, 1.5030199E-001, 2.3643269E-002
 8.3102229E+002, 1.2235156E-001, 1.3344479E-001, 2.0802979E-004, 5.0193547E-002, 1.3141853E+002, 2.5077264E+002,-1.1725644E+001, 2.2626625E-009, 0.0000000E+000, 1.0737215E-014, 1.0737215E-014, 1.0737215E-014, 1.0737215E-014, 1.5030051E-001, 2.3652203E-002
 8.3201827E+002, 1.2243845E-001, 1.3348188E-001, 2.0781768E-004, 5.0142753E-002, 1.3121614E+002, 2.5190742E+002,-1.1659858E+001, 2.2626010E-009, 0.0000000E+000, 1.0427207E-014, 1.0427207E-014, 1.0427207E-014, 1.0427207E-014, 1.5029880E-001, 2.3661134E-002
 8.3301426E+002, 1.2249727E-001, 1.3338451E-001, 2.0767413E-004, 5.0108371E-002, 1.3102044E+002, 2.5582630E+002,-1.1590910E+001, 2.2625465E-009, 0.0000000E+000, 1.0126268E-014, 1.0126268E-014, 1.0126268E-014, 1.0126268E-014, 1.5029711E-001, 2.3670063E-002
 8.3401024E+002, 1.2252721E-001, 1.3315150E-001, 2.0760104E-004, 5.0090861E-002, 1.3083832E+002, 2.5689747E+002,-1.1523233E+001, 2.2624839E-009, 0.0000000E+000, 9.8347200E-015, 9.8347200E-015, 9.8347200E-015, 9.8347200E-015, 1.5029550E-001, 2.3678985E-002
 8.3500623E+002, 1.2254454E-001, 1.3290578E-001, 2.0755873E-004, 5.0080724E-002, 1.3067871E+002, 2.5531066E+002,-1.1456834E+001, 2.2624331E-009, 0.0000000E+000, 9.5524956E-015, 9.5524956E-015, 9.5524956E-015, 9.5524956E-015, 1.5029404E-001, 2.3687899E-002
 8.3600222E+002, 1.2257240E-001, 1.3264842E-001, 2.0749070E-004, 5.0064438E-002, 1.3054313E+002, 2.5627361E+002,-1.1391714E+001, 2.2623893E-009, 0.0000000E+000, 9.2787616E-015, 9.2787616E-015, 9.2787616E-015, 9.2787616E-015, 1.5029241E-001, 2.3696807E-002
 8.3707481E+002, 1.2262218E-001, 1.3231582E-001, 2.0736912E-004, 5.0035344E-002, 1.3043177E+002, 2.5803142E+002,-1.1325795E+001, 2.2623431E-009, 0.0000000E+000, 9.0041943E-015, 9.0041943E-015, 9.0041943E-015, 9.0041943E-015, 1.5029086E-001, 2.3706051E-002
 8.3807080E+002, 1.2267705E-001, 1.3205607E-001, 2.0723511E-004, 5.0003272E-002, 1.3033057E+002, 2.6032490E+002,-1.1263861E+001, 2.2623094E-009, 0.0000000E+000, 8.7386516E-015, 8.7386516E-015, 8.7386516E-015, 8.7386516E-015, 1.5028934E-001, 2.3715285E-002
 8.3906679E+002, 1.2272225E-001, 1.3194870E-001, 2.0712473E-004, 4.9976854E-002, 1.3021611E+002, 2.6188986E+002,-1.1202519E+001, 2.2622715E-009, 0.0000000E+000, 8.4911898E-015, 8.4911898E-015, 8.4911898E-015, 8.4911898E-015, 1.5028791E-001, 2.3724169E-002
 8.4006277E+002, 1.2274609E-001, 1.3197516E-001, 2.0706652E-004, 4.9962917E-002, 1.3007435E+002, 2.6277133E+002,-1.1139383E+001, 2.2622384E-009, 0.0000000E+000, 8.2510189E-015, 8.2510189E-015, 8.2510189E-015, 8.2510189E-015, 1.5028625E-001, 2.3733046E-002
 8.4105876E+002, 1.2273512E-001, 1.3225146E-001, 2.0709334E-004, 4.9969327E-002, 1.2989755E+002, 2.6338548E+002,-1.1077925E+001, 2.2622045E-009, 0.0000000E+000, 8.0185733E-015, 8.0185733E-015, 8.0185733E-015, 8.0185733E-015, 1.5028442E-001, 2.3741920E-002
 8.4205474E+002, 1.2266672E-001, 1.3262994E-001, 2.0726042E-004, 5.0009303E-002, 1.2969528E+002, 2.6224573E+002,-1.1018118E+001, 2.2621768E-009, 0.0000000E+000, 7.7941610E-015, 7.7941610E-015, 7.7941610E-015, 7.7941610E-015, 1.5028259E-001, 2.3750792E-002
 8.4305073E+002, 1.2253018E-001, 1.3294142E-001, 2.0759387E-004, 5.0089103E-002, 1.2946846E+002, 2.5629475E+002,-1.0958612E+001, 2.2621574E-009, 0.0000000E+000, 7.5775625E-015, 7.5775625E-015, 7.5775625E-015, 7.5775625E-015, 1.5028081E-001, 2.3759660E-002
 8.4404671E+002, 1.2233391E-001, 1.3304552E-001, 2.0807319E-004, 5.0203821E-002, 1.2923550E+002, 2.5238732E+002,-1.0899117E+001, 2.2621359E-009, 0.0000000E+000, 7.3685337E-015, 7.3685337E-015, 7.3685337E-015, 7.3685337E-015, 1.5027911E-001, 2.3768521E-002
 8.4504270E+002, 1.2213024E-001, 1.3308962E-001, 2.0857056E-004, 5.0322864E-002, 1.2902306E+002, 2.5365730E+002,-1.0841104E+001, 2.2621026E-009, 0.0000000E+000, 7.1664431E-015, 7.1664431E-015, 7.1664431E-015, 7.1664431E-015, 1.5027739E-001, 2.3777372E-002
 8.4603868E+002, 1.2196836E-001, 1.3312714E-001, 2.0896586E-004, 5.0417478E-002, 1.2883195E+002, 2.5414073E+002,-1.0784615E+001, 2.2620760E-009, 0.0000000E+000, 6.9709912E-015, 6.9709912E-015, 6.9709912E-015, 6.9709912E-015, 1.5027572E-001, 2.3786215E-002
 8.4703467E+002, 1.2184818E-001, 1.3319671E-001, 2.0925931E-004, 5.0487713E-002, 1.2865308E+002, 2.5176085E+002,-1.0727634E+001, 2.2620551E-009, 0.0000000E+000, 6.7823532E-015, 6.7823532E-015, 6.7823532E-015, 6.7823532E-015, 1.5027430E-001, 2.3795053E-002
 8.4803065E+002, 1.2175708E-001, 1.3324834E-001, 2.0948177E-004, 5.0540956E-002, 1.2848054E+002, 2.5033294E+002,-1.0669279E+001, 2.2620370E-009, 0.0000000E+000, 6.5995752E-015, 6.5995752E-015, 6.5995752E-015, 6.5995752E-015, 1.5027282E-001, 2.3803886E-002
 8.4902664E+002, 1.2169288E-001, 1.3326455E-001, 2.0963855E-004, 5.0578482E-002, 1.2830636E+002, 2.5304429E+002,-1.0612806E+001, 2.2620249E-009, 0.0000000E+000, 6.4221901E-015, 6.4221901E-015, 6.4221901E-015, 6.4221901E-015, 1.5027119E-001, 2.3812713E-002
