d (mu-m),CNF,CVF
 0.108628496E+04, 0.999797110E+00, 0.993463423E+00
 0.108744424E+04, 0.999801596E+00, 0.993595274E+00
 0.108860352E+04, 0.999806023E+00, 0.993725820E+00
 0.108976280E+04, 0.999810393E+00, 0.993855069E+00
 0.109092208E+04, 0.999814705E+00, 0.993983034E+00
 0.109208136E+04, 0.999818961E+00, 0.994109724E+00
 0.109324064E+04, 0.999823160E+00, 0.994235150E+00
 0.109439992E+04, 0.999827305E+00, 0.994359323E+00
 0.109555920E+04, 0.999831395E+00, 0.994482251E+00
 0.109671848E+04, 0.999835431E+00, 0.994603946E+00
 0.109787777E+04, 0.999839414E+00, 0.994724418E+00
 0.109903705E+04, 0.999843344E+00, 0.994843677E+00
 0.110019633E+04, 0.999847222E+00, 0.994961732E+00
 0.110135561E+04, 0.999851049E+00, 0.995078594E+00
 0.110251489E+04, 0.999854825E+00, 0.995194272E+00
 0.110367417E+04, 0.999858551E+00, 0.995308777E+00
 0.110483345E+04, 0.999862228E+00, 0.995422118E+00
 0.110599273E+04, 0.999865855E+00, 0.995534305E+00
 0.110715201E+04, 0.999869434E+00, 0.995645348E+00
 0.110831129E+04, 0.999872966E+00, 0.995755256E+00
 0.110947057E+04, 0.999876451E+00, 0.995864038E+00
 0.111062985E+04, 0.999879888E+00, 0.995971705E+00
 0.111178914E+04, 0.999883280E+00, 0.996078266E+00
 0.111294842E+04, 0.999886627E+00, 0.996183730E+00
 0.111410770E+04, 0.999889929E+00, 0.996288106E+00
 0.111526698E+04, 0.999893186E+00, 0.996391404E+00
 0.111642626E+04, 0.999896399E+00, 0.996493633E+00
 0.111758554E+04, 0.999899570E+00, 0.996594802E+00
 0.111874482E+04, 0.999902697E+00, 0.996694920E+00
 0.111990410E+04, 0.999905783E+00, 0.996793997E+00
 0.112106338E+04, 0.999908826E+00, 0.996892040E+00
 0.112222266E+04, 0.999911829E+00, 0.996989060E+00
 0.112338194E+04, 0.999914791E+00, 0.997085065E+00
 0.112454122E+04, 0.999917713E+00, 0.997180064E+00
 0.112570051E+04, 0.999920595E+00, 0.997274066E+00
 0.112685979E+04, 0.999923438E+00, 0.997367079E+00
 0.112801907E+04, 0.999926243E+00, 0.997459113E+00
 0.112917835E+04, 0.999929009E+00, 0.997550174E+00
 0.113033763E+04, 0.999931738E+00, 0.997640274E+00
 0.113149691E+04, 0.999934429E+00, 0.997729419E+00
 0.113265619E+04, 0.999937084E+00, 0.997817618E+00
 0.113381547E+04, 0.999939702E+00, 0.997904879E+00
 0.113497475E+04, 0.999942285E+00, 0.997991212E+00
 0.113613403E+04, 0.999944832E+00, 0.998076624E+00
 0.113729331E+04, 0.999947344E+00, 0.998161123E+00
 0.113845260E+04, 0.999949822E+00, 0.998244718E+00
 0.113961188E+04, 0.999952266E+00, 0.998327417E+00
 0.114077116E+04, 0.999954676E+00, 0.998409227E+00
 0.114193044E+04, 0.999957053E+00, 0.998490157E+00
 0.114308972E+04, 0.999959397E+00, 0.998570216E+00
 0.114424900E+04, 0.999961709E+00, 0.998649409E+00
 0.114540828E+04, 0.999963988E+00, 0.998727747E+00
 0.114656756E+04, 0.999966236E+00, 0.998805235E+00
 0.114772684E+04, 0.999968453E+00, 0.998881883E+00
 0.114888612E+04, 0.999970640E+00, 0.998957697E+00
 0.115004540E+04, 0.999972796E+00, 0.999032686E+00
 0.115120468E+04, 0.999974922E+00, 0.999106857E+00
 0.115236397E+04, 0.999977018E+00, 0.999180218E+00
 0.115352325E+04, 0.999979085E+00, 0.999252775E+00
 0.115468253E+04, 0.999981123E+00, 0.999324537E+00
 0.115584181E+04, 0.999983133E+00, 0.999395511E+00
 0.115700109E+04, 0.999985115E+00, 0.999465704E+00
 0.115816037E+04, 0.999987069E+00, 0.999535123E+00
 0.115931965E+04, 0.999988996E+00, 0.999603776E+00
 0.116047893E+04, 0.999990895E+00, 0.999671670E+00
 0.116163821E+04, 0.999992768E+00, 0.999738812E+00
 0.116279749E+04, 0.999994615E+00, 0.999805209E+00
 0.116395677E+04, 0.999996435E+00, 0.999870868E+00
 0.116511605E+04, 0.999998230E+00, 0.999935796E+00
 0.116627534E+04, 0.100000000E+01, 0.100000000E+01
