d (mu-m),CNF,CVF
 0.108628496E+04, 0.999557965E+00, 0.985342834E+00
 0.108744424E+04, 0.999566216E+00, 0.985590745E+00
 0.108860352E+04, 0.999574403E+00, 0.985837501E+00
 0.108976280E+04, 0.999582526E+00, 0.986083106E+00
 0.109092208E+04, 0.999590584E+00, 0.986327566E+00
 0.109208136E+04, 0.999598580E+00, 0.986570886E+00
 0.109324064E+04, 0.999606513E+00, 0.986813071E+00
 0.109439992E+04, 0.999614384E+00, 0.987054128E+00
 0.109555920E+04, 0.999622194E+00, 0.987294060E+00
 0.109671848E+04, 0.999629943E+00, 0.987532874E+00
 0.109787777E+04, 0.999637631E+00, 0.987770575E+00
 0.109903705E+04, 0.999645259E+00, 0.988007167E+00
 0.110019633E+04, 0.999652827E+00, 0.988242656E+00
 0.110135561E+04, 0.999660336E+00, 0.988477047E+00
 0.110251489E+04, 0.999667787E+00, 0.988710346E+00
 0.110367417E+04, 0.999675180E+00, 0.988942557E+00
 0.110483345E+04, 0.999682515E+00, 0.989173686E+00
 0.110599273E+04, 0.999689793E+00, 0.989403737E+00
 0.110715201E+04, 0.999697015E+00, 0.989632715E+00
 0.110831129E+04, 0.999704180E+00, 0.989860627E+00
 0.110947057E+04, 0.999711289E+00, 0.990087476E+00
 0.111062985E+04, 0.999718343E+00, 0.990313267E+00
 0.111178914E+04, 0.999725343E+00, 0.990538007E+00
 0.111294842E+04, 0.999732288E+00, 0.990761698E+00
 0.111410770E+04, 0.999739179E+00, 0.990984347E+00
 0.111526698E+04, 0.999746016E+00, 0.991205959E+00
 0.111642626E+04, 0.999752801E+00, 0.991426537E+00
 0.111758554E+04, 0.999759533E+00, 0.991646088E+00
 0.111874482E+04, 0.999766213E+00, 0.991864616E+00
 0.111990410E+04, 0.999772841E+00, 0.992082125E+00
 0.112106338E+04, 0.999779417E+00, 0.992298621E+00
 0.112222266E+04, 0.999785943E+00, 0.992514107E+00
 0.112338194E+04, 0.999792418E+00, 0.992728590E+00
 0.112454122E+04, 0.999798843E+00, 0.992942074E+00
 0.112570051E+04, 0.999805219E+00, 0.993154562E+00
 0.112685979E+04, 0.999811545E+00, 0.993366061E+00
 0.112801907E+04, 0.999817822E+00, 0.993576575E+00
 0.112917835E+04, 0.999824051E+00, 0.993786108E+00
 0.113033763E+04, 0.999830232E+00, 0.993994664E+00
 0.113149691E+04, 0.999836365E+00, 0.994202250E+00
 0.113265619E+04, 0.999842451E+00, 0.994408868E+00
 0.113381547E+04, 0.999848490E+00, 0.994614524E+00
 0.113497475E+04, 0.999854483E+00, 0.994819222E+00
 0.113613403E+04, 0.999860429E+00, 0.995022967E+00
 0.113729331E+04, 0.999866329E+00, 0.995225763E+00
 0.113845260E+04, 0.999872184E+00, 0.995427615E+00
 0.113961188E+04, 0.999877994E+00, 0.995628527E+00
 0.114077116E+04, 0.999883760E+00, 0.995828503E+00
 0.114193044E+04, 0.999889481E+00, 0.996027548E+00
 0.114308972E+04, 0.999895158E+00, 0.996225666E+00
 0.114424900E+04, 0.999900792E+00, 0.996422862E+00
 0.114540828E+04, 0.999906382E+00, 0.996619140E+00
 0.114656756E+04, 0.999911929E+00, 0.996814505E+00
 0.114772684E+04, 0.999917434E+00, 0.997008959E+00
 0.114888612E+04, 0.999922897E+00, 0.997202509E+00
 0.115004540E+04, 0.999928318E+00, 0.997395158E+00
 0.115120468E+04, 0.999933697E+00, 0.997586911E+00
 0.115236397E+04, 0.999939035E+00, 0.997777771E+00
 0.115352325E+04, 0.999944333E+00, 0.997967743E+00
 0.115468253E+04, 0.999949590E+00, 0.998156831E+00
 0.115584181E+04, 0.999954806E+00, 0.998345039E+00
 0.115700109E+04, 0.999959983E+00, 0.998532371E+00
 0.115816037E+04, 0.999965120E+00, 0.998718832E+00
 0.115931965E+04, 0.999970218E+00, 0.998904426E+00
 0.116047893E+04, 0.999975277E+00, 0.999089156E+00
 0.116163821E+04, 0.999980298E+00, 0.999273027E+00
 0.116279749E+04, 0.999985280E+00, 0.999456043E+00
 0.116395677E+04, 0.999990224E+00, 0.999638208E+00
 0.116511605E+04, 0.999995131E+00, 0.999819526E+00
 0.116627534E+04, 0.100000000E+01, 0.100000000E+01
