d (mu-m),CNF,CVF
 0.600600000E+02, 0.143737370E-02, 0.416635825E-05
 0.611520000E+02, 0.185003504E-02, 0.627188113E-05
 0.622440000E+02, 0.226269638E-02, 0.849327904E-05
 0.633360000E+02, 0.267535772E-02, 0.108347272E-04
 0.644280000E+02, 0.308801906E-02, 0.133004748E-04
 0.655200000E+02, 0.350068040E-02, 0.158948448E-04
 0.666120000E+02, 0.391334174E-02, 0.186222341E-04
 0.677040000E+02, 0.432600308E-02, 0.214871136E-04
 0.687960000E+02, 0.473866442E-02, 0.244940281E-04
 0.698880000E+02, 0.515132576E-02, 0.276475960E-04
 0.709800000E+02, 0.556398710E-02, 0.309525100E-04
 0.720720000E+02, 0.597664844E-02, 0.344135364E-04
 0.731640000E+02, 0.638930978E-02, 0.380355156E-04
 0.742560000E+02, 0.680197112E-02, 0.418233618E-04
 0.753480000E+02, 0.721463246E-02, 0.457820631E-04
 0.764400000E+02, 0.762729380E-02, 0.499166814E-04
 0.775320000E+02, 0.803995514E-02, 0.542323528E-04
 0.786240000E+02, 0.845261648E-02, 0.587342870E-04
 0.797160000E+02, 0.886527782E-02, 0.634277677E-04
 0.808080000E+02, 0.973685892E-02, 0.737567385E-04
 0.819000000E+02, 0.107697435E-01, 0.865037344E-04
 0.829920000E+02, 0.118026281E-01, 0.997709528E-04
 0.840840000E+02, 0.128355127E-01, 0.113572359E-03
 0.851760000E+02, 0.138683972E-01, 0.127922102E-03
 0.862680000E+02, 0.149012818E-01, 0.142834518E-03
 0.873600000E+02, 0.159341664E-01, 0.158324125E-03
 0.884520000E+02, 0.169670510E-01, 0.174405629E-03
 0.895440000E+02, 0.179999356E-01, 0.191093920E-03
 0.906360000E+02, 0.190328201E-01, 0.208404071E-03
 0.917280000E+02, 0.200657047E-01, 0.226351344E-03
 0.928200000E+02, 0.210985893E-01, 0.244951181E-03
 0.939120000E+02, 0.221314739E-01, 0.264219214E-03
 0.950040000E+02, 0.231643585E-01, 0.284171256E-03
 0.960960000E+02, 0.241972430E-01, 0.304823306E-03
 0.971880000E+02, 0.252301276E-01, 0.326191551E-03
 0.982800000E+02, 0.262630122E-01, 0.348292358E-03
 0.993720000E+02, 0.272958968E-01, 0.371142282E-03
 0.100464000E+03, 0.286753894E-01, 0.402682877E-03
 0.101556000E+03, 0.305239979E-01, 0.446350283E-03
 0.102648000E+03, 0.323726065E-01, 0.491449295E-03
 0.103740000E+03, 0.342212151E-01, 0.538010866E-03
 0.104832000E+03, 0.360698237E-01, 0.586066278E-03
 0.105924000E+03, 0.379184323E-01, 0.635647147E-03
 0.107016000E+03, 0.397670408E-01, 0.686785419E-03
 0.108108000E+03, 0.416156494E-01, 0.739513369E-03
 0.109200000E+03, 0.434642580E-01, 0.793863605E-03
 0.110292000E+03, 0.453128666E-01, 0.849869067E-03
 0.111384000E+03, 0.471614752E-01, 0.907563024E-03
 0.112476000E+03, 0.490100837E-01, 0.966979076E-03
 0.113568000E+03, 0.508586923E-01, 0.102815116E-02
 0.114660000E+03, 0.527073009E-01, 0.109111353E-02
 0.115752000E+03, 0.545559095E-01, 0.115590078E-02
 0.116844000E+03, 0.564045181E-01, 0.122254784E-02
 0.117936000E+03, 0.582531266E-01, 0.129108997E-02
 0.119028000E+03, 0.601017352E-01, 0.136156275E-02
 0.120120000E+03, 0.620575416E-01, 0.143820274E-02
 0.121212000E+03, 0.648816502E-01, 0.155192762E-02
 0.122304000E+03, 0.677057587E-01, 0.166876807E-02
 0.123396000E+03, 0.705298673E-01, 0.178878048E-02
 0.124488000E+03, 0.733539758E-01, 0.191202176E-02
 0.125580000E+03, 0.761780844E-01, 0.203854931E-02
 0.126672000E+03, 0.790021930E-01, 0.216842102E-02
 0.127764000E+03, 0.818263015E-01, 0.230169532E-02
 0.128856000E+03, 0.846504101E-01, 0.243843111E-02
 0.129948000E+03, 0.874745186E-01, 0.257868783E-02
 0.131040000E+03, 0.902986272E-01, 0.272252540E-02
 0.132132000E+03, 0.931227358E-01, 0.287000425E-02
 0.133224000E+03, 0.959468443E-01, 0.302118534E-02
 0.134316000E+03, 0.987709529E-01, 0.317613009E-02
 0.135408000E+03, 0.101595061E+00, 0.333490048E-02
 0.136500000E+03, 0.104419170E+00, 0.349755894E-02
 0.137592000E+03, 0.107243279E+00, 0.366416846E-02
 0.138684000E+03, 0.110067387E+00, 0.383479249E-02
 0.139776000E+03, 0.112891496E+00, 0.400949501E-02
 0.140868000E+03, 0.116122779E+00, 0.421412610E-02
 0.141960000E+03, 0.119459139E+00, 0.443038275E-02
 0.143052000E+03, 0.122795499E+00, 0.465168800E-02
 0.144144000E+03, 0.126131860E+00, 0.487811981E-02
 0.145236000E+03, 0.129468220E+00, 0.510975674E-02
 0.146328000E+03, 0.132804580E+00, 0.534667797E-02
 0.147420000E+03, 0.136140941E+00, 0.558896325E-02
 0.148512000E+03, 0.139477301E+00, 0.583669294E-02
 0.149604000E+03, 0.142813661E+00, 0.608994800E-02
 0.150696000E+03, 0.146150021E+00, 0.634880998E-02
 0.151788000E+03, 0.149486382E+00, 0.661336104E-02
 0.152880000E+03, 0.152822742E+00, 0.688368391E-02
 0.153972000E+03, 0.156159102E+00, 0.715986196E-02
 0.155064000E+03, 0.159495463E+00, 0.744197911E-02
 0.156156000E+03, 0.162831823E+00, 0.773011992E-02
 0.157248000E+03, 0.166168183E+00, 0.802436952E-02
 0.158340000E+03, 0.169504543E+00, 0.832481365E-02
 0.159432000E+03, 0.172840904E+00, 0.863153863E-02
 0.160524000E+03, 0.176376340E+00, 0.896331317E-02
 0.161616000E+03, 0.180127567E+00, 0.932259619E-02
 0.162708000E+03, 0.183878795E+00, 0.968923632E-02
 0.163800000E+03, 0.187630022E+00, 0.100633333E-01
 0.164892000E+03, 0.191381249E+00, 0.104449876E-01
 0.165984000E+03, 0.195132477E+00, 0.108343002E-01
 0.167076000E+03, 0.198883704E+00, 0.112313731E-01
 0.168168000E+03, 0.202634932E+00, 0.116363085E-01
 0.169260000E+03, 0.206386159E+00, 0.120492096E-01
 0.170352000E+03, 0.210137387E+00, 0.124701803E-01
 0.171444000E+03, 0.213888614E+00, 0.128993249E-01
 0.172536000E+03, 0.217639842E+00, 0.133367486E-01
 0.173628000E+03, 0.221391069E+00, 0.137825572E-01
 0.174720000E+03, 0.225142297E+00, 0.142368571E-01
 0.175812000E+03, 0.228893524E+00, 0.146997556E-01
 0.176904000E+03, 0.232644752E+00, 0.151713604E-01
 0.177996000E+03, 0.236395979E+00, 0.156517800E-01
 0.179088000E+03, 0.240147207E+00, 0.161411236E-01
 0.180180000E+03, 0.243933467E+00, 0.166441554E-01
 0.181272000E+03, 0.247897230E+00, 0.171804320E-01
 0.182364000E+03, 0.251860992E+00, 0.177264885E-01
 0.183456000E+03, 0.255824755E+00, 0.182824430E-01
 0.184548000E+03, 0.259788517E+00, 0.188484145E-01
 0.185640000E+03, 0.263752279E+00, 0.194245226E-01
 0.186732000E+03, 0.267716042E+00, 0.200108875E-01
 0.187824000E+03, 0.271679804E+00, 0.206076304E-01
 0.188916000E+03, 0.275643567E+00, 0.212148728E-01
 0.190008000E+03, 0.279607329E+00, 0.218327374E-01
 0.191100000E+03, 0.283571091E+00, 0.224613472E-01
 0.192192000E+03, 0.287534854E+00, 0.231008261E-01
 0.193284000E+03, 0.291498616E+00, 0.237512986E-01
 0.194376000E+03, 0.295462379E+00, 0.244128901E-01
 0.195468000E+03, 0.299426141E+00, 0.250857266E-01
 0.196560000E+03, 0.303389903E+00, 0.257699346E-01
 0.197652000E+03, 0.307353666E+00, 0.264656418E-01
 0.198744000E+03, 0.311317428E+00, 0.271729761E-01
 0.199836000E+03, 0.315281191E+00, 0.278920665E-01
 0.200928000E+03, 0.319244953E+00, 0.286230423E-01
 0.202020000E+03, 0.323377613E+00, 0.293976933E-01
 0.203112000E+03, 0.327522196E+00, 0.301872799E-01
 0.204204000E+03, 0.331666778E+00, 0.309897050E-01
 0.205296000E+03, 0.335811361E+00, 0.318051072E-01
 0.206388000E+03, 0.339955944E+00, 0.326336254E-01
 0.207480000E+03, 0.344100526E+00, 0.334753998E-01
 0.208572000E+03, 0.348245109E+00, 0.343305708E-01
 0.209664000E+03, 0.352389691E+00, 0.351992798E-01
 0.210756000E+03, 0.356534274E+00, 0.360816691E-01
 0.211848000E+03, 0.360678856E+00, 0.369778815E-01
 0.212940000E+03, 0.364823439E+00, 0.378880606E-01
 0.214032000E+03, 0.368968021E+00, 0.388123507E-01
 0.215124000E+03, 0.373112604E+00, 0.397508969E-01
 0.216216000E+03, 0.377257186E+00, 0.407038452E-01
 0.217308000E+03, 0.381401769E+00, 0.416713421E-01
 0.218400000E+03, 0.385546352E+00, 0.426535348E-01
 0.219492000E+03, 0.389690934E+00, 0.436505715E-01
 0.220584000E+03, 0.393645489E+00, 0.446161998E-01
 0.221676000E+03, 0.397434745E+00, 0.455553094E-01
 0.222768000E+03, 0.401224002E+00, 0.465084007E-01
 0.223860000E+03, 0.405013258E+00, 0.474756115E-01
 0.224952000E+03, 0.408802514E+00, 0.484570808E-01
 0.226044000E+03, 0.412591771E+00, 0.494529479E-01
 0.227136000E+03, 0.416381027E+00, 0.504633530E-01
 0.228228000E+03, 0.420170283E+00, 0.514884368E-01
 0.229320000E+03, 0.423959540E+00, 0.525283410E-01
 0.230412000E+03, 0.427748796E+00, 0.535832075E-01
 0.231504000E+03, 0.431538053E+00, 0.546531793E-01
 0.232596000E+03, 0.435327309E+00, 0.557383999E-01
 0.233688000E+03, 0.439116565E+00, 0.568390135E-01
 0.234780000E+03, 0.442905822E+00, 0.579551649E-01
 0.235872000E+03, 0.446695078E+00, 0.590869997E-01
 0.236964000E+03, 0.450484334E+00, 0.602346641E-01
 0.238056000E+03, 0.454273591E+00, 0.613983051E-01
 0.239148000E+03, 0.458062847E+00, 0.625780702E-01
 0.240240000E+03, 0.461799132E+00, 0.637573878E-01
 0.241332000E+03, 0.465347368E+00, 0.648927266E-01
 0.242424000E+03, 0.468895603E+00, 0.660435823E-01
 0.243516000E+03, 0.472443839E+00, 0.672100956E-01
 0.244608000E+03, 0.475992074E+00, 0.683924081E-01
 0.245700000E+03, 0.479540310E+00, 0.695906616E-01
 0.246792000E+03, 0.483088546E+00, 0.708049989E-01
 0.247884000E+03, 0.486636781E+00, 0.720355632E-01
 0.248976000E+03, 0.490185017E+00, 0.732824983E-01
 0.250068000E+03, 0.493733252E+00, 0.745459490E-01
 0.251160000E+03, 0.497281488E+00, 0.758260604E-01
 0.252252000E+03, 0.500829724E+00, 0.771229782E-01
 0.253344000E+03, 0.504377959E+00, 0.784368491E-01
 0.254436000E+03, 0.507926195E+00, 0.797678199E-01
 0.255528000E+03, 0.511474430E+00, 0.811160386E-01
 0.256620000E+03, 0.515022666E+00, 0.824816534E-01
 0.257712000E+03, 0.518570902E+00, 0.838648134E-01
 0.258804000E+03, 0.522119137E+00, 0.852656682E-01
 0.259896000E+03, 0.525667373E+00, 0.866843680E-01
 0.260988000E+03, 0.529104068E+00, 0.880759007E-01
 0.262080000E+03, 0.532529022E+00, 0.894801964E-01
 0.263172000E+03, 0.535953977E+00, 0.909021560E-01
 0.264264000E+03, 0.539378931E+00, 0.923419270E-01
 0.265356000E+03, 0.542803885E+00, 0.937996574E-01
 0.266448000E+03, 0.546228839E+00, 0.952754962E-01
 0.267540000E+03, 0.549653794E+00, 0.967695925E-01
 0.268632000E+03, 0.553078748E+00, 0.982820964E-01
 0.269724000E+03, 0.556503702E+00, 0.998131584E-01
 0.270816000E+03, 0.559928656E+00, 0.101362930E+00
 0.271908000E+03, 0.563353611E+00, 0.102931562E+00
 0.273000000E+03, 0.566778565E+00, 0.104519208E+00
 0.274092000E+03, 0.570203519E+00, 0.106126021E+00
 0.275184000E+03, 0.573628474E+00, 0.107752153E+00
 0.276276000E+03, 0.577053428E+00, 0.109397760E+00
 0.277368000E+03, 0.580478382E+00, 0.111062997E+00
 0.278460000E+03, 0.583903336E+00, 0.112748018E+00
 0.279552000E+03, 0.587328291E+00, 0.114452980E+00
 0.280644000E+03, 0.590453682E+00, 0.116027158E+00
 0.281736000E+03, 0.593370681E+00, 0.117513625E+00
 0.282828000E+03, 0.596287681E+00, 0.119017477E+00
 0.283920000E+03, 0.599204680E+00, 0.120538850E+00
 0.285012000E+03, 0.602121680E+00, 0.122077879E+00
 0.286104000E+03, 0.605038679E+00, 0.123634700E+00
 0.287196000E+03, 0.607955679E+00, 0.125209450E+00
 0.288288000E+03, 0.610872679E+00, 0.126802265E+00
 0.289380000E+03, 0.613789678E+00, 0.128413284E+00
 0.290472000E+03, 0.616706678E+00, 0.130042644E+00
 0.291564000E+03, 0.619623677E+00, 0.131690485E+00
 0.292656000E+03, 0.622540677E+00, 0.133356945E+00
 0.293748000E+03, 0.625457676E+00, 0.135042165E+00
 0.294840000E+03, 0.628374676E+00, 0.136746284E+00
 0.295932000E+03, 0.631291675E+00, 0.138469443E+00
 0.297024000E+03, 0.634208675E+00, 0.140211784E+00
 0.298116000E+03, 0.637125674E+00, 0.141973448E+00
 0.299208000E+03, 0.640042674E+00, 0.143754578E+00
 0.300300000E+03, 0.642871629E+00, 0.145500964E+00
 0.301392000E+03, 0.645468149E+00, 0.147121444E+00
 0.302484000E+03, 0.648064668E+00, 0.148759634E+00
 0.303576000E+03, 0.650661188E+00, 0.150415662E+00
 0.304668000E+03, 0.653257707E+00, 0.152089658E+00
 0.305760000E+03, 0.655854226E+00, 0.153781751E+00
 0.306852000E+03, 0.658450746E+00, 0.155492071E+00
 0.307944000E+03, 0.661047265E+00, 0.157220749E+00
 0.309036000E+03, 0.663643785E+00, 0.158967915E+00
 0.310128000E+03, 0.666240304E+00, 0.160733700E+00
 0.311220000E+03, 0.668836823E+00, 0.162518237E+00
 0.312312000E+03, 0.671433343E+00, 0.164321659E+00
 0.313404000E+03, 0.674029862E+00, 0.166144096E+00
 0.314496000E+03, 0.676626381E+00, 0.167985684E+00
 0.315588000E+03, 0.679222901E+00, 0.169846555E+00
 0.316680000E+03, 0.681819420E+00, 0.171726843E+00
 0.317772000E+03, 0.684415940E+00, 0.173626684E+00
 0.318864000E+03, 0.687012459E+00, 0.175546212E+00
 0.319956000E+03, 0.689608978E+00, 0.177485563E+00
 0.321048000E+03, 0.692023701E+00, 0.179307691E+00
 0.322140000E+03, 0.694430791E+00, 0.181142688E+00
 0.323232000E+03, 0.696837881E+00, 0.182996442E+00
 0.324324000E+03, 0.699244972E+00, 0.184869079E+00
 0.325416000E+03, 0.701652062E+00, 0.186760728E+00
 0.326508000E+03, 0.704059152E+00, 0.188671517E+00
 0.327600000E+03, 0.706466242E+00, 0.190601573E+00
 0.328692000E+03, 0.708873332E+00, 0.192551027E+00
 0.329784000E+03, 0.711280422E+00, 0.194520008E+00
 0.330876000E+03, 0.713687512E+00, 0.196508646E+00
 0.331968000E+03, 0.716094603E+00, 0.198517072E+00
 0.333060000E+03, 0.718501693E+00, 0.200545415E+00
 0.334152000E+03, 0.720908783E+00, 0.202593808E+00
 0.335244000E+03, 0.723315873E+00, 0.204662382E+00
 0.336336000E+03, 0.725722963E+00, 0.206751269E+00
 0.337428000E+03, 0.728130053E+00, 0.208860601E+00
 0.338520000E+03, 0.730537143E+00, 0.210990513E+00
 0.339612000E+03, 0.732944234E+00, 0.213141136E+00
 0.340704000E+03, 0.735080072E+00, 0.215067906E+00
 0.341796000E+03, 0.737066415E+00, 0.216877127E+00
 0.342888000E+03, 0.739052758E+00, 0.218703771E+00
 0.343980000E+03, 0.741039100E+00, 0.220547951E+00
 0.345072000E+03, 0.743025443E+00, 0.222409779E+00
 0.346164000E+03, 0.745011785E+00, 0.224289366E+00
 0.347256000E+03, 0.746998128E+00, 0.226186826E+00
 0.348348000E+03, 0.748984470E+00, 0.228102271E+00
 0.349440000E+03, 0.750970813E+00, 0.230035814E+00
 0.350532000E+03, 0.752957155E+00, 0.231987570E+00
 0.351624000E+03, 0.754943498E+00, 0.233957652E+00
 0.352716000E+03, 0.756929840E+00, 0.235946175E+00
 0.353808000E+03, 0.758916183E+00, 0.237953253E+00
 0.354900000E+03, 0.760902526E+00, 0.239979001E+00
 0.355992000E+03, 0.762888868E+00, 0.242023535E+00
 0.357084000E+03, 0.764875211E+00, 0.244086971E+00
 0.358176000E+03, 0.766861553E+00, 0.246169424E+00
 0.359268000E+03, 0.768847896E+00, 0.248271012E+00
 0.360360000E+03, 0.770748457E+00, 0.250300261E+00
 0.361452000E+03, 0.772474598E+00, 0.252160111E+00
 0.362544000E+03, 0.774200739E+00, 0.254036894E+00
 0.363636000E+03, 0.775926880E+00, 0.255930712E+00
 0.364728000E+03, 0.777653021E+00, 0.257841670E+00
 0.365820000E+03, 0.779379161E+00, 0.259769868E+00
 0.366912000E+03, 0.781105302E+00, 0.261715412E+00
 0.368004000E+03, 0.782831443E+00, 0.263678405E+00
 0.369096000E+03, 0.784557584E+00, 0.265658950E+00
 0.370188000E+03, 0.786283724E+00, 0.267657152E+00
 0.371280000E+03, 0.788009865E+00, 0.269673116E+00
 0.372372000E+03, 0.789736006E+00, 0.271706947E+00
 0.373464000E+03, 0.791462147E+00, 0.273758750E+00
 0.374556000E+03, 0.793188288E+00, 0.275828630E+00
 0.375648000E+03, 0.794914428E+00, 0.277916693E+00
 0.376740000E+03, 0.796640569E+00, 0.280023046E+00
 0.377832000E+03, 0.798366710E+00, 0.282147795E+00
 0.378924000E+03, 0.800092851E+00, 0.284291046E+00
 0.380016000E+03, 0.801815603E+00, 0.286448664E+00
 0.381108000E+03, 0.803310468E+00, 0.288337079E+00
 0.382200000E+03, 0.804805332E+00, 0.290241797E+00
 0.383292000E+03, 0.806300197E+00, 0.292162911E+00
 0.384384000E+03, 0.807795062E+00, 0.294100516E+00
 0.385476000E+03, 0.809289927E+00, 0.296054705E+00
 0.386568000E+03, 0.810784792E+00, 0.298025572E+00
 0.387660000E+03, 0.812279656E+00, 0.300013213E+00
 0.388752000E+03, 0.813774521E+00, 0.302017721E+00
 0.389844000E+03, 0.815269386E+00, 0.304039194E+00
 0.390936000E+03, 0.816764251E+00, 0.306077724E+00
 0.392028000E+03, 0.818259116E+00, 0.308133410E+00
 0.393120000E+03, 0.819753980E+00, 0.310206345E+00
 0.394212000E+03, 0.821248845E+00, 0.312296628E+00
 0.395304000E+03, 0.822743710E+00, 0.314404353E+00
 0.396396000E+03, 0.824238575E+00, 0.316529619E+00
 0.397488000E+03, 0.825733440E+00, 0.318672521E+00
 0.398580000E+03, 0.827228304E+00, 0.320833158E+00
 0.399672000E+03, 0.828723169E+00, 0.323011626E+00
 0.400764000E+03, 0.830218034E+00, 0.325208025E+00
 0.401856000E+03, 0.831593827E+00, 0.327246063E+00
 0.402948000E+03, 0.832936791E+00, 0.329251755E+00
 0.404040000E+03, 0.834279756E+00, 0.331273820E+00
 0.405132000E+03, 0.835622721E+00, 0.333312347E+00
 0.406224000E+03, 0.836965685E+00, 0.335367424E+00
 0.407316000E+03, 0.838308650E+00, 0.337439142E+00
 0.408408000E+03, 0.839651614E+00, 0.339527590E+00
 0.409500000E+03, 0.840994579E+00, 0.341632857E+00
 0.410592000E+03, 0.842337544E+00, 0.343755035E+00
 0.411684000E+03, 0.843680508E+00, 0.345894212E+00
 0.412776000E+03, 0.845023473E+00, 0.348050479E+00
 0.413868000E+03, 0.846366437E+00, 0.350223928E+00
 0.414960000E+03, 0.847709402E+00, 0.352414649E+00
 0.416052000E+03, 0.849052366E+00, 0.354622734E+00
 0.417144000E+03, 0.850395331E+00, 0.356848275E+00
 0.418236000E+03, 0.851738296E+00, 0.359091361E+00
 0.419328000E+03, 0.853081260E+00, 0.361352087E+00
 0.420420000E+03, 0.854329292E+00, 0.363469482E+00
 0.421512000E+03, 0.855425430E+00, 0.365343725E+00
 0.422604000E+03, 0.856521569E+00, 0.367232591E+00
 0.423696000E+03, 0.857617708E+00, 0.369136157E+00
 0.424788000E+03, 0.858713847E+00, 0.371054498E+00
 0.425880000E+03, 0.859809985E+00, 0.372987691E+00
 0.426972000E+03, 0.860906124E+00, 0.374935811E+00
 0.428064000E+03, 0.862002263E+00, 0.376898937E+00
 0.429156000E+03, 0.863098401E+00, 0.378877143E+00
 0.430248000E+03, 0.864194540E+00, 0.380870509E+00
 0.431340000E+03, 0.865290679E+00, 0.382879110E+00
 0.432432000E+03, 0.866386817E+00, 0.384903025E+00
 0.433524000E+03, 0.867482956E+00, 0.386942331E+00
 0.434616000E+03, 0.868579095E+00, 0.388997105E+00
 0.435708000E+03, 0.869675233E+00, 0.391067426E+00
 0.436800000E+03, 0.870771372E+00, 0.393153372E+00
 0.437892000E+03, 0.871867511E+00, 0.395255022E+00
 0.438984000E+03, 0.872963649E+00, 0.397372453E+00
 0.440076000E+03, 0.874048905E+00, 0.399484565E+00
 0.441168000E+03, 0.874988669E+00, 0.401327189E+00
 0.442260000E+03, 0.875928433E+00, 0.403183547E+00
 0.443352000E+03, 0.876868198E+00, 0.405053707E+00
 0.444444000E+03, 0.877807962E+00, 0.406937737E+00
 0.445536000E+03, 0.878747726E+00, 0.408835706E+00
 0.446628000E+03, 0.879687491E+00, 0.410747681E+00
 0.447720000E+03, 0.880627255E+00, 0.412673733E+00
 0.448812000E+03, 0.881567019E+00, 0.414613929E+00
 0.449904000E+03, 0.882506783E+00, 0.416568339E+00
 0.450996000E+03, 0.883446548E+00, 0.418537032E+00
 0.452088000E+03, 0.884386312E+00, 0.420520078E+00
 0.453180000E+03, 0.885326076E+00, 0.422517545E+00
 0.454272000E+03, 0.886265840E+00, 0.424529505E+00
 0.455364000E+03, 0.887205605E+00, 0.426556026E+00
 0.456456000E+03, 0.888145369E+00, 0.428597180E+00
 0.457548000E+03, 0.889085133E+00, 0.430653035E+00
 0.458640000E+03, 0.890024898E+00, 0.432723663E+00
 0.459732000E+03, 0.890964662E+00, 0.434809134E+00
 0.460824000E+03, 0.891833336E+00, 0.436750630E+00
 0.461916000E+03, 0.892678888E+00, 0.438653932E+00
 0.463008000E+03, 0.893524440E+00, 0.440570781E+00
 0.464100000E+03, 0.894369992E+00, 0.442501240E+00
 0.465192000E+03, 0.895215543E+00, 0.444445374E+00
 0.466284000E+03, 0.896061095E+00, 0.446403248E+00
 0.467376000E+03, 0.896906647E+00, 0.448374925E+00
 0.468468000E+03, 0.897752199E+00, 0.450360472E+00
 0.469560000E+03, 0.898597751E+00, 0.452359952E+00
 0.470652000E+03, 0.899443303E+00, 0.454373430E+00
 0.471744000E+03, 0.900288855E+00, 0.456400973E+00
 0.472836000E+03, 0.901134407E+00, 0.458442644E+00
 0.473928000E+03, 0.901979959E+00, 0.460498510E+00
 0.475020000E+03, 0.902825511E+00, 0.462568637E+00
 0.476112000E+03, 0.903671063E+00, 0.464653089E+00
 0.477204000E+03, 0.904516615E+00, 0.466751934E+00
 0.478296000E+03, 0.905362167E+00, 0.468865237E+00
 0.479388000E+03, 0.906207719E+00, 0.470993064E+00
 0.480480000E+03, 0.906981305E+00, 0.472953137E+00
 0.481572000E+03, 0.907663133E+00, 0.474692539E+00
 0.482664000E+03, 0.908344962E+00, 0.476443815E+00
 0.483756000E+03, 0.909026790E+00, 0.478207017E+00
 0.484848000E+03, 0.909708618E+00, 0.479982200E+00
 0.485940000E+03, 0.910390447E+00, 0.481769419E+00
 0.487032000E+03, 0.911072275E+00, 0.483568727E+00
 0.488124000E+03, 0.911754104E+00, 0.485380178E+00
 0.489216000E+03, 0.912435932E+00, 0.487203828E+00
 0.490308000E+03, 0.913117761E+00, 0.489039731E+00
 0.491400000E+03, 0.913799589E+00, 0.490887941E+00
 0.492492000E+03, 0.914481417E+00, 0.492748514E+00
 0.493584000E+03, 0.915163246E+00, 0.494621505E+00
 0.494676000E+03, 0.915845074E+00, 0.496506968E+00
 0.495768000E+03, 0.916526903E+00, 0.498404959E+00
 0.496860000E+03, 0.917208731E+00, 0.500315534E+00
 0.497952000E+03, 0.917890560E+00, 0.502238747E+00
 0.499044000E+03, 0.918572388E+00, 0.504174655E+00
 0.500136000E+03, 0.919242869E+00, 0.506090883E+00
 0.501228000E+03, 0.919833587E+00, 0.507790241E+00
 0.502320000E+03, 0.920424304E+00, 0.509500743E+00
 0.503412000E+03, 0.921015021E+00, 0.511222437E+00
 0.504504000E+03, 0.921605739E+00, 0.512955371E+00
 0.505596000E+03, 0.922196456E+00, 0.514699595E+00
 0.506688000E+03, 0.922787174E+00, 0.516455157E+00
