s,status,status,status
 7.3414540E+000,-1,-1,-1
 7.3517790E+000,-1,-1,-1
 7.3621039E+000,-1,-1,-1
 7.3724289E+000,-1,-1,-1
 7.3827538E+000,-1,-1,-1
 7.3930788E+000,-1,-1,-1
 7.4034038E+000,-1,-1,-1
 7.4102874E+000,-1,-1,-1
 7.4206123E+000,-1,-1,-1
 7.4309373E+000,-1,-1,-1
 7.4412622E+000,-1,-1,-1
 7.4515872E+000,-1,-1,-1
 7.4619122E+000,-1,-1,-1
 7.4722371E+000,-1,-1,-1
 7.4825621E+000,-1,-1,-1
 7.4928870E+000,-1,-1,-1
 7.5032120E+000,-1,-1,-1
 7.5100956E+000,-1,-1,-1
 7.5204206E+000,-1,-1,-1
 7.5307455E+000,-1,-1,-1
 7.5410705E+000,-1,-1,-1
 7.5513954E+000,-1,-1,-1
 7.5617204E+000,-1,-1,-1
 7.5720453E+000,-1,-1,-1
 7.5823703E+000,-1,-1,-1
 7.5926952E+000,-1,-1,-1
 7.6030202E+000,-1,-1,-1
 7.6133451E+000,-1,-1,-1
 7.6202288E+000,-1,-1,-1
 7.6305537E+000,-1,-1,-1
 7.6408787E+000,-1,-1,-1
 7.6512036E+000,-1,-1,-1
 7.6615286E+000,-1,-1,-1
 7.6718535E+000,-1,-1,-1
 7.6821785E+000,-1,-1,-1
 7.6925035E+000,-1,-1,-1
 7.7028284E+000,-1,-1,-1
 7.7131534E+000,-1,-1,-1
 7.7200365E+000,-1,-1,-1
 7.7303615E+000,-1,-1,-1
 7.7406869E+000,-1,-1,-1
 7.7510118E+000,-1,-1,-1
 7.7613368E+000,-1,-1,-1
 7.7716618E+000,-1,-1,-1
 7.7819867E+000,-1,-1,-1
 7.7923117E+000,-1,-1,-1
 7.8026366E+000,-1,-1,-1
 7.8129616E+000,-1,-1,-1
 7.8232865E+000,-1,-1,-1
 7.8301697E+000,-1,-1,-1
 7.8404946E+000,-1,-1,-1
 7.8508196E+000,-1,-1,-1
 7.8611445E+000,-1,-1,-1
 7.8714700E+000,-1,-1,-1
 7.8817949E+000,-1,-1,-1
 7.8921199E+000,-1,-1,-1
 7.9024448E+000,-1,-1,-1
 7.9127698E+000,-1,-1,-1
 7.9230947E+000,-1,-1,-1
 7.9334197E+000,-1,-1,-1
 7.9403028E+000,-1,-1,-1
 7.9506278E+000,-1,-1,-1
 7.9609528E+000,-1,-1,-1
 7.9712777E+000,-1,-1,-1
 7.9816027E+000,-1,-1,-1
 7.9919276E+000,-1,-1,-1
 8.0022526E+000,-1,-1,-1
 8.0125780E+000,-1,-1,-1
 8.0229025E+000,-1,-1,-1
 8.0332279E+000,-1,-1,-1
 8.0401115E+000,-1,-1,-1
 8.0504360E+000,-1,-1,-1
 8.0607615E+000,-1,-1,-1
 8.0710859E+000,-1,-1,-1
 8.0814114E+000,-1,-1,-1
 8.0917358E+000,-1,-1,-1
 8.1020613E+000,-1,-1,-1
 8.1123857E+000,-1,-1,-1
 8.1227112E+000,-1,-1,-1
 8.1330357E+000,-1,-1,-1
 8.1433611E+000,-1,-1,-1
 8.1502438E+000,-1,-1,-1
 8.1605692E+000,-1,-1,-1
 8.1708946E+000,-1,-1,-1
 8.1812191E+000,-1,-1,-1
 8.1915445E+000,-1,-1,-1
 8.2018690E+000,-1,-1,-1
 8.2121944E+000,-1,-1,-1
 8.2225189E+000,-1,-1,-1
 8.2328444E+000,-1,-1,-1
 8.2431688E+000,-1,-1,-1
 8.2500525E+000,-1,-1,-1
 8.2603769E+000,-1,-1,-1
 8.2707024E+000,-1,-1,-1
 8.2810268E+000,-1,-1,-1
 8.2913523E+000,-1,-1,-1
 8.3016777E+000,-1,-1,-1
 8.3120022E+000,-1,-1,-1
 8.3223276E+000,-1,-1,-1
 8.3326521E+000,-1,-1,-1
 8.3429775E+000,-1,-1,-1
 8.3533020E+000,-1,-1,-1
 8.3601856E+000,-1,-1,-1
 8.3705101E+000,-1,-1,-1
 8.3808355E+000,-1,-1,-1
 8.3911600E+000,-1,-1,-1
 8.4014854E+000,-1,-1,-1
 8.4118099E+000,-1,-1,-1
 8.4221354E+000,-1,-1,-1
 8.4324608E+000,-1,-1,-1
 8.4427853E+000,-1,-1,-1
 8.4531107E+000,-1,-1,-1
 8.4634352E+000,-1,-1,-1
 8.4703188E+000,-1,-1,-1
 8.4806433E+000,-1,-1,-1
 8.4909687E+000,-1,-1,-1
 8.5012932E+000,-1,-1,-1
 8.5116186E+000,-1,-1,-1
 8.5219431E+000,-1,-1,-1
 8.5322685E+000,-1,-1,-1
 8.5425930E+000,-1,-1,-1
 8.5529184E+000,-1,-1,-1
 8.5632439E+000,-1,-1,-1
 8.5701265E+000,-1,-1,-1
 8.5804520E+000,-1,-1,-1
 8.5907764E+000,-1,-1,-1
 8.6011019E+000,-1,-1,-1
 8.6114264E+000,-1,-1,-1
 8.6217518E+000,-1,-1,-1
 8.6320763E+000,-1,-1,-1
 8.6424017E+000,-1,-1,-1
 8.6527262E+000,-1,-1,-1
 8.6630516E+000,-1,-1,-1
 8.6733761E+000,-1,-1,-1
 8.6802597E+000,-1,-1,-1
 8.6905851E+000,-1,-1,-1
 8.7009096E+000,-1,-1,-1
 8.7112350E+000,-1,-1,-1
 8.7215595E+000,-1,-1,-1
 8.7318850E+000,-1,-1,-1
 8.7422094E+000,-1,-1,-1
 8.7525349E+000,-1,-1,-1
 8.7628593E+000,-1,-1,-1
 8.7731848E+000,-1,-1,-1
 8.7800684E+000,-1,-1,-1
 8.7903929E+000,-1,-1,-1
 8.8007183E+000,-1,-1,-1
 8.8110428E+000,-1,-1,-1
 8.8213682E+000,-1,-1,-1
 8.8316927E+000,-1,-1,-1
 8.8420181E+000,-1,-1,-1
 8.8523426E+000,-1,-1,-1
 8.8626680E+000,-1,-1,-1
 8.8729925E+000,-1,-1,-1
 8.8833179E+000,-1,-1,-1
 8.8902016E+000,-1,-1,-1
 8.9005260E+000,-1,-1,-1
 8.9108515E+000,-1,-1,-1
 8.9211760E+000,-1,-1,-1
 8.9315014E+000,-1,-1,-1
 8.9418259E+000,-1,-1,-1
 8.9521513E+000,-1,-1,-1
 8.9624758E+000,-1,-1,-1
 8.9728012E+000,-1,-1,-1
 8.9831257E+000,-1,-1,-1
 8.9900093E+000,-1,-1,-1
 9.0003338E+000,-1,-1,-1
 9.0106592E+000,-1,-1,-1
 9.0209846E+000,-1,-1,-1
 9.0313091E+000,-1,-1,-1
 9.0416346E+000,-1,-1,-1
 9.0519590E+000,-1,-1,-1
 9.0622845E+000,-1,-1,-1
 9.0726089E+000,-1,-1,-1
 9.0829344E+000,-1,-1,-1
 9.0932589E+000,-1,-1,-1
 9.1001425E+000,-1,-1,-1
 9.1104670E+000,-1,-1,-1
 9.1207924E+000,-1,-1,-1
 9.1311169E+000,-1,-1,-1
 9.1414423E+000,-1,-1,-1
 9.1517677E+000,-1,-1,-1
 9.1620922E+000,-1,-1,-1
 9.1724176E+000,-1,-1,-1
 9.1827421E+000,-1,-1,-1
 9.1930676E+000,-1,-1,-1
 9.2033920E+000,-1,-1,-1
 9.2102757E+000,-1,-1,-1
 9.2206001E+000,-1,-1,-1
 9.2309256E+000,-1,-1,-1
 9.2412500E+000,-1,-1,-1
 9.2515755E+000,-1,-1,-1
 9.2618999E+000,-1,-1,-1
 9.2722254E+000,-1,-1,-1
 9.2825508E+000,-1,-1,-1
 9.2928753E+000,-1,-1,-1
 9.3032007E+000,-1,-1,-1
 9.3100834E+000,-1,-1,-1
 9.3204088E+000,-1,-1,-1
 9.3307333E+000,-1,-1,-1
 9.3410587E+000,-1,-1,-1
 9.3513832E+000,-1,-1,-1
 9.3617086E+000,-1,-1,-1
 9.3720331E+000,-1,-1,-1
 9.3823586E+000,-1,-1,-1
 9.3926830E+000,-1,-1,-1
 9.4030085E+000,-1,-1,-1
 9.4133339E+000,-1,-1,-1
 9.4202166E+000,-1,-1,-1
 9.4305420E+000,-1,-1,-1
 9.4408665E+000,-1,-1,-1
 9.4511919E+000,-1,-1,-1
 9.4615164E+000,-1,-1,-1
 9.4718418E+000,-1,-1,-1
 9.4821663E+000,-1,-1,-1
 9.4924917E+000,-1,-1,-1
 9.5028162E+000,-1,-1,-1
 9.5131416E+000,-1,-1,-1
 9.5200253E+000,-1,-1,-1
 9.5303497E+000,-1,-1,-1
 9.5406752E+000,-1,-1,-1
 9.5509996E+000,-1,-1,-1
 9.5613251E+000,-1,-1,-1
 9.5716496E+000,-1,-1,-1
 9.5819750E+000,-1,-1,-1
 9.5922995E+000,-1,-1,-1
 9.6026249E+000,-1,-1,-1
 9.6129494E+000,-1,-1,-1
 9.6232748E+000,-1,-1,-1
 9.6301584E+000,-1,-1,-1
 9.6404829E+000,-1,-1,-1
 9.6508083E+000,-1,-1,-1
 9.6611328E+000,-1,-1,-1
 9.6714582E+000,-1,-1,-1
 9.6817827E+000,-1,-1,-1
 9.6921082E+000,-1,-1,-1
 9.7024326E+000,-1,-1,-1
 9.7127581E+000,-1,-1,-1
 9.7230825E+000,-1,-1,-1
 9.7334080E+000,-1,-1,-1
 9.7402916E+000,-1,-1,-1
 9.7506161E+000,-1,-1,-1
 9.7609415E+000,-1,-1,-1
 9.7712660E+000,-1,-1,-1
 9.7815914E+000,-1,-1,-1
 9.7919159E+000,-1,-1,-1
 9.8022413E+000,-1,-1,-1
 9.8125658E+000,-1,-1,-1
 9.8228912E+000,-1,-1,-1
 9.8332157E+000,-1,-1,-1
 9.8400993E+000,-1,-1,-1
 9.8504238E+000,-1,-1,-1
 9.8607492E+000,-1,-1,-1
 9.8710747E+000,-1,-1,-1
 9.8813992E+000,-1,-1,-1
 9.8917246E+000,-1,-1,-1
 9.9020491E+000,-1,-1,-1
 9.9123745E+000,-1,-1,-1
 9.9226990E+000,-1,-1,-1
 9.9330244E+000,-1,-1,-1
 9.9433489E+000,-1,-1,-1
 9.9502325E+000,-1,-1,-1
 9.9605570E+000,-1,-1,-1
 9.9708824E+000,-1,-1,-1
 9.9812069E+000,-1,-1,-1
 9.9915323E+000,-1,-1,-1
 1.0001858E+001,-1,-1,-1
