d (mu-m),CNF,CVF
 0.985776739E+02, 0.863310051E+00, 0.140444446E-01
 0.997369548E+02, 0.864921186E+00, 0.144412208E-01
 0.100896236E+03, 0.866502162E+00, 0.148443438E-01
 0.102055516E+03, 0.868053860E+00, 0.152538357E-01
 0.103214797E+03, 0.869577126E+00, 0.156697184E-01
 0.104374078E+03, 0.871072774E+00, 0.160920135E-01
 0.105533359E+03, 0.872541584E+00, 0.165207420E-01
 0.106692640E+03, 0.873984306E+00, 0.169559247E-01
 0.107851921E+03, 0.875401663E+00, 0.173975820E-01
 0.109011202E+03, 0.876794349E+00, 0.178457339E-01
 0.110170482E+03, 0.878163030E+00, 0.183004000E-01
 0.111329763E+03, 0.879508350E+00, 0.187615996E-01
 0.112489044E+03, 0.880830928E+00, 0.192293517E-01
 0.113648325E+03, 0.882131360E+00, 0.197036747E-01
 0.114807606E+03, 0.883410222E+00, 0.201845870E-01
 0.115966887E+03, 0.884668067E+00, 0.206721063E-01
 0.117126167E+03, 0.885905430E+00, 0.211662501E-01
 0.118285448E+03, 0.887122828E+00, 0.216670357E-01
 0.119444729E+03, 0.888320757E+00, 0.221744797E-01
 0.120604010E+03, 0.889499698E+00, 0.226885985E-01
 0.121763291E+03, 0.890660116E+00, 0.232094084E-01
 0.122922572E+03, 0.891802460E+00, 0.237369250E-01
 0.124081853E+03, 0.892927162E+00, 0.242711638E-01
 0.125241133E+03, 0.894034642E+00, 0.248121397E-01
 0.126400414E+03, 0.895125306E+00, 0.253598674E-01
 0.127559695E+03, 0.896199546E+00, 0.259143615E-01
 0.128718976E+03, 0.897257740E+00, 0.264756358E-01
 0.129878257E+03, 0.898300257E+00, 0.270437040E-01
 0.131037538E+03, 0.899327452E+00, 0.276185795E-01
 0.132196819E+03, 0.900339670E+00, 0.282002753E-01
 0.133356099E+03, 0.901337244E+00, 0.287888041E-01
 0.134515380E+03, 0.902320498E+00, 0.293841782E-01
 0.135674661E+03, 0.903289745E+00, 0.299864096E-01
 0.136833942E+03, 0.904245290E+00, 0.305955099E-01
 0.137993223E+03, 0.905187428E+00, 0.312114905E-01
 0.139152504E+03, 0.906116444E+00, 0.318343624E-01
 0.140311784E+03, 0.907032616E+00, 0.324641362E-01
 0.141471065E+03, 0.907936214E+00, 0.331008223E-01
 0.142630346E+03, 0.908827499E+00, 0.337444307E-01
 0.143789627E+03, 0.909706725E+00, 0.343949710E-01
 0.144948908E+03, 0.910574139E+00, 0.350524526E-01
 0.146108189E+03, 0.911429981E+00, 0.357168846E-01
 0.147267470E+03, 0.912274484E+00, 0.363882756E-01
 0.148426750E+03, 0.913107874E+00, 0.370666339E-01
 0.149586031E+03, 0.913930371E+00, 0.377519677E-01
 0.150745312E+03, 0.914742189E+00, 0.384442845E-01
 0.151904593E+03, 0.915543538E+00, 0.391435919E-01
 0.153063874E+03, 0.916334619E+00, 0.398498969E-01
 0.154223155E+03, 0.917115629E+00, 0.405632062E-01
 0.155382435E+03, 0.917886761E+00, 0.412835263E-01
 0.156541716E+03, 0.918648200E+00, 0.420108632E-01
 0.157700997E+03, 0.919400130E+00, 0.427452227E-01
 0.158860278E+03, 0.920142727E+00, 0.434866103E-01
 0.160019559E+03, 0.920876164E+00, 0.442350311E-01
 0.161178840E+03, 0.921600609E+00, 0.449904899E-01
 0.162338121E+03, 0.922316225E+00, 0.457529912E-01
 0.163497401E+03, 0.923023172E+00, 0.465225393E-01
 0.164656682E+03, 0.923721606E+00, 0.472991379E-01
 0.165815963E+03, 0.924411679E+00, 0.480827906E-01
 0.166975244E+03, 0.925093538E+00, 0.488735006E-01
 0.168134525E+03, 0.925767327E+00, 0.496712708E-01
 0.169293806E+03, 0.926433188E+00, 0.504761039E-01
 0.170453087E+03, 0.927091258E+00, 0.512880020E-01
 0.171612367E+03, 0.927741671E+00, 0.521069673E-01
 0.172771648E+03, 0.928384558E+00, 0.529330012E-01
 0.173930929E+03, 0.929020045E+00, 0.537661052E-01
 0.175090210E+03, 0.929648259E+00, 0.546062802E-01
 0.176249491E+03, 0.930269320E+00, 0.554535270E-01
 0.177408772E+03, 0.930883347E+00, 0.563078459E-01
 0.178568052E+03, 0.931490458E+00, 0.571692371E-01
 0.179727333E+03, 0.932090764E+00, 0.580377004E-01
 0.180886614E+03, 0.932684377E+00, 0.589132350E-01
 0.182045895E+03, 0.933271405E+00, 0.597958404E-01
 0.183205176E+03, 0.933851955E+00, 0.606855151E-01
 0.184364457E+03, 0.934426129E+00, 0.615822579E-01
 0.185523738E+03, 0.934994028E+00, 0.624860669E-01
 0.186683018E+03, 0.935555752E+00, 0.633969400E-01
 0.187842299E+03, 0.936111398E+00, 0.643148748E-01
 0.189001580E+03, 0.936661059E+00, 0.652398686E-01
 0.190160861E+03, 0.937204829E+00, 0.661719185E-01
 0.191320142E+03, 0.937742798E+00, 0.671110210E-01
 0.192479423E+03, 0.938275055E+00, 0.680571727E-01
 0.193638703E+03, 0.938801687E+00, 0.690103694E-01
 0.194797984E+03, 0.939322777E+00, 0.699706071E-01
 0.195957265E+03, 0.939838410E+00, 0.709378812E-01
 0.197116546E+03, 0.940348667E+00, 0.719121868E-01
 0.198275827E+03, 0.940853627E+00, 0.728935187E-01
 0.199435108E+03, 0.941353369E+00, 0.738818717E-01
 0.200594389E+03, 0.941847968E+00, 0.748772398E-01
 0.201753669E+03, 0.942337500E+00, 0.758796170E-01
 0.202912950E+03, 0.942822038E+00, 0.768889971E-01
 0.204072231E+03, 0.943301653E+00, 0.779053732E-01
 0.205231512E+03, 0.943776417E+00, 0.789287386E-01
 0.206390793E+03, 0.944246397E+00, 0.799590859E-01
 0.207550074E+03, 0.944711662E+00, 0.809964076E-01
 0.208709355E+03, 0.945172278E+00, 0.820406958E-01
 0.209868635E+03, 0.945628310E+00, 0.830919424E-01
 0.211027916E+03, 0.946079821E+00, 0.841501390E-01
 0.212187197E+03, 0.946526874E+00, 0.852152768E-01
 0.213346478E+03, 0.946969530E+00, 0.862873467E-01
 0.214505759E+03, 0.947407850E+00, 0.873663395E-01
 0.215665040E+03, 0.947841891E+00, 0.884522455E-01
 0.216824320E+03, 0.948271712E+00, 0.895450549E-01
 0.217983601E+03, 0.948697370E+00, 0.906447573E-01
 0.219142882E+03, 0.949118920E+00, 0.917513423E-01
 0.220302163E+03, 0.949536417E+00, 0.928647991E-01
 0.221461444E+03, 0.949949914E+00, 0.939851166E-01
 0.222620725E+03, 0.950359463E+00, 0.951122835E-01
 0.223780006E+03, 0.950765118E+00, 0.962462881E-01
 0.224939286E+03, 0.951166927E+00, 0.973871183E-01
 0.226098567E+03, 0.951564941E+00, 0.985347621E-01
 0.227257848E+03, 0.951959209E+00, 0.996892068E-01
 0.228417129E+03, 0.952349779E+00, 0.100850440E+00
 0.229576410E+03, 0.952736697E+00, 0.102018447E+00
 0.230735691E+03, 0.953120010E+00, 0.103193217E+00
 0.231894972E+03, 0.953499764E+00, 0.104374735E+00
 0.233054252E+03, 0.953876003E+00, 0.105562986E+00
 0.234213533E+03, 0.954248771E+00, 0.106757957E+00
 0.235372814E+03, 0.954618111E+00, 0.107959634E+00
 0.236532095E+03, 0.954984065E+00, 0.109168001E+00
 0.237691376E+03, 0.955346675E+00, 0.110383043E+00
 0.238850657E+03, 0.955705982E+00, 0.111604746E+00
 0.240009937E+03, 0.956062026E+00, 0.112833093E+00
 0.241169218E+03, 0.956414847E+00, 0.114068068E+00
 0.242328499E+03, 0.956764483E+00, 0.115309656E+00
 0.243487780E+03, 0.957110973E+00, 0.116557839E+00
 0.244647061E+03, 0.957454353E+00, 0.117812602E+00
 0.245806342E+03, 0.957794662E+00, 0.119073927E+00
 0.246965623E+03, 0.958131935E+00, 0.120341796E+00
 0.248124903E+03, 0.958466208E+00, 0.121616193E+00
 0.249284184E+03, 0.958797517E+00, 0.122897099E+00
 0.250443465E+03, 0.959125895E+00, 0.124184496E+00
 0.251602746E+03, 0.959451377E+00, 0.125478366E+00
 0.252762027E+03, 0.959773996E+00, 0.126778691E+00
 0.253921308E+03, 0.960093785E+00, 0.128085450E+00
 0.255080588E+03, 0.960410776E+00, 0.129398626E+00
 0.256239869E+03, 0.960725002E+00, 0.130718199E+00
 0.257399150E+03, 0.961036493E+00, 0.132044149E+00
 0.258558431E+03, 0.961345281E+00, 0.133376456E+00
 0.259717712E+03, 0.961651395E+00, 0.134715099E+00
 0.260876993E+03, 0.961954867E+00, 0.136060059E+00
 0.262036274E+03, 0.962255724E+00, 0.137411315E+00
 0.263195554E+03, 0.962553997E+00, 0.138768845E+00
 0.264354835E+03, 0.962849713E+00, 0.140132629E+00
 0.265514116E+03, 0.963142901E+00, 0.141502644E+00
 0.266673397E+03, 0.963433588E+00, 0.142878869E+00
 0.267832678E+03, 0.963721802E+00, 0.144261283E+00
 0.268991959E+03, 0.964007570E+00, 0.145649862E+00
 0.270151240E+03, 0.964290917E+00, 0.147044584E+00
 0.271310520E+03, 0.964571870E+00, 0.148445427E+00
 0.272469801E+03, 0.964850455E+00, 0.149852366E+00
 0.273629082E+03, 0.965126697E+00, 0.151265380E+00
 0.274788363E+03, 0.965400620E+00, 0.152684445E+00
 0.275947644E+03, 0.965672249E+00, 0.154109536E+00
 0.277106925E+03, 0.965941609E+00, 0.155540629E+00
 0.278266205E+03, 0.966208723E+00, 0.156977701E+00
 0.279425486E+03, 0.966473614E+00, 0.158420727E+00
 0.280584767E+03, 0.966736306E+00, 0.159869683E+00
 0.281744048E+03, 0.966996822E+00, 0.161324542E+00
 0.282903329E+03, 0.967255183E+00, 0.162785280E+00
 0.284062610E+03, 0.967511413E+00, 0.164251872E+00
 0.285221891E+03, 0.967765533E+00, 0.165724291E+00
 0.286381171E+03, 0.968017564E+00, 0.167202512E+00
 0.287540452E+03, 0.968267528E+00, 0.168686509E+00
 0.288699733E+03, 0.968515445E+00, 0.170176254E+00
 0.289859014E+03, 0.968761337E+00, 0.171671723E+00
 0.291018295E+03, 0.969005223E+00, 0.173172887E+00
 0.292177576E+03, 0.969247123E+00, 0.174679719E+00
 0.293336856E+03, 0.969487058E+00, 0.176192193E+00
 0.294496137E+03, 0.969725047E+00, 0.177710281E+00
 0.295655418E+03, 0.969961109E+00, 0.179233954E+00
 0.296814699E+03, 0.970195264E+00, 0.180763185E+00
 0.297973980E+03, 0.970427529E+00, 0.182297946E+00
 0.299133261E+03, 0.970657923E+00, 0.183838209E+00
 0.300292542E+03, 0.970886465E+00, 0.185383944E+00
 0.301451822E+03, 0.971113173E+00, 0.186935122E+00
 0.302611103E+03, 0.971338064E+00, 0.188491716E+00
 0.303770384E+03, 0.971561155E+00, 0.190053694E+00
 0.304929665E+03, 0.971782465E+00, 0.191621029E+00
 0.306088946E+03, 0.972002010E+00, 0.193193689E+00
 0.307248227E+03, 0.972219807E+00, 0.194771646E+00
 0.308407508E+03, 0.972435872E+00, 0.196354869E+00
 0.309566788E+03, 0.972650223E+00, 0.197943327E+00
 0.310726069E+03, 0.972862874E+00, 0.199536991E+00
 0.311885350E+03, 0.973073843E+00, 0.201135829E+00
 0.313044631E+03, 0.973283145E+00, 0.202739810E+00
 0.314203912E+03, 0.973490795E+00, 0.204348904E+00
 0.315363193E+03, 0.973696809E+00, 0.205963078E+00
 0.316522473E+03, 0.973901202E+00, 0.207582302E+00
 0.317681754E+03, 0.974103989E+00, 0.209206544E+00
 0.318841035E+03, 0.974305186E+00, 0.210835771E+00
 0.320000316E+03, 0.974504805E+00, 0.212469952E+00
 0.321159597E+03, 0.974702862E+00, 0.214109054E+00
 0.322318878E+03, 0.974899372E+00, 0.215753044E+00
 0.323478159E+03, 0.975094348E+00, 0.217401891E+00
 0.324637439E+03, 0.975287804E+00, 0.219055561E+00
 0.325796720E+03, 0.975479754E+00, 0.220714021E+00
 0.326956001E+03, 0.975670211E+00, 0.222377238E+00
 0.328115282E+03, 0.975859190E+00, 0.224045178E+00
 0.329274563E+03, 0.976046702E+00, 0.225717808E+00
 0.330433844E+03, 0.976232762E+00, 0.227395094E+00
 0.331593124E+03, 0.976417381E+00, 0.229077002E+00
 0.332752405E+03, 0.976600574E+00, 0.230763498E+00
 0.333911686E+03, 0.976782353E+00, 0.232454548E+00
 0.335070967E+03, 0.976962729E+00, 0.234150117E+00
 0.336230248E+03, 0.977141716E+00, 0.235850170E+00
 0.337389529E+03, 0.977319325E+00, 0.237554673E+00
 0.338548810E+03, 0.977495569E+00, 0.239263591E+00
 0.339708090E+03, 0.977670460E+00, 0.240976889E+00
 0.340867371E+03, 0.977844008E+00, 0.242694531E+00
 0.342026652E+03, 0.978016227E+00, 0.244416482E+00
 0.343185933E+03, 0.978187127E+00, 0.246142706E+00
 0.344345214E+03, 0.978356720E+00, 0.247873168E+00
 0.345504495E+03, 0.978525017E+00, 0.249607831E+00
 0.346663776E+03, 0.978692029E+00, 0.251346660E+00
 0.347823056E+03, 0.978857767E+00, 0.253089618E+00
 0.348982337E+03, 0.979022242E+00, 0.254836670E+00
 0.350141618E+03, 0.979185465E+00, 0.256587777E+00
 0.351300899E+03, 0.979347446E+00, 0.258342905E+00
 0.352460180E+03, 0.979508195E+00, 0.260102016E+00
 0.353619461E+03, 0.979667724E+00, 0.261865073E+00
 0.354778741E+03, 0.979826043E+00, 0.263632038E+00
 0.355938022E+03, 0.979983161E+00, 0.265402876E+00
 0.357097303E+03, 0.980139089E+00, 0.267177548E+00
 0.358256584E+03, 0.980293836E+00, 0.268956018E+00
 0.359415865E+03, 0.980447413E+00, 0.270738246E+00
 0.360575146E+03, 0.980599829E+00, 0.272524197E+00
 0.361734427E+03, 0.980751094E+00, 0.274313831E+00
 0.362893707E+03, 0.980901217E+00, 0.276107111E+00
 0.364052988E+03, 0.981050208E+00, 0.277903999E+00
 0.365212269E+03, 0.981198075E+00, 0.279704456E+00
 0.366371550E+03, 0.981344829E+00, 0.281508445E+00
 0.367530831E+03, 0.981490478E+00, 0.283315926E+00
 0.368690112E+03, 0.981635032E+00, 0.285126862E+00
 0.369849392E+03, 0.981778499E+00, 0.286941213E+00
 0.371008673E+03, 0.981920887E+00, 0.288758940E+00
 0.372167954E+03, 0.982062207E+00, 0.290580005E+00
 0.373327235E+03, 0.982202466E+00, 0.292404369E+00
 0.374486516E+03, 0.982341673E+00, 0.294231993E+00
 0.375645797E+03, 0.982479837E+00, 0.296062837E+00
 0.376805078E+03, 0.982616965E+00, 0.297896862E+00
 0.377964358E+03, 0.982753067E+00, 0.299734029E+00
 0.379123639E+03, 0.982888150E+00, 0.301574298E+00
 0.380282920E+03, 0.983022223E+00, 0.303417629E+00
 0.381442201E+03, 0.983155293E+00, 0.305263983E+00
 0.382601482E+03, 0.983287368E+00, 0.307113321E+00
 0.383760763E+03, 0.983418457E+00, 0.308965601E+00
 0.384920044E+03, 0.983548567E+00, 0.310820785E+00
 0.386079324E+03, 0.983677706E+00, 0.312678831E+00
 0.387238605E+03, 0.983805882E+00, 0.314539701E+00
 0.388397886E+03, 0.983933102E+00, 0.316403353E+00
 0.389557167E+03, 0.984059373E+00, 0.318269748E+00
 0.390716448E+03, 0.984184703E+00, 0.320138845E+00
 0.391875729E+03, 0.984309100E+00, 0.322010603E+00
 0.393035009E+03, 0.984432571E+00, 0.323884983E+00
 0.394194290E+03, 0.984555122E+00, 0.325761943E+00
 0.395353571E+03, 0.984676762E+00, 0.327641443E+00
 0.396512852E+03, 0.984797497E+00, 0.329523442E+00
 0.397672133E+03, 0.984917333E+00, 0.331407899E+00
 0.398831414E+03, 0.985036279E+00, 0.333294774E+00
 0.399990695E+03, 0.985154341E+00, 0.335184026E+00
 0.401149975E+03, 0.985271526E+00, 0.337075613E+00
 0.402309256E+03, 0.985387840E+00, 0.338969495E+00
 0.403468537E+03, 0.985503290E+00, 0.340865630E+00
 0.404627818E+03, 0.985617883E+00, 0.342763978E+00
 0.405787099E+03, 0.985731625E+00, 0.344664497E+00
 0.406946380E+03, 0.985844523E+00, 0.346567146E+00
 0.408105660E+03, 0.985956583E+00, 0.348471884E+00
 0.409264941E+03, 0.986067812E+00, 0.350378669E+00
 0.410424222E+03, 0.986178216E+00, 0.352287460E+00
 0.411583503E+03, 0.986287800E+00, 0.354198217E+00
 0.412742784E+03, 0.986396573E+00, 0.356110896E+00
 0.413902065E+03, 0.986504538E+00, 0.358025457E+00
 0.415061346E+03, 0.986611704E+00, 0.359941859E+00
 0.416220626E+03, 0.986718075E+00, 0.361860059E+00
 0.417379907E+03, 0.986823657E+00, 0.363780017E+00
 0.418539188E+03, 0.986928457E+00, 0.365701691E+00
 0.419698469E+03, 0.987032480E+00, 0.367625038E+00
 0.420857750E+03, 0.987135733E+00, 0.369550018E+00
 0.422017031E+03, 0.987238220E+00, 0.371476589E+00
 0.423176312E+03, 0.987339948E+00, 0.373404709E+00
 0.424335592E+03, 0.987440923E+00, 0.375334337E+00
 0.425494873E+03, 0.987541149E+00, 0.377265430E+00
 0.426654154E+03, 0.987640632E+00, 0.379197948E+00
 0.427813435E+03, 0.987739379E+00, 0.381131848E+00
 0.428972716E+03, 0.987837394E+00, 0.383067089E+00
 0.430131997E+03, 0.987934683E+00, 0.385003629E+00
 0.431291277E+03, 0.988031251E+00, 0.386941426E+00
 0.432450558E+03, 0.988127103E+00, 0.388880439E+00
 0.433609839E+03, 0.988222246E+00, 0.390820625E+00
 0.434769120E+03, 0.988316683E+00, 0.392761944E+00
 0.435928401E+03, 0.988410420E+00, 0.394704353E+00
 0.437087682E+03, 0.988503463E+00, 0.396647811E+00
 0.438246963E+03, 0.988595816E+00, 0.398592276E+00
 0.439406243E+03, 0.988687485E+00, 0.400537706E+00
 0.440565524E+03, 0.988778474E+00, 0.402484060E+00
 0.441724805E+03, 0.988868789E+00, 0.404431296E+00
 0.442884086E+03, 0.988958434E+00, 0.406379373E+00
 0.444043367E+03, 0.989047414E+00, 0.408328248E+00
 0.445202648E+03, 0.989135734E+00, 0.410277881E+00
 0.446361929E+03, 0.989223399E+00, 0.412228229E+00
 0.447521209E+03, 0.989310414E+00, 0.414179251E+00
 0.448680490E+03, 0.989396783E+00, 0.416130906E+00
 0.449839771E+03, 0.989482511E+00, 0.418083152E+00
 0.450999052E+03, 0.989567603E+00, 0.420035947E+00
 0.452158333E+03, 0.989652062E+00, 0.421989251E+00
 0.453317614E+03, 0.989735895E+00, 0.423943021E+00
 0.454476894E+03, 0.989819105E+00, 0.425897218E+00
 0.455636175E+03, 0.989901697E+00, 0.427851798E+00
 0.456795456E+03, 0.989983676E+00, 0.429806721E+00
 0.457954737E+03, 0.990065045E+00, 0.431761946E+00
 0.459114018E+03, 0.990145809E+00, 0.433717432E+00
 0.460273299E+03, 0.990225972E+00, 0.435673137E+00
 0.461432580E+03, 0.990305539E+00, 0.437629021E+00
 0.462591860E+03, 0.990384515E+00, 0.439585041E+00
 0.463751141E+03, 0.990462902E+00, 0.441541159E+00
 0.464910422E+03, 0.990540706E+00, 0.443497331E+00
 0.466069703E+03, 0.990617931E+00, 0.445453519E+00
 0.467228984E+03, 0.990694580E+00, 0.447409680E+00
 0.468388265E+03, 0.990770658E+00, 0.449365775E+00
 0.469547545E+03, 0.990846170E+00, 0.451321762E+00
 0.470706826E+03, 0.990921118E+00, 0.453277600E+00
 0.471866107E+03, 0.990995507E+00, 0.455233251E+00
 0.473025388E+03, 0.991069341E+00, 0.457188672E+00
 0.474184669E+03, 0.991142624E+00, 0.459143823E+00
 0.475343950E+03, 0.991215360E+00, 0.461098665E+00
 0.476503231E+03, 0.991287553E+00, 0.463053157E+00
 0.477662511E+03, 0.991359207E+00, 0.465007259E+00
 0.478821792E+03, 0.991430324E+00, 0.466960930E+00
 0.479981073E+03, 0.991500910E+00, 0.468914132E+00
 0.481140354E+03, 0.991570968E+00, 0.470866823E+00
 0.482299635E+03, 0.991640502E+00, 0.472818964E+00
 0.483458916E+03, 0.991709515E+00, 0.474770515E+00
 0.484618197E+03, 0.991778012E+00, 0.476721437E+00
 0.485777477E+03, 0.991845995E+00, 0.478671690E+00
 0.486936758E+03, 0.991913468E+00, 0.480621235E+00
 0.488096039E+03, 0.991980436E+00, 0.482570031E+00
 0.489255320E+03, 0.992046901E+00, 0.484518041E+00
 0.490414601E+03, 0.992112867E+00, 0.486465225E+00
 0.491573882E+03, 0.992178337E+00, 0.488411543E+00
 0.492733162E+03, 0.992243316E+00, 0.490356957E+00
 0.493892443E+03, 0.992307807E+00, 0.492301428E+00
 0.495051724E+03, 0.992371812E+00, 0.494244916E+00
 0.496211005E+03, 0.992435336E+00, 0.496187384E+00
 0.497370286E+03, 0.992498382E+00, 0.498128793E+00
 0.498529567E+03, 0.992560953E+00, 0.500069105E+00
 0.499688848E+03, 0.992623052E+00, 0.502008280E+00
 0.500848128E+03, 0.992684683E+00, 0.503946281E+00
 0.502007409E+03, 0.992745849E+00, 0.505883070E+00
 0.503166690E+03, 0.992806554E+00, 0.507818609E+00
 0.504325971E+03, 0.992866800E+00, 0.509752860E+00
 0.505485252E+03, 0.992926592E+00, 0.511685785E+00
 0.506644533E+03, 0.992985931E+00, 0.513617346E+00
 0.507803813E+03, 0.993044821E+00, 0.515547506E+00
 0.508963094E+03, 0.993103266E+00, 0.517476228E+00
 0.510122375E+03, 0.993161268E+00, 0.519403474E+00
 0.511281656E+03, 0.993218831E+00, 0.521329208E+00
 0.512440937E+03, 0.993275957E+00, 0.523253392E+00
 0.513600218E+03, 0.993332650E+00, 0.525175989E+00
 0.514759499E+03, 0.993388913E+00, 0.527096963E+00
 0.515918779E+03, 0.993444749E+00, 0.529016277E+00
 0.517078060E+03, 0.993500160E+00, 0.530933894E+00
 0.518237341E+03, 0.993555150E+00, 0.532849779E+00
 0.519396622E+03, 0.993609721E+00, 0.534763895E+00
 0.520555903E+03, 0.993663878E+00, 0.536676207E+00
 0.521715184E+03, 0.993717621E+00, 0.538586677E+00
 0.522874465E+03, 0.993770955E+00, 0.540495271E+00
 0.524033745E+03, 0.993823882E+00, 0.542401953E+00
 0.525193026E+03, 0.993876406E+00, 0.544306687E+00
 0.526352307E+03, 0.993928528E+00, 0.546209439E+00
 0.527511588E+03, 0.993980252E+00, 0.548110172E+00
 0.528670869E+03, 0.994031580E+00, 0.550008853E+00
 0.529830150E+03, 0.994082516E+00, 0.551905445E+00
 0.530989430E+03, 0.994133061E+00, 0.553799915E+00
 0.532148711E+03, 0.994183220E+00, 0.555692228E+00
 0.533307992E+03, 0.994232993E+00, 0.557582350E+00
 0.534467273E+03, 0.994282385E+00, 0.559470245E+00
 0.535626554E+03, 0.994331398E+00, 0.561355881E+00
 0.536785835E+03, 0.994380034E+00, 0.563239224E+00
 0.537945116E+03, 0.994428296E+00, 0.565120238E+00
 0.539104396E+03, 0.994476187E+00, 0.566998892E+00
 0.540263677E+03, 0.994523709E+00, 0.568875152E+00
 0.541422958E+03, 0.994570865E+00, 0.570748984E+00
 0.542582239E+03, 0.994617657E+00, 0.572620355E+00
 0.543741520E+03, 0.994664088E+00, 0.574489233E+00
 0.544900801E+03, 0.994710161E+00, 0.576355584E+00
