D_USER,USER,D_LOGNORMAL,LOGNORMAL,D_ROSIN-RAMMLER-LOGNORMAL,ROSIN-RAMMLER-LOGNORMAL,D_ROSIN-RAMMLER,ROSIN-RAMMLER,D_USER_D30,USER_D30,D_LOGNORMAL_D30,LOGNORMAL_D30,D_ROSIN-RAMMLER-LOGNORMAL_D30,ROSIN-RAMMLER-LOGNORMAL_D30,D_ROSIN-RAMMLER_D30,ROSIN-RAMMLER_D30
 3.4100000E+003, 1.0000000E+000, 3.4100000E+003, 1.0000000E+000, 3.4100000E+003, 1.0000000E+000, 3.4100000E+003, 1.0000000E+000, 3.4100000E+003, 1.0000000E+000, 3.4100000E+003, 1.0000000E+000, 3.4100000E+003, 1.0000000E+000, 3.4100000E+003, 1.0000000E+000
 3.4300000E+003, 1.0000000E+000, 3.4300000E+003, 1.0000000E+000, 3.4300000E+003, 1.0000000E+000, 3.4300000E+003, 1.0000000E+000, 3.4300000E+003, 1.0000000E+000, 3.4300000E+003, 1.0000000E+000, 3.4300000E+003, 1.0000000E+000, 3.4300000E+003, 1.0000000E+000
 3.4500000E+003, 1.0000000E+000, 3.4500000E+003, 1.0000000E+000, 3.4500000E+003, 1.0000000E+000, 3.4500000E+003, 1.0000000E+000, 3.4500000E+003, 1.0000000E+000, 3.4500000E+003, 1.0000000E+000, 3.4500000E+003, 1.0000000E+000, 3.4500000E+003, 1.0000000E+000
 3.4700000E+003, 1.0000000E+000, 3.4700000E+003, 1.0000000E+000, 3.4700000E+003, 1.0000000E+000, 3.4700000E+003, 1.0000000E+000, 3.4700000E+003, 1.0000000E+000, 3.4700000E+003, 1.0000000E+000, 3.4700000E+003, 1.0000000E+000, 3.4700000E+003, 1.0000000E+000
 3.4900000E+003, 1.0000000E+000, 3.4900000E+003, 1.0000000E+000, 3.4900000E+003, 1.0000000E+000, 3.4900000E+003, 1.0000000E+000, 3.4900000E+003, 1.0000000E+000, 3.4900000E+003, 1.0000000E+000, 3.4900000E+003, 1.0000000E+000, 3.4900000E+003, 1.0000000E+000
 3.5100000E+003, 1.0000000E+000, 3.5100000E+003, 1.0000000E+000, 3.5100000E+003, 1.0000000E+000, 3.5100000E+003, 1.0000000E+000, 3.5100000E+003, 1.0000000E+000, 3.5100000E+003, 1.0000000E+000, 3.5100000E+003, 1.0000000E+000, 3.5100000E+003, 1.0000000E+000
 3.5300000E+003, 1.0000000E+000, 3.5300000E+003, 1.0000000E+000, 3.5300000E+003, 1.0000000E+000, 3.5300000E+003, 1.0000000E+000, 3.5300000E+003, 1.0000000E+000, 3.5300000E+003, 1.0000000E+000, 3.5300000E+003, 1.0000000E+000, 3.5300000E+003, 1.0000000E+000
 3.5500000E+003, 1.0000000E+000, 3.5500000E+003, 1.0000000E+000, 3.5500000E+003, 1.0000000E+000, 3.5500000E+003, 1.0000000E+000, 3.5500000E+003, 1.0000000E+000, 3.5500000E+003, 1.0000000E+000, 3.5500000E+003, 1.0000000E+000, 3.5500000E+003, 1.0000000E+000
 3.5700000E+003, 1.0000000E+000, 3.5700000E+003, 1.0000000E+000, 3.5700000E+003, 1.0000000E+000, 3.5700000E+003, 1.0000000E+000, 3.5700000E+003, 1.0000000E+000, 3.5700000E+003, 1.0000000E+000, 3.5700000E+003, 1.0000000E+000, 3.5700000E+003, 1.0000000E+000
 3.5900000E+003, 1.0000000E+000, 3.5900000E+003, 1.0000000E+000, 3.5900000E+003, 1.0000000E+000, 3.5900000E+003, 1.0000000E+000, 3.5900000E+003, 1.0000000E+000, 3.5900000E+003, 1.0000000E+000, 3.5900000E+003, 1.0000000E+000, 3.5900000E+003, 1.0000000E+000
 3.6100000E+003, 1.0000000E+000, 3.6100000E+003, 1.0000000E+000, 3.6100000E+003, 1.0000000E+000, 3.6100000E+003, 1.0000000E+000, 3.6100000E+003, 1.0000000E+000, 3.6100000E+003, 1.0000000E+000, 3.6100000E+003, 1.0000000E+000, 3.6100000E+003, 1.0000000E+000
 3.6300000E+003, 1.0000000E+000, 3.6300000E+003, 1.0000000E+000, 3.6300000E+003, 1.0000000E+000, 3.6300000E+003, 1.0000000E+000, 3.6300000E+003, 1.0000000E+000, 3.6300000E+003, 1.0000000E+000, 3.6300000E+003, 1.0000000E+000, 3.6300000E+003, 1.0000000E+000
 3.6500000E+003, 1.0000000E+000, 3.6500000E+003, 1.0000000E+000, 3.6500000E+003, 1.0000000E+000, 3.6500000E+003, 1.0000000E+000, 3.6500000E+003, 1.0000000E+000, 3.6500000E+003, 1.0000000E+000, 3.6500000E+003, 1.0000000E+000, 3.6500000E+003, 1.0000000E+000
 3.6700000E+003, 1.0000000E+000, 3.6700000E+003, 1.0000000E+000, 3.6700000E+003, 1.0000000E+000, 3.6700000E+003, 1.0000000E+000, 3.6700000E+003, 1.0000000E+000, 3.6700000E+003, 1.0000000E+000, 3.6700000E+003, 1.0000000E+000, 3.6700000E+003, 1.0000000E+000
 3.6900000E+003, 1.0000000E+000, 3.6900000E+003, 1.0000000E+000, 3.6900000E+003, 1.0000000E+000, 3.6900000E+003, 1.0000000E+000, 3.6900000E+003, 1.0000000E+000, 3.6900000E+003, 1.0000000E+000, 3.6900000E+003, 1.0000000E+000, 3.6900000E+003, 1.0000000E+000
 3.7100000E+003, 1.0000000E+000, 3.7100000E+003, 1.0000000E+000, 3.7100000E+003, 1.0000000E+000, 3.7100000E+003, 1.0000000E+000, 3.7100000E+003, 1.0000000E+000, 3.7100000E+003, 1.0000000E+000, 3.7100000E+003, 1.0000000E+000, 3.7100000E+003, 1.0000000E+000
 3.7300000E+003, 1.0000000E+000, 3.7300000E+003, 1.0000000E+000, 3.7300000E+003, 1.0000000E+000, 3.7300000E+003, 1.0000000E+000, 3.7300000E+003, 1.0000000E+000, 3.7300000E+003, 1.0000000E+000, 3.7300000E+003, 1.0000000E+000, 3.7300000E+003, 1.0000000E+000
 3.7500000E+003, 1.0000000E+000, 3.7500000E+003, 1.0000000E+000, 3.7500000E+003, 1.0000000E+000, 3.7500000E+003, 1.0000000E+000, 3.7500000E+003, 1.0000000E+000, 3.7500000E+003, 1.0000000E+000, 3.7500000E+003, 1.0000000E+000, 3.7500000E+003, 1.0000000E+000
 3.7700000E+003, 1.0000000E+000, 3.7700000E+003, 1.0000000E+000, 3.7700000E+003, 1.0000000E+000, 3.7700000E+003, 1.0000000E+000, 3.7700000E+003, 1.0000000E+000, 3.7700000E+003, 1.0000000E+000, 3.7700000E+003, 1.0000000E+000, 3.7700000E+003, 1.0000000E+000
 3.7900000E+003, 1.0000000E+000, 3.7900000E+003, 1.0000000E+000, 3.7900000E+003, 1.0000000E+000, 3.7900000E+003, 1.0000000E+000, 3.7900000E+003, 1.0000000E+000, 3.7900000E+003, 1.0000000E+000, 3.7900000E+003, 1.0000000E+000, 3.7900000E+003, 1.0000000E+000
 3.8100000E+003, 1.0000000E+000, 3.8100000E+003, 1.0000000E+000, 3.8100000E+003, 1.0000000E+000, 3.8100000E+003, 1.0000000E+000, 3.8100000E+003, 1.0000000E+000, 3.8100000E+003, 1.0000000E+000, 3.8100000E+003, 1.0000000E+000, 3.8100000E+003, 1.0000000E+000
 3.8300000E+003, 1.0000000E+000, 3.8300000E+003, 1.0000000E+000, 3.8300000E+003, 1.0000000E+000, 3.8300000E+003, 1.0000000E+000, 3.8300000E+003, 1.0000000E+000, 3.8300000E+003, 1.0000000E+000, 3.8300000E+003, 1.0000000E+000, 3.8300000E+003, 1.0000000E+000
 3.8500000E+003, 1.0000000E+000, 3.8500000E+003, 1.0000000E+000, 3.8500000E+003, 1.0000000E+000, 3.8500000E+003, 1.0000000E+000, 3.8500000E+003, 1.0000000E+000, 3.8500000E+003, 1.0000000E+000, 3.8500000E+003, 1.0000000E+000, 3.8500000E+003, 1.0000000E+000
 3.8700000E+003, 1.0000000E+000, 3.8700000E+003, 1.0000000E+000, 3.8700000E+003, 1.0000000E+000, 3.8700000E+003, 1.0000000E+000, 3.8700000E+003, 1.0000000E+000, 3.8700000E+003, 1.0000000E+000, 3.8700000E+003, 1.0000000E+000, 3.8700000E+003, 1.0000000E+000
 3.8900000E+003, 1.0000000E+000, 3.8900000E+003, 1.0000000E+000, 3.8900000E+003, 1.0000000E+000, 3.8900000E+003, 1.0000000E+000, 3.8900000E+003, 1.0000000E+000, 3.8900000E+003, 1.0000000E+000, 3.8900000E+003, 1.0000000E+000, 3.8900000E+003, 1.0000000E+000
 3.9100000E+003, 1.0000000E+000, 3.9100000E+003, 1.0000000E+000, 3.9100000E+003, 1.0000000E+000, 3.9100000E+003, 1.0000000E+000, 3.9100000E+003, 1.0000000E+000, 3.9100000E+003, 1.0000000E+000, 3.9100000E+003, 1.0000000E+000, 3.9100000E+003, 1.0000000E+000
 3.9300000E+003, 1.0000000E+000, 3.9300000E+003, 1.0000000E+000, 3.9300000E+003, 1.0000000E+000, 3.9300000E+003, 1.0000000E+000, 3.9300000E+003, 1.0000000E+000, 3.9300000E+003, 1.0000000E+000, 3.9300000E+003, 1.0000000E+000, 3.9300000E+003, 1.0000000E+000
 3.9500000E+003, 1.0000000E+000, 3.9500000E+003, 1.0000000E+000, 3.9500000E+003, 1.0000000E+000, 3.9500000E+003, 1.0000000E+000, 3.9500000E+003, 1.0000000E+000, 3.9500000E+003, 1.0000000E+000, 3.9500000E+003, 1.0000000E+000, 3.9500000E+003, 1.0000000E+000
 3.9700000E+003, 1.0000000E+000, 3.9700000E+003, 1.0000000E+000, 3.9700000E+003, 1.0000000E+000, 3.9700000E+003, 1.0000000E+000, 3.9700000E+003, 1.0000000E+000, 3.9700000E+003, 1.0000000E+000, 3.9700000E+003, 1.0000000E+000, 3.9700000E+003, 1.0000000E+000
 3.9900000E+003, 1.0000000E+000, 3.9900000E+003, 1.0000000E+000, 3.9900000E+003, 1.0000000E+000, 3.9900000E+003, 1.0000000E+000, 3.9900000E+003, 1.0000000E+000, 3.9900000E+003, 1.0000000E+000, 3.9900000E+003, 1.0000000E+000, 3.9900000E+003, 1.0000000E+000
