 Time,Duct 1,Duct 2,Duct 3,Duct 4,Duct 5,Duct 56,Duct 6,Duct 7
 22.7606773 , 716.265625 , 441.281250 , 441.281250 , 274.992188 , 121.273438 , 730.789063 , 32.1953125 , 312.859375
 22.9638977 , 716.320312 , 441.296875 , 441.296875 , 275.031250 , 121.289062 , 730.812500 , 32.2031250 , 312.906250
 23.1671181 , 716.281250 , 441.289062 , 441.289062 , 275.000000 , 121.289062 , 730.796875 , 32.1953125 , 312.867188
 23.3703384 , 716.273438 , 441.281250 , 441.281250 , 275.000000 , 121.281250 , 730.781250 , 32.2031250 , 312.867188
 23.5735588 , 716.312500 , 441.296875 , 441.296875 , 275.023438 , 121.296875 , 730.804688 , 32.2031250 , 312.898438
 23.7767792 , 716.335938 , 441.312500 , 441.312500 , 275.031250 , 121.289062 , 730.820313 , 32.2109375 , 312.906250
 23.9799995 , 716.273438 , 441.289062 , 441.289062 , 274.992188 , 121.281250 , 730.796875 , 32.1953125 , 312.859375
 24.1832199 , 716.312500 , 441.296875 , 441.296875 , 275.023438 , 121.289062 , 730.812500 , 32.2031250 , 312.890625
 24.3864403 , 716.320312 , 441.312500 , 441.312500 , 275.015625 , 121.289062 , 730.828125 , 32.2031250 , 312.898438
 24.5896606 , 716.281250 , 441.289062 , 441.289062 , 275.000000 , 121.281250 , 730.804688 , 32.1953125 , 312.859375
 24.7928810 , 716.265625 , 441.281250 , 441.281250 , 274.992188 , 121.273438 , 730.789063 , 32.1953125 , 312.859375
 24.9961014 , 716.320312 , 441.296875 , 441.296875 , 275.031250 , 121.289062 , 730.812500 , 32.2031250 , 312.906250
 25.1993217 , 716.281250 , 441.289062 , 441.289062 , 275.000000 , 121.289062 , 730.796875 , 32.1953125 , 312.867188
 25.4025421 , 716.273438 , 441.281250 , 441.281250 , 275.000000 , 121.281250 , 730.781250 , 32.2031250 , 312.867188
 25.6057625 , 716.312500 , 441.296875 , 441.296875 , 275.023438 , 121.296875 , 730.804688 , 32.2031250 , 312.898438
 25.8089828 , 716.335938 , 441.312500 , 441.312500 , 275.031250 , 121.289062 , 730.820313 , 32.2109375 , 312.906250
 26.0122032 , 716.273438 , 441.289062 , 441.289062 , 274.992188 , 121.281250 , 730.796875 , 32.1953125 , 312.859375
 26.2154236 , 716.312500 , 441.296875 , 441.296875 , 275.023438 , 121.289062 , 730.812500 , 32.2031250 , 312.890625
 26.4186440 , 716.320312 , 441.312500 , 441.312500 , 275.015625 , 121.289062 , 730.828125 , 32.2031250 , 312.898438
 26.6218643 , 716.281250 , 441.289062 , 441.289062 , 275.000000 , 121.281250 , 730.804688 , 32.1953125 , 312.859375
 26.8250847 , 716.265625 , 441.281250 , 441.281250 , 274.992188 , 121.273438 , 730.789063 , 32.1953125 , 312.859375
 27.0283051 , 716.320312 , 441.296875 , 441.296875 , 275.031250 , 121.289062 , 730.812500 , 32.2031250 , 312.906250
 27.2315254 , 716.281250 , 441.289062 , 441.289062 , 275.000000 , 121.289062 , 730.789063 , 32.2031250 , 312.867188
 27.4347458 , 716.273438 , 441.281250 , 441.281250 , 275.000000 , 121.281250 , 730.781250 , 32.1953125 , 312.867188
 27.6379662 , 716.312500 , 441.296875 , 441.296875 , 275.023438 , 121.296875 , 730.804688 , 32.2031250 , 312.898438
 27.8411865 , 716.335938 , 441.312500 , 441.312500 , 275.031250 , 121.289062 , 730.820313 , 32.2109375 , 312.906250
 28.0444069 , 716.273438 , 441.289062 , 441.289062 , 274.992188 , 121.281250 , 730.796875 , 32.1953125 , 312.859375
 28.2476273 , 716.312500 , 441.296875 , 441.296875 , 275.023438 , 121.289062 , 730.812500 , 32.2031250 , 312.890625
 28.4508476 , 716.320312 , 441.312500 , 441.312500 , 275.015625 , 121.289062 , 730.828125 , 32.2031250 , 312.898438
 28.6540680 , 716.281250 , 441.289062 , 441.289062 , 275.000000 , 121.281250 , 730.804688 , 32.1953125 , 312.859375
 28.8572884 , 716.265625 , 441.273438 , 441.273438 , 275.000000 , 121.273438 , 730.789063 , 32.1953125 , 312.851562
 29.0605087 , 716.320312 , 441.296875 , 441.296875 , 275.031250 , 121.289062 , 730.812500 , 32.2031250 , 312.906250
 29.2637291 , 716.281250 , 441.289062 , 441.289062 , 275.000000 , 121.289062 , 730.796875 , 32.1953125 , 312.867188
 29.4669495 , 716.273438 , 441.281250 , 441.281250 , 275.000000 , 121.281250 , 730.781250 , 32.1953125 , 312.859375
 29.6701698 , 716.312500 , 441.296875 , 441.296875 , 275.023438 , 121.296875 , 730.804688 , 32.2031250 , 312.898438
 29.8733902 , 716.335938 , 441.312500 , 441.312500 , 275.031250 , 121.289062 , 730.828125 , 32.2031250 , 312.906250
 30.0766106 , 716.273438 , 441.289062 , 441.289062 , 274.992188 , 121.281250 , 730.796875 , 32.1953125 , 312.851562
