 Time,Duct 1,Duct 2,Duct 3,Duct 4,Duct 5,Duct 56,Duct 6,Duct 7
 6.09661007 , 716.289062 , 441.273438 , 441.281250 , 275.007813 , 121.281250 , 730.789063 , 32.1953125 , 312.875000
 6.29983044 , 716.289062 , 441.281250 , 441.289062 , 275.000000 , 121.289062 , 730.789063 , 32.2031250 , 312.875000
 6.50305080 , 716.296875 , 441.281250 , 441.289062 , 275.007813 , 121.281250 , 730.796875 , 32.2031250 , 312.875000
 6.70627117 , 716.296875 , 441.281250 , 441.289062 , 275.007813 , 121.296875 , 730.789063 , 32.1953125 , 312.875000
 6.90949154 , 716.296875 , 441.281250 , 441.289062 , 275.007813 , 121.296875 , 730.789063 , 32.2031250 , 312.875000
 7.11271191 , 716.296875 , 441.281250 , 441.289062 , 275.007813 , 121.296875 , 730.789063 , 32.2031250 , 312.875000
 7.31593227 , 716.296875 , 441.281250 , 441.289062 , 275.007813 , 121.296875 , 730.789063 , 32.2031250 , 312.882812
 7.51915264 , 716.296875 , 441.281250 , 441.289062 , 275.007813 , 121.296875 , 730.796875 , 32.1953125 , 312.882812
 7.72237301 , 716.304688 , 441.281250 , 441.289062 , 275.007813 , 121.296875 , 730.796875 , 32.1953125 , 312.882812
 7.92559338 , 716.304688 , 441.281250 , 441.289062 , 275.007813 , 121.296875 , 730.796875 , 32.1953125 , 312.882812
 8.12881374 , 716.304688 , 441.281250 , 441.289062 , 275.007813 , 121.296875 , 730.796875 , 32.1953125 , 312.882812
 8.33203411 , 716.304688 , 441.281250 , 441.289062 , 275.007813 , 121.296875 , 730.796875 , 32.1953125 , 312.882812
 8.53525448 , 716.304688 , 441.281250 , 441.289062 , 275.007813 , 121.296875 , 730.796875 , 32.1953125 , 312.882812
 8.73847485 , 716.304688 , 441.281250 , 441.289062 , 275.007813 , 121.296875 , 730.796875 , 32.1953125 , 312.882812
 8.94169521 , 716.304688 , 441.281250 , 441.289062 , 275.007813 , 121.296875 , 730.796875 , 32.1953125 , 312.882812
 9.14491558 , 716.304688 , 441.281250 , 441.289062 , 275.007813 , 121.296875 , 730.796875 , 32.1953125 , 312.882812
 9.34813595 , 716.304688 , 441.281250 , 441.289062 , 275.007813 , 121.296875 , 730.796875 , 32.1953125 , 312.882812
 9.55135632 , 716.304688 , 441.281250 , 441.289062 , 275.007813 , 121.296875 , 730.796875 , 32.1953125 , 312.890625
 9.75457668 , 716.304688 , 441.281250 , 441.289062 , 275.007813 , 121.296875 , 730.796875 , 32.1953125 , 312.890625
 9.95779705 , 716.304688 , 441.281250 , 441.289062 , 275.007813 , 121.296875 , 730.796875 , 32.1953125 , 312.890625
 10.1610174 , 716.304688 , 441.281250 , 441.289062 , 275.007813 , 121.296875 , 730.796875 , 32.1953125 , 312.890625
 10.3642368 , 716.304688 , 441.281250 , 441.289062 , 275.007813 , 121.296875 , 730.796875 , 32.1953125 , 312.890625
 10.5674582 , 716.296875 , 441.289062 , 441.296875 , 275.000000 , 121.296875 , 730.796875 , 32.1953125 , 312.875000
 10.7706776 , 716.296875 , 441.289062 , 441.296875 , 275.000000 , 121.296875 , 730.796875 , 32.2031250 , 312.875000
 10.9738979 , 716.296875 , 441.289062 , 441.296875 , 275.000000 , 121.296875 , 730.796875 , 32.2031250 , 312.875000
 11.1771193 , 716.296875 , 441.289062 , 441.296875 , 275.000000 , 121.296875 , 730.796875 , 32.2031250 , 312.875000
 11.3803387 , 716.296875 , 441.289062 , 441.296875 , 275.000000 , 121.296875 , 730.796875 , 32.2031250 , 312.890625
 11.5835590 , 716.296875 , 441.289062 , 441.296875 , 275.000000 , 121.296875 , 730.796875 , 32.2031250 , 312.890625
 11.7867804 , 716.296875 , 441.289062 , 441.296875 , 275.000000 , 121.296875 , 730.796875 , 32.2031250 , 312.890625
 11.9899998 , 716.296875 , 441.289062 , 441.296875 , 275.000000 , 121.296875 , 730.796875 , 32.2031250 , 312.890625
 12.1932201 , 716.296875 , 441.289062 , 441.296875 , 275.000000 , 121.296875 , 730.796875 , 32.2031250 , 312.890625
 12.3964415 , 716.296875 , 441.289062 , 441.296875 , 275.000000 , 121.296875 , 730.796875 , 32.2031250 , 312.890625
 12.5996609 , 716.296875 , 441.289062 , 441.296875 , 275.000000 , 121.296875 , 730.796875 , 32.2031250 , 312.882812
 12.8028812 , 716.296875 , 441.289062 , 441.296875 , 275.000000 , 121.296875 , 730.796875 , 32.2031250 , 312.882812
 13.0061016 , 716.296875 , 441.281250 , 441.289062 , 275.007813 , 121.296875 , 730.796875 , 32.1953125 , 312.882812
 13.2093220 , 716.304688 , 441.281250 , 441.289062 , 275.007813 , 121.296875 , 730.796875 , 32.1953125 , 312.882812
 13.4125423 , 716.304688 , 441.281250 , 441.289062 , 275.007813 , 121.296875 , 730.796875 , 32.1953125 , 312.882812
 13.6157627 , 716.304688 , 441.281250 , 441.289062 , 275.007813 , 121.296875 , 730.796875 , 32.1953125 , 312.882812
 13.8189831 , 716.304688 , 441.281250 , 441.289062 , 275.007813 , 121.296875 , 730.796875 , 32.1953125 , 312.882812
 14.0222034 , 716.304688 , 441.281250 , 441.289062 , 275.007813 , 121.296875 , 730.796875 , 32.1953125 , 312.882812
 14.2254238 , 716.304688 , 441.281250 , 441.289062 , 275.007813 , 121.296875 , 730.796875 , 32.1953125 , 312.882812
 14.4286442 , 716.304688 , 441.281250 , 441.289062 , 275.007813 , 121.296875 , 730.796875 , 32.1953125 , 312.882812
 14.6318636 , 716.304688 , 441.281250 , 441.289062 , 275.007813 , 121.296875 , 730.796875 , 32.1953125 , 312.882812
 14.8350849 , 716.304688 , 441.281250 , 441.289062 , 275.007813 , 121.296875 , 730.796875 , 32.1953125 , 312.882812
 15.0383053 , 716.304688 , 441.289062 , 441.289062 , 275.007813 , 121.296875 , 730.796875 , 32.1953125 , 312.882812
 15.2415257 , 716.304688 , 441.289062 , 441.289062 , 275.007813 , 121.296875 , 730.796875 , 32.1953125 , 312.882812
 15.4447460 , 716.304688 , 441.289062 , 441.289062 , 275.007813 , 121.296875 , 730.796875 , 32.1953125 , 312.882812
 15.6479664 , 716.304688 , 441.289062 , 441.289062 , 275.007813 , 121.296875 , 730.796875 , 32.1953125 , 312.882812
 15.8511868 , 716.304688 , 441.289062 , 441.289062 , 275.007813 , 121.296875 , 730.796875 , 32.1953125 , 312.882812
 16.0544071 , 716.304688 , 441.289062 , 441.289062 , 275.007813 , 121.296875 , 730.796875 , 32.1953125 , 312.882812
 16.2576275 , 716.304688 , 441.289062 , 441.289062 , 275.007813 , 121.296875 , 730.796875 , 32.1953125 , 312.882812
 16.4608479 , 716.304688 , 441.289062 , 441.289062 , 275.007813 , 121.296875 , 730.796875 , 32.1953125 , 312.882812
 16.6640682 , 716.304688 , 441.289062 , 441.289062 , 275.007813 , 121.296875 , 730.796875 , 32.1953125 , 312.882812
 16.8672886 , 716.304688 , 441.289062 , 441.289062 , 275.007813 , 121.296875 , 730.796875 , 32.1953125 , 312.882812
 17.0705090 , 716.296875 , 441.289062 , 441.289062 , 275.007813 , 121.296875 , 730.796875 , 32.1953125 , 312.882812
 17.2737293 , 716.296875 , 441.289062 , 441.289062 , 275.007813 , 121.296875 , 730.796875 , 32.2031250 , 312.882812
 17.4769497 , 716.296875 , 441.289062 , 441.289062 , 275.007813 , 121.296875 , 730.796875 , 32.2031250 , 312.882812
 17.6801701 , 716.296875 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.796875 , 32.2031250 , 312.882812
 17.8833904 , 716.296875 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.796875 , 32.2031250 , 312.882812
 18.0866108 , 716.296875 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.796875 , 32.2031250 , 312.882812
 18.2898312 , 716.296875 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.796875 , 32.2031250 , 312.882812
 18.4930515 , 716.296875 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.796875 , 32.2031250 , 312.882812
 18.6962719 , 716.296875 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.796875 , 32.2031250 , 312.882812
 18.8994923 , 716.296875 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.796875 , 32.2031250 , 312.882812
 19.1027126 , 716.296875 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.796875 , 32.2031250 , 312.882812
 19.3059311 , 716.296875 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.796875 , 32.2031250 , 312.882812
 19.5091534 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.796875 , 32.2031250 , 312.882812
 19.7123737 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.796875 , 32.2031250 , 312.882812
 19.9155922 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.796875 , 32.2031250 , 312.882812
 20.1188145 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.796875 , 32.2031250 , 312.882812
 20.3220348 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.796875 , 32.2031250 , 312.882812
 20.5252533 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.796875 , 32.2031250 , 312.882812
 20.7284756 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.804688 , 32.1953125 , 312.882812
 20.9316959 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.804688 , 32.1953125 , 312.882812
 21.1349144 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.804688 , 32.1953125 , 312.882812
 21.3381367 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.804688 , 32.1953125 , 312.882812
 21.5413551 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.804688 , 32.1953125 , 312.882812
 21.7445755 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.804688 , 32.1953125 , 312.882812
 21.9477978 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.804688 , 32.1953125 , 312.882812
 22.1510162 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.804688 , 32.1953125 , 312.882812
 22.3542366 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.804688 , 32.1953125 , 312.882812
 22.5574589 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.804688 , 32.1953125 , 312.882812
 22.7606773 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.804688 , 32.1953125 , 312.882812
 22.9638977 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.804688 , 32.1953125 , 312.882812
 23.1671181 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.804688 , 32.1953125 , 312.882812
 23.3703384 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.804688 , 32.1953125 , 312.882812
 23.5735588 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.804688 , 32.1953125 , 312.882812
 23.7767792 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.804688 , 32.1953125 , 312.882812
 23.9799995 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.804688 , 32.1953125 , 312.882812
 24.1832199 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.804688 , 32.1953125 , 312.882812
 24.3864403 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.804688 , 32.1953125 , 312.882812
 24.5896606 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.804688 , 32.1953125 , 312.882812
 24.7928810 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.804688 , 32.1953125 , 312.882812
 24.9961014 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.804688 , 32.1953125 , 312.882812
 25.1993217 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.804688 , 32.1953125 , 312.882812
 25.4025421 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.804688 , 32.1953125 , 312.882812
 25.6057625 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.804688 , 32.1953125 , 312.882812
 25.8089828 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.804688 , 32.1953125 , 312.882812
 26.0122032 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.804688 , 32.1953125 , 312.882812
 26.2154236 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.804688 , 32.1953125 , 312.882812
 26.4186440 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.804688 , 32.1953125 , 312.882812
 26.6218643 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.804688 , 32.1953125 , 312.882812
 26.8250847 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.804688 , 32.1953125 , 312.882812
 27.0283051 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.804688 , 32.1953125 , 312.882812
 27.2315254 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.804688 , 32.1953125 , 312.882812
 27.4347458 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.804688 , 32.1953125 , 312.882812
 27.6379662 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.804688 , 32.1953125 , 312.882812
 27.8411865 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.804688 , 32.1953125 , 312.882812
 28.0444069 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.804688 , 32.1953125 , 312.882812
 28.2476273 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.804688 , 32.1953125 , 312.882812
 28.4508476 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.804688 , 32.1953125 , 312.882812
 28.6540680 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.804688 , 32.1953125 , 312.882812
 28.8572884 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.804688 , 32.1953125 , 312.882812
 29.0605087 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.804688 , 32.1953125 , 312.882812
 29.2637291 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.804688 , 32.1953125 , 312.882812
 29.4669495 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.804688 , 32.1953125 , 312.882812
 29.6701698 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.804688 , 32.1953125 , 312.882812
 29.8733902 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.804688 , 32.1953125 , 312.882812
 30.0766106 , 716.289062 , 441.296875 , 441.296875 , 275.000000 , 121.296875 , 730.804688 , 32.1953125 , 312.882812
