Time,C3H8,O2,CO,CO2,H2O,N2,Temperature,Pressure
   2.16025,  -0.00000,   0.02275,   0.03983,   0.11802,   0.09857,   0.72083,2544.76241,384938.98924
   2.20025,  -0.00000,   0.02275,   0.03983,   0.11802,   0.09857,   0.72083,2544.76241,384938.98924
   2.24025,  -0.00000,   0.02275,   0.03983,   0.11802,   0.09857,   0.72083,2544.76241,384938.98924
   2.28025,  -0.00000,   0.02275,   0.03983,   0.11802,   0.09857,   0.72083,2544.76241,384938.98924
   2.32025,  -0.00000,   0.02275,   0.03983,   0.11802,   0.09857,   0.72083,2544.76241,384938.98924
   2.36025,  -0.00000,   0.02275,   0.03983,   0.11802,   0.09857,   0.72083,2544.76241,384938.98924
   2.40025,  -0.00000,   0.02275,   0.03983,   0.11802,   0.09857,   0.72083,2544.76241,384938.98924
   2.44025,  -0.00000,   0.02275,   0.03983,   0.11802,   0.09857,   0.72083,2544.76241,384938.98924
   2.48025,  -0.00000,   0.02275,   0.03983,   0.11802,   0.09857,   0.72083,2544.76241,384938.98924
   2.52025,  -0.00000,   0.02275,   0.03983,   0.11802,   0.09857,   0.72083,2544.76241,384938.98924
   2.56025,  -0.00000,   0.02275,   0.03983,   0.11802,   0.09857,   0.72083,2544.76241,384938.98924
   2.60025,  -0.00000,   0.02275,   0.03983,   0.11802,   0.09857,   0.72083,2544.76241,384938.98924
   2.64025,  -0.00000,   0.02275,   0.03983,   0.11802,   0.09857,   0.72083,2544.76241,384938.98924
   2.68025,  -0.00000,   0.02275,   0.03983,   0.11802,   0.09857,   0.72083,2544.76241,384938.98924
   2.72025,  -0.00000,   0.02275,   0.03983,   0.11802,   0.09857,   0.72083,2544.76241,384938.98924
   2.76025,  -0.00000,   0.02275,   0.03983,   0.11802,   0.09857,   0.72083,2544.76241,384938.98924
   2.80025,  -0.00000,   0.02275,   0.03983,   0.11802,   0.09857,   0.72083,2544.76241,384938.98924
   2.84025,  -0.00000,   0.02275,   0.03983,   0.11802,   0.09857,   0.72083,2544.76241,384938.98924
   2.88025,  -0.00000,   0.02275,   0.03983,   0.11802,   0.09857,   0.72083,2544.76241,384938.98924
   2.92025,  -0.00000,   0.02275,   0.03983,   0.11802,   0.09857,   0.72083,2544.76241,384938.98924
   2.96025,  -0.00000,   0.02275,   0.03983,   0.11802,   0.09857,   0.72083,2544.76241,384938.98924
   3.00025,  -0.00000,   0.02275,   0.03983,   0.11802,   0.09857,   0.72083,2544.76241,384938.98924
   3.04025,  -0.00000,   0.02275,   0.03983,   0.11802,   0.09857,   0.72083,2544.76241,384938.98924
   3.08025,  -0.00000,   0.02275,   0.03983,   0.11802,   0.09857,   0.72083,2544.76241,384938.98924
   3.12025,  -0.00000,   0.02275,   0.03983,   0.11802,   0.09857,   0.72083,2544.76241,384938.98924
   3.16025,  -0.00000,   0.02275,   0.03983,   0.11802,   0.09857,   0.72083,2544.76241,384938.98924
   3.20025,  -0.00000,   0.02275,   0.03983,   0.11802,   0.09857,   0.72083,2544.76241,384938.98924
   3.24025,  -0.00000,   0.02275,   0.03983,   0.11802,   0.09857,   0.72083,2544.76241,384938.98924
   3.28025,  -0.00000,   0.02275,   0.03983,   0.11802,   0.09857,   0.72083,2544.76241,384938.98924
   3.32025,  -0.00000,   0.02275,   0.03983,   0.11802,   0.09857,   0.72083,2544.76241,384938.98924
   3.36025,  -0.00000,   0.02275,   0.03983,   0.11802,   0.09857,   0.72083,2544.76241,384938.98924
   3.40025,  -0.00000,   0.02275,   0.03983,   0.11802,   0.09857,   0.72083,2544.76241,384938.98924
   3.44025,  -0.00000,   0.02275,   0.03983,   0.11802,   0.09857,   0.72083,2544.76241,384938.98924
   3.48025,  -0.00000,   0.02275,   0.03983,   0.11802,   0.09857,   0.72083,2544.76241,384938.98924
   3.52025,  -0.00000,   0.02275,   0.03983,   0.11802,   0.09857,   0.72083,2544.76241,384938.98924
   3.56025,  -0.00000,   0.02275,   0.03983,   0.11802,   0.09857,   0.72083,2544.76241,384938.98924
   3.60025,  -0.00000,   0.02275,   0.03983,   0.11802,   0.09857,   0.72083,2544.76241,384938.98924
   3.64025,  -0.00000,   0.02275,   0.03983,   0.11802,   0.09857,   0.72083,2544.76241,384938.98924
   3.68025,  -0.00000,   0.02275,   0.03983,   0.11802,   0.09857,   0.72083,2544.76241,384938.98924
   3.72025,  -0.00000,   0.02275,   0.03983,   0.11802,   0.09857,   0.72083,2544.76241,384938.98924
   3.76025,  -0.00000,   0.02275,   0.03983,   0.11802,   0.09857,   0.72083,2544.76241,384938.98924
   3.80025,  -0.00000,   0.02275,   0.03983,   0.11802,   0.09857,   0.72083,2544.76241,384938.98924
   3.84025,  -0.00000,   0.02275,   0.03983,   0.11802,   0.09857,   0.72083,2544.76241,384938.98924
   3.88025,  -0.00000,   0.02275,   0.03983,   0.11802,   0.09857,   0.72083,2544.76241,384938.98924
   3.92025,  -0.00000,   0.02275,   0.03983,   0.11802,   0.09857,   0.72083,2544.76241,384938.98924
   3.96025,  -0.00000,   0.02275,   0.03983,   0.11802,   0.09857,   0.72083,2544.76241,384938.98924
   4.00025,  -0.00000,   0.02275,   0.03983,   0.11802,   0.09857,   0.72083,2544.76241,384938.98924
