s,Pa,Pa,Pa,C,C,C,kg/m3,kg/m3,kg/m3
 3.3306689E+002, 4.9969019E+004, 4.9969019E+004, 4.9969020E+004, 5.4996836E+001, 5.4817908E+001, 5.4979781E+001, 1.5970245E+000, 1.5978957E+000, 1.5971075E+000
 3.3362030E+002, 4.9969017E+004, 4.9969017E+004, 4.9969017E+004, 5.4998695E+001, 5.4817659E+001, 5.4974922E+001, 1.5970154E+000, 1.5978969E+000, 1.5971311E+000
 3.3425275E+002, 4.9969015E+004, 4.9969015E+004, 4.9969015E+004, 5.5000467E+001, 5.4817520E+001, 5.4969784E+001, 1.5970067E+000, 1.5978976E+000, 1.5971561E+000
 3.3480615E+002, 4.9969013E+004, 4.9969013E+004, 4.9969013E+004, 5.5002152E+001, 5.4817518E+001, 5.4964420E+001, 1.5969985E+000, 1.5978976E+000, 1.5971822E+000
 3.3543860E+002, 4.9969010E+004, 4.9969010E+004, 4.9969011E+004, 5.5003743E+001, 5.4817689E+001, 5.4958872E+001, 1.5969907E+000, 1.5978967E+000, 1.5972091E+000
 3.3607104E+002, 4.9969008E+004, 4.9969008E+004, 4.9969009E+004, 5.5005337E+001, 5.4818076E+001, 5.4952822E+001, 1.5969830E+000, 1.5978948E+000, 1.5972386E+000
 3.3662445E+002, 4.9969006E+004, 4.9969006E+004, 4.9969007E+004, 5.5006734E+001, 5.4818641E+001, 5.4947090E+001, 1.5969761E+000, 1.5978920E+000, 1.5972665E+000
 3.3725693E+002, 4.9969004E+004, 4.9969004E+004, 4.9969005E+004, 5.5008035E+001, 5.4819405E+001, 5.4941370E+001, 1.5969698E+000, 1.5978883E+000, 1.5972943E+000
 3.3781030E+002, 4.9969002E+004, 4.9969002E+004, 4.9969002E+004, 5.5009245E+001, 5.4820348E+001, 5.4935727E+001, 1.5969639E+000, 1.5978837E+000, 1.5973217E+000
 3.3844278E+002, 4.9969000E+004, 4.9969000E+004, 4.9969000E+004, 5.5010367E+001, 5.4821457E+001, 5.4930233E+001, 1.5969584E+000, 1.5978782E+000, 1.5973485E+000
 3.3907523E+002, 4.9968998E+004, 4.9968998E+004, 4.9968998E+004, 5.5011476E+001, 5.4822784E+001, 5.4924596E+001, 1.5969530E+000, 1.5978718E+000, 1.5973759E+000
 3.3962863E+002, 4.9968996E+004, 4.9968996E+004, 4.9968996E+004, 5.5012445E+001, 5.4824129E+001, 5.4919570E+001, 1.5969482E+000, 1.5978652E+000, 1.5974003E+000
 3.4026108E+002, 4.9968994E+004, 4.9968994E+004, 4.9968995E+004, 5.5013352E+001, 5.4825536E+001, 5.4914843E+001, 1.5969438E+000, 1.5978583E+000, 1.5974233E+000
 3.4081448E+002, 4.9968992E+004, 4.9968992E+004, 4.9968993E+004, 5.5014210E+001, 5.4826966E+001, 5.4910422E+001, 1.5969396E+000, 1.5978513E+000, 1.5974448E+000
 3.4144693E+002, 4.9968991E+004, 4.9968990E+004, 4.9968991E+004, 5.5015024E+001, 5.4828383E+001, 5.4906327E+001, 1.5969356E+000, 1.5978444E+000, 1.5974648E+000
 3.4200034E+002, 4.9968989E+004, 4.9968989E+004, 4.9968989E+004, 5.5015800E+001, 5.4829755E+001, 5.4902533E+001, 1.5969318E+000, 1.5978377E+000, 1.5974832E+000
 3.4263278E+002, 4.9968987E+004, 4.9968987E+004, 4.9968988E+004, 5.5016534E+001, 5.4831052E+001, 5.4899029E+001, 1.5969283E+000, 1.5978314E+000, 1.5975003E+000
 3.4326523E+002, 4.9968986E+004, 4.9968985E+004, 4.9968986E+004, 5.5017269E+001, 5.4832328E+001, 5.4895563E+001, 1.5969247E+000, 1.5978251E+000, 1.5975171E+000
 3.4381863E+002, 4.9968984E+004, 4.9968984E+004, 4.9968984E+004, 5.5017903E+001, 5.4833409E+001, 5.4892524E+001, 1.5969216E+000, 1.5978198E+000, 1.5975319E+000
 3.4445108E+002, 4.9968983E+004, 4.9968982E+004, 4.9968983E+004, 5.5018474E+001, 5.4834363E+001, 5.4889649E+001, 1.5969188E+000, 1.5978152E+000, 1.5975459E+000
 3.4500449E+002, 4.9968981E+004, 4.9968981E+004, 4.9968981E+004, 5.5018982E+001, 5.4835193E+001, 5.4886887E+001, 1.5969163E+000, 1.5978111E+000, 1.5975593E+000
 3.4563696E+002, 4.9968980E+004, 4.9968980E+004, 4.9968980E+004, 5.5019424E+001, 5.4835901E+001, 5.4884201E+001, 1.5969141E+000, 1.5978077E+000, 1.5975724E+000
 3.4626941E+002, 4.9968979E+004, 4.9968978E+004, 4.9968979E+004, 5.5019838E+001, 5.4836538E+001, 5.4881373E+001, 1.5969121E+000, 1.5978045E+000, 1.5975862E+000
 3.4682281E+002, 4.9968977E+004, 4.9968977E+004, 4.9968978E+004, 5.5020192E+001, 5.4837044E+001, 5.4878727E+001, 1.5969103E+000, 1.5978021E+000, 1.5975990E+000
 3.4745526E+002, 4.9968976E+004, 4.9968976E+004, 4.9968976E+004, 5.5020542E+001, 5.4837486E+001, 5.4876062E+001, 1.5969086E+000, 1.5977999E+000, 1.5976120E+000
 3.4800867E+002, 4.9968975E+004, 4.9968975E+004, 4.9968975E+004, 5.5020922E+001, 5.4837897E+001, 5.4873368E+001, 1.5969068E+000, 1.5977979E+000, 1.5976251E+000
 3.4864111E+002, 4.9968974E+004, 4.9968974E+004, 4.9968974E+004, 5.5021374E+001, 5.4838314E+001, 5.4870641E+001, 1.5969046E+000, 1.5977958E+000, 1.5976384E+000
 3.4927356E+002, 4.9968973E+004, 4.9968973E+004, 4.9968974E+004, 5.5021975E+001, 5.4838813E+001, 5.4867704E+001, 1.5969016E+000, 1.5977934E+000, 1.5976527E+000
 3.4982697E+002, 4.9968973E+004, 4.9968972E+004, 4.9968973E+004, 5.5022687E+001, 5.4839384E+001, 5.4864941E+001, 1.5968982E+000, 1.5977906E+000, 1.5976661E+000
 3.5045941E+002, 4.9968972E+004, 4.9968972E+004, 4.9968972E+004, 5.5023576E+001, 5.4840117E+001, 5.4862190E+001, 1.5968938E+000, 1.5977870E+000, 1.5976795E+000
 3.5101282E+002, 4.9968971E+004, 4.9968971E+004, 4.9968971E+004, 5.5024654E+001, 5.4841066E+001, 5.4859478E+001, 1.5968886E+000, 1.5977824E+000, 1.5976927E+000
 3.5164526E+002, 4.9968971E+004, 4.9968970E+004, 4.9968971E+004, 5.5025940E+001, 5.4842308E+001, 5.4856840E+001, 1.5968823E+000, 1.5977763E+000, 1.5977056E+000
 3.5227774E+002, 4.9968970E+004, 4.9968970E+004, 4.9968970E+004, 5.5027534E+001, 5.4844023E+001, 5.4854147E+001, 1.5968745E+000, 1.5977680E+000, 1.5977187E+000
 3.5283112E+002, 4.9968970E+004, 4.9968970E+004, 4.9968970E+004, 5.5029226E+001, 5.4846068E+001, 5.4851773E+001, 1.5968663E+000, 1.5977580E+000, 1.5977302E+000
 3.5346359E+002, 4.9968969E+004, 4.9968969E+004, 4.9968970E+004, 5.5031098E+001, 5.4848620E+001, 5.4849594E+001, 1.5968572E+000, 1.5977456E+000, 1.5977408E+000
 3.5401700E+002, 4.9968969E+004, 4.9968969E+004, 4.9968969E+004, 5.5033121E+001, 5.4851716E+001, 5.4847639E+001, 1.5968474E+000, 1.5977305E+000, 1.5977504E+000
 3.5464944E+002, 4.9968969E+004, 4.9968969E+004, 4.9968969E+004, 5.5035276E+001, 5.4855427E+001, 5.4845957E+001, 1.5968369E+000, 1.5977124E+000, 1.5977586E+000
 3.5520285E+002, 4.9968969E+004, 4.9968969E+004, 4.9968969E+004, 5.5037532E+001, 5.4859755E+001, 5.4844571E+001, 1.5968259E+000, 1.5976913E+000, 1.5977653E+000
 3.5583530E+002, 4.9968969E+004, 4.9968969E+004, 4.9968969E+004, 5.5039869E+001, 5.4864734E+001, 5.4843527E+001, 1.5968145E+000, 1.5976671E+000, 1.5977704E+000
 3.5646774E+002, 4.9968969E+004, 4.9968969E+004, 4.9968970E+004, 5.5042425E+001, 5.4870709E+001, 5.4842809E+001, 1.5968021E+000, 1.5976380E+000, 1.5977739E+000
 3.5702115E+002, 4.9968970E+004, 4.9968969E+004, 4.9968970E+004, 5.5044862E+001, 5.4876874E+001, 5.4842528E+001, 1.5967902E+000, 1.5976080E+000, 1.5977753E+000
 3.5765359E+002, 4.9968970E+004, 4.9968970E+004, 4.9968970E+004, 5.5047324E+001, 5.4883506E+001, 5.4842654E+001, 1.5967783E+000, 1.5975757E+000, 1.5977747E+000
 3.5820700E+002, 4.9968970E+004, 4.9968970E+004, 4.9968971E+004, 5.5049797E+001, 5.4890465E+001, 5.4843174E+001, 1.5967662E+000, 1.5975418E+000, 1.5977721E+000
 3.5883945E+002, 4.9968971E+004, 4.9968971E+004, 4.9968971E+004, 5.5052271E+001, 5.4897614E+001, 5.4844102E+001, 1.5967542E+000, 1.5975070E+000, 1.5977676E+000
 3.5947192E+002, 4.9968971E+004, 4.9968971E+004, 4.9968972E+004, 5.5054894E+001, 5.4905255E+001, 5.4845512E+001, 1.5967414E+000, 1.5974698E+000, 1.5977607E+000
 3.6002530E+002, 4.9968972E+004, 4.9968972E+004, 4.9968972E+004, 5.5057328E+001, 5.4912255E+001, 5.4847201E+001, 1.5967296E+000, 1.5974357E+000, 1.5977525E+000
 3.6065778E+002, 4.9968973E+004, 4.9968973E+004, 4.9968973E+004, 5.5059722E+001, 5.4918914E+001, 5.4849217E+001, 1.5967180E+000, 1.5974033E+000, 1.5977427E+000
 3.6121115E+002, 4.9968974E+004, 4.9968974E+004, 4.9968974E+004, 5.5062063E+001, 5.4925097E+001, 5.4851493E+001, 1.5967066E+000, 1.5973732E+000, 1.5977316E+000
 3.6184363E+002, 4.9968975E+004, 4.9968975E+004, 4.9968975E+004, 5.5064335E+001, 5.4930652E+001, 5.4853974E+001, 1.5966955E+000, 1.5973462E+000, 1.5977196E+000
 3.6247607E+002, 4.9968976E+004, 4.9968976E+004, 4.9968976E+004, 5.5066670E+001, 5.4935800E+001, 5.4856748E+001, 1.5966842E+000, 1.5973211E+000, 1.5977061E+000
 3.6302948E+002, 4.9968977E+004, 4.9968977E+004, 4.9968977E+004, 5.5068764E+001, 5.4939835E+001, 5.4859377E+001, 1.5966740E+000, 1.5973015E+000, 1.5976933E+000
 3.6366193E+002, 4.9968979E+004, 4.9968979E+004, 4.9968979E+004, 5.5070753E+001, 5.4943054E+001, 5.4861930E+001, 1.5966644E+000, 1.5972858E+000, 1.5976809E+000
 3.6421533E+002, 4.9968980E+004, 4.9968980E+004, 4.9968980E+004, 5.5072637E+001, 5.4945503E+001, 5.4864316E+001, 1.5966552E+000, 1.5972739E+000, 1.5976692E+000
 3.6484778E+002, 4.9968982E+004, 4.9968982E+004, 4.9968982E+004, 5.5074410E+001, 5.4947192E+001, 5.4866436E+001, 1.5966466E+000, 1.5972657E+000, 1.5976589E+000
 3.6540118E+002, 4.9968983E+004, 4.9968983E+004, 4.9968983E+004, 5.5076078E+001, 5.4948220E+001, 5.4868227E+001, 1.5966385E+000, 1.5972607E+000, 1.5976502E+000
 3.6603363E+002, 4.9968985E+004, 4.9968985E+004, 4.9968985E+004, 5.5077645E+001, 5.4948652E+001, 5.4869620E+001, 1.5966309E+000, 1.5972586E+000, 1.5976435E+000
 3.6666611E+002, 4.9968987E+004, 4.9968987E+004, 4.9968987E+004, 5.5079220E+001, 5.4948592E+001, 5.4870656E+001, 1.5966233E+000, 1.5972589E+000, 1.5976384E+000
 3.6721948E+002, 4.9968989E+004, 4.9968989E+004, 4.9968989E+004, 5.5080620E+001, 5.4948160E+001, 5.4871211E+001, 1.5966165E+000, 1.5972611E+000, 1.5976358E+000
 3.6785196E+002, 4.9968991E+004, 4.9968991E+004, 4.9968991E+004, 5.5081957E+001, 5.4947468E+001, 5.4871387E+001, 1.5966100E+000, 1.5972645E+000, 1.5976349E+000
 3.6840533E+002, 4.9968993E+004, 4.9968993E+004, 4.9968993E+004, 5.5083247E+001, 5.4946629E+001, 5.4871260E+001, 1.5966037E+000, 1.5972686E+000, 1.5976356E+000
 3.6903781E+002, 4.9968995E+004, 4.9968995E+004, 4.9968995E+004, 5.5084499E+001, 5.4945733E+001, 5.4870896E+001, 1.5965977E+000, 1.5972729E+000, 1.5976374E+000
 3.6967026E+002, 4.9968998E+004, 4.9968998E+004, 4.9968998E+004, 5.5085802E+001, 5.4944807E+001, 5.4870351E+001, 1.5965914E+000, 1.5972775E+000, 1.5976400E+000
 3.7022366E+002, 4.9969000E+004, 4.9969000E+004, 4.9969000E+004, 5.5086996E+001, 5.4944035E+001, 5.4869780E+001, 1.5965856E+000, 1.5972813E+000, 1.5976428E+000
 3.7085611E+002, 4.9969002E+004, 4.9969003E+004, 4.9969003E+004, 5.5088162E+001, 5.4943417E+001, 5.4869229E+001, 1.5965799E+000, 1.5972843E+000, 1.5976456E+000
 3.7140952E+002, 4.9969005E+004, 4.9969005E+004, 4.9969005E+004, 5.5089294E+001, 5.4942984E+001, 5.4868754E+001, 1.5965745E+000, 1.5972864E+000, 1.5976479E+000
 3.7204196E+002, 4.9969007E+004, 4.9969008E+004, 4.9969008E+004, 5.5090378E+001, 5.4942775E+001, 5.4868398E+001, 1.5965692E+000, 1.5972875E+000, 1.5976497E+000
 3.7267441E+002, 4.9969010E+004, 4.9969011E+004, 4.9969011E+004, 5.5091467E+001, 5.4942810E+001, 5.4868164E+001, 1.5965639E+000, 1.5972873E+000, 1.5976508E+000
 3.7322781E+002, 4.9969013E+004, 4.9969013E+004, 4.9969013E+004, 5.5092405E+001, 5.4943097E+001, 5.4868073E+001, 1.5965594E+000, 1.5972860E+000, 1.5976513E+000
 3.7386029E+002, 4.9969016E+004, 4.9969016E+004, 4.9969016E+004, 5.5093239E+001, 5.4943643E+001, 5.4868082E+001, 1.5965554E+000, 1.5972833E+000, 1.5976513E+000
 3.7441367E+002, 4.9969018E+004, 4.9969019E+004, 4.9969019E+004, 5.5093955E+001, 5.4944438E+001, 5.4868143E+001, 1.5965519E+000, 1.5972795E+000, 1.5976510E+000
 3.7504614E+002, 4.9969021E+004, 4.9969022E+004, 4.9969022E+004, 5.5094529E+001, 5.4945487E+001, 5.4868204E+001, 1.5965492E+000, 1.5972744E+000, 1.5976507E+000
 3.7567859E+002, 4.9969024E+004, 4.9969025E+004, 4.9969024E+004, 5.5094971E+001, 5.4946869E+001, 5.4868200E+001, 1.5965470E+000, 1.5972677E+000, 1.5976508E+000
 3.7623199E+002, 4.9969027E+004, 4.9969027E+004, 4.9969027E+004, 5.5095214E+001, 5.4948398E+001, 5.4868072E+001, 1.5965459E+000, 1.5972603E+000, 1.5976514E+000
 3.7686444E+002, 4.9969030E+004, 4.9969030E+004, 4.9969030E+004, 5.5095277E+001, 5.4950146E+001, 5.4867764E+001, 1.5965456E+000, 1.5972518E+000, 1.5976530E+000
 3.7741785E+002, 4.9969032E+004, 4.9969033E+004, 4.9969033E+004, 5.5095165E+001, 5.4952084E+001, 5.4867245E+001, 1.5965462E+000, 1.5972424E+000, 1.5976555E+000
 3.7805029E+002, 4.9969035E+004, 4.9969036E+004, 4.9969036E+004, 5.5094872E+001, 5.4954200E+001, 5.4866479E+001, 1.5965476E+000, 1.5972321E+000, 1.5976593E+000
 3.7860370E+002, 4.9969038E+004, 4.9969038E+004, 4.9969038E+004, 5.5094411E+001, 5.4956464E+001, 5.4865467E+001, 1.5965499E+000, 1.5972212E+000, 1.5976643E+000
 3.7923615E+002, 4.9969041E+004, 4.9969041E+004, 4.9969041E+004, 5.5093781E+001, 5.4958857E+001, 5.4864205E+001, 1.5965530E+000, 1.5972095E+000, 1.5976704E+000
 3.7986859E+002, 4.9969043E+004, 4.9969044E+004, 4.9969044E+004, 5.5092942E+001, 5.4961519E+001, 5.4862621E+001, 1.5965571E+000, 1.5971966E+000, 1.5976782E+000
 3.8042200E+002, 4.9969046E+004, 4.9969047E+004, 4.9969046E+004, 5.5092008E+001, 5.4964090E+001, 5.4860951E+001, 1.5965617E+000, 1.5971841E+000, 1.5976863E+000
 3.8105444E+002, 4.9969049E+004, 4.9969049E+004, 4.9969049E+004, 5.5090937E+001, 5.4966709E+001, 5.4859145E+001, 1.5965669E+000, 1.5971714E+000, 1.5976952E+000
 3.8160785E+002, 4.9969051E+004, 4.9969052E+004, 4.9969052E+004, 5.5089744E+001, 5.4969349E+001, 5.4857265E+001, 1.5965728E+000, 1.5971586E+000, 1.5977043E+000
 3.8224033E+002, 4.9969054E+004, 4.9969054E+004, 4.9969054E+004, 5.5088427E+001, 5.4971988E+001, 5.4855366E+001, 1.5965792E+000, 1.5971458E+000, 1.5977136E+000
 3.8287277E+002, 4.9969056E+004, 4.9969057E+004, 4.9969057E+004, 5.5086894E+001, 5.4974778E+001, 5.4853385E+001, 1.5965867E+000, 1.5971322E+000, 1.5977233E+000
 3.8342618E+002, 4.9969059E+004, 4.9969059E+004, 4.9969059E+004, 5.5085334E+001, 5.4977349E+001, 5.4851625E+001, 1.5965943E+000, 1.5971197E+000, 1.5977319E+000
 3.8405862E+002, 4.9969061E+004, 4.9969061E+004, 4.9969061E+004, 5.5083646E+001, 5.4979860E+001, 5.4850014E+001, 1.5966025E+000, 1.5971075E+000, 1.5977398E+000
 3.8461203E+002, 4.9969063E+004, 4.9969064E+004, 4.9969064E+004, 5.5081827E+001, 5.4982300E+001, 5.4848586E+001, 1.5966114E+000, 1.5970957E+000, 1.5977467E+000
 3.8524448E+002, 4.9969066E+004, 4.9969066E+004, 4.9969066E+004, 5.5079861E+001, 5.4984655E+001, 5.4847380E+001, 1.5966210E+000, 1.5970842E+000, 1.5977526E+000
 3.8587692E+002, 4.9969068E+004, 4.9969068E+004, 4.9969068E+004, 5.5077593E+001, 5.4987067E+001, 5.4846354E+001, 1.5966320E+000, 1.5970725E+000, 1.5977577E+000
 3.8643033E+002, 4.9969070E+004, 4.9969070E+004, 4.9969070E+004, 5.5075293E+001, 5.4989228E+001, 5.4845646E+001, 1.5966432E+000, 1.5970620E+000, 1.5977611E+000
 3.8706277E+002, 4.9969072E+004, 4.9969072E+004, 4.9969072E+004, 5.5072807E+001, 5.4991287E+001, 5.4845193E+001, 1.5966554E+000, 1.5970520E+000, 1.5977634E+000
 3.8761618E+002, 4.9969074E+004, 4.9969074E+004, 4.9969074E+004, 5.5070133E+001, 5.4993248E+001, 5.4844975E+001, 1.5966684E+000, 1.5970425E+000, 1.5977645E+000
 3.8824863E+002, 4.9969076E+004, 4.9969076E+004, 4.9969076E+004, 5.5067255E+001, 5.4995106E+001, 5.4844987E+001, 1.5966824E+000, 1.5970335E+000, 1.5977644E+000
 3.8880203E+002, 4.9969078E+004, 4.9969078E+004, 4.9969078E+004, 5.5064179E+001, 5.4996869E+001, 5.4845199E+001, 1.5966974E+000, 1.5970249E+000, 1.5977634E+000
 3.8943448E+002, 4.9969080E+004, 4.9969080E+004, 4.9969080E+004, 5.5060897E+001, 5.4998534E+001, 5.4845597E+001, 1.5967134E+000, 1.5970168E+000, 1.5977615E+000
 3.9006696E+002, 4.9969082E+004, 4.9969082E+004, 4.9969082E+004, 5.5057182E+001, 5.5000212E+001, 5.4846190E+001, 1.5967315E+000, 1.5970087E+000, 1.5977586E+000
 3.9062036E+002, 4.9969084E+004, 4.9969084E+004, 4.9969084E+004, 5.5053513E+001, 5.5001695E+001, 5.4846879E+001, 1.5967493E+000, 1.5970015E+000, 1.5977553E+000
 3.9125281E+002, 4.9969086E+004, 4.9969086E+004, 4.9969086E+004, 5.5049674E+001, 5.5003092E+001, 5.4847675E+001, 1.5967680E+000, 1.5969947E+000, 1.5977514E+000
 3.9180621E+002, 4.9969088E+004, 4.9969088E+004, 4.9969088E+004, 5.5045695E+001, 5.5004411E+001, 5.4848554E+001, 1.5967874E+000, 1.5969883E+000, 1.5977472E+000
 3.9243866E+002, 4.9969089E+004, 4.9969090E+004, 4.9969090E+004, 5.5041599E+001, 5.5005651E+001, 5.4849501E+001, 1.5968074E+000, 1.5969823E+000, 1.5977426E+000
 3.9307111E+002, 4.9969091E+004, 4.9969092E+004, 4.9969092E+004, 5.5037140E+001, 5.5006893E+001, 5.4850568E+001, 1.5968291E+000, 1.5969763E+000, 1.5977374E+000
 3.9362451E+002, 4.9969093E+004, 4.9969093E+004, 4.9969094E+004, 5.5032915E+001, 5.5007982E+001, 5.4851613E+001, 1.5968497E+000, 1.5969710E+000, 1.5977323E+000
 3.9425696E+002, 4.9969095E+004, 4.9969095E+004, 4.9969095E+004, 5.5028686E+001, 5.5009000E+001, 5.4852695E+001, 1.5968703E+000, 1.5969661E+000, 1.5977271E+000
 3.9481036E+002, 4.9969097E+004, 4.9969097E+004, 4.9969097E+004, 5.5024497E+001, 5.5009948E+001, 5.4853814E+001, 1.5968907E+000, 1.5969615E+000, 1.5977216E+000
 3.9544281E+002, 4.9969099E+004, 4.9969099E+004, 4.9969099E+004, 5.5020394E+001, 5.5010827E+001, 5.4854975E+001, 1.5969106E+000, 1.5969572E+000, 1.5977160E+000
 3.9607529E+002, 4.9969101E+004, 4.9969101E+004, 4.9969101E+004, 5.5016162E+001, 5.5011689E+001, 5.4856264E+001, 1.5969313E+000, 1.5969530E+000, 1.5977097E+000
 3.9662866E+002, 4.9969102E+004, 4.9969103E+004, 4.9969103E+004, 5.5012376E+001, 5.5012429E+001, 5.4857532E+001, 1.5969497E+000, 1.5969494E+000, 1.5977036E+000
 3.9726114E+002, 4.9969104E+004, 4.9969104E+004, 4.9969105E+004, 5.5008820E+001, 5.5013103E+001, 5.4858872E+001, 1.5969670E+000, 1.5969462E+000, 1.5976971E+000
 3.9781454E+002, 4.9969106E+004, 4.9969106E+004, 4.9969106E+004, 5.5005524E+001, 5.5013714E+001, 5.4860294E+001, 1.5969831E+000, 1.5969432E+000, 1.5976902E+000
 3.9844699E+002, 4.9969108E+004, 4.9969108E+004, 4.9969108E+004, 5.5002540E+001, 5.5014262E+001, 5.4861817E+001, 1.5969976E+000, 1.5969406E+000, 1.5976828E+000
 3.9900040E+002, 4.9969109E+004, 4.9969110E+004, 4.9969110E+004, 5.4999884E+001, 5.5014755E+001, 5.4863450E+001, 1.5970106E+000, 1.5969382E+000, 1.5976748E+000
 3.9963284E+002, 4.9969111E+004, 4.9969111E+004, 4.9969112E+004, 5.4997598E+001, 5.5015195E+001, 5.4865211E+001, 1.5970217E+000, 1.5969361E+000, 1.5976663E+000
 4.0026529E+002, 4.9969113E+004, 4.9969113E+004, 4.9969113E+004, 5.4995579E+001, 5.5015616E+001, 5.4867239E+001, 1.5970316E+000, 1.5969340E+000, 1.5976564E+000
 4.0081870E+002, 4.9969115E+004, 4.9969115E+004, 4.9969115E+004, 5.4994096E+001, 5.5015975E+001, 5.4869285E+001, 1.5970388E+000, 1.5969323E+000, 1.5976465E+000
 4.0145114E+002, 4.9969116E+004, 4.9969117E+004, 4.9969117E+004, 5.4993031E+001, 5.5016308E+001, 5.4871478E+001, 1.5970440E+000, 1.5969307E+000, 1.5976358E+000
 4.0200455E+002, 4.9969118E+004, 4.9969118E+004, 4.9969119E+004, 5.4992367E+001, 5.5016627E+001, 5.4873808E+001, 1.5970472E+000, 1.5969292E+000, 1.5976245E+000
 4.0263699E+002, 4.9969120E+004, 4.9969120E+004, 4.9969120E+004, 5.4992114E+001, 5.5016944E+001, 5.4876268E+001, 1.5970485E+000, 1.5969277E+000, 1.5976125E+000
 4.0326947E+002, 4.9969122E+004, 4.9969122E+004, 4.9969122E+004, 5.4992264E+001, 5.5017293E+001, 5.4879009E+001, 1.5970478E+000, 1.5969260E+000, 1.5975992E+000
 4.0382285E+002, 4.9969123E+004, 4.9969123E+004, 4.9969124E+004, 5.4992772E+001, 5.5017644E+001, 5.4881660E+001, 1.5970453E+000, 1.5969243E+000, 1.5975863E+000
 4.0445532E+002, 4.9969125E+004, 4.9969125E+004, 4.9969125E+004, 5.4993615E+001, 5.5018031E+001, 5.4884354E+001, 1.5970412E+000, 1.5969224E+000, 1.5975732E+000
 4.0500870E+002, 4.9969126E+004, 4.9969126E+004, 4.9969127E+004, 5.4994740E+001, 5.5018465E+001, 5.4887048E+001, 1.5970358E+000, 1.5969203E+000, 1.5975601E+000
 4.0564117E+002, 4.9969128E+004, 4.9969128E+004, 4.9969128E+004, 5.4996117E+001, 5.5018958E+001, 5.4889689E+001, 1.5970291E+000, 1.5969179E+000, 1.5975472E+000
 4.0627362E+002, 4.9969129E+004, 4.9969130E+004, 4.9969130E+004, 5.4997802E+001, 5.5019555E+001, 5.4892387E+001, 1.5970209E+000, 1.5969151E+000, 1.5975341E+000
 4.0682703E+002, 4.9969131E+004, 4.9969131E+004, 4.9969131E+004, 5.4999535E+001, 5.5020186E+001, 5.4894743E+001, 1.5970125E+000, 1.5969120E+000, 1.5975227E+000
 4.0745947E+002, 4.9969132E+004, 4.9969132E+004, 4.9969133E+004, 5.5001371E+001, 5.5020893E+001, 5.4896863E+001, 1.5970036E+000, 1.5969086E+000, 1.5975123E+000
 4.0801288E+002, 4.9969134E+004, 4.9969134E+004, 4.9969134E+004, 5.5003260E+001, 5.5021671E+001, 5.4898702E+001, 1.5969944E+000, 1.5969048E+000, 1.5975034E+000
 4.0864532E+002, 4.9969135E+004, 4.9969135E+004, 4.9969136E+004, 5.5005158E+001, 5.5022519E+001, 5.4900195E+001, 1.5969852E+000, 1.5969007E+000, 1.5974961E+000
 4.0927777E+002, 4.9969137E+004, 4.9969137E+004, 4.9969137E+004, 5.5007146E+001, 5.5023492E+001, 5.4901373E+001, 1.5969755E+000, 1.5968960E+000, 1.5974904E+000
 4.0983118E+002, 4.9969138E+004, 4.9969138E+004, 4.9969138E+004, 5.5008940E+001, 5.5024459E+001, 5.4902059E+001, 1.5969668E+000, 1.5968913E+000, 1.5974871E+000
 4.1046365E+002, 4.9969139E+004, 4.9969139E+004, 4.9969140E+004, 5.5010629E+001, 5.5025469E+001, 5.4902312E+001, 1.5969586E+000, 1.5968864E+000, 1.5974859E+000
 4.1101703E+002, 4.9969141E+004, 4.9969141E+004, 4.9969141E+004, 5.5012191E+001, 5.5026508E+001, 5.4902158E+001, 1.5969510E+000, 1.5968813E+000, 1.5974866E+000
 4.1164951E+002, 4.9969142E+004, 4.9969142E+004, 4.9969142E+004, 5.5013599E+001, 5.5027563E+001, 5.4901603E+001, 1.5969442E+000, 1.5968762E+000, 1.5974894E+000
 4.1220288E+002, 4.9969143E+004, 4.9969143E+004, 4.9969143E+004, 5.5014841E+001, 5.5028620E+001, 5.4900707E+001, 1.5969381E+000, 1.5968711E+000, 1.5974937E+000
 4.1283536E+002, 4.9969144E+004, 4.9969144E+004, 4.9969144E+004, 5.5015894E+001, 5.5029664E+001, 5.4899517E+001, 1.5969330E+000, 1.5968660E+000, 1.5974995E+000
 4.1346780E+002, 4.9969145E+004, 4.9969145E+004, 4.9969146E+004, 5.5016803E+001, 5.5030748E+001, 5.4898015E+001, 1.5969286E+000, 1.5968608E+000, 1.5975069E+000
 4.1402121E+002, 4.9969146E+004, 4.9969146E+004, 4.9969147E+004, 5.5017445E+001, 5.5031724E+001, 5.4896473E+001, 1.5969255E+000, 1.5968560E+000, 1.5975144E+000
 4.1465366E+002, 4.9969147E+004, 4.9969147E+004, 4.9969148E+004, 5.5017869E+001, 5.5032647E+001, 5.4894884E+001, 1.5969234E+000, 1.5968515E+000, 1.5975221E+000
 4.1520706E+002, 4.9969148E+004, 4.9969148E+004, 4.9969149E+004, 5.5018078E+001, 5.5033509E+001, 5.4893327E+001, 1.5969224E+000, 1.5968474E+000, 1.5975297E+000
 4.1583951E+002, 4.9969149E+004, 4.9969149E+004, 4.9969150E+004, 5.5018057E+001, 5.5034297E+001, 5.4891875E+001, 1.5969226E+000, 1.5968435E+000, 1.5975368E+000
