Temperature (C),HRR (W/g)
424.86,54.098
425.39,55.868
425.87,57.447
426.36,59.249
426.91,60.521
427.42,62.099
427.91,63.487
428.4,64.581
428.92,65.566
429.41,66.384
429.9,66.793
430.41,66.854
430.91,66.619
431.42,65.441
431.91,63.667
432.39,61.539
432.9,59.36
433.42,57.485
433.9,56.094
434.39,55.449
434.87,55.613
435.39,56.576
435.86,57.63
436.35,59.463
436.87,61.202
437.36,63.212
437.87,64.729
438.35,66.306
438.88,67.707
439.38,69.326
439.88,70.625
440.36,72.25
440.87,73.662
441.36,75.36
441.86,76.971
442.4,78.955
442.84,80.979
443.38,83.385
443.89,85.627
444.45,88.012
444.9,90.591
445.44,93.04
445.92,95.739
446.44,98.53
446.9,101.59
447.41,104.49
447.91,108.21
448.44,111.84
448.94,115.57
449.45,118.89
449.91,122.62
450.44,126.17
450.95,129.84
451.43,133.94
451.89,138.46
452.41,142.54
452.92,146.68
453.42,151.13
453.92,155.58
454.44,160.23
454.94,165.27
455.48,170.47
455.94,175.86
456.43,181.12
456.96,186.31
457.44,191.76
457.92,197.06
458.42,202.03
458.92,207.16
459.43,212.49
459.94,218.17
460.42,224.31
460.93,230.64
461.4,237.66
461.92,244.41
462.43,250.41
462.89,256.78
463.44,263.51
463.88,270.28
464.36,276.43
464.89,283.55
465.36,291.02
465.87,297.21
466.4,303.94
466.88,311.61
467.35,318.07
467.84,325.36
468.34,332.21
468.86,339.56
469.36,346.06
469.81,354.08
470.32,360.42
470.83,368.42
471.32,374.77
471.8,382.63
472.29,389.39
472.8,397
473.31,403.39
473.78,410.28
474.28,416.65
474.79,422.87
475.26,428.69
475.77,435.05
476.26,440.45
476.78,445.42
477.26,451.16
477.73,455.67
478.24,460.17
478.73,465.42
479.24,470.01
479.72,474.21
480.23,479.52
480.69,483.59
481.22,487.04
481.69,491.26
482.18,494.27
482.7,496.18
483.22,498.8
483.7,500.3
484.23,500.95
484.7,501.43
485.17,501.29
485.71,500.29
486.22,499.65
486.67,497.71
487.2,496.26
487.69,493.29
488.19,490.51
488.69,487.2
489.16,482.74
489.63,477.56
490.12,473.03
490.63,466.91
491.13,460.12
491.64,453.35
492.13,445.35
492.64,436.62
493.12,427.25
493.61,417.17
494.09,406.65
494.63,395.75
495.1,383.8
495.6,371.47
496.14,358.52
496.62,345.13
497.1,330.96
497.63,316.68
498.11,301.76
498.62,286.76
499.11,271.17
499.58,255.78
500.09,239.82
500.57,224
501.04,208.26
501.57,192.46
502.07,176.92
502.56,161.78
503.07,146.75
503.56,132.93
504.07,119.35
504.57,106.37
505.04,94.151
505.57,82.874
506.09,72.31
506.6,62.51
507.11,53.701
507.63,45.66
508.11,38.792
508.64,32.347
509.14,26.744
509.63,22.268
510.14,18.506
510.66,15.171
511.14,12.437
511.63,10.293
512.12,8.6588
512.68,7.1355
513.18,6.1658
513.65,5.1656
514.12,4.847
514.63,4.3073
515.19,3.8671
515.65,3.7398
516.13,3.856
516.66,3.6706
517.16,3.5253
517.68,3.4933
518.19,3.3873
518.67,3.2798
519.18,3.2261
519.7,3.162
520.2,3.2926
520.71,3.1298
521.22,2.923
521.69,2.9286
522.23,2.7207
522.73,2.6035
523.25,2.6334
523.72,2.5758
524.27,2.4417
524.75,2.4212
525.21,2.408
525.72,2.5073
526.24,2.461
526.69,2.4775
527.21,2.4934
527.71,2.696
528.2,2.8256
528.74,2.819
529.2,2.6938
529.7,2.4634
530.22,2.2955
530.69,2.2
531.2,2.1381
531.7,2.1899
532.19,2.1596
532.67,1.9781
533.18,2.1011
533.7,2.1191
534.19,2.1311
534.67,2.2104
535.13,2.1871
535.69,2.2637
536.16,2.1275
536.64,1.7964
537.18,2.161
537.65,2.0993
538.17,2.0883
538.64,2.1829
539.17,2.0916
539.65,2.1087
540.16,2.172
540.64,2.1874
541.15,2.2106
541.61,1.9954
542.1,2.0083
542.56,1.904
543.09,1.8459
543.61,1.9496
544.05,1.8492
544.56,1.7805
545.07,1.9458
545.63,1.8725
546.1,1.887
546.58,1.7002
547.05,1.7036
547.55,1.5394
548.05,1.613
548.57,1.6638
549.07,1.6793
549.55,1.5847
550.03,1.5619
550.52,1.5537
551.02,1.4373
551.53,1.3636
552.05,1.3144
552.51,1.2345
553.04,1.1711
553.51,1.0934
554,1.1645
554.5,1.2791
554.97,1.3087
555.48,1.1337
555.98,1.2086
556.49,1.2246
556.97,1.047
557.45,1.0562
557.97,0.92427
558.47,1.0637
558.96,0.90266
559.47,1.1329
559.94,0.87851
560.44,0.77689
560.96,0.84782
561.49,0.73145
561.92,0.82623
562.48,0.75193
562.94,0.8538
563.47,0.95665
563.96,0.81556
564.42,1.0521
564.93,0.99864
565.43,0.99709
565.92,1.0971
566.43,1.0074
566.92,1.241
567.39,1.1798
567.91,1.1358
568.37,1.0536
568.88,1.0938
569.38,1.0714
569.9,0.9652
570.37,1.0248
570.84,1.1376
571.36,0.81928
571.88,0.81234
572.31,0.77112
572.81,0.7897
573.32,0.71708
573.82,0.91666
574.31,0.90764
574.81,0.91399
575.33,1.1091
575.79,1.2229
576.3,1.2892
576.78,1.2473
577.24,1.1304
577.75,1.0245
578.24,0.94348
578.76,1.0234
579.27,1.0477
579.73,0.75838
580.28,0.84149
580.77,0.80143
581.29,0.81042
581.77,0.64362
582.29,0.78744
582.78,0.74748
583.28,0.65197
583.78,0.61741
584.26,0.47759
584.74,0.43389
585.27,0.57652
585.77,0.47813
586.24,0.4316
586.73,0.82854
587.24,0.78489
587.7,0.60768
588.21,0.7741
588.7,0.76911
589.21,0.83516
589.72,0.78861
590.24,0.58047
590.75,0.68459
591.24,0.3925
591.71,0.65706
592.2,0.38587
592.69,0.48604
593.22,0.09167
593.69,0.24407
594.22,0.21373
594.69,0.33923
595.15,0.29126
595.66,0.44938
596.17,0.23963
596.67,0.15324
597.18,0.12249
597.68,0.15914
598.14,0
