Temperature (C),HRR (W/g)
180.19,4.4704
180.72,4.5079
181.28,4.5807
181.84,4.5044
182.37,4.6466
182.91,4.561
183.45,4.696
184,4.623
184.55,4.5834
185.09,4.887
185.64,4.7625
186.19,4.8526
186.76,4.9291
187.31,5.0942
187.84,5.1712
188.41,5.2607
188.91,5.257
189.49,5.15
190.04,5.4471
190.64,5.4394
191.17,5.4393
191.69,5.5008
192.23,5.5779
192.83,5.8046
193.38,5.8028
193.93,5.7121
194.49,5.8722
194.99,5.8224
195.56,5.9876
196.15,5.9714
196.7,5.9576
197.25,5.9116
197.79,6.0802
198.33,6.1501
198.87,6.083
199.43,6.0526
200,6.1421
200.57,6.3132
201.11,6.3698
201.63,6.4665
202.19,6.5182
202.79,6.4564
203.33,6.5768
203.89,6.7447
204.45,6.6967
205.02,6.8397
205.56,6.7996
206.14,6.9245
206.68,7.034
207.26,7.0187
207.77,7.0179
208.33,7.072
208.86,7.1359
209.42,7.1386
209.97,7.1609
210.52,7.3801
211.09,7.4868
211.62,7.5778
212.19,7.6709
212.75,7.7051
213.29,8.0135
213.84,8.0197
214.41,8.0793
214.96,8.0694
215.51,8.1205
216.06,8.289
216.6,8.2686
217.18,8.4544
217.69,8.5685
218.24,8.5286
218.77,8.5298
219.34,8.5753
219.9,8.7081
220.44,8.6386
220.96,8.6824
221.55,8.6919
222.07,8.7595
222.65,8.7765
223.17,8.7617
223.72,8.819
224.28,8.777
224.79,8.8218
225.35,8.8277
225.86,9.1278
226.45,9.3582
226.99,9.4052
227.54,9.5592
228.07,9.6712
228.63,9.6632
229.15,9.7477
229.72,9.754
230.26,9.86
230.8,9.8616
231.3,9.979
231.87,9.9694
232.44,10.14
232.95,10.085
233.51,10.11
234.04,10.214
234.63,10.319
235.18,10.325
235.71,10.351
236.25,10.598
236.78,10.504
237.36,10.594
237.85,10.859
238.38,10.851
238.92,10.963
239.48,10.998
240.02,10.947
240.52,11.056
241.08,11.136
241.62,11.114
242.15,11.217
242.67,11.391
243.23,11.477
243.75,11.515
244.29,11.431
244.86,11.578
245.38,11.67
245.94,11.672
246.5,11.688
247.02,11.816
247.54,11.859
248.08,11.857
248.64,11.833
249.13,11.914
249.69,11.873
250.2,11.906
250.75,12.09
251.27,12.165
251.79,12.259
252.35,12.362
252.85,12.355
253.38,12.407
253.9,12.478
254.44,12.613
254.97,12.69
255.51,12.644
256.05,12.851
256.6,12.914
257.13,13.017
257.66,13.019
258.16,13.273
258.66,13.081
259.24,13.076
259.76,13.134
260.29,13.211
260.84,13.105
261.36,13.213
261.83,13.3
262.38,13.354
262.93,13.298
263.45,13.266
264,13.367
264.51,13.27
264.99,13.368
265.57,13.359
266.12,13.407
266.68,13.662
267.19,13.69
267.71,13.774
268.22,13.85
268.71,14.001
269.25,14.053
269.77,14.029
270.27,14.144
270.85,14.154
271.36,14.168
271.9,14.176
272.37,14.264
272.89,14.455
273.42,14.58
273.94,14.583
274.49,14.69
274.95,14.777
275.49,14.892
276.05,15.001
276.55,14.939
277.02,15.008
277.58,14.974
278.07,14.868
278.6,15.136
279.14,15.144
279.61,15.137
280.13,15.068
280.65,15.171
281.17,15.229
281.69,15.108
282.2,15.215
282.73,15.301
283.22,15.342
283.73,15.337
284.25,15.407
284.76,15.339
285.29,15.282
285.83,15.317
286.33,15.37
286.84,15.436
287.36,15.399
287.87,15.434
288.38,15.452
288.88,15.481
289.42,15.54
289.91,15.398
290.4,15.433
290.92,15.532
291.41,15.513
291.96,15.603
292.43,15.768
292.94,15.696
293.44,15.615
293.95,15.654
294.47,15.552
294.97,15.531
295.55,15.549
296.05,15.546
296.54,15.714
297.04,15.632
297.52,15.721
298.05,15.73
298.54,15.596
299.05,15.626
299.58,15.525
300.06,15.654
300.57,15.558
301.04,15.631
301.58,15.605
302.09,15.442
302.58,15.549
303.06,15.587
303.58,15.658
304.1,15.679
304.58,15.703
305.09,15.681
305.58,15.72
306.07,15.821
306.55,15.78
307.07,15.846
307.54,15.76
308.07,15.835
308.54,16.009
309.06,15.918
309.57,15.892
310.06,15.938
310.55,15.999
311.05,15.901
311.55,15.901
312.05,15.885
312.53,15.92
313.02,15.906
313.56,15.861
314.05,15.863
314.57,15.881
315.06,15.85
315.54,15.86
316.02,16.131
316.54,16.237
317.01,16.225
317.56,16.304
318.05,16.37
318.54,16.409
319.05,16.367
319.57,16.449
320.03,16.663
320.55,16.761
321.03,16.906
321.56,17.005
322.04,17.244
322.53,17.215
323.02,17.278
323.51,17.403
324.03,17.365
324.55,17.207
325.02,17.134
325.59,17.077
326.03,16.784
326.55,16.582
327.05,16.024
327.57,15.406
328.1,14.346
328.59,12.782
329.03,10.926
329.58,8.619
330.02,5.9822
330.6,2.8129
331.09,-0.90196
331.58,-5.839
332.12,-11.266
332.56,-16.708
333.09,-21.713
333.57,-25.616
334.12,-25.708
334.64,-19.798
335.16,-9.4026
335.66,8.4
336.22,34.073
336.76,65.022
337.31,100.34
337.81,140.24
338.41,179.6
338.93,218.99
339.45,258.93
339.96,296.8
340.57,330.78
341.08,360.48
341.61,384.94
342.12,402.37
342.65,407.28
343.19,393.96
343.71,361.24
344.2,313.76
344.67,260.11
345.24,207.77
345.74,160.76
346.19,121.38
346.7,89.999
347.2,65.673
347.76,47.976
348.24,34.813
348.76,25.172
349.25,18.58
349.7,13.628
350.26,10.156
350.72,7.4749
351.18,5.9622
351.71,4.8545
352.24,4.3898
352.66,4.088
353.18,4.0798
353.66,4.2062
354.09,4.5502
354.6,5.013
355.09,5.3142
355.54,5.5794
356.04,5.8359
356.49,6.1397
356.99,6.6171
357.49,6.6869
357.96,7.0689
358.41,7.2158
358.93,7.4465
359.37,7.6199
359.87,7.6035
360.35,7.648
360.82,7.8987
361.3,7.6983
361.81,7.7928
362.26,7.8113
362.72,7.8238
363.22,7.8347
363.69,7.8176
364.19,7.9042
364.63,7.9127
365.13,7.6983
365.64,7.5981
366.12,7.5258
366.57,7.7068
367.07,7.5721
367.58,7.6304
368,7.6889
368.49,7.8217
368.95,7.7474
369.39,7.8546
369.93,7.8795
370.41,7.867
370.91,7.7785
371.38,7.6966
371.85,7.8093
372.33,7.7648
372.77,7.8375
373.29,8.0758
373.77,8.0313
374.26,8.1207
374.71,8.1573
375.22,8.1186
375.69,8.1158
376.13,8.1159
376.66,8.1303
377.1,8.0757
377.63,8.218
378.1,8.2145
378.58,8.2932
379.02,8.3735
379.52,8.52
380.03,8.5873
380.53,8.7269
380.98,8.851
381.49,8.9578
381.97,9.0176
382.45,9.1691
382.9,9.2329
383.4,9.3474
383.89,9.4556
384.35,9.6569
384.85,9.7727
385.34,9.7385
385.83,9.6589
386.33,9.7295
386.79,9.904
387.26,10.14
387.75,10.308
388.24,10.416
388.69,10.453
389.21,10.598
389.69,10.667
390.19,10.936
390.63,10.909
391.15,11.005
391.63,11.188
392.13,11.319
392.61,11.47
393.11,11.778
393.57,11.957
394.08,12.181
394.58,12.447
395.08,12.654
395.57,12.493
396.08,12.723
396.57,13.043
397.04,13.049
397.52,13.183
398.02,13.413
398.49,13.635
399.04,13.828
399.5,13.893
399.99,14.013
400.48,14.275
400.96,14.438
401.47,14.845
401.96,15
402.46,15.243
402.98,15.61
403.41,15.671
403.97,16.178
404.44,16.231
404.98,16.496
405.47,16.793
405.98,16.977
406.49,17.228
406.96,17.531
407.47,17.6
407.97,17.94
408.48,18.156
408.95,18.255
409.44,18.587
409.98,18.895
410.44,18.989
410.96,19.338
411.43,19.638
411.93,19.675
412.44,20.12
412.93,20.289
413.45,20.495
413.95,20.788
414.41,20.99
414.95,21.267
415.48,21.54
415.94,21.83
416.44,22.063
416.95,22.289
417.45,22.498
417.97,22.663
418.43,23.106
418.95,23.357
419.45,23.585
419.93,24.057
420.42,24.182
420.89,24.507
421.42,24.846
421.96,25.225
422.43,25.557
422.93,25.825
423.43,26.185
424,26.661
424.45,26.726
425.01,27.007
425.51,27.159
426.01,27.691
426.51,27.776
427.01,28.122
427.48,28.203
427.94,28.715
428.48,28.887
428.99,29.123
429.55,29.536
430.01,29.715
430.5,30.018
431.02,30.295
431.5,30.567
432,30.706
432.51,30.94
433.02,30.96
433.55,31.262
434.03,31.28
434.5,31.457
435.03,31.665
435.51,31.883
436.04,32.083
436.57,32.105
437.05,32.31
437.53,32.452
438.05,32.453
438.54,32.521
439.05,32.573
439.56,32.579
440.04,32.742
440.54,32.67
441.06,32.897
441.53,32.812
442,32.881
442.56,32.93
443.04,32.88
443.56,32.9
444.08,32.829
444.59,32.826
445.09,32.557
445.57,32.53
446.1,32.377
446.58,32.212
447.11,31.977
447.61,32.062
448.1,31.806
448.57,31.56
449.11,31.507
449.6,31.309
450.09,31.147
450.56,30.774
451.07,30.49
451.57,30.238
452.07,30.006
452.59,29.68
453.1,29.357
453.56,29.073
454.07,28.792
454.59,28.413
455.11,28.155
455.6,27.797
456.12,27.368
456.59,26.969
457.05,26.503
457.54,26.123
458.07,25.714
458.6,25.147
459.07,24.829
459.57,24.389
460.11,24.174
460.57,23.724
461.09,23.185
461.59,22.898
462.09,22.402
462.6,22.059
463.13,21.617
463.6,21.301
464.06,20.825
464.59,20.339
465.05,19.846
465.58,19.319
466.06,18.776
466.6,18.286
467.07,17.881
467.58,17.409
468.11,16.693
468.58,16.326
469.07,15.983
469.57,15.518
470.08,15.275
470.59,14.965
471.11,14.633
471.62,14.301
472.08,13.977
472.65,13.708
473.13,13.424
473.63,13.314
474.08,12.955
474.66,12.672
475.14,12.29
475.61,12.094
476.09,11.874
476.57,11.502
477.12,11.293
477.6,11.103
478.06,10.935
478.57,10.585
479.09,10.374
479.58,10.172
480.09,10.021
480.58,9.9097
481.11,9.7489
481.61,9.5426
482.11,9.3712
482.62,9.1431
483.1,8.9106
483.63,8.7219
484.13,8.7384
484.66,8.4435
485.1,8.3812
485.66,8.2487
486.17,8.0022
486.63,7.9772
487.13,7.7189
487.65,7.5776
488.13,7.508
488.61,7.4567
489.13,7.2413
489.6,7.0966
490.13,6.9623
490.63,6.7653
491.07,6.6986
491.61,6.5563
492.11,6.3699
492.63,6.2746
493.14,6.1495
493.6,5.9451
494.11,5.8163
494.6,5.6291
495.09,5.5382
495.58,5.5031
496.08,5.3858
496.58,5.2897
497.07,5.2807
497.58,5.0795
498.05,5.0798
498.56,4.9097
499.07,4.8466
499.53,4.8534
500.02,4.7243
500.54,4.7423
501,4.6003
501.5,4.568
502.02,4.4828
502.49,4.3796
503,4.3786
503.55,4.4552
504.03,4.3585
504.55,4.3414
505.02,4.3712
505.52,4.2379
506.04,4.1836
506.53,4.1686
507.02,3.9965
507.5,3.8989
508.03,3.9952
508.54,3.9376
509.03,3.7345
509.53,3.612
510,3.516
510.5,3.4179
511.01,3.366
511.53,3.2302
512.01,3.2729
512.51,3.2054
513.01,3.2529
513.53,3.2337
514,3.2616
514.55,3.3109
515.01,3.3065
515.51,3.4069
515.97,3.3503
516.5,3.2385
517.02,3.1571
517.53,3.0125
518.03,2.9951
518.49,3.0553
519.02,2.8836
519.49,2.8867
520.01,2.7891
520.48,2.8651
520.95,2.8895
521.49,2.6162
522.05,2.7758
522.53,2.6693
523.06,2.7674
523.56,2.718
524.04,2.5785
524.53,2.6595
525.07,2.6263
525.55,2.617
526.08,2.6843
526.54,2.4955
527.02,2.471
527.5,2.4735
528.03,2.5269
528.51,2.444
529.02,2.4362
529.52,2.552
530.03,2.5112
530.53,2.5275
531,2.4528
531.5,2.2454
532.02,2.0638
532.53,2.1469
533.03,2.1557
533.5,2.0804
534.04,2.097
534.51,2.1583
535,2.0484
535.49,2.0616
536.01,2.0269
536.48,2.21
536.98,2.2458
537.48,2.243
537.97,2.2152
538.5,2.0964
539,2.1769
539.48,2.0474
539.97,2.0524
540.46,1.8565
540.98,1.9523
541.45,1.8562
541.97,1.7801
542.46,1.8208
542.96,1.6987
543.47,1.5588
543.98,1.662
544.42,1.487
544.94,1.4957
545.39,1.4269
545.93,1.4043
546.43,1.3693
546.91,1.4677
547.42,1.3279
547.91,1.2747
548.43,0.94827
548.92,0.98451
549.43,1.2198
549.95,1.2202
550.39,1.1836
550.93,1.4032
551.4,1.3945
551.92,1.3909
552.4,1.4364
552.92,1.4582
553.41,1.375
553.87,1.3026
554.41,1.3223
554.9,1.5026
555.39,1.4823
555.9,1.5536
556.4,1.5699
556.87,1.458
557.38,1.3193
557.88,1.4017
558.4,1.2834
558.9,1.3163
559.4,1.3537
559.9,1.2753
560.39,1.2332
560.91,1.1719
561.42,1.2911
561.92,1.1859
562.43,1.127
562.9,1.1909
563.43,1.0868
563.94,1.2683
564.42,1.2807
564.91,1.2905
565.44,1.1699
565.95,1.309
566.39,1.3362
566.9,1.2937
567.42,1.2303
567.9,1.2555
568.41,1.3848
568.91,1.2672
569.44,1.3614
569.91,1.3717
570.41,1.2791
570.87,1.2437
571.39,1.3353
571.92,1.1264
572.4,1.2007
572.88,1.1516
573.43,1.3296
573.91,1.2283
574.37,1.3549
574.9,1.263
575.37,1.3048
575.89,1.2326
576.37,1.2771
576.84,1.3649
577.34,1.2856
577.87,1.218
578.34,1.2516
578.85,1.1681
579.33,1.1145
579.82,1.0313
580.33,1.1127
580.88,1.2319
581.41,1.056
581.93,1.0548
582.4,1.2037
582.89,1.1526
583.37,1.0803
583.86,0.90918
584.36,0.87809
584.88,0.9296
585.34,0.94082
585.8,0.87924
586.33,0.81656
586.81,0.96303
587.31,0.85362
587.81,0.94248
588.26,1.0005
588.79,0.83336
589.27,0.77774
589.76,0.91798
590.29,0.80202
590.76,0.57925
591.29,0.66315
591.78,0.63439
592.23,0.77536
592.74,0.61453
593.26,0.58218
593.77,0.68415
594.23,0.59256
594.79,0.58062
595.23,0.73978
595.7,0.76473
596.23,0.93381
596.76,0.84837
597.21,0.91601
597.71,0.8216
598.22,0.87481
598.67,0.96493
599.18,0.97181
599.68,0.95163
600.19,0.92361
600.72,0.7986
601.21,0.89465
601.68,0.65269
602.21,0.85087
602.71,0.6355
603.14,0.69632
603.68,0.67822
604.19,0.55806
604.64,0.62298
605.13,0.56499
605.65,0.63678
606.14,0.57002
606.64,0.70537
607.12,0.31722
607.62,0.33948
608.13,0.43897
608.63,0.49051
609.11,0.21704
609.6,0.54171
610.14,0.22976
610.62,0.40718
611.09,0.33517
611.62,0.40231
612.06,0.41966
612.55,0.39652
613.06,0.34192
613.56,0.48865
614.08,0.49706
614.54,0.62843
615.04,0.54097
615.56,0.61366
616.06,0.44639
616.57,0.5546
617.07,0.57233
617.52,0.68011
618.04,0.56153
618.49,0.60841
619.02,0.60292
619.51,0.61702
620.01,0.64365
620.46,0.7342
620.96,0.82598
621.44,0.8105
621.95,1.0557
622.45,0.99525
622.94,0.9994
623.47,0.9422
623.95,0.9101
624.44,0.82392
624.91,0.96577
625.4,0.97292
625.87,0.99581
626.43,0.95554
626.86,0.95078
627.36,0.80841
627.88,0.63569
628.38,0.68965
628.84,0.73001
629.36,0.62176
629.83,0.61761
630.37,0.54318
630.87,0.79681
631.33,0.65655
631.83,0.6969
632.33,0.67435
632.8,0.59734
633.3,0.53516
633.77,0.40782
634.28,0.47108
634.82,0.4597
635.3,0.39027
635.84,0.50931
636.26,0.32931
636.77,0.39371
637.26,0.49072
637.74,0.67819
638.24,0.65554
638.75,0.45408
639.27,0.43559
639.76,0.55132
640.29,0.54587
640.78,0.45283
641.27,0.46989
641.74,0.46592
642.23,0.42174
642.77,0.51978
643.25,0.58921
643.73,0.66883
644.24,0.61162
644.73,0.54772
645.22,0.50787
645.7,0.70348
646.18,0.68201
646.68,0.57468
647.17,0.61536
647.71,0.55308
648.19,0.62865
648.68,0.52203
649.19,0.53596
649.69,0.6225
650.18,0.5996
650.66,0.59789
651.16,0.59075
651.65,0.43585
652.14,0.498
652.63,0.39677
653.12,0.23183
653.62,0.23932
654.11,0.1917
654.62,0.27991
655.16,0.29653
655.62,0.24494
656.12,0.27062
656.61,0.1714
657.1,0.14945
657.59,0.28683
658.12,0.33287
658.6,0.27335
659.08,0.39568
659.55,0.53863
660.04,0.36063
660.53,0.32901
661.02,0.33007
661.51,0.35294
662.01,0.38085
662.53,0.19912
663.03,0.25185
663.51,0.24556
663.99,0.29975
664.53,0.31175
665,0.40883
665.52,0.47339
665.97,0.51013
666.5,0.52845
667,0.58099
667.52,0.43368
667.99,0.51581
668.48,0.58382
668.98,0.48727
669.49,0.52757
669.96,0.40247
670.48,0.39684
670.98,0.53042
671.45,0.71679
671.94,0.53365
672.44,0.73215
672.96,0.79265
673.45,0.72585
673.96,0.57825
674.42,0.65066
674.91,0.54148
675.4,0.44253
675.9,0.21621
676.38,0.23273
676.88,0.25651
677.41,0.24164
677.89,0.32093
678.39,0.15661
678.91,0.36826
679.43,0.16877
679.91,0.10152
680.43,-0.012781
680.88,0.043053
681.4,0.1527
681.9,0.11705
682.41,0.13236
682.88,0.13121
683.38,0.1067
683.85,0.13193
684.36,0.14886
684.83,0.17313
685.36,0.1664
685.87,0.1071
686.36,0.066573
686.85,0.086486
687.36,0.06965
687.86,-0.010717
688.35,0.10506
688.84,0.19725
689.32,-0.062415
689.84,0.10742
690.33,-0.039337
690.84,0.1235
691.34,0.074945
691.82,0.076607
692.33,0.11258
692.81,0.14943
693.33,0.19099
693.81,0.13042
694.34,0.044599
694.78,0.14314
695.31,0.06541
695.83,0.014731
696.31,0.086207
696.81,0.12303
697.28,0.15602
697.83,0.14603
698.28,0.119
698.76,0.1119
699.22,0.13898
699.73,0.19138
700.23,0.21397
700.7,0.29772
701.2,0.25859
701.68,0.14869
702.2,0.18157
702.71,0.096925
703.19,0.043166
703.69,0.15199
704.19,0.26857
704.69,0.25102
705.17,0.052258
705.67,0.094219
706.2,0.23621
706.66,0.31362
707.16,0.19921
707.65,0.26717
708.18,0.3013
708.67,0.049499
709.19,0.097382
709.67,0.086717
710.14,-0.03948
710.64,-0.10189
711.13,-0.0227
711.66,0.14448
712.12,0.14527
712.62,0.14781
713.14,0.067409
713.63,0.036369
714.12,0.13147
714.61,0.18829
715.09,0.30714
715.64,0.24115
716.15,0.19231
716.61,0.11059
717.09,0.19353
717.62,0.11134
718.13,0.16178
718.68,0.18798
719.13,0.20162
719.67,0.15966
720.16,0.1573
720.65,0.18068
721.13,0.17715
721.66,0.023382
722.14,0.014952
722.67,0.1709
723.2,0.049173
723.63,0.11985
724.16,0.16512
724.62,0.04677
725.13,0.14503
725.64,0.055724
726.16,-0.065346
726.65,0.013801
727.11,-0.0030208
727.66,0.032504
728.16,0.061809
728.64,0.089612
729.18,0.035044
729.66,-0.042527
730.14,-0.18005
730.63,-0.08453
731.13,-0.073365
731.61,-0.11775
732.12,-0.2074
732.61,-0.37544
733.11,-0.40581
733.61,-0.35308
734.13,-0.44557
734.61,-0.42805
735.13,-0.46663
735.64,-0.43442
736.14,-0.29193
736.61,-0.16799
737.15,-0.22927
737.63,-0.05333
738.13,-0.010932
738.68,0.056079
739.18,0.019805
739.66,-0.088486
740.18,-0.16498
740.7,-0.24709
741.16,-0.070822
741.69,-0.16969
742.15,0.033771
742.7,-0.026172
743.19,0.10316
743.71,0.029718
744.16,0.066411
744.63,0.011636
745.14,-0.070341
745.66,-0.1426
746.17,-0.13134
746.64,-0.12344
747.16,0.019972
747.66,0.15075
748.1,-3.55E-15
